"zone","state","lga","sector","ea","hhid","plotid","s11b1q1","s11b1q2","s11b1q3","s11b1q4","s11b1q5","s11b1q6a","s11b1q6b","s11b1q7","s11b1q8","s11b1q8b","s11b1q8a","s11b1q8b1","s11b1q8b2","s11b1q8b3","s11b1q9","s11b1q9_os","s11b1q9a","s11b1q10a","s11b1q10b","s11b1q10c","s11b1q10d","s11b1q11","s11b1q12a","s11b1q12b","s11b1q12c","s11b1q12d","s11b1q13","s11b1q14","s11b1q15","s11b1q16a1","s11b1q16a2","s11b1q16b1","s11b1q16b2","s11b1q17","s11b1q18","s11b1q19","s11b1q19a","s11b1q20","s11b1q21","s11b1q22a","s11b1q22b","s11b1q22c","s11b1q23a","s11b1q23b","s11b1q23c","s11b1q23d","s11b1q24","s11b1q25a","s11b1q25b","s11b1q26","s11b1q27","s11b1q28","s11b1q28a","s11b1q29","s11b1q30a","s11b1q30b","s11b1q31","s11b1q32","s11b1q33","s11b1q34","s11b1q35","s11b1q39","s11b1q40","s11b1q41a","s11b1q41b","s11b1q42","s11b1q43","s11b1q43b","s11b1q44","s11b1q44_os","s11b1q45","s11b1q46","s11b1q47","s11b1q48","s11b1q49","s11b1q50a","s11b1q50a_os","s11b1q50b","s11b1q51"
1,7,705,2,4186,70021,6,1,,1985,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,2000000,1,,,,,,,,,,,2,,,,,,,4,,1,2,1,2,2,,,,
1,7,705,2,4186,70022,1,1,,1976,5,,1,,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,200000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
1,7,705,2,4186,70022,2,1,,1984,5,,1,,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
1,7,705,2,4186,70022,3,1,,1980,5,,1,,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,500000,2,2,,2015,4110,1,5000,1,0,5,0,2,,,,,,,1,,2,1,2,,,,,,
1,7,705,2,4186,70023,1,1,,1986,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,9,,,2,54,,200000,1,,,,,,,,,,,2,,,,,,,4,,2,1,2,,,,,,
1,7,705,2,4186,70023,2,1,,1986,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,9,,,2,54,,15000,1,,,,,,,,,,,2,,,,,,,4,,2,1,2,,,,,,
1,7,705,2,4186,70024,1,1,,1988,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,5,,2,2,2,,,,,,
1,7,705,2,4186,70024,2,1,,1988,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,1200000,1,,,,,,,,,,,2,,,,,,,5,,2,2,2,,,,,,
1,7,705,2,4186,70025,1,1,,1980,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,2,3,2,,,,,,
1,7,705,2,4186,70025,2,1,,1980,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,3,,2,3,2,,,,,,
1,7,705,2,4186,70025,3,1,,1980,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,3,,2,3,2,,,,,,
1,7,705,2,4186,70026,1,1,,1982,3,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,2,2,2,2,,,,,2,,,2,51,,400000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70026,2,1,,1976,3,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,2,2,2,2,,,,,2,,,2,51,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70027,1,1,,1972,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,100000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70027,2,1,,1972,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70028,1,1,,1990,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,2,54,,80000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70028,2,1,,1990,5,,1,,2,,,,,,,2,,2,,,,,1,2,,,,,,,,,,,,,1,2,1,2,,,,,4,,,2,54,,500000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70028,3,1,,1990,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,2,54,,100000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70028,4,1,,1990,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,2,54,,150000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70029,1,1,,1992,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,5,,,2,51,,50000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70029,2,1,,1992,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,5,,,2,51,,120000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70029,3,1,,1992,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,5,,,2,51,,30000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70029,4,1,,1992,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,5,,,2,51,,20000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70030,1,1,,1980,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70030,2,1,,1980,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70030,3,1,,1980,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,700000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70030,4,1,,1980,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,700000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,705,2,4186,70030,5,1,,1980,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,550000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70031,1,1,,1980,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,10000000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70032,1,1,,1984,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70032,2,1,,1984,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70032,3,1,,1984,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,,,,1,54,,55000000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70032,4,1,,1984,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70033,1,1,,1982,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70033,2,1,,1982,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,1300000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70033,3,1,,1982,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,900000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70033,4,1,,1982,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,650000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70034,1,2,2,1989,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,52,,300000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70034,2,2,2,1989,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,52,,100000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70034,3,2,2,1989,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,52,,100000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70035,1,1,,1976,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,1,,2,,,,"N1",,,,2,54,,2000000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70035,2,1,,1976,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,1000000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70036,1,1,,1980,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,60000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
1,7,722,2,234,70036,2,1,,1980,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,70000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
1,7,722,2,234,70036,3,1,,1980,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
1,7,722,2,234,70038,1,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,2,,,2,52,,2500000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70038,2,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,2,,,2,52,,2200000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70038,3,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,2,,,2,52,,200000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,234,70039,1,1,,2009,2,,,,,,,,,,,,,,,,,,,,,,,5000,0,"N1",1,,1,,3,1,,,,,,,,,,,,,,,500000,1,,,,,,,,,,,2,,,,,,,1,,2,2,2,,,,,,
1,7,722,2,234,70039,2,1,,2009,2,,,,,,,,,,,,,,,,,,,,,,,5000,0,"N1",1,,1,,3,1,,,,,,,,,,,,,,,400000,1,,,,,,,,,,,2,,,,,,,1,,2,2,2,,,,,,
1,7,722,2,234,70040,1,1,,2000,5,,2,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,700000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
1,7,722,2,234,70040,2,1,,2000,5,,2,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,700000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
1,7,722,2,892,70041,1,1,,1989,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,3,,2,2,2,,,,,,
1,7,722,2,892,70041,2,1,,1989,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,3,,2,2,2,,,,,,
1,7,722,2,892,70042,1,1,,2004,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,3,,,1,54,,700000,1,,,,,,,,,,,2,,,,,,,3,,2,2,2,,,,,,
1,7,722,2,892,70042,2,1,,2004,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,3,,,1,54,,1200000,1,,,,,,,,,,,2,,,,,,,3,,2,2,2,,,,,,
1,7,722,2,892,70042,3,1,,2004,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,3,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,3,,2,2,2,,,,,,
1,7,722,2,892,70043,1,1,,2002,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
1,7,722,2,892,70043,2,1,,2002,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
1,7,722,2,892,70044,1,1,,1975,5,,1,,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,30000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70044,2,1,,1975,5,,1,,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,200000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70044,3,1,,1975,5,,1,,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,200000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70045,1,1,,2000,5,,1,2,2,,,,,,,3,"FAMILY INHERITANCE.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,450000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70045,2,1,,2000,5,,1,2,2,,,,,,,3,"FAMILY INHERITANCE",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,300000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70046,1,1,,1989,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,2,51,,700000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
1,7,722,2,892,70046,2,1,,1979,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,2,51,,400000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
1,7,722,2,892,70046,3,1,,2010,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,2,51,,1300000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
1,7,722,2,892,70046,4,1,,1999,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,2,51,,200000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
1,7,722,2,892,70047,1,1,,2003,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70047,2,1,,2003,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,1,54,,1700000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70047,3,1,,2003,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,1,54,,1200000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70047,4,1,,2001,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,1,54,,1005000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70048,1,1,,1999,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,120000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70048,2,1,,1999,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,100000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70048,3,1,,1999,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70048,4,1,,1999,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,80000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70049,1,1,,2000,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,1000000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70049,2,1,,2000,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,50000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70049,3,1,,2001,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,10000000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
1,7,722,2,892,70050,1,1,,1987,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70050,2,1,,1987,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70050,3,1,,1987,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,300000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70050,4,1,,1987,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,250000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70050,5,1,,1989,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,650000,2,7,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,722,2,892,70050,6,1,,1989,5,,1,2,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,650000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70051,1,1,,1978,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,200000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
1,7,710,2,2726,70051,2,1,,1978,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,250000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
1,7,710,2,2726,70052,1,1,,2014,5,,1,,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,700000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70052,2,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,5000,0,"N2",1,,1,,2,1,,,,,,,,,,,,,,,2000000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70053,1,1,,1999,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,1200000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
1,7,710,2,2726,70053,2,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70053,3,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,1500000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
1,7,710,2,2726,70054,1,1,,2001,5,,1,,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70054,2,1,,2001,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70054,3,1,,2001,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70054,4,1,,2001,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70054,5,1,,2001,5,,1,,2,,,,,,,3,"FAMILY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,54,,400000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70055,1,1,,1969,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,52,,500000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70055,2,1,,1969,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,52,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70055,3,1,,1969,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,800000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70055,4,1,,1969,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,500000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,7,710,2,2726,70056,1,1,,1990,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE.",2,,,,,2,,,,,,,,,,,,,,1,1,,2,,,,"N3",,,,1,54,,850000,1,,,,,,,,,,,2,,,,,,,2,,2,2,2,,,,,,
1,7,710,2,2726,70056,2,1,,1990,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE.",2,,,,,2,,,,,,,,,,,,,,1,1,,2,,,,"N3",,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,2,,2,2,2,,,,,,
1,7,710,2,2726,70057,1,1,,1976,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
1,7,710,2,2726,70057,2,1,,1976,5,,1,,2,,,,,,,3,"FAMILY INHERITANCE.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
1,7,710,2,2726,70058,1,1,,2013,5,,1,,2,,,,,,,3,"FAMILY LAND.",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
