"zone","state","lga","sector","ea","hhid","plotid","s11b1q1","s11b1q2","s11b1q3","s11b1q4","s11b1q5","s11b1q6a","s11b1q6b","s11b1q7","s11b1q8","s11b1q8b","s11b1q8a","s11b1q8b1","s11b1q8b2","s11b1q8b3","s11b1q9","s11b1q9_os","s11b1q9a","s11b1q10a","s11b1q10b","s11b1q10c","s11b1q10d","s11b1q11","s11b1q12a","s11b1q12b","s11b1q12c","s11b1q12d","s11b1q13","s11b1q14","s11b1q15","s11b1q16a1","s11b1q16a2","s11b1q16b1","s11b1q16b2","s11b1q17","s11b1q18","s11b1q19","s11b1q19a","s11b1q20","s11b1q21","s11b1q22a","s11b1q22b","s11b1q22c","s11b1q23a","s11b1q23b","s11b1q23c","s11b1q23d","s11b1q24","s11b1q25a","s11b1q25b","s11b1q26","s11b1q27","s11b1q28","s11b1q28a","s11b1q29","s11b1q30a","s11b1q30b","s11b1q31","s11b1q32","s11b1q33","s11b1q34","s11b1q35","s11b1q39","s11b1q40","s11b1q41a","s11b1q41b","s11b1q42","s11b1q43","s11b1q43b","s11b1q44","s11b1q44_os","s11b1q45","s11b1q46","s11b1q47","s11b1q48","s11b1q49","s11b1q50a","s11b1q50a_os","s11b1q50b","s11b1q51"
4,14,1407,2,68,140019,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,500000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1407,2,68,140020,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,1,54,,200000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1407,2,68,140020,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,1,54,,100000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140022,1,1,,,5,,3,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140022,2,1,,,5,,3,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140024,1,1,,,5,,2,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140024,2,1,,,5,,2,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140025,1,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140025,2,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140026,1,1,,1989,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,100000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140026,2,1,,1989,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,100000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140027,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,1,,,"N3",,,,1,53,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140027,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,1,,,"N3",,,,1,53,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1408,2,1996,140030,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,4,,,2,54,,500000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
4,14,1408,2,1996,140030,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,4,,,2,54,,700000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
4,14,1413,1,2578,140031,1,1,,,5,,1,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,2,,,1,53,,2500000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,14,1413,1,2578,140031,2,1,,,5,,1,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,2,,,1,53,,2000000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1413,1,2578,140031,3,1,,,5,,1,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,2,,,1,53,,800000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1413,1,2578,140033,1,1,,1960,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,1,2578,140034,1,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,55,,3200000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
4,14,1413,1,2578,140034,2,1,,1950,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N3",,,,2,54,,1000000,2,7,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,1,2578,140035,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,700000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,1,2578,140035,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,700000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,1,2578,140036,1,1,,,5,,1,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,,3,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,1,2578,140037,1,1,,,5,,4,,2,,,,,,,2,,2,,,,,1,4,,,,,,,,,,,,,2,2,2,1,4,,,"N1",,,,,53,,2000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,1,2578,140038,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,1,2578,140038,2,1,,1990,4,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,3000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,1,2578,140039,1,1,,,5,,2,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,,3,,,1,54,,500000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,1,2578,140040,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,5,,,1,54,,2000000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1413,1,2578,140040,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,5,,,1,54,,4000000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1413,1,2578,140040,3,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,5,,,1,54,,4000000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1413,1,2578,140040,4,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,5,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1415,2,952,140041,1,1,,1986,5,,3,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,,3,,,1,3,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
4,14,1415,2,952,140041,2,1,,1990,5,,3,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,,3,,,1,3,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
4,14,1415,2,952,140043,1,1,,2005,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,53,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
4,14,1415,2,952,140043,2,1,,2005,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,53,,400000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
4,14,1415,2,952,140044,1,2,2,,5,,1,,2,,,,,,,3,"DONT NEED THEM",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,1,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140044,2,2,2,,5,,1,,2,,,,,,,3,"DONT NEED THEM",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,1,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140044,3,2,2,,5,,1,,2,,,,,,,3,"DONT NEED THEM",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,1,,,1,54,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140045,1,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,51,,2000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140045,2,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,51,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140045,3,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,51,,900000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140045,4,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,51,,900000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140045,5,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,51,,900000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140046,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,54,,700000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1415,2,952,140047,1,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140048,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140048,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140048,3,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140048,4,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140049,1,1,,2010,2,,,,,,,,,,,,,,,,,,,,,,,0,0,"N1",1,2,1,2,3,2,,,,,,,,,,,,,,,600000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140049,2,1,,2010,2,,,,,,,,,,,,,,,,,,,,,,,0,0,"N2",1,2,1,2,3,3,,,,,,,,,,,,,,,1000000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
4,14,1415,2,952,140049,3,1,,2010,2,,,,,,,,,,,,,,,,,,,,,,,0,0,"N3",1,2,1,2,3,2,,,,,,,,,,,,,,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140050,1,1,,,5,,1,,2,,,,,,,3,"NEVER HAD ABOUT IT",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,53,,400000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1415,2,952,140050,2,1,,,5,,1,,2,,,,,,,3,"NEVER HAD ABOUT IT",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,53,,600000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1406,2,694,140062,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,54,,10000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1406,2,694,140063,1,1,,1942,5,,1,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,"N1",,,,2,51,,200000,2,1,1,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,
4,14,1406,2,694,140063,2,1,,1942,5,,1,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,"N1",,,,2,51,,3000000,1,,,,,,,,,,,2,,,,,,,5,,1,3,2,,,,,,
4,14,1406,2,694,140063,3,1,,1942,5,,1,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,"N1",,,,2,51,,1000000,1,,,,,,,,,,,2,,,,,,,5,,1,3,2,,,,,,
4,14,1406,2,694,140065,1,1,,1973,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,3000000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,14,1406,2,694,140065,2,1,,1973,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,1100000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1406,2,694,140066,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
4,14,1406,2,694,140066,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,1,54,,1200000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1406,2,694,140067,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,"N1",,,,1,53,,800000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
4,14,1406,2,694,140067,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,"N1",,,,1,53,,800000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
4,14,1406,2,694,140067,3,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,1,3,,,"N1",,,,1,53,,1700000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
4,14,1406,2,694,140068,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,1,53,,700000,1,,,,,,,,,,,2,,,,,,,3,,1,3,2,,,,,,
4,14,1406,2,694,140068,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,1,53,,600000,1,,,,,,,,,,,2,,,,,,,3,,1,3,2,,,,,,
4,14,1406,2,694,140068,3,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,1,53,,900000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
4,14,1406,2,694,140068,4,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,1,53,,1600000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
4,14,1406,2,694,140070,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,54,,80000,1,,,,,,,,,,,2,,,,,,,6,"SANDY MIXED WITH STONE",1,1,2,,,,,,
4,14,1406,2,694,140070,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,54,,100000,1,,,,,,,,,,,2,,,,,,,6,"SANDY MIXED WITH STONE",1,1,2,,,,,,
4,14,1406,2,694,140070,3,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,54,,120000,2,1,3,,,,,,,,,,,,,,,,6,"SANDY MIXED WITH STONE",1,1,2,,,,,,
4,14,1413,2,670,140071,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,2,54,,500000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1413,2,670,140071,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,2,54,,700000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,14,1413,2,670,140072,1,1,,2001,5,,1,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,54,,10000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140072,2,1,,2015,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,54,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140072,3,1,,2015,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,54,,500000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140073,1,2,2,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,54,,900000,1,,,,,,,,,,,2,,,,,,,5,,2,1,2,,,,,,
4,14,1413,2,670,140073,2,2,2,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,54,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140073,3,2,2,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,54,,500000,2,7,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140074,1,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140075,1,1,,,5,,2,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,200000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,0,140076,1,1,,2014,2,,,,,,,,,,,,,,,,,,,,,,,4000,5000,"N1",1,,1,,3,1,,,,,,,,,,,,,,,500000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,0,140076,2,1,,2014,2,,,,,,,,,,,,,,,,,,,,,,,2000,5000,"N1",1,,1,,3,1,,,,,,,,,,,,,,,900000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,0,140076,3,1,,2014,2,,,,,,,,,,,,,,,,,,,,,,,2000,5000,"N1",1,,1,,3,1,,,,,,,,,,,,,,,700000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140078,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,6000,6000,"N1",2,,1,,2,2,,,,,,,,,,,,,,,500000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140078,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,6000,6000,"N1",2,,1,,2,2,,,,,,,,,,,,,,,500000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140079,1,1,,1973,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140080,1,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1413,2,670,140080,2,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,600000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1410,2,236,140082,1,1,,2004,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,55,,500000,1,,,,,,,,,,,2,,,,,,,5,,2,2,2,,,,,,
4,14,1410,2,236,140082,2,1,,2002,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,55,,1000000,1,,,,,,,,,,,2,,,,,,,5,,2,2,2,,,,,,
4,14,1410,2,236,140082,3,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,55,,1500000,1,,,,,,,,,,,2,,,,,,,5,,2,2,2,,,,,,
4,14,1410,2,236,140082,4,1,,1970,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,55,,1700000,1,,,,,,,,,,,2,,,,,,,5,,2,2,2,,,,,,
4,14,1410,2,236,140083,1,1,,2009,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,54,,600000,1,,,,,,,,,,,2,,,,,,,5,,2,1,2,,,,,,
4,14,1410,2,236,140083,2,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,55,,2000000,1,,,,,,,,,,,2,,,,,,,5,,2,2,2,,,,,,
4,14,1410,2,236,140083,3,1,,2009,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,54,,300000,2,7,,,,,,,,,,2,,,,,,,5,,2,1,2,,,,,,
4,14,1410,2,236,140084,1,1,,2007,5,,1,,2,,,,,,,3,"DONT NEED IT",2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,2,,,2,53,,1000000,1,,,,,,,,,,,2,,,,,,,2,,1,4,2,,,,,,
4,14,1410,2,236,140085,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,200000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
4,14,1410,2,236,140085,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,200000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
4,14,1410,2,236,140085,3,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,150000,2,1,2,,,,,,,,,,,,,,,,2,,1,1,2,,,,,,
4,14,1410,2,236,140086,1,1,,,5,,2,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,1,54,,400000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1410,2,236,140087,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,150000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1410,2,236,140087,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,150000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
4,14,1410,2,236,140089,1,2,2,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,2,54,,800000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1410,2,236,140089,2,2,2,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,"N1",,,,2,54,,600000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1410,2,236,140090,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,800000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1410,2,236,140090,2,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,1200000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1410,2,236,140090,3,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,1000000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,14,1408,2,968,140101,1,1,,,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,1,53,,700000,1,,,,,,,,,,,2,,,,,,,5,,2,1,2,,,,,,
