"zone","state","lga","sector","ea","hhid","source_cd","source_desc","sa5bq1","sa5bq2a","sa5bq2b","sa5bq2c","sa5bq2d","sa5bq3","sa5bq4","sa5bq5","sa5bq6","sa5bq7","sa5bq8","sa5bq9"
6,29,2923,2,1126,290120,1,"Government Agricultu","X",1,,,,1,0,0,,2,,1
6,29,2923,1,396,290130,1,"Government Agricultu","X",1,,,,1,0,0,,2,,1
6,30,3018,2,914,300026,1,"Government Agricultu","X",1,,,,2,0,0,,2,,1
6,30,3014,2,120,300045,2,"Private Agricultural","X",1,,,,2,0,0,,2,,1
6,30,3014,2,120,300045,3,"Government Fishery E",,,,,,,,,,,,
6,30,3014,2,120,300045,12,"Electronic Media (TV","X",1,,,,,,,,,,
6,30,3014,2,120,300050,2,"Private Agricultural","X",1,2,,,1,0,0,,2,,1
6,30,3004,2,0,300223,12,"Electronic Media (TV","X",1,,,,,,,,,,
5,32,3215,1,1896,320067,11,"Peer Farmer (Neighbo","X",2,,,,0,,0,,2,,1
5,32,3206,2,276,320074,2,"Private Agricultural","X",1,2,,,2,2,0,,1,5000,1
5,32,3201,2,2034,320104,11,"Peer Farmer (Neighbo","X",1,2,,,0,,0,,2,,1
5,32,3201,2,2034,320105,11,"Peer Farmer (Neighbo","X",1,,,,0,,2,,2,,1
5,32,3201,2,2034,320106,11,"Peer Farmer (Neighbo","X",1,2,,,1,0,3,,2,,1
5,32,3201,2,2034,320121,11,"Peer Farmer (Neighbo","X",1,,,,5,0,0,,2,,1
5,32,3201,2,2034,320122,11,"Peer Farmer (Neighbo","X",1,,,,2,0,1,,2,,1
5,32,3203,2,2644,320124,11,"Peer Farmer (Neighbo","X",1,5,,,0,,0,,2,,1
5,32,3203,2,2644,320125,11,"Peer Farmer (Neighbo","X",1,2,,,0,,0,,2,,1
5,32,3203,2,2644,320132,11,"Peer Farmer (Neighbo","X",2,,,,1,0,0,,2,,1
5,32,3202,2,84,320134,11,"Peer Farmer (Neighbo","X",1,2,,,0,,3,,2,,1
5,32,3202,2,84,320135,11,"Peer Farmer (Neighbo","X",2,,,,0,,0,,2,,1
5,32,3202,2,84,320138,11,"Peer Farmer (Neighbo","X",3,,,,3,1,1,,2,,1
5,32,3216,2,1184,320187,11,"Peer Farmer (Neighbo","X",1,2,10,,0,,0,,2,,1
3,33,3321,1,1182,330002,11,"Peer Farmer (Neighbo","X",1,,,,4,0,2,,2,,1
3,33,3321,1,1182,330006,11,"Peer Farmer (Neighbo","X",1,,,,0,,2,,2,,4
3,33,3321,1,1182,330007,11,"Peer Farmer (Neighbo","X",1,,,,0,,2,,2,,4
3,33,3321,1,1182,330008,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,33,3321,1,1182,330009,1,"Government Agricultu","X",1,,,,0,,1,,2,,1
3,33,3321,1,1182,330010,2,"Private Agricultural","X",1,,,,2,0,2,,2,,1
3,33,3321,1,1182,330010,11,"Peer Farmer (Neighbo","X",1,,,,2,0,2,,2,,1
3,33,3311,1,702,330011,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,33,3311,1,702,330012,1,"Government Agricultu","X",1,,,,3,0,2,,2,,1
3,33,3311,1,702,330012,11,"Peer Farmer (Neighbo","X",1,,,,4,0,4,,2,,1
3,33,3311,1,702,330013,1,"Government Agricultu","X",1,,,,2,0,1,,2,,1
3,33,3311,1,702,330013,11,"Peer Farmer (Neighbo","X",1,,,,3,0,2,,2,,1
3,33,3311,1,702,330014,1,"Government Agricultu","X",1,,,,2,0,2,,2,,1
3,33,3311,1,702,330014,2,"Private Agricultural","X",1,,,,1,0,1,,2,,1
3,33,3311,1,702,330014,11,"Peer Farmer (Neighbo","X",1,,,,3,0,2,,2,,1
3,33,3311,1,702,330015,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,33,3311,1,702,330016,1,"Government Agricultu","X",1,,,,2,0,2,,2,,1
3,33,3311,1,702,330016,2,"Private Agricultural","X",1,,,,2,0,2,,2,,1
3,33,3311,1,702,330016,11,"Peer Farmer (Neighbo","X",1,,,,3,0,2,,2,,1
3,33,3311,1,702,330017,11,"Peer Farmer (Neighbo","X",1,,,,2,0,1,,2,,1
3,33,3311,1,702,330018,11,"Peer Farmer (Neighbo","X",1,,,,3,0,2,,2,,2
3,33,3311,1,702,330019,11,"Peer Farmer (Neighbo","X",1,,,,1,0,0,,2,,2
3,33,3311,1,702,330020,11,"Peer Farmer (Neighbo","X",1,,,,0,,2,,2,,1
3,33,3310,2,476,330021,11,"Peer Farmer (Neighbo","X",1,3,,,2,0,1,,2,,1
3,33,3310,2,476,330022,1,"Government Agricultu","X",1,3,,,2,0,1,,2,,1
3,33,3310,2,476,330022,11,"Peer Farmer (Neighbo","X",1,3,,,3,2,3,,2,,1
3,33,3310,2,476,330023,11,"Peer Farmer (Neighbo","X",4,,,,2,0,1,,2,,1
3,33,3310,2,476,330024,11,"Peer Farmer (Neighbo","X",1,,,,3,1,2,,2,,1
3,33,3310,2,476,330025,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,33,3310,2,476,330026,11,"Peer Farmer (Neighbo","X",1,,,,3,0,3,,2,,2
3,33,3310,2,476,330027,11,"Peer Farmer (Neighbo","X",1,,,,2,0,1,,2,,1
3,33,3310,2,476,330028,11,"Peer Farmer (Neighbo","X",1,7,8,,0,,3,,2,,2
3,33,3310,2,476,330029,11,"Peer Farmer (Neighbo","X",1,,,,2,0,1,,2,,1
3,33,3310,2,476,330030,11,"Peer Farmer (Neighbo","X",1,3,4,7,2,1,2,,2,,1
3,33,3323,2,92,330031,2,"Private Agricultural","X",1,6,4,7,3,0,2,,2,,1
3,33,3323,2,92,330031,11,"Peer Farmer (Neighbo","X",1,6,4,7,3,0,2,,2,,1
3,33,3323,2,92,330032,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,33,3323,2,92,330033,11,"Peer Farmer (Neighbo","X",1,,,,0,,2,,2,,1
3,33,3323,2,92,330034,11,"Peer Farmer (Neighbo","X",1,3,,,3,0,2,,2,,1
3,33,3323,2,92,330035,11,"Peer Farmer (Neighbo","X",1,,,,4,0,3,,2,,1
3,33,3323,2,92,330036,11,"Peer Farmer (Neighbo","X",1,,,,2,0,1,,2,,2
3,33,3323,2,92,330037,11,"Peer Farmer (Neighbo","X",1,,,,2,0,2,,2,,2
3,33,3323,2,92,330038,11,"Peer Farmer (Neighbo","X",1,,,,1,1,1,,2,,2
3,33,3323,2,92,330039,11,"Peer Farmer (Neighbo","X",1,,,,3,0,2,,2,,1
3,33,3323,2,92,330040,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,33,3318,2,30,330041,11,"Peer Farmer (Neighbo","X",1,4,,,2,0,1,,2,,1
3,33,3318,2,30,330042,11,"Peer Farmer (Neighbo","X",1,,,,2,0,2,,2,,1
3,33,3318,2,30,330043,11,"Peer Farmer (Neighbo","X",1,2,,,3,0,2,,2,,1
3,33,3318,2,30,330044,11,"Peer Farmer (Neighbo","X",1,,,,3,0,2,,2,,1
3,33,3318,2,30,330045,10,"Lead Farmer","X",1,,,,0,,3,,2,,1
3,33,3318,2,30,330045,11,"Peer Farmer (Neighbo","X",1,,,,0,,2,,2,,1
3,33,3318,2,30,330048,11,"Peer Farmer (Neighbo","X",1,,,,2,0,1,,2,,1
3,33,3318,2,30,330049,11,"Peer Farmer (Neighbo","X",1,3,,,2,0,1,,2,,1
3,33,3318,2,30,330050,11,"Peer Farmer (Neighbo","X",1,4,5,,3,0,2,,2,,1
3,33,3313,2,930,330051,1,"Government Agricultu","X",1,,,,2,0,1,,2,,1
3,33,3313,2,930,330051,11,"Peer Farmer (Neighbo","X",1,,,,3,2,3,,2,,1
3,33,3313,2,930,330052,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,33,3313,2,930,330053,11,"Peer Farmer (Neighbo","X",1,,,,1,0,2,,2,,1
3,33,3313,2,930,330055,11,"Peer Farmer (Neighbo","X",1,3,4,,0,,2,,2,,1
3,33,3313,2,930,330056,11,"Peer Farmer (Neighbo","X",1,3,10,,0,,3,,2,,1
3,33,3313,2,930,330057,11,"Peer Farmer (Neighbo","X",1,3,,,1,0,2,,2,,1
3,33,3313,2,930,330058,1,"Government Agricultu","X",1,,,,2,0,0,,2,,1
3,33,3313,2,930,330058,11,"Peer Farmer (Neighbo","X",1,,,,3,0,2,,2,,1
3,33,3313,2,930,330059,11,"Peer Farmer (Neighbo","X",1,,,,0,,1,,2,,2
3,33,3313,2,930,330060,1,"Government Agricultu","X",1,,,,2,0,0,,2,,1
3,33,3313,2,930,330060,11,"Peer Farmer (Neighbo","X",1,,,,4,2,1,,2,,1
3,33,3304,2,418,330061,11,"Peer Farmer (Neighbo","X",1,,,,0,,1,,2,,2
3,33,3304,2,418,330062,11,"Peer Farmer (Neighbo","X",1,,,,0,,2,,2,,1
3,33,3304,2,418,330063,11,"Peer Farmer (Neighbo","X",1,,,,2,2,2,,2,,2
3,33,3304,2,418,330064,11,"Peer Farmer (Neighbo","X",1,,,,3,1,1,,2,,1
3,33,3304,2,418,330065,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,2
3,33,3304,2,418,330066,11,"Peer Farmer (Neighbo","X",1,,,,3,1,3,,2,,1
3,33,3304,2,418,330067,11,"Peer Farmer (Neighbo","X",1,,,,3,1,2,,2,,1
3,33,3304,2,418,330068,11,"Peer Farmer (Neighbo","X",1,3,4,5,2,0,2,,2,,1
3,33,3304,2,418,330069,11,"Peer Farmer (Neighbo","X",1,3,4,5,3,0,3,,2,,1
3,33,3304,2,418,330070,11,"Peer Farmer (Neighbo","X",1,4,5,6,4,0,3,,2,,1
3,33,3307,2,688,330071,11,"Peer Farmer (Neighbo","X",1,3,4,,2,0,1,,2,,1
3,33,3307,2,688,330072,11,"Peer Farmer (Neighbo","X",1,4,,,1,0,2,,2,,1
3,33,3307,2,688,330073,11,"Peer Farmer (Neighbo","X",1,,,,1,1,0,,2,,2
3,33,3307,2,688,330074,11,"Peer Farmer (Neighbo","X",1,,,,2,0,1,,2,,1
3,33,3307,2,688,330075,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,33,3307,2,688,330076,11,"Peer Farmer (Neighbo","X",1,,,,3,0,3,,2,,1
3,33,3307,2,688,330077,11,"Peer Farmer (Neighbo","X",1,,,,0,,1,,2,,2
3,33,3307,2,688,330078,11,"Peer Farmer (Neighbo","X",1,,,,4,0,2,,2,,1
3,33,3307,2,688,330079,11,"Peer Farmer (Neighbo","X",1,,,,3,0,2,,2,,1
3,33,3307,2,688,330080,11,"Peer Farmer (Neighbo","X",1,,,,3,2,4,,2,,1
3,36,3607,1,2596,360004,8,"Village Agricultural","X",1,,,,,,,2,2,,1
3,36,3607,1,2596,360004,11,"Peer Farmer (Neighbo","X",1,,,,2,0,0,,2,,2
3,36,3607,1,2596,360008,1,"Government Agricultu",,,,,,,,,,,,
3,36,3607,1,2596,360008,5,"Agricultural Coopera","X",1,,,,1,0,0,,2,,1
3,36,3607,1,2596,360008,7,"Farmer Field Days /",,,,,,,,,,,,
3,36,3607,1,2596,360008,9,"Agricultural Extensi","X",1,,,,,,,1,2,,2
3,36,3607,1,2596,360008,12,"Electronic Media (TV",,,,,,,,,,,,
3,36,3607,1,2596,360009,11,"Peer Farmer (Neighbo","X",1,9,,,2,1,0,,2,,1
3,36,3605,2,240,360012,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3605,2,240,360013,8,"Village Agricultural","X",1,,,,,,,1,2,,1
3,36,3605,2,240,360013,11,"Peer Farmer (Neighbo","X",1,,,,2,0,0,,2,,1
3,36,3605,2,240,360014,8,"Village Agricultural","X",1,3,,,,,,2,2,,1
3,36,3605,2,240,360014,10,"Lead Farmer","X",1,3,,,1,0,1,,2,,2
3,36,3605,2,240,360014,11,"Peer Farmer (Neighbo","X",1,3,,,1,0,1,,2,,1
3,36,3605,2,240,360017,1,"Government Agricultu",,,,,,,,,,,,
3,36,3605,2,240,360017,5,"Agricultural Coopera","X",1,,,,1,0,0,,2,,1
3,36,3605,2,240,360017,7,"Farmer Field Days /",,,,,,,,,,,,
3,36,3605,2,240,360017,9,"Agricultural Extensi","X",1,,,,,,,1,2,,2
3,36,3605,2,240,360017,12,"Electronic Media (TV",,,,,,,,,,,,
3,36,3605,2,240,360018,1,"Government Agricultu",,,,,,,,,,,,
3,36,3605,2,240,360018,5,"Agricultural Coopera","X",1,,,,1,0,0,,2,,1
3,36,3605,2,240,360018,8,"Village Agricultural",,,,,,,,,,,,
3,36,3605,2,240,360018,9,"Agricultural Extensi","X",1,,,,,,,1,2,,2
3,36,3605,2,240,360019,8,"Village Agricultural","X",1,,,,,,,1,2,,1
3,36,3605,2,240,360020,11,"Peer Farmer (Neighbo","X",1,,,,2,1,0,,2,,2
3,36,3603,2,978,360021,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3603,2,978,360022,12,"Electronic Media (TV","X",1,3,,,,,,,,,
3,36,3603,2,978,360023,8,"Village Agricultural","X",1,3,,,,,,2,2,,1
3,36,3603,2,978,360023,10,"Lead Farmer","X",1,3,,,2,0,0,,2,,1
3,36,3603,2,978,360023,11,"Peer Farmer (Neighbo","X",1,3,,,1,0,0,,2,,2
3,36,3603,2,978,360024,8,"Village Agricultural","X",3,,,,,,,2,2,,1
3,36,3603,2,978,360026,8,"Village Agricultural","X",1,,,,,,,1,2,,1
3,36,3603,2,978,360027,1,"Government Agricultu",,,,,,,,,,,,
3,36,3603,2,978,360027,2,"Private Agricultural",,,,,,,,,,,,
3,36,3603,2,978,360027,5,"Agricultural Coopera","X",1,,,,1,0,1,,2,,1
3,36,3603,2,978,360027,8,"Village Agricultural",,,,,,,,,,,,
3,36,3603,2,978,360027,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,36,3603,2,978,360028,1,"Government Agricultu",,,,,,,,,,,,
3,36,3603,2,978,360028,5,"Agricultural Coopera","X",1,,,,1,0,1,,2,,1
3,36,3603,2,978,360028,8,"Village Agricultural","X",1,,,,,,,1,2,,1
3,36,3603,2,978,360028,11,"Peer Farmer (Neighbo",,,,,,,,,,,,
3,36,3603,2,978,360029,11,"Peer Farmer (Neighbo","X",1,,,,2,1,0,,2,,1
3,36,3603,2,978,360029,13,"Paper Media (Handout","X",1,,,,,,,,,,
3,36,3608,2,2078,360031,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3608,2,2078,360033,8,"Village Agricultural","X",1,3,,,,,,1,2,,1
3,36,3608,2,2078,360033,10,"Lead Farmer","X",1,3,,,2,0,0,,2,,1
3,36,3608,2,2078,360033,11,"Peer Farmer (Neighbo","X",1,3,,,2,0,0,,2,,1
3,36,3608,2,2078,360034,8,"Village Agricultural","X",1,5,,,,,,1,2,,1
3,36,3608,2,2078,360034,10,"Lead Farmer","X",1,5,,,2,1,0,,2,,1
3,36,3608,2,2078,360034,11,"Peer Farmer (Neighbo","X",1,5,,,1,0,0,,2,,2
3,36,3608,2,2078,360036,8,"Village Agricultural","X",1,,,,,,,2,2,,1
3,36,3608,2,2078,360037,1,"Government Agricultu",,,,,,,,,,,,
3,36,3608,2,2078,360037,5,"Agricultural Coopera","X",1,,,,1,0,0,,2,,1
3,36,3608,2,2078,360037,7,"Farmer Field Days /",,,,,,,,,,,,
3,36,3608,2,2078,360037,9,"Agricultural Extensi","X",1,,,,,,,1,2,,2
3,36,3608,2,2078,360037,12,"Electronic Media (TV",,,,,,,,,,,,
3,36,3608,2,2078,360038,1,"Government Agricultu",,,,,,,,,,,,
3,36,3608,2,2078,360038,7,"Farmer Field Days /",,,,,,,,,,,,
3,36,3608,2,2078,360038,8,"Village Agricultural",,,,,,,,,,,,
3,36,3608,2,2078,360038,9,"Agricultural Extensi","X",1,,,,,,,1,2,,2
3,36,3608,2,2078,360038,11,"Peer Farmer (Neighbo","X",1,,,,1,1,1,,2,,2
3,36,3608,2,2078,360039,11,"Peer Farmer (Neighbo","X",1,,,,1,1,1,,2,,1
3,36,3608,2,2078,360040,11,"Peer Farmer (Neighbo","X",1,,,,0,,1,,2,,2
3,36,3608,2,2078,360040,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3613,2,1066,360041,12,"Electronic Media (TV","X",1,4,5,,,,,,,,
3,36,3613,2,1066,360043,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3613,2,1066,360044,10,"Lead Farmer","X",1,3,,,2,0,0,,2,,1
3,36,3613,2,1066,360044,12,"Electronic Media (TV","X",1,3,,,,,,,,,
3,36,3613,2,1066,360045,5,"Agricultural Coopera","X",5,,,,0,,1,,2,,2
3,36,3613,2,1066,360045,8,"Village Agricultural","X",1,5,,,,,,2,2,,1
3,36,3613,2,1066,360047,1,"Government Agricultu",,,,,,,,,,,,
3,36,3613,2,1066,360047,2,"Private Agricultural",,,,,,,,,,,,
3,36,3613,2,1066,360047,5,"Agricultural Coopera","X",1,,,,1,0,1,,2,,1
3,36,3613,2,1066,360047,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,2
3,36,3613,2,1066,360048,1,"Government Agricultu",,,,,,,,,,,,
3,36,3613,2,1066,360048,5,"Agricultural Coopera","X",1,,,,1,0,1,,2,,1
3,36,3613,2,1066,360048,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,2
3,36,3613,2,1066,360049,11,"Peer Farmer (Neighbo","X",1,,,,2,1,0,,2,,2
3,36,3613,2,1066,360050,8,"Village Agricultural","X",1,,,,,,,0,2,,1
3,36,3610,2,1826,360051,11,"Peer Farmer (Neighbo","X",1,,,,0,,0,,2,,1
3,36,3610,2,1826,360051,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3610,2,1826,360053,8,"Village Agricultural","X",1,3,,,,,,2,2,,1
3,36,3610,2,1826,360053,10,"Lead Farmer","X",1,3,,,2,1,0,,2,,1
3,36,3610,2,1826,360053,12,"Electronic Media (TV","X",1,3,,,,,,,,,
3,36,3610,2,1826,360054,12,"Electronic Media (TV","X",1,3,,,,,,,,,
3,36,3610,2,1826,360056,8,"Village Agricultural","X",1,,,,,,,2,2,,1
3,36,3610,2,1826,360057,1,"Government Agricultu",,,,,,,,,,,,
3,36,3610,2,1826,360057,2,"Private Agricultural",,,,,,,,,,,,
3,36,3610,2,1826,360057,5,"Agricultural Coopera","X",1,,,,1,0,1,,2,,1
3,36,3610,2,1826,360057,8,"Village Agricultural",,,,,,,,,,,,
3,36,3610,2,1826,360057,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,36,3610,2,1826,360058,1,"Government Agricultu",,,,,,,,,,,,
3,36,3610,2,1826,360058,5,"Agricultural Coopera",,,,,,,,,,,,
3,36,3610,2,1826,360058,8,"Village Agricultural","X",5,,,,,,,1,2,,1
3,36,3610,2,1826,360058,11,"Peer Farmer (Neighbo","X",5,,,,1,0,1,,2,,2
3,36,3610,2,1826,360058,12,"Electronic Media (TV",,,,,,,,,,,,
3,36,3610,2,1826,360059,8,"Village Agricultural","X",1,,,,,,,2,2,,1
3,36,3610,2,1826,360059,11,"Peer Farmer (Neighbo","X",1,,,,1,1,0,,2,,1
3,36,3610,2,1826,360060,8,"Village Agricultural","X",1,,,,,,,2,2,,1
3,36,3610,2,1826,360060,11,"Peer Farmer (Neighbo","X",1,,,,2,1,1,,2,,1
3,36,3601,2,1214,360061,11,"Peer Farmer (Neighbo","X",1,,,,0,,0,,2,,2
3,36,3601,2,1214,360062,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3601,2,1214,360063,12,"Electronic Media (TV","X",1,5,6,7,,,,,,,
3,36,3601,2,1214,360064,12,"Electronic Media (TV","X",1,4,9,,,,,,,,
3,36,3601,2,1214,360065,8,"Village Agricultural","X",1,,,,,,,2,1,500,1
3,36,3601,2,1214,360067,8,"Village Agricultural",,,,,,,,,,,,
3,36,3601,2,1214,360067,10,"Lead Farmer","X",1,,,,0,,0,,2,,1
3,36,3601,2,1214,360067,11,"Peer Farmer (Neighbo","X",1,,,,1,1,1,,2,,2
3,36,3601,2,1214,360067,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3601,2,1214,360068,8,"Village Agricultural","X",1,,,,,,,1,2,,1
3,36,3601,2,1214,360068,10,"Lead Farmer","X",1,,,,1,0,0,,2,,2
3,36,3601,2,1214,360068,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3601,2,1214,360069,11,"Peer Farmer (Neighbo","X",1,,,,1,1,0,,2,,2
3,36,3601,2,1214,360070,8,"Village Agricultural","X",1,,,,,,,1,2,,1
3,36,3612,1,1474,360071,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3612,1,1474,360072,11,"Peer Farmer (Neighbo","X",1,,,,0,,0,,2,,1
3,36,3612,1,1474,360073,10,"Lead Farmer","X",1,,,,2,1,0,,2,,1
3,36,3612,1,1474,360073,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3612,1,1474,360074,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3612,1,1474,360077,1,"Government Agricultu",,,,,,,,,,,,
3,36,3612,1,1474,360077,2,"Private Agricultural",,,,,,,,,,,,
3,36,3612,1,1474,360077,8,"Village Agricultural","X",1,,,,,,,1,2,,1
3,36,3612,1,1474,360077,11,"Peer Farmer (Neighbo","X",1,,,,1,1,0,,2,,1
3,36,3612,1,1474,360078,1,"Government Agricultu",,,,,,,,,,,,
3,36,3612,1,1474,360078,2,"Private Agricultural",,,,,,,,,,,,
3,36,3612,1,1474,360078,8,"Village Agricultural","X",1,,,,,,,1,2,,1
3,36,3612,1,1474,360078,11,"Peer Farmer (Neighbo",,,,,,,,,,,,
3,36,3612,1,1474,360079,11,"Peer Farmer (Neighbo","X",1,,,,1,1,0,,2,,1
3,36,3612,1,1474,360079,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3612,1,1474,360080,11,"Peer Farmer (Neighbo","X",1,,,,1,1,0,,2,,1
3,36,3606,2,1956,360081,11,"Peer Farmer (Neighbo","X",1,4,,,0,,0,,2,,1
3,36,3606,2,1956,360082,11,"Peer Farmer (Neighbo","X",1,,,,0,,0,,2,,2
3,36,3606,2,1956,360083,12,"Electronic Media (TV","X",4,,,,,,,,,,
3,36,3606,2,1956,360084,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3606,2,1956,360087,10,"Lead Farmer","X",1,,,,1,0,0,,2,,1
3,36,3606,2,1956,360087,11,"Peer Farmer (Neighbo","X",1,,,,1,1,1,,2,,2
3,36,3606,2,1956,360087,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3606,2,1956,360088,10,"Lead Farmer","X",1,,,,1,0,1,,2,,1
3,36,3606,2,1956,360088,11,"Peer Farmer (Neighbo","X",1,,,,1,0,1,,2,,1
3,36,3606,2,1956,360088,12,"Electronic Media (TV","X",1,,,,,,,,,,
3,36,3606,2,1956,360089,8,"Village Agricultural","X",1,,,,,,,1,2,,1
3,36,3606,2,1956,360090,8,"Village Agricultural","X",1,,,,,,,0,2,,1
