"hhid","indiv","pstatus_w1v1","pstatus_w1v2","pstatus_w2v1","pstatus_w2v2","pstatus_w3v1","pstatus_w3v2","moved_w2v1","moved_w2v2","moved_w3v1","moved_w3v2","sex","age","relat_w1v1","relat_w1v2","relat_w2v1","relat_w2v2","relat_w3v1","relat_w3v2"
40045,2,1,1,1,1,1,1,0,0,0,0,2,55,2,2,2,2,2,2
40045,3,6,6,1,1,1,2,0,0,0,0,2,8,,,5,5,5,5
40046,1,1,1,1,1,1,1,0,0,0,0,2,55,1,1,1,1,1,1
40046,2,6,1,92,1,2,2,0,0,0,0,2,13,,12,,,12,12
40046,3,6,6,6,6,1,1,0,0,0,0,1,1,,,,,12,12
40047,1,1,1,1,1,1,1,0,0,0,0,2,70,1,1,1,1,1,1
40047,2,1,1,2,2,2,2,0,0,0,0,2,26,3,3,3,3,3,3
40047,3,1,1,1,1,1,2,0,0,0,0,2,3,6,6,6,6,6,6
40047,4,1,1,1,1,1,1,0,0,0,0,1,0,6,6,6,6,6,6
40048,1,1,1,1,1,1,1,0,0,0,0,1,28,1,1,1,1,1,1
40049,1,1,1,1,1,1,1,0,0,0,0,2,75,1,1,1,1,1,1
40050,1,1,1,1,1,9,9,0,0,,,2,85,1,1,1,1,,
40050,2,1,1,2,2,9,9,0,0,,,1,13,12,12,12,12,,
40051,1,1,1,1,1,4,4,0,0,,,2,58,1,1,1,1,,
40051,2,1,1,2,2,4,4,0,0,,,1,25,3,3,3,3,,
40052,1,1,1,1,1,1,1,0,0,0,0,1,79,1,1,1,1,1,1
40052,2,1,1,1,1,1,1,0,0,0,0,2,63,2,2,2,2,2,2
40052,3,6,1,1,1,2,1,0,0,0,0,1,31,,3,3,3,3,3
40053,1,1,1,1,1,1,1,0,0,0,0,1,47,1,1,1,1,1,1
40053,2,1,2,2,2,2,2,0,0,0,0,2,36,2,2,2,2,2,2
40053,3,1,1,1,1,1,1,0,0,0,0,1,12,3,3,3,3,3,3
40053,4,1,1,1,1,1,1,0,0,0,0,2,10,3,3,3,3,3,3
40053,5,1,1,1,1,1,1,0,0,0,0,1,8,3,3,3,3,3,3
40053,6,1,1,1,1,1,1,0,0,0,0,2,5,3,3,3,3,3,3
40053,7,1,1,1,2,2,2,0,0,0,0,2,29,7,7,7,7,7,7
40053,8,1,1,1,1,1,1,0,0,0,0,2,65,10,10,10,10,10,10
40054,1,1,1,1,1,1,1,0,0,0,0,1,55,1,1,1,1,1,1
40054,2,1,1,1,1,1,1,0,0,0,0,2,40,2,2,2,2,2,2
40054,3,1,1,1,1,2,2,0,0,0,0,2,21,3,3,3,3,3,3
40054,4,1,1,1,1,2,2,0,0,0,0,2,19,3,3,3,3,3,3
40054,5,1,1,1,1,1,1,0,0,0,0,2,15,3,3,3,3,3,3
40054,6,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
40054,7,1,1,92,92,1,1,0,0,0,0,1,11,3,3,,,3,3
40054,8,1,1,1,2,1,1,0,0,0,0,2,8,3,3,3,3,3,3
40054,9,1,1,1,1,1,1,0,0,0,0,2,5,8,8,8,8,8,8
40055,1,1,1,1,1,5,5,0,0,0,0,1,58,1,1,1,1,14,14
40055,2,1,1,1,1,1,1,0,0,0,0,2,40,2,2,2,2,1,1
40055,3,1,1,1,1,1,1,0,0,0,0,1,16,3,3,3,3,3,3
40055,4,1,1,1,1,1,1,0,0,0,0,1,14,3,3,3,3,3,3
40055,5,1,1,1,1,1,1,0,0,0,0,1,13,3,3,3,3,3,3
40055,6,1,1,1,1,5,1,0,0,0,0,2,2,3,3,3,3,3,3
40055,7,6,1,1,1,1,1,0,0,0,0,2,11,,3,3,3,3,3
40055,8,6,1,1,1,1,1,0,0,0,0,2,8,,3,3,3,3,3
40055,9,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
40056,1,1,1,1,1,1,1,0,0,0,0,2,56,1,1,1,1,1,1
40056,2,1,1,2,2,1,1,0,0,0,0,2,28,3,3,3,3,3,3
40056,3,1,1,5,2,5,5,0,0,0,0,2,79,10,10,10,10,10,10
40056,4,6,6,1,2,1,2,0,0,0,0,1,27,,,3,3,3,3
40056,5,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
40056,6,6,6,6,6,1,1,0,0,0,0,2,1,,,,,9,9
40056,7,6,6,6,6,1,1,0,0,0,0,1,1,,,,,6,6
40057,1,1,1,1,1,1,1,0,0,1,1,1,51,1,1,1,1,1,1
40057,2,1,1,1,1,1,1,0,0,1,1,2,40,2,2,2,2,2,2
40057,3,1,1,1,1,1,1,0,0,1,1,1,13,3,3,3,3,3,3
40057,4,1,1,1,1,1,1,0,0,1,1,1,11,3,3,3,3,3,3
40057,5,1,1,1,1,1,1,0,0,1,1,1,9,3,3,3,3,3,3
40057,6,1,1,1,1,1,1,0,0,1,1,1,7,3,3,3,3,3,3
40057,7,1,1,1,1,1,1,0,0,1,1,2,6,3,3,3,3,3,3
40057,8,1,1,1,1,1,1,0,0,1,1,1,3,3,3,3,3,3,3
40058,1,1,1,1,1,1,1,0,0,0,0,1,43,1,1,1,1,1,1
40058,2,1,1,1,1,1,1,0,0,0,0,2,34,2,2,2,2,3,2
40058,3,1,1,1,1,1,1,0,0,0,0,1,8,3,3,3,3,3,3
40058,4,1,1,1,1,1,1,0,0,0,0,1,5,3,3,3,3,3,3
40058,5,1,1,1,1,1,1,0,0,0,0,2,4,3,3,3,3,3,3
40058,6,1,1,1,1,1,1,0,0,0,0,2,2,3,3,3,3,3,3
40058,7,1,1,5,2,5,5,0,0,0,0,2,73,10,10,10,10,10,10
40058,8,6,1,1,1,1,1,0,0,0,0,2,14,,15,15,15,15,15
40058,9,6,6,1,1,1,1,0,0,0,0,1,1,,,3,3,3,3
40059,1,1,1,1,1,1,1,0,0,0,0,1,41,1,1,1,1,1,1
40059,2,1,1,1,1,1,1,0,0,0,0,2,41,2,2,2,2,2,2
40059,3,1,1,2,2,1,1,0,0,0,0,2,12,12,12,12,12,12,12
40060,1,1,1,1,1,1,1,0,0,0,0,1,75,1,1,1,1,1,1
40060,2,1,1,1,1,1,1,0,0,0,0,2,58,2,2,2,2,2,2
40060,3,1,1,1,1,1,1,0,0,0,0,1,36,3,3,3,3,3,3
40060,4,1,1,1,1,1,1,0,0,0,0,2,26,11,11,11,11,14,14
40060,5,1,1,1,1,1,1,0,0,0,0,2,3,6,6,6,6,6,6
40060,6,1,1,1,1,1,1,0,0,0,0,1,3,6,6,6,6,6,6
40060,7,1,1,1,1,1,1,0,0,0,0,1,2,6,6,6,6,6,6
40060,8,1,1,1,1,1,1,0,0,0,0,1,0,6,6,6,6,6,6
40060,9,1,1,1,1,1,1,0,0,0,0,2,0,6,6,6,6,6,6
40060,10,1,1,1,1,1,1,0,0,0,0,2,9,6,6,6,6,6,6
40060,11,6,1,1,1,1,2,0,0,0,0,2,18,,9,9,9,9,9
40060,12,6,6,6,6,1,1,0,0,0,0,1,1,,,,,6,6
40061,1,1,1,9,9,9,9,,,,,2,47,1,1,,,,
40061,2,1,1,9,9,9,9,,,,,2,20,3,3,,,,
40061,3,1,1,9,9,9,9,,,,,2,17,3,3,,,,
40061,4,1,1,9,9,9,9,,,,,1,13,3,3,,,,
40062,1,1,1,1,1,1,1,0,0,0,0,1,57,1,1,1,1,1,1
40062,2,1,1,1,1,1,1,0,0,0,0,2,42,2,2,2,2,2,2
40062,3,1,2,2,2,1,1,0,0,0,0,1,21,3,3,3,3,3,3
40062,4,1,1,2,2,1,1,0,0,0,0,1,15,3,3,3,3,3,3
40062,5,1,1,2,2,1,2,0,0,0,0,2,23,3,3,3,3,3,3
40062,6,1,2,2,2,1,2,0,0,0,0,1,20,3,3,3,3,3,3
40062,7,6,6,1,1,1,2,0,0,0,0,2,17,,,8,8,8,8
40063,1,1,1,1,1,1,1,0,0,0,0,1,52,1,1,1,1,1,1
40063,2,1,1,1,1,1,1,0,0,0,0,2,37,2,2,2,2,2,2
40063,3,1,1,1,1,2,2,0,0,0,0,2,15,3,3,3,3,3,3
40063,4,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
40063,5,1,1,1,1,2,2,0,0,0,0,2,8,3,3,3,3,3,3
40063,6,1,1,1,1,2,1,0,0,0,0,2,7,3,3,3,3,3,3
40063,7,1,1,1,1,1,1,0,0,0,0,1,4,3,3,3,3,3,3
40063,8,6,6,1,1,1,1,0,0,0,0,2,1,,,3,3,3,3
40064,1,1,1,5,5,5,5,0,0,0,0,1,90,1,1,1,1,14,14
40064,2,1,1,1,1,1,1,0,0,0,0,2,53,2,2,2,2,1,1
40064,3,1,1,1,2,2,2,0,0,0,0,2,11,3,3,3,3,3,3
40064,4,1,1,1,2,1,1,0,0,0,0,1,9,3,3,3,3,3,3
40064,5,1,1,1,1,1,1,0,0,0,0,2,7,3,3,3,3,3,3
40064,6,6,6,6,1,1,2,0,0,0,0,1,40,,,,3,3,3
40064,7,6,6,6,6,1,1,0,0,0,0,2,1,,,,,6,6
40065,1,1,1,1,1,1,1,0,0,0,0,2,70,1,1,1,1,1,1
40065,2,1,1,1,1,2,2,0,0,0,0,2,40,3,3,3,3,3,3
40065,3,1,1,1,1,2,2,0,0,0,0,2,11,6,6,6,6,6,6
40065,4,1,1,1,1,2,2,0,0,0,0,2,2,6,6,6,6,6,6
40066,1,1,1,1,1,1,1,0,0,0,0,1,70,1,1,1,1,1,1
40066,2,1,1,1,1,1,1,0,0,0,0,2,62,2,2,2,2,2,2
40066,3,1,2,1,2,2,2,0,0,0,0,1,27,3,3,3,3,3,3
40067,1,1,1,1,1,1,1,0,0,0,0,2,50,1,1,1,1,1,1
40067,2,1,1,1,1,1,1,0,0,0,0,1,30,3,3,3,3,3,3
40067,3,1,1,1,1,2,2,0,0,0,0,2,23,3,3,3,3,3,3
40067,4,1,1,1,1,1,1,0,0,0,0,2,18,3,3,3,3,3,3
40067,5,1,1,1,1,1,1,0,0,0,0,1,15,3,3,3,3,3,3
40068,1,1,1,2,2,2,1,0,0,0,1,2,42,1,1,1,1,14,1
40068,2,1,1,1,1,1,2,0,0,0,1,2,38,7,7,7,7,1,7
40069,1,1,1,1,1,1,1,0,0,0,0,1,60,1,1,1,1,1,1
40069,2,1,1,1,1,1,1,0,0,0,0,2,55,2,2,2,2,2,2
40069,3,1,2,2,2,1,1,0,0,0,0,1,14,6,6,6,6,6,6
40069,4,1,2,2,2,1,1,0,0,0,0,1,9,8,8,8,8,6,6
40070,1,1,1,1,1,1,1,0,0,0,0,1,52,1,1,1,1,1,1
40070,2,1,1,1,1,1,1,0,0,0,0,2,42,2,2,2,2,2,2
40070,3,1,2,1,1,2,2,0,0,0,0,2,18,3,3,3,3,3,3
40070,4,1,1,1,1,1,1,0,0,0,0,2,10,3,3,3,3,3,3
40070,5,1,1,1,1,1,1,0,0,0,0,2,8,3,3,3,3,3,3
40070,6,1,1,1,1,1,1,0,0,0,0,2,4,3,3,3,3,3,3
40070,7,1,1,1,1,1,1,0,0,0,0,2,72,10,10,10,10,10,10
40070,8,6,6,6,1,2,2,0,0,0,0,1,1,,,,6,6,8
40071,1,1,1,5,1,1,5,0,0,0,0,1,58,1,1,1,1,1,14
40071,2,1,1,1,1,1,5,0,0,0,0,2,46,2,2,2,2,2,2
40071,3,1,1,1,1,2,2,0,0,0,0,2,15,3,3,3,3,3,7
40071,4,1,1,1,1,1,2,0,0,0,0,1,10,3,3,3,3,3,7
40071,5,6,6,1,1,2,1,0,0,0,0,1,30,,,3,3,3,1
40072,1,1,1,2,2,1,2,0,0,0,0,1,40,1,1,1,1,1,14
40072,2,1,1,2,2,1,2,0,0,0,0,2,32,2,2,2,2,2,9
40072,3,1,1,2,2,2,2,0,0,0,0,2,3,3,3,3,3,3,8
40072,4,1,1,2,2,2,2,0,0,0,0,1,2,3,3,3,3,3,8
40072,5,1,1,2,2,5,5,0,0,0,0,2,77,10,10,10,10,10,10
40072,6,6,1,1,1,1,1,0,0,0,0,2,42,,7,7,7,7,1
40072,7,6,1,2,2,2,2,0,0,0,0,1,15,,9,9,9,9,9
40072,8,6,1,2,2,1,1,0,0,0,0,1,10,,9,9,9,9,3
40072,9,6,6,6,6,1,2,0,0,0,0,2,1,,,,,9,9
40073,1,1,1,1,1,1,1,0,0,0,0,1,65,1,1,1,1,1,1
40073,2,1,1,1,1,1,1,0,0,0,0,2,44,2,2,2,2,2,2
40073,3,1,1,1,1,1,2,0,0,0,0,1,14,3,3,3,3,3,3
40073,4,1,1,1,1,1,1,0,0,0,0,1,11,3,3,3,3,3,3
40073,5,6,1,1,1,1,1,0,0,0,0,2,8,,3,3,3,3,3
40074,1,1,1,1,1,5,5,0,0,0,0,1,47,1,1,1,1,14,14
40074,2,1,1,1,2,2,2,0,0,0,0,2,27,2,2,2,2,2,2
40074,3,1,1,1,2,1,2,0,0,0,0,1,10,3,3,3,3,4,
40074,4,1,1,1,2,1,2,0,0,0,0,2,5,3,3,3,3,4,
40074,5,1,1,1,1,1,2,0,0,0,0,2,4,3,3,3,3,4,
40074,6,1,1,1,1,1,2,0,0,0,0,2,1,3,3,3,3,4,
40074,7,6,6,6,1,1,2,0,0,0,0,2,27,,,,2,1,2
40074,8,6,6,6,6,1,1,0,0,0,0,2,1,,,,,9,1
40074,9,6,6,6,6,1,2,0,0,0,0,1,1,,,,,3,3
40074,10,6,6,6,6,1,2,0,0,0,0,1,1,,,,,3,3
40074,11,6,6,6,6,1,5,0,0,0,0,1,1,,,,,9,2
40075,1,1,1,1,1,1,1,0,0,0,0,1,62,1,1,1,1,1,1
40075,2,1,1,1,1,2,2,0,0,0,0,2,52,2,2,2,2,2,2
40075,3,1,1,1,1,2,1,0,0,0,0,2,26,3,3,3,3,3,3
40075,4,1,1,1,1,1,1,0,0,0,0,2,86,10,10,10,10,10,10
40076,1,1,1,1,1,1,1,0,0,0,0,1,80,1,1,1,1,1,1
40076,2,1,1,1,1,1,1,0,0,0,0,2,50,2,2,2,2,2,2
40076,3,1,1,2,2,2,2,0,0,0,0,1,20,3,3,3,3,3,3
40076,4,1,1,1,1,1,1,0,0,0,0,1,18,3,3,3,3,3,3
40076,5,1,1,1,1,2,2,0,0,0,0,1,14,3,3,3,3,3,3
40076,6,1,1,1,1,1,1,0,0,0,0,1,10,3,3,3,3,3,3
40076,7,1,1,1,1,1,1,0,0,0,0,2,7,3,3,3,3,3,3
40077,1,1,1,1,1,1,1,0,0,0,0,1,50,1,1,1,1,1,1
40077,2,1,1,1,2,2,2,0,0,0,0,2,43,2,2,2,2,2,2
40077,3,1,1,1,2,2,2,0,0,0,0,2,20,3,3,3,3,3,3
40077,4,1,1,1,2,2,2,0,0,0,0,1,15,3,3,3,3,3,3
40077,5,1,1,1,2,2,2,0,0,0,0,2,7,3,3,3,3,3,3
40077,6,1,1,1,2,2,2,0,0,0,0,1,6,3,3,3,3,3,3
40077,7,6,6,6,6,1,2,0,0,0,0,2,1,,,,,3,3
40078,1,1,1,1,1,1,1,0,0,0,0,1,60,1,1,1,1,1,1
40078,2,1,1,1,2,2,2,0,0,0,0,2,48,2,2,2,2,2,2
40078,3,1,1,2,2,2,2,0,0,0,0,1,16,3,3,3,3,3,3
40078,4,1,1,2,2,2,2,0,0,0,0,1,12,3,3,3,3,3,3
40078,5,1,1,1,2,2,2,0,0,0,0,2,7,3,3,3,3,3,3
40078,6,1,1,1,2,2,2,0,0,0,0,2,5,3,3,3,3,3,3
40079,1,1,5,5,2,5,5,0,0,0,0,1,85,1,1,10,,14,14
40079,2,1,1,5,2,5,5,0,0,0,0,2,68,2,2,10,,2,2
40079,3,1,1,1,1,1,1,0,0,0,0,1,30,3,3,1,1,1,1
40079,4,1,1,1,1,1,1,0,0,0,0,2,22,14,14,2,2,2,2
40079,5,1,1,1,1,1,1,0,0,0,0,2,3,6,6,3,3,3,3
40079,6,1,1,1,1,1,1,0,0,0,0,1,0,6,6,3,3,3,3
40079,7,6,6,1,1,1,1,0,0,0,0,2,0,,,3,3,3,3
40080,1,1,1,1,1,5,5,0,0,0,0,1,70,1,1,1,1,14,14
40080,2,1,1,1,1,1,1,0,0,0,0,2,62,2,2,2,2,1,1
40080,3,1,1,1,1,1,1,0,0,0,0,2,27,3,3,3,3,3,3
40080,4,1,1,1,1,1,2,0,0,0,0,2,14,3,3,3,3,3,3
40080,5,1,1,1,1,1,2,0,0,0,0,1,11,3,3,3,3,3,3
40080,6,1,1,1,1,1,1,0,0,0,0,1,20,3,3,3,3,3,3
40081,1,1,1,1,1,1,1,0,0,0,0,2,50,1,1,1,1,1,1
40081,2,1,1,1,1,1,1,0,0,0,0,1,23,3,3,3,3,3,3
40081,3,6,6,6,6,1,1,0,0,0,0,2,1,,,,,8,6
40082,1,1,1,1,1,5,5,0,0,0,0,1,85,1,1,1,1,14,14
40082,2,1,1,1,1,1,1,0,0,0,0,2,75,2,2,2,2,1,1
40082,3,1,1,1,1,1,1,0,0,0,0,1,15,6,6,6,6,6,6
40082,4,6,1,1,1,1,1,0,0,0,0,2,30,,3,3,3,3,3
40082,5,6,6,1,2,1,1,0,0,0,0,2,26,,,3,3,3,3
40082,6,6,6,6,6,1,1,0,0,0,0,2,1,,,,,14,14
40082,7,6,6,6,6,1,1,0,0,0,0,2,1,,,,,6,6
40082,8,6,6,6,6,1,1,0,0,0,0,1,1,,,,,6,6
40082,9,6,6,6,6,1,1,0,0,0,0,1,1,,,,,6,6
40082,10,6,6,6,6,1,1,0,0,0,0,2,1,,,,,6,6
40082,11,6,6,6,6,1,1,0,0,0,0,2,1,,,,,9,9
40083,1,1,1,1,1,1,1,0,0,0,0,1,57,1,1,1,1,1,1
40083,2,1,1,5,2,5,5,0,0,0,0,2,51,2,2,2,2,2,2
40083,3,1,1,1,1,1,1,0,0,0,0,2,77,10,10,10,10,10,10
40083,4,6,6,6,1,1,1,0,0,0,0,1,20,,,,3,3,3
40084,1,1,1,1,1,1,1,0,0,0,0,1,50,1,1,1,1,1,1
40084,2,1,1,1,1,1,1,0,0,0,0,2,39,2,2,2,2,2,2
40084,3,1,1,1,1,1,1,0,0,0,0,1,17,3,3,3,3,3,3
40084,4,1,1,1,1,2,2,0,0,0,0,2,16,3,3,3,3,3,3
40084,5,1,1,1,1,1,1,0,0,0,0,2,2,3,3,3,3,3,3
40085,1,1,1,1,1,1,1,0,0,0,0,1,50,1,1,1,1,1,1
40085,2,1,1,1,1,1,1,0,0,0,0,2,35,2,2,2,2,2,2
40085,3,1,1,1,1,1,1,0,0,0,0,2,11,3,3,3,3,3,3
40085,4,1,1,1,1,1,1,0,0,0,0,2,2,3,3,3,3,3,3
40085,5,1,1,1,2,2,2,0,0,0,0,2,24,7,7,7,7,7,7
40085,6,1,1,1,2,2,2,0,0,0,0,1,1,8,8,8,8,8,8
40085,7,6,1,1,1,1,1,0,0,0,0,1,0,,3,3,3,3,3
40085,8,6,1,1,1,1,1,0,0,0,0,1,10,,9,9,9,9,9
40085,9,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
40085,10,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
40086,1,1,1,1,1,1,1,0,0,0,0,1,45,1,1,1,1,1,1
40086,2,1,1,1,2,2,2,0,0,0,0,2,35,2,2,2,2,2,2
40086,3,1,1,1,2,1,1,0,0,0,0,1,13,3,3,3,3,3,3
40086,4,1,1,1,2,1,1,0,0,0,0,1,8,3,3,3,3,3,3
40086,5,1,1,1,2,2,2,0,0,0,0,2,6,3,3,3,3,3,3
40086,6,1,1,1,2,2,2,0,0,0,0,1,1,3,3,3,3,3,3
40086,7,1,1,1,2,2,2,0,0,0,0,2,0,3,3,3,3,3,3
40086,8,6,1,1,1,2,2,0,0,0,0,2,19,,3,3,3,3,3
40086,9,6,1,1,1,1,1,0,0,0,0,2,67,,10,10,10,10,10
40087,1,1,1,1,1,7,7,0,0,,,1,92,1,1,1,1,,
40087,2,1,1,1,1,7,7,0,0,,,2,55,3,3,3,3,,
40088,1,1,1,1,1,1,1,0,0,0,0,1,53,1,1,1,1,1,1
40088,2,1,1,1,1,1,1,0,0,0,0,2,52,2,2,2,2,2,2
40088,3,1,1,2,2,2,1,0,0,0,0,1,19,3,3,3,3,3,3
40088,4,1,1,1,1,1,1,0,0,0,0,1,15,3,3,3,3,3,3
40088,5,1,1,1,1,1,1,0,0,0,0,1,13,3,3,3,3,3,3
40088,6,6,1,2,2,2,2,0,0,0,0,2,20,,3,3,3,3,3
40088,7,6,6,6,1,1,1,0,0,0,0,2,18,,,,3,3,3
40089,1,1,1,1,1,1,1,0,0,0,0,1,66,1,1,1,1,1,1
40089,2,1,1,1,1,1,1,0,0,0,0,2,47,2,2,2,2,2,2
40089,3,1,1,1,1,1,1,0,0,0,0,2,35,2,2,2,2,2,2
40089,4,1,1,1,1,1,1,0,0,0,0,2,17,3,3,3,3,3,3
40089,5,1,1,1,1,1,1,0,0,0,0,2,15,3,3,3,3,3,3
40089,6,1,1,1,1,1,1,0,0,0,0,2,8,3,3,3,3,3,3
40089,7,1,1,1,1,1,1,0,0,0,0,1,1,3,3,3,3,3,3
40089,8,6,6,1,1,2,2,0,0,0,0,1,12,,,3,3,3,3
40089,9,6,6,6,1,1,2,0,0,0,0,1,14,,,,3,3,3
40089,10,6,6,6,6,1,2,0,0,0,0,1,1,,,,,3,3
40090,1,1,1,1,1,1,1,0,0,0,0,1,67,1,1,1,1,1,1
40090,2,1,1,1,1,1,1,0,0,0,0,2,65,2,2,2,2,2,2
40090,3,1,1,2,2,2,2,0,0,0,0,2,24,3,3,3,3,3,3
40090,4,1,1,1,1,1,2,0,0,0,0,2,22,3,3,3,3,3,3
40090,5,1,1,2,2,2,2,0,0,0,0,1,9,3,3,3,3,3,3
40090,6,1,1,2,2,1,2,0,0,0,0,2,6,3,3,3,3,3,3
40090,7,1,1,1,1,1,1,0,0,0,0,1,5,3,3,3,3,3,3
40090,8,1,1,2,2,1,1,0,0,0,0,2,1,3,3,6,6,6,6
40090,9,6,1,1,1,1,1,0,0,0,0,2,2,,6,6,6,6,6
40091,1,1,1,4,7,7,7,,,,,2,42,1,1,,,,
40091,2,1,1,4,7,7,7,,,,,2,22,3,3,,,,
40091,3,1,1,4,7,7,7,,,,,2,13,3,3,,,,
40092,1,1,1,1,1,1,1,0,0,0,0,2,85,1,1,1,1,1,1
40092,2,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
40092,3,6,6,6,6,1,1,0,0,0,0,2,1,,,,,14,14
40092,4,6,6,6,6,1,1,0,0,0,0,1,1,,,,,6,6
40093,1,1,1,1,1,1,1,0,0,0,0,2,77,1,1,1,1,1,1
40093,2,1,1,1,1,2,2,0,0,0,0,2,26,3,3,3,3,3,3
40093,3,1,1,1,1,1,1,0,0,0,0,2,24,3,3,3,3,3,3
40093,4,1,1,1,2,2,2,0,0,0,0,2,18,3,3,3,3,3,3
40093,5,1,1,1,1,1,1,0,0,0,0,1,6,6,6,6,6,6,6
40093,6,1,1,1,1,1,1,0,0,0,0,1,4,6,6,6,6,6,6
40093,7,6,6,6,6,1,1,0,0,0,0,1,1,,,,,6,6
40093,8,6,6,6,6,1,1,0,0,0,0,1,1,,,,,6,6
40094,1,1,1,1,1,1,1,0,0,0,0,1,57,1,1,1,1,1,1
40094,2,1,1,1,1,1,1,0,0,0,0,1,16,3,3,3,3,3,3
40094,3,6,6,6,1,5,5,0,0,0,0,2,43,,,,2,2,2
40094,4,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
40094,5,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
40095,1,1,1,1,1,1,1,0,0,0,0,2,65,1,1,1,1,1,1
40095,2,1,1,1,1,2,2,0,0,0,0,2,29,3,3,3,3,3,3
40095,3,6,1,1,1,2,2,0,0,0,0,1,16,,6,6,6,6,6
40095,4,6,1,2,2,2,2,0,0,0,0,1,12,,6,6,,6,6
40095,5,6,6,6,6,1,1,0,0,0,0,2,1,,,,,12,12
40096,1,1,1,1,1,1,1,0,0,0,0,2,57,1,1,1,1,1,1
40096,2,1,1,2,2,2,2,0,0,0,0,1,16,6,6,6,6,6,6
40096,3,6,1,1,1,1,1,0,0,0,0,2,28,,3,3,3,3,3
40096,4,6,6,1,1,2,2,0,0,0,0,1,15,,,6,6,6,6
40096,5,6,6,1,1,1,1,0,0,0,0,1,14,,,12,12,12,12
40097,1,1,1,1,1,1,1,0,0,0,0,1,65,1,1,1,1,1,1
40097,2,1,1,1,1,1,2,0,0,0,0,2,46,2,2,2,2,2,2
40097,3,1,1,2,2,2,2,0,0,0,0,1,18,3,3,3,3,3,3
40097,4,1,1,2,2,2,2,0,0,0,0,1,17,3,3,3,3,3,3
40097,5,1,1,1,2,2,2,0,0,0,0,2,13,3,3,3,3,3,3
40097,6,6,6,6,1,2,1,0,0,0,0,2,12,,,,3,3,3
40098,1,1,1,1,1,5,5,0,0,0,0,1,65,1,1,1,1,14,14
40098,2,1,1,1,1,1,1,0,0,0,0,2,49,2,2,2,2,1,1
40098,3,1,1,1,1,1,1,0,0,0,0,1,19,3,3,3,3,3,3
40099,1,1,1,1,1,1,1,0,0,0,0,2,70,1,1,1,1,1,1
40099,2,1,1,1,2,2,2,0,0,0,0,1,6,8,8,8,8,8,8
40100,1,1,1,1,1,1,1,0,0,0,0,1,46,1,1,1,1,1,1
40100,2,1,1,1,1,1,1,0,0,0,0,2,35,2,2,2,2,2,2
40100,3,1,1,1,1,1,1,0,0,0,0,1,0,3,3,3,3,3,3
40101,1,1,1,1,1,1,1,0,0,0,0,1,80,1,1,1,1,1,1
40101,2,1,1,1,1,1,1,0,0,0,0,2,57,2,2,2,2,2,2
40101,3,1,1,1,1,2,1,0,0,0,0,2,22,3,3,3,3,3,3
40101,4,1,1,1,1,1,1,0,0,0,0,1,9,3,3,3,3,3,3
40101,5,1,1,1,1,1,1,0,0,0,0,1,8,3,3,3,3,3,3
40102,1,1,1,1,1,1,1,0,0,0,0,1,29,1,1,1,1,1,1
40102,2,1,1,1,1,1,1,0,0,0,0,2,23,2,2,2,2,2,2
40102,3,1,1,1,1,1,1,0,0,0,0,2,0,3,3,3,3,3,3
40102,4,6,6,1,1,1,1,0,0,0,0,1,0,,,3,3,3,3
40102,5,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
40103,1,1,1,1,1,1,1,0,0,0,0,2,60,1,1,1,1,1,1
40103,2,1,1,1,1,1,1,0,0,0,0,2,33,3,3,3,3,3,3
40103,3,1,1,1,1,1,1,0,0,0,0,1,8,6,6,6,6,6,6
40103,4,1,1,1,1,1,1,0,0,0,0,1,5,6,6,6,6,6,6
40103,5,1,1,1,1,1,1,0,0,0,0,1,1,6,6,6,6,6,6
40103,6,6,1,1,1,1,1,0,0,0,0,2,18,,14,14,14,14,14
40103,7,6,1,1,1,1,1,0,0,0,0,1,0,,6,6,6,6,6
40103,8,6,1,1,1,1,1,0,0,0,0,1,24,,3,3,3,3,3
40103,9,6,6,1,1,1,1,0,0,0,0,2,0,,,6,6,6,6
40103,10,6,6,6,6,1,1,0,0,0,0,1,1,,,,,6,6
40104,1,1,1,1,1,1,1,0,0,0,0,1,40,1,1,1,1,1,1
40104,2,1,1,1,1,1,1,0,0,0,0,2,36,2,2,2,2,2,2
40104,3,1,1,2,2,1,1,0,0,0,0,1,10,3,3,3,3,3,3
40104,4,1,1,1,1,1,1,0,0,0,0,2,6,3,3,3,3,3,3
40104,5,1,1,1,1,1,1,0,0,0,0,1,3,3,3,3,3,3,3
40104,6,1,1,1,1,1,1,0,0,0,0,2,1,3,3,3,3,3,3
40104,7,1,1,1,1,1,1,0,0,0,0,2,0,3,3,3,3,3,3
40104,8,1,1,1,1,1,1,0,0,0,0,2,75,10,10,10,10,10,10
