"hhid","indiv","pstatus_w1v1","pstatus_w1v2","pstatus_w2v1","pstatus_w2v2","pstatus_w3v1","pstatus_w3v2","moved_w2v1","moved_w2v2","moved_w3v1","moved_w3v2","sex","age","relat_w1v1","relat_w1v2","relat_w2v1","relat_w2v2","relat_w3v1","relat_w3v2"
10001,1,1,1,1,1,1,1,0,0,0,0,1,50,1,1,1,1,1,1
10001,2,1,1,1,1,1,1,0,0,0,0,2,47,2,2,2,2,2,2
10001,3,1,1,1,1,1,1,0,0,0,0,2,1,3,3,3,3,3,3
10001,4,1,1,1,1,1,1,0,0,0,0,2,40,12,12,12,12,12,12
10001,5,1,1,1,1,2,2,0,0,0,0,1,50,7,7,7,7,7,7
10001,6,1,1,1,1,2,2,0,0,0,0,2,27,8,8,8,8,8,8
10001,7,1,1,1,1,2,2,0,0,0,0,1,30,7,7,7,7,7,7
10001,8,6,6,6,1,1,1,0,0,0,0,1,0,,,,3,3,3
10002,1,1,1,1,1,1,1,0,0,0,0,1,44,1,1,1,1,1,1
10002,2,1,1,1,1,1,1,0,0,0,0,2,38,2,2,2,2,2,2
10002,3,1,1,1,1,1,1,0,0,0,0,1,9,3,3,3,3,3,3
10002,4,1,1,1,1,1,2,0,0,0,0,1,27,7,7,7,7,7,7
10002,5,1,1,1,1,2,2,0,0,0,0,2,22,8,8,8,8,8,8
10002,6,1,1,1,1,2,2,0,0,0,0,2,19,7,7,7,7,7,7
10002,7,1,1,1,1,2,2,0,0,0,0,1,17,7,7,7,7,7,7
10002,8,6,6,1,1,1,1,0,0,0,0,2,1,,,3,3,3,3
10002,9,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
10003,1,1,1,1,1,1,1,0,0,0,0,1,51,1,1,1,1,1,1
10003,2,1,1,1,1,1,1,0,0,0,0,2,40,2,2,2,2,2,2
10003,3,1,1,1,1,1,1,0,0,0,0,1,14,3,3,3,3,3,3
10003,4,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
10003,5,1,1,1,1,1,1,0,0,0,0,1,10,3,3,3,3,3,3
10003,6,1,1,1,1,1,1,0,0,0,0,1,6,3,3,3,3,3,3
10004,1,1,1,1,1,1,1,0,0,0,0,1,65,1,1,1,1,1,1
10004,2,1,1,1,1,1,1,0,0,0,0,2,53,2,2,2,2,2,2
10004,3,6,1,1,1,1,1,0,0,0,0,1,12,,12,12,12,12,12
10004,4,6,6,1,1,1,2,0,0,0,0,2,22,,,3,3,3,3
10004,5,6,6,1,1,1,1,0,0,0,0,2,8,,,12,12,12,12
10005,1,1,91,1,4,1,1,0,,0,0,1,43,1,,1,,1,1
10005,2,1,91,1,4,1,1,0,,0,0,2,41,2,,2,,2,2
10005,3,1,91,1,4,1,1,0,,0,0,1,9,3,,3,,3,3
10005,4,1,91,1,4,1,1,0,,0,0,2,7,3,,3,,3,3
10005,5,1,91,1,4,1,1,0,,0,0,2,4,3,,3,,3,3
10005,6,1,91,1,4,1,1,0,,0,0,2,19,8,,9,,9,9
10005,7,6,6,6,6,1,1,0,,0,0,1,1,,,,,3,3
10006,1,1,1,1,1,1,3,0,0,1,,1,33,1,1,1,1,1,
10006,2,1,1,2,1,1,3,0,0,1,,2,29,2,2,2,2,2,
10006,3,1,2,2,2,5,3,0,0,1,,1,30,7,7,7,7,7,
10006,4,6,6,6,1,1,3,0,0,1,,2,1,,,,3,3,
10006,5,6,6,6,1,1,3,0,0,1,,1,0,,,,3,3,
10006,6,6,6,6,6,1,3,0,0,1,,1,1,,,,,3,
10007,1,1,91,4,4,4,4,,,,,2,42,1,,,,,
10007,2,1,91,4,4,4,4,,,,,1,17,3,,,,,
10007,3,1,91,4,4,4,4,,,,,1,4,3,,,,,
10007,4,1,91,4,4,4,4,,,,,1,2,3,,,,,
10008,1,1,1,1,1,1,1,0,0,0,0,1,52,1,1,1,1,1,1
10008,2,1,1,1,1,1,1,0,0,0,0,2,42,2,2,2,2,2,2
10008,3,1,1,1,1,2,2,0,0,0,0,2,18,3,3,3,3,3,3
10008,4,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
10008,5,1,1,1,1,1,1,0,0,0,0,2,12,3,3,3,3,3,3
10008,6,1,1,1,1,1,1,0,0,0,0,1,10,3,3,3,3,3,3
10008,7,1,1,1,1,1,1,0,0,0,0,2,8,3,3,3,3,3,3
10008,8,6,6,1,1,1,1,0,0,0,0,1,1,,,3,3,3,3
10009,1,1,1,1,1,1,1,0,0,1,1,1,35,1,1,1,1,1,1
10009,2,1,1,1,1,1,1,0,0,1,1,2,25,2,2,2,2,2,2
10009,3,1,1,1,1,1,1,0,0,1,1,2,0,3,3,3,3,3,3
10009,4,6,1,1,2,2,2,0,0,1,1,2,18,,9,9,9,9,9
10009,5,6,6,1,1,1,1,0,0,1,1,2,1,,,3,3,3,3
10009,6,6,6,1,1,1,1,0,0,1,1,2,9,,,12,12,12,12
10009,7,6,6,6,6,1,1,0,0,1,1,1,1,,,,,3,3
10010,1,1,1,1,1,1,1,0,0,0,0,1,59,1,1,1,1,1,1
10010,2,1,1,1,1,1,1,0,0,0,0,2,54,2,2,2,2,2,2
10010,3,1,1,1,1,1,1,0,0,0,0,1,18,3,3,3,3,3,3
10010,4,1,1,1,1,1,1,0,0,0,0,2,16,12,12,12,12,12,12
10011,1,1,1,1,1,1,1,0,0,0,0,2,47,1,1,1,1,1,1
10011,2,1,1,1,1,1,1,0,0,0,0,2,23,3,3,3,3,3,3
10011,3,1,1,1,1,1,1,0,0,0,0,1,19,3,3,3,3,3,3
10011,4,1,1,1,1,1,1,0,0,0,0,1,18,3,3,3,3,3,3
10011,5,1,1,1,1,1,1,0,0,0,0,1,16,3,3,3,3,3,3
10011,6,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
10012,1,1,5,5,2,5,5,0,0,0,0,1,68,1,1,2,2,14,14
10012,2,1,1,1,1,1,1,0,0,0,0,2,57,2,2,1,1,1,1
10012,3,1,1,1,1,1,1,0,0,0,0,1,26,3,3,3,3,3,3
10012,4,1,1,1,1,1,1,0,0,0,0,1,39,3,3,3,3,3,3
10012,5,1,1,1,1,1,1,0,0,0,0,2,21,9,9,9,9,9,9
10012,6,1,1,1,1,1,1,0,0,0,0,1,1,6,6,6,6,6,6
10012,7,6,1,1,1,1,1,0,0,0,0,1,0,,6,6,6,6,9
10012,8,6,6,6,1,5,5,0,0,0,0,1,0,,,,6,6,6
10012,9,6,6,6,6,1,1,0,0,0,0,2,1,,,,,6,6
10013,1,1,1,1,1,1,1,0,0,0,0,2,68,1,1,1,1,1,1
10013,2,1,1,1,1,1,1,0,0,0,0,1,36,3,3,3,3,3,3
10013,3,1,1,1,1,1,2,0,0,0,0,1,34,3,3,3,3,3,3
10013,4,1,1,1,1,2,2,0,0,0,0,2,24,6,6,6,6,6,6
10013,5,1,1,1,2,2,2,0,0,0,0,2,1,6,6,6,6,6,6
10013,6,1,1,1,1,2,2,0,0,0,0,2,42,12,12,12,12,12,12
10013,7,1,1,1,1,1,1,0,0,0,0,2,20,12,12,12,12,12,12
10013,8,1,1,1,2,2,2,0,0,0,0,2,15,12,12,12,12,12,12
10013,9,6,6,6,6,1,2,0,0,0,0,2,1,,,,,12,12
10013,10,6,6,6,6,1,2,0,0,0,0,1,1,,,,,6,6
10013,11,6,6,6,6,1,2,0,0,0,0,2,1,,,,,12,12
10013,12,6,6,6,6,1,1,0,0,0,0,2,1,,,,,9,9
10014,1,1,1,1,1,1,1,0,0,0,0,2,57,1,1,1,1,1,1
10014,2,1,1,1,1,1,1,0,0,0,0,2,39,3,3,3,3,3,3
10015,1,1,1,1,1,1,5,0,0,1,1,1,60,1,1,1,1,1,14
10015,2,1,1,1,1,1,1,0,0,1,1,2,52,2,2,2,2,2,1
10016,1,1,1,1,1,1,1,0,0,0,0,1,40,1,1,1,1,1,1
10016,2,1,1,1,1,1,1,0,0,0,0,2,42,2,2,2,2,2,2
10016,3,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
10016,4,1,1,1,1,1,1,0,0,0,0,1,11,3,3,3,3,3,3
10016,5,1,1,1,1,1,1,0,0,0,0,2,3,3,3,3,3,3,3
10016,6,6,6,1,1,1,1,0,0,0,0,2,19,,,3,3,3,3
10017,1,1,1,1,1,1,1,0,0,0,0,1,57,1,1,1,1,1,1
10017,2,1,1,1,1,1,1,0,0,0,0,2,53,2,2,2,2,2,2
10017,3,1,1,1,2,5,5,0,0,0,0,1,28,3,3,3,3,3,3
10017,4,1,1,1,2,2,2,0,0,0,0,1,23,3,3,3,3,3,3
10017,5,6,6,6,1,1,1,0,0,0,0,1,16,,,,3,3,3
10017,6,6,6,6,1,1,1,0,0,0,0,1,22,,,,3,3,3
10018,1,1,1,1,1,1,1,0,0,0,0,1,45,1,1,1,1,1,1
10018,2,1,1,1,1,1,1,0,0,0,0,2,30,2,2,2,2,2,2
10018,3,1,1,1,1,1,1,0,0,0,0,1,11,3,3,3,3,3,3
10018,4,1,1,1,1,1,1,0,0,0,0,1,9,3,3,3,3,3,3
10018,5,1,1,1,1,1,1,0,0,0,0,2,7,3,3,3,3,3,3
10019,1,1,1,1,1,1,1,0,0,0,0,2,55,1,1,1,1,1,1
10019,2,1,1,1,1,1,1,0,0,0,0,1,28,3,3,3,3,3,3
10019,3,1,1,1,1,1,1,0,0,0,0,2,22,9,9,9,9,9,9
10019,4,1,1,1,1,1,1,0,0,0,0,1,1,6,6,6,6,6,6
10019,5,1,1,1,1,1,1,0,0,0,0,2,0,6,6,6,6,6,6
10019,6,6,1,1,1,1,1,0,0,0,0,2,19,,3,3,3,3,3
10019,7,6,6,1,1,1,1,0,0,0,0,2,19,,,3,3,6,6
10019,8,6,6,6,1,1,1,0,0,0,0,1,1,,,,6,6,6
10020,1,1,1,3,3,3,3,,,,,2,29,1,1,,,,
10020,2,1,1,3,3,3,3,,,,,2,8,3,3,,,,
10020,3,1,1,3,3,3,3,,,,,1,6,3,3,,,,
10020,4,1,1,3,3,3,3,,,,,1,16,8,8,,,,
10020,5,1,1,3,3,3,3,,,,,1,9,3,3,,,,
10021,1,1,1,1,1,1,1,0,0,0,0,1,50,1,1,1,1,1,1
10021,2,1,1,1,1,1,1,0,0,0,0,2,32,2,2,2,2,2,2
10021,3,1,1,1,1,1,2,0,0,0,0,1,12,3,3,3,3,3,3
10021,4,1,1,1,1,1,1,0,0,0,0,2,10,3,3,3,3,3,3
10021,5,1,1,1,1,1,1,0,0,0,0,2,8,3,3,3,3,3,3
10022,1,1,1,1,1,1,1,0,0,0,0,1,48,1,1,1,1,1,1
10022,2,1,1,1,1,1,1,0,0,0,0,2,37,2,2,2,2,2,2
10022,3,1,1,1,1,1,1,0,0,0,0,1,14,3,3,3,3,3,3
10022,4,1,1,1,1,1,2,0,0,0,0,1,13,3,3,3,3,3,3
10022,5,1,1,1,1,1,1,0,0,0,0,2,10,3,3,3,3,3,3
10022,6,1,1,1,1,1,1,0,0,0,0,1,6,3,3,3,3,3,3
10023,1,1,1,1,1,1,1,0,0,0,0,1,48,1,1,1,1,1,1
10023,2,1,1,1,1,1,1,0,0,0,0,2,40,2,2,2,2,2,2
10023,3,6,6,1,1,1,1,0,0,0,0,2,16,,,9,9,9,9
10023,4,6,6,1,1,1,1,0,0,0,0,2,29,,,2,2,2,2
10023,5,6,6,1,1,1,1,0,0,0,0,1,0,,,3,3,3,3
10023,6,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
10024,1,1,1,1,1,1,1,0,0,0,0,2,79,1,1,1,1,1,1
10024,2,1,1,1,1,1,1,0,0,0,0,2,53,3,3,3,3,3,3
10025,1,1,1,1,1,1,1,0,0,0,0,1,28,1,1,1,1,1,1
10025,2,1,1,1,1,1,1,0,0,0,0,2,25,2,2,2,2,2,2
10025,3,1,1,1,1,1,1,0,0,0,0,2,1,3,3,3,3,3,3
10025,4,6,6,1,1,1,1,0,0,0,0,2,1,,,3,3,3,3
10025,5,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
10026,1,1,1,1,1,9,9,0,0,,,2,82,1,1,1,1,,
10026,2,1,1,1,1,9,9,0,0,,,2,12,6,6,6,6,,
10027,1,1,1,1,1,1,1,0,0,0,0,1,49,1,1,1,1,1,1
10027,2,1,1,1,1,1,1,0,0,0,0,2,47,2,2,2,2,2,2
10027,3,1,1,2,2,1,2,0,0,0,0,1,22,3,3,3,3,3,3
10027,4,1,1,2,2,2,2,0,0,0,0,1,16,3,3,3,3,3,3
10027,5,1,1,1,1,1,1,0,0,0,0,1,8,3,3,3,3,3,3
10028,1,1,1,1,1,1,1,0,0,0,0,2,86,1,1,1,1,1,1
10029,1,1,1,1,1,1,1,0,0,0,0,1,38,1,1,1,1,1,1
10029,2,1,1,1,1,1,1,0,0,0,0,2,27,2,2,2,2,2,2
10029,3,1,1,1,1,1,1,0,0,0,0,1,3,3,3,3,3,3,3
10029,4,1,1,1,1,1,1,0,0,0,0,2,1,3,3,3,3,3,3
10030,1,1,1,1,1,1,1,0,0,0,0,1,48,1,1,1,1,1,1
10030,2,1,1,1,1,1,1,0,0,0,0,2,37,2,2,2,2,2,2
10030,3,1,1,1,1,1,2,0,0,0,0,2,17,3,3,3,3,3,3
10030,4,1,1,1,1,1,1,0,0,0,0,1,15,3,3,3,3,3,3
10030,5,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
10030,6,1,1,1,1,1,1,0,0,0,0,2,11,3,3,3,3,3,3
10030,7,1,1,1,1,1,2,0,0,0,0,2,8,3,3,3,3,3,3
10030,8,1,1,1,1,1,1,0,0,0,0,1,6,3,3,3,3,3,3
10030,9,6,6,1,1,1,1,0,0,0,0,2,0,,,3,3,3,3
10031,1,1,1,1,1,1,1,0,0,0,0,1,40,1,1,1,1,1,1
10031,2,1,1,1,1,1,1,0,0,0,0,2,37,2,2,2,2,2,2
10031,3,1,1,1,1,1,1,0,0,0,0,1,6,3,3,3,3,3,3
10031,4,1,1,1,1,1,1,0,0,0,0,1,5,3,3,3,3,3,3
10031,5,1,1,1,1,1,1,0,0,0,0,2,2,3,3,3,3,3,3
10032,1,1,1,1,1,1,1,0,0,0,0,1,44,1,1,1,1,1,1
10032,2,1,1,1,1,1,1,0,0,0,0,2,30,2,2,2,2,2,2
10032,3,1,1,1,1,1,1,0,0,0,0,2,7,9,9,9,9,9,9
10032,4,6,1,2,2,2,2,0,0,0,0,1,16,,12,12,12,12,12
10032,5,6,6,1,1,2,2,0,0,0,0,1,20,,,8,8,8,8
10032,6,6,6,6,6,1,2,0,0,0,0,2,1,,,,,9,9
10033,1,1,1,1,1,1,1,0,0,0,0,1,48,1,1,1,1,1,1
10033,2,1,1,1,1,1,1,0,0,0,0,2,40,2,2,2,2,2,2
10033,3,1,1,1,1,5,5,0,0,0,0,2,70,10,10,10,10,10,10
10034,1,1,1,5,2,5,5,0,0,0,0,1,59,1,1,2,2,14,14
10034,2,1,1,1,1,1,1,0,0,0,0,2,45,2,2,1,1,1,1
10034,3,1,1,1,1,2,2,0,0,0,0,2,24,3,3,3,3,3,3
10034,4,1,2,1,1,2,2,0,0,0,0,2,23,3,3,3,3,3,3
10034,5,1,1,1,1,1,1,0,0,0,0,2,22,3,3,3,3,3,3
10034,6,1,2,1,1,1,1,0,0,0,0,2,21,3,3,3,3,3,3
10034,7,1,1,1,1,1,1,0,0,0,0,1,20,3,3,3,3,3,3
10034,8,1,2,1,1,1,1,0,0,0,0,2,19,3,3,3,3,3,3
10034,9,1,1,1,1,1,1,0,0,0,0,1,17,3,3,3,3,3,3
10034,10,1,1,1,1,1,1,0,0,0,0,2,16,3,3,3,3,3,3
10034,11,1,1,1,1,1,1,0,0,0,0,2,14,3,3,3,3,3,3
10034,12,1,1,1,1,1,1,0,0,0,0,1,12,3,3,3,3,3,3
10035,1,1,1,1,1,1,1,0,0,0,0,1,62,1,1,1,1,1,1
10035,2,1,1,1,1,1,1,0,0,0,0,2,50,2,2,2,2,2,2
10035,3,1,1,1,1,1,1,0,0,0,0,1,25,3,3,3,3,3,3
10035,4,1,1,1,1,1,1,0,0,0,0,2,23,3,3,3,3,3,3
10035,5,1,1,1,1,1,1,0,0,0,0,1,19,3,3,3,3,3,3
10035,6,1,1,1,1,1,1,0,0,0,0,1,17,3,3,3,3,3,3
10036,1,1,1,1,1,1,1,0,0,0,0,1,58,1,1,1,1,1,1
10036,2,1,1,1,1,1,1,0,0,0,0,2,49,2,2,2,2,2,2
10036,3,1,2,2,2,1,1,0,0,0,0,2,26,3,3,3,3,3,3
10036,4,1,1,1,1,1,1,0,0,0,0,2,16,3,3,3,3,3,3
10036,5,1,1,1,1,1,1,0,0,0,0,2,14,3,3,3,3,3,3
10036,6,1,1,1,1,1,1,0,0,0,0,2,28,9,9,9,9,3,3
10036,7,6,6,1,1,1,1,0,0,0,0,1,22,,,3,3,3,3
10037,1,1,1,1,1,1,1,0,0,0,0,2,50,1,1,1,1,1,1
10037,2,1,1,2,2,2,2,0,0,0,0,1,25,3,3,3,3,3,3
10037,3,1,1,1,1,1,1,0,0,0,0,1,22,3,3,3,3,3,3
10037,4,1,1,1,1,2,2,0,0,0,0,2,20,3,3,3,3,3,3
10037,5,1,1,2,5,5,5,0,0,0,0,2,18,3,3,3,3,3,3
10038,1,1,1,1,1,1,1,0,0,0,0,1,51,1,1,1,1,1,1
10038,2,1,1,1,1,1,1,0,0,0,0,2,35,2,2,2,2,2,2
10038,3,1,1,1,1,1,1,0,0,0,0,2,9,3,3,3,3,3,3
10038,4,1,1,1,1,1,1,0,0,0,0,1,7,3,3,3,3,3,3
10038,5,1,1,1,1,1,1,0,0,0,0,1,6,3,3,3,3,3,3
10038,6,1,1,1,1,1,1,0,0,0,0,1,4,3,3,3,3,3,3
10038,7,1,1,1,1,1,1,0,0,0,0,1,2,3,3,3,3,3,3
10038,8,6,6,1,1,1,1,0,0,0,0,1,1,,,3,3,3,3
10038,9,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
10039,1,1,1,1,1,1,1,0,1,1,1,1,81,1,1,1,1,1,1
10039,2,1,1,1,1,1,1,0,1,1,1,2,69,2,2,2,2,2,2
10039,3,1,1,2,2,2,2,0,1,1,1,1,32,3,3,3,3,3,3
10039,4,1,1,1,2,2,2,0,1,1,1,1,35,3,3,3,6,6,6
10039,5,1,1,1,2,2,2,0,1,1,1,2,43,3,3,3,3,3,3
10039,6,1,1,1,2,2,2,0,1,1,1,1,18,6,6,6,6,6,6
10039,7,6,6,6,1,1,1,0,1,1,1,1,11,,,,6,6,6
10040,1,1,1,1,1,1,1,0,0,0,0,1,31,1,1,1,1,1,1
10040,2,1,2,2,2,2,2,0,0,0,0,1,26,14,14,14,14,8,8
10041,1,1,1,5,2,5,5,0,0,0,0,1,80,1,1,2,2,14,14
10041,2,1,1,1,1,1,1,0,0,0,0,2,70,2,2,1,1,1,1
10041,3,1,1,1,1,1,2,0,0,0,0,2,35,3,3,3,3,3,3
10041,4,1,1,1,1,1,2,0,0,0,0,2,25,3,3,3,3,3,3
10041,5,1,1,1,1,1,1,0,0,0,0,1,22,3,3,3,3,3,3
10041,6,1,1,1,1,1,1,0,0,0,0,2,20,3,3,3,3,3,3
10041,7,1,1,1,1,2,1,0,0,0,0,1,17,3,3,3,3,3,3
10041,8,1,1,1,1,1,2,0,0,0,0,1,16,3,3,3,3,3,3
10042,1,1,1,1,1,1,1,0,0,1,1,1,28,1,1,1,1,1,1
10042,2,6,6,1,1,2,2,0,0,1,1,2,25,,,7,7,7,7
10042,3,6,6,1,1,1,2,0,0,1,1,1,23,,,7,7,7,7
10042,4,6,6,1,1,1,2,0,0,1,1,1,21,,,7,7,7,7
10043,1,1,1,1,1,1,1,0,0,0,0,1,54,1,1,1,1,1,1
10043,2,1,1,1,1,1,1,0,0,0,0,2,45,2,2,2,2,2,2
10043,3,1,1,1,1,1,1,0,0,0,0,2,22,3,3,3,3,3,3
10043,4,1,1,1,1,1,2,0,0,0,0,1,20,3,3,3,3,3,3
10043,5,1,1,1,1,1,2,0,0,0,0,2,18,3,3,3,3,3,3
10043,6,1,1,1,1,1,1,0,0,0,0,1,16,3,3,3,3,3,3
10044,1,1,1,1,1,1,1,0,0,0,0,1,38,1,1,1,1,1,1
10044,2,1,1,1,1,1,1,0,0,0,0,2,29,2,2,2,2,2,2
10044,3,1,1,1,1,1,1,0,0,0,0,2,5,3,3,3,3,3,3
10044,4,1,1,1,1,1,1,0,0,0,0,2,3,3,3,3,3,3,3
10044,5,1,1,1,1,1,1,0,0,0,0,2,1,3,3,3,3,3,3
10044,6,6,1,1,1,1,1,0,0,0,0,1,0,,3,3,3,3,3
10044,7,6,6,6,1,1,1,0,0,0,0,2,0,,,,3,3,3
10045,1,1,1,1,1,1,1,0,0,0,0,1,56,1,1,1,1,1,1
10045,2,1,1,1,1,1,1,0,0,0,0,2,50,2,2,2,2,2,2
10045,3,1,1,1,1,1,1,0,0,0,0,2,30,3,3,3,3,3,3
10045,4,1,1,1,1,2,2,0,0,0,0,2,27,3,3,3,3,3,3
10045,5,1,1,2,2,2,2,0,0,0,0,2,13,12,12,12,12,12,12
10045,6,6,1,1,1,2,2,0,0,0,0,2,6,,4,4,4,4,4
10046,1,1,1,1,1,1,1,0,0,0,0,1,42,1,1,1,1,1,1
10046,2,1,1,1,1,1,1,0,0,0,0,2,30,2,2,2,2,2,2
10046,3,1,1,5,5,5,5,0,0,0,0,1,94,10,10,10,10,10,10
10046,4,1,1,1,1,1,1,0,0,0,0,2,65,10,10,10,10,10,10
10046,5,6,6,1,1,1,1,0,0,0,0,1,15,,,9,9,9,9
10046,6,6,6,1,1,1,1,0,0,0,0,1,4,,,7,7,7,7
10047,1,1,1,5,2,5,5,0,0,0,0,1,59,1,1,2,2,14,14
10047,2,1,1,1,1,1,1,0,0,0,0,2,51,2,2,1,1,1,1
10047,3,1,1,1,1,1,1,0,0,0,0,1,29,3,3,3,3,3,3
10047,4,1,1,1,2,1,1,0,0,0,0,2,26,3,3,3,3,3,3
10047,5,1,1,1,1,2,2,0,0,0,0,2,25,3,3,3,3,3,3
10047,6,1,1,1,1,1,1,0,0,0,0,1,22,3,3,3,3,3,3
10047,7,1,1,1,1,1,1,0,0,0,0,2,20,3,3,3,3,3,3
10047,8,1,1,1,1,1,1,0,0,0,0,2,18,3,3,3,3,3,3
10047,9,6,6,1,1,1,2,0,0,0,0,1,29,,,3,3,3,3
10048,1,1,1,1,1,1,1,0,0,0,0,1,50,1,1,1,1,1,1
10048,2,1,1,1,1,1,1,0,0,0,0,2,46,2,2,2,2,2,2
10048,3,1,1,2,2,2,2,0,0,0,0,1,22,3,3,3,3,3,3
10048,4,1,1,1,2,2,2,0,0,0,0,1,20,3,3,3,3,3,3
10048,5,1,1,1,1,1,1,0,0,0,0,1,18,3,3,3,3,3,3
10048,6,1,1,1,1,1,1,0,0,0,0,1,15,3,3,3,3,3,3
10048,7,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
10048,8,1,1,1,1,1,2,0,0,0,0,1,11,3,3,3,3,3,3
10049,1,1,1,1,1,1,1,0,0,0,0,1,45,1,1,1,1,1,1
10050,1,1,1,1,1,1,1,0,0,0,0,2,45,1,1,1,1,1,1
10051,1,1,2,2,2,2,2,0,0,0,0,1,30,1,1,2,2,2,2
10051,2,1,1,1,1,1,1,0,0,0,0,1,27,8,8,1,1,1,1
10051,3,6,6,1,1,1,1,0,0,0,0,2,28,,,9,2,2,2
10051,4,6,6,1,1,1,1,0,0,0,0,1,0,,,4,3,3,3
10051,5,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
10052,1,1,1,1,1,1,1,0,0,0,0,1,45,1,1,1,1,1,1
10052,2,1,1,1,1,1,1,0,0,0,0,2,30,2,2,2,2,2,2
10052,3,1,1,1,1,1,1,0,0,0,0,1,8,3,3,3,3,3,3
10052,4,1,1,1,1,1,1,0,0,0,0,1,5,3,3,3,3,3,3
10052,5,1,1,1,1,1,1,0,0,0,0,2,1,3,3,3,3,3,3
10052,6,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
10053,1,1,1,1,1,1,1,0,0,0,0,1,78,1,1,1,1,1,1
10053,2,1,1,1,1,1,1,0,0,0,0,2,50,2,2,2,2,2,2
10053,3,1,1,2,2,2,2,0,0,0,0,2,20,3,3,3,3,3,3
10054,1,1,1,1,1,1,1,0,0,0,0,1,56,1,1,1,1,1,1
10054,2,1,1,1,1,1,1,0,0,0,0,2,49,2,2,2,2,2,2
10054,3,1,1,1,1,1,1,0,0,0,0,2,22,3,3,3,3,3,3
10054,4,1,1,1,1,1,2,0,0,0,0,2,19,3,3,3,3,3,3
10054,5,1,1,1,1,1,1,0,0,0,0,2,15,3,3,3,3,3,3
10055,1,1,1,1,1,1,1,0,0,0,0,1,50,1,1,1,1,1,1
10055,2,1,1,1,1,1,1,0,0,0,0,2,46,2,2,2,2,2,2
10055,3,1,1,2,2,1,1,0,0,0,0,1,19,3,3,3,3,3,3
10055,4,6,1,1,2,1,1,0,0,0,0,2,21,,8,8,8,8,3
10055,5,6,6,6,1,1,1,0,0,0,0,2,20,,,,3,3,3
10056,1,1,1,1,1,1,1,0,0,0,0,2,65,1,1,1,1,1,1
10056,2,1,1,1,1,1,1,0,0,0,0,2,33,3,3,3,3,3,3
10056,3,1,2,1,1,1,1,0,0,0,0,2,35,3,3,3,3,3,3
10057,1,1,1,1,1,1,1,0,0,0,0,1,60,1,1,1,1,1,1
10057,2,1,1,1,1,1,1,0,0,0,0,2,57,2,2,2,2,2,2
10057,3,6,6,1,1,1,1,0,0,0,0,1,16,,,3,3,3,3
10057,4,6,6,1,1,1,1,0,0,0,0,1,14,,,3,3,3,3
10057,5,6,6,1,1,1,1,0,0,0,0,2,12,,,3,3,3,3
10057,6,6,6,1,1,1,1,0,0,0,0,2,10,,,3,3,3,3
10058,1,1,1,1,1,1,1,0,0,0,0,1,65,1,1,1,1,1,1
10058,2,1,1,1,1,1,1,0,0,0,0,2,63,2,2,2,2,2,2
10058,3,1,1,1,1,2,2,0,0,0,0,1,30,3,3,3,3,3,3
10058,4,1,1,1,1,1,1,0,0,0,0,2,27,3,3,3,3,3,3
10058,5,1,1,1,1,2,2,0,0,0,0,1,26,3,3,3,3,3,3
10058,6,1,1,1,1,2,2,0,0,0,0,2,20,3,3,3,3,3,3
10059,1,1,1,2,2,1,1,0,0,0,0,1,18,1,1,1,1,1,1
10059,2,6,6,1,1,1,2,0,0,0,0,2,21,,,7,7,7,7
10059,3,6,6,1,1,1,1,0,0,0,0,1,15,,,7,7,7,7
10060,1,1,1,1,1,1,1,0,0,0,0,1,51,1,1,1,1,1,1
10060,2,1,1,1,1,1,1,0,0,0,0,2,40,2,2,2,2,2,2
10060,3,1,1,1,1,2,2,0,0,0,0,1,18,3,3,3,3,3,3
10060,4,1,1,1,2,2,1,0,0,0,0,1,16,3,3,3,3,3,3
10060,5,1,1,1,1,1,1,0,0,0,0,1,2,3,3,3,3,3,3
10060,6,6,6,6,1,1,1,0,0,0,0,1,0,,,,3,3,3
10061,1,1,1,1,1,1,1,0,0,0,0,1,32,1,1,1,1,1,1
10061,2,1,1,1,1,1,1,0,0,0,0,2,29,2,2,2,2,2,2
10061,3,1,1,1,1,1,1,0,0,0,0,2,8,3,3,3,3,3,3
10061,4,1,1,1,1,1,1,0,0,0,0,1,6,3,3,3,3,3,3
10061,5,1,1,1,1,1,1,0,0,0,0,2,5,3,3,3,3,3,3
10061,6,1,1,1,1,1,1,0,0,0,0,2,2,3,3,3,3,3,3
10061,7,1,1,1,1,1,1,0,0,0,0,2,0,3,3,3,3,3,3
10061,8,6,6,1,1,1,1,0,0,0,0,1,0,,,3,3,3,3
