"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11fc5","s11fq1a","s11fq1b","s11fq2","s11fq3a","s11fq3b","s11fq4a","s11fq4b","s11fq5","s11fq6","s11fq7","s11fq8a","s11fq8b","s11fq8c","s11fq8d","s11fq9","s11fq10","s11fq10_os","s11fq11a","s11fq11b","s11fq11b_os","s11fq12a","s11fq12b","s11fq12b_os","s11fq13","s11fq14a","s11fq14b","s11fq14c","s11fq14c_os","s11fq15"
1,25,2507,2,814,250039,3,1,,1010,1,2.5,4,4,4,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
1,25,2507,2,814,250039,3,2,,1070,1,2.5,4,4,5,2015,,,,,,,,,,,,,,,,5,132,,2,,,,,
1,25,2507,2,814,250040,1,1,,1070,1,4,4,4,1,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
1,25,2507,2,814,250040,1,2,,1080,1,4,4,4,1,2015,,,,,,,,,,,,,,,,1,132,,2,,,,,
1,25,2507,2,814,250040,2,1,,1120,1,2,4,4,1,2015,,,,,,,,,,,,,,,,4000,82,,2,,,,,
1,25,2507,2,814,250040,2,2,,1090,1,2,4,4,1,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
1,25,2513,2,128,250041,1,1,,1080,1,1,4,1,5,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
1,25,2513,2,128,250041,2,1,,1070,1,0.5,4,1,6,2015,,,,,,,,,,,,,,,,1,131,,2,,,,,
1,25,2513,2,128,250042,1,1,,1080,1,1,4,4,5,2015,,,,,,,,,,,,,,,,200,1,,1,50,100,1,,4000
1,25,2513,2,128,250042,1,2,,1010,1,1,4,4,5,2015,,,,,,,,,,,,,,,,100,1,,1,50,50,1,,7000
1,25,2513,2,128,250043,1,1,,1080,1,0.5,4,4,4,2015,,,,,,,,,,,,,,,,200,1,,2,,,,,
1,25,2513,2,128,250043,1,2,,1070,1,0.5,4,4,6,2015,,,,,,,,,,,,,,,,300,1,,2,,,,,
1,25,2513,2,128,250043,2,1,,1110,1,2,4,1,8,2015,,,,,,,,,,,,,,,,300,1,,2,,,,,
1,25,2513,2,128,250043,3,1,,1010,1,0.5,4,4,6,2015,,,,,,,,,,,,,,,,100,1,,2,,,,,
1,25,2513,2,128,250043,3,2,,1080,1,0.5,4,4,6,2015,,,,,,,,,,,,,,,,100,1,,2,,,,,
1,25,2513,2,128,250044,1,1,,1080,1,1,5,4,6,2015,,,,,,,,,,,,,,,,6,132,,2,,,,,
1,25,2513,2,128,250044,1,2,,1070,1,1,5,4,6,2015,,,,,,,,,,,,,,,,5,132,,2,,,,,
1,25,2513,2,128,250044,2,1,,1110,1,3,5,1,7,2015,,,,,,,,,,,,,,,,7,132,,2,,,,,
1,25,2513,2,128,250045,1,1,,1080,1,3,5,4,5,2015,,,,,,,,,,,,,,,,480,30,,2,,,,,
1,25,2513,2,128,250046,1,1,,1080,1,0.5,5,4,5,2015,,,,,,,,,,,,,,,,300,1,,2,,,,,
1,25,2513,2,128,250046,1,2,,1010,1,0.5,5,4,5,2015,,,,,,,,,,,,,,,,200,1,,2,,,,,
1,25,2513,2,128,250047,1,1,,1080,1,1,6,1,6,2015,,,,,,,,,,,,,,,,100,1,,2,,,,,
1,25,2513,2,128,250047,2,1,,1010,1,1,6,1,6,2015,,,,,,,,,,,,,,,,100,1,,2,,,,,
1,25,2513,2,128,250047,3,1,,1110,1,1,6,1,6,2015,,,,,,,,,,,,,,,,100,1,,2,,,,,
1,25,2513,2,128,250048,1,1,,1080,1,2,4,1,6,2015,,,,,,,,,,,,,,,,1,131,,2,,,,,
1,25,2513,2,128,250049,1,1,,1080,1,0.5,6,4,6,2015,,,,,,,,,,,,,,,,300,1,,2,,,,,
1,25,2513,2,128,250049,1,2,,1010,1,0.5,6,4,6,2015,,,,,,,,,,,,,,,,200,1,,1,50,100,1,,10500
1,25,2513,2,128,250049,2,1,,1070,1,1,6,1,5,2015,,,,,,,,,,,,,,,,200,1,,2,,,,,
1,25,2513,2,128,250049,3,1,,1110,1,1,6,1,7,2015,,,,,,,,,,,,,,,,200,1,,2,,,,,
1,25,2513,2,128,250050,1,1,,1080,1,0.5,5,4,5,2015,,,,,,,,,,,,,,,,3,131,,2,,,,,
1,25,2513,2,128,250050,1,2,,1010,1,0.5,5,4,5,2015,,,,,,,,,,,,,,,,2,131,,1,40,1,131,,15000
1,25,2513,2,128,250050,2,1,,1070,1,1,5,1,5,2015,,,,,,,,,,,,,,,,2,131,,1,40,1,131,,5000
1,25,2513,2,128,250050,3,1,,1110,1,1,5,1,7,2015,,,,,,,,,,,,,,,,1,131,,2,,,,,
1,25,2513,2,128,250050,4,1,,2040,1,1,4,1,8,2015,,,,,,,,,,,,,,,,30,30,,2,,,,,
1,22,2201,2,0,250052,1,1,,1080,1,10000,1,4,3,2015,,,,,,,,,,,,,,,,40,132,,2,,,,,
1,22,2201,2,0,250052,1,2,,1070,1,7000,1,4,3,2015,,,,,,,,,,,,,,,,7,132,,2,,,,,
1,22,2201,2,0,250052,2,1,,1010,1,4000,2,1,3,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
1,22,2201,2,0,250052,3,1,,1120,1,1000,1,1,11,2014,,,,,,,,,,,,,,,,9000,81,,2,,,,,
1,25,2502,2,728,250053,1,1,,1070,1,1,5,4,5,2015,,,,,,,,,,,,,,,,10,131,,2,,,,,
1,25,2502,2,728,250053,1,2,,1110,1,1,5,4,5,2015,,,,,,,,,,,,,,,,10,131,,2,,,,,
1,25,2502,2,728,250053,1,3,,1080,1,1,5,4,5,2015,,,,,,,,,,,,,,,,12,131,,2,,,,,
1,25,2502,2,728,250053,2,1,,2220,1,3,5,1,6,2015,,,,,,,,,,,,,,,,15,131,,1,80,,,,240000
1,25,2502,2,728,250054,1,1,,1080,1,2,4,1,4,2015,,,,,,,,,,,,,,,,800,1,,2,,,,,
1,25,2502,2,728,250054,1,2,,1070,1,0.75,4,2,4,2015,,,,,,,,,,,,,,,,600,1,,2,,,,,
1,25,2502,2,728,250054,2,1,,1100,1,0.75,4,2,4,2015,,,,,,,,,,,,,,,,800,1,,2,,,,,
1,25,2502,2,728,250055,1,1,,1080,1,2,4,1,6,2015,,,,,,,,,,,,,,,,700,1,,1,40,,,,16000
1,25,2502,2,728,250055,2,1,,1080,1,3,4,1,6,2015,,,,,,,,,,,,,,,,1200,1,,1,30,,,,14000
1,25,2502,2,728,250056,1,1,,1080,1,1,4,4,6,2015,,,,,,,,,,,,,,,,500,1,,2,,,,,
1,25,2502,2,728,250056,1,2,,2140,1,1,4,4,7,2015,,,,,,,,,,,,,,,,50,1,,1,100,50,1,,6000
1,25,2502,2,728,250056,2,1,,1100,1,0.5,4,4,6,2015,,,,,,,,,,,,,,,,100,1,,2,,,,,
1,25,2502,2,728,250056,2,2,,1070,1,0.5,4,4,8,2015,,,,,,,,,,,,,,,,200,1,,2,,,,,
1,25,2503,2,0,250057,1,1,,1080,1,2,4,4,7,2015,,,,,,,,,,,,,,,,20,132,,1,50,10,132,,60000
1,25,2503,2,0,250057,1,2,,1070,1,2,4,4,7,2015,,,,,,,,,,,,,,,,30,132,,1,40,10,132,,80000
1,25,2503,2,0,250057,1,3,,1120,1,1,4,4,5,2015,,,,,,,,,,,,,,,,300,82,,2,,,,,
1,25,2502,2,728,250059,1,1,,1080,1,4,4,1,5,2015,,,,,,,,,,,,,,,,2000,1,,1,30,,,,21000
1,25,2502,2,728,250059,2,1,,1120,1,1,4,4,4,2015,,,,,,,,,,,,,,,,3,180,,1,40,,,,50000
1,25,2502,2,728,250059,2,2,,2220,1,1,4,4,6,2015,,,,,,,,,,,,,,,,250,1,,1,90,,,,28000
1,25,2502,2,728,250059,2,3,,1070,1,1,4,4,7,2015,,,,,,,,,,,,,,,,1000,1,,1,30,,,,15000
1,25,2502,2,728,250059,2,4,,1020,1,1,4,4,8,2015,,,,,,,,,,,,,,,,2,180,,1,50,,,,20000
1,25,2502,2,728,250060,1,1,,1080,1,4,4,1,6,2015,,,,,,,,,,,,,,,,8000,1,,2,,,,,
1,25,2511,2,1424,250062,1,1,,1090,1,1,4,4,6,2015,,,,,,,,,,,,,,,,300,1,,1,80,200,1,,25000
1,25,2511,2,1424,250062,1,2,,1080,1,1,4,4,7,2015,,,,,,,,,,,,,,,,500,1,,1,40,200,1,,12000
1,25,2511,2,1424,250062,1,3,,1070,1,1,4,4,7,2015,,,,,,,,,,,,,,,,400,1,,1,20,100,1,,4000
1,25,2511,2,1424,250063,1,1,,1090,1,1,4,1,5,2015,,,,,,,,,,,,,,,,250,1,,2,,,,,
1,25,2511,2,1424,250063,2,1,,1080,1,0.5,4,4,6,2015,,,,,,,,,,,,,,,,500,1,,2,,,,,
1,25,2511,2,1424,250063,2,2,,1070,1,0.5,4,4,7,2015,,,,,,,,,,,,,,,,300,1,,2,,,,,
1,25,2511,2,1424,250064,1,1,,1080,1,1,6,1,5,2015,,,,,,,,,,,,,,,,1000,1,,1,70,700,1,,42000
1,25,2511,2,1424,250064,2,1,,1090,1,2,4,4,4,2015,,,,,,,,,,,,,,,,600,1,,1,90,500,1,,200000
1,25,2511,2,1424,250064,2,2,,1061,1,2,4,4,4,2015,,,,,,,,,,,,,,,,500,1,,1,80,300,1,,24000
1,25,2511,2,1424,250064,2,3,,1120,1,2,4,4,5,2015,,,,,,,,,,,,,,,,2,180,,1,75,1.5,180,,180000
1,25,2511,2,0,250066,1,1,,1120,1,2,5,4,4,2015,,,,,,,,,,,,,,,,1,132,,1,50,50,82,,30000
1,25,2511,2,0,250066,1,2,,1010,1,1,5,4,8,2015,,,,,,,,,,,,,,,,20,30,,2,,,,,
1,25,2511,2,0,250066,2,1,,1070,1,100,2,4,5,2015,,,,,,,,,,,,,,,,1,132,,2,,,,,
1,25,2511,2,0,250066,2,2,,1061,1,100,2,4,5,2015,,,,,,,,,,,,,,,,4,132,,1,50,2,132,,12000
1,25,2511,2,0,250066,2,3,,1010,1,100,2,4,8,2015,,,,,,,,,,,,,,,,2,132,,1,50,1,132,,7000
1,25,2511,2,0,250066,2,4,,1020,1,50,2,4,5,2015,,,,,,,,,,,,,,,,1,180,,2,,,,,
1,25,2511,2,0,250066,3,1,,1010,1,1,4,4,8,2015,,,,,,,,,,,,,,,,1,132,,2,,,,,
1,25,2511,2,0,250066,3,2,,1070,1,1,4,4,5,2015,,,,,,,,,,,,,,,,20,30,,2,,,,,
1,25,2511,2,1424,250068,1,1,,1080,1,0.75,5,4,7,2015,,,,,,,,,,,,,,,,300,1,,2,,,,,
1,25,2511,2,1424,250068,1,2,,1070,1,0.75,5,4,7,2015,,,,,,,,,,,,,,,,300,1,,2,,,,,
1,25,2511,2,1424,250068,2,1,,2040,1,0.5,5,3,8,2015,,,,,,,,,,,,,,,,100,1,,1,100,,,,25000
3,33,3304,2,0,250069,1,1,,1100,1,25,2,1,6,2015,,,,,,,,,,,,,,,,200,162,,1,,70,162,,16200
1,25,2511,2,1424,250070,1,1,,1080,1,250,2,1,5,2015,,,,,,,,,,,,,,,,12,131,,1,60,7,131,,50000
1,25,2511,2,1424,250070,2,1,,1060,1,2,6,1,5,2015,,,,,,,,,,,,,,,,35,131,,1,80,28,131,,280000
1,25,2511,2,1424,250070,3,1,,1090,1,2,6,1,5,2015,,,,,,,,,,,,,,,,15,131,,1,90,13,131,,520000
1,25,2511,2,1424,250070,3,2,,1070,1,2,6,4,5,2015,,,,,,,,,,,,,,,,5,131,,1,40,2,131,,15000
1,25,2511,2,1424,250070,4,1,,1070,1,3,6,4,5,2015,,,,,,,,,,,,,,,,5,131,,1,40,2,131,,15000
1,25,2511,2,1424,250070,5,1,,1120,1,20000,1,1,4,2015,,,,,,,,,,,,,,,,20000,81,,1,60,12000,81,,1200000
1,26,2618,2,1276,260021,1,1,,1120,1,3,5,4,1,2015,,,,,,,,,,,,,,,,1500,81,,1,47,700,81,,15000
1,26,2618,2,1276,260021,1,2,,1080,1,3,5,4,6,2015,,,,,,,,,,,,,,,,500,31,,2,,,,,
1,26,2618,2,1276,260021,1,3,,1090,1,3,5,4,7,2015,,,,,,,,,,,,,,,,200,31,,1,75,150,31,,20000
1,26,2618,2,1276,260021,2,1,,1110,1,2,5,1,7,2015,,,,,,,,,,,,,,,,1000,31,,2,,,,,
1,26,2618,2,1276,260022,1,1,,1120,1,1,5,1,4,2015,,,,,,,,,,,,,,,,6000,92,,2,,,,,
1,26,2618,2,1276,260022,2,1,,1080,1,2,5,4,5,2015,,,,,,,,,,,,,,,,20,132,,2,,,,,
1,26,2618,2,1276,260022,2,2,,1070,1,3,5,4,5,2015,,,,,,,,,,,,,,,,18,132,,2,,,,,
1,26,2618,2,1276,260024,1,1,,1120,1,1,5,4,4,2015,,,,,,,,,,,,,,,,4000,92,,2,,,,,
1,26,2618,2,1276,260024,1,2,,1010,1,2,5,4,5,2015,,,,,,,,,,,,,,,,2,132,,2,,,,,
1,26,2618,2,1276,260024,2,1,,1060,1,1,5,4,4,2015,,,,,,,,,,,,,,,,25,132,,2,,,,,
1,26,2618,2,1276,260024,2,2,,1080,1,2,5,4,5,2015,,,,,,,,,,,,,,,,15,132,,2,,,,,
1,26,2618,2,1276,260025,1,1,,1120,1,2,5,1,1,2015,,,,,,,,,,,,,,,,4000,81,,1,75,3000,81,,180000
1,26,2618,2,1276,260025,2,1,,1080,1,3,5,4,6,2015,,,,,,,,,,,,,,,,400,30,,2,,,,,
1,26,2618,2,1276,260025,2,2,,1070,1,3,5,4,7,2015,,,,,,,,,,,,,,,,600,30,,2,,,,,
1,26,2618,2,1276,260026,1,1,,1120,1,2,5,1,1,2014,,,,,,,,,,,,,,,,7000,81,,1,,4000,81,,200000
1,26,2618,2,1276,260026,2,1,,1080,1,1,5,4,6,2014,,,,,,,,,,,,,,,,600,31,,2,,,,,
1,26,2618,2,494,260031,1,1,,1120,1,2,5,4,1,2015,,,,,,,,,,,,,,,,7000,81,,1,43,,,,165000
1,26,2618,2,494,260031,1,2,,1080,1,2,5,4,6,2015,,,,,,,,,,,,,,,,600,31,,1,50,,,,21000
1,26,2618,2,494,260031,2,1,,1110,1,1,5,4,7,2015,,,,,,,,,,,,,,,,400,31,,1,50,,,,40000
1,26,2618,2,494,260031,2,2,,2140,1,1,5,4,6,2015,,,,,,,,,,,,,,,,6,141,,1,,5,141,,75000
1,26,2618,2,494,260032,1,1,,1120,1,2,5,1,1,2015,,,,,,,,,,,,,,,,4000,81,,1,63,2500,81,,500000
1,26,2618,2,494,260033,1,1,,1090,1,1,5,1,6,2015,,,,,,,,,,,,,,,,200,31,,1,75,150,31,,18000
1,26,2618,2,494,260037,1,1,,1120,1,1,5,4,1,2015,,,,,,,,,,,,,,,,5000,81,,1,70,3500,81,,350000
1,26,2618,2,494,260037,1,2,,1070,1,1,5,4,7,2015,,,,,,,,,,,,,,,,600,31,,2,,,,,
1,26,2618,2,494,260037,1,3,,1080,1,1,5,4,6,2015,,,,,,,,,,,,,,,,1000,31,,2,,,,,
1,26,2618,2,494,260039,1,1,,1120,1,2,5,4,1,2015,,,,,,,,,,,,,,,,7000,81,,1,71,5000,81,,45000
1,26,2618,2,494,260039,1,2,,1110,1,2,5,4,7,2015,,,,,,,,,,,,,,,,1200,31,,2,,,,,
1,26,2618,2,494,260039,2,1,,1080,1,2,5,4,6,2015,,,,,,,,,,,,,,,,800,31,,2,,,,,
1,26,2618,2,494,260039,2,2,,1070,1,2,5,4,7,2015,,,,,,,,,,,,,,,,600,31,,2,,,,,
1,26,2618,2,494,260040,1,1,,1120,1,3,5,4,1,2015,,,,,,,,,,,,,,,,3000,91,,1,,200,81,,550000
1,26,2618,2,494,260040,1,2,,1080,1,3,5,4,6,2015,,,,,,,,,,,,,,,,100,31,,2,,,,,
1,26,2618,2,494,260040,1,3,,1070,1,3,5,4,8,2015,,,,,,,,,,,,,,,,100,31,,2,,,,,
1,26,2615,2,2178,260061,1,1,,1070,1,3,5,4,7,2015,,,,,,,,,,,,,,,,10,131,,2,,,,,
1,26,2615,2,2178,260061,1,2,,1080,1,3,5,4,6,2015,,,,,,,,,,,,,,,,15,132,,2,,,,,
1,26,2615,2,2178,260063,1,1,,1080,1,5,5,4,6,2015,,,,,,,,,,,,,,,,6,130,,2,,,,,
1,26,2615,2,2178,260063,1,2,,1070,1,5,5,4,6,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2615,2,2178,260064,1,1,,1080,1,4,5,4,6,2015,,,,,,,,,,,,,,,,4,130,,2,,,,,
1,26,2615,2,2178,260064,1,2,,1070,1,4,5,4,7,2015,,,,,,,,,,,,,,,,6,130,,2,,,,,
1,26,2615,2,2178,260064,1,3,,1100,1,4,5,4,7,2015,,,,,,,,,,,,,,,,9,130,,2,,,,,
1,26,2615,2,2178,260065,1,1,,1080,1,3,5,4,7,2015,,,,,,,,,,,,,,,,20,130,,2,,,,,
1,26,2615,2,2178,260065,1,2,,1070,1,1,5,4,7,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2615,2,2178,260065,2,1,,1080,1,3,5,4,7,2015,,,,,,,,,,,,,,,,12,130,,2,,,,,
1,26,2615,2,2178,260065,2,2,,1100,1,1,5,4,7,2015,,,,,,,,,,,,,,,,7,130,,2,,,,,
1,26,2615,2,2178,260066,1,1,,1080,1,6,5,4,7,2015,,,,,,,,,,,,,,,,25,130,,2,,,,,
1,26,2615,2,2178,260066,1,2,,1070,1,3,5,4,7,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2615,2,2178,260068,1,1,,1070,1,2,5,4,6,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2615,2,2178,260068,1,2,,1080,1,2,5,4,6,2015,,,,,,,,,,,,,,,,15,130,,2,,,,,
1,26,2615,2,2178,260069,1,1,,1080,1,2,5,4,6,2015,,,,,,,,,,,,,,,,9,130,,2,,,,,
1,26,2615,2,2178,260069,1,2,,1070,1,2,5,4,7,2015,,,,,,,,,,,,,,,,13,130,,2,,,,,
1,26,2615,2,2178,260069,1,3,,1100,1,2,5,4,7,2015,,,,,,,,,,,,,,,,15,130,,2,,,,,
1,26,2615,2,2178,260069,2,1,,1010,1,1,5,4,8,2015,,,,,,,,,,,,,,,,15,130,,2,,,,,
1,26,2615,2,2178,260069,2,2,,2120,1,1,5,4,6,2015,,,,,,,,,,,,,,,,10,140,,2,,,,,
1,26,2615,2,2178,260070,1,1,,1080,1,3,5,4,7,2015,,,,,,,,,,,,,,,,15,130,,2,,,,,
1,26,2615,2,2178,260070,1,2,,1070,1,1,5,4,7,2015,,,,,,,,,,,,,,,,7,130,,2,,,,,
1,26,2615,2,2178,260070,2,1,,1080,1,3,5,4,6,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2615,2,2178,260070,2,2,,1060,1,1,5,4,6,2015,,,,,,,,,,,,,,,,22,130,,2,,,,,
1,26,2611,2,424,260081,1,1,,1080,1,3,5,4,8,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2611,2,424,260081,1,2,,1070,1,4,5,4,6,2015,,,,,,,,,,,,,,,,8,130,,2,,,,,
1,26,2611,2,424,260082,1,1,,1070,1,4,5,4,6,2015,,,,,,,,,,,,,,,,900,30,,2,,,,,
1,26,2611,2,424,260082,2,1,,1080,1,4,5,4,6,2015,,,,,,,,,,,,,,,,1600,30,,1,100,1600,30,,540000
1,26,2611,2,424,260082,2,2,,2220,1,3,5,1,7,2015,,,,,,,,,,,,,,,,1200,30,,2,,,,,
1,26,2611,2,424,260083,1,1,,2220,1,2,5,1,7,2015,,,,,,,,,,,,,,,,800,30,,1,100,800,30,,160000
1,26,2611,2,424,260083,2,1,,1080,1,2,5,1,6,2015,,,,,,,,,,,,,,,,1500,30,,2,,,,,
1,26,2611,2,424,260084,1,1,,1010,1,2,5,1,7,2015,,,,,,,,,,,,,,,,15,130,,2,,,,,
1,26,2611,2,424,260084,2,1,,1080,1,2,5,1,6,2015,,,,,,,,,,,,,,,,20,130,,2,,,,,
1,26,2611,2,424,260085,1,1,,1070,1,2,5,4,8,2015,,,,,,,,,,,,,,,,12,130,,2,,,,,
1,26,2611,2,424,260085,1,2,,1080,1,2,5,4,8,2015,,,,,,,,,,,,,,,,15,130,,2,,,,,
1,26,2611,2,424,260086,1,1,,1080,1,4,5,4,8,2015,,,,,,,,,,,,,,,,20,130,,2,,,,,
1,26,2611,2,424,260086,1,2,,2220,1,4,5,4,8,2015,,,,,,,,,,,,,,,,4,130,,2,,,,,
1,26,2611,2,424,260087,1,1,,1080,1,3,5,4,8,2015,,,,,,,,,,,,,,,,25,130,,2,,,,,
1,26,2611,2,424,260087,1,2,,1070,1,2,5,4,8,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2611,2,424,260087,2,1,,1080,1,2,5,4,8,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2611,2,424,260087,2,2,,1060,1,3,5,4,8,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2611,2,424,260088,1,1,,1100,1,2,5,4,7,2015,,,,,,,,,,,,,,,,8,130,,2,,,,,
1,26,2611,2,424,260088,1,2,,1060,1,2,5,4,6,2015,,,,,,,,,,,,,,,,14,130,,2,,,,,
1,26,2611,2,424,260088,2,1,,1080,1,2,5,4,6,2015,,,,,,,,,,,,,,,,16,130,,2,,,,,
1,26,2611,2,424,260088,2,2,,1070,1,2,5,4,7,2015,,,,,,,,,,,,,,,,15,130,,2,,,,,
1,26,2611,2,424,260089,1,1,,1080,1,3,5,4,6,2015,,,,,,,,,,,,,,,,13,130,,1,77,10,130,,80000
1,26,2611,2,424,260089,1,2,,1060,1,3,5,4,6,2015,,,,,,,,,,,,,,,,20,130,,2,,,,,
1,26,2611,2,424,260089,1,3,,1070,1,3,5,4,7,2015,,,,,,,,,,,,,,,,12,130,,2,,,,,
1,26,2611,2,424,260090,1,1,,1080,1,2,5,4,6,2015,,,,,,,,,,,,,,,,10,130,,2,,,,,
1,26,2611,2,424,260090,1,2,,1100,1,2,5,4,7,2015,,,,,,,,,,,,,,,,8,130,,2,,,,,
1,26,2611,2,424,260090,2,1,,1010,1,1,5,1,8,2015,,,,,,,,,,,,,,,,7,130,,2,,,,,
1,26,2605,2,594,260091,1,1,,1080,1,200,2,4,4,2015,,,,,,,,,,,,,,,,5,131,,1,20,,,,5000
1,26,2605,2,594,260091,1,2,,1100,1,200,5,1,6,2015,,,,,,,,,,,,,,,,10,130,,1,25,,,,12000
1,26,2605,2,594,260091,2,1,,1070,1,180,2,1,3,2015,,,,,,,,,,,,,,,,5,161,,2,,,,,
1,26,2605,2,594,260091,3,1,,1120,1,2500,2,1,2,2015,,,,,,,,,,,,,,,,200,81,,2,,,,,
1,26,2605,2,594,260093,1,1,,1120,1,2000,1,1,6,2015,,,,,,,,,,,,,,,,5,180,,1,90,,,,160000
1,26,2605,2,594,260093,2,1,,1080,1,260,2,4,4,2015,,,,,,,,,,,,,,,,10,180,,1,20,,,,10000
1,26,2605,2,594,260093,3,1,,1120,1,2500,1,1,6,2015,,,,,,,,,,,,,,,,6,180,,1,50,,,,150000
1,26,2605,2,594,260094,1,1,,1082,1,1,5,1,5,2015,,,,,,,,,,,,,,,,15,131,,2,,,,,
1,26,2605,2,594,260094,2,1,,1120,1,4,5,1,5,2015,,,,,,,,,,,,,,,,200,91,,1,50,,,,100000
1,26,2605,2,594,260095,1,1,,1080,1,3.41,5,1,6,2015,,,,,,,,,,,,,,,,50,131,,2,,,,,
1,26,2605,2,594,260095,2,1,,1070,1,3.09,5,1,7,2015,,,,,,,,,,,,,,,,50,161,,2,,,,,
1,26,2605,2,594,260096,1,1,,2120,1,110,2,1,4,2015,,,,,,,,,,,,,,,,5,142,,1,90,4,142,,48000
1,26,2605,2,594,260096,2,1,,1120,1,480,1,1,4,2015,,,,,,,,,,,,,,,,2,180,,1,50,1,180,,80000
1,26,2605,2,594,260096,3,1,,1080,1,200,5,1,5,2015,,,,,,,,,,,,,,,,20,130,,1,40,15,130,,180000
1,26,2605,2,594,260097,1,1,,2220,1,2,5,1,7,2015,,,,,,,,,,,,,,,,12,131,,1,80,,,,45000
1,26,2605,2,594,260097,2,1,,1120,1,300.02,2,2,1,2015,,,,,,,,,,,,,,,,90,91,,1,50,,,,200000
1,26,2605,2,594,260098,1,1,,1120,1,6000,1,1,5,2015,,,,,,,,,,,,,,,,10000,91,,1,50,,,,500000
1,26,2605,2,594,260098,2,1,,1080,1,3,5,1,5,2015,,,,,,,,,,,,,,,,20,131,,1,50,,,,100000
1,26,2605,2,594,260100,1,1,,1120,1,7000,1,1,4,2015,,,,,,,,,,,,,,,,10000,81,,1,30,3000,81,,300000
1,26,2605,2,594,260100,2,1,,1080,1,2.5,5,1,6,2015,,,,,,,,,,,,,,,,15,131,,2,,,,,
1,26,2603,1,1786,260107,1,1,,1010,1,6.16,5,2,7,2015,,,,,,,,,,,,,,,,15,142,,1,70,11,142,,77000
1,26,2603,1,1786,260107,1,2,,1060,1,6.16,5,2,4,2015,,,,,,,,,,,,,,,,20,142,,1,70,14,142,,42000
1,26,2603,1,1786,260107,1,3,,1080,1,6.16,5,2,5,2015,,,,,,,,,,,,,,,,8,142,,2,,,,,
1,26,2603,1,1786,260107,2,1,,2040,1,3.13,5,1,7,2015,,,,,,,,,,,,,,,,19,142,,1,80,15,142,,150000
1,26,2613,2,2248,260121,1,1,,1110,1,2.7,5,1,8,2015,,,,,,,,,,,,,,,,110,131,,1,70,65,131,,260000
1,26,2613,2,2248,260121,2,1,,1070,1,7.87,5,4,7,2015,,,,,,,,,,,,,,,,7,131,,2,,,,,
1,26,2613,2,2248,260121,2,2,,1100,1,7.87,5,4,7,2015,,,,,,,,,,,,,,,,8,131,,1,50,4,131,,14400
1,26,2613,2,2248,260121,2,3,,1090,1,7.87,5,4,4,2015,,,,,,,,,,,,,,,,8,131,,1,90,7,131,,42000
1,26,2613,2,2248,260122,1,1,,1110,1,2,5,1,7,2015,,,,,,,,,,,,,,,,50,131,,1,10,40,131,,240000
1,26,2613,2,2248,260123,1,1,,1020,1,4.35,5,4,9,2014,,,,,,,,,,,,,,,,40,170,,1,40,34,170,,34000
1,26,2613,2,2248,260123,1,2,,1100,1,4.35,5,4,9,2014,,,,,,,,,,,,,,,,10,131,,1,60,4,131,,36000
1,26,2613,2,2248,260124,1,1,,1100,1,4.37,5,1,4,2015,,,,,,,,,,,,,,,,5,131,,1,10,4,131,,24000
1,26,2613,2,2248,260125,1,1,,1110,1,4.91,5,1,8,2015,,,,,,,,,,,,,,,,100,131,,1,80,80,131,,480000
1,26,2613,2,2248,260125,2,1,,1070,1,5.66,5,4,6,2015,,,,,,,,,,,,,,,,5,131,,2,,,,,
1,26,2613,2,2248,260125,2,2,,1060,1,5.66,5,4,5,2015,,,,,,,,,,,,,,,,7,131,,1,85,6,131,,18000
1,26,2613,2,2248,260125,2,3,,1020,1,5.66,5,4,9,2014,,,,,,,,,,,,,,,,2,180,,1,95,2,180,,30000
1,26,2613,2,2248,260126,1,1,,1070,1,6.35,5,4,6,2015,,,,,,,,,,,,,,,,14,31,,2,,,,,
1,26,2613,2,2248,260126,1,2,,1080,1,6.35,5,4,5,2015,,,,,,,,,,,,,,,,18,31,,2,,,,,
1,26,2613,2,2248,260126,1,3,,1090,1,6.35,5,4,5,2015,,,,,,,,,,,,,,,,17,31,,1,80,14,31,,70000
1,26,2613,2,2248,260126,2,1,,1110,1,4.52,5,1,7,2015,,,,,,,,,,,,,,,,30,31,,1,50,15,31,,75000
1,26,2613,2,2248,260127,1,1,,1070,1,5,5,4,6,2015,,,,,,,,,,,,,,,,10,132,,2,,,,,
