"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11fc5","s11fq1a","s11fq1b","s11fq2","s11fq3a","s11fq3b","s11fq4a","s11fq4b","s11fq5","s11fq6","s11fq7","s11fq8a","s11fq8b","s11fq8c","s11fq8d","s11fq9","s11fq10","s11fq10_os","s11fq11a","s11fq11b","s11fq11b_os","s11fq12a","s11fq12b","s11fq12b_os","s11fq13","s11fq14a","s11fq14b","s11fq14c","s11fq14c_os","s11fq15"
5,9,914,2,1746,90120,1,2,,1080,1,400,1,4,4,2015,,,,,,,,,,,,,,,,9,151,,1,,4,151,,2400
5,9,914,2,1746,90120,1,3,,1090,1,200,1,4,4,2015,,,,,,,,,,,,,,,,3,151,,1,,1,151,,1500
5,9,914,2,1746,90120,2,1,,1020,1,500,1,1,5,2015,,,,,,,,,,,,,,,,25,131,,1,20,5,131,,10000
5,9,914,2,1746,90120,3,1,,1020,1,350,1,4,5,2015,,,,,,,,,,,,,,,,18,131,,1,50,9,131,,18000
5,9,914,2,1746,90120,3,2,,1080,1,350,1,4,5,2015,,,,,,,,,,,,,,,,6,151,,1,50,3,151,,1800
5,9,914,2,1746,90120,4,1,,3180,2,,,,,,75,3,75,1979,0,1,2015,3,2015,2,,,250,101,,260,101,,1,50,130,101,,28000
5,9,913,2,2266,90121,1,1,,1120,1,100,1,4,3,2015,,,,,,,,,,,,,,,,130,81,,2,,,,,
5,9,913,2,2266,90121,1,2,,1020,1,100,1,4,4,2015,,,,,,,,,,,,,,,,22,131,,1,50,11,131,,16500
5,9,913,2,2266,90121,1,3,,1040,1,100,1,4,4,2015,,,,,,,,,,,,,,,,9,151,,2,,,,,
5,9,913,2,2266,90121,1,4,,2120,1,100,1,4,4,2015,,,,,,,,,,,,,,,,4,141,,2,,,,,
5,9,913,2,2266,90121,1,5,,1080,1,100,1,4,4,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
5,9,913,2,2266,90121,2,1,,1020,1,150,1,1,6,2015,,,,,,,,,,,,,,,,25,131,,2,,,,,
5,9,913,2,2266,90121,3,1,,1110,1,1,4,1,6,2015,,,,,,,,,,,,,,,,6,152,,1,66,4,152,,12000
5,9,913,2,2266,90121,4,1,,1110,1,1.5,4,1,6,2015,,,,,,,,,,,,,,,,8,152,,1,75,6,152,,18000
5,9,913,2,2266,90122,1,1,,1020,1,150,1,1,5,2015,,,,,,,,,,,,,,,,5,151,,2,,,,,
5,9,913,2,2266,90122,2,1,,1120,1,100,1,4,5,2015,,,,,,,,,,,,,,,,150,81,,2,,,,,
5,9,913,2,2266,90122,2,2,,2180,1,100,1,4,5,2015,,,,,,,,,,,,,,,,150,81,,2,,,,,
4,11,1107,2,0,90123,1,1,,1020,,2900,1,4,4,2015,,,,,,,,,,,,,,,,30,142,,1,,10,142,,4000
4,11,1107,2,0,90123,1,2,,1121,,2900,1,4,4,2015,,,,,,,,,,,,,,,,20,142,,1,,5,142,,25000
4,11,1107,2,0,90123,1,3,,2120,,2000,1,4,5,2015,,,,,,,,,,,,,,,,3,140,,1,,2,140,,600
4,11,1107,2,0,90123,1,4,,2181,,2000,1,4,5,2015,,,,,,,,,,,,,,,,5,140,,1,,2,140,,700
5,9,913,2,2266,90124,1,1,,2180,1,300,1,4,5,2015,,,,,,,,,,,,,,,,4,131,,2,,,,,
5,9,913,2,2266,90124,1,2,,1020,1,300,1,4,4,2015,,,,,,,,,,,,,,,,20,151,,2,,,,,
5,9,913,2,2266,90124,2,1,,1120,1,200,1,4,3,2015,,,,,,,,,,,,,,,,200,82,,2,,,,,
5,9,913,2,2266,90124,2,2,,1020,1,200,1,4,4,2015,,,,,,,,,,,,,,,,15,151,,2,,,,,
5,9,913,2,2266,90124,3,1,,1120,1,400,1,4,3,2015,,,,,,,,,,,,,,,,300,82,,2,,,,,
5,9,913,2,2266,90124,3,2,,1020,1,400,1,4,4,2015,,,,,,,,,,,,,,,,30,151,,2,,,,,
5,9,913,2,2266,90124,4,1,,1120,1,500,1,4,3,2015,,,,,,,,,,,,,,,,400,82,,2,,,,,
5,9,913,2,2266,90124,4,2,,1020,1,500,1,4,4,2015,,,,,,,,,,,,,,,,50,151,,2,,,,,
5,9,913,2,2266,90124,5,1,,1110,1,2,5,1,5,2015,,,,,,,,,,,,,,,,2,131,,1,100,,,,54000
5,9,913,2,2266,90124,6,1,,1110,1,1,5,1,5,2015,,,,,,,,,,,,,,,,1,131,,1,100,,,,27000
5,9,913,2,2266,90126,1,1,,1123,1,70,1,4,4,2015,,,,,,,,,,,,,,,,260,82,,1,20,50,82,,7500
5,9,913,2,2266,90126,1,2,,1020,1,70,1,4,4,2015,,,,,,,,,,,,,,,,7,132,,2,,,,,
5,9,913,2,2266,90126,1,3,,2180,1,70,1,4,4,2015,,,,,,,,,,,,,,,,10,152,,2,,,,,
5,9,913,2,2266,90126,1,4,,1040,1,70,1,4,4,2015,,,,,,,,,,,,,,,,1300,80,,1,30,330,80,,6600
5,9,913,2,2266,90126,1,5,,2120,1,70,1,4,4,2015,,,,,,,,,,,,,,,,3,141,,2,,,,,
5,9,913,2,2266,90126,1,6,,1080,1,70,1,4,4,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
5,9,913,2,2266,90126,2,1,,1120,1,200,1,4,3,2015,,,,,,,,,,,,,,,,400,81,,1,40,160,81,,32000
5,9,913,2,2266,90126,2,2,,1020,1,200,1,4,4,2015,,,,,,,,,,,,,,,,24,132,,1,20,5,132,,15000
5,9,913,2,2266,90126,2,3,,1080,1,200,1,4,4,2015,,,,,,,,,,,,,,,,4,131,,1,50,2,131,,4000
5,9,913,2,2266,90126,3,1,,1110,1,3,4,1,7,2015,,,,,,,,,,,,,,,,25,152,,1,80,20,152,,50000
5,9,913,2,2266,90126,4,1,,1110,1,4,4,1,7,2015,,,,,,,,,,,,,,,,50,152,,1,80,40,152,,100000
5,9,913,2,2266,90127,1,1,,1110,1,1,5,1,5,2015,,,,,,,,,,,,,,,,8,131,,1,,6,131,,7500
5,9,913,2,2266,90127,2,1,,1110,1,1,5,1,5,2015,,,,,,,,,,,,,,,,6,131,,1,,5,131,,7500
5,9,913,2,2266,90127,3,1,,1110,1,1,5,1,5,2015,,,,,,,,,,,,,,,,5,131,,1,,5,131,,7500
5,9,913,2,2266,90128,1,1,,1120,1,18,1,4,3,2015,,,,,,,,,,,,,,,,36,81,,2,,,,,
5,9,913,2,2266,90128,1,2,,1020,1,18,1,4,3,2015,,,,,,,,,,,,,,,,3,131,,2,,,,,
5,9,913,2,2266,90128,2,1,,1110,1,1,4,1,7,2015,,,,,,,,,,,,,,,,5,152,,1,60,3,152,,9000
5,9,913,2,2266,90129,1,1,,1120,1,5000,1,1,3,2015,,,,,,,,,,,,,,,,10000,82,,2,,,,,
5,9,913,2,2266,90129,2,1,,1110,1,5,6,1,1,2015,,,,,,,,,,,,,,,,20,131,,2,,,,,
5,9,913,2,2266,90129,3,1,,1110,1,4,6,1,1,2015,,,,,,,,,,,,,,,,15,131,,2,,,,,
5,9,913,2,2266,90129,4,1,,1020,1,800,3,4,4,2015,,,,,,,,,,,,,,,,30,152,,2,,,,,
5,9,913,2,2266,90129,4,2,,1120,1,400,1,4,3,2015,,,,,,,,,,,,,,,,800,82,,2,,,,,
5,9,913,2,2266,90129,5,1,,1020,1,1200,3,4,4,2015,,,,,,,,,,,,,,,,20,152,,1,,15,152,,15000
5,9,913,2,2266,90129,5,2,,1120,1,600,1,4,3,2015,,,,,,,,,,,,,,,,600,82,,1,,200,82,,20000
5,9,913,2,2266,90129,6,1,,1120,1,400,1,1,3,2015,,,,,,,,,,,,,,,,500,82,,2,,,,,
5,9,913,2,2266,90129,7,1,,1120,1,300,1,1,3,2015,,,,,,,,,,,,,,,,500,82,,2,,,,,
5,9,913,2,2266,90130,1,1,,1120,1,116,1,4,3,2015,,,,,,,,,,,,,,,,300,82,,2,,,,,
5,9,913,2,2266,90130,1,2,,1020,1,696,3,4,4,2015,,,,,,,,,,,,,,,,15,152,,2,,,,,
5,9,913,2,2266,90130,2,1,,1110,1,3,5,1,7,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
5,9,913,2,2266,90130,3,1,,2181,1,250,1,1,7,2015,,,,,,,,,,,,,,,,10,151,,1,,5,151,,5000
5,10,1014,2,80,100002,1,1,,1120,1,4,5,4,3,2015,,,,,,,,,,,,,,,,6000,90,,1,80,4000,90,,300000
5,10,1014,2,80,100002,1,2,,1020,1,4,5,4,3,2015,,,,,,,,,,,,,,,,5000,90,,1,80,3000,90,,200000
5,10,1014,2,80,100002,2,1,,1120,1,4,5,4,3,2015,,,,,,,,,,,,,,,,6000,90,,1,80,5000,90,,400000
5,10,1014,2,80,100002,2,2,,1020,1,4,5,4,3,2015,,,,,,,,,,,,,,,,4000,90,,1,80,6000,90,,350000
5,10,1014,2,80,100002,2,3,,1040,1,4,5,4,3,2015,,,,,,,,,,,,,,,,15000,90,,1,70,25000,90,,180000
5,10,1014,2,80,100003,1,1,,1020,1,1,4,1,7,2015,,,,,,,,,,,,,,,,400,1,,2,,,,,
5,10,1014,2,80,100004,1,1,,1120,1,3024.1,1,1,3,2015,,,,,,,,,,,,,,,,850,81,,2,,,,,
5,10,1014,2,80,100005,1,1,,1120,1,4,4,4,6,2015,,,,,,,,,,,,,,,,175,91,,1,100,175,91,,500000
5,10,1014,2,80,100005,1,2,,1020,1,4,4,4,6,2015,,,,,,,,,,,,,,,,300,150,,1,80,240,150,,200000
5,10,1014,2,80,100005,1,3,,1080,1,4,4,4,6,2015,,,,,,,,,,,,,,,,15,132,,1,50,7.5,132,,5000
5,10,1014,2,80,100005,1,4,,1040,1,4,4,4,6,2015,,,,,,,,,,,,,,,,10,131,,1,80,8,131,,40000
5,10,1014,2,80,100005,2,1,,1120,1,2,4,4,5,2015,,,,,,,,,,,,,,,,400,82,,1,40,160,82,,100000
5,10,1014,2,80,100005,2,2,,1020,1,2,4,4,5,2015,,,,,,,,,,,,,,,,40,150,,1,80,32,150,,5000
5,10,1014,2,80,100005,2,3,,1080,1,2,4,4,5,2015,,,,,,,,,,,,,,,,5,132,,2,,,,,
5,10,1014,2,80,100005,2,4,,1040,1,2,4,4,5,2015,,,,,,,,,,,,,,,,3,131,,1,100,3,131,,20000
5,10,1014,2,80,100007,1,1,,1121,1,850,3,4,3,2015,,,,,,,,,,,,,,,,830,82,,1,72,,,,180000
5,10,1014,2,80,100007,1,2,,1020,1,2,4,4,3,2015,,,,,,,,,,,,,,,,60,131,,1,33,,,,40000
5,10,1014,2,80,100009,1,1,,1121,1,400,3,4,3,2015,,,,,,,,,,,,,,,,400,82,,1,88,,,,105600
5,10,1014,2,80,100009,1,2,,1020,1,1,4,4,3,2015,,,,,,,,,,,,,,,,30,131,,1,70,,,,21000
5,10,1001,2,172,100013,1,1,,1120,1,1,4,4,3,2015,,,,,,,,,,,,,,,,150,81,,2,,,,,
5,10,1001,2,172,100013,1,2,,1020,1,1,4,4,3,2015,,,,,,,,,,,,,,,,500,1,,2,,,,,
5,10,1001,2,172,100013,1,3,,1080,1,1,4,4,3,2015,,,,,,,,,,,,,,,,100,1,,2,,,,,
5,10,1001,2,172,100014,1,1,,1020,1,1,4,4,5,2015,,,,,,,,,,,,,,,,8,152,,2,,,,,
5,10,1001,2,172,100014,1,2,,1080,1,1,4,4,5,2015,,,,,,,,,,,,,,,,4,131,,2,,,,,
5,10,1001,2,172,100015,1,1,,1120,1,4,5,4,3,2015,,,,,,,,,,,,,,,,3400,81,,1,70,,,,476000
5,10,1001,2,172,100015,1,2,,1020,1,4,5,4,3,2015,,,,,,,,,,,,,,,,200,170,,1,70,,,,168000
5,10,1001,2,172,100015,1,3,,1080,1,4,5,4,2,2015,,,,,,,,,,,,,,,,300,81,,1,70,,,,105000
5,10,1001,2,172,100020,1,1,,1080,1,1363,4,4,3,2015,,,,,,,,,,,,,,,,4,1,,1,70,3,1,,250000
5,10,1001,2,172,100020,1,2,,1020,1,1363,4,4,2,2015,,,,,,,,,,,,,,,,6,1,,1,70,4,1,,300000
5,10,1002,2,0,100021,1,1,,1121,1,5,5,4,4,2015,,,,,,,,,,,,,,,,1200,81,,1,100,800,81,,400000
5,10,1002,2,0,100021,1,2,,1020,1,5,5,4,4,2015,,,,,,,,,,,,,,,,150,152,,1,80,100,152,,200000
5,10,1002,2,0,100021,1,3,,1080,1,5,5,4,4,2015,,,,,,,,,,,,,,,,60,132,,1,60,40,132,,80000
5,10,1007,1,1166,100024,1,1,,1120,1,600,5,4,3,2015,,,,,,,,,,,,,,,,3800,92,,1,70,2700,1,,190000
5,10,1007,1,1166,100024,1,2,,1020,1,100,5,4,8,2015,,,,,,,,,,,,,,,,3900,90,,1,70,2600,1,,200000
5,10,1007,1,1166,100025,1,1,,1020,1,600,3,4,4,2015,,,,,,,,,,,,,,,,130,132,,1,76,,,,160000
5,10,1007,1,1166,100025,1,2,,1090,1,4,4,4,4,2015,,,,,,,,,,,,,,,,12,130,,1,83,,,,6000
5,10,1007,1,1166,100029,1,1,,1120,1,3,5,4,4,2015,,,,,,,,,,,,,,,,500,82,,1,90,,,,157500
5,10,1007,1,1166,100029,1,2,,1020,1,3,5,4,4,2015,,,,,,,,,,,,,,,,200,132,,1,70,,,,210000
5,10,1007,1,1166,100030,1,1,,1020,1,2,4,4,4,2015,,,,,,,,,,,,,,,,100,151,,1,50,50,151,,100000
5,10,1007,1,1166,100030,1,2,,1080,1,2,4,4,4,2015,,,,,,,,,,,,,,,,20,131,,2,,,,,
5,10,1008,2,1314,100031,1,1,,1020,1,1,4,4,3,2015,,,,,,,,,,,,,,,,200,151,,1,100,200,151,,400000
5,10,1008,2,1314,100031,1,2,,1080,1,1,4,4,3,2015,,,,,,,,,,,,,,,,30,131,,1,100,30,131,,30000
5,10,1008,2,1314,100031,2,1,,1120,1,1,4,4,3,2015,,,,,,,,,,,,,,,,900,81,,1,100,900,81,,360000
5,10,1008,2,1314,100031,2,2,,1080,1,1,4,4,3,2015,,,,,,,,,,,,,,,,20,131,,2,,,,,
5,10,1008,2,1314,100031,2,3,,1020,1,1,4,4,3,2015,,,,,,,,,,,,,,,,100,151,,1,100,100,151,,200000
5,10,1008,2,1314,100031,3,1,,1020,1,1,4,4,4,2015,,,,,,,,,,,,,,,,100,151,,2,,,,,
5,10,1008,2,1314,100031,3,2,,1090,1,1,4,4,4,2015,,,,,,,,,,,,,,,,100,1,,1,100,100,1,,35000
5,10,1008,2,1314,100031,3,3,,1120,1,1,4,4,4,2015,,,,,,,,,,,,,,,,300,81,,2,,,,,
5,10,1008,2,1314,100032,1,1,,1120,1,800,3,4,4,2015,,,,,,,,,,,,,,,,800,81,,1,100,,,,160000
5,10,1008,2,1314,100032,1,2,,1020,1,2,4,4,4,2015,,,,,,,,,,,,,,,,80,132,,1,100,,,,120000
5,10,1008,2,1314,100032,2,1,,1120,1,800,3,4,4,2015,,,,,,,,,,,,,,,,800,81,,1,75,,,,120000
5,10,1008,2,1314,100032,2,2,,1020,1,2,4,4,4,2015,,,,,,,,,,,,,,,,80,132,,1,50,,,,60000
5,10,1008,2,1314,100032,2,3,,1080,1,1,4,4,4,2015,,,,,,,,,,,,,,,,8,131,,1,50,,,,20000
5,10,1008,2,1314,100034,1,1,,1020,1,4,4,1,4,2015,,,,,,,,,,,,,,,,30,151,,1,50,15,151,,30000
5,10,1008,2,1314,100034,2,1,,1120,1,1,4,4,4,2015,,,,,,,,,,,,,,,,20,92,,1,50,10,92,,120000
5,10,1008,2,1314,100034,2,2,,1020,1,2,4,4,4,2015,,,,,,,,,,,,,,,,10,151,,1,50,5,151,,10000
5,10,1008,2,1314,100034,2,3,,1080,1,1,4,4,4,2015,,,,,,,,,,,,,,,,15,131,,2,,,,,
5,10,1008,2,1314,100036,1,1,,1120,1,50,5,4,3,2015,,,,,,,,,,,,,,,,20,80,,1,70,2900,130,,250000
5,10,1008,2,1314,100036,1,2,,1020,1,50,5,4,3,2015,,,,,,,,,,,,,,,,600,100,,1,70,200,130,,200000
5,10,1008,2,1314,100038,1,1,,1020,1,2,4,4,4,2015,,,,,,,,,,,,,,,,25,132,,1,80,20,132,,36000
5,10,1008,2,1314,100038,1,2,,1080,1,2,4,4,4,2015,,,,,,,,,,,,,,,,5,131,,1,80,4,131,,20000
5,10,1008,2,1314,100038,1,3,,1090,1,2,4,4,4,2015,,,,,,,,,,,,,,,,4,130,,1,75,3,130,,1800
5,10,1008,2,1314,100039,1,1,,1020,1,1,5,1,3,2015,,,,,,,,,,,,,,,,1900,130,,1,70,130,130,,230000
5,10,1008,2,1314,100040,1,1,,1020,1,3,4,1,4,2015,,,,,,,,,,,,,,,,75,132,,1,866,65,132,,104000
5,10,1008,2,1718,100042,1,1,,1121,1,500,3,4,4,2015,,,,,,,,,,,,,,,,500,82,,1,82,,,,168000
5,10,1008,2,1718,100042,1,2,,1020,1,3,5,4,4,2015,,,,,,,,,,,,,,,,400,132,,1,87,,,,525000
5,10,1008,2,1718,100043,1,1,,1120,1,1200,3,4,4,2015,,,,,,,,,,,,,,,,1200,82,,1,91,,,,440000
5,10,1008,2,1718,100043,1,2,,1020,1,4,5,4,4,2015,,,,,,,,,,,,,,,,40,132,,1,87,,,,52500
5,10,1008,2,1718,100043,1,3,,1080,1,4,4,4,4,2015,,,,,,,,,,,,,,,,8,132,,1,75,,,,21000
5,10,1008,2,1718,100043,1,4,,2120,1,4,4,4,4,2015,,,,,,,,,,,,,,,,10,130,,1,90,,,,27000
5,10,1008,2,1718,100044,1,1,,1120,1,1600,3,4,4,2015,,,,,,,,,,,,,,,,1600,82,,1,93,,,,600000
5,10,1008,2,1718,100044,1,2,,1020,1,2.5,5,4,4,2015,,,,,,,,,,,,,,,,50,132,,1,90,,,,67500
5,10,1008,2,1718,100044,1,3,,1090,1,1,5,4,4,2015,,,,,,,,,,,,,,,,10,131,,1,90,,,,27000
5,10,1008,2,1718,100045,1,1,,1120,1,1,5,4,4,2015,,,,,,,,,,,,,,,,1800,82,,1,50,,,,180000
5,10,1008,2,1718,100045,1,2,,1020,1,3,5,4,4,2015,,,,,,,,,,,,,,,,80,152,,1,50,,,,60000
5,10,1008,2,1718,100045,1,3,,1080,1,1,5,4,4,2015,,,,,,,,,,,,,,,,5,131,,2,,,,,
5,10,1008,2,1718,100046,1,1,,1020,1,2,5,4,4,2015,,,,,,,,,,,,,,,,55,132,,1,90,,,,75000
5,10,1008,2,1718,100046,1,2,,1080,1,2,4,4,4,2015,,,,,,,,,,,,,,,,6,132,,1,83,,,,17500
5,10,1008,2,1718,100046,1,3,,1090,1,2,4,4,4,2015,,,,,,,,,,,,,,,,8,130,,1,87,,,,21000
5,10,1008,2,1718,100047,1,1,,1120,1,0.5,5,4,3,2015,,,,,,,,,,,,,,,,750,130,,1,70,570,130,,270000
5,10,1008,2,1718,100047,1,2,,1020,1,0.5,5,4,3,2015,,,,,,,,,,,,,,,,380,130,,1,70,270,130,,120000
5,10,1008,2,1718,100048,1,1,,1120,1,5,4,4,4,2015,,,,,,,,,,,,,,,,1500,82,,1,40,,,,120000
5,10,1008,2,1718,100048,1,2,,1020,1,5,4,4,4,2015,,,,,,,,,,,,,,,,200,152,,1,50,,,,150000
5,10,1008,2,1718,100048,2,1,,3180,2,,,,,,4,5,300,2000,0,8,2015,8,2015,2,,,100,3,,300,3,,1,100,,,,48000
5,10,1008,2,1718,100049,1,1,,1120,1,2,5,4,3,2015,,,,,,,,,,,,,,,,3500,81,,1,70,2800,131,,400000
5,10,1008,2,1718,100049,1,2,,1020,1,2,5,4,3,2015,,,,,,,,,,,,,,,,1800,161,,1,70,1300,131,,260000
5,10,1008,2,1718,100050,1,1,,1120,1,0.5,5,4,3,2015,,,,,,,,,,,,,,,,320,130,,1,70,210,130,,320000
5,10,1008,2,1718,100050,1,2,,1020,1,0.5,5,4,3,2015,,,,,,,,,,,,,,,,410,130,,1,70,290,130,,200000
5,10,1012,2,936,100061,1,1,,1020,1,1.5,4,4,3,2014,,,,,,,,,,,,,,,,30,130,,2,,,,,
5,10,1012,2,936,100061,1,2,,1120,1,1,4,4,3,2015,,,,,,,,,,,,,,,,200,82,,2,,,,,
5,10,1012,2,936,100061,1,3,,1090,1,0,4,4,3,2015,,,,,,,,,,,,,,,,3,70,,2,,,,,
5,10,1012,2,936,100061,2,1,,2120,1,1,4,4,3,2015,,,,,,,,,,,,,,,,3,72,,2,,,,,
5,10,1012,2,936,100061,2,2,,2170,2,,,,,,2,4,20,2014,5,4,2014,8,2015,2,,,18,112,,15,112,,2,,,,,
5,10,1012,2,936,100061,2,3,,2190,1,0.5,4,4,3,2015,,,,,,,,,,,,,,,,12,92,,2,,,,,
5,10,1012,2,936,100065,1,1,,1020,1,3,4,4,3,2015,,,,,,,,,,,,,,,,40,130,,2,,,,,
5,10,1012,2,936,100065,1,2,,2120,1,1,4,4,3,2015,,,,,,,,,,,,,,,,3,72,,2,,,,,
5,10,1012,2,936,100065,1,3,,1090,1,1,4,4,3,2015,,,,,,,,,,,,,,,,3,70,,2,,,,,
5,10,1012,2,936,100065,1,4,,2140,1,1,4,4,3,2015,,,,,,,,,,,,,,,,1,71,,2,,,,,
5,10,1012,2,936,100065,1,5,,2191,1,1,4,4,3,2015,,,,,,,,,,,,,,,,10,92,,2,,,,,
5,10,1010,2,20,100071,1,1,,1020,1,1,4,1,2,2015,,,,,,,,,,,,,,,,8,132,,1,36,3,132,,10500
5,10,1010,2,20,100073,1,1,,1020,1,1,4,1,7,2015,,,,,,,,,,,,,,,,30,71,,2,,,,,
5,10,1010,2,20,100073,2,1,,1020,1,1,4,1,1,2015,,,,,,,,,,,,,,,,20,71,,2,,,,,
5,10,1010,2,20,100074,1,1,,1020,1,2,4,1,1,2015,,,,,,,,,,,,,,,,35,132,,1,60,,,,63000
5,10,1010,2,20,100074,2,1,,1020,1,1,4,1,7,2015,,,,,,,,,,,,,,,,30,132,,1,60,,,,54000
5,10,1010,2,20,100076,1,1,,3180,2,,,,,,3,4,,2015,999,,,,,2,,,,,,200,132,,1,80,,,,320000
5,10,1010,2,20,100080,1,1,,1020,1,3,4,4,2,2015,,,,,,,,,,,,,,,,12,132,,1,90,,,,32000
5,10,1010,2,20,100080,1,2,,2170,2,,,,,,3,4,50,2015,50,,,,,2,,,0,,,30,111,,1,50,,,,12000
5,10,1010,2,20,100080,1,3,,2030,2,,,,,,3,4,50,2015,50,,,,,2,,,0,,,30,111,,1,50,,,,8400
5,10,1010,2,20,100080,1,4,,2140,1,3,4,4,6,2015,,,,,,,,,,,,,,,,3,92,,2,,,,,
5,10,1010,2,20,100080,1,5,,2190,1,3,4,4,6,2015,,,,,,,,,,,,,,,,4,100,,2,,,,,
5,10,1005,2,1374,100082,1,1,,1020,1,2.5,5,1,3,2015,,,,,,,,,,,,,,,,30,131,,1,80,,,,84000
5,10,1005,2,1374,100083,1,1,,1020,1,4,4,1,2,2015,,,,,,,,,,,,,,,,100,72,,1,60,60,72,,150000
5,10,1005,2,1374,100085,1,1,,1020,1,1,5,1,5,2015,,,,,,,,,,,,,,,,40,71,,1,60,,,,25000
5,10,1005,2,1374,100086,1,1,,1020,1,1,4,1,2,2015,,,,,,,,,,,,,,,,30,72,,1,75,,,,33750
5,10,1005,2,1374,100090,1,1,,1120,1,3,4,4,4,2015,,,,,,,,,,,,,,,,5,91,,1,40,,,,12000
5,10,1005,2,1374,100090,1,2,,1020,1,3,4,4,4,2015,,,,,,,,,,,,,,,,16,150,,1,62,,,,30000
5,10,1005,2,1374,100090,1,3,,1080,1,3,4,4,3,2015,,,,,,,,,,,,,,,,10,140,,1,80,,,,8000
5,10,1005,1,662,100092,1,1,,1020,1,4,4,1,2,2015,,,,,,,,,,,,,,,,70,132,,1,65,,,,67500
5,10,1005,1,662,100094,1,1,,1020,1,8,5,2,3,2015,,,,,,,,,,,,,,,,180,132,,1,50,,,,300000
5,10,1005,1,662,100094,1,2,,3180,2,,,,,,8,5,150,2001,0,1,2015,6,2015,1,10,,150,101,,200,101,,1,50,,,,45000
5,10,1005,1,662,100095,1,1,,2120,1,6,4,4,7,2015,,,,,,,,,,,,,,,,50,90,,1,90,,,,150000
5,10,1005,1,662,100095,1,2,,1020,1,6,4,4,1,2015,,,,,,,,,,,,,,,,100,90,,1,80,,,,150000
5,10,1005,1,662,100095,1,3,,1080,1,6,4,4,1,2015,,,,,,,,,,,,,,,,100,90,,1,60,,,,6000
5,10,1005,1,662,100095,2,1,,1080,1,3.5,5,4,1,2015,,,,,,,,,,,,,,,,100,90,,1,60,,,,19000
5,10,1005,1,662,100095,2,2,,1020,1,3.5,5,4,2,2015,,,,,,,,,,,,,,,,100,90,,1,80,,,,100000
5,10,1005,1,662,100096,1,1,,1020,1,2,4,1,5,2015,,,,,,,,,,,,,,,,5,132,,2,,,,,
5,10,1005,1,662,100097,1,1,,1020,1,2,5,1,2,2015,,,,,,,,,,,,,,,,30,132,,2,,,,,
5,10,1005,1,662,100098,1,1,,1020,1,1,5,1,1,2015,,,,,,,,,,,,,,,,20,132,,1,50,0,,,26000
5,10,1005,1,662,100098,2,1,,1020,1,1,5,1,2,2015,,,,,,,,,,,,,,,,20,132,,1,50,0,,,26000
5,10,1018,2,898,100101,1,1,,1020,1,6,5,4,2,2015,,,,,,,,,,,,,,,,90,152,,1,70,,,,280
5,10,1018,2,898,100101,1,2,,2140,1,6,5,4,4,2015,,,,,,,,,,,,,,,,10,140,,2,,,,,
5,10,1018,2,898,100102,1,1,,1020,1,1,4,1,1,2015,,,,,,,,,,,,,,,,40,72,,1,50,,,,40000
5,10,1018,2,898,100102,2,1,,2170,2,,,,,,1,4,60,2015,60,,,,,2,,,,,,700,82,,2,,,,,
5,10,1018,2,898,100102,2,2,,1020,1,1,4,4,5,2015,,,,,,,,,,,,,,,,30,72,,1,50,,,,30000
5,10,1018,2,898,100103,1,1,,1020,1,3,4,1,1,2015,,,,,,,,,,,,,,,,15,151,,1,66,,,,20000
5,10,1018,2,898,100103,2,1,,1020,1,1,4,1,1,2015,,,,,,,,,,,,,,,,6,151,,1,66,,,,8000
5,10,1018,2,898,100104,1,1,,1020,1,1,4,1,4,2015,,,,,,,,,,,,,,,,10,151,,1,60,,,,18000
5,10,1018,2,898,100105,1,1,,2170,2,,,,,,1,4,50,2015,50,,,,,2,,,0,,,50,110,,1,70,,,,14000
5,10,1018,2,898,100105,2,1,,2170,2,,,,,,1,4,70,2015,70,,,,,2,,,0,,,70,110,,1,70,,,,19600
5,10,1018,2,898,100105,3,1,,1020,1,1,4,1,3,2015,,,,,,,,,,,,,,,,30,72,,1,50,,,,30000
5,10,1018,2,898,100109,1,1,,1020,1,2,5,1,1,2015,,,,,,,,,,,,,,,,100,132,,1,80,,,,240000
5,10,1018,2,898,100110,1,1,,1020,1,2,4,1,4,2015,,,,,,,,,,,,,,,,10,152,,1,60,,,,23400
4,11,1112,2,1952,110011,1,1,,1020,1,2100,1,4,4,2015,,,,,,,,,,,,,,,,130,142,,1,,80,142,,48000
4,11,1112,2,1952,110011,1,2,,1080,1,2100,1,4,4,2015,,,,,,,,,,,,,,,,80,142,,1,,50,142,,35000
4,11,1112,2,1952,110011,1,3,,1040,1,200,1,4,4,2015,,,,,,,,,,,,,,,,9,142,,2,,,,,
4,11,1112,2,1952,110011,1,4,,2181,1,900,1,4,4,2015,,,,,,,,,,,,,,,,25,142,,1,,13,142,,9100
4,11,1112,2,1952,110011,1,5,,1120,1,370,1,4,4,2015,,,,,,,,,,,,,,,,26,142,,2,,,,,
4,11,1112,2,1952,110011,1,6,,2140,1,500,1,4,4,2015,,,,,,,,,,,,,,,,8,151,,1,,7,151,,4200
