"country","wave","visit","surveyt","surveyprd","zone","state","lga","ea","rururb","hhid","hhsize","nfdwater","nfdelec","nfdgas","nfdfwood","nfdchar","nfdkero","nfdliqd","nfdutil","nfdcloth","nfdfmtn","nfdrepar","nfddome","nfdpetro","nfddiesl","nfdfares","nfdtrans","nfdcomm","nfdrecre","nfdtbac","nfdrnthh","nfdinsur","fdsorby","fdmilby","fdmaizby","fdriceby","fdyamby","fdcasby","fdcereby","fdbrdby","fdtubby","fdpoulby","fdmeatby","fdfishby","fddairby","fdfatsby","fdfrutby","fdvegby","fdbeanby","fdswtby","fdbevby","fdalcby","fdrestby","fdothby","fdsorpr","fdmilpr","fdmaizpr","fdricepr","fdyampr","fdcaspr","fdcerepr","fdbrdpr","fdtubpr","fdpoulpr","fdmeatpr","fdfishpr","fddairpr","fdfatspr","fdfrutpr","fdvegpr","fdbeanpr","fdswtpr","fdbevpr","fdalcpr","fdothpr","edtexp","nfdfoth","totcons","hhweight"
"NGA",3,2,"LSMS-ISA2016",2016,4,1,115,670,1,10001,6,0,7097.22216796875,0,0,0,1520.83333333333,0,0,3433.33333333333,2558.33325195313,0,0,0,0,17380.9518229167,0,5069.4443359375,0,0,40000,0,0,0,0,6952.380859375,3476.1904296875,2607.14290364583,0,4692.85709635417,5648.80940755208,0,14773.8098958333,0,1390.47623697917,5127.380859375,2867.85705566406,5214.28568522135,2172.61897786458,0,7473.8095703125,0,27722.619140625,3736.90472412109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9083.3330078125,9284.72265625,189285.296875,11898.6572265625
"NGA",3,2,"LSMS-ISA2016",2016,4,1,115,670,1,10002,5,0,12166.666015625,7786.66640625,0,0,1825,0,0,6400,5110,0,0,36500,0,0,85166.66875,7300,0,0,67143.5234375,0,0,5214.285546875,0,16685.7140625,4171.428515625,1042.85712890625,0,9385.71435546875,6257.14296875,31285.715625,13557.1421875,6778.57109375,5944.28564453125,8551.4283203125,10845.7143554688,11992.8571777344,2607.1427734375,521.428564453125,14600,0,50578.5712890625,6569.99992675781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300,30333.33203125,479621.875,11898.6572265625
"NGA",3,2,"LSMS-ISA2016",2016,4,1,115,670,1,10003,6,6083.33349609375,13180.5556640625,0,0,0,6083.33333333333,0,0,5500,8284.9208984375,0,0,0,0,13035.71484375,0,8111.111328125,0,0,56730.046875,0,0,0,0,6952.380859375,3041.66666666667,1738.09521484375,0,3823.80948893229,3476.1904296875,8690.47591145833,9124.99983723958,6517.857421875,4345.23819986979,1955.35709635417,6083.33333333333,9211.90478515625,2172.61897786458,0,5561.90478515625,0,10776.1903483073,1042.85717773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30333.333984375,11805.556640625,243662.796875,11898.6572265625
"NGA",3,2,"LSMS-ISA2016",2016,4,1,115,670,1,10004,4,7604.16650390625,16729.166015625,0,0,0,7604.16650390625,0,0,4900,8473.21484375,0,0,0,0,9125,0,12166.6669921875,0,0,32449.822265625,0,0,0,0,9385.7138671875,2607.14282226563,2607.14282226563,0,4823.21435546875,5214.28564453125,13035.7138671875,11732.142578125,9776.7861328125,2607.14282226563,2933.03564453125,1303.57141113281,13296.4284667969,3258.92846679688,0,6387.50012207031,0,8994.64282226563,1564.28576660156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,9604.1669921875,209184.0625,11898.6572265625
"NGA",3,2,"LSMS-ISA2016",2016,4,1,115,670,1,10005,7,4345.23779296875,9907.142578125,0,0,0,5214.28571428571,0,0,4428.57142857143,4494.2177734375,0,0,0,0,7448.97935267857,0,6952.38134765625,0,0,42857.14453125,0,0,0,0,5959.18359375,2979.591796875,1862.24483816964,0,3724.48974609375,2979.591796875,7448.97935267857,7821.42843191964,4469.38783482143,2979.59186662946,1676.02036830357,1489.7958984375,8789.79593331473,2234.69391741071,0,4022.44900948661,0,7151.02029854911,1117.34697614397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82857.140625,4619.0478515625,239829.75,11898.6572265625
"NGA",3,2,"LSMS-ISA2016",2016,4,1,115,670,1,10008,7,0,11297.619140625,5214.28571428571,0,0,2259.52385602679,0,0,12200,2631.97265625,0,0,13904.7622767857,0,35755.1026785714,0,4866.6669921875,0,0,37807.1640625,0,0,0,0,0,5959.18359375,0,0,8193.87730189732,4841.83663504464,0,27561.2254464286,11918.3671875,11322.44921875,3352.04073660714,11545.9183872768,10205.1021205357,1862.24483816964,1862.24483816964,19516.3266601563,3724.48967633929,50653.0622209821,4394.89805385045,0,0,0,9687.08928571429,0,4767.34654017857,0,0,0,0,0,0,0,0,0,720.869001116071,0,0,0,0,0,78642.8515625,1327.380859375,397995.875,11898.6572265625
"NGA",3,2,"LSMS-ISA2016",2016,4,1,105,0,0,10009,6,0,4055.5556640625,9125,0,0,608.333333333333,0,0,12966.6666666667,14261.7060546875,0,0,5069.4443359375,0,0,8111.111328125,5677.77783203125,933.333312988281,0,12000,4333.33333333333,0,0,0,0,0,2172.61897786458,0,5648.80940755208,4345.23811848958,21726.1901041667,7821.42838541667,10428.5716145833,2607.14290364583,2346.42862955729,5214.28572591146,16511.9043782552,0,0,4171.4287109375,0,18076.1899414063,1216.66666666667,0,0,0,9059.82161458333,3686.17578125,0,0,0,0,0,0,3476.1904296875,1303.57145182292,2578.17456054688,0,401.656710306803,3344.03450520833,86.9047546386719,2896.82552083333,0,0,20833.3359375,3447.22216796875,230543.0625,11898.6572265625
"NGA",3,2,"LSMS-ISA2016",2016,4,1,115,670,1,10010,4,0,7604.16650390625,13687.5,0,0,0,0,0,4600,13972.3212890625,0,0,15208.3330078125,0,0,8516.6669921875,6083.33349609375,1200,0,32449.822265625,11250,0,0,0,0,0,0,0,5214.28564453125,6517.85717773438,26071.427734375,32589.28515625,31285.7138671875,2281.25,0,19553.5715332031,14339.2855224609,2607.14282226563,0,0,0,8082.14270019531,3128.57153320313,0,0,0,9418.0048828125,7821.4287109375,2708.12353515625,0,0,0,0,0,0,3476.1904296875,2476.78576660156,0,8213.90161132813,4093.72827148438,0,7977.8572845459,0,15.6428565979004,29500,5170.83349609375,347115.1875,11898.6572265625
"NGA",3,2,"LSMS-ISA2016",2016,4,1,104,1364,0,10011,6,1013.88891601563,0,0,0,0,1520.83333333333,0,0,3166.66666666667,1289.16662597656,0,0,0,0,8690.47591145833,0,3041.66674804688,0,0,3774.85180664063,0,0,0,0,5214.28580729167,4779.76204427083,2607.14290364583,0,4345.23803710938,1738.09521484375,0,10428.5716145833,4779.76204427083,1042.85717773438,5040.47631835938,3910.71419270833,6083.33337402344,2172.61897786458,869.047607421875,4171.4287109375,0,2954.76196289063,1651.19053141276,0,0,0,0,0,0,0,0,1738.09521484375,0,0,0,0,0,0,0,0,0,0,0,0,18833.33203125,2325,107183.2578125,11332.0537109375
"NGA",3,2,"LSMS-ISA2016",2016,4,1,104,1364,0,10012,7,990.714294433594,4345.23779296875,0,0,0,1042.85714285714,0,0,6600,1216.66662597656,0,0,0,0,0,0,3997.619140625,0,0,6083.4814453125,0,0,0,0,0,0,0,0,8193.87730189732,0,0,5214.28571428571,2607.14285714286,2085.71428571429,5437.75502232143,744.89794921875,6480.61216517857,0,1638.77553013393,11173.4691685268,0,54526.530203683,3352.04073660714,0,0,0,7534.40345982143,5959.18415178571,5214.28571428571,0,0,2785.79715401786,0,0,0,0,0,1642.76604352679,0,2339.27329799107,0,0,0,0,3157.14282226563,1567.61901855469,155932.171875,11332.0537109375
