"zone","state","lga","sector","ea","hhid","network_cd","sa10q2","sa10q2b","sa10q3"
3,19,1901,2,640,190042,"N03",2,,1
3,19,1901,2,640,190043,"N01",2,,1
3,19,1901,2,640,190043,"N02",9,,2
3,19,1901,2,640,190043,"N03",2,,1
3,19,1901,2,640,190044,"N01",2,,1
3,19,1901,2,640,190045,"N01",2,,1
3,19,1901,2,640,190045,"N02",5,,4
3,19,1901,2,640,190046,"N01",13,,2
3,19,1901,2,640,190046,"N02",13,,2
3,19,1901,2,640,190046,"N03",13,,2
3,19,1901,2,640,190047,"N01",9,,2
3,19,1901,2,640,190047,"N02",9,,2
3,19,1901,2,640,190048,"N01",9,,3
3,19,1901,2,640,190048,"N02",9,,3
3,19,1901,2,640,190049,"N01",9,,2
3,19,1901,2,640,190049,"N02",9,,2
3,19,1901,2,640,190050,"N01",9,,2
3,19,1901,2,640,190050,"N02",9,,2
3,19,1937,2,432,190051,"N01",2,,1
3,19,1937,2,432,190051,"N02",9,,1
3,36,3611,2,0,190052,"N01",1,,1
3,36,3611,2,0,190052,"N02",12,,2
3,19,1937,2,432,190053,"N01",2,,1
3,19,1937,2,432,190053,"N02",13,,1
3,19,1937,2,432,190054,"N01",2,,1
3,19,1937,2,432,190054,"N02",1,,1
3,19,1937,2,432,190056,"N01",9,,2
3,19,1937,2,432,190059,"N01",7,,1
3,19,1937,2,432,190059,"N02",2,,1
3,19,1936,2,1994,190061,"N01",13,,2
3,19,1936,2,1994,190061,"N02",13,,2
3,19,1936,2,1994,190062,"N01",13,,2
3,19,1936,2,1994,190062,"N02",13,,2
3,19,1936,2,1994,190062,"N03",13,,2
3,19,1936,2,1994,190062,"N04",2,,1
3,19,1936,2,1994,190062,"N05",15,,2
3,19,1936,2,1994,190064,"N01",2,,1
3,19,1936,2,1994,190064,"N02",9,,2
3,19,1936,2,1994,190065,"N01",2,,1
3,19,1936,2,1994,190065,"N02",9,,1
3,19,1936,2,1994,190066,"N01",9,,1
3,19,1936,2,1994,190066,"N02",9,,1
3,19,1936,2,1994,190066,"N03",9,,1
3,19,1936,2,1994,190067,"N01",9,,1
3,19,1936,2,1994,190067,"N02",9,,1
3,19,1936,2,1994,190067,"N03",9,,1
3,19,1936,2,1994,190068,"N01",9,,3
3,19,1936,2,1994,190068,"N02",9,,3
3,19,1936,2,1994,190070,"N01",9,,2
3,19,1936,2,1994,190070,"N02",9,,2
3,19,1902,2,52,190071,"N01",9,,1
3,19,1902,2,52,190072,"N01",1,,1
3,19,1902,2,52,190072,"N02",9,,2
3,19,1902,2,52,190072,"N03",10,,2
3,19,1902,2,52,190073,"N01",2,,1
3,19,1902,2,52,190074,"N01",9,,1
3,19,1902,2,52,190075,"N01",9,,2
3,19,1902,2,52,190076,"N01",9,,2
3,19,1902,2,52,190076,"N02",9,,2
3,19,1902,2,52,190077,"N01",9,,2
3,19,1902,2,52,190077,"N02",9,,2
3,19,1902,2,52,190077,"N03",9,,2
3,19,1902,2,52,190077,"N04",10,,2
3,19,1902,2,52,190078,"N01",1,,1
3,19,1902,2,52,190079,"N01",9,,2
3,19,1902,2,52,190079,"N02",2,,1
3,19,1902,2,52,190080,"N01",2,,1
3,19,1902,2,52,190080,"N02",2,,1
3,19,1914,2,934,190081,"N01",9,,2
3,19,1914,2,934,190081,"N02",9,,2
3,19,1914,2,934,190082,"N01",2,,1
3,19,1914,2,934,190082,"N02",9,,2
3,19,1914,2,934,190083,"N01",1,,2
3,19,1914,2,934,190086,"N01",9,,3
3,19,1914,2,934,190086,"N02",9,,2
3,19,1914,2,934,190087,"N01",9,,2
3,19,1914,2,934,190087,"N02",9,,4
3,19,1914,2,934,190088,"N01",9,,2
3,19,1914,2,934,190088,"N02",9,,2
3,19,1914,2,934,190088,"N03",9,,2
3,19,1914,2,934,190089,"N01",1,,5
3,19,1941,2,518,190091,"N01",9,,2
3,19,1941,2,518,190091,"N02",2,,1
3,19,1941,2,518,190093,"N01",1,,1
3,19,1941,2,518,190093,"N02",9,,2
3,19,1941,2,518,190093,"N03",2,,3
3,19,1941,2,518,190093,"N04",9,,2
3,19,1941,2,518,190094,"N01",2,,1
3,19,1941,2,518,190094,"N02",9,,2
3,19,1941,2,518,190094,"N03",2,,3
3,19,1941,2,518,190094,"N04",9,,2
3,19,1941,2,518,190094,"N05",9,,2
3,19,1941,2,518,190095,"N01",13,,2
3,19,1941,2,518,190095,"N02",2,,1
3,19,1941,2,518,190095,"N03",13,,2
3,19,1941,2,518,190095,"N04",15,,2
3,19,1941,2,518,190096,"N01",9,,2
3,19,1941,2,518,190097,"N01",9,,4
3,19,1941,2,518,190097,"N02",9,,4
3,19,1941,2,518,190097,"N03",9,,4
3,19,1941,2,518,190098,"N01",2,,1
3,19,1941,2,518,190098,"N02",9,,2
3,19,1941,2,518,190098,"N03",2,,3
3,19,1941,2,518,190098,"N04",9,,2
3,19,1941,2,518,190098,"N05",7,,3
3,19,1941,2,518,190098,"N06",9,,2
3,19,1941,2,518,190099,"N01",13,,2
3,19,1941,2,518,190099,"N02",9,,2
3,19,1941,2,518,190099,"N03",9,,2
3,19,1941,2,518,190100,"N01",13,,2
3,19,1941,2,518,190100,"N02",2,,1
3,19,1941,2,518,190100,"N03",13,,2
3,19,1941,2,518,190100,"N04",15,,2
3,19,1925,1,2858,190101,"N01",12,,5
3,19,1925,1,2858,190102,"N01",1,,1
3,19,1925,1,2858,190102,"N02",9,,2
3,19,1925,1,2858,190103,"N01",9,,4
3,19,1925,1,2858,190103,"N02",9,,4
3,19,1925,1,2858,190104,"N01",2,,1
3,19,1925,1,2858,190104,"N02",9,,2
3,19,1925,1,2858,190105,"N01",9,,2
3,19,1925,1,2858,190105,"N02",2,,1
3,19,1925,1,2858,190105,"N03",9,,2
3,19,1925,1,2858,190106,"N01",9,,6
3,19,1925,1,2858,190107,"N01",9,,3
3,19,1925,1,2858,190108,"N01",1,,1
3,19,1925,1,2858,190108,"N02",9,,2
3,19,1925,1,2858,190109,"N01",9,,3
3,19,1925,1,2858,190109,"N02",8,,4
3,19,1925,1,2858,190110,"N01",9,,2
3,19,1905,2,1290,190121,"N01",9,,2
3,19,1905,2,1290,190121,"N02",2,,2
3,19,1905,2,1290,190122,"N01",9,,3
3,19,1905,2,1290,190122,"N02",9,,3
3,19,1905,2,1290,190123,"N01",9,,2
3,19,1905,2,1290,190124,"N01",2,,1
3,19,1905,2,1290,190124,"N02",9,,2
3,19,1905,2,1290,190124,"N03",2,,2
3,19,1905,2,1290,190124,"N04",1,,1
3,19,1905,2,1290,190124,"N05",1,,1
3,19,1905,2,1290,190124,"N06",12,,1
3,19,1905,2,1290,190125,"N01",9,,3
3,19,1905,2,1290,190125,"N02",9,,3
3,19,1905,2,1290,190126,"N01",9,,2
3,19,1905,2,1290,190126,"N02",2,,2
3,19,1905,2,1290,190127,"N01",9,,2
3,19,1905,2,1290,190127,"N02",12,,3
3,19,1905,2,1290,190128,"N01",9,,2
3,19,1905,2,1290,190129,"N01",9,,3
3,19,1905,2,1290,190129,"N02",12,,3
3,19,1905,2,1290,190130,"N01",7,,2
3,19,1905,2,1290,190130,"N02",2,,1
3,19,1905,2,1290,190130,"N03",9,,2
3,19,1910,2,808,190131,"N01",9,,2
3,19,1910,2,808,190131,"N02",2,,1
3,19,1910,2,808,190132,"N01",9,,2
3,19,1910,2,808,190132,"N02",2,,1
3,19,1910,2,808,190133,"N01",9,,2
3,19,1910,2,808,190134,"N01",9,,2
3,19,1910,2,808,190134,"N02",2,,1
3,19,1910,2,808,190135,"N01",1,,1
3,19,1910,2,808,190136,"N01",9,,1
3,19,1910,2,808,190136,"N02",2,,1
3,19,1910,2,808,190138,"N01",9,,1
3,19,1910,2,808,190138,"N02",9,,1
3,19,1910,2,808,190139,"N01",2,,1
3,19,1910,2,808,190139,"N02",9,,1
3,19,1910,2,808,190139,"N03",1,,1
3,19,1910,2,808,190140,"N01",1,,1
3,19,1910,2,808,190140,"N02",2,,1
3,19,1910,2,808,190140,"N03",9,,2
3,19,1908,2,284,190143,"N01",1,,1
3,19,1908,2,284,190144,"N01",9,,2
3,19,1908,2,284,190145,"N01",1,,1
3,19,1908,2,284,190146,"N01",9,,4
3,19,1908,2,284,190147,"N01",1,,1
3,19,1908,2,284,190147,"N02",1,,1
3,19,1908,2,284,190148,"N01",9,,4
3,19,1908,2,284,190149,"N01",1,,1
3,19,1908,2,284,190149,"N02",9,,2
3,19,1908,2,284,190150,"N01",9,,2
3,19,1934,2,386,190151,"N01",9,,1
3,19,1934,2,386,190151,"N02",2,,2
3,19,1934,2,386,190152,"N01",12,,3
3,19,1934,2,386,190152,"N02",12,,3
3,19,1934,2,386,190153,"N01",9,,3
3,19,1934,2,386,190154,"N01",9,,2
3,19,1934,2,386,190154,"N02",12,,3
3,19,1934,2,386,190156,"N01",9,,1
3,19,1934,2,386,190157,"N01",1,,1
3,19,1934,2,386,190157,"N02",2,,1
3,19,1934,2,386,190157,"N03",9,,1
3,19,1934,2,386,190158,"N01",9,,1
3,19,1934,2,386,190159,"N01",7,,1
3,19,1934,2,386,190159,"N02",7,,1
3,19,1934,2,386,190160,"N01",9,,2
3,19,1919,2,366,190161,"N01",1,,1
3,19,1919,2,366,190161,"N02",9,,2
3,19,1919,2,366,190162,"N01",9,,4
3,19,1919,2,366,190163,"N01",9,,2
3,19,1919,2,366,190163,"N02",9,,2
3,19,1919,2,366,190164,"N01",1,,1
3,19,1919,2,366,190165,"N01",9,,3
3,19,1919,2,366,190165,"N02",12,,4
3,19,1919,2,366,190166,"N01",2,,1
3,19,1919,2,366,190166,"N02",9,,2
3,19,1919,2,366,190167,"N01",9,,2
3,19,1919,2,366,190167,"N02",2,,1
3,19,1919,2,366,190167,"N03",9,,2
3,19,1919,2,366,190168,"N01",9,,3
3,19,1919,2,366,190169,"N01",12,,4
3,19,1919,2,366,190169,"N02",9,,2
3,19,1919,2,366,190170,"N01",9,,2
3,19,1919,2,366,190170,"N02",9,,2
3,19,1928,2,526,190171,"N01",9,,1
3,19,1928,2,526,190172,"N01",8,,2
3,19,1928,2,526,190172,"N02",9,,2
3,19,1928,2,526,190173,"N01",9,,2
3,19,1928,2,526,190173,"N02",9,,2
3,19,1928,2,526,190174,"N01",9,,2
3,19,1928,2,526,190174,"N02",9,,2
3,19,1928,2,526,190175,"N01",9,,2
3,19,1928,2,526,190175,"N02",9,,2
3,19,1928,2,526,190176,"N01",9,,2
3,19,1928,2,526,190176,"N02",9,,2
3,19,1928,2,526,190177,"N01",9,,2
3,19,1928,2,526,190177,"N02",12,,6
3,19,1928,2,0,190178,"N01",1,,1
3,19,1928,2,0,190178,"N02",1,,1
3,19,1928,2,0,190178,"N03",2,,1
3,19,1928,2,0,190178,"N04",11,,2
3,19,1928,2,526,190179,"N01",9,,2
3,19,1928,2,526,190179,"N02",12,,3
3,19,1928,2,526,190180,"N01",2,,1
3,19,1928,2,526,190180,"N02",9,,2
3,19,1932,2,562,190181,"N01",1,,1
3,19,1932,2,562,190181,"N02",9,,2
3,19,1932,2,562,190183,"N01",2,,1
3,19,1932,2,562,190183,"N02",2,,1
3,19,1932,2,562,190184,"N01",9,,2
3,19,1932,2,562,190185,"N01",9,,2
3,19,1932,2,562,190185,"N02",9,,2
3,19,1932,2,562,190186,"N01",12,,3
3,19,1932,2,562,190187,"N01",1,,1
3,19,1932,2,562,190187,"N02",9,,2
3,19,1932,2,562,190188,"N01",9,,2
3,19,1932,2,562,190189,"N01",9,,2
3,19,1932,2,562,190189,"N02",9,,2
3,19,1932,2,562,190190,"N01",9,,1
3,19,1923,2,284,190192,"N01",7,,1
3,19,1923,2,284,190192,"N02",9,,1
3,19,1923,2,284,190193,"N01",9,,2
3,19,1923,2,284,190193,"N02",9,,2
3,19,1923,2,284,190193,"N03",9,,2
3,19,1923,2,284,190194,"N01",2,,1
3,19,1923,2,284,190194,"N02",7,,1
3,19,1923,2,284,190194,"N03",9,,1
3,19,1923,2,284,190195,"N01",9,,2
3,19,1923,2,284,190196,"N01",9,,2
3,19,1923,2,284,190196,"N02",2,,2
3,19,1923,2,284,190197,"N01",9,,1
3,19,1923,2,284,190198,"N01",1,,1
3,19,1923,2,284,190198,"N02",9,,1
3,19,1923,2,284,190199,"N01",9,,1
3,19,1923,2,284,190200,"N01",9,,1
3,19,1923,2,284,190200,"N02",12,,3
3,20,2021,1,3300,200010,"N01",9,,3
3,20,2021,1,3300,200010,"N02",7,,3
3,20,2018,2,1134,200011,"N01",1,,1
3,20,2018,2,1134,200011,"N02",9,,2
3,20,2018,2,1134,200012,"N01",9,,2
3,20,2018,2,1134,200013,"N01",9,,2
3,20,2018,2,1134,200013,"N02",9,,2
3,20,2018,2,1134,200014,"N01",9,,2
3,20,2018,2,1134,200014,"N02",9,,2
3,20,2018,2,1134,200015,"N01",9,,2
3,20,2018,2,1134,200016,"N01",2,,1
3,20,2018,2,1134,200016,"N02",12,,3
3,20,2018,2,1134,200016,"N03",12,,3
3,20,2018,2,1134,200017,"N01",9,,3
3,20,2018,2,1134,200017,"N02",12,,4
3,20,2018,2,1134,200017,"N03",12,,4
3,20,2018,2,1134,200018,"N01",9,,2
3,20,2018,2,1134,200019,"N01",9,,2
3,20,2018,2,1134,200020,"N01",2,,1
3,20,2018,2,1134,200020,"N02",1,,1
3,20,2018,2,1134,200020,"N03",12,,3
3,20,2018,2,1134,200020,"N04",12,,3
3,20,2005,2,970,200021,"N01",9,,2
3,20,2005,2,970,200022,"N01",9,,2
3,20,2005,2,970,200022,"N02",1,,2
3,20,2005,2,970,200022,"N03",1,,1
3,20,2005,2,970,200022,"N04",1,,2
3,20,2005,2,970,200023,"N01",9,,2
3,20,2005,2,970,200023,"N02",1,,1
3,20,2005,2,970,200023,"N03",1,,1
3,20,2005,2,970,200023,"N04",1,,1
3,20,2005,2,970,200024,"N01",9,,2
3,20,2005,2,970,200025,"N01",1,,1
3,20,2005,2,970,200026,"N01",9,,2
3,20,2005,2,970,200027,"N01",9,,2
3,20,2005,2,970,200028,"N01",12,,3
3,20,2005,2,970,200029,"N01",9,,2
3,20,2005,2,970,200029,"N02",12,,3
3,20,2005,2,970,200029,"N03",2,,1
3,20,2005,2,970,200030,"N01",9,,3
3,20,2005,2,970,200030,"N02",1,,1
3,20,2003,2,784,200031,"N01",9,,2
3,20,2003,2,784,200031,"N02",3,,2
3,20,2003,2,784,200031,"N03",12,,2
3,20,2003,2,784,200032,"N01",3,,2
3,20,2003,2,784,200032,"N02",9,,2
3,20,2003,2,784,200033,"N01",1,,1
3,20,2003,2,784,200033,"N02",2,,1
3,20,2003,2,784,200033,"N03",12,,2
3,20,2003,2,784,200034,"N01",12,,3
3,20,2003,2,784,200034,"N02",9,,1
3,20,2003,2,784,200035,"N01",12,,3
3,20,2003,2,784,200035,"N02",2,,1
3,20,2003,2,784,200035,"N03",12,,3
3,20,2003,2,784,200035,"N04",12,,3
3,20,2003,2,784,200036,"N01",12,,3
3,20,2003,2,784,200036,"N02",2,,1
3,20,2003,2,784,200036,"N03",12,,3
3,20,2003,2,784,200036,"N04",12,,3
3,20,2003,2,784,200037,"N01",1,,1
3,20,2003,2,784,200037,"N02",9,,2
3,20,2003,2,784,200037,"N03",3,,2
3,20,2003,2,784,200038,"N01",1,,1
3,20,2003,2,784,200038,"N02",1,,1
3,20,2003,2,784,200038,"N03",12,,2
3,20,2003,2,784,200038,"N04",1,,1
3,20,2003,2,784,200039,"N01",1,,1
3,20,2003,2,784,200039,"N02",9,,1
3,20,2003,2,784,200040,"N01",9,,2
3,20,2003,2,784,200040,"N02",3,,2
3,20,2030,2,1050,200041,"N01",9,,2
3,20,2030,2,1050,200041,"N02",1,,1
3,20,2030,2,1050,200042,"N01",12,,3
3,20,2030,2,1050,200042,"N02",12,,3
3,20,2030,2,1050,200043,"N01",9,,2
3,20,2030,2,1050,200043,"N02",1,,2
3,20,2030,2,1050,200044,"N01",2,,1
3,20,2030,2,1050,200044,"N02",9,,2
3,20,2030,2,1050,200046,"N01",9,,2
3,20,2030,2,1050,200047,"N01",9,,2
3,20,2030,2,1050,200047,"N02",1,,1
3,20,2030,2,1050,200048,"N01",9,,2
3,20,2030,2,1050,200049,"N01",9,,1
3,20,2030,2,1050,200049,"N02",12,,3
3,20,2030,2,1050,200049,"N03",12,,3
3,20,2030,2,1050,200050,"N01",12,,3
3,20,2030,2,1050,200050,"N02",12,,3
3,20,2030,2,1050,200050,"N03",12,,3
3,20,2032,1,1390,200052,"N01",9,,2
3,20,2032,1,1390,200056,"N01",18,,6
3,20,2032,1,1390,200056,"N02",9,,3
3,20,2032,1,1390,200056,"N03",1,,3
3,20,2032,2,1772,200061,"N01",9,,2
3,20,2032,2,1772,200061,"N02",1,,1
3,20,2032,2,1772,200062,"N01",9,,2
3,20,2032,2,1772,200063,"N01",9,,2
3,20,2032,2,1772,200063,"N02",2,,2
3,20,2032,2,1772,200064,"N01",2,,1
3,20,2032,2,1772,200064,"N02",9,,2
3,20,2032,2,1772,200065,"N01",9,,2
3,20,2032,2,1772,200065,"N02",9,,2
3,20,2032,2,1772,200066,"N01",12,,3
3,20,2032,2,1772,200066,"N02",12,,3
3,20,2032,2,1772,200067,"N01",9,,2
3,20,2032,2,1772,200067,"N02",9,,2
3,20,2032,2,1772,200067,"N03",2,,1
3,20,2032,2,1772,200068,"N01",12,,3
3,20,2032,2,1772,200068,"N02",12,,3
3,20,2032,2,1772,200069,"N01",12,,3
3,20,2032,2,1772,200069,"N02",12,,3
3,20,2032,2,1772,200069,"N03",12,,3
3,20,2015,2,1746,200071,"N01",9,,2
3,20,2015,2,1746,200072,"N01",9,,2
3,20,2015,2,1746,200074,"N01",11,,2
3,20,2015,2,1746,200075,"N01",12,,3
3,20,2015,2,1746,200076,"N01",11,,2
3,20,2015,2,1746,200076,"N02",11,,1
3,20,2015,2,1746,200077,"N01",12,,3
3,20,2015,2,1746,200078,"N01",1,,1
3,20,2015,2,1746,200079,"N01",9,,2
3,20,2022,2,1130,200081,"N01",12,,3
3,20,2022,2,1130,200081,"N02",9,,1
3,20,2022,2,1130,200082,"N01",2,,1
3,20,2022,2,1130,200082,"N02",12,,3
3,20,2022,2,1130,200082,"N03",12,,3
3,20,2022,2,1130,200083,"N01",9,,4
3,20,2022,2,1130,200083,"N02",2,,1
3,20,2022,2,1130,200083,"N03",12,,3
3,20,2022,2,1130,200084,"N01",9,,2
3,20,2022,2,1130,200085,"N01",2,,1
3,20,2022,2,1130,200086,"N01",9,,2
3,20,2022,2,1130,200086,"N02",1,,1
3,20,2022,2,1130,200087,"N01",9,,2
3,20,2022,2,1130,200087,"N02",7,,1
3,20,2022,2,1130,200088,"N01",9,,2
3,20,2022,2,1130,200088,"N02",1,,1
3,20,2022,2,1130,200089,"N01",9,,2
3,20,2022,2,1130,200090,"N01",9,,2
3,20,2001,2,1354,200091,"N01",9,,1
3,20,2001,2,1354,200091,"N02",9,,1
3,20,2001,2,1354,200092,"N01",2,,2
3,20,2001,2,1354,200092,"N02",7,,3
3,20,2001,2,1354,200093,"N01",1,,4
3,20,2001,2,1354,200093,"N02",2,,2
3,20,2001,2,1354,200093,"N03",12,,6
3,20,2001,2,1354,200094,"N01",2,,1
3,20,2001,2,1354,200094,"N02",9,,1
3,20,2001,2,1354,200094,"N03",9,,1
3,20,2001,2,1354,200095,"N01",9,,4
3,20,2001,2,1354,200095,"N02",2,,4
3,20,2001,2,1354,200096,"N01",1,,3
3,20,2001,2,1354,200096,"N02",12,,3
3,20,2001,2,1354,200096,"N03",12,,3
3,20,2001,2,1354,200097,"N01",10,,5
3,20,2001,2,1354,200097,"N02",2,,2
3,20,2001,2,1354,200097,"N03",15,,6
3,20,2001,2,1354,200097,"N04",12,,3
3,20,2001,2,1354,200098,"N01",9,,1
3,20,2001,2,1354,200098,"N02",9,,1
3,20,2001,2,1354,200098,"N03",9,,1
3,20,2001,2,1354,200098,"N04",9,,1
3,20,2001,2,1354,200099,"N01",6,,2
3,20,2001,2,1354,200099,"N02",2,,2
3,20,2001,2,1354,200099,"N03",2,,1
3,20,2001,2,1354,200099,"N04",9,,1
3,20,2001,2,1354,200099,"N05",3,,2
3,20,2001,2,1354,200099,"N06",10,,3
3,20,2001,2,1354,200100,"N01",2,,1
3,20,2001,2,1354,200100,"N02",2,,2
3,20,2001,2,1354,200100,"N03",6,,2
3,20,2001,2,1354,200100,"N04",3,,2
3,20,2001,2,1354,200100,"N05",6,,1
3,20,2001,2,1354,200100,"N06",2,,1
3,20,2025,2,760,200101,"N01",9,,1
3,20,2025,2,760,200101,"N02",9,,1
3,20,2025,2,760,200103,"N01",2,,2
3,20,2025,2,760,200103,"N02",12,,3
3,20,2025,2,760,200104,"N01",12,,3
3,20,2025,2,760,200104,"N02",2,,2
3,20,2025,2,760,200104,"N03",15,,6
3,20,2025,2,760,200105,"N01",2,,4
3,20,2025,2,760,200105,"N02",3,,4
3,20,2025,2,760,200105,"N03",8,,4
3,20,2025,2,760,200106,"N01",9,,1
3,20,2025,2,760,200106,"N02",9,,1
3,20,2025,2,760,200106,"N03",9,,1
3,20,2025,2,760,200107,"N01",2,,1
3,20,2025,2,760,200107,"N02",12,,3
3,20,2025,2,760,200108,"N01",1,,1
3,20,2025,2,760,200108,"N02",12,,3
3,20,2025,2,760,200109,"N01",2,,4
3,20,2025,2,760,200109,"N02",2,,4
3,20,2025,2,760,200109,"N03",12,,5
3,20,2025,2,760,200109,"N04",9,,4
3,20,2025,2,760,200110,"N01",9,,3
3,20,2025,2,760,200110,"N02",9,,3
3,20,2025,2,760,200110,"N03",7,,1
3,20,2025,2,760,200110,"N04",9,,1
3,20,2025,2,760,200110,"N05",9,,4
3,20,2025,2,1304,200112,"N01",2,,1
3,20,2025,2,1304,200112,"N02",9,,1
3,20,2025,2,1304,200112,"N03",9,,1
3,20,2025,2,1304,200113,"N01",2,,4
3,20,2025,2,1304,200113,"N02",2,,4
3,20,2025,2,1304,200113,"N03",2,,4
3,20,2025,2,1304,200113,"N04",2,,4
3,20,2025,2,1304,200114,"N01",2,,2
3,20,2025,2,1304,200115,"N01",9,,1
3,20,2025,2,1304,200115,"N02",2,,1
3,20,2025,2,1304,200115,"N03",9,,1
3,20,2025,2,1304,200115,"N04",9,,1
3,20,2019,2,344,200121,"N01",3,,2
3,20,2019,2,344,200121,"N02",2,,1
3,20,2019,2,344,200121,"N03",8,,3
3,20,2019,2,344,200121,"N04",8,,3
3,20,2019,2,344,200121,"N05",2,,2
3,20,2019,2,344,200122,"N01",1,,1
3,20,2019,2,344,200122,"N02",2,,1
3,20,2019,2,344,200122,"N03",12,,5
3,20,2019,2,344,200122,"N04",12,,5
3,20,2019,2,344,200123,"N01",12,,5
3,20,2019,2,344,200123,"N02",7,,3
3,20,2019,2,344,200123,"N03",13,,5
3,20,2019,2,344,200124,"N01",12,,2
3,20,2019,2,344,200125,"N01",2,,2
3,20,2019,2,344,200125,"N02",3,,1
3,20,2019,2,344,200125,"N03",3,,2
3,20,2019,2,344,200126,"N01",2,,1
3,20,2019,2,344,200126,"N02",3,,2
3,20,2019,2,344,200126,"N03",8,,4
3,20,2019,2,344,200126,"N04",2,,2
3,20,2019,2,344,200127,"N01",2,,1
3,20,2019,2,344,200127,"N02",2,,1
3,20,2019,2,344,200127,"N03",1,,1
3,20,2019,2,344,200127,"N04",12,,5
3,20,2019,2,344,200128,"N01",9,,1
3,20,2019,2,344,200128,"N02",9,,1
3,20,2019,2,344,200128,"N03",9,,1
3,20,2019,2,344,200130,"N01",9,,1
3,20,2019,2,344,200130,"N02",9,,1
3,20,2019,2,344,200130,"N03",9,,1
3,20,2009,2,240,200131,"N01",9,,1
3,20,2009,2,240,200131,"N02",9,,1
3,20,2009,2,240,200132,"N01",9,,1
3,20,2009,2,240,200132,"N02",9,,1
3,20,2009,2,240,200132,"N03",9,,1
3,20,2009,2,240,200132,"N04",9,,1
3,20,2009,2,240,200133,"N01",9,,1
3,20,2009,2,240,200133,"N02",9,,1
3,20,2009,2,240,200134,"N01",9,,1
3,20,2009,2,240,200134,"N02",9,,1
3,20,2009,2,240,200135,"N01",12,,5
3,20,2009,2,240,200135,"N02",15,,6
3,20,2009,2,240,200135,"N03",15,,6
3,20,2009,2,240,200136,"N01",12,,5
3,20,2009,2,240,200136,"N02",7,,3
3,20,2009,2,240,200136,"N03",15,,6
3,20,2009,2,240,200137,"N01",2,,2
3,20,2009,2,240,200137,"N02",1,,2
3,20,2009,2,240,200137,"N03",8,,4
3,20,2009,2,240,200137,"N04",2,,1
3,20,2009,2,240,200138,"N01",2,,2
3,20,2009,2,240,200138,"N02",2,,4
3,20,2009,2,240,200138,"N03",1,,3
3,20,2009,2,240,200138,"N04",8,,3
3,20,2009,2,240,200139,"N01",2,,2
3,20,2009,2,240,200139,"N02",8,,4
3,20,2009,2,240,200139,"N03",2,,1
3,20,2009,2,240,200139,"N04",3,,2
3,20,2009,2,240,200140,"N01",12,,5
3,20,2009,2,240,200140,"N02",7,,5
3,20,2009,2,240,200140,"N03",12,,5
3,20,2009,2,240,200140,"N04",15,,6
3,20,2009,2,240,200140,"N05",12,,5
3,20,2008,2,1474,200141,"N01",9,,1
3,20,2008,2,1474,200141,"N02",9,,1
3,20,2008,2,1474,200141,"N03",9,,1
3,20,2008,2,1474,200142,"N01",9,,1
3,20,2008,2,1474,200142,"N02",9,,1
3,20,2008,2,1474,200142,"N03",9,,1
3,20,2008,2,1474,200143,"N01",9,,1
3,20,2008,2,1474,200143,"N02",2,,2
3,20,2008,2,1474,200143,"N03",3,,2
3,20,2008,2,1474,200143,"N04",3,,2
3,20,2008,2,1474,200144,"N01",2,,1
3,20,2008,2,1474,200144,"N02",9,,1
3,20,2008,2,1474,200144,"N03",9,,1
3,20,2008,2,0,200145,"N01",2,,1
3,20,2008,2,0,200145,"N02",9,,1
3,20,2008,2,0,200145,"N03",9,,1
3,20,2008,2,1474,200146,"N01",1,,2
3,20,2008,2,1474,200146,"N02",2,,2
3,20,2008,2,1474,200146,"N03",9,,3
3,20,2008,2,1474,200147,"N01",2,,1
3,20,2008,2,1474,200147,"N02",2,,1
3,20,2008,2,1474,200147,"N03",3,,1
3,20,2008,2,1474,200147,"N04",15,,3
3,20,2008,2,1474,200148,"N01",12,,5
3,20,2008,2,1474,200148,"N02",15,,5
3,20,2008,2,1474,200148,"N03",12,,5
3,20,2008,2,1474,200148,"N04",12,,5
3,20,2008,2,1474,200148,"N05",12,,5
3,20,2008,2,1474,200149,"N01",12,,5
3,20,2008,2,1474,200149,"N02",15,,6
3,20,2008,2,1474,200149,"N03",12,,5
3,20,2008,2,1474,200149,"N04",15,,5
3,20,2008,2,1474,200150,"N01",2,,1
3,20,2008,2,1474,200150,"N02",2,,2
3,20,2008,2,1474,200150,"N03",3,,2
3,20,2013,2,1232,200152,"N01",3,,2
3,20,2013,2,1232,200152,"N02",2,,1
3,20,2013,2,1232,200152,"N03",8,,5
3,20,2013,2,1232,200153,"N01",9,,1
3,20,2013,2,1232,200153,"N02",9,,1
3,20,2013,2,1232,200153,"N03",9,,1
3,20,2013,2,1232,200154,"N01",2,,1
3,20,2013,2,1232,200154,"N02",12,,5
3,20,2013,2,1232,200154,"N03",12,,5
3,20,2013,2,1232,200154,"N04",13,,4
3,20,2013,2,1232,200155,"N01",7,,5
3,20,2013,2,1232,200155,"N02",12,,3
3,20,2013,2,1232,200156,"N01",2,,1
3,20,2013,2,1232,200156,"N02",9,,1
3,20,2013,2,1232,200156,"N03",9,,1
3,20,2013,2,1232,200157,"N01",1,,2
3,20,2013,2,1232,200157,"N02",12,,5
3,20,2013,2,1232,200157,"N03",12,,5
3,20,2013,2,1232,200158,"N01",2,,1
3,20,2013,2,1232,200158,"N02",9,,1
