"zone","state","lga","sector","ea","hhid","network_cd","sa10q2","sa10q2b","sa10q3"
5,9,913,2,2266,90128,"N01",9,,1
5,9,913,2,2266,90129,"N01",10,,1
5,9,913,2,2266,90129,"N02",15,,2
5,9,913,2,2266,90130,"N01",10,,2
5,10,1014,2,80,100002,"N01",12,,5
5,10,1014,2,80,100004,"N01",13,,5
5,10,1014,2,80,100005,"N01",9,,1
5,10,1014,2,80,100005,"N02",10,,6
5,10,1014,2,80,100007,"N01",10,,8
5,10,1014,2,80,100009,"N01",10,,8
5,10,1001,2,172,100013,"N01",9,,3
5,10,1001,2,172,100013,"N02",7,,1
5,10,1001,2,172,100015,"N01",9,,1
5,10,1001,2,172,100020,"N01",9,,1
5,10,1002,2,0,100021,"N01",9,,4
5,10,1002,2,0,100021,"N02",9,,6
5,10,1007,1,1166,100024,"N01",12,,5
5,10,1007,1,1166,100024,"N02",17,,2
5,10,1007,1,1166,100024,"N03",13,,5
5,10,1007,1,1166,100025,"N01",9,,1
5,10,1007,1,1166,100025,"N02",9,,1
5,10,1007,1,1166,100029,"N01",13,,1
5,10,1007,1,1166,100029,"N02",9,,1
5,10,1007,1,1166,100030,"N01",12,,5
5,10,1007,1,1166,100030,"N02",9,,1
5,10,1007,1,1166,100030,"N03",9,,1
5,10,1007,1,1166,100030,"N04",31,"TRADER FROM THE EAST",8
5,10,1008,2,1314,100031,"N01",9,,2
5,10,1008,2,1314,100032,"N01",10,,2
5,10,1008,2,1314,100032,"N02",10,,1
5,10,1008,2,1314,100033,"N01",2,,1
5,10,1008,2,1314,100034,"N01",9,,2
5,10,1008,2,1314,100036,"N01",9,,2
5,10,1008,2,1314,100036,"N02",17,,2
5,10,1008,2,1314,100036,"N03",10,,2
5,10,1008,2,1314,100038,"N01",10,,2
5,10,1008,2,1314,100038,"N02",10,,1
5,10,1008,2,1314,100039,"N01",17,,2
5,10,1008,2,1314,100040,"N01",17,,2
5,10,1008,2,1718,100042,"N01",2,,1
5,10,1008,2,1718,100042,"N02",2,,1
5,10,1008,2,1718,100042,"N03",2,,1
5,10,1008,2,1718,100042,"N04",9,,1
5,10,1008,2,1718,100043,"N01",1,,1
5,10,1008,2,1718,100043,"N02",1,,1
5,10,1008,2,1718,100043,"N03",1,,1
5,10,1008,2,1718,100043,"N04",9,,1
5,10,1008,2,1718,100044,"N01",9,,2
5,10,1008,2,1718,100044,"N02",9,,1
5,10,1008,2,1718,100045,"N01",9,,1
5,10,1008,2,1718,100045,"N02",9,,2
5,10,1008,2,1718,100045,"N03",9,,4
5,10,1008,2,1718,100046,"N01",9,,3
5,10,1008,2,1718,100046,"N02",9,,2
5,10,1008,2,1718,100047,"N01",17,,1
5,10,1008,2,1718,100047,"N02",10,,1
5,10,1008,2,1718,100048,"N01",9,,1
5,10,1008,2,1718,100048,"N02",5,,1
5,10,1008,2,1718,100048,"N03",9,,2
5,10,1008,2,1718,100049,"N01",10,,2
5,10,1008,2,1718,100049,"N02",17,,2
5,10,1008,2,1718,100049,"N03",13,,4
5,10,1008,2,1718,100050,"N01",10,,2
5,10,1008,2,1718,100050,"N02",17,,2
5,10,1008,2,1718,100050,"N03",13,,4
5,10,1012,2,936,100061,"N01",1,,1
5,10,1012,2,936,100061,"N02",1,,1
5,10,1012,2,936,100061,"N03",2,,1
5,10,1012,2,936,100061,"N04",2,,1
5,10,1012,2,936,100061,"N05",12,,5
5,10,1012,2,936,100061,"N06",12,,5
5,10,1010,2,20,100071,"N01",2,,1
5,10,1010,2,20,100074,"N01",9,,1
5,10,1010,2,20,100076,"N01",9,,1
5,10,1005,2,1374,100090,"N01",2,,1
5,10,1005,2,1374,100090,"N02",2,,1
5,10,1005,2,1374,100090,"N03",9,,1
5,10,1005,1,662,100094,"N01",9,,1
5,10,1005,1,662,100094,"N02",12,,1
5,10,1005,1,662,100095,"N01",9,,1
5,10,1005,1,662,100096,"N01",12,,3
5,10,1018,2,898,100101,"N01",13,,1
5,10,1018,2,898,100102,"N01",13,,3
5,10,1018,2,898,100103,"N01",9,,1
5,10,1018,2,898,100105,"N01",2,,1
5,10,1018,2,898,100105,"N02",2,,1
5,10,1018,2,898,100109,"N01",9,,1
5,10,1018,2,898,100109,"N02",20,,1
4,11,1112,2,1952,110011,"N01",9,,2
4,11,1112,2,1952,110012,"N01",9,,1
4,11,1112,2,1952,110013,"N01",9,,2
4,11,1112,2,1952,110014,"N01",9,,1
4,11,1112,2,1952,110015,"N01",9,,2
4,11,1112,2,1952,110016,"N01",9,,2
4,11,1112,2,1952,110017,"N01",9,,1
4,11,1112,2,1952,110018,"N01",9,,2
4,11,1112,2,1952,110019,"N01",9,,1
4,11,1112,2,1952,110020,"N01",9,,1
4,11,1112,2,78,110021,"N01",9,,2
4,11,1112,2,78,110022,"N01",2,,2
4,11,1112,2,78,110022,"N02",9,,2
4,11,1112,2,78,110022,"N03",9,,3
4,11,1112,2,78,110023,"N01",1,,1
4,11,1112,2,78,110023,"N02",2,,1
4,11,1112,2,78,110023,"N03",9,,2
4,11,1112,2,78,110023,"N04",9,,2
4,11,1112,2,78,110024,"N01",9,,2
4,11,1112,2,78,110025,"N01",9,,2
4,11,1112,2,78,110026,"N01",9,,2
4,11,1112,2,78,110026,"N02",9,,3
4,11,1112,2,78,110027,"N01",9,,1
4,11,1112,2,78,110027,"N02",2,,2
4,11,1112,2,78,110028,"N01",9,,2
4,11,1112,2,78,110028,"N02",9,,1
4,11,1112,2,78,110029,"N01",9,,2
4,11,1112,2,78,110030,"N01",9,,3
4,11,1110,2,714,110031,"N01",9,,2
4,11,1110,2,714,110032,"N01",9,,2
4,11,1110,2,714,110033,"N01",9,,2
4,11,1110,2,714,110034,"N01",9,,2
4,11,1110,2,714,110035,"N01",9,,2
4,11,1110,2,714,110036,"N01",9,,2
4,11,1110,2,714,110037,"N01",9,,2
4,11,1110,2,714,110038,"N01",9,,2
4,11,1110,2,714,110039,"N01",9,,2
4,11,1110,2,714,110040,"N01",9,,2
4,11,1110,2,2752,110041,"N01",9,,2
4,11,1110,2,2752,110042,"N01",9,,1
4,11,1110,2,2752,110043,"N01",9,,1
4,11,1110,2,2752,110044,"N01",9,,1
4,11,1110,2,2752,110045,"N01",9,,1
4,11,1110,2,2752,110046,"N01",9,,2
4,11,1110,2,2752,110047,"N01",9,,2
4,11,1110,2,2752,110048,"N01",9,,2
4,11,1110,2,2752,110048,"N02",9,,3
4,11,1110,2,2752,110049,"N01",9,,2
4,11,1110,2,2752,110049,"N02",9,,3
4,11,1110,2,2752,110050,"N01",9,,2
4,11,1110,2,2752,110050,"N02",9,,3
4,11,1108,2,492,110051,"N01",9,,2
4,11,1108,2,492,110053,"N01",9,,2
4,11,1108,2,492,110055,"N01",9,,3
4,11,1108,2,492,110057,"N01",9,,2
4,11,1108,2,492,110059,"N01",9,,2
4,11,1108,2,492,110060,"N01",9,,2
4,11,1105,2,100,110061,"N01",12,,5
4,11,1105,2,100,110061,"N02",9,,2
4,11,1105,2,100,110062,"N01",9,,2
4,11,1105,2,100,110063,"N01",9,,2
4,11,1105,2,100,110064,"N01",12,,5
4,11,1105,2,100,110064,"N02",9,,3
4,11,1105,2,100,110065,"N01",12,,5
4,11,1105,2,100,110065,"N02",9,,3
4,11,1105,2,100,110066,"N01",9,,2
4,11,1105,2,100,110066,"N02",9,,3
4,11,1105,2,100,110067,"N01",9,,2
4,11,1105,2,100,110068,"N01",9,,2
4,11,1105,2,100,110069,"N01",9,,3
4,11,1105,2,100,110069,"N02",9,,2
4,11,1105,2,100,110070,"N01",9,,2
4,11,1106,2,446,110071,"N01",9,,2
4,11,1106,2,446,110072,"N01",9,,3
4,11,1106,2,446,110073,"N01",9,,2
4,11,1106,2,446,110074,"N01",9,,3
4,11,1106,2,446,110075,"N01",9,,2
4,11,1106,2,446,110076,"N01",9,,2
4,11,1106,2,446,110076,"N02",9,,2
4,11,1106,2,446,110078,"N01",9,,2
4,11,1106,2,446,110079,"N01",9,,2
4,11,1106,2,446,110080,"N01",9,,2
4,11,1106,2,446,110080,"N02",9,,2
4,11,1104,2,434,110081,"N01",9,,3
4,11,1104,2,434,110082,"N01",9,,2
4,11,1104,2,434,110083,"N01",9,,2
4,11,1104,2,434,110084,"N01",9,,2
4,11,1104,2,434,110085,"N01",9,,2
4,11,1104,2,434,110086,"N01",9,,2
4,11,1104,2,434,110087,"N01",9,,2
4,11,1104,2,434,110088,"N01",9,,2
4,11,1104,2,434,110089,"N01",9,,3
4,11,1104,2,434,110090,"N01",9,,2
4,11,1107,2,1034,110091,"N01",9,,2
4,11,1107,2,1034,110092,"N01",9,,2
4,11,1107,2,1034,110093,"N01",9,,2
4,11,1107,2,1034,110094,"N01",9,,2
4,11,1107,2,1034,110095,"N01",9,,2
4,11,1107,2,1034,110096,"N01",9,,2
4,11,1107,2,1034,110097,"N01",9,,4
4,11,1107,2,1034,110097,"N02",10,,2
4,11,1107,2,1034,110098,"N01",9,,2
4,11,1107,2,1034,110099,"N01",9,,2
4,11,1107,2,1034,110100,"N01",9,,2
4,11,1109,2,672,110101,"N01",9,,1
4,11,1109,2,672,110102,"N01",9,,1
4,11,1109,2,672,110103,"N01",9,,1
4,11,1109,2,672,110105,"N01",9,,1
4,11,1109,2,672,110106,"N01",2,,1
4,11,1109,2,672,110107,"N01",13,,1
4,11,1109,2,672,110107,"N02",2,,1
4,11,1109,2,672,110107,"N03",9,,1
4,11,1109,2,672,110108,"N01",9,,1
4,11,1109,2,672,110109,"N01",9,,1
4,11,1109,2,672,110110,"N01",2,,1
4,11,1109,2,672,110110,"N02",9,,2
4,11,1109,2,672,110110,"N03",9,,2
4,11,1113,2,954,110111,"N01",9,,1
4,11,1113,2,954,110112,"N01",9,,1
4,11,1113,2,954,110113,"N01",9,,1
4,11,1113,2,954,110114,"N01",9,,1
4,11,1113,2,954,110115,"N01",9,,1
4,11,1113,2,954,110116,"N01",9,,1
4,11,1113,2,954,110117,"N01",9,,1
4,11,1113,2,954,110118,"N01",9,,2
4,11,1113,2,954,110119,"N01",9,,1
4,11,1113,2,954,110120,"N01",9,,3
4,11,1102,2,936,110121,"N01",9,,2
4,11,1102,2,936,110122,"N01",9,,2
4,11,1102,2,936,110123,"N01",9,,2
4,11,1102,2,936,110124,"N01",9,,2
4,11,1102,2,936,110125,"N01",9,,2
4,11,1102,2,936,110126,"N01",9,,2
4,11,1102,2,936,110127,"N01",9,,1
4,11,1102,2,936,110128,"N01",9,,1
4,11,1102,2,936,110129,"N01",9,,2
4,11,1102,2,936,110130,"N01",9,,2
4,11,1101,2,154,110131,"N01",9,,2
4,11,1101,2,154,110132,"N01",9,,2
4,11,1101,2,154,110133,"N01",9,,2
4,11,1101,2,154,110134,"N01",9,,2
4,11,1101,2,154,110135,"N01",9,,2
4,11,1101,2,154,110136,"N01",9,,2
4,11,1101,2,154,110137,"N01",9,,2
4,11,1101,2,154,110138,"N01",9,,2
4,11,1101,2,154,110139,"N01",9,,2
4,11,1101,2,154,110140,"N01",9,,2
5,12,1211,1,2856,120010,"N01",9,,2
5,12,1212,1,0,120033,"N01",8,,1
5,12,1212,1,0,120033,"N02",2,,1
5,12,1212,1,1392,120040,"N01",8,,1
5,12,1212,1,1392,120040,"N02",8,,1
5,12,1208,2,526,120041,"N01",12,,2
5,12,1208,2,526,120042,"N01",8,,2
5,12,1208,2,526,120042,"N02",9,,1
5,12,1208,2,526,120045,"N01",8,,1
5,12,1208,2,526,120046,"N01",8,,2
5,12,1208,2,526,120046,"N02",9,,1
5,12,1208,2,526,120047,"N01",8,,2
5,12,1208,2,526,120047,"N02",9,,3
5,12,1208,2,526,120048,"N01",8,,3
5,12,1208,2,526,120048,"N02",9,,3
5,12,1208,2,526,120049,"N01",9,,2
5,12,1216,2,618,120051,"N01",9,,2
5,12,1216,2,618,120052,"N01",7,,3
5,12,1216,2,618,120052,"N02",9,,4
5,12,1216,2,618,120053,"N01",2,,1
5,12,1216,2,618,120053,"N02",9,,2
5,12,1216,2,618,120054,"N01",8,,3
5,12,1216,2,618,120054,"N02",9,,4
5,12,1216,2,618,120055,"N01",8,,3
5,12,1216,2,618,120055,"N02",7,,4
5,12,1216,2,618,120056,"N01",1,,2
5,12,1216,2,618,120056,"N02",12,,2
5,12,1216,2,618,120058,"N01",7,,3
5,12,1216,2,618,120058,"N02",8,,3
5,12,1216,2,618,120058,"N03",9,,4
5,12,1216,2,618,120059,"N01",1,,2
5,12,1216,2,618,120059,"N02",12,,2
5,12,1216,2,0,120060,"N01",12,,2
5,12,1210,2,462,120061,"N01",8,,2
5,12,1210,2,462,120061,"N02",12,,2
5,12,1210,2,462,120061,"N03",12,,2
5,12,1210,2,462,120062,"N01",10,,4
5,12,1210,2,462,120063,"N01",12,,2
5,12,1210,2,462,120064,"N01",1,,1
5,12,1210,2,462,120064,"N02",12,,2
5,12,1210,2,462,120065,"N01",12,,2
5,12,1210,2,462,120065,"N02",12,,2
5,12,1210,2,462,120065,"N03",8,,2
5,12,1210,2,462,120066,"N01",12,,2
5,12,1210,2,462,120067,"N01",8,,4
5,12,1210,2,462,120067,"N02",9,,3
5,12,1210,2,462,120068,"N01",8,,3
5,12,1210,2,462,120068,"N02",9,,3
5,12,1210,2,462,120069,"N01",9,,2
5,12,1210,2,462,120070,"N01",12,,2
5,12,1204,2,736,120073,"N01",2,,1
5,12,1204,2,736,120073,"N02",1,,1
5,12,1204,2,736,120073,"N03",12,,2
5,12,1204,2,736,120073,"N04",9,,1
5,12,1204,2,736,120075,"N01",8,,2
5,12,1204,2,736,120075,"N02",8,,2
5,12,1204,2,736,120078,"N01",8,,2
5,12,1204,2,736,120078,"N02",9,,1
5,12,1204,2,736,120078,"N03",9,,1
5,12,1204,2,736,120078,"N04",9,,1
5,12,1204,2,736,120079,"N01",9,,4
5,12,1204,2,736,120079,"N02",9,,1
5,12,1204,2,736,120080,"N01",1,,1
5,12,1204,2,736,120080,"N02",12,,4
5,12,1204,2,736,120080,"N03",9,,1
5,12,1214,2,452,120091,"N01",2,,1
5,12,1214,2,452,120091,"N02",2,,1
5,12,1214,2,452,120091,"N03",13,,5
5,12,1214,2,452,120091,"N04",9,,2
5,12,1214,2,452,120092,"N01",9,,2
5,12,1214,2,452,120093,"N01",8,,1
5,12,1214,2,452,120093,"N02",9,,2
5,12,1214,2,452,120094,"N01",1,,2
5,12,1214,2,452,120094,"N02",12,,2
5,12,1214,2,452,120094,"N03",9,,2
5,12,1214,2,452,120098,"N01",9,,2
5,12,1214,2,452,120098,"N02",8,,1
5,12,1214,2,452,120098,"N03",9,,2
5,12,1214,2,452,120099,"N01",8,,1
5,12,1214,2,452,120099,"N02",9,,2
5,12,1214,2,452,120100,"N01",9,,2
5,12,1214,2,452,120100,"N02",9,,2
6,13,1310,1,0,130001,"N01",11,,3
6,13,1310,1,0,130001,"N02",12,,3
6,13,1310,1,0,130007,"N01",9,,1
6,13,1310,1,1300,130010,"N01",12,,3
6,13,1314,1,6,130013,"N01",1,,1
6,13,1314,1,6,130016,"N01",12,,3
6,13,1314,1,6,130018,"N01",15,,3
6,13,1314,1,6,130018,"N02",15,,7
6,13,1314,1,6,130018,"N03",9,,3
6,13,1307,1,268,130021,"N01",9,,1
6,13,1307,1,268,130025,"N01",11,,3
6,13,1307,1,268,130025,"N02",12,,3
6,13,1307,1,268,130027,"N01",9,,2
6,13,1307,1,268,130029,"N01",9,,3
6,13,1303,1,626,130032,"N01",6,,3
6,13,1303,1,626,130034,"N01",10,,1
6,13,1303,1,626,130034,"N02",9,,1
6,13,1305,1,1232,130042,"N01",10,,1
6,13,1305,1,1232,130042,"N02",10,,1
6,13,1305,1,0,130045,"N01",12,,3
6,13,1305,1,1232,130048,"N01",12,,3
6,13,1305,1,1232,130050,"N01",12,,3
6,13,1309,2,674,130051,"N01",1,,5
6,13,1309,2,674,130051,"N02",8,,5
6,13,1309,2,674,130052,"N01",9,,3
6,13,1309,2,674,130052,"N02",10,,7
6,13,1309,2,674,130052,"N03",9,,1
6,13,1309,2,0,130053,"N01",15,,5
6,13,1309,2,0,130053,"N02",8,,1
6,13,1309,2,674,130054,"N01",10,,7
6,13,1309,2,674,130054,"N02",8,,1
6,13,1309,2,674,130055,"N01",13,,5
6,13,1309,2,674,130055,"N02",8,,1
6,13,1309,2,674,130055,"N03",9,,2
6,13,1309,2,674,130056,"N01",13,,6
6,13,1309,2,674,130056,"N02",8,,1
6,13,1309,2,674,130057,"N01",9,,3
6,13,1309,2,674,130057,"N02",9,,1
6,13,1309,2,0,130059,"N01",13,,4
6,13,1309,2,0,130059,"N02",15,,4
6,13,1309,2,0,130059,"N03",9,,2
6,13,1309,2,674,130060,"N01",10,,7
6,13,1309,2,674,130060,"N02",10,,7
6,13,1309,2,674,130060,"N03",9,,1
6,13,1305,2,0,130061,"N01",12,,3
6,13,1305,2,10,130062,"N01",9,,1
6,13,1305,2,10,130063,"N01",12,,3
6,13,1305,2,10,130064,"N01",9,,1
6,13,1305,2,10,130064,"N02",9,,1
6,13,1305,2,10,130064,"N03",9,,1
4,14,1401,2,1116,140001,"N01",9,,2
4,14,1401,2,1116,140003,"N01",10,,2
4,14,1401,2,1116,140004,"N01",9,,3
4,14,1401,2,1116,140006,"N01",9,,1
4,14,1401,2,1116,140007,"N01",9,,1
4,14,1407,2,68,140011,"N01",9,,3
4,14,1407,2,68,140011,"N02",10,,3
4,14,1407,2,68,140013,"N01",10,,1
4,14,1407,2,68,140016,"N01",9,,1
4,14,1407,2,68,140016,"N02",9,,1
4,14,1408,2,1996,140025,"N01",2,,1
4,14,1408,2,1996,140025,"N02",2,,1
4,14,1408,2,1996,140027,"N01",9,,2
4,14,1413,1,2578,140033,"N01",9,,1
4,14,1413,1,2578,140034,"N01",31,"self",1
4,14,1413,1,2578,140034,"N02",9,,1
4,14,1413,1,2578,140040,"N01",1,,1
4,14,1415,2,952,140041,"N01",2,,1
4,14,1415,2,952,140041,"N02",10,,3
4,14,1415,2,952,140043,"N01",11,,1
4,14,1415,2,952,140043,"N02",9,,3
4,14,1415,2,952,140045,"N01",1,,1
4,14,1415,2,952,140045,"N02",1,,1
4,14,1415,2,952,140045,"N03",1,,1
4,14,1415,2,952,140048,"N01",9,,3
4,14,1415,2,952,140049,"N01",2,,1
4,14,1415,2,952,140049,"N02",9,,2
4,14,1406,2,694,140063,"N01",9,,2
4,14,1406,2,694,140065,"N01",10,,3
4,14,1413,2,670,140071,"N01",9,,1
4,14,1413,2,670,140072,"N01",10,,4
4,14,1413,2,670,140073,"N01",9,,1
4,14,1413,2,670,140074,"N01",10,,4
4,14,1413,2,670,140075,"N01",9,,2
4,14,1413,2,0,140076,"N01",12,,5
4,14,1413,2,0,140076,"N02",9,,2
4,14,1413,2,0,140076,"N03",9,,1
4,14,1410,2,236,140082,"N01",9,,3
4,14,1410,2,236,140083,"N01",10,,3
4,14,1410,2,236,140084,"N01",9,,2
4,14,1410,2,236,140085,"N01",9,,2
4,14,1410,2,236,140089,"N01",9,,1
4,14,1410,2,236,140090,"N01",9,,1
4,14,1408,2,968,140101,"N01",9,,1
4,14,1408,2,968,140102,"N01",9,,2
4,14,1408,2,968,140102,"N02",2,,1
4,14,1408,2,968,140103,"N01",10,,1
4,14,1408,2,968,140104,"N01",2,,1
4,14,1408,2,968,140104,"N02",2,,1
4,14,1408,2,968,140104,"N03",2,,1
4,14,1408,2,968,140104,"N04",2,,1
4,14,1408,2,968,140104,"N05",2,,1
4,14,1408,2,968,140105,"N01",2,,2
4,14,1408,2,968,140105,"N02",2,,2
4,14,1408,2,968,140105,"N03",3,,1
4,14,1408,2,968,140105,"N04",2,,2
4,14,1408,2,968,140105,"N05",9,,1
4,14,1408,2,968,140105,"N06",9,,1
4,14,1408,2,968,140105,"N07",9,,1
4,14,1408,2,0,140108,"N01",9,,3
4,14,1408,2,968,140110,"N01",1,,1
4,14,1408,2,968,140110,"N02",10,,1
4,14,1408,2,968,140110,"N03",9,,1
4,14,1411,2,1066,140113,"N01",10,,3
4,14,1411,2,1066,140116,"N01",9,,3
4,14,1411,2,1066,140117,"N01",9,,3
4,14,1411,2,1066,140119,"N01",9,,1
4,14,1411,2,1066,140120,"N01",9,,1
4,14,1416,2,2314,140125,"N01",9,,2
4,14,1416,2,2314,140128,"N01",9,,3
4,14,1416,2,2314,140128,"N02",10,,1
4,14,1416,2,2314,140130,"N01",9,,4
2,15,1506,1,398,150002,"N01",15,,6
2,15,1506,1,398,150002,"N02",1,,3
2,15,1506,1,398,150002,"N03",13,,3
2,15,1506,1,398,150007,"N01",12,,5
2,15,1506,1,398,150007,"N02",17,,5
2,15,1508,2,1682,150011,"N01",9,,2
2,15,1508,2,1682,150011,"N02",2,,2
2,15,1508,2,1682,150012,"N01",9,,2
2,15,1508,2,1682,150012,"N02",9,,2
2,15,1508,2,1682,150013,"N01",2,,1
2,15,1508,2,1682,150013,"N02",9,,2
2,15,1508,2,1682,150014,"N01",2,,1
2,15,1508,2,1682,150014,"N02",9,,2
2,15,1508,2,1682,150015,"N01",9,,2
2,15,1508,2,1682,150015,"N02",12,,5
2,15,1508,2,1682,150016,"N01",9,,2
2,15,1508,2,1682,150017,"N01",2,,2
2,15,1508,2,1682,150017,"N02",9,,2
2,15,1508,2,1682,150018,"N01",2,,1
2,15,1508,2,1682,150018,"N02",9,,2
2,15,1508,2,1682,150019,"N01",1,,1
2,15,1508,2,1682,150019,"N02",2,,1
2,15,1508,2,1682,150019,"N03",9,,2
2,15,1508,2,1682,150020,"N01",2,,1
2,15,1508,2,1682,150020,"N02",9,,2
2,15,1511,2,1938,150021,"N01",9,,1
2,15,1511,2,1938,150021,"N02",2,,1
2,15,1511,2,1938,150022,"N01",9,,2
2,15,1511,2,1938,150022,"N02",2,,1
2,15,1511,2,1938,150023,"N01",9,,1
2,15,1511,2,1938,150024,"N01",2,,2
2,15,1511,2,1938,150024,"N02",9,,2
2,15,1511,2,1938,150025,"N01",9,,1
2,15,1511,2,1938,150025,"N02",2,,1
2,15,1511,2,1938,150025,"N03",2,,1
2,15,1511,2,1938,150026,"N01",2,,1
2,15,1511,2,1938,150026,"N02",1,,5
2,15,1511,2,1938,150026,"N03",9,,1
2,15,1511,2,1938,150027,"N01",9,,2
2,15,1511,2,1938,150027,"N02",2,,2
2,15,1511,2,1938,150028,"N01",9,,1
2,15,1511,2,1938,150029,"N01",1,,1
2,15,1511,2,1938,150029,"N02",2,,1
2,15,1511,2,1938,150029,"N03",9,,1
2,15,1511,2,1938,150029,"N04",2,,1
2,15,1511,2,1938,150030,"N01",2,,2
2,15,1511,2,1938,150030,"N02",9,,2
2,15,1502,2,590,150031,"N01",2,,2
2,15,1502,2,590,150031,"N02",1,,1
2,15,1502,2,590,150031,"N03",1,,1
2,15,1502,2,590,150031,"N04",1,,1
2,15,1502,2,590,150031,"N05",9,,2
2,15,1502,2,590,150032,"N01",2,,1
2,15,1502,2,590,150032,"N02",9,,2
2,15,1502,2,590,150032,"N03",31,,1
2,15,1502,2,590,150033,"N01",9,,2
2,15,1502,2,590,150033,"N02",2,,1
2,15,1502,2,590,150034,"N01",2,,1
2,15,1502,2,590,150034,"N02",2,,1
2,15,1502,2,590,150034,"N03",2,,1
2,15,1502,2,590,150034,"N04",2,,1
2,15,1502,2,590,150034,"N05",9,,2
2,15,1502,2,590,150035,"N01",9,,3
2,15,1502,2,590,150037,"N01",9,,2
2,15,1502,2,590,150038,"N01",2,,1
2,15,1502,2,590,150038,"N02",9,,2
2,15,1502,2,590,150038,"N03",31,,1
2,15,1502,2,590,150039,"N01",1,,1
2,15,1502,2,590,150039,"N02",2,,1
2,15,1502,2,590,150039,"N03",9,,2
2,15,1502,2,590,150040,"N01",9,,2
2,15,1502,2,590,150040,"N02",1,,1
2,15,1502,2,590,150040,"N03",2,,1
2,15,1502,2,590,150040,"N04",1,,1
2,15,1510,2,616,150041,"N01",9,,2
2,15,1510,2,616,150041,"N02",2,,1
2,15,1510,2,616,150042,"N01",2,,1
2,15,1510,2,616,150042,"N02",2,,1
2,15,1510,2,616,150042,"N03",2,,1
2,15,1510,2,616,150042,"N04",9,,2
2,15,1510,2,616,150043,"N01",2,,1
2,15,1510,2,616,150043,"N02",9,,2
2,15,1510,2,616,150044,"N01",2,,1
2,15,1510,2,616,150044,"N02",9,,2
2,15,1510,2,616,150045,"N01",9,,2
2,15,1510,2,616,150046,"N01",1,,1
2,15,1510,2,616,150046,"N02",2,,1
2,15,1510,2,616,150046,"N03",2,,1
2,15,1510,2,616,150046,"N04",2,,1
2,15,1510,2,616,150046,"N05",1,,1
2,15,1510,2,616,150046,"N06",9,,1
2,15,1510,2,616,150046,"N07",9,,2
2,15,1510,2,616,150046,"N08",3,,1
2,15,1510,2,616,150047,"N01",2,,1
2,15,1510,2,616,150047,"N02",9,,2
2,15,1510,2,616,150048,"N01",2,,1
2,15,1510,2,616,150048,"N02",2,,1
2,15,1510,2,616,150048,"N03",1,,1
2,15,1510,2,616,150048,"N04",9,,2
2,15,1510,2,616,150048,"N05",2,,1
2,15,1510,2,616,150049,"N01",1,,1
2,15,1510,2,616,150049,"N02",2,,1
2,15,1510,2,616,150049,"N03",1,,1
2,15,1510,2,616,150049,"N04",2,,1
2,15,1510,2,616,150049,"N05",9,,1
2,15,1510,2,616,150049,"N06",1,,1
2,15,1510,2,616,150049,"N07",2,,2
2,15,1510,2,616,150049,"N08",9,,2
2,15,1510,2,616,150050,"N01",2,,1
2,15,1510,2,616,150050,"N02",2,,1
2,15,1510,2,616,150050,"N03",2,,2
2,15,1510,2,616,150050,"N04",9,,2
2,15,1510,2,616,150050,"N05",3,,1
2,15,1507,2,458,150051,"N01",2,,1
2,15,1507,2,458,150051,"N02",9,,2
2,15,1507,2,458,150052,"N01",9,,2
2,15,1507,2,458,150052,"N02",11,,3
2,15,1507,2,458,150052,"N03",5,,6
2,15,1507,2,458,150053,"N01",2,,1
2,15,1507,2,458,150053,"N02",2,,1
2,15,1507,2,458,150053,"N03",1,,1
2,15,1507,2,458,150053,"N04",9,,2
2,15,1507,2,458,150053,"N05",2,,1
2,15,1507,2,458,150053,"N06",2,,1
2,15,1507,2,458,150054,"N01",2,,1
2,15,1507,2,458,150054,"N02",9,,2
2,15,1507,2,458,150055,"N01",9,,2
2,15,1507,2,458,150055,"N02",2,,1
2,15,1507,2,458,150056,"N01",2,,2
2,15,1507,2,458,150056,"N02",2,,1
2,15,1507,2,458,150056,"N03",1,,1
2,15,1507,2,458,150056,"N04",9,,2
2,15,1507,2,458,150056,"N05",3,,1
2,15,1507,2,458,150057,"N01",9,,2
2,15,1507,2,458,150057,"N02",2,,1
2,15,1507,2,458,150058,"N01",1,,1
2,15,1507,2,458,150058,"N02",2,,2
2,15,1507,2,458,150058,"N03",2,,1
2,15,1507,2,458,150058,"N04",9,,2
2,15,1507,2,458,150059,"N01",9,,2
2,15,1507,2,458,150059,"N02",2,,1
2,15,1507,2,458,150060,"N01",2,,1
2,15,1507,2,458,150060,"N02",1,,1
2,15,1507,2,458,150060,"N03",1,,1
2,15,1507,2,458,150060,"N04",1,,1
2,15,1507,2,458,150060,"N05",1,,1
2,15,1507,2,458,150060,"N06",9,,2
2,15,1507,2,458,150060,"N07",2,,1
2,15,1503,2,634,150064,"N01",9,,2
2,15,1503,2,634,150064,"N02",2,,1
2,15,1503,2,634,150066,"N01",9,,1
2,15,1503,2,634,150066,"N02",2,,1
2,15,1503,2,634,150069,"N01",9,,1
2,15,1503,2,634,150069,"N02",2,,2
2,15,1503,2,634,150069,"N03",2,,1
2,15,1503,2,634,150069,"N04",15,,1
1,25,2504,1,0,150071,"N01",7,,4
1,25,2504,1,0,150071,"N02",2,,2
2,15,1501,2,0,150072,"N01",9,,3
2,15,1501,2,0,150072,"N02",2,,1
