"hhid","zone","state","lga","ea","hhstatus_w1v1","hhstatus_w1v2","hhstatus_w2v1","hhstatus_w2v2","hhstatus_w3v1","hhstatus_w3v2","tracking_w1v2","tracking_w2v1","tracking_w2v2","tracking_w3v1","tracking_w3v2","moved_w2v1","moved_w2v2","moved_w3v1","moved_w3v2","wt_w1v1","wt_w1v2","wt_w2v1","wt_w2v2","wt_w3v1","wt_w3v2","wt_wave1","wt_wave2","wt_wave3","wt_combined","wt_w1_w3","wt_w2_w3","wt_w1_w2_w3"
160184,4,16,1603,158,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4050.30311903476,4050.30311903476,4050.30311903476,4050.30311903476,4050.30311903476,4500.33679892751,4050.30311903476,4050.30311903476,4500.33679892751,4050.30311903476,4500.33679892751,4500.33679892751,4500.33679892751
160185,4,16,1603,158,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4050.30311903476,4050.30311903476,4050.30311903476,4050.30311903476,4050.30311903476,4500.33679892751,4050.30311903476,4050.30311903476,4500.33679892751,4050.30311903476,4500.33679892751,4500.33679892751,4500.33679892751
160186,4,16,1612,108,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6443.66405300985,6443.66405300985,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,6443.66405300985,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665
160187,4,16,1612,108,1,1,91,91,4,4,0,,,0,0,,,,,6443.66405300985,6443.66405300985,,,,,6443.66405300985,,,,,,
160188,4,16,1612,108,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6443.66405300985,6443.66405300985,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,6443.66405300985,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665
160189,4,16,1612,108,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6443.66405300985,6443.66405300985,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,6443.66405300985,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665
160190,4,16,1612,108,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6443.66405300985,6443.66405300985,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,6443.66405300985,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665,7159.6267255665
170001,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170002,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170003,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170004,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170005,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170006,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170007,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170008,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170009,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170010,3,17,1706,284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7073.00586676748,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7073.00586676748,7152.47784279857,7152.47784279857
170011,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170012,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170013,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170014,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170015,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170016,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170017,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170018,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170019,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170020,3,17,1719,1354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7465.95063714345,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7465.95063714345,7549.83772295405,7549.83772295405
170021,3,17,1704,1080,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170022,3,17,1704,1080,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170023,3,17,1704,1080,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170024,3,17,1704,1080,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170025,3,17,1704,1080,1,1,1,1,5,1,0,0,0,1,0,0,0,1,1,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170026,3,17,1704,1080,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170027,3,17,1704,1080,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170028,3,17,1704,1080,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170029,3,17,1704,1080,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170030,3,17,1704,1080,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8251.84017789539,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8251.84017789539,8344.557483265,8344.557483265
170031,3,17,1704,2074,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170032,3,17,1704,2074,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170033,3,17,1704,2074,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170034,3,17,1704,2074,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170035,3,17,1704,2074,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170036,3,17,1704,2074,1,1,1,1,5,1,0,0,0,1,0,0,0,1,1,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170037,3,17,1704,2074,1,1,5,5,1,1,0,1,1,0,0,1,1,1,1,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170038,3,17,1704,2074,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170039,3,17,1704,2074,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170040,3,17,1704,2074,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5108.28201488762,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5108.28201488762,5165.67844202119,5165.67844202119
170041,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170042,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170043,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170044,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170045,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170046,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170047,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170048,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170049,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170050,3,17,1722,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10020.0916445873,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10020.0916445873,10132.6769439647,10132.6769439647
170051,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170052,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170053,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170054,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170055,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170056,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170057,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170058,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170059,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170060,3,17,1715,2244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170061,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170062,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170063,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170064,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170065,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170066,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170067,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170068,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170069,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170070,3,17,1710,546,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6090.64394082755,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6090.64394082755,6159.07814240988,6159.07814240988
170071,3,17,1713,226,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6680.06109639151,6680.06109639151,7422.29010710168,6755.1179626431,7422.29010710168,7422.29010710168,6680.06109639151,7505.686625159,7422.29010710168,7505.686625159,7422.29010710168,7505.686625159,7505.686625159
170072,3,17,1713,226,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6680.06109639151,6680.06109639151,7422.29010710168,6755.1179626431,7422.29010710168,7422.29010710168,6680.06109639151,7505.686625159,7422.29010710168,7505.686625159,7422.29010710168,7505.686625159,7505.686625159
170073,3,17,1713,226,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6680.06109639151,6680.06109639151,7422.29010710168,6755.1179626431,7422.29010710168,7422.29010710168,6680.06109639151,7505.686625159,7422.29010710168,7505.686625159,7422.29010710168,7505.686625159,7505.686625159
170074,3,17,1713,226,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6680.06109639151,6680.06109639151,7422.29010710168,6755.1179626431,7422.29010710168,7422.29010710168,6680.06109639151,7505.686625159,7422.29010710168,7505.686625159,7422.29010710168,7505.686625159,7505.686625159
170075,3,17,1713,226,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6680.06109639151,6680.06109639151,7422.29010710168,6755.1179626431,7422.29010710168,7422.29010710168,6680.06109639151,7505.686625159,7422.29010710168,7505.686625159,7422.29010710168,7505.686625159,7505.686625159
170076,3,17,1713,226,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6680.06109639151,6680.06109639151,7422.29010710168,6755.1179626431,7422.29010710168,7422.29010710168,6680.06109639151,7505.686625159,7422.29010710168,7505.686625159,7422.29010710168,7505.686625159,7505.686625159
170077,3,17,1713,226,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6680.06109639151,6680.06109639151,7422.29010710168,6755.1179626431,7422.29010710168,7422.29010710168,6680.06109639151,7505.686625159,7422.29010710168,7505.686625159,7422.29010710168,7505.686625159,7505.686625159
170078,3,17,1713,226,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6680.06109639151,6680.06109639151,7422.29010710168,6755.1179626431,7422.29010710168,7422.29010710168,6680.06109639151,7505.686625159,7422.29010710168,7505.686625159,7422.29010710168,7505.686625159,7505.686625159
170079,3,17,1713,226,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6680.06109639151,6680.06109639151,7422.29010710168,6755.1179626431,7422.29010710168,7422.29010710168,6680.06109639151,7505.686625159,7422.29010710168,7505.686625159,7422.29010710168,7505.686625159,7505.686625159
170080,3,17,1713,226,1,1,91,1,4,4,0,,0,0,0,,0,,,6680.06109639151,6680.06109639151,,6755.1179626431,,,6680.06109639151,,,,,,
170081,3,17,1716,1452,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170082,3,17,1716,1452,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170083,3,17,1716,1452,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170084,3,17,1716,1452,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170085,3,17,1716,1452,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170086,3,17,1716,1452,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170087,3,17,1716,1452,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
170088,3,17,1716,1452,1,1,1,1,5,1,0,0,0,1,0,0,0,0,0,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4322.39247413568,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4322.39247413568,4370.95868171024,4370.95868171024
