"zone","state","lga","sector","ea","hhid","s9q1a","s9q1b","s9q1c","s9q1d","s9q1e","s9q1f","s9q1g","s9q1h","s9q1i","s9q2a","s9q2b","s9q3","s9q4a","s9q4b","s9q4c","s9q5","s9q6a","s9q6b","s9q6c","s9q6d","s9q6e","s9q6f","s9q7a","s9q7a_os","s9q7b","s9q7b_os","s9q7c","s9q7c_os"
1,7,707,2,560,70009,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,707,2,560,70010,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,708,2,754,70011,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,708,2,754,70012,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,708,2,754,70013,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
1,7,708,2,0,70014,4,3,2,3,4,7,0,0,0,2,0,2,3,2,1,1,4,5,6,5,6,7,1,,5,,,
1,7,708,2,754,70015,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,708,2,754,70016,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,708,2,754,70017,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,708,2,754,70018,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,708,2,754,70019,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,708,2,754,70020,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70021,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70022,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70023,0,0,0,0,0,0,0,0,0,13,3,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70024,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70025,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70026,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70027,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70028,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70029,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
1,7,705,2,4186,70030,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,234,70031,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,234,70032,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,722,2,234,70033,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,722,2,234,70034,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,234,70035,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,234,70036,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,234,70038,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,722,2,234,70039,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,234,70040,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,892,70041,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,892,70042,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,892,70043,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,892,70044,0,0,0,0,0,0,0,0,0,3,8,2,2,2,1,2,,,,,,,,,,,,
1,7,722,2,892,70045,7,7,7,7,0,0,0,0,0,2,2,1,,,,1,,,,8,,,10,"SICKNESS",,,,
1,7,722,2,892,70046,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,892,70047,0,0,0,0,0,0,0,0,0,3,6,2,2,3,1,2,,,,,,,,,,,,
1,7,722,2,892,70048,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
1,7,722,2,892,70049,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
1,7,722,2,892,70050,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70051,7,7,7,7,7,3,0,0,0,2,,2,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70052,0,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70053,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70054,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70055,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70056,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70057,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70058,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70059,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,710,2,2726,70060,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,711,2,2532,70062,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,711,2,2532,70063,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,711,2,2532,70064,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,711,2,2532,70066,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,711,2,2532,70067,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,711,2,2532,70068,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,711,2,2532,70069,7,7,7,7,7,7,0,0,0,1,1,1,,,,2,,,,,,,,,,,,
1,7,711,2,2532,70070,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70071,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70072,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70073,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70074,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70075,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70076,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70077,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70078,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70079,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,709,2,1226,70080,0,0,0,0,0,0,0,0,0,3,8,2,2,2,1,2,,,,,,,,,,,,
1,7,719,1,1612,70082,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,719,1,1612,70083,3,3,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,719,1,1612,70084,2,3,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,719,1,1612,70085,1,2,2,1,0,0,0,1,0,2,0,1,,,,2,,,,,,,,,,,,
1,7,719,1,1612,70086,3,3,3,3,3,0,2,0,0,3,0,1,,,,1,7,,,8,,,5,,4,,,
1,7,719,1,1612,70087,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,719,1,1612,70088,2,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,719,1,1612,70089,0,0,0,2,2,0,0,0,0,3,1,1,,,,2,,,,,,,,,,,,
1,7,719,1,1612,70090,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,717,2,1248,70091,0,0,0,0,0,0,0,0,0,1,0,1,,,,2,,,,,,,,,,,,
1,7,717,2,1248,70092,2,4,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,717,2,1248,70093,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,717,2,1248,70094,0,0,0,0,0,0,0,0,0,1,0,1,,,,2,,,,,,,,,,,,
1,7,717,2,1248,70095,2,4,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,717,2,1248,70096,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,717,2,1248,70097,0,0,0,2,0,0,0,0,0,3,0,2,3,2,1,2,,,,,,,,,,,,
1,7,717,2,1248,70098,0,0,0,0,0,0,0,0,0,1,0,1,,,,2,,,,,,,,,,,,
1,7,717,2,1248,70099,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,717,2,1248,70100,3,2,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
1,7,701,2,606,70101,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
1,7,701,2,606,70102,4,2,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,701,2,606,70103,2,2,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,701,2,606,70104,0,0,0,1,0,0,0,0,0,3,3,1,,,,1,4,,,4,,,5,,8,,4,
1,7,701,2,606,70105,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,701,2,606,70106,0,0,0,1,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,701,2,606,70107,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,701,2,606,70108,0,0,2,2,2,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,701,2,606,70109,0,0,0,0,0,0,0,0,0,3,2,1,,,,2,,,,,,,,,,,,
1,7,701,2,606,70110,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70111,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70112,3,2,0,0,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70113,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70114,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70115,3,3,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70116,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70117,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70118,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70119,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,702,2,632,70120,3,4,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,718,2,1640,70121,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,718,2,1640,70122,5,3,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,718,2,1640,70123,3,4,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
1,7,718,2,1640,70124,2,3,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
1,7,718,2,1640,70125,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,718,2,1640,70126,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,718,2,1640,70127,1,0,1,0,0,0,0,0,0,3,3,1,,,,1,3,,,3,,,4,,5,,2,
1,7,718,2,1640,70128,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,718,2,1640,70129,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,718,2,1640,70130,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,2,780,70131,4,2,0,0,0,0,0,0,0,3,4,2,3,2,1,2,,,,,,,,,,,,
1,7,715,2,780,70132,2,1,1,1,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,2,780,70133,2,1,2,1,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,2,780,70134,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,2,780,70135,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,2,780,70136,3,3,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,2,780,70137,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,715,2,780,70138,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,2,780,70139,3,2,0,0,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,715,2,780,70140,2,3,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,1,294,70141,2,1,1,1,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,1,294,70142,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,1,294,70143,3,2,0,0,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,1,294,70144,3,3,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,1,294,70145,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,1,294,70147,1,2,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,1,294,70148,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,1,294,70149,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,715,1,294,70150,2,1,1,1,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70151,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70152,2,3,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70153,3,1,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70154,2,2,1,1,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70155,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70156,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70157,1,2,2,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70158,4,2,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70159,2,2,1,1,0,0,3,3,0,3,0,1,,,,2,,,,,,,,,,,,
1,7,713,2,304,70160,3,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,813,2,2094,80002,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,813,2,2094,80003,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,8,,,3,,,5,,9,,6,
2,8,813,2,2094,80004,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,813,2,2094,80005,1,1,0,0,0,0,0,0,0,3,2,1,,,,1,1,,,8,,,5,,9,,,
2,8,813,2,2094,80006,2,0,0,2,7,0,2,4,0,2,3,1,,,,1,2,,,,,,9,,,,,
2,8,813,2,2094,80007,0,0,0,0,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,,,,
2,8,813,2,2094,80008,0,1,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
2,8,813,2,2094,80009,0,0,0,0,0,0,0,0,0,2,5,1,,,,2,,,,,,,,,,,,
2,8,821,1,5062,80021,0,0,0,1,0,1,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
2,8,821,1,5062,80022,2,2,2,4,3,0,0,0,0,2,2,1,,,,1,7,,,6,,,4,,7,,,
2,8,821,1,5062,80023,1,0,0,0,0,0,0,0,0,3,3,1,,,,1,6,,,7,,,3,,5,,,
2,8,821,1,5062,80024,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,821,1,5062,80025,0,0,0,0,0,0,0,0,0,3,3,2,3,2,3,2,,,,,,,,,,,,
2,8,821,1,5062,80026,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,821,1,5062,80027,2,3,2,1,2,2,2,0,0,3,5,1,,,,1,8,,,,,,5,,,,,
2,8,821,1,5062,80028,2,2,2,0,0,0,0,0,0,3,3,2,1,2,3,2,,,,,,,,,,,,
2,8,821,1,5062,80029,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,821,1,5062,80030,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80081,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80082,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80083,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80084,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80085,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80086,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80087,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80088,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80089,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,812,2,866,80090,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,805,2,46,80091,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,805,2,46,80092,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,805,2,46,80093,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
2,8,805,2,46,80095,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,805,2,46,80097,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,805,2,46,80098,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,805,2,46,80099,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,805,2,46,80100,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80101,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80102,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80103,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80104,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80105,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80106,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80107,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80108,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80109,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,827,2,804,80110,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,820,2,1030,80141,0,1,0,0,1,0,1,0,0,3,3,1,,,,1,9,,,8,,,2,,1,,3,
2,8,820,2,1030,80142,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,820,2,1030,80143,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,820,2,1030,80144,0,0,0,0,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,,,,
2,8,820,2,1030,80145,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
2,8,820,2,1030,80146,1,1,1,1,0,0,1,1,0,2,0,1,,,,1,8,,,8,,,9,,1,,2,
2,8,820,2,1030,80147,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,820,2,1030,80148,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
2,8,820,2,1030,80149,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,820,2,1030,80150,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,,,,1,4,6,9,,6,,,
2,8,824,2,768,80151,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,8,,,3,,,9,,,,,
2,8,824,2,768,80152,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
2,8,824,2,768,80153,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,824,2,768,80154,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
2,8,824,2,768,80155,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,824,2,768,80156,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,824,2,768,80157,0,0,0,1,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
2,8,824,2,768,80158,0,0,0,0,0,0,0,0,0,3,1,1,,,,2,,,,,,,,,,,,
2,8,824,2,768,80159,0,0,0,0,0,0,0,0,0,2,2,1,,,,1,10,,,4,,,9,,5,,,
2,8,824,2,768,80160,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,7,,,5,,,9,,5,,,
1,7,704,2,0,80161,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,1,5,6,,6,,,4,,5,,,
2,8,815,2,362,80201,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,815,2,362,80202,0,0,0,0,0,0,0,0,0,3,1,1,,,,1,8,,,7,,,7,,5,,9,
2,8,815,2,362,80203,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,815,2,362,80204,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,815,2,362,80205,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,815,2,362,80206,0,0,0,0,0,0,0,0,0,3,0,1,,,,1,5,,,6,,,10,"TOO OLD",3,,9,
2,8,815,2,362,80207,1,1,2,0,0,1,0,0,0,3,2,1,,,,1,7,,,8,,,9,,3,,,
2,8,815,2,362,80208,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,815,2,362,80209,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
2,8,815,2,362,80210,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
5,9,908,1,278,90001,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
5,9,908,1,278,90002,1,1,3,2,2,0,0,0,0,3,0,1,,,,1,7,,,7,,,8,,5,,,
5,9,908,1,278,90003,4,4,3,3,0,0,0,0,0,2,0,1,,,,1,9,10,11,1,2,3,5,,10,"no job",,
5,9,908,1,278,90004,3,3,3,7,3,0,0,0,0,2,3,1,,,,1,,,,3,4,5,10,"OWED SALARY",,,,
5,9,908,1,278,90005,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,2,,,,,,,,,,,,
5,9,908,1,278,90006,0,3,0,0,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
5,3,312,2,0,90007,1,1,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
5,9,909,1,0,90008,2,2,3,3,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,,,,
5,9,908,1,278,90009,0,0,0,0,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,,,,
5,9,908,1,278,90010,0,0,0,0,0,0,0,0,0,3,3,2,1,3,1,2,,,,,,,,,,,,
5,9,903,2,48,90011,0,0,0,0,0,0,0,0,0,3,4,2,3,2,1,2,,,,,,,,,,,,
5,9,903,2,48,90012,3,2,2,1,1,0,0,0,0,3,0,1,,,,1,9,,,,,,10,"ACCIDENT",,,,
5,9,903,2,48,90013,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
5,9,903,2,48,90014,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
5,9,903,2,48,90015,2,2,2,2,0,0,0,0,0,2,0,1,,,,1,,,,4,5,6,5,,,,,
5,9,903,2,48,90016,0,0,3,0,4,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
5,9,903,1,0,90017,0,0,0,0,0,0,0,0,0,3,5,2,3,2,1,2,,,,,,,,,,,,
5,9,903,2,48,90018,1,1,0,1,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
5,9,903,2,48,90019,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
5,9,903,2,48,90020,3,3,2,2,3,0,0,0,0,2,3,2,3,2,1,1,9,,,7,,,4,,5,,,
5,9,915,1,1390,90021,2,2,3,3,0,2,1,1,0,2,0,1,,,,1,1,2,3,,,,4,,10,"DEAD/SICKNESS OF UNCLE",,
5,9,915,1,1390,90022,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
5,9,915,1,1390,90024,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
5,9,915,1,1390,90025,4,4,5,5,4,4,3,3,1,2,3,2,3,2,1,1,6,,,7,,,2,,4,,5,
5,9,915,1,1390,90026,3,3,4,4,4,3,4,4,0,1,2,2,1,2,3,1,9,,,3,,,2,,5,,4,
