"zone","state","lga","sector","ea","hhid","indiv","s3dq1a","s3dq1b","s3dq1c","s3dq1d","s3dq1e","s3dq1f","s3dq1g","s3dq1h","s3dq1i","s3dq1j","s3dq1k","s3dq1l","s3dq1m","s3dq1n","s3dq1o","s3dq1p","s3dq1q","s3dq1r","s3dq2a","s3dq2b","s3dq3a","s3dq3b","s3dq4","s3dq5","s3dq6","s3dq6b","s3dq7","s3dq8a","s3dq8b","s3dq9a","s3dq9b","s3dq10","s3dq11","s3dq12","s3dq12b","tracked_obs"
5,32,3222,1,1624,320112,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3222,1,1624,320112,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320120,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"CARRING OF SAND & BLOCKS",313,"CONSTRUCTION OF BUILDING",41,5,40,4,,1,"FARMING",6114,"CROP FARMING ACTIVITY",1,6,16,4,,0
5,32,3201,2,2034,320120,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"PETTY TRADING",3416,"RETAIL TRADE",47,6,60,9,,2,,,,,,,,,0
5,32,3201,2,2034,320120,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320120,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320120,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"FARMING WORK",6114,"AGRICULTURE",1,6,60,9,,2,,,,,,,,,0
5,32,3201,2,2034,320121,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320121,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320121,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320121,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320121,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320121,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320123,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"SELLING OF MINERAL",3416,"RETAIL TRADE",47,6,54,9,,1,"CROP FARMING",6114,"AGRICULTURE",1,6,30,9,,0
5,32,3201,2,2034,320123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320123,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"SELLING OF CLOTHS",3416,"RETAIL TRADE",47,6,54,9,,2,,,,,,,,,0
5,32,3201,2,2034,320123,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"SELLING OF MINERAL &CLOTH",3416,"RETAIL TRADE",47,6,54,4,,2,,,,,,,,,0
5,32,3201,2,2034,320123,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320123,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320123,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320123,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320126,1,1,13,,1,13,,1,13,,1,13,,1,13,,1,13,,"PDP WARD EXECUTIVE",1141,"POLITICAL PARTY EXECUTIVE",82,5,56,4,,1,"CROP FARMING",6210,"CROP FARMING",1,6,26,9,,0
5,32,3203,2,2644,320126,2,1,3,,1,3,,1,3,,1,3,,1,3,,1,3,,"SOAP MAKING",7424,"SOAP MAKING",21,5,56,9,,1,"CROP FARMING",6210,"CROP FARMING",1,6,26,9,,0
5,32,3203,2,2644,320126,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320126,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320126,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320126,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320126,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320126,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320126,9,1,3,,1,3,,1,3,,1,3,,1,3,,1,3,,"TAILORING",7433,"TAILORING",14,6,56,9,,1,"CROP FARMING",6210,"CROP FARMING",1,6,26,9,,0
5,32,3203,2,2644,320126,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320126,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320126,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320127,1,7,,,1,,,7,,,1,,,7,,,1,,,"OKADA DRIVER",8321,"TRANSPORT OKADA",49,6,60,9,,1,"FARMING CROPS",6114,"FARMING CROPS",1,12,20,9,,0
5,32,3203,2,2644,320127,2,8,,,1,,,8,,,1,,,8,,,1,,,"PETTY TRADER",3416,"PERTY TRADER",45,6,42,9,,1,"FARMING CROPS",6114,,1,12,20,9,,0
5,32,3203,2,2644,320127,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320127,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320127,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320127,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320127,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320127,8,8,,,1,,,8,,,1,,,8,,,1,,,"PERTY TRADER",3416,"PERTY TRADER",45,6,48,9,,1,"FARMING CROPS",6114,"FARMING CROPS",1,12,28,9,,0
5,32,3203,2,2644,320127,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320127,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"FARMING",6114,"CROP ACTIVITIES",1,6,54,9,,2,,,,,,,,,0
5,32,3203,2,2644,320133,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"PETTY TRADE",3416,"RETAIL TRADE",47,6,20,9,,2,,,,,,,,,0
5,32,3203,2,2644,320133,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320133,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"PETTY TRADE",3416,"RETAIL TRADE",47,6,20,9,,2,,,,,,,,,0
5,32,3203,2,2644,320133,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3203,2,2644,320133,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"FARMING",6114,"CROP ACTIVITIES",1,6,30,9,,2,,,,,,,,,0
5,32,3203,2,2644,320133,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3202,2,84,320136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"FARMING",6114,"CROP PRODUCTION ACTIVITIE",1,6,600,9,,2,,,,,,,,,0
5,32,3202,2,84,320136,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3202,2,84,320143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3202,2,84,320143,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3202,2,84,320143,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3202,2,84,320143,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3202,2,84,320143,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CROP FARMING",6210,"CROP FARMING",1,6,30,9,,2,,,,,,,,,0
5,32,3202,2,84,320143,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CROP FARMING",6210,"CROP FARMING",1,6,30,9,,2,,,,,,,,,0
5,32,3202,2,84,320143,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CROP FARMING",6210,"CROP FARMING",1,6,30,9,,2,,,,,,,,,0
5,32,3216,2,1184,320144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CROP FARMER",6210,"CROP FARMER",1,6,45,9,,2,,,,,,,,,0
5,32,3216,2,1184,320144,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320144,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320144,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"WELDERS",7212,"WELDERS",43,6,56,4,,2,,,,,,,,,0
5,32,3216,2,1184,320144,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320152,1,1,,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP FARMER",3416,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
5,32,3223,2,390,320152,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320152,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320152,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320152,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320152,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320153,1,1,,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP FARMER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
5,32,3223,2,390,320153,2,8,,,8,,,8,,,8,,,8,,,8,,,"RETAIL TRADE GARRI",3416,"BUYING AND SELLING",47,6,48,9,,2,,,,,,,,,0
5,32,3223,2,390,320153,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320153,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320153,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320153,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320153,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320160,1,6,1,,6,1,,6,1,,6,1,,6,1,,6,1,,"BRICKLAYER",7122,"CONSTRUCTION",41,6,48,4,,1,"CROP GROWERS",6114,"CROP PRODUCTION",1,6,48,9,,0
5,32,3223,2,390,320160,2,1,,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP GROWER",6114,"CROP PRODUCTION",1,6,48,9,,2,,,,,,,,,0
5,32,3223,2,390,320160,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320160,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320160,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320160,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320160,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3223,2,390,320160,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320164,1,1,,,1,,,1,,,1,,,1,,,1,,,"MIX CROP FARM",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
5,32,3221,2,132,320164,2,1,,,1,,,1,,,1,,,1,,,1,,,"MIX CROP FARM",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
5,32,3221,2,132,320164,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320164,4,12,,,12,,,12,,,12,,,12,,,12,,,"NURSE IN HEALTH CENTRE",2230,"HEALTH ACTIVITIES",86,6,48,2,,2,,,,,,,,,0
5,32,3221,2,132,320164,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320164,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320164,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320164,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320164,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320164,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320164,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320164,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320169,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320169,2,1,,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP GROWER",6114,"CROP PRODUCTION",1,6,50,9,,2,,,,,,,,,0
5,32,3221,2,132,320169,3,10,,,10,,,10,,,10,,,10,,,10,,,"SHOE MENDER",7442,"OTHER PERSONAL SERVICE",96,6,53,9,,2,,,,,,,,,0
5,32,3221,2,132,320169,4,10,,,10,,,10,,,10,,,10,,,10,,,"HAIR DRESSER",5141,"OTHER PERSONAL SERVICES",96,6,53,9,,2,,,,,,,,,0
5,32,3221,2,132,320169,5,7,,,7,,,7,,,7,,,7,,,7,,,"MOTORCYCLE DRIVER",8321,"LAND TRANSPORTATION",49,6,53,9,,2,,,,,,,,,0
5,32,3221,2,132,320169,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320169,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320169,8,8,,,8,,,8,,,8,,,8,,,8,,,"RETAIL TRADE ON BAG",3416,"RETAIL TRADE",47,6,40,9,,2,,,,,,,,,0
5,32,3221,2,132,320170,1,11,1,,11,1,,11,1,,11,1,,11,1,,11,1,,"PRIMARY SCHOOL TEACHER",2331,"EDUCATION",85,6,40,2,,1,"FISH FARMING",9213,"FISH PRODUCTION",1,6,30,9,,0
5,32,3221,2,132,320170,2,8,1,,8,1,,8,1,,8,1,,8,1,,8,1,,"RETAIL TRADE ON CLOTHING",3416,"RETAIL TRADE",47,6,51,9,,1,"MIXED CROP GROWERS",6114,"CROP PRODUCTION",3,6,40,9,,0
5,32,3221,2,132,320170,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320170,4,13,,,13,,,13,,,13,,,13,,,13,,,"ADNINISTRATIVE CLERK",3441,"PUBLIC ADMINISTRATION",84,6,40,2,,2,,,,,,,,,0
5,32,3210,2,1692,320171,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320171,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320171,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320171,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320171,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320171,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320172,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
5,32,3210,2,1692,320172,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320172,3,10,,,10,,,10,,,10,,,10,,,10,,,"SHOE REPAIRER",7442,"PERSONAL SERVICES",96,6,48,9,,2,,,,,,,,,0
5,32,3210,2,1692,320172,4,12,,,12,,,12,,,12,,,12,,,12,,,"AUXILLARY NURSING TRAINEE",2230,"HEALTH SERVICES",86,6,48,4,,2,,,,,,,,,0
5,32,3210,2,1692,320172,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320172,6,10,,,10,,,10,,,10,,,10,,,10,,,"HAIR DRESSER",5141,"PERSONAL SERVICES",96,6,48,9,,2,,,,,,,,,0
5,32,3210,2,1692,320172,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320172,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320172,9,10,,,10,,,10,,,10,,,10,,,10,,,"HAIR DRESSER",5141,"PERSONAL SERVICES",96,6,48,9,,2,,,,,,,,,0
5,32,3210,2,1692,320172,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320172,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320172,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320172,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320172,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320174,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
5,32,3210,2,1692,320174,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
5,32,3210,2,1692,320174,3,7,,,7,,,7,,,7,,,7,,,7,,,"DRIVER",8322,"TRANSPORT",49,6,48,4,,2,,,,,,,,,0
5,32,3210,2,1692,320174,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320174,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320174,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320174,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320174,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320174,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320174,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320174,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3210,2,1692,320174,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3213,2,128,320184,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3213,2,128,320184,2,7,,,7,,,7,,,7,,,7,,,7,,,"DRIVER",9333,"TRANSPORTATION",49,6,48,4,,2,,,,,,,,,0
5,32,3213,2,128,320184,3,7,,,7,,,7,,,7,,,7,,,7,,,"DRIVER",9333,"TRANSPORTATION",49,6,48,4,,2,,,,,,,,,0
5,32,3213,2,128,320184,4,3,,,3,,,3,,,3,,,3,,,3,,,"DRESS MAKER",7433,"MANUFACTURING",96,6,48,4,,2,,,,,,,,,0
5,32,3213,2,128,320184,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CROP FARMER",6210,"CROP FARMER",1,6,50,9,,2,,,,,,,,,0
5,32,3216,2,1184,320187,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CROP FARMER",6210,"CROP FARMER",1,6,58,9,,2,,,,,,,,,0
5,32,3216,2,1184,320187,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"POLICE FORCE",3445,"SECURITY",80,6,56,1,,2,,,,,,,,,0
5,32,3216,2,1184,320187,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CROP FARMER",6210,"CROP FARMER",1,6,56,9,,2,,,,,,,,,0
5,32,3216,2,1184,320187,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CROP FARMER",6210,"CROP FARMER",1,6,56,9,,2,,,,,,,,,0
5,32,3212,2,314,320192,1,7,,,7,,,7,,,7,,,7,,,7,,,"MOTOR BIKE DRIVER",8321,"TRANSPORTATION",49,6,6,9,,2,,,,,,,,,0
5,32,3212,2,314,320192,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320192,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320192,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320192,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320196,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"OFFICE CLEANERS",9132,"OFFICE CLEANER",96,6,48,3,,2,,,,,,,,,0
5,32,3207,2,1464,320196,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320196,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320199,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"TYPIST",3431,"PUBLIC ADMINISTRATION",84,12,45,2,,2,,,,,,,,,0
5,32,3207,2,1464,320199,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320199,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320204,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,"CASHIER CLERK",4122,"FINANCIAL SERVICE",64,6,40,4,,2,,,,,,,,,0
5,32,3207,2,1464,320204,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"SALE OF CLOTHING",3416,"RETAIL TRADE",47,6,56,9,,2,,,,,,,,,0
5,32,3212,2,314,320209,1,4,,,4,,,4,,,4,,,4,,,4,,,"SECURITY(GLOBAL ENERGY)",9153,"PERSONAL SERVICES",80,6,48,4,,2,,,,,,,,,0
5,32,3212,2,314,320209,2,3,,,3,,,3,,,3,,,3,,,3,,,"BAKING OF FOODS",7412,"MANUFACTURING",10,6,48,9,,2,,,,,,,,,0
5,32,3212,2,314,320209,3,6,,,6,,,6,,,6,,,6,,,6,,,"WELDER(APPRENTICE)",7212,"CONSTRUCTION",43,6,48,4,,2,,,,,,,,,0
