"zone","state","lga","sector","ea","hhid","indiv","s3dq1a","s3dq1b","s3dq1c","s3dq1d","s3dq1e","s3dq1f","s3dq1g","s3dq1h","s3dq1i","s3dq1j","s3dq1k","s3dq1l","s3dq1m","s3dq1n","s3dq1o","s3dq1p","s3dq1q","s3dq1r","s3dq2a","s3dq2b","s3dq3a","s3dq3b","s3dq4","s3dq5","s3dq6","s3dq6b","s3dq7","s3dq8a","s3dq8b","s3dq9a","s3dq9b","s3dq10","s3dq11","s3dq12","s3dq12b","tracked_obs"
5,9,914,2,1746,90113,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90126,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6111,"AGRICULTURE",1,6,15,9,,2,,,,,,,,,0
5,9,913,2,2266,90126,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6111,"AGRICULTURE",1,6,15,9,,2,,,,,,,,,0
5,9,913,2,2266,90126,3,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90126,4,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90126,5,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90126,6,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90126,7,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90126,8,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90126,9,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90126,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90130,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6111,"AGRICULTURE",1,6,36,9,,2,,,,,,,,,0
5,9,913,2,2266,90130,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6111,"AGRICULTURE",1,6,36,9,,2,,,,,,,,,0
5,9,913,2,2266,90130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,913,2,2266,90130,4,12,,,12,,,12,,,12,,,12,,,12,,,"HEALTH WORKER",2229,"HEALTH",86,6,40,4,,2,,,,,,,,,0
5,10,1014,2,80,100001,1,1,8,,1,8,,1,8,,1,8,,1,8,,1,8,,"FISH FARMING",9213,"FISHING",3,6,40,9,,1,"CROP FARMING",6114,"AGRICULTURE",1,6,8,9,,0
5,10,1014,2,80,100007,1,1,,,1,,,,10,,,10,,1,,,10,,,"CROP  FARMING",6114,"AGRICULTURE",1,6,32,9,,1,"BRICKLAYING",7122,"BRICKLAYING",41,3,32,9,,0
5,10,1014,2,80,100007,2,16,,,16,,,16,,,16,,,16,,,16,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100007,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100007,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100007,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100007,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100007,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100023,1,1,8,,1,8,,1,8,,1,8,,1,8,,1,8,,"CROP FARMING",6114,"AGRICULTURE",1,6,24,10,,1,"BUYING AND SELLING",3416,"TRADING",47,4,21,9,,0
5,10,1007,1,1166,100023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100023,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100023,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100023,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100023,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100028,1,8,,,8,,,8,,,8,,,8,,,8,,,"BUYING AND SELLING",3416,"RETAIL TRADING",47,6,40,9,,2,,,,,,,,,0
5,10,1007,1,1166,100028,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100028,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100028,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100028,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100028,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100028,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100029,1,1,1,,1,1,,1,,,1,1,,1,1,,1,1,,"CROP FARMING",6114,"AGRICULTURE",1,6,42,9,,1,"PALM OIL MILLING",6112,"AGRICULTURE",1,3,42,9,,0
5,10,1007,1,1166,100029,2,1,1,,1,1,,1,,,1,1,,1,1,,1,1,,"CROP FARMING",6114,"AGRICULTURE",1,6,20,9,,1,"PALM OIL MILLING",6112,"AGRICULTURE",1,4,32,9,,0
5,10,1007,1,1166,100029,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100029,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100029,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100029,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100045,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
5,10,1008,2,1718,100045,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
5,10,1008,2,1718,100045,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100045,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100045,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100049,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,6,49,9,,2,,,,,,,,,0
5,10,1008,2,1718,100049,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
5,10,1008,2,1718,100049,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100049,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100049,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100049,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100050,1,1,7,,1,7,,1,7,,1,7,,1,7,,1,7,,"CYCLIST",8321,"TRANSPORTATION.",49,6,6,9,,1,"CYCLIST",8321,"TRANSPORTATION",49,6,24,9,,0
5,10,1008,2,1718,100050,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
5,10,1008,2,1718,100050,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100050,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100050,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1012,2,936,100063,1,8,,,8,,,8,,,8,,,8,,,8,,,"BUYING AND SELLING",3416,"RETAIL TRADING",47,0,40,9,,2,,,,,,,,,0
5,10,1012,2,936,100063,2,10,,,10,,,10,,,10,,,10,,,10,,,"FOOD VENDOR",9111,"MANUFACTURING",10,0,40,9,,2,,,,,,,,,0
5,10,1012,2,936,100066,1,13,,,13,,,13,,,13,,,13,,,13,,,"ACCOUNTANT",2411,"FINANCIAL SERVICES",64,6,40,3,,2,,,,,,,,,0
5,10,1012,2,936,100066,2,10,,,10,,,10,,,10,,,10,,,10,,,"ESTATE AGENT",3413,"REAL ESTATE ACTIVITIES",68,6,48,4,,2,,,,,,,,,0
5,10,1012,2,936,100066,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1012,2,936,100066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1012,2,936,100067,1,11,,,11,,,11,,,11,,,11,,,11,,,"SEC. TEACHING",2320,"EDUCATION",85,6,6,2,,2,,,,,,,,,0
5,10,1012,2,936,100067,2,11,,,11,,,11,,,11,,,11,,,11,,,"SEC TEACHING",2320,"EDUCATION",85,6,6,2,,2,,,,,,,,,0
5,10,1012,2,936,100067,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,2,8,,,8,,,8,,,8,,,,,,8,,,"BUYING AND SELLING",3416,"RETAIL TRADE",47,3,66,9,,2,,,,,,,,,0
5,10,1005,1,662,100095,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,8,8,,,8,,,8,,,8,,,,,,8,,,"BUYING AND SELLING",3416,"RETAIL TRADE",47,6,42,9,,2,,,,,,,,,0
5,10,1005,1,662,100095,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,1,12,,,12,,,12,,,12,,,12,,,12,,,"CLEANER",9132,"HUMAN HEALTH ACTIVITIES",86,5,40,2,,2,,,,,,,,,0
5,10,1005,1,662,100096,2,8,,,8,,,8,,,8,,,8,,,8,,,"YAM SELLER",3416,"RETAIL TRADE",47,6,20,9,,2,,,,,,,,,0
5,10,1005,1,662,100096,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100107,2,8,,,8,,,,8,,,8,,,8,,8,,,"BUYING AND SELLING",3416,"BUYING AND SELLING",47,6,45,9,,2,,,,,,,,,0
5,10,1018,1,634,100111,1,9,,,9,,,9,,,9,,,9,,,,,,"HEAD,LOAN RECOVERY",3419,"HEAD,LOAN RECOVERY",64,6,45,1,,2,,,,,,,,,0
5,10,1018,1,634,100111,2,8,,,8,,,8,,,8,,,8,,,8,,,"BUYING AND SELLING",3416,"BUYING AND SELLING",47,6,66,9,,2,,,,,,,,,0
5,10,1018,1,634,100111,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100111,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100111,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100111,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100113,1,,,,,,,,,,,,,,5,,,5,,"RADIO COMMUNICATION",7243,"TELCOMMUNICATION",95,3,8,9,,2,,,,,,,,,0
5,10,1018,1,634,100113,2,,,,8,,,8,,,8,,,,8,,,8,,"BUYING AND SELLING",3416,"BUYING AND SELLING",47,6,20,9,,2,,,,,,,,,0
5,10,1018,1,634,100113,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100113,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100113,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CROP FARMING",6114,"AGRICULTURE",1,6,35,9,,2,,,,,,,,,0
5,10,1018,1,634,100120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100125,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"BUYING AND SELLING",3416,"RETAIL TRADE",47,6,60,9,,2,,,,,,,,,0
5,10,1020,1,38,100125,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100132,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"OFFICE CLEANER",9132,"MINING",6,6,40,7,,2,,,,,,,,,0
5,10,1025,2,1774,100132,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"BUYING AND SELLING",3416,"RETAIL TRADE",47,6,60,9,,2,,,,,,,,,0
5,10,1025,2,1774,100132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100132,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,1,13,,,13,,,13,,,14,,,13,,,13,,,"POLICE OFFICER",3445,"POLICE OFFICER",84,5,40,1,,2,,,,,,,,,0
5,10,1025,2,1774,100138,2,8,,,8,,,8,,,8,,,8,,,8,,,"BUYING AND SELLING",3416,"BUYING AND SELLING",47,6,54,9,,2,,,,,,,,,0
5,10,1025,2,1774,100138,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,1,2028,110005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,1,2028,110005,2,12,,,12,,,12,,,12,,,12,,,12,,,"WARD AUDLY",3229,"HEALTH",,6,35,1,,2,,,,,,,,,0
4,11,1104,1,2028,110005,3,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1104,1,2028,110005,4,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1104,1,2028,110005,5,10,,,10,,,10,,,10,,,10,,,10,,,"DRY CLEANER",8264,"PERSONAL SERVICES",,6,42,4,,2,,,,,,,,,0
4,11,1104,1,2028,110005,6,10,,,10,,,10,,,10,,,10,,,10,,,"BABER",5131,"PERSONAL SERVICES",,6,54,4,,2,,,,,,,,,0
4,11,1104,1,2028,110005,7,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1104,1,2028,110005,8,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1104,1,2028,110010,1,13,14,,13,14,,13,14,,13,14,,13,14,,13,13,,"PUBLIC COMPLAIN INVESTIGA",3449,"INVESTIGATION",80,6,40,1,,2,,,,,,,,,0
4,11,1104,1,2028,110010,2,13,14,,13,14,,13,14,,13,14,,13,14,,13,14,,"CLERICAL OFFICER2",3431,"CLERICAL DUTY",82,6,40,2,,2,,,,,,,,,0
4,11,1104,1,2028,110010,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,1,2028,110010,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,1,2028,110010,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,1,2028,110010,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110016,1,8,1,,8,1,,8,1,,8,1,,8,1,,8,1,,"BUTCHER",7411,"BUYING AND SELLING",47,6,40,9,,1,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,15,9,,0
4,11,1112,2,1952,110016,2,1,,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1112,2,1952,110016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110016,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110017,1,13,1,,13,,1,13,,1,13,1,,13,,1,13,,1,"ADMINISTRATIVE CLEARK",3431,"PUBLIC ADMINISTRATION",84,6,40,3,,1,"CLEARING OF FARM",6114,"AGRICULTURE",1,12,8,9,,0
4,11,1112,2,1952,110017,2,1,1,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1112,2,1952,110017,3,1,1,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,38,9,,2,,,,,,,,,0
4,11,1112,2,1952,110017,4,14,14,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110017,5,14,14,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110017,6,14,14,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110017,7,14,14,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110020,1,6,1,14,6,1,14,6,1,14,6,1,14,6,1,14,6,1,14,"OTHER BUILDING FRAM",7129,"SPECIALIZED CONT.ACTIVITI",43,6,32,9,,1,"CLEARING OF FARM",6114,"AGRICULTURE",1,6,8,9,,0
4,11,1112,2,1952,110020,2,11,1,14,11,1,14,11,1,14,11,1,14,11,1,14,11,1,14,"PRIMARY SCH. TEACHER",2331,"EDUCATINO",85,6,40,2,,1,"MIXED CROP FARM",6114,"AGRICULTURE",1,6,6,9,,0
4,11,1112,2,1952,110020,3,14,,,14,,14,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110020,4,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110020,5,4,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110020,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,1952,110020,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110023,1,1,,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
4,11,1112,2,78,110023,2,1,,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1112,2,78,110023,3,1,,,1,,,1,,,1,,,1,,,1,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,35,9,,2,,,,,,,,,0
4,11,1112,2,78,110023,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110023,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110028,1,1,14,,1,14,,1,14,,1,14,,1,14,,1,14,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1112,2,78,110028,2,1,14,,1,14,,1,14,,1,14,,1,14,,1,14,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1112,2,78,110028,3,1,14,,1,14,,1,14,,1,14,,1,14,,1,14,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,8,9,,2,,,,,,,,,0
4,11,1112,2,78,110028,4,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110028,5,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110028,6,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110028,7,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110029,1,1,14,,1,14,,1,14,,1,14,,1,14,,1,14,,"MIXED CROP FARMING",6114,"AGRICULTURE",10,6,48,9,,2,,,,,,,,,0
4,11,1112,2,78,110029,2,1,14,,1,14,,1,14,,1,14,,1,14,,1,14,,"MIXED CROP FARMING",6114,"AGROCULTURE",10,6,48,9,,2,,,,,,,,,0
4,11,1112,2,78,110029,3,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110029,4,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110029,5,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1112,2,78,110029,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,714,110031,1,1,14,,1,,,1,14,,1,14,,1,14,,1,14,,"PLANTING AND WEEDING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1110,2,714,110031,2,1,14,,1,,,1,14,,1,14,,1,14,,1,14,,"PLANTING AND WEEDING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1110,2,714,110031,3,14,,,14,,,14,,,14,,,1,14,,1,14,,"PLANTING AND WEEDING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1110,2,714,110031,4,14,,,14,,,14,,,14,,,1,14,,1,14,,"PLANTING WEEDING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1110,2,714,110031,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,714,110032,1,11,1,14,11,1,14,11,1,14,11,1,14,11,1,14,11,1,14,,,,,,,,,,,,,,,,,,0
4,11,1110,2,714,110032,2,1,14,,1,14,,1,14,,1,14,,1,14,,1,14,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1110,2,714,110032,3,14,,,14,,,14,,,14,,,14,,,14,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,16,9,,2,,,,,,,,,0
4,11,1110,2,714,110032,4,14,,,14,,,14,,,14,,,14,,,14,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,16,9,,2,,,,,,,,,0
4,11,1110,2,714,110032,5,14,,,14,,,14,,,14,,,14,,,14,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,16,9,,2,,,,,,,,,0
4,11,1110,2,714,110032,6,14,,,14,,,14,,,14,,,14,,,14,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,12,9,,2,,,,,,,,,0
4,11,1110,2,2752,110046,1,11,1,14,11,1,14,11,1,11,11,1,14,11,1,14,11,1,,"TEACHING",2331,"EDUCATION",85,6,30,9,,1,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,6,1,,0
4,11,1110,2,2752,110046,2,1,14,14,1,14,,1,14,,1,14,,1,14,,1,14,14,"PLANTING AND WEEDING",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
4,11,1110,2,2752,110046,3,1,14,14,1,14,,1,14,,1,14,,1,14,,1,14,14,"PLANTING AND WEEDING",6114,"AGRICULTURE",1,6,8,9,,2,,,,,,,,,0
4,11,1110,2,2752,110046,4,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,2752,110046,5,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,2752,110046,6,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,2752,110046,7,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,2752,110046,8,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,2752,110046,9,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,2752,110046,10,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,2752,110047,1,1,14,,1,,,1,14,,1,,,1,14,,1,14,,"PLANTING AND WEEDING",6114,"AGRICULTURE",1,6,36,9,,2,,,,,,,,,0
4,11,1110,2,2752,110047,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,2752,110047,3,1,11,4,1,,,1,14,,1,14,,1,14,,1,14,,"PLANTING AND WEEDING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1108,2,492,110051,1,1,14,,1,14,,1,14,,1,14,,1,14,,1,14,,"CLEARING/MAKING OF HEAPS6",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
