"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s8q9","s8q10","s8q11","tracked_obs"
1,7,707,2,560,70009,519,"Grass for thatching roof or ot",2,,,0
1,7,707,2,560,70010,518,"Woodpoles, bamboo",2,,,0
1,7,707,2,560,70010,519,"Grass for thatching roof or ot",2,,,0
1,7,708,2,754,70011,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70011,519,"Grass for thatching roof or ot",1,2000,2000,0
1,7,708,2,754,70012,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70012,519,"Grass for thatching roof or ot",2,,,0
1,7,708,2,754,70013,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70013,519,"Grass for thatching roof or ot",2,,,0
1,7,708,2,754,70014,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70014,519,"Grass for thatching roof or ot",2,,,0
1,7,708,2,754,70015,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70015,519,"Grass for thatching roof or ot",2,,,0
1,7,708,2,754,70016,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70016,519,"Grass for thatching roof or ot",2,,,0
1,7,708,2,754,70017,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70017,519,"Grass for thatching roof or ot",2,,,0
1,7,708,2,754,70018,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70018,519,"Grass for thatching roof or ot",2,,,0
1,7,708,2,754,70019,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70019,519,"Grass for thatching roof or ot",2,,,0
1,7,708,2,754,70020,518,"Woodpoles, bamboo",2,,,0
1,7,708,2,754,70020,519,"Grass for thatching roof or ot",2,,,0
1,7,705,2,4186,70021,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70021,519,"Grass for thatching roof or ot",2,,,0
1,7,705,2,4186,70022,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70022,519,"Grass for thatching roof or ot",2,,,0
1,7,705,2,4186,70023,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70023,519,"Grass for thatching roof or ot",2,,,0
1,7,705,2,4186,70024,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70024,519,"Grass for thatching roof or ot",2,,,0
1,7,705,2,4186,70025,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70025,519,"Grass for thatching roof or ot",2,,,0
1,7,705,2,4186,70026,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70026,519,"Grass for thatching roof or ot",2,,,0
1,7,705,2,4186,70027,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70027,519,"Grass for thatching roof or ot",2,,,0
1,7,705,2,4186,70028,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70028,519,"Grass for thatching roof or ot",2,,,0
1,7,705,2,4186,70029,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70029,519,"Grass for thatching roof or ot",1,2000,2000,0
1,7,705,2,4186,70030,518,"Woodpoles, bamboo",2,,,0
1,7,705,2,4186,70030,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,234,70031,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70031,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,234,70032,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70032,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,234,70033,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70033,519,"Grass for thatching roof or ot",1,2000,2000,0
1,7,722,2,234,70034,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70034,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,234,70035,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70035,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,234,70036,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70036,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,234,70037,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70037,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,234,70038,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70038,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,234,70039,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70039,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,234,70040,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,234,70040,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70041,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70041,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70042,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70042,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70043,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70043,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70044,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70044,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70045,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70045,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70046,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70046,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70047,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70047,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70048,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70048,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70049,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70049,519,"Grass for thatching roof or ot",2,,,0
1,7,722,2,892,70050,518,"Woodpoles, bamboo",2,,,0
1,7,722,2,892,70050,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70051,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70051,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70052,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70052,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70053,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70053,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70054,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70054,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70055,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70055,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70056,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70056,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70057,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70057,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70058,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70058,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70059,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70059,519,"Grass for thatching roof or ot",2,,,0
1,7,710,2,2726,70060,518,"Woodpoles, bamboo",2,,,0
1,7,710,2,2726,70060,519,"Grass for thatching roof or ot",2,,,0
1,7,711,2,2532,70061,518,"Woodpoles, bamboo",2,,,0
1,7,711,2,2532,70061,519,"Grass for thatching roof or ot",2,,,0
1,7,711,2,2532,70062,518,"Woodpoles, bamboo",2,,,0
1,7,711,2,2532,70062,519,"Grass for thatching roof or ot",2,,,0
1,7,711,2,2532,70063,518,"Woodpoles, bamboo",2,,,0
1,7,711,2,2532,70063,519,"Grass for thatching roof or ot",2,,,0
1,7,711,2,2532,70064,518,"Woodpoles, bamboo",2,,,0
1,7,711,2,2532,70064,519,"Grass for thatching roof or ot",2,,,0
1,7,711,2,2532,70066,518,"Woodpoles, bamboo",2,,,0
1,7,711,2,2532,70066,519,"Grass for thatching roof or ot",2,,,0
1,7,711,2,2532,70067,518,"Woodpoles, bamboo",2,,,0
1,7,711,2,2532,70067,519,"Grass for thatching roof or ot",2,,,0
1,7,711,2,2532,70068,518,"Woodpoles, bamboo",2,,,0
1,7,711,2,2532,70068,519,"Grass for thatching roof or ot",2,,,0
1,7,711,2,2532,70069,518,"Woodpoles, bamboo",2,,,0
1,7,711,2,2532,70069,519,"Grass for thatching roof or ot",2,,,0
1,7,711,2,2532,70070,518,"Woodpoles, bamboo",2,,,0
1,7,711,2,2532,70070,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70071,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70071,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70072,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70072,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70073,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70073,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70074,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70074,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70075,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70075,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70076,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70076,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70077,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70077,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70078,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70078,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70079,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70079,519,"Grass for thatching roof or ot",2,,,0
1,7,709,2,1226,70080,518,"Woodpoles, bamboo",2,,,0
1,7,709,2,1226,70080,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70081,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70081,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70082,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70082,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70083,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70083,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70084,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70084,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70085,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70085,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70086,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70086,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70087,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70087,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70088,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70088,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70089,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70089,519,"Grass for thatching roof or ot",2,,,0
1,7,719,1,1612,70090,518,"Woodpoles, bamboo",2,,,0
1,7,719,1,1612,70090,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70091,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70091,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70092,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70092,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70093,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70093,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70094,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70094,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70095,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70095,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70096,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70096,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70097,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70097,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70098,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70098,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70099,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70099,519,"Grass for thatching roof or ot",2,,,0
1,7,717,2,1248,70100,518,"Woodpoles, bamboo",2,,,0
1,7,717,2,1248,70100,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70101,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70101,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70102,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70102,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70103,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70103,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70104,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70104,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70105,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70105,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70106,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70106,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70107,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70107,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70108,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70108,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70109,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70109,519,"Grass for thatching roof or ot",2,,,0
1,7,701,2,606,70110,518,"Woodpoles, bamboo",2,,,0
1,7,701,2,606,70110,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70111,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70111,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70112,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70112,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70113,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70113,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70114,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70114,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70115,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70115,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70116,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70116,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70117,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70117,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70118,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70118,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70119,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70119,519,"Grass for thatching roof or ot",2,,,0
1,7,702,2,632,70120,518,"Woodpoles, bamboo",2,,,0
1,7,702,2,632,70120,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70121,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70121,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70122,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70122,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70123,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70123,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70124,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70124,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70125,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70125,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70126,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70126,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70127,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70127,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70128,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70128,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70129,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70129,519,"Grass for thatching roof or ot",2,,,0
1,7,718,2,1640,70130,518,"Woodpoles, bamboo",2,,,0
1,7,718,2,1640,70130,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70131,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70131,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70132,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70132,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70133,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70133,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70134,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70134,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70135,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70135,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70136,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70136,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70137,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70137,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70138,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70138,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70139,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70139,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,780,70140,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,780,70140,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70141,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70141,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70142,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70142,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70143,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70143,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70144,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70144,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70145,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70145,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70146,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70146,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70147,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70147,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70148,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70148,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70149,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70149,519,"Grass for thatching roof or ot",2,,,0
1,7,715,2,294,70150,518,"Woodpoles, bamboo",2,,,0
1,7,715,2,294,70150,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70151,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70151,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70152,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70152,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70153,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70153,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70154,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70154,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70155,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70155,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70156,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70156,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70157,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70157,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70158,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70158,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70159,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70159,519,"Grass for thatching roof or ot",2,,,0
1,7,713,2,304,70160,518,"Woodpoles, bamboo",2,,,0
1,7,713,2,304,70160,519,"Grass for thatching roof or ot",2,,,0
2,8,813,2,2094,80002,518,"Woodpoles, bamboo",2,,,0
2,8,813,2,2094,80002,519,"Grass for thatching roof or ot",2,,,0
2,8,813,2,2094,80003,518,"Woodpoles, bamboo",2,,,0
2,8,813,2,2094,80003,519,"Grass for thatching roof or ot",2,,,0
2,8,813,2,2094,80004,518,"Woodpoles, bamboo",2,,,0
2,8,813,2,2094,80004,519,"Grass for thatching roof or ot",2,,,0
2,8,813,2,2094,80005,518,"Woodpoles, bamboo",2,,,0
2,8,813,2,2094,80005,519,"Grass for thatching roof or ot",2,,,0
2,8,813,2,2094,80006,518,"Woodpoles, bamboo",2,,,0
2,8,813,2,2094,80006,519,"Grass for thatching roof or ot",2,,,0
2,8,813,2,2094,80007,518,"Woodpoles, bamboo",2,,,0
2,8,813,2,2094,80007,519,"Grass for thatching roof or ot",2,,,0
2,8,813,2,2094,80008,518,"Woodpoles, bamboo",2,,,0
2,8,813,2,2094,80008,519,"Grass for thatching roof or ot",2,,,0
2,8,813,2,2094,80009,518,"Woodpoles, bamboo",2,,,0
2,8,813,2,2094,80009,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80021,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80021,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80022,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80022,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80023,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80023,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80024,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80024,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80025,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80025,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80026,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80026,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80027,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80027,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80028,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80028,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80029,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80029,519,"Grass for thatching roof or ot",2,,,0
2,8,821,1,5062,80030,518,"Woodpoles, bamboo",2,,,0
2,8,821,1,5062,80030,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80031,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80031,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80032,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80032,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80033,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80033,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80034,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80034,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80035,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80035,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80036,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80036,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80037,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80037,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80038,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80038,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80039,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80039,519,"Grass for thatching roof or ot",2,,,0
2,8,816,2,1270,80040,518,"Woodpoles, bamboo",2,,,0
2,8,816,2,1270,80040,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80041,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80041,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80042,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80042,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80043,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80043,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80044,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80044,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80045,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80045,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80046,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80046,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80047,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80047,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80048,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80048,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80049,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80049,519,"Grass for thatching roof or ot",2,,,0
2,8,803,1,944,80050,518,"Woodpoles, bamboo",2,,,0
2,8,803,1,944,80050,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80051,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80051,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80052,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80052,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80053,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80053,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80054,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80054,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80055,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80055,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80056,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80056,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80057,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80057,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80058,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80058,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80059,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80059,519,"Grass for thatching roof or ot",2,,,0
2,8,811,1,1558,80060,518,"Woodpoles, bamboo",2,,,0
2,8,811,1,1558,80060,519,"Grass for thatching roof or ot",2,,,0
