"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s8q9","s8q10","s8q11","tracked_obs"
3,21,2117,2,554,210067,518,"Woodpoles, bamboo",2,,,0
3,21,2117,2,554,210067,519,"Grass for thatching roof or ot",2,,,0
3,21,2117,2,554,210068,518,"Woodpoles, bamboo",2,,,0
3,21,2117,2,554,210068,519,"Grass for thatching roof or ot",2,,,0
3,21,2117,2,554,210069,518,"Woodpoles, bamboo",2,,,0
3,21,2117,2,554,210069,519,"Grass for thatching roof or ot",2,,,0
3,21,2117,2,554,210070,518,"Woodpoles, bamboo",2,,,0
3,21,2117,2,554,210070,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210071,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210071,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210072,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210072,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210073,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210073,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210074,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210074,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210075,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210075,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210076,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210076,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210077,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210077,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210078,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210078,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210079,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210079,519,"Grass for thatching roof or ot",2,,,0
3,21,2108,1,520,210080,518,"Woodpoles, bamboo",2,,,0
3,21,2108,1,520,210080,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210081,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210081,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210082,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210082,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210083,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210083,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210084,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210084,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210085,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210085,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210086,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210086,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210087,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210087,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210088,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210088,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210089,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210089,519,"Grass for thatching roof or ot",2,,,0
3,21,2102,2,1124,210090,518,"Woodpoles, bamboo",2,,,0
3,21,2102,2,1124,210090,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210091,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210091,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210092,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210092,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210093,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210093,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210094,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210094,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210095,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210095,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210096,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210096,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210097,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210097,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210098,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210098,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210099,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210099,519,"Grass for thatching roof or ot",2,,,0
3,21,2111,2,180,210100,518,"Woodpoles, bamboo",2,,,0
3,21,2111,2,180,210100,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220001,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220001,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220002,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220002,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220003,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220003,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220004,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220004,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220005,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220005,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220006,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220006,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220007,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220007,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220008,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220008,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220009,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220009,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,1,806,220010,518,"Woodpoles, bamboo",2,,,0
1,22,2211,1,806,220010,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220011,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220011,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220012,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220012,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220013,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220013,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220014,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220014,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220015,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220015,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220016,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220016,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220017,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220017,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220018,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220018,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220019,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220019,519,"Grass for thatching roof or ot",2,,,0
1,22,2211,2,594,220020,518,"Woodpoles, bamboo",2,,,0
1,22,2211,2,594,220020,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220021,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220021,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220022,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220022,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220023,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220023,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220024,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220024,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220025,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220025,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220026,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220026,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220027,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220027,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220028,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220028,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220029,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220029,519,"Grass for thatching roof or ot",2,,,0
1,22,2216,1,428,220030,518,"Woodpoles, bamboo",2,,,0
1,22,2216,1,428,220030,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220031,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220031,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220032,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220032,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220033,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220033,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220034,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220034,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220035,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220035,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220036,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220036,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220037,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220037,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220038,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220038,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220039,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220039,519,"Grass for thatching roof or ot",2,,,0
1,22,2201,2,422,220040,518,"Woodpoles, bamboo",2,,,0
1,22,2201,2,422,220040,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220041,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220041,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220042,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220042,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220043,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220043,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220044,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220044,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220045,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220045,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220046,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220046,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220047,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220047,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220048,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220048,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220049,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220049,519,"Grass for thatching roof or ot",2,,,0
1,22,2209,1,792,220050,518,"Woodpoles, bamboo",2,,,0
1,22,2209,1,792,220050,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220051,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220051,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220052,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220052,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220053,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220053,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220054,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220054,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220055,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220055,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220056,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220056,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220057,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220057,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220058,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220058,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220059,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220059,519,"Grass for thatching roof or ot",2,,,0
1,22,2220,1,1296,220060,518,"Woodpoles, bamboo",2,,,0
1,22,2220,1,1296,220060,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220061,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220061,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220062,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220062,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220063,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220063,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220064,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220064,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220065,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220065,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220066,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220066,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220067,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220067,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220068,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220068,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220069,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220069,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,2432,220070,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,2432,220070,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220071,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220071,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220072,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220072,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220073,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220073,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220074,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220074,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220075,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220075,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220076,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220076,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220077,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220077,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220078,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220078,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220079,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220079,519,"Grass for thatching roof or ot",2,,,0
1,22,2205,2,664,220080,518,"Woodpoles, bamboo",2,,,0
1,22,2205,2,664,220080,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220081,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220081,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220082,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220082,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220083,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220083,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220084,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220084,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220085,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220085,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220086,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220086,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220087,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220087,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220088,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220088,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220089,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220089,519,"Grass for thatching roof or ot",2,,,0
1,22,2214,2,1354,220090,518,"Woodpoles, bamboo",2,,,0
1,22,2214,2,1354,220090,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220091,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220091,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220092,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220092,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220093,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220093,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220094,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220094,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220095,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220095,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220096,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220096,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220097,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220097,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220098,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220098,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220099,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220099,519,"Grass for thatching roof or ot",2,,,0
1,22,2218,2,596,220100,518,"Woodpoles, bamboo",2,,,0
1,22,2218,2,596,220100,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220101,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220101,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220102,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220102,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220103,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220103,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220104,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220104,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220105,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220105,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220106,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220106,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220107,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220107,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220108,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220108,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220109,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220109,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,530,220110,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,530,220110,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220111,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220111,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220112,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220112,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220113,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220113,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220114,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220114,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220115,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220115,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220116,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220116,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220117,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220117,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220118,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220118,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220119,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220119,519,"Grass for thatching roof or ot",2,,,0
1,22,2203,2,266,220120,518,"Woodpoles, bamboo",2,,,0
1,22,2203,2,266,220120,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,5180,230001,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,5180,230001,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,5180,230002,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,5180,230002,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,5180,230003,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,5180,230003,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,5180,230004,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,5180,230004,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,5180,230005,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,5180,230005,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,5180,230006,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,5180,230006,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,5180,230007,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,5180,230007,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,5180,230008,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,5180,230008,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,5180,230009,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,5180,230009,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230011,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230011,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230012,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230012,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230013,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230013,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230014,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230014,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230015,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230015,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230016,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230016,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230017,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230017,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230018,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230018,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230019,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230019,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,2316,230020,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,2316,230020,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230021,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230021,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230022,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230022,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230023,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230023,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230024,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230024,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230025,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230025,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230026,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230026,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230027,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230027,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230028,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230028,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230029,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230029,519,"Grass for thatching roof or ot",2,,,0
1,23,2307,1,78,230030,518,"Woodpoles, bamboo",2,,,0
1,23,2307,1,78,230030,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230031,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230031,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230032,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230032,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230033,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230033,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230034,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230034,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230035,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230035,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230036,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230036,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230037,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230037,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230038,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230038,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230039,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230039,519,"Grass for thatching roof or ot",2,,,0
1,23,2306,1,970,230040,518,"Woodpoles, bamboo",2,,,0
1,23,2306,1,970,230040,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,556,230041,518,"Woodpoles, bamboo",2,,,0
1,23,2308,1,556,230041,519,"Grass for thatching roof or ot",2,,,0
1,23,2308,1,556,230042,518,"Woodpoles, bamboo",2,,,0
