"zone","state","lga","sector","ea","hhid","indiv","s3cq1","s3cq2","s3cq3","s3cq4","s3cq5a","s3cq5b","s3cq6a","s3cq6b","s3cq7","s3cq8","s3cq9","s3cq9b","s3cq10","s3cq11a","s3cq11b","s3cq12a","s3cq12b","s3cq13","s3cq14","s3cq15","s3cq15b","tracked_obs"
2,8,802,2,1152,80076,6,2,1,2,1,"FARMING",6114,"CROP PRODUCTION",1,6,30,9,,2,,,,,,,,,0
2,8,802,2,1152,80078,1,2,1,2,1,"CROP FARMING",6111,"AGRIC",1,6,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80078,2,2,1,2,1,"CROP FARMIMG",6111,"AGRIC",1,6,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80078,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,8,2,1,2,1,"CROP FARMIMG",6111,"AGRIC",1,6,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80078,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,11,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,12,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80084,1,1,1,2,1,"PLUMBER/WEII SICKER",7132,"PLUMBER/WILL SICKER",37,6,40,3,,2,,,,,,,,,0
2,8,812,2,866,80084,2,2,1,2,1,"CROP PRODUCTIOON",6114,"CROP PRODUCTION",1,6,50,9,,2,,,,,,,,,0
2,8,812,2,866,80084,3,2,1,2,1,"CROP PRODUCTION",6114,"CROP PRODUCTION",1,6,45,9,,2,,,,,,,,,0
2,8,812,2,866,80084,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80084,5,2,1,2,1,"CROP PRODUCTION",6114,"CRIO ORIDYCTUIB",1,6,40,9,,2,,,,,,,,,0
2,8,812,2,866,80084,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80084,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80084,10,2,1,2,1,"CROP PRODUCATION",6114,"CROP PRODUCTION",1,6,40,9,,2,,,,,,,,,0
2,8,812,2,866,80088,1,2,1,2,1,"FARMING (CROP PRODUCTION)",6114,"CROP PRODUCTION",1,6,50,9,,2,,,,,,,,,0
2,8,812,2,866,80088,2,2,1,2,1,"FARMING(CROP PRODUCTION)",6114,"CROP PRODUCTION",1,6,40,9,,2,,,,,,,,,0
2,8,812,2,866,80088,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,7,2,1,2,1,"FARMING(CROP PRODUCTION)",6114,"CROP PRODUCTION.",1,6,40,9,,2,,,,,,,,,0
2,8,812,2,866,80088,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,1,1,,,1,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,1,1,2,2,1,"ADMINISTRATIVE CLERK",4141,"ADMINISTRATION",84,6,24,3,,2,,,,,,,,,0
2,8,805,2,46,80091,2,1,2,2,1,"WORKS DEPARTMENT CLARK",4141,"CLARK",84,6,24,3,,2,,,,,,,,,0
2,8,805,2,46,80091,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,7,1,2,2,1,"TYPIST",4144,"TYPIST",84,6,24,3,,2,,,,,,,,,0
2,8,805,2,46,80091,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,9,2,2,1,1,"MOTOR MECHANIC",7231,"AUTO MECHANIC",45,6,20,3,,2,,,,,,,,,0
2,8,805,2,46,80091,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80093,1,1,2,2,1,"HEALTH WORKER",3229,"HEALTH",86,6,26,3,,1,,,"HEALTH",38,6,26,3,,0
2,8,827,2,804,80104,1,2,1,1,1,"CROP FARMING",6114,"CROP PRODUCTION",1,5,40,9,,2,,,,,,,,,0
2,8,827,2,804,80104,2,2,2,2,2,,,,,,,,,2,,,,,,,,,0
2,8,827,2,804,80104,3,2,2,2,2,,,,,,,,,2,,,,,,,,,0
2,8,827,2,804,80104,5,2,2,2,2,,,,,,,,,2,,,,,,,,,0
2,8,827,2,804,80108,1,2,1,1,1,"FARMING",6114,"CROP PRODUCTION",5,,50,9,,1,"CHABA (OKADA) RIDER",8321,"OKADA DRIVER",49,6,30,9,,0
2,8,827,2,804,80108,2,2,1,1,1,"FARMING",6114,"CROP PRODUCTION",5,,40,9,,1,"G/NUT OIL EXTRACTION",7412,"OIL EXTRATION",10,6,20,9,,0
2,8,827,2,804,80108,3,2,2,1,1,"FARMING",6114,"CROP PRODUCTION",5,,15,9,,,,,,,,,,,0
2,8,827,2,804,80108,4,2,2,1,1,"FARMING",6114,"CROP PRODUCTION",2,,,,,,,,,,,,,,0
2,8,827,2,804,80108,6,2,2,1,1,"FARMING",6114,"CROP PRODUCTION",2,,15,9,,,,,,,,,,,0
2,8,807,2,946,80115,1,2,1,2,1,"CROP FARMING",6111,"AGRIC",1,6,42,9,,2,,,,,,,,,0
2,8,807,2,946,80115,2,2,1,2,1,"CROP FARMING",6111,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80115,3,2,1,2,1,"CROP FARMING",6111,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80115,4,2,1,2,1,"CROP FARMIAG",6111,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80115,5,2,1,2,1,"CROP FARMING",6111,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80115,6,2,1,2,1,"CROP FARMIAG",6111,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80115,7,2,1,2,1,"CROP FARMING",6111,"AGRIC",1,6,40,1,,2,,,,,,,,,0
2,8,807,2,946,80117,1,2,1,1,1,"CROP FARMING",6111,"AGRIC",1,6,43,9,,1,"(PROVISION) BUYING & SELL",9112,"RETELL TRADER",47,3,30,9,,0
2,8,807,2,946,80117,2,2,1,2,1,"CROP FARMING",6111,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80117,3,2,1,2,1,"CROP FARMING",6111,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80117,4,2,1,2,1,"ANIMAL FARMING",6121,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80117,5,2,1,2,1,"ANIMAL FARMING",6121,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80117,6,2,1,2,1,"PULTRY",6122,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,946,80117,7,2,1,2,1,"PULTRY",6122,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,807,2,2396,80121,1,2,1,1,1,"CROP PRODUCTION",6111,"AGROCULTURE",1,6,40,9,,1,"PETY RADING",9112,"BUYING AND SELLING RETALT",47,3,20,9,,0
2,8,807,2,2396,80121,2,2,1,2,1,"CROP PRODUCTION",6111,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
2,8,807,2,2396,80121,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,807,2,2396,80121,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,807,2,2396,80121,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,807,2,2396,80121,8,2,1,2,1,"CROP PRODUCTION",6111,"AGRICULLTURE",1,6,40,9,,2,,,,,,,,,0
2,8,807,2,2396,80121,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,807,2,2396,80121,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,807,2,2396,80123,1,2,1,1,1,"FARMING",6114,"CROP FARMING",1,4,40,9,,1,"BUYING & SELLING",3416,"BUYING & SELLING FOOD ITE",47,6,8,9,,0
2,8,807,2,2396,80123,2,2,1,2,1,"FARMING",6114,"CROP FARMING",1,4,40,9,,2,,,,,,,,,0
2,8,807,2,2396,80123,3,2,1,2,1,"FARMING",6114,"CROP FARMING",1,3,40,9,,2,,,,,,,,,0
2,8,807,2,2396,80123,4,2,1,2,1,"FARMING",6114,"CROP FARMING",1,3,40,9,,2,,,,,,,,,0
2,8,807,2,2396,80123,5,2,1,2,1,"FARMING",6114,"CROP FARMING",1,3,40,9,,2,,,,,,,,,0
2,8,807,2,2396,80123,6,2,2,2,2,,,,,,,,,2,,,,,,,,,0
2,8,807,2,2396,80123,7,2,2,2,2,,,,,,,,,2,,,,,,,,,0
2,8,807,2,2396,80123,8,2,1,2,1,"FARMING",6114,"CROP FARMING",1,4,40,9,,2,,,,,,,,,0
2,8,807,2,2396,80123,9,2,1,2,1,"FARMING",6114,"CROP FARMING",1,2,15,9,,2,,,,,,,,,0
2,8,807,2,2396,80123,10,2,1,2,1,"FARMING",6114,"CROP FARMING",1,2,15,9,,2,,,,,,,,,0
2,8,807,2,2396,80123,11,2,1,2,1,"FARMING",6114,"CROP FARMING",1,2,15,9,,2,,,,,,,,,0
2,8,807,2,2396,80128,1,2,1,1,1,"FARMING",6114,"CROP FARMING",1,4,40,9,,1,"COMMERCIAL DRIVER",8322,"COMMERCIAL DRIVER",52,6,30,9,,0
2,8,807,2,2396,80128,2,2,1,1,1,"FARMING",6114,"CROP FARMING",1,4,40,9,,1,"AKARA",2412,"MANUFACTURING AKARA",10,3,25,9,,0
2,8,807,2,2396,80128,3,2,1,2,1,"FARMING",6114,"CROP FARMING",1,3,35,9,,2,,,,,,,,,0
2,8,807,2,2396,80128,4,2,1,2,1,"FARMING",6114,"CROP FARMING",1,3,30,9,,2,,,,,,,,,0
2,8,807,2,2396,80128,5,2,1,2,1,"FARMING",6114,"CROP FARMING",1,3,30,9,,2,,,,,,,,,0
2,8,807,2,2396,80128,6,2,1,2,1,"FARMING",6114,"CROP FARMING",1,2,20,9,,2,,,,,,,,,0
2,8,807,2,2396,80128,7,2,1,2,1,"FARMING",6114,"CROP FARMING",1,1,10,9,,2,,,,,,,,,0
2,8,807,2,2396,80128,8,2,1,2,1,"FARMING",6114,"CROP FARMING",1,1,10,9,,2,,,,,,,,,0
2,8,807,2,2396,80128,11,2,1,2,1,"FARMING",6114,"CROP FARMING",1,4,40,9,,2,,,,,,,,,0
2,8,807,2,2396,80128,12,2,1,2,1,"FARMING",6114,"CROP FARMING",1,1,10,8,,2,,,,,,,,,0
2,8,820,2,1030,80141,1,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,5,36,9,,2,,,,,,,,,0
2,8,820,2,1030,80141,2,2,1,2,1,"FARMING",6130,"AGRIC",1,5,36,2,,2,,,,,,,,,0
2,8,820,2,1030,80141,3,2,1,2,1,"FARMING",6130,"AGRIC",1,5,30,2,,2,,,,,,,,,0
2,8,820,2,1030,80141,4,2,1,2,1,"FARMING",6130,"AGRIC",1,5,30,2,,2,,,,,,,,,0
2,8,820,2,1030,80141,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,820,2,1030,80143,1,2,1,2,1,"FAMING",6130,"AGRICULTURE",1,5,35,9,,2,,,,,,,,,0
2,8,820,2,1030,80143,2,2,1,2,1,"FARMING",6130,"AGRIC",1,5,30,9,,2,,,,,,,,,0
2,8,820,2,1030,80143,3,2,1,2,1,"FARMING",6130,"REARING",1,4,70,9,,2,,,,,,,,,0
2,8,820,2,1030,80144,1,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",,6,42,9,,2,,,,,,,,,0
2,8,820,2,1030,80144,2,2,1,2,1,"CROP FARMING",6114,"AGRIC",,6,42,9,,2,,,,,,,,,0
2,8,820,2,1030,80144,3,2,1,2,1,"CROP FARMING",6114,"AGRIC",,6,42,9,,2,,,,,,,,,0
2,8,820,2,1030,80144,4,2,2,1,1,"CROP FARMING",6114,"AGRIC",,6,42,9,,2,,,,,,,,,0
2,8,824,2,768,80151,1,2,2,1,1,"MOTOR DRIVER",8322,"TRANSPORTATION",49,4,46,9,,2,,,,,,,,,0
2,8,824,2,768,80151,2,2,2,1,1,"KULIKULI SELLER",7412,"MANUFACTURING",10,4,23,9,,2,,,,,,,,,0
2,8,824,2,768,80151,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,824,2,768,80151,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,824,2,768,80151,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,824,2,768,80151,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,824,2,768,80151,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,824,2,768,80151,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,824,2,768,80158,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,824,2,768,80158,2,2,2,1,1,"PROVISION SELLER",3416,"PROVISION SELLER",47,5,46,9,,2,,,,,,,,,0
2,8,824,2,768,80158,3,2,2,1,1,"MECHANICS",7231,"MECHANIC",42,6,50,9,,2,,,,,,,,,0
2,8,817,1,2476,80164,1,1,2,2,1,"POLICE FORCE",3445,"POLICE FORCE",80,6,48,1,,2,,,,,,,,,0
2,8,817,1,2476,80164,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,817,1,2476,80164,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,823,2,548,80172,1,2,1,2,1,"FARMING",6130,"FARMING",1,6,6,9,,2,,,,,,,,,0
2,8,823,2,548,80172,2,2,1,2,1,"FARMING",6130,"FARMING",1,5,5,9,,2,,,,,,,,,0
2,8,823,2,548,80172,3,2,1,2,1,"REARING",6123,"FARMING",1,3,3,9,,2,,,,,,,,,0
2,8,823,2,548,80172,4,2,2,2,2,,,"FARMING",1,3,3,9,,2,,,,,,,,,0
2,8,823,2,548,80172,5,2,1,2,1,,,,,,,,,,,,,,,,,,0
2,8,823,2,548,80172,6,2,1,2,1,"FARMING",6130,"FARMING",1,5,5,9,,2,,,,,,,,,0
2,8,823,2,548,80172,7,2,1,2,1,"REARING ANIMAL",6123,"FARMING",1,4,4,9,,2,,,,,,,,,0
2,8,823,2,548,80172,8,2,1,2,1,"FARMING",6130,"FARMING",1,3,2,9,,2,,,,,,,,,0
2,8,823,2,548,80173,1,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,5,6,9,,2,,,,,,,,,0
2,8,823,2,548,80173,2,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,4,5,9,,2,,,,,,,,,0
2,8,823,2,548,80173,3,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,4,5,9,,2,,,,,,,,,0
2,8,823,2,548,80173,4,2,1,2,1,"ANIMAL REARING",6123,,1,10,10,9,,2,,,,,,,,,0
2,8,823,2,548,80177,1,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,6,35,9,,2,,,,,,,,,0
2,8,823,2,548,80177,2,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,6,35,9,,2,,,,,,,,,0
2,8,809,2,1748,80181,1,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,5,6,9,,2,,,,,,,,,0
2,8,809,2,1748,80181,2,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,5,6,9,,2,,,,,,,,,0
2,8,809,2,1748,80181,3,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,5,6,9,,2,,,,,,,,,0
2,8,809,2,1748,80181,4,2,1,2,1,"FARMING",6130,"ANIMAL REARING",1,3,8,9,,2,,,,,,,,,0
2,8,809,2,1748,80182,1,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,5,6,9,,,,,,,,,,,0
2,8,809,2,1748,80182,2,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,5,6,9,,,,,,,,,,,0
2,8,809,2,1748,80182,3,2,1,1,1,"FARMING",6130,"AGRICULTURE",1,5,6,9,,1,"ACHABA",8321,"TRANSPORTER",49,6,10,9,,0
2,8,809,2,1748,80182,4,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,5,6,9,,,,,,,,,,,0
2,8,809,2,1748,80182,6,2,1,2,1,"FARMING",6130,"AGRICULTURE",1,4,5,9,,,,,,,,,,,0
2,8,809,2,1748,80187,1,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,6,5,9,,2,,,,,,,,,0
2,8,809,2,1748,80187,2,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,5,9,,2,,,,,,,,,0
2,8,809,2,1748,80187,3,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,5,9,,2,,,,,,,,,0
2,8,809,2,1748,80187,4,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,5,9,,2,,,,,,,,,0
2,8,809,2,1748,80187,5,2,1,2,1,"CROP FARMIGN",6114,"AGRIC",1,6,5,9,,2,,,,,,,,,0
2,8,809,2,1748,80187,6,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,5,9,,2,,,,,,,,,0
2,8,826,2,926,80191,1,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
2,8,826,2,926,80191,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,826,2,926,80191,3,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
2,8,826,2,926,80191,4,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,4,28,9,,2,,,,,,,,,0
2,8,826,2,926,80191,5,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,4,28,9,,2,,,,,,,,,0
2,8,826,2,926,80191,6,2,2,2,2,"CROP FARMING",,,,,,,,,,,,,,,,,0
2,8,826,2,926,80197,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,40,9,,2,,,,,,,,,0
2,8,826,2,926,80197,2,1,1,1,1,"FARMING",6114,"AGRIC",1,4,40,10,"UNPAID FAMILY WORKER",1,"HAIR PLAITING",,"HAIR PLAITING",96,8,20,9,,0
2,8,826,2,926,80197,3,2,1,2,1,"FARMING",6114,"AGRIC",1,4,40,10,,2,,,,,,,,,0
2,8,826,2,926,80197,4,2,1,2,1,"FARMING",6114,"AGRIC",1,4,40,10,,2,,,,,,,,,0
2,8,826,2,926,80197,5,2,1,2,1,"FARMING",6114,"AGRIC",1,4,40,10,,2,,,,,,,,,0
2,8,826,2,926,80197,6,2,1,2,1,"FARMING",6114,"AGRIC",1,4,40,10,,2,,,,,,,,,0
2,8,826,2,926,80198,1,2,1,2,1,"FARMING",6130,"FARMING AGRIC",1,4,40,9,,2,,,,,,,,,0
2,8,826,2,926,80198,2,2,1,2,1,"FARMING",6130,"FARMING AGRIC",1,3,40,9,,2,,,,,,,,,0
2,8,826,2,926,80198,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,815,2,362,80201,1,1,1,2,1,"ACCOUNTANT",2411,"ACCOUNTANT",64,5,30,3,,1,"FARMING",6130,"AGRICULTURE",1,2,14,9,,0
2,8,815,2,362,80201,2,1,2,2,1,"AGRIC EXTENTION OFFICER",3227,"AGRIC OFFICER",75,5,30,3,,2,,,,,,,,,0
2,8,815,2,362,80201,4,1,1,2,1,,,"FARMING",1,3,36,9,,2,,,,,,,,,0
2,8,815,2,362,80201,5,1,1,2,1,,,"FARMING",1,3,36,9,,2,,,,,,,,,0
2,8,815,2,362,80201,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,815,2,362,80210,2,2,2,1,1,"FARMING",6114,"AGRICULTURE",1,4,30,9,,2,,,,,,,,,0
2,8,815,2,362,80210,3,2,2,1,1,"FARMING",6114,"AGRICULTURE",1,4,30,10,"UNPAID FAMILY WORKER",2,,,,,,,,,0
2,8,815,2,362,80210,4,2,2,1,1,"FARMING",6114,"AGRICULTURE",1,4,30,10,,2,,,,,,,,,0
5,9,908,1,278,90005,1,1,2,2,1,"LABOURER(SAND REMOVAL)",7216,"REMOVAL OF SAND FROM SEA",98,4,48,9,,2,,,,,,,,,0
5,9,908,1,278,90005,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90005,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90005,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90006,1,1,2,2,1,"VERTERNARY SURGEON",2223,"VERTERNARY (AGRICULTURE)",1,6,60,1,,2,,,,,,,,,0
5,9,908,1,278,90006,2,1,2,2,1,"ADMINISTRATIVE OFFICER",3431,"ADMINISTRATION(ELECTRICIT",82,6,50,1,,2,,,,,,,,,0
5,9,908,1,278,90006,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90006,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90006,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90006,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90006,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90009,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90009,2,2,1,2,1,"CROP FARMING",6114,"CROP FARMING",1,6,72,9,,2,,,,,,,,,0
5,9,908,1,278,90009,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90009,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90009,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,908,1,278,90009,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90021,1,2,1,1,1,"MOBILE TAILOR",7433,"OTHER PERSONEL SERV ACTIV",96,3,25,9,,1,"CROP FARMING",6111,"AGRICULTURE",1,2,8,9,,0
5,9,915,1,1390,90021,4,1,1,2,1,"FARM LABOURER",9211,"AGRICULTURE",1,6,30,10,"OTHER HOUSEHOLD",1,"CROP FARMING",6111,"AGRICULTURE",1,2,10,10,"UNPAID FAMILY WORKER",0
5,9,915,1,1390,90021,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90021,6,1,1,2,1,"FARM LABOURER",9211,"AGRICULTURE",1,6,30,10,"OTHER HOUSEHOLD",1,"CROP FARMING",6111,"AGRICULTURE",1,3,10,10,"UNPAID FAMILY WORKER",0
5,9,915,1,1390,90022,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90022,3,2,2,1,1,"MOTOR CYCLE REPAIRING",7231,,,4,60,4,,2,,,,,,,,,0
5,9,915,1,1390,90022,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90027,1,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,60,9,,2,,,,,,,,,0
5,9,915,1,1390,90027,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90027,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90027,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90028,1,2,1,2,1,"FARM LABOURER",9211,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
5,9,915,1,1390,90028,2,2,2,1,1,"RETAIL O FOODSTUFF",3416,"RETAIL TRADE",47,6,60,9,,2,,,,,,,,,0
5,9,915,1,1390,90028,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90028,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90028,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,915,1,1390,90029,1,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,60,9,,2,,,,,,,,,0
5,9,915,1,1390,90029,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,917,1,1254,90040,1,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE OF PRODUCTION",1,6,6,9,,2,,,,,,,,,0
5,9,907,2,1446,90064,1,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,5,60,9,,2,,,,,,,,,0
5,9,907,2,1446,90064,2,2,1,1,1,"CROP FARMING",6111,"AGRICULTURE",1,6,60,9,,1,"BUYING & SELLING OF DRINK",3416,"RETAIL TRADE",47,6,6,9,,0
5,9,907,2,1446,90064,3,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,72,9,,2,,,,,,,,,0
5,9,907,2,1446,90064,6,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,60,9,,2,,,,,,,,,0
5,9,907,2,1446,90064,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,907,2,1446,90064,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,907,2,1446,90065,1,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,30,9,,1,"PALM WINE TAPPING",9213,"AGRICULTURE",9,6,21,9,,0
5,9,907,2,1446,90065,2,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,30,10,"UNPAID FAMILY WORKER",2,,,,,,,,,0
5,9,907,2,1446,90065,3,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
5,9,907,2,1446,90065,4,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,5,18,9,,2,,,,,,,,,0
5,9,912,2,102,90074,1,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,45,9,,2,,,,,,,,,0
5,9,912,2,102,90074,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,912,2,102,90074,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,912,2,102,90074,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
5,9,912,2,102,90074,9,1,2,2,1,"TEACHING",2331,"EDUCATION",85,6,35,3,,2,,,,,,,,,0
5,9,912,2,102,90074,10,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,45,10,"UNPAID FAMILY",2,,,,,,,,,0
5,9,916,2,1068,90086,1,1,2,2,1,"PRIVATE SECURITY GUARDS",9153,"PERSONAL SERVICE",80,6,72,4,,2,,,,,,,,,0
5,9,916,2,1068,90086,2,2,1,2,1,"CROP FARMING",6111,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
5,9,916,2,1068,90086,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
