"zone","state","lga","sector","ea","hhid","indiv","s3bq1","s3bq2","s3bq3","s3bq4","s3bq5a","s3bq5b","s3bq6a","s3bq6b","s3bq7","s3bq8","s3bq9","s3bq9b","s3bq10","s3bq11a","s3bq11b","s3bq12a","s3bq12b","s3bq13","s3bq14","s3bq15","s3bq15b","tracked_obs"
4,4,418,1,44,40008,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,418,1,44,40008,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,418,1,44,40009,1,2,2,1,1,"SHOE SELLER",5220,"RETAIL TRADE (SHOE)",47,6,60,9,,2,,,,,,,,,0
4,4,418,1,44,40009,2,2,2,1,1,"CLOTH SELLER",5220,"RETAIL TRADE (CLOTH)",47,6,60,9,,2,,,,,,,,,0
4,4,418,1,44,40009,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,418,1,44,40009,4,2,2,1,1,"KEKE DRIVER",8321,"KEKE DRIVER",49,6,60,9,,2,,,,,,,,,0
4,4,418,1,44,40010,1,2,2,1,1,"SELLING OF PURE WATER",5220,"SELLING OF PURE WATER",47,12,60,9,,2,,,,,,,,,0
4,4,418,1,44,40010,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,418,1,44,40010,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,418,1,44,40010,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,417,1,678,40012,2,2,2,1,1,"TRADING ON FISH",5230,"BUYING AND SELLING FISH",47,12,36,9,,2,,,,,,,,,0
4,4,417,1,678,40012,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,417,1,678,40012,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,417,1,678,40012,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,417,1,678,40020,1,2,2,1,1,"BUILD. MATERIAL SELLER",5220,"WHOLESALE AND RETAIL TRAD",45,12,54,9,,2,,,,,,,,,0
4,4,417,1,678,40020,2,2,2,1,1,"PROVISION SELLER",5220,"RETAIL TRADE",47,12,50,9,,2,,,,,,,,,0
4,4,417,1,678,40020,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,417,1,678,40020,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,417,1,678,40020,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,417,1,678,40020,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,417,1,678,40020,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,417,1,678,40020,8,2,2,1,1,"CLOTH SELLER",5230,"WHOLESALE AND RETAIL TRAD",45,12,52,9,,2,,,,,,,,,0
4,4,416,1,616,40027,1,2,2,1,1,"CASSAVA SELLER",5230,"CASSAVA SELLER",47,12,60,9,,2,,,,,,,,,0
4,4,416,1,616,40027,2,2,2,1,1,"REPAIR OF HANDSET",7311,"REPAIR OF HANDSET",95,12,54,9,,2,,,,,,,,,0
4,4,416,1,616,40027,3,2,2,1,1,"HAIR DRESSING",5141,"HAIR DRESSING",96,12,54,9,,2,,,,,,,,,0
4,4,416,1,616,40027,4,2,2,1,1,"CARBINET MAKER",7422,"CARBNIET MAKER",31,12,60,9,,2,,,,,,,,,0
4,4,416,1,616,40028,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,416,1,616,40028,2,2,2,1,1,"PROVISION",5230,"PROVISION",47,12,60,9,,2,,,,,,,,,0
4,4,416,1,616,40028,3,2,2,1,1,"MASON",7122,,41,12,54,9,,2,,,,,,,,,0
4,4,416,1,616,40030,1,2,2,1,1,"BUYING AND SELLING",5230,"RETAIL TRADE",47,12,54,9,,2,,,,,,,,,0
4,4,416,1,616,40030,2,2,2,1,1,"BUYING AND SELLING",5230,"RETAIL TRADE",47,12,54,9,,2,,,,,,,,,0
4,4,416,1,616,40030,3,2,2,1,1,"SEAMSTRESS (TAILORING)",7433,"MANUFACTURING OF WEARING",14,12,60,9,,2,,,,,,,,,0
4,4,414,1,2176,40031,1,2,2,1,1,"TRADING ON DRINKS",5220,"TRADING ON DRINKS",47,12,72,9,,2,,,,,,,,,0
4,4,414,1,2176,40031,2,2,2,1,1,"TRADING ON DRINKS",5220,"TRADING ON DRINKS",47,12,72,10,"UNPAID FAMILY WORKER",2,,,,,,,,,0
4,4,414,1,2176,40031,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40031,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40031,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40032,1,2,2,1,1,"TRADING ON DRINKS",5220,"TRADING ON DRINKS",47,10,60,9,,2,,,,,,,,,0
4,4,414,1,2176,40032,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40032,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40032,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40032,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40032,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40033,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40033,2,2,1,1,1,"TRADING",5220,"BUYING AND SELLING",47,12,50,9,,1,"FARMING",6114,"AGRICULTURE",1,12,45,9,,0
4,4,415,1,2108,40045,1,2,1,2,1,"MIXED CROP GROWER",6114,"AGRICULTURE",1,12,32,9,,2,,,,,,,,,0
4,4,415,1,2108,40045,2,2,1,1,1,"MIXED CROPGROWER",6114,"AGRICULTURE",1,12,25,9,,1,"FOOD SELLER",9111,"FOOD SERVICES ACTIVITIES",56,12,10,9,,0
4,4,415,1,2108,40045,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40046,1,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,413,2,1540,40052,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40052,2,2,2,1,1,"VEGETABLE DEALER",6111,"AGRICULTURE",1,12,52,9,,2,,,,,,,,,0
4,4,413,2,1540,40052,3,2,2,1,1,"CEMENT DEALER",9112,"WHOLESALE AND RETAIL",45,8,30,9,,2,,,,,,,,,0
4,4,413,2,1540,40053,1,1,2,2,1,"BUS DRIVER",8323,"TRANSPORTATION",49,12,58,4,,2,,,,,,,,,0
4,4,413,2,1540,40053,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40053,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40053,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40053,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40053,7,2,1,1,1,"HAIR DRESSING",5141,"PERSONAL SERVICES",96,12,48,9,,1,"CROP FARMING",6114,"AGRICULTURE",1,6,15,9,,0
4,4,413,2,1540,40053,8,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,12,36,9,,2,,,,,,,,,0
4,4,405,2,722,40062,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,2,2,1,2,1,"MIXED CROP GROWER",6114,"CROP AND ANIMAL PROD.",1,10,7,9,,2,,,,,,,,,0
4,4,405,2,722,40062,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40063,1,2,1,1,1,"PLUMBER",7135,"WATER SUPPLY;SEWERAGE",37,7,48,9,,1,"FARMER",6111,"AGRICULTURE",1,5,42,9,,0
4,4,405,2,722,40063,2,2,1,2,1,"FARMER",6111,"AGRICULTURE",1,7,49,9,,2,,,,,,,,,0
4,4,405,2,722,40063,3,1,1,1,1,"FARMER",6111,"AGRICULTURE",1,4,14,10,"UNPAID FAMILY WORKER",1,"FARMER",6111,"AGRICULTURE",1,4,12,10,"UNPAID FAMILY",0
4,4,405,2,722,40063,4,1,1,1,1,"FARMER",6111,"AGRICULTURE",1,4,14,10,"UNPAID FAMILY WORKER",1,"FARMER",6111,"AGRICULTURE",1,4,12,10,"UNPAID FAMILY",0
4,4,405,2,722,40063,5,1,1,1,1,"FARMER",6111,"AGRICULTURE",1,4,14,10,"UNPAID FAMILY WORKER",1,"FARMER",6111,"AGRICULTURE",1,4,12,10,"UNPAID FAMILY",0
4,4,405,2,722,40063,6,1,1,1,1,"FARMER",6111,"AGRICULTURE",1,4,14,10,"UNPAID FAMILY WORKER",1,"FARMER",6111,"AGRICULTURE",1,4,12,10,"UNPAID FAMILY",0
4,4,405,2,722,40063,7,1,1,1,1,"FARMER",6111,"AGRICULTURE",1,4,14,10,"UNPAID FAMILY WORKER",1,"FARMER",6111,"AGRICULTURE",1,4,12,10,"UNPAID FAMILY",0
4,4,405,2,722,40068,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,405,2,484,40071,2,2,1,2,1,"FARMER",6111,"CROP FARMING(AGRICULTURE)",1,8,48,9,,2,,,,,,,,,0
4,4,405,2,484,40071,3,2,1,2,1,"FARMER",6111,"CROP FARMING(AGRICULTURE)",1,3,12,9,,1,"FARMER",6111,"CROP FARMING",1,3,9,9,,0
4,4,405,2,484,40071,4,2,1,2,1,"FARMER",6111,"CROP FARMING(AGRICULTURE)",1,3,12,9,,1,"FARMER",6111,"CROP FARMING",1,3,9,9,,0
4,4,405,2,484,40071,5,2,1,2,1,"FARMER",6111,"CROP FARMING(AGRICULTURE)",1,8,48,9,,2,,,,,,,,,0
4,4,405,2,484,40072,6,2,1,2,1,"FIELD CROP/VEGETABLE GROW",6111,"CROP/ANIMAL PRODUCTION",1,12,40,9,,2,,,,,,,,,0
4,4,405,2,484,40079,3,1,2,2,1,"MASON",7122,"CONSTRUCTION",41,12,50,4,,2,,,,,,,,,2
4,4,405,2,484,40079,4,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,405,2,484,40079,5,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,419,2,296,40082,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,419,2,296,40082,2,2,1,1,1,"FARMER",6111,"CROP FARMING",1,8,42,9,,1,"TRADER",5230,"BUYING AND SELLING",47,4,20,9,,0
4,4,419,2,296,40082,3,2,1,1,1,"MAISON",7122,"MOULDING BLOCK",23,12,43,9,,1,"FARMER",6111,"CROP FARMING",1,5,15,9,,0
4,4,419,2,296,40082,4,2,1,1,1,"TRADER",5230,"BUYING AND SELLING",47,12,42,9,,1,"FARMER",6111,"CROP FARMING",1,5,15,9,,0
4,4,419,2,296,40082,5,2,1,1,1,"TRADER",5230,"BUYING AND SELLING",47,12,42,9,,1,"FARMER",6111,"CROP FARMING",1,5,15,9,,0
4,4,419,2,296,40089,1,2,1,2,1,"FARMER",6111,"CROP FARMING",1,8,42,9,,2,,,,,,,,,0
4,4,419,2,296,40089,2,2,1,2,1,"FARMER",6111,"CROP FARMING",1,8,42,9,,2,,,,,,,,,0
4,4,419,2,296,40089,3,1,1,2,1,"CLEANER",9132,"CLEANING OFFICE",88,12,40,1,,1,"FARMER",6111,"CROP FARMING",1,4,16,9,,0
4,4,419,2,296,40089,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,419,2,296,40089,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,419,2,296,40089,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,419,2,296,40089,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,1,1460,40093,1,2,1,1,1,"FARMER",6111,"CROP FARMING",1,8,43,9,,1,"BUYING AND SELLING",5230,"RETAILING GOODS",47,12,30,9,,0
4,4,401,1,1460,40093,2,2,1,2,1,"FARMER",6111,"CROP FARMING",1,8,43,9,,2,,,,,,,,,0
4,4,401,1,1460,40093,3,2,1,1,1,"TRADING",5230,"BUYING AND SELLING",47,12,42,9,,1,"FARMING",6111,"CROP FARMING",1,6,20,9,,0
4,4,401,1,1460,40093,4,2,1,2,1,"FARMER",6111,"CROP FARMING",1,8,43,9,,2,,,,,,,,,0
4,4,401,1,1460,40093,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,1,1460,40093,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,1,1460,40097,1,2,1,1,1,"CARPENTRY/JOINTERS",7124,"CONSTRUCTION",41,12,52,9,,1,"FIELD CROP/VEGE GROWERS",6111,"AGRICULTURE",1,3,20,9,,0
4,4,401,1,1460,40097,2,2,1,1,1,"STREET VENDORS OTHER PRDT",9112,"WHOLESALE/RETAIL TRADE",47,12,52,9,,2,,,,,,,,,0
4,4,401,1,1460,40097,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40102,1,1,2,2,1,"MASON",7122,"CONSTRUCTION (MASON)",41,12,54,4,,2,,,,,,,,,0
4,4,412,2,2592,40102,2,2,2,1,1,"TRADING",5230,"SELLING OF CRAYFISH",47,12,48,9,,2,,,,,,,,,0
4,4,412,2,2592,40107,1,1,1,2,1,"MASON",7123,"CONCRETE PLACERS",96,12,50,4,,1,"FARMING",6114,"AGRICULTURE",1,12,45,9,,0
4,4,412,2,2592,40107,2,2,1,1,1,"FARMING",6114,"FARMING",1,12,45,9,,1,"TRADING ON BABIES WEARS",5220,"RETAIL TRADER",47,7,40,9,,0
4,4,412,2,2592,40107,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40108,1,1,1,1,1,"TRADING",5220,"BUYING AND SELLING",47,12,50,9,,1,"SECURITY",9153,"SECURITY AND INVEST. ACTI",81,12,45,4,,0
4,4,412,2,2592,40108,2,2,1,2,1,"FARMING",6114,"FARMING",49,12,45,9,,2,,,,,,,,,0
4,4,412,2,2592,40108,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40108,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40108,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40109,1,2,1,1,1,"PROVISION STORE",5220,"RETAILING OF PROVISION",47,12,72,9,,1,"MIXED CROP  GROWER",6114,"MIXED CROP GROWER",1,9,2,9,,0
4,4,412,2,2592,40109,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40109,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40109,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40109,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,1606,40115,1,2,1,2,1,"FARMING",6114,"CROP FARMING",1,7,45,9,,2,,,,,,,,,0
4,4,412,2,1606,40115,2,2,1,1,1,"CARPENTER",7124,"CARPENTER",31,12,55,9,,1,"FARMING",6114,"CROP FARMING",1,7,45,9,,0
4,4,412,2,1606,40115,3,2,1,2,1,"FARMING",6114,"FARMING",61,7,40,9,,2,,,,,,,,,0
4,4,412,2,1606,40115,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,1606,40115,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,1606,40116,1,2,1,1,1,"FARMING",6114,"CROP FARMING",1,7,50,9,,1,"TRADING",5220,"TRADING RETAILING",49,5,40,9,,0
4,4,412,2,1606,40116,2,2,1,2,1,"FARMING",6114,"CROP FARMING",1,12,45,9,,2,,,,,,,,,0
4,4,412,2,1606,40116,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,1606,40116,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,1606,40116,6,2,2,1,1,"TRADING",5220,"RETAIL TRADE",47,12,50,9,,2,,,,,,,,,0
4,4,412,2,1606,40119,1,2,2,1,1,"MOTORCYCLE DRIVER",8321,"MOTORCYCLE DRIVER",49,12,50,9,,1,"PALM OIL PROCESSING",8153,"MANUFACUTRING OF FOOD PRO",10,4,24,9,,0
4,4,412,2,1606,40119,2,2,2,1,1,"OIL MILLING",8153,"OIL MILLING",10,6,60,9,,2,,,,,,,,,0
4,4,412,2,1606,40119,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,412,2,1606,40119,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,2,4036,40121,1,2,2,1,1,"OKADAMAN COM. MOTOCYCLIST",8321,"TRANSPORTION MOTOCYCLIST",7,12,60,9,,2,,,,,,,,,0
4,4,410,2,4036,40121,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,2,4036,40121,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,2,4036,40121,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,2,4036,40128,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,12,40,9,,2,,,,,,,,,0
4,4,410,2,4036,40128,2,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,12,38,9,,2,,,,,,,,,0
4,4,410,2,4036,40128,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,2,4036,40128,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,2,4036,40128,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,2,4036,40128,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,407,2,796,40131,5,2,1,2,1,"FIELD CROP AND VEG. GROWE",6111,"AGRICULTURE",1,12,49,9,,2,,,,,,,,,0
4,4,407,2,796,40131,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,407,2,796,40132,2,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,8,43,9,,2,,,,,,,,,2
4,4,407,2,796,40132,3,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,407,2,796,40134,1,2,1,2,1,"MIXED CROP GROWER",6114,"CROP PRODUCTION",1,12,50,9,,2,,,,,,,,,0
4,4,407,2,796,40134,2,2,1,2,1,"MIXED CROP GROWER",6114,"CROP PRODUCTION",1,12,52,9,,2,,,,,,,,,0
4,4,407,2,796,40134,3,2,1,2,1,"MIXED CROP GROWER",6114,"CROP PRODUCTION",1,12,52,9,,2,,,,,,,,,0
4,4,407,2,796,40134,4,2,1,2,1,"MIXED CROP GROWER",6114,"CROP PRODUCTION",1,12,52,9,,2,,,,,,,,,0
4,4,407,2,796,40134,5,2,1,2,1,"MIXED CROP GROWER",6114,"CROP PRODUCTION",1,10,40,9,,2,,,,,,,,,0
4,4,407,2,796,40134,6,2,1,2,1,"MIXED CROP GROWER",6114,"CROP PRODUCTION",1,12,50,9,,2,,,,,,,,,0
4,4,410,1,3192,40142,1,2,2,1,1,"TRADING IN CLOTH",3416,"BUYING AND SELLING",45,10,40,9,,2,,,,,,,,,0
4,4,410,1,3192,40142,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,1,3192,40142,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,1,3192,40142,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,1,3192,40142,6,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
4,4,410,1,3192,40145,1,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,410,1,3192,40145,2,2,2,1,1,"RETAIL TRADE IN PROVISION",5220,"RETAIL TRADING",47,12,50,9,,2,,,,,,,,,2
4,4,410,1,3192,40145,3,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,410,1,3192,40145,4,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,410,1,3192,40148,1,2,1,1,1,"CROP FARMING",6111,"CROP FARMING",1,8,44,9,,1,"SOAP MAKING",8275,"SOAP MAKING",23,7,28,9,,0
4,4,410,1,3192,40148,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,1,3414,40155,1,2,1,2,1,"MIXED CROP GROWER",6114,"CROP/ANIMAL PRODUCTION",1,6,4,9,,2,,,,,,,,,0
4,4,410,1,3414,40155,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,1,3414,40155,3,2,2,1,1,"CYCLIST DRIVER",8321,"LAND TRANSPORT",49,12,60,9,,2,,,,,,,,,0
4,4,410,1,3414,40155,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,1,3414,40155,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,410,1,3414,40160,1,2,2,1,1,"MANUFACTUR OF SPICE PASTE",7412,"FOOD MANUFACTURING",10,12,40,9,,2,,,,,,,,,0
4,4,410,1,3414,40160,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,1,738,40162,1,2,2,1,1,"MANUFACTURE OF BLOCKS",1312,"MANUFACTURING",32,12,60,9,,2,,,,,,,,,0
4,4,401,1,738,40162,2,2,2,1,1,"TRADING IN GOAT",3416,"BUYING AND SELLING",45,12,40,9,,2,,,,,,,,,0
4,4,401,1,738,40162,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,1,738,40162,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,1,738,40162,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,1,738,40163,1,2,2,1,1,"CARPENTRY",7124,"MANUFACTURING",31,8,45,9,,2,,,,,,,,,0
4,4,401,1,738,40163,2,2,1,1,1,"MANUFACTURE OF PAP",7412,"MANUFACTURING",10,8,30,9,,1,"CROP FARMING",6114,"AGRICULTURE",1,6,20,9,,0
4,4,401,1,738,40163,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,1,738,40163,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,1,738,40170,1,2,1,2,1,"FARMER",6111,"CROP FARMING",1,8,42,9,,2,,,,,,,,,0
4,4,421,1,800,40171,1,2,2,1,1,"BRICKLAYING",7122,"SPECIALIZED CONSTRUCTION",43,12,60,9,,2,,,,,,,,,0
4,4,421,1,800,40171,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,421,1,800,40171,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,421,1,800,40171,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,421,1,800,40173,1,2,1,1,1,"TRADING",5230,"RETAIL TRADE",47,12,48,9,,1,"FARMING",6114,"AGRICULTURE",1,9,40,9,,2
4,4,421,1,800,40173,2,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,421,1,800,40173,3,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,421,1,800,40173,4,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,421,1,800,40173,5,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,421,1,800,40173,6,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,421,1,800,40173,7,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,421,1,800,40173,8,2,2,2,2,,,,,,,,,,,,,,,,,,2
4,4,421,1,800,40177,1,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,4,10,10,,2,,,,,,,,,0
4,4,421,1,800,40177,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,411,1,1486,40182,1,2,1,2,1,"MIXED CROP FARMING",6114,"AGRICULTURE",1,7,30,9,,2,,,,,,,,,0
4,4,411,1,1486,40182,2,2,1,2,1,"MIXED CROP FARMING",6114,"AGRICULTURE",1,7,14,9,,2,,,,,,,,,0
4,4,411,1,1486,40182,4,2,2,1,1,"HAIR DRESSING",5141,"OTHER SERVICES ACTIVITY",96,12,60,9,,2,,,,,,,,,0
4,4,411,1,1486,40182,6,2,1,2,1,"MIXED CROP FARMING",6114,"AGRICULTURE",1,5,10,10,"UNPAID FAMILY WORKER",2,,,,,,,,,0
4,4,411,1,1486,40182,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,411,1,1486,40183,1,1,2,2,1,"ROAD CONSTRUCTION WORKER",9312,"CONSTRUCTION",42,12,45,4,,2,,,,,,,,,0
4,4,411,1,1486,40183,2,2,2,1,1,"TRADING ON PROVISION",5220,"BUYING AND SELLING",47,12,60,9,,2,,,,,,,,,0
4,4,411,1,1486,40183,3,1,2,2,1,"COOKINGIN CONSTRUCTION",7412,"FOOD AND BEVERAGE SERVICE",56,12,45,4,,2,,,,,,,,,0
4,4,411,1,1486,40183,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,411,1,1486,40187,1,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,2,10,9,,2,,,,,,,,,0
4,4,411,1,1486,40187,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,2,2106,40195,1,2,1,1,1,"FARMER",6111,"CROP FARMING",1,7,44,9,,1,"TRADING",5230,"BUYING AND SELLING",47,5,18,9,,0
4,4,401,2,2106,40195,2,2,1,1,1,"HAIRDRESSER",5141,"HAIRDRESSER",96,9,44,9,,1,"FARMER",6111,"CROP FARMING",1,3,15,9,,0
4,4,401,2,2106,40196,1,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,4,14,9,,2,,,,,,,,,2
4,4,401,2,2106,40200,1,2,1,1,1,"DRINK SELLER",9112,"WHOLESALE/RETAIL TRADE",45,12,40,9,,1,"MIXED CROP GROWERS",6114,"AGRICULTURE",1,4,20,9,,0
4,4,401,2,2106,40200,2,2,1,1,1,"POULTRY PRODUCTS",6122,"AGRICULTURE",1,12,40,9,,1,"MIXED CROP GROWERS",6114,"AGRICULTURE",1,4,20,9,,0
4,4,401,2,2106,40200,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,2,2106,40200,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,2,2106,40200,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,401,2,2106,40200,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,402,2,1080,40203,1,2,2,1,1,"PROVISION",5220,"RETAIL TRADE",56,12,60,9,,2,,,,,,,,,0
4,4,402,2,1080,40203,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,402,2,1080,40204,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,12,26,9,,2,,,,,,,,,0
4,4,402,2,1080,40207,1,2,1,1,1,"MOTORCYCLE DRIVER",8321,"TRANSPORTATIN",49,12,60,9,,1,"CROP FARMING",6114,"AGRICULTURE",1,7,5,9,,0
4,4,402,2,1080,40207,2,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,7,15,9,,2,,,,,,,,,0
4,4,402,2,1080,40207,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
4,4,403,2,836,40213,1,2,1,2,1,"FARMING",6210,"AGRICULTURE",1,9,54,9,,2,,,,,,,,,0
4,4,403,2,836,40214,1,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,7,25,9,,2,,,,,,,,,0
4,4,403,2,836,40215,1,2,1,2,1,"CROP FARMING",6114,"AGRICULTURE",1,6,24,9,,2,,,,,,,,,0
2,5,506,2,830,50003,1,2,1,2,1,"FARMING",6114,"CROP FARMING",1,4,35,9,,2,,,,,,,,,2
2,5,506,2,830,50003,2,2,1,1,1,"G.NUT PROCESSING",8275,"G.NUT OIL PROCESSING",3,8,78,9,,2,,,,,,,,,2
2,5,506,2,830,50003,4,2,2,2,2,,,,,,,,,,,,,,,,,,2
2,5,506,2,830,50003,5,2,1,2,1,"FARMING",6114,,,,,,,,,,,,,,,,2
2,5,502,1,2194,50016,1,2,1,1,1,"FARMING",6114,"AGRICULTURE",1,7,56,9,,1,"DIVRING",8322,"DRIVING TRANSPORTATION",49,4,18,9,,0
2,5,502,1,2194,50016,2,2,2,1,1,"FOOD PROCESSING",7413,"FOOD PROCESSING",10,9,21,9,,2,,,,,,,,,0
