"zone","state","lga","sector","ea","hhid","indiv","s3eq1a","s3eq1b","s3eq1c","s3eq1d","s3eq1e","s3eq2a","s3eq2b","s3eq3a","s3eq3b","s3eq4","s3eq5","s3eq6","s3eq6b","s3eq7","s3eq8a","s3eq8b","s3eq9a","s3eq9b","s3eq10","s3eq11","s3eq12","s3eq12b","tracked_obs"
2,2,221,2,18,20020,8,"BUYING AND SELLING",,,,,"BUYING AND SELLING",3416,,47,6,84,9,,2,,,,,,,,,0
2,2,221,2,18,20020,9,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20025,1,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20025,2,"MIXED CROP GROWER",,,,,"MIXED CROP GROWER",6114,"AGRICULTURE",1,5,25,9,,2,,,,,,,,,0
2,2,201,2,60,20025,3,"MIXED CROP GROWER",,,,,"MIXED CROP GROWER",6114,"AGRICULTURE",1,5,25,9,,2,,,,,,,,,0
2,2,201,2,60,20025,4,"MIXED CROP GROWER",,,,,"MIXED CROP GROWER",6114,"AGRICULTURE",1,5,25,9,,2,,,,,,,,,0
2,2,201,2,60,20025,5,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20025,6,"MIXED CROP GROWER",,,,,"MIXED CROP GROWER",6114,"AGRICULTURE",1,5,20,9,,2,,,,,,,,,0
2,2,201,2,60,20025,7,"MIXED CROP GROWER",,,,,"MIXED CROP GROWER",6114,"AGRICULTURE",1,5,20,9,,2,,,,,,,,,0
2,2,201,2,60,20025,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20025,9,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20025,10,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20025,11,"MIXED CROP GROWER","STREET FOOD VENDOR",,,,"STREET FOOD VENDOR",9111,"FOOD SERVICES",56,12,38,9,,1,"MIXED CROP GROWER",6114,"AGRICULTURE",1,5,25,9,,0
2,2,201,2,60,20025,12,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20025,13,"MIXED CROP GROWER",,,,,"MIXED CROP GROWER",6114,"AGRICULTURE",1,5,25,9,,2,,,,,,,,,0
2,2,201,2,60,20025,14,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20026,1,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,6,15,9,,2,,,,,,,,,0
2,2,201,2,60,20026,2,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20026,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20026,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20026,5,,,,,,,,,,,,,,,,,,,,,,,0
2,2,201,2,60,20026,6,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20034,1,"CROP AND LIVESTOCK",,,,,"CROP AND LIVESTOCK",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,216,2,200,20034,2,"CROP AND LIVESTOCK",,,,,"CROP AND LIVESTOCK",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,216,2,200,20034,3,"CROP AND LIVESTOCK",,,,,"CROP AND LIVESTOCK",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,216,2,200,20034,4,"CROP AND LIVESTOCK",,,,,"CROP AND LIVESTOCK",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,216,2,200,20034,5,"CROP AND LIVESTOCK",,,,,"CROP AND LIVESTOCK",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,216,2,200,20034,6,"CROP AND LIVESTOCK",,,,,"CROP AND LIVESTOCK",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,216,2,200,20034,7,"CROP AND LIVESTOCK",,,,,"CROP AND LIVESTOCK",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,216,2,200,20034,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20034,9,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20034,10,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20034,11,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20034,12,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20034,13,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20034,14,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20035,1,"AGRIC FARMING",,,,,"MIXED CROP GROWER",6114,"AGRIC",1,5,28,9,,2,,,,,,,,,0
2,2,216,2,200,20035,2,"AGRIC FARMING",,,,,"MIXED CROP GROWER",6114,"AGRIC",1,5,28,9,,2,,,,,,,,,0
2,2,216,2,200,20035,3,"AGRIC FARMING",,,,,"MIXED CROP GROWER",6114,"AGRIC",1,5,8,9,,2,,,,,,,,,0
2,2,216,2,200,20035,4,"AGRIC FARMING",,,,,"MIXED CROP GROWER",6114,"AGRIC",1,5,8,9,,2,,,,,,,,,0
2,2,216,2,200,20035,5,"AGRIC FARMING",,,,,"MIXED CROP GROWER",6114,"AGRIC",1,5,8,9,,2,,,,,,,,,0
2,2,216,2,200,20036,1,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
2,2,216,2,200,20036,2,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
2,2,216,2,200,20036,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20036,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20036,5,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20036,6,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20044,1,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,60,9,,2,,,,,,,,,0
2,2,203,2,1224,20044,2,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,60,9,,2,,,,,,,,,0
2,2,203,2,1224,20044,3,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
2,2,203,2,1224,20044,4,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
2,2,203,2,1224,20044,5,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,60,9,,2,,,,,,,,,0
2,2,203,2,1224,20044,6,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,60,9,,2,,,,,,,,,0
2,2,203,2,1224,20044,7,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20044,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20044,9,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
2,2,203,2,1224,20044,10,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
2,2,203,2,1224,20044,11,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20045,1,"FARMING","BUYING AND SELLING",,,,"FARMING",6111,"AGRICULTURE",1,6,21,9,,1,"BUYING AND SEELING",3416,"BUYING AND SELLING",47,6,33,9,,0
2,2,203,2,1224,20045,2,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,6,21,9,,2,,,,,,,,,0
2,2,203,2,1224,20045,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20045,4,"KEEPING LIVESTOCK",,,,,"REARING",6121,"AGRICULTURE",1,6,72,9,,2,,,,,,,,,0
2,2,203,2,1224,20045,5,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,6,21,9,,2,,,,,,,,,0
2,2,203,2,1224,20046,1,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,54,9,,2,,,,,,,,,0
2,2,203,2,1224,20046,2,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,54,9,,2,,,,,,,,,0
2,2,203,2,1224,20046,3,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,54,9,,2,,,,,,,,,0
2,2,203,2,1224,20046,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20057,1,"AGRICULTURE",,,,,"FARMING",6111,,1,5,6,9,,2,,,,,,,,,0
2,2,212,2,956,20057,2,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20058,1,"FARMING",,,,,,,,1,5,7,9,,2,,,,,,,,,0
2,2,212,2,956,20058,2,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20058,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20064,1,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,7,20,9,,2,,,,,,,,,0
2,2,210,2,1300,20064,2,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULYURE",1,8,18,9,,2,,,,,,,,,0
2,2,210,2,1300,20064,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20064,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20064,5,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20064,6,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20064,7,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,10,17,9,,2,,,,,,,,,0
2,2,210,2,1300,20064,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20064,9,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20065,1,"FARMING","BLACKSMITH",,,,"FARMING",6111,"AGRICULTURE",1,7,54,9,,1,"BLACKSMITH",7221,"MANUFACTURING",3,6,12,9,,0
2,2,210,2,1300,20065,2,"FARMING","BUYING AND SELLING",,,,"FARMING",6111,"AGRICULTURE",1,7,54,9,,1,"BUYING AND SELLING",3416,"RETAIL TRADE",47,6,24,9,,0
2,2,210,2,1300,20065,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20065,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20065,5,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20065,6,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20065,7,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20066,1,"MACHINE OPERATOR","CROP FARMING",,,,"OPERATOR",7223,"GRINDING MILL OPER. EDUC.",85,10,35,2,,1,"CROP GROWER AND ANIMAL RE",6130,"CROP AND ANIMAL",1,5,15,9,,0
2,2,210,2,1300,20066,2,"CROP FARMING",,,,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,210,2,1300,20066,3,"CROP FARMING",,,,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,210,2,1300,20066,4,"CROP FARMING",,,,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,210,2,1300,20066,5,"CROP FARMING",,,,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,210,2,1300,20066,6,"CROP FARMING",,,,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,210,2,1300,20066,7,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20066,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,210,2,1300,20066,9,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,1,"ADMINSRATIVE PROF","SUBSISTENCE FARMING",,,,"ADMINSRATIVE PROFESSIONAL",3431,"OFFICE ADMINSTRATIVE",82,6,40,2,,1,"MIXED CROP FARMING(SUBSIS",6114,"AGRICULTURE",1,4,6,9,,0
2,2,214,1,898,20074,2,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,5,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,6,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,7,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,9,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,10,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,11,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,12,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,13,"ACCOUNTS",,,,,"ACCOUNTING",2411,"FINANCIAL SEVICES",64,6,40,2,,2,,,,,,,,,0
2,2,214,1,898,20074,14,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,15,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,16,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,17,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,18,"ADMINSRATION",,,,,"ADMINSTATION",3431,"EMPLOYMENT ACTIVITIES",78,6,40,3,,2,,,,,,,,,0
2,2,214,1,898,20074,19,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,20,"FINANCE CLERK",,,,,"FINANCE CLERK",4122,"REVENUE COLLECTOR",64,6,40,3,,2,,,,,,,,,0
2,2,214,1,898,20074,21,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,22,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20074,23,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,1,"CROP FARMING","KEEP ANIMAL",,,,"CROP FARMING",6114,"AGRICULTURE",1,12,21,9,,2,,,,,,,,,0
2,2,214,1,898,20077,2,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,4,"LECTURING",,,,,"TEACHING",3340,"EDUCATION",85,11,44,2,,2,,,,,,,,,0
2,2,214,1,898,20077,5,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,6,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,7,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,9,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,10,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,11,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20077,12,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20080,1,"CAPENTRY",,,,,"CAPENTRY",3450,"MANUFACTURING",16,8,18,9,,1,"MANUFACTURING (CAPENTRY)",3450,"MANUFACTURING",16,6,10,9,,0
2,2,215,1,8,20081,1,"CROP FARMING","BRICKLAYER",,,,"CROP FARMING",1311,"AGRICULTURE",1,8,16,9,,1,"BRICKLAYER",7122,"BRICKLAYER",41,2,8,9,,0
2,2,215,1,8,20081,2,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20081,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20081,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20081,5,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20081,6,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20081,7,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20085,1,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20085,2,"CROP FARMING","BUYING AND SELLING",,,,"CROP FARMING",,"AGRICULTURE",1,6,30,9,,1,"BUYING AND SELLING",3416,"TRADING,RETAIL TRADE",47,6,30,9,,0
2,2,215,1,8,20085,3,"TEACHING",,,,,"TEACHING",,"EDUCATION",85,11,40,2,,2,,,,,,,,,0
2,2,215,1,8,20085,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20085,5,"CROP FARMING","BUYING AND SELLING",,,,"CROP FARMING",,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,215,1,8,20085,6,"CROP FARMING","BUYING AND SELLING",,,,"CROP FARMING",,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,215,1,8,20085,7,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20085,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20085,9,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20085,10,"CROP FARMING","BUYING AND SELLING",,,,"CROP FARMING",,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,215,1,8,20085,11,"CROP FARMING","BUYING AND SELLING",,,,"CROP FARMING",,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,215,1,8,20085,12,"CROP  FARMING","BUYING AND SELLING",,,,"CROP FARMING",,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,215,1,8,20086,1,"PERSONAL SERVICES",,,,,"AGRICULTURE",1311,"AGRICULTURE",1,6,18,9,,1,"SHOE SHINNER",2446,"PERSONAL SERVICES",98,3,8,9,,0
2,2,215,1,8,20086,2,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,3,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,5,"AGRICULTURE",,,,,"AGRICULTURE",1311,"AGRICULTURE",1,6,20,9,,2,,,,,,,,,0
2,2,215,1,8,20086,6,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,7,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,9,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,10,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,11,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,12,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20086,13,,,,,,,,,,,,,,,,,,,,,,,0
2,2,207,2,1302,20093,2,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,36,9,,2,,,,,,,,,0
2,2,207,2,1302,20093,3,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,36,9,,2,,,,,,,,,0
2,2,207,2,1302,20093,4,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,36,9,,2,,,,,,,,,0
2,2,207,2,1302,20093,5,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,36,9,,2,,,,,,,,,0
2,2,207,2,1302,20093,6,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,36,9,,2,,,,,,,,,0
2,2,207,2,1302,20094,1,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,25,9,,2,,,,,,,,,0
2,2,207,2,1302,20094,2,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,25,9,,2,,,,,,,,,0
2,2,207,2,1302,20094,3,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,25,9,,2,,,,,,,,,0
2,2,205,2,712,20103,1,"FARMING","BRICKLAYER",,,,"FARMING",6111,"AGRICULTURE",1,5,49,9,,1,"BRICKLAYER",7122,"BRICKLAYER",41,3,60,9,,0
2,2,205,2,712,20103,2,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,49,9,,2,,,,,,,,,0
2,2,205,2,712,20103,3,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,49,9,,2,,,,,,,,,0
2,2,205,2,712,20103,4,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,36,9,,2,,,,,,,,,0
2,2,205,2,712,20103,5,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,36,9,,2,,,,,,,,,0
2,2,205,2,712,20103,6,,,,,,,,,,,,,,,,,,,,,,,0
2,2,205,2,712,20103,7,,,,,,,,,,,,,,,,,,,,,,,0
2,2,205,2,712,20103,8,,,,,,,,,,,,,,,,,,,,,,,0
2,2,205,2,712,20104,1,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,8,18,9,,2,,,,,,,,,0
2,2,205,2,712,20104,2,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,8,12,9,,2,,,,,,,,,0
2,2,205,2,712,20104,3,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,4,9,,2,,,,,,,,,0
2,2,205,2,712,20104,4,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,2,4,9,,2,,,,,,,,,0
2,2,205,2,712,20104,5,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,2,4,9,,2,,,,,,,,,0
2,2,205,2,712,20104,6,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,2,4,9,,2,,,,,,,,,0
2,2,205,2,712,20104,7,"CROP PRODUCTION",,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,2,4,9,,2,,,,,,,,,0
2,2,218,2,1592,20114,1,"AGRICULTURE",,,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,4,10,9,,2,,,,,,,,,0
2,2,218,2,1592,20114,2,"AGRICULTURE",,,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,4,8,9,,2,,,,,,,,,0
2,2,218,2,1592,20114,3,"AGRICULTURE",,,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,3,10,9,,2,,,,,,,,,0
2,2,218,2,1592,20114,4,"AGRICULTURE",,,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,3,10,9,,2,,,,,,,,,0
2,2,218,2,1592,20114,5,"AGRICULTURE",,,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,2,10,9,,2,,,,,,,,,0
2,2,218,2,1592,20115,1,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
2,2,218,2,1592,20115,2,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20115,3,"FARMING",,,,,"FARMING",6111,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
2,2,218,2,1592,20115,4,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20115,5,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30002,2,"SCHOOL CLEANER",,,,,"(SCHOOL)CLEANER",9132,"EDUCATION",85,3,45,8,,2,,,,,,,,,0
5,3,331,1,2322,30002,7,"WELDER",,,,,"WELDERS AND FRAME CUTTERS",7212,"CONSTRUCTION/MANUFACTURIN",25,6,60,4,,2,,,,,,,,,0
5,3,331,1,2322,30007,1,"BLOCK CARRIER",,,,,"BLOCK CARRIER",7129,"BUILDING/CONSTRUCTION",41,1,32,4,,2,,,,,,,,,0
5,3,331,1,2322,30007,2,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30007,3,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30007,4,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30009,1,"SALES","SALES","SALES","SALES","SALES","SALES OF CLOTHING",9112,"RETAIL TRSDE",47,6,50,10,,2,,,,,,,,,0
5,3,331,1,2322,30009,2,"CLEANING AND SWEEPING","CLEANING AND SWEEPING","CLEANING AND SWEEPING","CLEANING AND SWEEPING","CLEANING AND SWEEPING","CLEANING AND SWEEPING",9132,"REMIDIATION ACTIVITIES",39,6,40,4,,2,,,,,,,,,0
5,3,331,1,2322,30009,3,"KEPT HOME","KEPT HOME","KEPT HOME","KEPT HOME","KEPT HOME",,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30009,4,"KEPT HOME","KEPT HOME","KEPT HOME","KEPT HOME","KEPT HOME",,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30009,5,"SCHOOL","SCHOOL","SCHOOL","SCHOOL","SCHOOL",,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30009,6,"SCHOOL","SCHOOL","SCHOOL","SCHOOL","SCHOOL",,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30009,7,"SCHOOL","SCHOOL","SCHOOL","SCHOOL","SCHOOL",,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30015,1,"DRIVING",,,,,"DRIVING(TAXI)",8322,"TRANSPORT",49,11,40,4,,2,,,,,,,,,0
5,3,331,1,516,30015,2,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30015,3,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30015,4,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30015,5,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30016,1,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30016,2,"CLEAN BRIGADE",,,,,"CLEAN BRIGADE",9132,"ENVIROMENT",88,6,14,2,,2,,,,,,,,,0
5,3,331,1,516,30016,3,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30016,4,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30016,5,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30016,6,"HAIR DRESSER",,,,,"HAIR DRESSER",5141,"SERVICES",96,6,60,4,,2,,,,,,,,,0
5,3,331,1,516,30016,7,"HAIR DRESSER",,,,,"HAIR DRESSER",5141,"SERVICES",96,1,50,4,,2,,,,,,,,,0
5,3,316,2,874,30025,1,"BUYING AND SELLING",,,,,"BUYING AND SELLING",3416,"TRADE",47,4,60,9,,2,,,,,,,,,0
5,3,316,2,874,30025,2,"CASUAL LABOUR",,,,,"BUILDING LABOURER",313,"CONSTRUCTION",41,2,54,4,,2,,,,,,,,,0
5,3,316,2,874,30025,3,,,,,,,,,,,,,,,,,,,,,,,0
5,3,316,2,874,30026,1,"HEAD CARRIER",,,,,"HEAD CARRIER",9322,"PERSONAL SERVICES",96,6,72,9,,2,,,,,,,,,0
5,3,316,2,874,30026,2,"PETTY TRADING",,,,,"PETTY TRADING",3416,"RETAIL TRADE",47,6,48,9,,2,,,,,,,,,0
5,3,316,2,874,30026,3,,,,,,,,,,,,,,,,,,,,,,,0
5,3,309,2,478,30035,1,"PALM FRUITS HARVESTING",,,,,"PALM FRUITS HARVESTING",9213,"AGRICULTURE",1,6,16,9,,2,,,,,,,,,0
5,3,309,2,478,30035,2,"FARM LABOURER",,,,,"FARM LABOURER",9211,"AGRICULTURE",1,6,14,9,,2,,,,,,,,,0
5,3,309,2,478,30035,3,,,,,,,,,,,,,,,,,,,,,,,0
5,3,309,2,478,30035,4,,,,,,,,,,,,,,,,,,,,,,,0
5,3,309,2,478,30035,5,,,,,,,,,,,,,,,,,,,,,,,0
5,3,309,2,478,30035,6,,,,,,,,,,,,,,,,,,,,,,,0
5,3,309,2,478,30035,7,,,,,,,,,,,,,,,,,,,,,,,0
5,3,309,2,478,30035,8,,,,,,,,,,,,,,,,,,,,,,,0
5,3,309,2,478,30035,9,,,,,,,,,,,,,,,,,,,,,,,0
