"zone","state","lga","sector","ea","hhid","s9q1a","s9q1b","s9q1c","s9q1d","s9q1e","s9q1f","s9q1g","s9q1h","s9q1i","s9q2a","s9q2b","s9q3","s9q4a","s9q4b","s9q4c","s9q5","s9q6a","s9q6b","s9q6c","s9q6d","s9q6e","s9q6f","s9q7a","s9q7b","s9q7c","s9q7d","tracked_obs"
5,9,903,2,48,90013,0,0,0,0,7,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,903,2,48,90014,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,903,2,48,90015,2,,0,0,3,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,903,2,48,90016,0,0,2,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,903,2,48,90018,2,2,0,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,903,2,48,90019,1,2,2,1,1,0,0,0,0,2,3,1,,,,1,5,,,7,,,4,2,3,,0
5,9,903,2,48,90020,2,2,3,3,3,0,0,0,0,2,3,1,,,,1,6,,,7,,,2,3,4,,0
5,9,915,1,1390,90021,5,5,0,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,915,1,1390,90022,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,915,1,1390,90024,0,0,0,7,0,0,0,0,0,2,2,1,,,,1,,,,5,6,,,,,,0
5,9,915,1,1390,90025,1,2,3,1,2,0,0,2,0,2,3,1,,,,1,7,,,8,,,10,,,"MUCH RAIN",0
5,9,915,1,1390,90026,2,2,2,2,3,1,0,0,0,2,2,1,,,,1,11,12,,7,8,,3,4,10,,0
5,9,915,1,1390,90027,1,2,2,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,915,1,1390,90028,2,2,0,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,0
5,9,915,1,1390,90029,2,2,3,3,4,0,1,2,0,2,2,1,,,,1,1,2,7,6,7,8,3,5,1,,0
5,9,915,1,1390,90030,2,2,2,2,0,1,1,1,0,2,,1,,,,1,7,,,7,,,1,4,5,,0
5,9,917,1,1254,90031,1,1,2,1,1,0,0,0,0,3,,1,,,,1,1,,,2,,,2,,,,0
5,9,917,1,1254,90032,2,3,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,917,1,1254,90033,2,2,0,2,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,0
5,9,917,1,1254,90034,4,0,0,7,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,9,917,1,1254,90035,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,917,1,1254,90036,0,0,0,0,0,0,0,0,0,3,3,2,,,,2,,,,,,,,,,,0
5,9,917,1,1254,90037,1,1,1,1,1,0,0,0,0,3,3,1,,,,1,9,,,7,2,4,5,,,,0
5,9,917,1,1254,90038,4,4,4,4,0,1,0,0,0,3,3,1,,,,1,7,,,7,,,8,,,,0
5,9,917,1,1254,90039,2,2,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,9,917,1,1254,90040,2,2,0,0,0,1,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,9,901,2,398,90041,5,5,3,4,0,0,0,0,0,3,3,1,,,,1,,,,7,8,9,8,5,4,,0
5,9,901,2,398,90042,1,1,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,901,2,398,90043,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,901,2,398,90044,0,0,0,0,0,0,0,0,0,3,3,2,,,,2,,,,,,,,,,,0
5,9,901,2,398,90045,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,9,901,2,398,90046,7,7,7,7,0,3,3,2,0,2,,1,,,,1,,,,2,3,4,3,10,,"POOR",0
5,9,901,2,398,90047,2,1,1,1,1,1,0,0,0,2,3,1,,,,1,,,,2,5,7,5,8,,,0
5,9,901,2,398,90048,2,2,2,1,1,1,1,0,0,2,3,1,,,,1,10,,,7,9,10,8,2,,,0
5,9,901,2,398,90049,3,3,3,2,0,3,2,2,1,1,,1,,,,2,,,,,,,,,,,0
5,9,901,2,398,90050,7,3,7,7,0,7,1,1,1,1,,1,,,,1,3,4,5,5,6,7,5,10,,"SICKNESS",0
5,9,910,2,200,90051,2,2,2,2,7,0,0,0,0,2,3,1,,,,1,,,,7,8,9,5,3,,,0
5,9,910,2,200,90052,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,910,2,200,90053,2,2,2,1,2,0,0,0,0,2,3,1,,,,1,,,,1,2,,3,4,5,,0
5,9,910,2,200,90054,4,7,7,3,0,0,0,0,0,2,2,1,,,,1,3,,,1,5,3,,,,,0
5,9,910,2,200,90055,3,3,3,3,0,2,1,1,0,2,,1,,,,1,,,,7,,,5,6,,,0
5,9,910,2,200,90056,2,3,0,3,0,0,0,0,0,2,2,1,,,,1,,,,3,6,5,3,,,,0
5,9,910,2,200,90057,2,0,2,2,2,2,2,0,0,3,4,1,,,,1,,,,8,,,1,5,,,0
5,9,910,2,200,90059,7,7,7,7,7,0,0,0,0,2,3,2,,,,1,,,,6,7,8,3,4,5,,0
5,9,910,2,200,90060,7,7,7,7,7,2,2,0,0,2,3,1,,,,1,,,,1,2,3,,,,,0
5,9,907,2,1446,90061,1,1,1,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,907,2,1446,90062,1,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,907,2,1446,90063,1,1,2,0,0,0,0,0,0,3,3,2,,,,2,,,,,,,,,,,0
5,9,907,2,1446,90064,2,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,907,2,1446,90065,7,7,7,7,7,0,0,0,0,2,3,1,,,,1,6,7,8,6,7,8,5,4,,,0
5,9,907,2,1446,90066,2,2,3,3,2,0,0,0,0,3,3,1,,,,1,,,,2,3,,3,5,,,0
5,9,907,2,1446,90067,1,1,1,1,0,2,0,0,0,3,4,1,,,,1,,,,7,8,10,,,,,0
5,9,907,2,1446,90068,2,2,2,2,2,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,0
5,9,907,2,1446,90069,3,2,2,2,3,1,3,2,0,2,2,1,,,,1,,,,8,9,,1,5,,,0
5,9,912,2,102,90071,0,0,0,0,7,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,912,2,102,90072,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,912,2,102,90073,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,9,912,2,102,90074,2,2,2,2,0,0,0,1,0,3,5,1,,,,1,,,,5,6,,3,4,5,,0
5,9,912,2,102,90075,0,2,2,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,912,2,102,90076,4,3,2,1,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,912,2,102,90077,0,0,0,0,0,1,1,1,1,3,,1,,,,2,,,,,,,,,,,0
5,9,912,2,102,90078,3,2,0,0,0,0,0,0,0,3,3,1,,,,1,,,,5,6,7,5,1,,,0
5,9,912,2,102,90079,2,3,3,3,3,3,0,3,0,3,3,1,,,,1,9,,,3,,,5,10,,,0
5,9,912,2,102,90080,2,2,0,0,0,1,1,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,916,2,1068,90081,4,3,3,3,0,0,0,0,0,2,,1,,,,1,,,,3,4,,3,5,,,0
5,9,916,2,1068,90082,2,2,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,9,916,2,1068,90083,0,0,3,3,3,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,916,2,1068,90084,0,0,0,0,7,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,916,2,1068,90085,7,7,7,3,4,2,0,0,0,2,3,1,,,,1,4,5,6,4,5,6,5,4,3,,0
5,9,916,2,1068,90086,2,2,2,2,1,1,0,0,0,2,3,1,,,,1,,,,4,5,6,3,4,5,,0
5,9,916,2,1068,90087,0,0,0,1,0,0,0,0,0,3,3,2,2,2,1,2,,,,,,,,,,,0
5,9,916,2,1068,90089,3,2,2,5,0,0,1,0,0,2,,1,,,,2,,,,,,,,,,,0
5,9,916,2,1068,90090,3,4,1,3,0,0,1,1,0,2,,1,,,,2,,,,,,,,,,,0
5,9,918,2,834,90091,3,2,2,0,0,2,2,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,918,2,834,90092,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,,9,,,,,,,0
5,9,918,2,834,90093,3,3,3,2,2,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,918,2,834,90094,0,0,0,2,2,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,918,2,834,90095,2,2,2,2,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,9,918,2,834,90096,1,1,1,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,9,918,2,834,90097,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,918,2,834,90098,3,3,3,3,0,2,1,1,0,2,,1,,,,1,5,,,8,,,8,3,,,0
5,9,918,2,834,90099,1,7,0,0,0,0,2,2,2,3,3,1,,,,1,,,,6,,,5,,,,0
5,9,918,2,834,90100,1,1,0,0,3,0,0,0,0,3,3,1,,,,1,,,,,,,,,,,0
5,9,905,2,978,90101,3,3,3,3,3,0,0,0,0,2,3,1,,,,1,6,7,8,5,6,7,,,,,0
5,9,905,2,978,90102,3,3,3,3,7,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
1,25,2503,2,0,90103,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,905,2,978,90104,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,905,2,978,90105,7,7,7,7,0,0,0,0,0,3,3,1,,,,1,6,7,8,6,7,8,,,,,0
5,9,905,2,978,90106,5,5,3,3,0,2,2,3,0,3,,1,,,,1,,,,2,4,,3,5,,,0
5,9,905,2,978,90107,3,3,0,1,0,0,1,1,0,2,,1,,,,1,,,,9,,,3,5,,,0
5,9,905,2,978,90108,2,2,2,2,2,0,2,2,0,3,3,1,,,,1,,,,9,1,5,,,,,0
5,9,905,2,978,90109,2,2,2,0,0,1,2,3,1,2,2,1,,,,1,,,,4,,,3,5,,,0
5,9,905,2,978,90110,3,2,2,2,0,0,2,3,1,2,,1,,,,1,,,,2,3,,5,,,,0
5,9,914,2,1746,90112,0,0,0,3,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,914,2,1746,90113,7,7,7,7,7,0,0,0,0,2,3,1,,,,1,6,7,8,7,8,,,,,,0
5,9,914,2,1746,90114,1,1,1,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,914,2,1746,90115,7,7,0,0,0,0,0,0,0,2,3,1,,,,1,,,,5,6,7,2,4,,,0
5,9,914,2,1746,90116,7,7,7,7,7,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,914,2,1746,90117,4,4,4,4,0,5,3,4,1,2,,1,,,,1,7,,,6,8,3,5,,,,0
5,9,914,2,1746,90118,2,3,5,7,3,4,1,2,0,2,3,1,,,,1,,,,3,,,10,,,,0
5,9,914,2,1746,90120,4,4,2,2,0,0,0,0,0,3,3,1,,,,1,,,,6,7,8,,,,,0
5,9,913,2,2266,90121,4,4,0,2,0,0,0,0,0,3,3,1,,,,1,5,6,7,5,6,7,8,3,5,,0
5,9,913,2,2266,90122,5,5,5,5,5,3,0,3,0,2,2,1,,,,1,11,12,,7,8,9,3,4,5,,0
5,9,913,2,2266,90123,5,5,5,5,0,0,0,0,0,3,3,1,,,,1,6,7,8,6,7,8,8,3,5,,0
5,9,913,2,2266,90124,0,7,2,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,913,2,2266,90125,7,2,2,7,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,0
5,9,913,2,2266,90126,4,2,2,2,4,0,0,0,0,2,3,1,,,,1,,,,3,4,,1,5,,,0
5,9,913,2,2266,90127,3,2,2,1,2,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,0
5,9,913,2,2266,90128,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,913,2,2266,90129,3,3,3,2,3,2,1,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,9,913,2,2266,90130,4,4,4,4,0,4,1,3,0,2,,1,,,,1,,,,8,7,2,4,,,,0
5,10,1014,2,80,100001,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1014,2,80,100002,2,2,3,0,4,2,2,2,2,3,4,1,,,,2,,,,,,,,,,,0
5,10,1014,2,80,100003,2,2,2,3,4,0,0,0,0,3,3,1,,,,1,,,,8,,,5,,,,0
5,10,1014,2,80,100004,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1014,2,80,100005,3,3,2,2,3,0,0,0,0,3,3,1,,,,1,2,,,3,,,1,3,,,0
5,10,1014,2,80,100006,3,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,10,1014,2,80,100007,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1014,2,80,100008,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1014,2,80,100009,2,0,1,3,0,0,1,0,0,3,,1,,,,1,6,8,,,,,5,,,,0
5,10,1001,2,172,100011,2,2,3,4,4,0,0,0,0,2,,1,,,,1,3,,,7,,,5,,,,0
5,10,1001,2,172,100012,2,2,4,3,0,0,1,0,0,3,,1,,,,1,11,,,,,,5,,,,0
5,10,1001,2,172,100013,0,0,0,0,0,0,0,0,0,3,,1,,,,1,7,3,5,,,,5,,,,0
5,10,1001,2,172,100014,3,3,2,2,3,0,1,1,0,2,,1,,,,1,2,,,7,,,5,3,4,,0
5,10,1001,2,172,100015,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1001,2,172,100016,3,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1001,2,172,100017,4,2,7,3,0,0,0,0,0,2,,1,,,,1,3,4,5,5,6,7,4,,,,0
5,10,1001,2,172,100018,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1001,2,172,100019,7,7,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,10,1001,2,172,100020,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1007,1,1166,100021,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1007,1,1166,100022,0,0,2,2,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,,,0
5,10,1007,1,1166,100023,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1007,1,1166,100024,0,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1007,1,1166,100025,2,1,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1007,1,1166,100026,2,3,2,2,0,6,1,0,0,3,,1,,,,1,1,2,3,1,2,3,5,,,,0
5,10,1007,1,1166,100027,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1007,1,1166,100028,2,2,3,1,2,0,0,0,0,3,5,1,,,,1,1,2,,1,2,,5,7,,,0
5,10,1007,1,1166,100029,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1007,1,1166,100030,2,1,2,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1314,100031,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1314,100032,2,2,2,0,0,0,1,1,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1314,100033,0,0,0,0,0,0,0,0,2,3,3,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1314,100034,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1314,100035,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1314,100036,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,9,,,5,,,,0
5,10,1008,2,1314,100037,0,0,0,0,0,0,0,0,0,3,,1,,,,1,9,,,,,,3,5,,,0
5,10,1008,2,1314,100038,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1314,100039,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1314,100040,1,2,2,2,2,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100041,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100042,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100043,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100044,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100045,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100046,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100047,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100048,1,1,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100049,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1008,2,1718,100050,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1021,2,120,100052,1,0,0,0,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,,,0
5,10,1021,2,120,100053,3,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,0
5,10,1021,2,120,100054,3,2,2,2,2,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1021,2,120,100055,2,3,2,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1021,2,120,100056,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1021,2,120,100057,2,2,2,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1021,2,120,100058,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,0
5,10,1021,2,120,100059,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1021,2,120,100060,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,10,1012,2,936,100061,2,2,0,2,0,1,2,0,0,3,3,1,,,,1,8,,,8,,,5,6,,,0
5,10,1012,2,936,100062,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1012,2,936,100063,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,0
5,10,1012,2,936,100064,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1012,2,936,100065,4,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,0
5,10,1012,2,936,100066,0,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1012,2,936,100067,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1012,2,936,100068,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1012,2,936,100070,0,0,0,0,0,0,0,0,0,3,3,2,1,2,1,2,,,,,,,,,,,0
5,10,1010,2,20,100071,0,1,0,0,0,0,0,0,0,3,,1,,,,1,5,,,9,,,5,10,,,0
5,10,1010,2,20,100072,3,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,0
5,10,1010,2,20,100073,0,1,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,0
5,10,1010,2,20,100074,3,0,0,3,0,0,0,0,0,3,3,1,,,,1,12,,,7,,,5,,,,0
5,10,1010,2,20,100075,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1010,2,20,100076,4,1,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1010,2,20,100077,2,2,2,1,1,0,0,0,0,3,,1,,,,1,9,,,5,8,9,5,,,,0
5,10,1010,2,20,100078,0,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,0
5,10,1010,2,20,100079,0,0,0,0,0,0,0,0,0,3,3,2,3,1,1,2,,,,,,,,,,,0
5,10,1010,2,20,100080,0,0,0,0,0,0,0,0,0,3,,2,2,1,,2,,,,,,,,,,,0
5,10,1005,2,1374,100082,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1005,2,1374,100083,0,0,0,0,0,0,0,0,0,3,3,2,1,2,1,2,,,,,,,,,,,0
5,10,1005,2,1374,100085,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1005,2,1374,100086,1,1,2,2,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,0
5,10,1005,2,1374,100087,4,4,4,0,0,7,7,4,0,2,,1,,,,1,10,11,12,1,2,3,5,10,10,"SICKNESS",0
5,10,1005,2,1374,100088,2,1,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1005,2,1374,100089,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,0
5,10,1005,2,1374,100090,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1005,1,662,100091,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1005,1,662,100092,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,0
5,10,1005,1,662,100093,2,1,1,0,0,0,0,0,0,3,3,1,,,,1,12,,,4,,,5,7,,,0
5,10,1005,1,662,100094,2,1,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1005,1,662,100095,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1005,1,662,100096,0,2,0,2,1,0,0,0,0,2,0,1,,,,1,,,,,,,,,,,0
5,10,1005,1,662,100097,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,10,1005,1,662,100098,1,2,1,1,4,0,3,2,0,2,2,1,,,,1,,,,,7,,5,,,,0
5,10,1018,2,898,100101,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1018,2,898,100102,2,2,1,1,0,0,0,0,0,2,3,1,,,,1,5,,,,,,3,,,,0
5,10,1018,2,898,100103,0,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,0
5,10,1018,2,898,100104,0,0,0,0,0,0,0,0,0,3,,1,,,,1,6,7,,4,5,,4,5,,,0
5,10,1018,2,898,100105,0,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,,,,,,,,0
5,10,1018,2,898,100106,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1018,2,898,100107,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
5,10,1018,2,898,100108,2,0,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1018,2,898,100109,2,0,3,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1018,2,898,100110,3,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1018,1,634,100111,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1018,1,634,100112,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1018,1,634,100113,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1018,1,634,100114,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1018,1,634,100115,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1018,1,634,100117,0,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,0
5,10,1018,1,634,100118,0,0,0,0,0,0,0,0,0,3,4,1,,,,1,4,5,6,10,9,8,5,6,,,0
5,10,1018,1,634,100119,0,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,0
5,10,1018,1,634,100120,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100121,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100122,1,2,2,1,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100123,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100124,0,0,0,0,0,0,0,0,0,4,0,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100125,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100126,0,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100127,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100128,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100129,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1020,1,38,100130,2,1,2,0,0,0,0,0,0,3,3,1,,,,1,11,,,,7,,5,10,,"HOUSEHOLD EDUCATION",0
5,10,1025,2,1774,100131,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1025,2,1774,100132,0,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,0
5,10,1025,2,1774,100133,0,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,0
5,10,1025,2,1774,100134,1,0,2,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,0
5,10,1025,2,1774,100135,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1025,2,1774,100136,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
5,10,1025,2,1774,100138,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,0
4,11,1104,1,2028,110001,1,2,1,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,0
4,11,1104,1,2028,110002,1,1,1,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,0
4,11,1104,1,2028,110003,2,1,1,1,0,0,0,0,0,3,0,1,,,,1,1,,,2,,,5,,,,0
4,11,1104,1,2028,110004,1,2,2,1,0,0,0,0,0,3,0,1,,,,1,1,,,2,,,5,,,,0
4,11,1104,1,2028,110005,3,3,3,3,0,0,0,0,0,3,,1,,,,1,3,4,10,,,,,,,,0
