"zone","state","sector","lga","ea","hhid","plotid","plot_qa_type","dist_household","srtmslp_nga","srtm_nga","twi_nga"
1,7,2,707,560,70007,3,1,1.59,2.5,130,14
1,7,2,707,560,70007,2,1,1.61,2.9,130,14
1,7,2,707,560,70007,1,1,1.91,2.7,127,13
1,7,2,707,560,70007,4,1,1.97,1.7,125,14
1,7,2,707,560,70008,1,1,0.53,1.8,110,14
1,7,2,707,560,70008,2,1,0.85,1.7,114,14
1,7,2,707,560,70008,3,1,0.97,2,115,15
1,7,2,707,560,70009,2,1,0.05,1.7,112,14
1,7,2,707,560,70009,1,1,0.24,2.1,112,13
1,7,2,707,560,70010,4,1,0.39,1.1,107,15
1,7,2,707,560,70010,2,1,0.09,2,111,13
1,7,2,707,560,70010,1,1,0.14,1.9,110,14
1,7,2,707,560,70010,3,1,0.33,1,107,15
1,7,2,708,754,70011,2,1,2.23,3.5,154,14
1,7,2,708,754,70011,1,1,2.17,2.8,156,14
1,7,2,708,754,70011,4,1,1.27,3.1,146,15
1,7,2,708,754,70011,3,1,0.95,2.5,146,15
1,7,2,708,754,70012,1,1,2.34,2.7,157,14
1,7,2,708,754,70012,3,1,1.51,1.7,153,14
1,7,2,708,754,70012,2,1,2.41,3.4,159,14
1,7,2,708,754,70013,1,1,1.27,1.3,153,14
1,7,2,708,754,70013,2,1,2.5,2.8,160,15
1,7,2,708,754,70013,4,1,2.69,3.6,165,13
1,7,2,708,754,70013,3,1,2.48,4.5,164,13
1,7,2,708,754,70014,1,1,0.45,4,139,14
1,7,2,708,754,70014,2,1,0.5,3.5,138,17
1,7,2,708,754,70015,3,1,0.06,1.7,142,14
1,7,2,708,754,70015,1,3,0.05,1.7,142,14
1,7,2,708,754,70015,2,3,0.05,1.8,142,14
1,7,2,708,754,70016,1,1,1.31,1.1,153,14
1,7,2,708,754,70016,2,1,1.51,1.9,154,13
1,7,2,708,754,70017,2,1,3.29,3.5,154,14
1,7,2,708,754,70017,3,1,4.17,2.3,173,13
1,7,2,708,754,70017,1,1,3.32,3.8,154,14
1,7,2,708,754,70018,1,1,1.96,3.1,143,15
1,7,2,708,754,70018,2,1,3.79,4.4,166,13
1,7,2,708,754,70018,3,1,3.86,4.5,169,14
1,7,2,708,754,70018,4,1,4.11,2.3,176,13
1,7,2,708,754,70019,4,1,1.28,1.9,152,13
1,7,2,708,754,70019,3,1,1.23,1.2,153,14
1,7,2,708,754,70019,2,1,1.33,1,153,14
1,7,2,708,754,70019,1,1,1.86,2.5,166,13
1,7,2,708,754,70020,1,1,0.8,2.8,149,13
1,7,2,708,754,70020,4,1,1.59,3.9,147,14
1,7,2,708,754,70020,3,1,0.79,2.7,149,13
1,7,2,708,754,70020,2,1,0.55,3.6,140,13
1,7,2,705,4186,70021,3,1,0.65,2.8,208,13
1,7,2,705,4186,70021,2,1,0.16,3.6,187,14
1,7,2,705,4186,70021,1,1,0.14,3.1,186,15
1,7,2,705,4186,70021,6,1,0.05,2.9,192,15
1,7,2,705,4186,70021,4,1,0.11,3.5,186,15
1,7,2,705,4186,70021,5,3,0.52,2.6,198,14
1,7,2,705,4186,70022,1,1,0.03,3.8,186,13
1,7,2,705,4186,70022,2,1,0.19,3.4,185,14
1,7,2,705,4186,70023,1,1,0.53,4.4,179,14
1,7,2,705,4186,70023,2,1,1.38,4.1,184,14
1,7,2,705,4186,70024,1,1,0.07,4.1,180,14
1,7,2,705,4186,70024,2,1,0.06,4.4,181,13
1,7,2,705,4186,70025,1,1,0.2,5.1,170,13
1,7,2,705,4186,70025,3,1,0.18,4.8,171,14
1,7,2,705,4186,70025,2,1,0.14,4.8,174,13
1,7,2,705,4186,70026,3,1,0.11,4,172,13
1,7,2,705,4186,70026,2,1,0.07,4.3,173,13
1,7,2,705,4186,70026,1,1,0.01,4.4,175,13
1,7,2,705,4186,70027,2,1,0.02,5.3,174,12
1,7,2,705,4186,70027,1,1,0.04,4.9,174,12
1,7,2,705,4186,70028,2,1,0.28,4.2,171,12
1,7,2,705,4186,70028,1,1,0.1,3.9,178,13
1,7,2,705,4186,70029,2,1,0.12,5.8,179,13
1,7,2,705,4186,70029,1,1,0.08,5.3,175,14
1,7,2,705,4186,70029,3,1,0.01,3.5,179,12
1,7,2,705,4186,70030,3,1,0.73,3.4,189,14
1,7,2,705,4186,70030,2,1,0.1,3.9,188,14
1,7,2,705,4186,70030,1,1,0.06,4.2,189,14
1,7,2,722,234,70031,1,1,0.03,4.1,196,14
1,7,2,722,234,70031,2,1,0.04,3.7,196,15
1,7,2,722,234,70032,2,1,0.97,1.1,205,15
1,7,2,722,234,70032,1,1,0.11,2.6,202,13
1,7,2,722,234,70033,2,1,0.54,1.9,191,16
1,7,2,722,234,70033,1,1,0.34,3.7,206,12
1,7,2,722,234,70033,4,1,0.6,4.3,200,13
1,7,2,722,234,70033,3,1,0.73,1.5,206,14
1,7,2,722,234,70034,2,1,0.06,4.3,194,14
1,7,2,722,234,70034,1,1,0.25,5,203,12
1,7,2,722,234,70035,2,1,0.81,3.9,189,12
1,7,2,722,234,70035,1,1,0.85,4.1,188,12
1,7,2,722,234,70036,2,1,0.05,3.7,197,15
1,7,2,722,234,70036,1,1,0.07,2.2,200,14
1,7,2,722,234,70037,1,1,0.03,3.6,207,13
1,7,2,722,234,70038,2,1,0.2,2.7,201,13
1,7,2,722,234,70038,1,1,0.03,3,203,13
1,7,2,722,234,70038,3,1,0.58,2.7,194,16
1,7,2,722,234,70039,1,1,0.03,3.4,205,13
1,7,2,722,234,70039,2,2,0.1,4,206,14
1,7,2,722,234,70039,3,2,0.1,4,206,14
1,7,2,722,234,70040,2,1,0.05,2.2,202,14
1,7,2,722,234,70040,1,1,0.14,3.5,203,13
1,7,2,722,892,70041,2,1,3.63,0.6,106,20
1,7,2,722,892,70041,3,1,1.82,3,109,15
1,7,2,722,892,70041,1,1,0.7,1.9,124,13
1,7,2,722,892,70042,1,1,1.42,4.6,125,13
1,7,2,722,892,70042,2,1,0.99,1.1,110,21
1,7,2,722,892,70043,1,1,0.03,1.5,132,14
1,7,2,722,892,70043,2,3,0.06,1.9,132,13
1,7,2,722,892,70044,2,3,1.89,2.7,111,21
1,7,2,722,892,70044,1,3,1.9,3.6,112,18
1,7,2,722,892,70045,1,1,0.02,2.1,135,13
1,7,2,722,892,70045,2,1,0.96,2,112,18
1,7,2,722,892,70046,3,1,0.02,3.5,127,12
1,7,2,722,892,70046,1,1,0.02,3.9,127,12
1,7,2,722,892,70046,2,1,0.06,3.4,130,12
1,7,2,722,892,70046,4,1,0.03,4,126,12
1,7,2,722,892,70047,1,1,0.02,2.8,139,14
1,7,2,722,892,70047,2,1,0.21,2.3,136,13
1,7,2,722,892,70048,1,1,0.03,2.8,135,13
1,7,2,722,892,70048,2,1,0.01,3.1,136,13
1,7,2,722,892,70049,2,1,0.06,4.9,132,12
1,7,2,722,892,70049,4,1,0.05,5.1,134,12
1,7,2,722,892,70049,1,1,0.07,5.5,133,12
1,7,2,722,892,70049,3,1,0.06,5.3,134,12
1,7,2,722,892,70050,1,1,0.67,2.5,149,13
1,7,2,722,892,70050,2,1,0.04,2.3,129,14
1,7,2,710,2726,70051,1,1,0.77,3.1,99,13
1,7,2,710,2726,70052,3,1,0.43,1.8,93,14
1,7,2,710,2726,70052,1,1,1.91,6,110,13
1,7,2,710,2726,70052,2,1,1.38,3,128,12
1,7,2,710,2726,70053,1,1,0.75,4.1,89,18
1,7,2,710,2726,70053,2,1,0.58,5.6,95,12
1,7,2,710,2726,70054,2,1,2.15,4.9,110,14
1,7,2,710,2726,70054,4,1,2.67,1.9,99,19
1,7,2,710,2726,70054,3,1,2.78,1.6,100,13
1,7,2,710,2726,70054,1,1,1.83,3.6,99,13
1,7,2,710,2726,70055,2,1,1.76,3.9,101,12
1,7,2,710,2726,70055,1,1,1.55,3.1,126,13
1,7,2,710,2726,70055,3,1,1.86,4.5,113,12
1,7,2,710,2726,70056,2,1,0.47,3.4,99,13
1,7,2,710,2726,70056,1,1,0.47,3.4,89,15
1,7,2,710,2726,70056,3,1,0.38,2.8,108,13
1,7,2,710,2726,70057,2,1,1.1,1,87,28
1,7,2,710,2726,70057,1,1,1.14,0.1,87,33
1,7,2,710,2726,70058,1,1,1.56,3.7,114,14
1,7,2,710,2726,70058,2,1,0.94,2.3,119,14
1,7,2,710,2726,70059,2,1,0.96,3.1,87,17
1,7,2,710,2726,70059,1,1,0.97,3.1,87,17
1,7,2,710,2726,70060,2,1,1.28,0,87,36
1,7,2,710,2726,70060,1,1,0.43,3.7,97,13
1,7,2,710,2726,70060,3,1,0.4,4.5,97,13
1,7,2,711,2532,70061,1,1,0.03,7.3,223,12
1,7,2,711,2532,70061,2,1,0.62,2.9,230,13
1,7,2,711,2532,70062,2,1,0.41,4.2,234,13
1,7,2,711,2532,70062,1,1,0.38,4.8,223,15
1,7,2,711,2532,70063,1,1,0.06,5.3,228,13
1,7,2,711,2532,70064,1,1,0.02,5.9,230,12
1,7,2,711,2532,70064,2,1,0.01,4.9,232,12
1,7,2,711,2532,70066,1,1,0.07,1.8,221,17
1,7,2,711,2532,70066,2,1,0.23,7.2,227,13
1,7,2,711,2532,70067,1,1,0.11,6.4,226,13
1,7,2,711,2532,70068,1,1,0.24,4.5,228,12
1,7,2,711,2532,70069,3,1,0.46,3.3,236,14
1,7,2,711,2532,70069,2,1,0.4,3.8,236,13
1,7,2,711,2532,70069,1,1,1.16,4.9,235,13
1,7,2,711,2532,70070,1,1,0.43,8.2,226,12
1,7,2,709,1226,70071,2,1,1.06,5.4,194,12
1,7,2,709,1226,70071,1,1,0.72,1.6,208,13
1,7,2,709,1226,70072,2,1,0.12,4,201,14
1,7,2,709,1226,70072,1,1,0.02,3.1,205,14
1,7,2,709,1226,70073,2,1,0.04,1.6,221,13
1,7,2,709,1226,70073,1,1,0.05,1.6,221,14
1,7,2,709,1226,70074,2,1,0.1,2.3,218,14
1,7,2,709,1226,70074,1,1,0.28,1.6,217,14
1,7,2,709,1226,70075,1,1,0.27,0.9,223,14
1,7,2,709,1226,70075,2,1,0.09,0.6,221,14
1,7,2,709,1226,70076,2,1,0.1,1.2,222,14
1,7,2,709,1226,70076,1,1,0.23,0.8,223,14
1,7,2,709,1226,70077,1,1,0.45,5.2,205,15
1,7,2,709,1226,70077,2,1,0.43,5.4,207,14
1,7,2,709,1226,70078,1,1,0.14,5.2,202,14
1,7,2,709,1226,70078,2,3,0.21,4.4,198,13
1,7,2,709,1226,70079,2,1,0.12,1.2,223,14
1,7,2,709,1226,70079,1,1,0.46,3.7,217,15
1,7,2,709,1226,70079,3,1,0.58,1.7,222,13
1,7,2,709,1226,70080,1,3,0.41,2.7,212,13
1,7,2,709,1226,70080,2,1,1.47,1.6,185,16
1,7,2,709,1226,70080,3,1,1.03,3.6,201,13
1,7,1,719,1612,70083,3,1,2.9,2.2,161,15
1,7,1,719,1612,70083,4,1,2.95,2.8,160,14
1,7,1,719,1612,70083,2,1,2.84,3.4,163,13
1,7,1,719,1612,70083,1,1,2.8,3.4,163,14
1,7,1,719,1612,70084,1,1,1.8,7.5,187,13
1,7,1,719,1612,70084,2,1,3.25,2.7,167,13
1,7,1,719,1612,70088,2,1,4.26,2.4,158,13
1,7,1,719,1612,70088,1,1,4.29,3.1,158,13
1,7,1,719,1612,70089,1,1,4.37,2.3,152,14
1,7,1,719,1612,70089,2,1,4.59,2.4,152,14
1,7,1,719,1612,70090,2,1,5.56,1.5,153,14
1,7,1,719,1612,70090,1,1,5.52,1.2,151,15
1,7,1,719,1612,70090,3,1,5.71,2.4,155,13
1,7,2,717,1248,70091,1,1,0.36,20.9,266,11
1,7,2,717,1248,70091,2,1,0.41,15,260,11
1,7,2,717,1248,70092,1,1,0.32,23.9,261,11
1,7,2,717,1248,70092,2,1,0.54,14.1,225,11
1,7,2,717,1248,70093,1,1,0.56,15.9,235,11
1,7,2,717,1248,70093,2,1,0.61,15.2,230,11
1,7,2,717,1248,70094,2,1,0.68,7.4,260,12
1,7,2,717,1248,70094,1,1,0.6,11.6,260,11
1,7,2,717,1248,70095,2,3,0.63,11.6,208,11
1,7,2,717,1248,70095,3,1,0.42,18.9,241,11
1,7,2,717,1248,70095,1,1,0.3,24.5,268,11
1,7,2,717,1248,70096,1,1,0.55,17.2,224,11
1,7,2,717,1248,70096,2,1,1.12,12.6,215,11
1,7,2,717,1248,70097,1,1,0.97,19.2,239,11
1,7,2,717,1248,70097,2,1,0.98,19,235,11
1,7,2,717,1248,70098,1,1,1.19,13.7,210,11
1,7,2,717,1248,70098,2,1,1.12,10.5,220,11
1,7,2,717,1248,70099,2,1,1.01,13.4,251,12
1,7,2,717,1248,70099,1,1,1.11,21.1,235,11
1,7,2,717,1248,70100,1,1,0.37,23,252,11
1,7,2,701,606,70101,3,1,3.31,3.1,67,15
1,7,2,701,606,70101,2,1,2.65,4.8,63,12
1,7,2,701,606,70101,1,1,3.23,1.3,65,16
1,7,2,701,606,70102,2,1,1.13,1.6,52,15
1,7,2,701,606,70102,4,1,1.24,3.3,54,13
1,7,2,701,606,70102,1,1,1.18,1.3,53,14
1,7,2,701,606,70102,3,1,1.1,1.3,52,16
1,7,2,701,606,70103,2,1,1.54,1.1,56,14
1,7,2,701,606,70103,3,1,1.61,3,55,13
1,7,2,701,606,70103,1,1,1.59,1.7,56,13
1,7,2,701,606,70104,1,1,1.22,1.3,52,15
1,7,2,701,606,70104,2,1,1.32,3.6,54,13
1,7,2,701,606,70104,3,1,1.69,1.4,59,14
1,7,2,701,606,70105,3,1,1.95,0.5,59,15
1,7,2,701,606,70105,2,1,1.32,3.6,56,13
1,7,2,701,606,70105,1,1,1.09,2.2,57,13
1,7,2,701,606,70106,3,1,1.45,4.9,61,12
1,7,2,701,606,70106,1,2,1.54,4.1,56,13
1,7,2,701,606,70106,2,1,1.52,5.3,63,12
1,7,2,701,606,70107,2,1,1.22,2.9,55,13
1,7,2,701,606,70107,3,1,1.19,2.2,54,13
1,7,2,701,606,70107,1,1,1.36,3.9,54,14
1,7,2,701,606,70108,1,1,1.17,1.3,53,14
1,7,2,701,606,70108,2,1,1.28,3.6,57,12
1,7,2,701,606,70109,2,1,2.36,2.3,61,13
1,7,2,701,606,70109,1,1,1.55,2.1,60,13
1,7,2,701,606,70109,3,1,2.29,1.8,61,13
1,7,2,701,606,70110,2,1,2.57,2.6,61,13
1,7,2,701,606,70110,1,2,2.68,4.1,56,13
1,7,2,701,606,70110,3,1,2.64,3.1,60,14
1,7,2,702,632,70111,1,1,0.52,0.5,73,23
1,7,2,702,632,70111,3,1,0.59,0.7,72,15
1,7,2,702,632,70111,2,1,0.54,0.5,72,17
1,7,2,702,632,70111,4,1,9.07,0,60,36
1,7,2,702,632,70112,1,1,1.1,1.8,76,14
1,7,2,702,632,70112,4,1,2.84,2,70,14
1,7,2,702,632,70112,5,1,1.01,0.8,74,15
1,7,2,702,632,70112,2,1,0.95,0.9,74,15
1,7,2,702,632,70112,3,1,0.98,1,74,15
1,7,2,702,632,70113,5,1,0.15,0.7,73,15
1,7,2,702,632,70113,1,1,0.02,0.4,73,15
1,7,2,702,632,70113,4,1,0.78,1.3,71,19
1,7,2,702,632,70113,3,1,0.35,0.6,72,15
1,7,2,702,632,70113,2,1,0.1,0,72,16
1,7,2,702,632,70114,1,1,1.18,0.8,71,17
1,7,2,702,632,70114,4,1,1.04,2.1,75,15
1,7,2,702,632,70114,3,1,0.32,1.3,71,19
1,7,2,702,632,70114,2,1,0.88,1.1,73,15
1,7,2,702,632,70115,3,1,0.36,1.4,72,14
1,7,2,702,632,70115,4,1,0.83,1.9,74,13
1,7,2,702,632,70115,1,1,1.35,0.6,71,16
1,7,2,702,632,70115,2,1,0.7,1,73,15
1,7,2,702,632,70116,1,1,0.81,1.2,73,14
1,7,2,702,632,70116,4,1,0.73,1.2,74,14
1,7,2,702,632,70116,3,1,0.86,0.8,74,15
1,7,2,702,632,70116,5,1,1.92,1.6,70,14
1,7,2,702,632,70116,2,1,1.02,2,76,14
1,7,2,702,632,70117,2,1,4.08,0.9,70,14
1,7,2,702,632,70117,7,1,0.76,1.2,74,14
1,7,2,702,632,70117,3,1,4.01,1.4,71,14
1,7,2,702,632,70117,6,1,3.81,1.5,66,16
1,7,2,702,632,70117,4,1,3.9,2.6,70,13
1,7,2,702,632,70117,1,1,1.39,0.8,71,15
1,7,2,702,632,70117,8,1,0.98,1.9,75,15
1,7,2,702,632,70117,5,1,4.05,0.8,70,14
1,7,2,702,632,70118,1,1,1.64,1.2,73,14
1,7,2,702,632,70118,2,1,0.63,0.8,72,14
1,7,2,702,632,70118,3,1,0.55,1.1,73,14
1,7,2,702,632,70118,4,1,1.66,1.2,73,14
1,7,2,702,632,70119,3,1,0.63,0.7,71,16
1,7,2,702,632,70119,4,1,0.58,0.8,71,22
1,7,2,702,632,70119,2,1,0.56,1,72,15
1,7,2,702,632,70119,5,1,0.59,1,71,15
1,7,2,702,632,70119,1,1,0.59,1,71,16
1,7,2,702,632,70120,3,1,0.34,1.6,71,17
1,7,2,702,632,70120,4,1,1.19,1.4,78,14
1,7,2,702,632,70120,1,1,2.46,1,71,14
1,7,2,702,632,70120,2,1,0.29,0.3,73,15
1,7,2,702,632,70120,5,1,1.18,1.7,77,14
1,7,2,718,1640,70121,2,1,0.47,2,165,14
1,7,2,718,1640,70121,3,1,0.52,2.9,168,13
1,7,2,718,1640,70121,1,1,0.43,1.4,166,14
1,7,2,718,1640,70122,1,1,0.35,3.1,164,14
1,7,2,718,1640,70122,3,1,0.03,1.8,175,13
1,7,2,718,1640,70122,2,1,0.01,1.9,175,13
1,7,2,718,1640,70123,2,1,0.03,3.1,169,14
1,7,2,718,1640,70123,1,1,0.86,4,149,12
1,7,2,718,1640,70124,1,1,0.96,2.3,143,15
1,7,2,718,1640,70124,3,1,0.75,3.9,149,13
1,7,2,718,1640,70124,4,1,1.24,1.3,140,20
1,7,2,718,1640,70124,2,1,1.16,2,143,13
1,7,2,718,1640,70125,3,1,0.89,4.2,159,12
1,7,2,718,1640,70125,2,1,0.82,3.5,160,13
1,7,2,718,1640,70125,1,1,0.92,4.1,156,13
1,7,2,718,1640,70126,2,1,0.03,2.8,178,13
1,7,2,718,1640,70126,1,1,0.09,1.9,176,15
1,7,2,718,1640,70126,3,1,0.56,3.4,189,15
1,7,2,718,1640,70127,1,1,0.32,3,170,13
1,7,2,718,1640,70127,3,1,0.81,3,190,14
1,7,2,718,1640,70127,2,1,0.34,2.7,168,13
1,7,2,718,1640,70128,2,1,0.29,3.5,165,13
1,7,2,718,1640,70128,1,1,0.02,2,175,13
1,7,2,718,1640,70129,1,1,1.81,5.4,154,13
1,7,2,718,1640,70129,2,1,1.49,1.9,163,13
1,7,2,718,1640,70130,2,1,0.95,2.1,163,14
1,7,2,718,1640,70130,1,1,0.06,3.8,175,13
1,7,2,718,1640,70130,3,1,0.64,4.5,165,13
1,7,2,715,780,70131,2,1,0.76,7.9,221,12
1,7,2,715,780,70131,1,3,1.09,11.7,220,12
1,7,2,715,780,70132,1,1,0.4,3.7,227,13
1,7,2,715,780,70132,2,1,0.57,4.9,222,13
1,7,2,715,780,70133,2,1,0.24,6.4,220,13
1,7,2,715,780,70133,1,3,0.27,6.5,218,13
1,7,2,715,780,70134,4,1,0.91,7.5,228,12
1,7,2,715,780,70134,2,1,0.54,5.3,211,14
1,7,2,715,780,70134,3,1,0.6,6.1,212,13
1,7,2,715,780,70134,1,3,0.58,5.3,211,13
1,7,2,715,780,70135,2,1,1.05,10.8,211,13
1,7,2,715,780,70135,1,1,0.99,1.2,216,14
1,7,2,715,780,70135,3,1,1.09,9.5,206,13
1,7,2,715,780,70136,2,1,0.68,5.2,220,12
1,7,2,715,780,70136,1,1,0.5,2,208,17
1,7,2,715,780,70137,2,1,0.97,5,225,12
1,7,2,715,780,70137,1,1,0.3,5.8,221,13
1,7,2,715,780,70138,1,1,0.57,3,226,14
1,7,2,715,780,70138,2,1,1.37,7.3,205,12
1,7,2,715,780,70139,3,1,0.8,6.4,228,12
1,7,2,715,780,70139,4,1,1.07,1.2,216,14
1,7,2,715,780,70139,2,1,0.77,7.5,226,12
1,7,2,715,780,70139,1,1,0.15,3.4,224,13
1,7,2,715,780,70140,1,1,0.88,4.4,231,12
1,7,2,715,780,70140,2,1,0.04,3.8,224,12
1,7,2,715,780,70140,3,1,1.41,6.9,197,13
1,7,2,715,294,70141,2,1,0.73,3.1,426,13
1,7,2,715,294,70141,1,1,2.93,5.5,444,14
1,7,2,715,294,70141,3,1,1.17,3.6,430,14
1,7,2,715,294,70142,1,1,1.35,4.3,419,14
1,7,2,715,294,70144,1,1,0.02,3.4,435,12
1,7,2,715,294,70149,1,1,1.05,3.3,423,13
1,7,2,715,294,70150,2,1,0.02,4.2,437,14
1,7,2,715,294,70150,1,1,1.48,4,421,14
2,8,2,816,1270,80031,2,3,2.36,1,325,17
2,8,2,816,1270,80031,1,3,2.64,1.4,329,14
2,8,2,816,1270,80032,2,3,0.17,1.5,325,14
2,8,2,816,1270,80032,1,1,1.56,1.4,322,14
2,8,2,816,1270,80033,1,1,1.63,0.7,321,15
2,8,2,816,1270,80033,2,1,1.68,0.3,321,15
2,8,2,816,1270,80034,2,1,1.58,1,322,17
2,8,2,816,1270,80034,1,1,1.38,0.6,323,16
2,8,2,816,1270,80035,3,1,2.11,2,322,14
2,8,2,816,1270,80035,2,1,1.68,0.6,321,17
2,8,2,816,1270,80035,1,1,6.13,0.8,318,15
2,8,2,816,1270,80036,1,3,2.24,1.1,325,14
2,8,2,816,1270,80036,2,3,2.86,0.6,330,16
2,8,2,816,1270,80037,2,1,0.05,2.3,325,14
2,8,2,816,1270,80037,1,1,0.03,1.6,325,14
2,8,2,816,1270,80038,1,3,0.16,1,323,15
2,8,2,816,1270,80038,2,3,0.67,1.3,323,16
2,8,2,816,1270,80039,2,1,0.28,1.1,322,16
2,8,2,816,1270,80039,1,1,0.09,0.6,323,15
2,8,2,816,1270,80040,1,1,0.23,1.8,324,14
2,8,1,803,944,80043,1,1,1.82,1.5,323,14
2,8,1,803,944,80043,2,1,1.15,0.5,326,15
2,8,1,803,944,80044,3,5,238.21,2.2,373,13
2,8,1,803,944,80044,4,5,238.59,3.2,373,13
2,8,1,803,944,80044,2,1,1.93,1.3,324,15
2,8,1,803,944,80044,1,1,1.86,0.3,321,22
2,8,1,803,944,80045,2,1,1.06,1.5,325,15
2,8,1,803,944,80045,1,1,2.35,0.7,324,16
2,8,1,803,944,80046,2,1,2.8,1,321,15
2,8,1,803,944,80046,1,1,1.28,0.8,321,17
2,8,1,803,944,80047,2,1,0.71,1.9,324,14
2,8,1,803,944,80047,1,1,1.02,0.9,326,15
2,8,1,803,944,80049,2,1,1.01,1.5,324,17
2,8,1,803,944,80049,3,1,1.35,1.2,321,18
2,8,1,803,944,80049,1,1,1.81,0.4,321,29
2,8,1,811,1558,80051,1,1,4.22,0.5,391,17
2,8,1,811,1558,80053,2,5,26.38,0.7,371,14
2,8,1,811,1558,80053,1,5,11.97,0.5,379,16
2,8,1,811,1558,80054,1,1,4.24,1.1,391,15
2,8,1,811,1558,80054,2,3,4.57,0.2,392,15
2,8,1,811,1558,80055,1,5,11.07,2.4,392,13
2,8,1,811,1558,80055,3,5,10.26,0.7,382,15
2,8,1,811,1558,80055,2,5,10.68,0.8,381,16
2,8,1,811,1558,80057,1,1,6.31,0.7,391,17
2,8,1,811,1558,80058,1,5,12.63,0.9,378,17
2,8,1,811,1558,80059,1,5,12.45,0.7,378,18
2,8,1,811,1558,80060,1,5,13.1,1.2,380,14
2,8,2,811,390,80061,1,1,0.16,1.7,369,14
2,8,2,811,390,80061,2,1,0.18,1.5,368,16
2,8,2,811,390,80062,1,1,0.12,0.8,371,15
2,8,2,811,390,80062,2,1,3.28,0.2,366,21
2,8,2,811,390,80063,1,1,0.17,1.5,368,15
2,8,2,811,390,80064,1,1,4.42,0.8,368,15
2,8,2,811,390,80065,1,1,4.25,0.6,368,15
2,8,2,811,390,80066,1,3,4.48,0.7,369,14
2,8,2,811,390,80067,3,1,2.57,1.1,368,16
2,8,2,811,390,80067,2,1,5.24,0.5,371,17
2,8,2,811,390,80067,1,1,0.08,0.8,368,16
2,8,2,811,390,80068,2,1,0.23,1.6,369,15
2,8,2,811,390,80068,1,1,3.05,1.8,366,14
2,8,2,811,390,80069,1,1,0.11,1.2,368,17
2,8,2,811,390,80070,2,1,0.45,0.6,369,18
2,8,2,811,390,80070,1,1,0.38,0.3,369,16
2,8,2,802,1152,80071,2,1,0.03,2.3,453,13
2,8,2,802,1152,80071,1,1,0.39,0.5,451,18
2,8,2,802,1152,80072,2,1,0.15,1.9,451,14
2,8,2,802,1152,80072,4,1,0.05,1.6,454,14
2,8,2,802,1152,80072,3,1,0.27,1.4,450,17
2,8,2,802,1152,80072,5,1,0.1,1.3,454,20
2,8,2,802,1152,80072,1,1,0.4,1.1,452,17
2,8,2,802,1152,80073,2,1,0.22,0.8,453,31
2,8,2,802,1152,80073,1,1,0.4,3.1,452,15
2,8,2,802,1152,80074,3,1,0.49,2.2,453,14
2,8,2,802,1152,80074,1,1,0.26,1.1,451,15
2,8,2,802,1152,80074,2,1,0.18,1.4,452,13
2,8,2,802,1152,80075,2,1,0.51,1.2,451,15
2,8,2,802,1152,80075,1,1,0.4,2.1,452,14
2,8,2,802,1152,80075,3,1,0.38,0.9,451,16
2,8,2,802,1152,80076,3,1,0.14,1.9,450,17
2,8,2,802,1152,80076,1,1,0.21,1.6,454,15
2,8,2,802,1152,80076,2,1,0.07,1.4,449,17
2,8,2,802,1152,80077,1,1,0.08,3.6,452,14
2,8,2,802,1152,80077,2,1,0.15,2.4,452,14
2,8,2,802,1152,80078,1,3,0.06,1.2,450,16
2,8,2,802,1152,80079,1,1,0.17,2.5,453,13
2,8,2,802,1152,80079,2,3,0.17,2.6,452,13
2,8,2,802,1152,80080,1,1,0.11,2.6,451,14
2,8,2,812,866,80081,2,1,0.6,13.1,578,14
2,8,2,812,866,80081,1,1,0.61,12.6,577,15
2,8,2,812,866,80082,2,2,0.63,9,574,17
2,8,2,812,866,80082,4,1,0.63,9.1,574,17
2,8,2,812,866,80082,3,2,0.63,9,574,17
2,8,2,812,866,80082,1,1,0.29,7.6,669,12
2,8,2,812,866,80083,2,1,0.07,8.7,638,12
2,8,2,812,866,80084,1,1,1.95,24.9,651,11
2,8,2,812,866,80084,2,1,1.96,27,649,11
2,8,2,812,866,80084,3,1,1.94,23.5,655,11
2,8,2,812,866,80085,2,1,0.41,14.1,604,11
2,8,2,812,866,80085,3,1,0.35,10.5,611,12
2,8,2,812,866,80085,1,1,0.5,17.4,589,12
2,8,2,812,866,80086,1,1,0.27,11.2,618,12
2,8,2,812,866,80087,2,1,2.25,11.3,638,11
2,8,2,812,866,80087,1,1,2.29,15.8,632,12
2,8,2,812,866,80088,1,1,0.18,12.4,646,11
2,8,2,812,866,80088,2,1,0.34,9.1,594,15
2,8,2,812,866,80089,2,1,0.19,12.7,651,11
2,8,2,812,866,80089,1,1,0.23,13.4,654,11
2,8,2,812,866,80090,1,1,0.13,15.9,625,12
2,8,2,805,46,80098,1,1,4.46,3.5,789,15
2,8,2,805,46,80099,2,1,4.5,3.2,789,16
2,8,2,805,46,80099,1,1,7.17,0.2,673,18
2,8,2,805,46,80100,1,1,7.12,0.1,672,20
2,8,2,805,46,80100,2,1,7.15,0.2,673,19
2,8,2,827,804,80101,1,1,1.5,3,242,13
2,8,2,827,804,80101,2,1,1.41,2.2,244,13
2,8,2,827,804,80102,2,1,0.37,1.4,263,15
2,8,2,827,804,80102,1,1,0.39,1.3,261,16
2,8,2,827,804,80102,3,1,0.48,1.9,261,15
2,8,2,827,804,80103,2,1,0.77,11.4,266,12
