"zone","state","lga","sector","ea","hhid","fish_cd","fish_desc","fish_other","sa9aq2","sa9aq3","sa9aq4a1","sa9aq4a2","sa9aq4b1","sa9aq4b2","sa9aq5a","sa9aq5b","sa9aq6","sa9aq7a","sa9aq7b","sa9aq8","sa9aq9","sa9aq10a1","sa9aq10a2","sa9aq10b1","sa9aq10b2","sa9aq11","sa9aq12a1","sa9aq12a2","sa9aq12a3","sa9aq12a4","sa9aq12b1","sa9aq12b2","sa9aq12b3","sa9aq12b4","sa9aq13a","sa9aq13b","sa9aq14","sa9aq15a","sa9aq15b","sa9aq16","sa9aq17","sa9aq18a1","sa9aq18a2","sa9aq18a3","sa9aq18a4","sa9aq18b1","sa9aq18b2","sa9aq18b3","sa9aq18b4","tracked_obs"
1,7,713,2,304,70154,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70154,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70155,1,"Catfish",,1,20,14,4,,,2,4,6000,18000,4,,6,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70155,2,"Tilapia",,1,20,11,4,,,2,4,6000,18000,4,,6,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70155,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70155,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70155,5,"Other (specify)",,1,20,11,4,,,1,4,4000,12000,4,,6,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70155,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70155,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70157,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70157,2,"Tilapia",,1,10,3,2,,,2,2,3000,2,3,12000,8,1,2,,,4,1,2,3,,0,,,,0,,0,0,,0,4,1,2,3,,,,,,0
1,7,713,2,304,70157,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70157,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70157,5,"Other (specify)",,1,10,2,3,,,2,3,7500,3,3,11000,8,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70157,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,713,2,304,70157,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80074,1,"Catfish",,1,20,10,3,0,,10,3,15000,0,,,2,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80074,2,"Tilapia",,1,20,10,3,0,,10,3,5000,0,,,2,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80074,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80074,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80074,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80074,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80074,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,917,1,1254,90031,1,"Catfish",,1,2,14,1,,,10,1,8500,0,,,2,,,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,917,1,1254,90031,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,917,1,1254,90031,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,917,1,1254,90031,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,917,1,1254,90031,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,917,1,1254,90031,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,9,917,1,1254,90031,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100001,1,"Catfish",,1,20,0,,0,,0,,,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100001,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100001,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100001,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100001,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100001,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1014,2,80,100001,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100102,1,"Catfish",,1,3,2,2,,,1,2,5000,,,,3,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100102,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100102,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100102,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100102,5,"Other (specify)","MOUD FISH",1,3,1,2,,,1,2,8000,,,,3,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100102,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100102,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,1,"Catfish",,1,12,0,1,2,3,0,,,2,3,9000,2,,,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170041,1,"Catfish",,1,3,5,3,0,,5,3,4000,0,,,10,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170041,2,"Tilapia",,1,10,5,3,0,,5,3,3000,0,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170041,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170041,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170041,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170041,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170041,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,2,"Tilapia",,1,5,300,1,0,,250,1,7000,,,,5,50,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,2,"Tilapia",,1,8,400,1,,,300,1,10000,0,,,8,100,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170047,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170047,2,"Tilapia",,1,20,12,3,0,,15,3,1500,0,,,20,5,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170047,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170047,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170047,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170047,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170047,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170049,1,"Catfish",,1,15,3,3,0,,3,3,4000,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170049,2,"Tilapia",,1,15,3,3,0,,3,3,4000,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170049,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170049,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170049,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170049,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170049,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1928,2,526,190175,1,"Catfish",,1,12,400,1,,,300,1,120000,,,,12,400,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1928,2,526,190175,2,"Tilapia",,1,12,250,1,,,200,1,110000,,,,12,250,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1928,2,526,190175,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1928,2,526,190175,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1928,2,526,190175,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1928,2,526,190175,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1928,2,526,190175,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2109,2,38,210028,1,"Catfish",,1,20,10,4,,,5,,1000,0,,,20,5,1,,,20,10,4,3,,,,,,3,4,10000,,,,20,5,4,3,,,,,,0
3,21,2109,2,38,210028,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2109,2,38,210028,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2109,2,38,210028,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2109,2,38,210028,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2109,2,38,210028,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2109,2,38,210028,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2117,2,554,210064,1,"Catfish",,1,20,8,4,64000,,,,,,,5000,20,1,4,,,20,2,4,3,,,,,,2,4,5000,,,,20,1,4,3,,,,,,0
3,21,2117,2,554,210064,2,"Tilapia",,1,20,12,4,50000,,,,,,,4200,20,1,4,,,20,2,4,3,,,,,,2,4,4200,,,,20,1,4,3,,,,,,0
3,21,2117,2,554,210064,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2117,2,554,210064,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2117,2,554,210064,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2117,2,554,210064,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,21,2117,2,554,210064,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,24,2407,2,396,240163,1,"Catfish",,1,16,0,,10,1,0,,,5,1,600,4,,,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,24,2407,2,396,240163,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,24,2407,2,396,240163,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,24,2407,2,396,240163,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,24,2407,2,396,240163,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,24,2407,2,396,240163,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,24,2407,2,396,240163,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280096,1,"Catfish",,1,15,60,4,0,,60,4,10000,0,,,15,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280096,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280096,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280096,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280096,5,"Other (specify)","APO",1,20,40,4,0,,38,4,15000,0,,,20,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280096,6,"Other (specify) 2","CUTA",1,8,15,3,0,,14,3,10000,0,,,8,1,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280096,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280097,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280097,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280097,3,"Carpfish",,1,18,12,4,0,,12,4,4000,0,,,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280097,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280097,5,"Other (specify)","CROKER",1,18,6,4,0,,5,4,13000,0,,,1,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280097,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280097,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280098,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280098,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280098,3,"Carpfish",,1,18,10,4,0,,10,4,4000,0,,,18,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280098,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280098,5,"Other (specify)","CRAKER",1,18,8,4,0,,7,4,13000,0,,,18,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280098,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280098,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280099,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280099,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280099,3,"Carpfish",,1,18,15,4,0,,15,4,4000,0,,,18,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280099,4,"Shrimps",,1,18,2,1,0,,0,,,0,,,0,2,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280099,5,"Other (specify)","CRAKER",1,18,8,4,0,,7,4,12500,0,,,18,1,4,0,,5,2,4,3,,0,,,,2,4,14500,0,,,,0,,,,0,,,,0
6,28,2810,2,2394,280099,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,2,2394,280099,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280103,1,"Catfish",,1,20,65,4,,,63,4,10000,0,,,20,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280103,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280103,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280103,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280103,5,"Other (specify)","APO",1,15,80,3,,,70,3,12000,0,,,25,10,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280103,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280103,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280108,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280108,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280108,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280108,4,"Shrimps",,1,12,50,3,0,,50,3,10000,0,,,12,1,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280108,5,"Other (specify)","APO",1,18,45,4,0,,40,4,20000,0,,,18,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280108,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280108,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280109,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280109,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280109,3,"Carpfish",,1,20,18,4,0,,18,4,4000,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280109,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280109,5,"Other (specify)","CROCER",1,20,6,4,0,,6,4,13000,0,,,20,1,4,,,10,5,4,3,,0,,,,5,4,15000,0,1,,10,2,4,3,,,,,,0
6,28,2810,1,3722,280109,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2810,1,3722,280109,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280122,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280122,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280122,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280122,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280122,5,"Other (specify)","MUD",1,14,10,1,,,8,1,400,0,,,12,1,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280122,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280122,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280126,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280126,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280126,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280126,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280126,5,"Other (specify)","MUD",1,14,12,1,0,,10,1,400,0,,,14,1,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280126,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280126,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280127,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280127,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280127,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280127,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280127,5,"Other (specify)","MUD",1,14,14,1,0,,11,1,450,0,,,7,3,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280127,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280127,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280128,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280128,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280128,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
