"country","wave","visit","surveyt","surveyprd","zone","state","lga","ea","rururb","hhid","hhsize","nfdwater","nfdelec","nfdgas","nfdfwood","nfdchar","nfdkero","nfdliqd","nfdutil","nfdcloth","nfdfmtn","nfdrepar","nfddome","nfdpetro","nfddiesl","nfdfares","nfdtrans","nfdcomm","nfdrecre","nfdtbac","nfdrnthh","nfdinsur","fdsorby","fdmilby","fdmaizby","fdriceby","fdyamby","fdcasby","fdcereby","fdbrdby","fdtubby","fdpoulby","fdmeatby","fdfishby","fddairby","fdfatsby","fdfrutby","fdvegby","fdbeanby","fdswtby","fdbevby","fdalcby","fdrestby","fdothby","fdsorpr","fdmilpr","fdmaizpr","fdricepr","fdyampr","fdcaspr","fdcerepr","fdbrdpr","fdtubpr","fdpoulpr","fdmeatpr","fdfishpr","fddairpr","fdfatspr","fdfrutpr","fdvegpr","fdbeanpr","fdswtpr","fdbevpr","fdalcpr","fdothpr","edtexp","nfdfoth","totcons","hhweight"
"NGA",1,2,"LSMS-ISA2011",2011,4,1,104,1364,0,10013,8,2585.41674804688,1064.58337402344,0,4562.5,0,4106.25,0,0,575,966.8154296875,0,0,0,0,3258.92846679688,0,2281.25,0,0,3000.33666992188,0,0,0,0,1955.35717773438,1303.57141113281,0,0,782.142883300781,1303.57141113281,0,2607.14282226563,2607.14282226563,651.785705566406,2281.25,651.785705566406,2607.1428527832,651.785705566406,260.714294433594,847.321426391602,0,3258.92855834961,260.714294433594,0,0,0,0,0,2737.49951171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15625,733.333312988281,63527.2734375,10198.8486328125
"NGA",1,2,"LSMS-ISA2011",2011,4,1,104,1364,0,10014,2,5475,0,0,3041.66674804688,0,7300,0,0,2000,4475.59521484375,0,0,0,0,13035.7138671875,0,12166.6669921875,0,0,9517.8515625,0,0,0,0,7821.4287109375,5214.28564453125,5214.28564453125,0,3128.57153320313,5214.28564453125,0,13035.7138671875,10428.5712890625,2607.14282226563,9125,3910.71423339844,9124.99993896484,2607.14282226563,1042.85717773438,4171.42858886719,0,18250,1042.85717773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,3541.66674804688,202493.484375,10198.8486328125
"NGA",1,2,"LSMS-ISA2011",2011,4,1,104,1364,0,10015,2,1825,0,0,0,0,608.333312988281,0,0,1400,2259.52392578125,0,0,0,0,5214.28564453125,0,0,0,0,6000,0,0,0,0,7300,10428.5712890625,5214.28564453125,0,0,0,0,0,12514.2857666016,0,4692.85693359375,0,8864.28576660156,2607.14282226563,0,1564.28570556641,0,2607.14282226563,1303.57141113281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.666656494141,74890.234375,10198.8486328125
"NGA",1,2,"LSMS-ISA2011",2011,4,1,104,1364,0,10016,5,486.666656494141,4800,0,1216.66669921875,0,949,0,0,4484,1807.619140625,0,0,0,0,10428.57109375,0,13383.3330078125,0,0,5035.67822265625,0,0,0,0,6778.57109375,4171.428515625,0,0,3128.571484375,0,0,5214.285546875,6257.14287109375,2085.7142578125,2398.571484375,0,8238.57143554688,1877.1427734375,730,4484.28566894531,0,5527.1427734375,834.2857421875,0,0,0,0,0,3827.285546875,0,0,3690.11015625,0,0,0,0,2085.7142578125,0,0,0,0,0,0,0,43200,5043.33349609375,152163.671875,10198.8486328125
"NGA",1,2,"LSMS-ISA2011",2011,4,1,104,1364,0,10017,4,608.333312988281,7050,0,0,0,730,0,0,4050,2259.52392578125,0,0,0,0,15642.857421875,0,21291.666015625,0,0,6286.294921875,0,0,0,0,9125,2607.14282226563,3910.71435546875,0,3910.71435546875,0,0,6517.85693359375,7821.42846679688,1303.57141113281,2998.21435546875,3910.71435546875,13817.8571777344,5475,1303.57141113281,1173.21423339844,0,29069.6435546875,521.428588867188,0,0,0,0,0,0,0,0,9225.275390625,0,0,0,0,2607.14282226563,4692.85717773438,0,0,0,0,0,0,51750,5914.16650390625,225574.203125,10198.8486328125
"NGA",1,2,"LSMS-ISA2011",2011,4,1,104,1364,0,10018,5,2433.33349609375,0,0,0,0,292,0,0,0,834.285766601563,0,0,0,0,0,0,0,0,0,3235.25927734375,0,0,0,0,6257.14296875,0,0,0,1564.2857421875,0,0,7821.42890625,9907.14267578125,0,4380,0,4275.71430664063,4171.428515625,417.14287109375,1094.99998779297,0,4171.428515625,0,0,0,0,0,2901.86328125,4588.57109375,0,0,8342.85703125,0,0,0,0,0,7974.72099609375,0,0,0,0,0,0,3920,0,78583.6171875,10198.8486328125
"NGA",1,2,"LSMS-ISA2011",2011,4,1,104,1364,0,10019,6,2027.77783203125,0,0,0,0,0,0,0,0,492.460296630859,0,0,0,0,0,0,1622.22216796875,0,0,2707.07641601563,0,0,0,0,6517.857421875,0,0,0,3910.71419270833,0,0,0,9994.04752604167,0,0,0,4345.23807779948,4171.4287109375,0,1303.57141113281,0,0,434.523803710938,0,0,0,0,2418.21940104167,30529.6438802083,0,0,2252.62646484375,0,0,0,0,1738.09521484375,3923.12906901042,0,0,0,0,0,0,10000,0,88388.6328125,10198.8486328125
"NGA",1,2,"LSMS-ISA2011",2011,4,1,104,1364,0,10020,5,2433.33349609375,0,0,0,0,1946.6666015625,0,0,1000,1564.28576660156,0,0,0,0,0,0,2433.33349609375,0,0,3706.49926757813,0,0,0,0,2085.7142578125,2085.7142578125,4171.428515625,0,1251.42861328125,0,0,2085.7142578125,4171.428515625,1042.85712890625,3650,0,3858.57138671875,1042.85712890625,104.285717773438,312.857153320312,0,521.428564453125,208.571435546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,606.666625976563,54883.64453125,10198.8486328125
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10021,5,2433.33349609375,30660,0,0,0,486.666650390625,0,0,3900,538.809509277344,0,0,0,0,1564.2857421875,0,9246.666015625,0,0,3100.2587890625,0,0,0,0,6257.14296875,0,0,0,0,0,0,6257.14296875,7091.42836914063,0,2607.1427734375,1564.2857421875,2763.57141113281,2920,0,1981.42856445313,1564.2857421875,3962.85703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,1536.66674804688,95935.96875,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10022,6,2838.88891601563,1140,0,0,0,608.333333333333,0,0,2033.33333333333,753.174621582031,0,0,3041.66666666667,0,869.047607421875,405.555541992188,7097.22216796875,0,0,2017.24609375,0,0,0,0,2780.95247395833,0,0,0,0,0,0,0,6517.85713704427,0,1911.90478515625,1303.57145182292,955.952392578125,1738.09521484375,0,695.238098144531,1303.57145182292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4716.66650390625,1013.88891601563,43742.16796875,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10023,2,3650,4020,0,0,0,1520.83337402344,0,0,1400,3476.1904296875,0,0,10950,0,0,10950,30416.666015625,0,0,12757.091796875,0,0,0,0,9385.7138671875,0,0,0,0,0,0,13035.7138671875,9646.42858886719,0,6517.85693359375,0,2998.21429443359,3128.57153320313,0,3128.57141113281,2607.14282226563,7821.42846679688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7583.33349609375,144993.75,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10024,2,3041.66674804688,0,0,0,0,3041.66674804688,0,0,0,3563.09521484375,0,0,0,0,3910.71435546875,0,0,0,0,7594.65673828125,0,0,0,0,3910.71435546875,0,7821.4287109375,0,0,0,0,6517.85693359375,10428.5712890625,2607.14282226563,5735.71435546875,2607.14282226563,8864.28564453125,2607.14282226563,260.714294433594,1825,0,5214.28564453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5214.28564453125,0,0,0,0,0,0,0,0,3041.66674804688,87807.7421875,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10025,3,2027.77783203125,2000,0,0,0,2433.33333333333,0,0,400,3658.73022460938,0,0,0,0,5214.28580729167,2838.88899739583,2027.77783203125,0,0,3076.0634765625,0,0,0,0,4345.23795572917,0,0,0,2085.71435546875,0,0,4345.23795572917,6952.380859375,0,3823.8095703125,3476.1904296875,5214.28568522135,1738.09521484375,173.809529622396,0,0,5214.28564453125,173.809529622396,0,0,0,0,0,3649.99934895833,0,0,3476.1904296875,0,0,0,0,3476.1904296875,0,0,0,0,0,0,0,0,3622.22216796875,75444.3125,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10026,2,1825,1800,0,0,0,3041.66674804688,0,0,0,869.047607421875,0,0,0,0,2607.14282226563,0,0,0,0,5950.59521484375,0,0,0,0,5214.28564453125,0,0,0,0,5214.28564453125,0,10428.5712890625,10428.5712890625,0,5735.71435546875,0,7299.99993896484,2607.14282226563,260.714294433594,0,0,9125,1303.57141113281,0,0,0,0,0,4562.49951171875,0,0,0,0,0,0,0,5214.28564453125,0,0,0,0,0,0,0,4000,608.333312988281,88096.421875,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10027,5,2433.33349609375,2400,0,0,0,365,0,0,2940,396.285705566406,0,0,1362.66669921875,0,6778.57109375,0,7300,0,0,2851.62329101563,0,0,0,0,4171.428515625,2085.7142578125,0,0,2085.7142578125,0,0,0,4171.428515625,0,5631.42844238281,0,4692.85710449219,0,834.2857421875,2294.2857421875,0,29200,521.428564453125,0,0,0,0,0,4922.28515625,0,0,3208.79140625,0,0,0,0,2085.7142578125,3719.52397460937,0,0,0,0,0,0,2090,4783.33349609375,103325.7109375,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10028,1,0,0,0,0,0,1825,0,0,0,869.047607421875,0,0,0,0,0,0,0,0,0,5749.1806640625,0,0,0,0,0,0,0,0,0,0,0,0,41714.2861328125,0,7821.4287109375,0,11471.4284667969,0,1042.85717773438,0,0,0,1042.85717773438,0,0,0,7821.4287109375,10428.5703125,6361.42822265625,0,6257.14306640625,0,0,0,0,40671.42578125,10428.5712890625,0,14339.2861328125,0,0,0,0,0,0,600,168443.9375,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10029,4,3041.66674804688,1500,0,0,0,456.25,0,0,1800,912.5,11000,0,4866.66650390625,0,0,1216.66662597656,9125,0,0,1994.25024414063,0,0,0,0,6517.85693359375,3128.57153320313,0,0,0,0,0,3258.92846679688,13035.7143554688,1303.57138061523,3650.00012207031,0,5083.92858886719,0,130.357147216797,0,0,1303.57141113281,130.357147216797,0,0,0,0,0,9124.9990234375,0,0,7345.521484375,0,0,6952.380859375,0,1320.95227050781,6316.11431884766,4301.78564453125,0,0,0,0,0,0,1000,109817.6015625,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,106,880,0,10030,8,1825,750,0,0,0,836.458312988281,0,0,0,662.648803710938,0,0,2281.25,0,0,0,2281.25,0,0,1040.51708984375,0,0,0,0,3910.71435546875,2607.14282226563,0,0,977.678588867188,0,0,0,7495.53588867188,0,1629.46423339844,0,1336.16070556641,2607.14282226563,0,0,0,0,391.071441650391,0,0,0,0,0,0,0,0,8774.0390625,0,0,955.952392578125,0,660.476135253906,271.577362060547,985.825866699219,0,0,0,0,0,10587.5,375,53242.40625,3172.97509765625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,111,1146,1,10031,5,3650,2400,0,0,0,7300,0,0,2320,5214.28564453125,0,0,2433.3333984375,0,4171.428515625,0,7300,0,0,24000,0,0,0,0,4171.428515625,4171.428515625,7300,0,1251.42861328125,2085.7142578125,0,10428.57109375,2085.7142578125,2815.71416015625,4484.2857421875,1042.85712890625,4171.42856445312,2085.7142578125,208.571435546875,1407.85714111328,0,15538.5715820313,208.571435546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,126646.90625,8385.7197265625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,111,1146,1,10032,4,3041.66674804688,2100,0,0,0,6083.33349609375,0,0,1900,4671.130859375,0,0,0,0,6517.85693359375,0,6083.33349609375,0,0,18000,0,0,0,0,5214.28564453125,2607.14282226563,4562.5,0,1564.28576660156,0,0,13035.7138671875,5214.28564453125,3910.71435546875,5605.35717773438,1303.57141113281,5605.35705566406,2607.14282226563,260.714294433594,2150.89286804199,0,19553.5712890625,260.714294433594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,1258.33325195313,125611.90625,8385.7197265625
"NGA",1,2,"LSMS-ISA2011",2011,4,1,111,1146,1,10033,3,2271.11108398438,1600,0,2271.11116536458,0,4866.66666666667,0,0,6666.66666666667,2723.01586914063,0,0,0,0,4345.23795572917,0,20277.77734375,0,0,13147.0302734375,0,0,0,0,13904.76171875,13904.76171875,4171.4287109375,0,5214.28580729167,6083.33333333333,0,8690.47591145833,11297.6188964844,6083.33333333333,7300,5561.90486653646,5561.90478515625,7821.42838541667,521.428588867188,10080.952351888,6257.142578125,41019.0470377604,695.238118489583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5055.5556640625,217393.234375,8385.7197265625
