"country","wave","visit","surveyt","surveyprd","zone","state","lga","ea","rururb","hhid","hhsize","nfdwater","nfdelec","nfdgas","nfdfwood","nfdchar","nfdkero","nfdliqd","nfdutil","nfdcloth","nfdfmtn","nfdrepar","nfddome","nfdpetro","nfddiesl","nfdfares","nfdtrans","nfdcomm","nfdrecre","nfdtbac","nfdrnthh","nfdinsur","fdsorby","fdmilby","fdmaizby","fdriceby","fdyamby","fdcasby","fdcereby","fdbrdby","fdtubby","fdpoulby","fdmeatby","fdfishby","fddairby","fdfatsby","fdfrutby","fdvegby","fdbeanby","fdswtby","fdbevby","fdalcby","fdrestby","fdothby","fdsorpr","fdmilpr","fdmaizpr","fdricepr","fdyampr","fdcaspr","fdcerepr","fdbrdpr","fdtubpr","fdpoulpr","fdmeatpr","fdfishpr","fddairpr","fdfatspr","fdfrutpr","fdvegpr","fdbeanpr","fdswtpr","fdbevpr","fdalcpr","fdothpr","edtexp","nfdfoth","totcons","hhweight"
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10001,7,0,0,0,0,347.619035993304,2607.14285714286,0,0,4628.57142857143,8694.830078125,2607.14282226563,0,21726.1897321429,0,18622.4486607143,8690.47600446429,0,0,0,10612.603515625,0,0,0,744.89794921875,8938.77566964286,5959.18359375,3724.48981584821,0,3352.04073660714,4469.38783482143,5586.73493303571,7448.97935267857,4469.3876953125,7523.46944754464,4134.18373325893,2011.22453962054,4841.83670479911,4171.42857142857,0,19590.8164934431,8044.89787946429,36500.0001395089,223.469395228795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,1494.28564453125,271766.53125,9518.92578125
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10002,7,0,0,6083.33314732143,0,347.619035993304,1738.09528459821,0,0,2657.14285714286,27831.97265625,2607.14282226563,12166.6662946429,38238.09375,0,22346.9397321429,8690.47600446429,0,50000,0,10065.5361328125,0,0,744.89794921875,2979.591796875,7448.97935267857,5214.28571428571,2979.591796875,4469.38783482143,4469.38783482143,8938.77566964286,17877.5513392857,6704.08175223214,15121.4281529018,6704.08175223214,7368.2821219308,2607.14285714286,6033.67344447545,2979.591796875,3575.51018415179,20981.2929338728,3836.224609375,46183.6725725446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50285.7109375,3498.57153320313,413774.6875,9518.92578125
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10003,6,0,0,0,0,0,6083.33333333333,0,0,1566.66666666667,5764.68212890625,0,0,4055.5556640625,0,2607.14290364583,4055.5556640625,0,0,0,11852.94921875,0,0,0,2607.14290364583,5214.28580729167,5214.28580729167,3476.1904296875,0,3476.1904296875,6083.33333333333,0,2607.14290364583,5214.28564453125,1738.09521484375,3041.66666666667,869.047607421875,5127.38098144531,3650,208.571431477865,4475.59510294596,0,22595.2379557292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,2086.11108398438,168670.46875,9518.92578125
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10004,2,0,0,18250,0,0,3041.66674804688,0,0,7423.80950927734,7856.34912109375,0,0,4055.5556640625,60833.33203125,18250,30416.666015625,0,0,0,90000,0,0,0,0,2085.71435546875,0,312.857147216797,0,10428.5712890625,5214.28564453125,19553.572265625,13035.7138671875,13035.7143554688,5214.28564453125,6517.85717773438,488.839294433594,10167.8569335938,6387.5,782.142883300781,25202.3796386719,0,18250,2607.14282226563,0,0,0,0,0,11289.8603515625,0,0,0,0,0,0,0,2216.07153320313,0,0,0,0,0,0,0,0,20750,413667.75,9518.92578125
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10005,6,0,0,0,0,1013.88891601563,2027.77783203125,0,0,4100,6225.31689453125,2027.77783203125,0,6083.33333333333,0,8690.47591145833,6083.33333333333,0,0,0,6068.40283203125,0,0,0,0,5214.28580729167,10428.5716145833,3476.1904296875,0,1738.09521484375,13035.71484375,13035.71484375,3910.71419270833,8255.9521891276,15625.4760742188,7995.23803710938,1738.09521484375,3684.76182047526,3128.57153320313,446.938761393229,14556.5479227702,0,2607.14282226563,651.785725911458,0,0,521.428548177083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6333.3330078125,2129.16674804688,160834.046875,9518.92578125
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10006,3,0,0,6083.33333333333,0,0,4055.5556640625,811.111083984375,0,9964.28572591146,11393.25390625,0,0,2433.33333333333,0,5214.28580729167,0,10138.888671875,132000,0,32000,0,0,0,0,1779.8095703125,0,3476.1904296875,0,3476.1904296875,3476.1904296875,0,14773.8098958333,12861.9049479167,6083.33333333333,6952.380859375,869.047607421875,9038.09525553385,1564.28564453125,0,5909.52376302083,0,17380.9526367188,173.809529622396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536.66674804688,304446.21875,9518.92578125
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10007,4,0,0,0,0,0,1520.83337402344,0,0,1500,9722.619140625,0,0,6083.33349609375,0,26071.427734375,0,0,1520.83337402344,0,9102.6044921875,0,0,0,0,11732.142578125,10428.5712890625,6517.85693359375,0,7821.4287109375,5214.28564453125,0,5214.28564453125,2607.14282226563,19553.5717773438,2998.21417236328,3910.71435546875,5692.26196289063,11732.142578125,2607.14282226563,16033.9285888672,0,11732.142578125,869.047607421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041.66674804688,183228.1875,9518.92578125
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10008,7,0,0,0,0,0,1738.09528459821,0,0,828.571428571429,10665.2724609375,0,0,17380.9520089286,0,0,8690.47600446429,0,0,0,10159.6708984375,0,0,0,0,5586.73493303571,8938.77566964286,6704.08147321429,0,1489.7958984375,7448.97935267857,0,2979.591796875,2979.591796875,7151.02036830357,5363.26520647321,5214.28578404018,3736.90475027902,7821.42857142857,297.959193638393,6182.65297154018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118571.4296875,2780.95263671875,242710.484375,9518.92578125
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10009,3,0,0,9327.77799479167,0,0,0,0,0,16283.3333333333,10245.634765625,0,0,8111.111328125,0,3476.1904296875,0,0,3333.33325195313,0,7200,34166.6666666667,0,0,0,6517.85709635417,6952.380859375,1738.09521484375,0,3476.1904296875,0,0,14773.8098958333,20857.1422526042,15295.2376302083,10037.5005696615,0,7384.42175292969,4519.04768880208,34.7619043986003,5301.19057210286,0,30416.6661783854,347.619059244792,0,0,2780.95247395833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74599.9921875,15799.3330078125,312976.25,9518.92578125
"NGA",1,1,"LSMS-ISA2010",2010,4,1,115,670,1,10010,4,0,0,0,0,0,1368.75,0,0,19200,14536.0107421875,0,0,0,0,7821.4287109375,15208.3330078125,13687.5,3600,0,17008.271484375,0,0,0,0,2555,1676.02038574219,1251.42858886719,0,7821.4287109375,2607.14282226563,0,5214.28564453125,5214.28564453125,2607.14282226563,4432.14282226563,1303.57141113281,7625.89276123047,4692.85693359375,0,9125,0,29330.3579101563,195.535720825195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55375,1250,234707.375,9518.92578125
