"zone","state","lga","sector","ea","hhid","qno1","qno2","hhno","tracked_obs"
1,7,709,2,1226,70079,2,2,13,0
1,7,709,2,1226,70080,2,2,14,0
1,7,719,1,1612,70083,2,2,48,0
1,7,719,1,1612,70084,2,2,18,0
1,7,719,1,1612,70088,2,2,61,0
1,7,719,1,1612,70089,2,2,31,0
1,7,719,1,1612,70090,2,2,52,0
1,7,717,2,1248,70091,2,2,15,0
1,7,717,2,1248,70092,2,2,24,0
1,7,717,2,1248,70093,2,2,3,0
1,7,717,2,1248,70094,2,2,1,0
1,7,717,2,1248,70095,2,2,22,0
1,7,717,2,1248,70096,2,2,28,0
1,7,717,2,1248,70097,2,2,11,0
1,7,717,2,1248,70098,2,2,5,0
1,7,717,2,1248,70099,2,2,13,0
1,7,717,2,1248,70100,2,2,26,0
1,7,701,2,606,70101,2,2,1,0
1,7,701,2,606,70102,2,2,2,0
1,7,701,2,606,70103,2,2,3,0
1,7,701,2,606,70104,2,2,4,0
1,7,701,2,606,70105,2,2,6,0
1,7,701,2,606,70106,2,2,7,0
1,7,701,2,606,70107,2,2,8,0
1,7,701,2,606,70108,2,2,17,0
1,7,701,2,606,70109,2,2,13,0
1,7,701,2,606,70110,2,2,11,0
1,7,702,2,632,70111,2,2,24,0
1,7,702,2,632,70112,2,2,27,0
1,7,702,2,632,70113,2,2,10,0
1,7,702,2,632,70114,2,2,2,0
1,7,702,2,632,70115,2,2,33,0
1,7,702,2,632,70116,2,2,5,0
1,7,702,2,632,70117,2,2,8,0
1,7,702,2,632,70118,2,2,15,0
1,7,702,2,632,70119,2,2,21,0
1,7,702,2,632,70120,2,2,18,0
1,7,718,2,1640,70121,2,2,27,0
1,7,718,2,1640,70122,2,2,11,0
1,7,718,2,1640,70123,2,2,20,0
1,7,718,2,1640,70124,2,2,17,0
1,7,718,2,1640,70125,2,2,23,0
1,7,718,2,1640,70126,2,2,1,0
1,7,718,2,1640,70127,2,2,4,0
1,7,718,2,1640,70128,2,2,7,0
1,7,718,2,1640,70129,2,2,39,0
1,7,718,2,1640,70130,2,2,7,0
1,7,715,2,780,70131,2,2,14,0
1,7,715,2,780,70132,2,2,5,0
1,7,715,2,780,70133,2,2,2,0
1,7,715,2,780,70134,2,2,3,0
1,7,715,2,780,70135,2,2,15,0
1,7,715,2,780,70136,2,2,4,0
1,7,715,2,780,70137,2,2,10,0
1,7,715,2,780,70138,2,2,11,0
1,7,715,2,780,70139,2,2,1,0
1,7,715,2,780,70140,2,2,12,0
1,7,715,2,294,70141,2,2,6,0
1,7,715,2,294,70142,2,2,24,0
1,7,715,2,294,70144,2,2,17,0
1,7,715,2,294,70149,2,2,8,0
1,7,715,2,294,70150,2,2,1,0
1,7,713,2,304,70152,2,2,24,0
1,7,713,2,304,70153,2,2,22,0
1,7,713,2,304,70154,2,2,8,0
1,7,713,2,304,70155,2,2,19,0
1,7,713,2,304,70156,2,2,2,0
1,7,713,2,304,70157,2,2,41,0
1,7,713,2,304,70158,2,2,5,0
1,7,713,2,304,70159,2,2,16,0
1,7,713,2,304,70160,2,2,27,0
2,8,816,2,1270,80031,2,2,1,0
2,8,816,2,1270,80032,2,2,4,0
2,8,816,2,1270,80033,2,2,8,0
2,8,816,2,1270,80034,2,2,11,0
2,8,816,2,1270,80035,2,2,15,0
2,8,816,2,1270,80036,2,2,18,0
2,8,816,2,1270,80037,2,2,21,0
2,8,816,2,1270,80038,2,2,25,0
2,8,816,2,1270,80039,2,2,28,0
2,8,816,2,1270,80040,2,2,32,0
2,8,803,1,944,80041,2,2,9,0
2,8,803,1,944,80042,2,2,12,0
2,8,803,1,944,80043,2,2,20,0
2,8,803,1,944,80044,2,2,27,0
2,8,803,1,944,80045,2,2,34,0
2,8,803,1,944,80046,2,2,41,0
2,8,803,1,944,80047,2,2,49,0
2,8,803,1,944,80048,2,2,56,0
2,8,803,1,944,80049,2,2,63,0
2,8,803,1,944,80050,2,2,70,0
2,8,811,1,1558,80051,2,2,1,0
2,8,811,1,1558,80053,2,2,3,0
2,8,811,1,1558,80054,2,2,4,0
2,8,811,1,1558,80055,2,2,6,0
2,8,811,1,1558,80057,2,2,8,0
2,8,811,1,1558,80058,2,2,9,0
2,8,811,1,1558,80059,2,2,10,0
2,8,811,1,1558,80060,2,2,12,0
2,8,811,2,390,80061,2,2,1,0
2,8,811,2,390,80062,2,2,2,0
2,8,811,2,390,80063,2,2,8,0
2,8,811,2,390,80064,2,2,5,0
2,8,811,2,390,80065,2,2,6,0
2,8,811,2,390,80066,2,2,12,0
2,8,811,2,390,80067,3,3,9,0
2,8,811,2,390,80068,2,2,10,0
2,8,811,2,390,80069,2,2,11,0
2,8,811,2,390,80070,2,2,6,0
2,8,802,2,1152,80071,2,2,1,0
2,8,802,2,1152,80072,1,2,2,0
2,8,802,2,1152,80073,2,2,4,0
2,8,802,2,1152,80074,2,2,3,0
2,8,802,2,1152,80075,2,2,5,0
2,8,802,2,1152,80076,2,2,6,0
2,8,802,2,1152,80077,2,2,11,0
2,8,802,2,1152,80078,3,3,8,0
2,8,802,2,1152,80079,2,2,9,0
2,8,802,2,1152,80080,2,2,10,0
2,8,812,2,866,80081,2,2,1,0
2,8,812,2,866,80082,2,2,2,0
2,8,812,2,866,80083,2,2,4,0
2,8,812,2,866,80084,2,2,5,0
2,8,812,2,866,80085,2,2,7,0
2,8,812,2,866,80086,2,2,8,0
2,8,812,2,866,80087,2,2,9,0
2,8,812,2,866,80088,2,2,15,0
2,8,812,2,866,80089,2,2,12,0
2,8,812,2,866,80090,2,2,14,0
2,8,805,2,46,80098,2,2,11,0
2,8,805,2,46,80099,2,2,12,0
2,8,805,2,46,80100,2,2,14,0
2,8,827,2,804,80101,2,2,1,0
2,8,827,2,804,80102,2,2,2,0
2,8,827,2,804,80103,2,2,0,0
2,8,827,2,804,80104,2,2,6,0
2,8,827,2,804,80105,2,2,8,0
2,8,827,2,804,80106,2,2,9,0
2,8,827,2,804,80107,3,3,11,0
2,8,827,2,804,80108,2,2,13,0
2,8,827,2,804,80109,2,2,14,0
2,8,827,2,804,80110,2,2,16,0
2,8,807,2,946,80111,2,2,1,0
2,8,807,2,946,80112,2,2,3,0
2,8,807,2,946,80113,2,2,5,0
2,8,807,2,946,80114,2,2,6,0
2,8,807,2,946,80115,2,2,8,0
2,8,807,2,946,80116,2,2,10,0
2,8,807,2,946,80117,2,2,12,0
2,8,807,2,946,80118,2,2,14,0
2,8,807,2,946,80119,2,2,15,0
2,8,807,2,946,80120,2,2,17,0
2,8,807,2,2396,80121,2,2,1,0
2,8,807,2,2396,80122,2,2,5,0
2,8,807,2,2396,80123,2,2,8,0
2,8,807,2,2396,80124,2,2,12,0
2,8,807,2,2396,80125,2,2,15,0
2,8,807,2,2396,80126,2,2,18,0
2,8,807,2,2396,80127,2,2,21,0
2,8,807,2,2396,80128,2,2,24,0
2,8,807,2,2396,80129,3,3,28,0
2,8,807,2,2396,80130,2,2,31,0
2,8,807,2,1438,80131,2,2,1,0
2,8,807,2,1438,80132,2,2,3,0
2,8,807,2,1438,80133,2,2,5,0
2,8,807,2,1438,80134,2,2,6,0
2,8,807,2,1438,80135,2,2,8,0
2,8,807,2,1438,80136,2,2,10,0
2,8,807,2,1438,80137,2,2,12,0
2,8,807,2,1438,80138,2,2,14,0
2,8,807,2,1438,80139,2,2,15,0
2,8,807,2,1438,80140,2,2,17,0
2,8,820,2,1030,80141,2,2,1,0
2,8,820,2,1030,80142,2,2,3,0
2,8,820,2,1030,80143,2,2,5,0
2,8,820,2,1030,80144,2,2,7,0
2,8,820,2,1030,80145,2,2,9,0
2,8,820,2,1030,80146,2,2,11,0
2,8,820,2,1030,80147,2,2,13,0
2,8,820,2,1030,80148,2,3,15,0
2,8,820,2,1030,80149,2,2,17,0
2,8,820,2,1030,80150,2,2,19,0
2,8,824,2,768,80155,2,2,8,0
2,8,824,2,768,80156,2,2,18,0
2,8,824,2,768,80159,2,2,14,0
2,8,824,2,768,80160,2,2,16,0
1,7,704,2,0,80161,,,0,1
2,8,823,2,548,80171,2,2,1,0
2,8,823,2,548,80172,2,2,3,0
2,8,823,2,548,80173,2,2,4,0
2,8,823,2,548,80174,2,2,6,0
2,8,823,2,548,80175,2,2,7,0
2,8,823,2,548,80176,2,2,9,0
2,8,823,2,548,80177,2,2,16,0
2,8,823,2,548,80178,2,2,,0
2,8,823,2,548,80179,2,2,13,0
2,8,823,2,548,80180,2,2,15,0
2,8,809,2,1748,80181,2,2,1,0
2,8,809,2,1748,80182,2,2,2,0
2,8,809,2,1748,80183,2,2,3,0
2,8,809,2,1748,80184,2,2,4,0
2,8,809,2,1748,80185,2,2,5,0
2,8,809,2,1748,80186,2,2,6,0
2,8,809,2,1748,80187,2,2,7,0
2,8,809,2,1748,80188,2,2,8,0
2,8,809,2,1748,80189,2,2,9,0
2,8,809,2,1748,80190,2,2,10,0
2,8,826,2,926,80191,2,3,1,0
2,8,826,2,926,80192,2,2,3,0
2,8,826,2,926,80193,2,2,5,0
2,8,826,2,926,80194,2,2,7,0
2,8,826,2,926,80195,2,2,9,0
2,8,826,2,926,80196,2,2,11,0
2,8,826,2,926,80197,2,2,13,0
2,8,826,2,926,80198,2,2,15,0
2,8,826,2,926,80199,2,2,17,0
2,8,826,2,926,80200,2,2,20,0
2,8,815,2,362,80201,2,2,1,0
2,8,815,2,362,80202,2,2,2,0
2,8,815,2,362,80203,2,2,3,0
2,8,815,2,362,80204,2,2,4,0
2,8,815,2,362,80207,2,2,7,0
2,8,815,2,362,80208,2,2,12,0
2,8,815,2,362,80210,2,2,10,0
5,9,908,1,278,90005,2,2,75,0
5,3,311,2,0,90007,,,0,1
5,9,908,1,278,90009,2,2,18,0
5,9,903,2,48,90011,2,2,7,0
5,9,903,2,48,90014,2,2,53,0
5,9,903,2,48,90015,2,2,32,0
5,9,903,2,48,90016,2,2,11,0
5,9,903,1,0,90017,,,,1
5,9,903,2,48,90018,2,2,15,0
5,9,903,2,48,90019,2,2,40,0
5,9,903,2,48,90020,2,2,44,0
5,9,915,1,1390,90021,2,2,5,0
5,9,915,1,1390,90022,2,2,6,0
5,9,915,1,1390,90025,2,2,8,0
5,9,915,1,1390,90026,2,2,9,0
5,9,915,1,1390,90027,2,2,10,0
5,9,915,1,1390,90029,2,2,1,0
5,9,917,1,1254,90031,2,2,1,0
5,9,917,1,1254,90032,2,2,35,0
5,9,917,1,1254,90033,2,2,41,0
5,9,917,1,1254,90035,2,2,19,0
5,9,917,1,1254,90036,2,2,32,0
5,9,917,1,1254,90037,3,3,22,0
5,9,917,1,1254,90038,2,2,16,0
5,9,917,1,1254,90040,2,2,26,0
5,9,901,2,398,90041,2,2,8,0
5,9,901,2,398,90042,2,2,33,0
5,9,901,2,398,90043,2,2,26,0
5,9,901,2,398,90044,2,2,19,0
5,9,901,2,398,90045,2,2,15,0
5,9,901,2,398,90046,2,2,12,0
5,9,901,2,398,90048,2,2,30,0
5,9,901,2,398,90049,2,2,17,0
5,9,901,2,398,90050,2,2,21,0
5,9,910,2,200,90051,2,2,2,0
5,9,910,2,200,90052,2,2,3,0
5,9,910,2,200,90053,2,2,4,0
5,9,910,2,200,90054,2,2,1,0
5,9,910,2,200,90056,2,2,6,0
5,9,910,2,200,90057,2,2,8,0
5,9,910,2,0,90058,,,,1
5,9,910,2,200,90059,2,2,9,0
5,9,910,2,200,90060,2,2,10,0
5,9,907,2,1446,90061,2,2,8,0
5,9,907,2,1446,90062,2,2,7,0
5,9,907,2,1446,90063,2,2,3,0
5,9,907,2,1446,90064,2,2,6,0
5,9,907,2,1446,90065,2,2,5,0
5,9,907,2,1446,90066,3,3,1,0
5,9,907,2,1446,90067,3,3,9,0
5,9,907,2,1446,90069,2,2,12,0
5,9,907,2,0,90070,,,,1
5,9,912,2,102,90071,2,2,11,0
5,9,912,2,102,90072,2,2,14,0
5,9,912,2,102,90073,2,2,12,0
5,9,912,2,102,90074,2,2,15,0
5,9,912,2,102,90075,2,2,3,0
5,9,912,2,102,90076,2,2,9,0
5,9,912,2,102,90077,2,2,4,0
5,9,912,2,102,90078,2,2,1,0
5,9,912,2,102,90079,2,2,7,0
5,9,912,2,102,90080,2,2,6,0
5,9,916,2,1068,90081,2,2,24,0
5,9,916,2,1068,90082,2,2,11,0
5,9,916,2,1068,90083,2,2,9,0
5,9,916,2,1068,90084,2,2,18,0
5,9,916,2,1068,90085,2,2,16,0
5,9,916,2,1068,90086,2,2,13,0
5,9,916,2,1068,90087,2,2,26,0
5,9,916,2,1068,90089,2,2,7,0
5,9,916,2,1068,90090,2,2,20,0
5,9,918,2,834,90091,2,2,5,0
5,9,918,2,834,90092,2,2,8,0
5,9,918,2,834,90093,2,2,1,0
5,9,918,2,834,90094,2,2,6,0
5,9,918,2,834,90095,2,2,6,0
5,9,918,2,834,90096,2,2,10,0
5,9,918,2,834,90097,2,2,4,0
5,9,918,2,834,90098,2,2,3,0
5,9,918,2,834,90099,2,2,7,0
5,9,918,2,834,90100,2,2,2,0
5,9,905,2,978,90101,2,2,14,0
5,9,905,2,978,90102,3,3,15,0
1,25,2503,2,0,90103,,,,1
5,9,905,2,978,90104,2,2,11,0
5,9,905,2,978,90105,2,2,9,0
5,9,905,2,978,90106,2,2,6,0
5,9,905,2,978,90107,2,2,9,0
5,9,905,2,978,90108,2,2,1,0
5,9,905,2,978,90109,2,2,2,0
5,9,914,2,1746,90112,2,2,16,0
5,9,914,2,1746,90113,2,2,7,0
5,9,914,2,1746,90114,2,2,5,0
5,9,914,2,1746,90115,2,2,3,0
5,9,914,2,1746,90116,2,2,11,0
5,9,914,2,1746,90117,2,2,1,0
5,9,914,2,1746,90118,2,2,22,0
5,9,914,2,0,90119,,,,1
5,9,914,2,1746,90120,2,2,26,0
5,9,913,2,2266,90121,2,2,2,0
5,9,913,2,2266,90122,2,2,10,0
5,9,913,2,2266,90123,2,2,7,0
5,9,913,2,2266,90124,3,3,11,0
5,9,913,2,2266,90125,2,2,9,0
5,9,913,2,2266,90126,2,2,1,0
5,9,913,2,2266,90127,2,2,5,0
5,9,913,2,2266,90128,2,2,6,0
5,9,913,2,2266,90129,2,2,3,0
5,9,913,2,2266,90130,2,2,12,0
5,10,1014,2,80,100001,2,2,9,0
5,10,1014,2,80,100002,2,2,6,0
5,10,1014,2,80,100004,2,2,4,0
5,10,1014,2,80,100005,2,2,8,0
5,10,1014,2,80,100006,2,2,11,0
5,10,1014,2,80,100007,2,2,1,0
5,10,1014,2,80,100008,2,2,5,0
5,10,1014,2,80,100009,2,2,2,0
5,10,1001,2,172,100011,2,2,10,0
5,10,1001,2,172,100014,2,2,9,0
5,10,1001,2,172,100015,2,2,7,0
5,10,1001,2,172,100017,2,2,11,0
5,10,1001,2,172,100018,2,2,,0
5,10,1001,2,172,100020,2,2,2,0
5,10,1007,1,1166,100021,2,2,1,0
5,10,1007,1,1166,100023,2,2,0,0
5,10,1007,1,1166,100024,2,2,7,0
5,10,1007,1,1166,100025,2,2,5,0
5,10,1007,1,1166,100029,2,2,15,0
5,10,1007,1,1166,100030,2,2,8,0
5,10,1008,2,1314,100031,2,2,1,0
5,10,1008,2,1314,100032,2,2,5,0
5,10,1008,2,1314,100033,2,2,3,0
5,10,1008,2,1314,100034,1,2,2,0
5,10,1008,2,1314,100035,2,2,9,0
5,10,1008,2,1314,100036,2,2,8,0
5,10,1008,2,1314,100037,2,2,6,0
5,10,1008,2,1314,100038,2,2,,0
5,10,1008,2,1314,100039,2,2,7,0
5,10,1008,2,1314,100040,2,2,4,0
5,10,1008,2,1718,100042,2,2,5,0
5,10,1008,2,1718,100043,2,2,,0
5,10,1008,2,1718,100044,2,2,17,0
5,10,1008,2,1718,100045,2,2,2,0
5,10,1008,2,1718,100046,2,2,8,0
5,10,1008,2,1718,100047,2,2,1,0
5,10,1008,2,1718,100048,2,2,13,0
5,10,1008,2,1718,100049,2,2,18,0
5,10,1008,2,1718,100050,2,2,6,0
5,10,1021,2,120,100055,2,2,30,0
5,10,1010,2,20,100071,2,2,1,0
5,10,1010,2,20,100073,2,2,6,0
5,10,1010,2,20,100075,2,2,13,0
5,10,1010,2,20,100076,2,2,3,0
5,10,1010,2,20,100080,2,2,2,0
5,10,1005,2,1374,100082,2,2,6,0
5,10,1005,2,1374,100083,2,2,9,0
5,10,1005,2,1374,100085,2,2,13,0
5,10,1005,2,1374,100086,2,2,8,0
5,10,1005,2,1374,100090,2,2,13,0
5,10,1005,1,662,100093,2,2,18,0
5,10,1005,1,662,100094,2,2,22,0
5,10,1005,1,662,100097,2,2,1,0
5,10,1018,2,898,100101,2,2,24,0
5,10,1018,2,898,100102,2,2,30,0
5,10,1018,2,898,100103,2,2,49,0
5,10,1018,2,898,100104,2,2,75,0
5,10,1018,2,898,100105,2,2,11,0
5,10,1018,2,898,100108,2,2,62,0
5,10,1018,2,898,100109,2,2,14,0
5,10,1018,2,898,100110,2,2,81,0
5,10,1018,1,634,100114,2,2,4,0
5,10,1018,1,634,100115,2,2,10,0
5,10,1018,1,634,100117,2,2,9,0
5,10,1018,1,634,100120,2,2,8,0
5,10,1024,1,0,100139,,,0,1
5,10,1024,1,0,100140,,,0,1
4,11,1112,2,1952,110011,2,2,30,0
4,11,1112,2,1952,110012,2,2,27,0
4,11,1112,2,1952,110013,2,2,23,0
4,11,1112,2,1952,110014,2,2,20,0
4,11,1112,2,1952,110015,2,2,15,0
4,11,1112,2,1952,110016,2,2,13,0
4,11,1112,2,1952,110017,2,2,18,0
4,11,1112,2,1952,110018,2,2,11,0
4,11,1112,2,1952,110020,2,2,25,0
4,11,1112,2,78,110021,2,2,4,0
4,11,1112,2,78,110022,2,2,31,0
4,11,1112,2,78,110023,2,2,12,0
4,11,1112,2,78,110024,2,2,1,0
4,11,1112,2,78,110025,2,2,34,0
4,11,1112,2,78,110026,2,2,20,0
4,11,1112,2,78,110027,2,2,66,0
4,11,1112,2,78,110028,2,2,39,0
4,11,1112,2,78,110029,2,2,39,0
4,11,1112,2,78,110030,2,2,28,0
4,11,1110,2,714,110031,2,2,16,0
4,11,1110,2,714,110032,2,2,6,0
4,11,1110,2,714,110033,2,2,18,0
4,11,1110,2,714,110034,2,2,13,0
4,11,1110,2,714,110035,2,2,3,0
4,11,1110,2,714,110036,2,2,4,0
4,11,1110,2,714,110037,2,2,1,0
4,11,1110,2,714,110038,2,2,7,0
4,11,1110,2,714,110039,2,2,9,0
4,11,1110,2,714,110040,2,2,10,0
4,11,1110,2,2752,110041,2,2,2,0
4,11,1110,2,2752,110042,2,2,5,0
4,11,1110,2,2752,110043,2,2,12,0
4,11,1110,2,2752,110044,2,2,9,0
4,11,1110,2,2752,110045,2,2,1,0
4,11,1110,2,2752,110046,2,2,3,0
4,11,1110,2,2752,110047,2,2,6,0
4,11,1110,2,2752,110048,2,2,7,0
4,11,1110,2,2752,110049,2,2,15,0
4,11,1110,2,2752,110050,2,2,10,0
4,11,1108,2,492,110051,2,2,1,0
4,11,1108,2,492,110053,2,2,11,0
4,11,1108,2,492,110055,2,2,8,0
4,11,1108,2,492,110057,2,2,7,0
4,11,1108,2,492,110059,2,2,4,0
4,11,1108,2,492,110060,2,2,13,0
4,11,1105,2,100,110061,2,2,12,0
4,11,1105,2,100,110062,2,2,17,0
4,11,1105,2,100,110063,2,2,9,0
4,11,1105,2,100,110064,2,2,20,0
4,11,1105,2,100,110065,2,2,8,0
4,11,1105,2,100,110066,2,2,6,0
4,11,1105,2,100,110067,2,2,1,0
4,11,1105,2,100,110068,3,3,13,0
4,11,1105,2,100,110069,2,2,16,0
4,11,1105,2,100,110070,2,2,14,0
4,11,1106,2,446,110071,2,2,17,0
4,11,1106,2,446,110072,2,2,27,0
4,11,1106,2,446,110073,2,2,36,0
4,11,1106,2,446,110074,2,2,46,0
4,11,1106,2,446,110075,2,2,4,0
4,11,1106,2,446,110076,2,2,39,0
4,11,1106,2,446,110078,2,2,4,0
4,11,1106,2,446,110079,2,2,30,0
4,11,1106,2,446,110080,2,2,20,0
4,11,1104,2,434,110081,2,2,6,0
4,11,1104,2,434,110082,2,2,24,0
4,11,1104,2,434,110083,2,2,9,0
4,11,1104,2,434,110084,2,2,21,0
4,11,1104,2,434,110085,2,2,4,0
4,11,1104,2,434,110086,2,2,8,0
4,11,1104,2,434,110087,2,2,1,0
4,11,1104,2,434,110088,2,2,13,0
4,11,1104,2,434,110089,2,2,18,0
4,11,1104,2,434,110090,2,2,23,0
4,11,1107,2,1034,110091,2,2,19,0
4,11,1107,2,1034,110092,2,2,1,0
4,11,1107,2,1034,110093,2,2,6,0
4,11,1107,2,1034,110094,2,2,15,0
4,11,1107,2,1034,110095,2,2,0,0
4,11,1107,2,1034,110096,2,2,22,0
4,11,1107,2,1034,110097,2,2,7,0
4,11,1107,2,1034,110098,2,2,14,0
4,11,1107,2,1034,110099,2,2,11,0
4,11,1107,2,1034,110100,2,2,3,0
4,11,1109,2,672,110101,2,2,2,0
4,11,1109,2,672,110102,2,2,38,0
4,11,1109,2,672,110103,2,2,65,0
4,11,1109,2,672,110105,2,2,52,0
4,11,1109,2,672,110106,2,2,29,0
4,11,1109,2,672,110107,2,2,47,0
4,11,1109,2,672,110108,2,2,20,0
4,11,1109,2,672,110109,2,2,11,0
4,11,1109,2,672,110110,2,2,61,0
4,11,1113,2,954,110111,2,2,20,0
4,11,1113,2,954,110112,2,2,18,0
4,11,1113,2,954,110113,2,2,20,0
4,11,1113,2,954,110114,2,2,25,0
4,11,1113,2,954,110115,2,2,1,0
4,11,1113,2,954,110116,2,2,1,0
4,11,1113,2,954,110117,2,2,27,0
4,11,1113,2,954,110118,2,2,16,0
4,11,1113,2,954,110119,2,2,22,0
4,11,1113,2,954,110120,2,2,23,0
4,11,1102,2,936,110121,2,2,3,0
4,11,1102,2,936,110122,2,2,11,0
4,11,1102,2,936,110123,2,2,6,0
4,11,1102,2,936,110124,2,2,16,0
4,11,1102,2,936,110125,2,2,5,0
4,11,1102,2,936,110126,2,2,1,0
4,11,1102,2,936,110127,2,2,7,0
4,11,1102,2,936,110128,2,2,13,0
4,11,1102,2,936,110129,2,2,12,0
4,11,1102,2,936,110130,2,2,4,0
4,11,1101,2,154,110131,2,2,11,0
4,11,1101,2,154,110132,2,2,3,0
4,11,1101,2,154,110133,2,2,8,0
4,11,1101,2,154,110134,2,2,14,0
4,11,1101,2,154,110135,2,2,4,0
4,11,1101,2,154,110136,2,2,8,0
4,11,1101,2,154,110137,2,2,10,0
4,11,1101,2,154,110138,2,2,12,0
4,11,1101,2,154,110139,2,2,5,0
4,11,1101,2,154,110140,2,2,13,0
5,12,1211,1,2856,120007,2,2,7,0
5,12,1211,1,2856,120010,2,2,10,0
5,12,1202,1,0,120011,,,0,1
5,12,1202,1,2710,120022,2,2,12,0
5,12,1212,1,0,120031,,,,1
5,12,1211,1,0,120033,,,,1
5,12,1208,2,526,120041,2,2,1,0
5,12,1208,2,526,120045,2,2,14,0
5,12,1208,2,526,120046,2,2,17,0
5,12,1208,2,526,120047,2,2,19,0
5,12,1208,2,526,120049,2,2,27,0
5,12,1216,2,618,120051,2,2,2,0
5,12,1216,2,618,120052,2,2,4,0
5,12,1216,2,618,120053,2,2,5,0
5,12,1216,2,618,120054,2,2,7,0
5,12,1216,2,618,120055,2,2,8,0
5,12,1216,2,618,120056,2,2,10,0
5,12,1216,2,618,120057,2,2,11,0
5,12,1216,2,618,120058,2,2,12,0
5,12,1216,2,618,120059,2,2,14,0
5,12,1216,2,618,120060,2,2,15,0
5,12,1210,2,462,120061,2,2,1,0
5,12,1210,2,462,120063,2,2,5,0
5,12,1210,2,462,120064,2,2,6,0
5,12,1210,2,462,120065,2,2,8,0
5,12,1210,2,462,120066,2,2,5,0
5,12,1210,2,462,120068,2,2,10,0
5,12,1210,2,462,120069,2,2,21,0
5,12,1210,2,462,120070,2,2,23,0
5,12,1204,2,736,120073,2,2,4,0
5,12,1204,2,736,120075,2,2,6,0
5,12,1204,2,736,120078,2,2,,0
5,12,1204,2,736,120079,2,2,3,0
5,12,1204,2,736,120080,2,2,12,0
5,12,1211,1,0,120087,,,0,1
5,12,1214,2,452,120091,2,2,1,0
5,12,1214,2,452,120093,2,2,6,0
5,12,1214,2,452,120094,2,2,4,0
5,12,1214,2,0,120096,,,,1
5,12,1214,2,452,120098,2,2,8,0
5,12,1214,2,452,120099,2,2,9,0
5,12,1214,2,452,120100,2,2,10,0
6,13,1310,1,0,130001,,,,1
6,13,1310,1,0,130004,,,,1
6,13,1310,1,0,130005,,,,1
6,13,1310,1,1300,130006,2,2,21,0
6,13,1310,1,1300,130007,2,2,26,0
6,13,1310,1,0,130008,,,,1
6,13,1310,1,1300,130010,2,2,33,0
6,13,1314,1,6,130013,2,2,4,0
6,13,1314,1,6,130015,2,2,9,0
6,13,1314,1,6,130016,2,2,10,0
6,13,1314,1,6,130018,2,2,12,0
6,13,1314,1,0,130019,,,,1
6,27,2705,1,0,130020,,,0,1
6,13,1307,1,268,130021,2,2,1,0
6,13,1307,1,268,130025,2,2,15,0
6,13,1307,2,0,130026,,,,1
6,13,1307,1,268,130028,2,2,22,0
6,13,1307,1,268,130029,2,2,26,0
6,13,1303,1,626,130032,2,2,4,0
6,13,1303,1,626,130034,2,2,8,0
6,13,1303,1,626,130036,2,2,10,0
6,13,1303,1,626,130038,2,2,12,0
6,13,1305,1,1232,130041,2,2,2,0
6,13,1305,1,1232,130042,2,2,13,0
6,13,1305,2,0,130044,,,,1
6,13,1305,2,0,130045,,,,1
6,13,1305,1,1232,130046,2,2,27,0
6,13,1305,1,1232,130048,2,2,36,0
6,13,1305,1,1232,130050,2,2,41,0
6,13,1309,2,674,130051,2,2,1,0
6,13,1309,2,674,130052,2,2,2,0
6,13,1309,2,0,130053,,,,1
6,13,1309,2,674,130054,2,2,4,0
6,13,1309,2,674,130055,2,2,5,0
6,13,1309,2,674,130056,2,2,6,0
6,13,1309,2,674,130057,2,2,8,0
6,13,1309,2,674,130058,2,2,9,0
6,13,1309,2,0,130059,,,,1
6,13,1309,2,674,130060,2,2,11,0
6,13,1305,2,10,130062,2,2,2,0
6,13,1305,2,10,130064,2,2,4,0
6,13,1301,1,0,130072,,,,1
6,13,1301,1,0,130074,,,,1
6,13,1301,1,0,130075,,,,1
6,13,1301,1,1206,130078,2,2,15,0
6,13,1301,1,0,130080,2,2,0,0
4,14,1401,2,1116,140001,2,2,40,0
4,14,1401,2,1116,140002,2,2,5,0
4,14,1401,2,1116,140003,2,2,8,0
4,14,1401,2,1116,140004,2,2,12,0
4,14,1401,2,1116,140005,2,2,15,0
4,14,1401,2,1116,140006,2,2,19,0
4,14,1401,2,1116,140007,2,2,43,0
4,14,1401,2,1116,140008,2,2,26,0
4,14,1401,2,1116,140009,2,2,29,0
4,14,1407,2,68,140011,2,2,1,0
4,14,1407,2,68,140012,2,2,2,0
4,14,1407,2,68,140013,2,2,,0
4,14,1407,2,68,140016,2,2,7,0
4,14,1407,2,68,140017,2,2,8,0
4,14,1407,2,68,140018,2,2,7,0
4,14,1407,2,68,140019,2,2,11,0
4,14,1407,2,68,140020,2,2,12,0
4,14,1408,2,1996,140022,2,2,2,0
4,14,1408,2,1996,140023,2,2,3,0
4,14,1408,2,1996,140024,2,2,4,0
4,14,1408,2,1996,140026,2,2,6,0
4,14,1408,2,1996,140027,2,2,7,0
4,14,1413,1,2578,140031,2,2,1,0
4,14,1413,1,2578,140035,2,2,7,0
4,14,1413,1,2578,140036,2,2,8,0
4,14,1413,1,2578,140037,2,2,16,0
4,14,1413,1,2578,140038,2,2,11,0
4,14,1413,1,2578,140039,2,2,12,0
4,14,1413,1,2578,140040,2,2,19,0
4,14,1415,2,952,140041,2,2,1,0
4,14,1415,2,952,140042,2,2,3,0
