"zone","state","lga","sector","ea","hhid","network_cd","s12q2","s12q2b","s12q3","tracked_obs"
2,5,520,2,1756,50161,"N5",1,,1,0
2,5,520,2,1756,50162,"N1",9,,2,0
2,5,520,2,1756,50162,"N2",9,,2,0
2,5,520,2,1756,50163,"N1",9,,2,0
2,5,520,2,1756,50163,"N2",28,,2,0
2,5,520,2,1756,50163,"N3",9,,2,0
2,5,520,2,1756,50163,"N4",2,,1,0
2,5,520,2,1756,50164,"N1",12,,2,0
2,5,520,2,1756,50164,"N2",9,,1,0
2,5,520,2,1756,50165,"N1",1,,1,0
2,5,520,2,1756,50165,"N2",9,,2,0
2,5,520,2,1756,50165,"N3",9,,2,0
2,5,520,2,1756,50165,"N4",28,,2,0
2,5,520,2,1756,50166,"N1",1,,1,0
2,5,520,2,1756,50167,"N1",9,,2,0
2,5,520,2,1756,50167,"N2",28,,2,0
2,5,520,2,1756,50167,"N3",9,,2,0
2,5,520,2,1756,50167,"N4",2,,1,0
2,5,520,2,1756,50168,"N1",2,,1,0
2,5,520,2,1756,50168,"N2",9,,2,0
2,5,520,2,1756,50168,"N3",9,,2,0
2,5,520,2,1756,50169,"N1",2,,1,0
2,5,520,2,1756,50169,"N2",9,,2,0
2,5,520,2,1756,50169,"N3",9,,2,0
2,5,520,2,1756,50170,"N1",2,,1,0
2,5,520,2,1756,50170,"N2",9,,2,0
2,5,520,2,1756,50170,"N3",9,,2,0
5,6,602,2,1356,60004,"N1",31,"SON",1,0
5,6,602,2,1356,60004,"N2",6,,1,0
5,6,602,2,1356,60005,"N1",2,,1,0
5,6,602,2,1356,60006,"N1",2,,1,0
5,6,602,2,1356,60009,"N1",4,,1,0
5,6,602,2,1356,60009,"N2",10,,5,0
5,6,602,2,1356,60009,"N3",3,,3,0
5,6,606,2,1372,60014,"N1",4,,1,0
5,6,606,2,1372,60014,"N2",10,,5,0
5,6,606,2,1372,60014,"N3",31,,3,0
5,6,606,2,1372,60014,"N4",2,,1,0
5,6,606,2,1372,60015,"N1",2,,1,0
5,6,606,2,1372,60015,"N2",9,,1,0
5,6,606,2,1372,60015,"N3",11,,1,0
5,6,606,2,1372,60015,"N4",2,,1,0
5,6,606,2,1372,60015,"N5",12,,1,0
5,6,606,2,1372,60016,"N1",10,,6,0
5,6,606,2,1372,60016,"N2",2,,1,0
5,6,606,2,1372,60016,"N3",31,"CUSTOMER",4,0
5,6,606,2,1372,60017,"N1",4,,1,0
5,6,606,2,1372,60017,"N2",11,,5,0
5,6,606,2,1372,60017,"N3",7,,1,0
5,6,606,2,1372,60020,"N1",7,,1,0
5,6,608,1,3978,60021,"N1",3,,1,0
5,6,608,1,3978,60021,"N2",10,,7,0
5,6,608,1,3978,60021,"N3",10,,7,0
5,6,608,1,3978,60022,"N1",3,,1,0
5,6,608,1,3978,60022,"N2",9,,2,0
5,6,608,1,3978,60026,"N1",3,,1,2
5,6,608,1,3978,60027,"N1",3,,1,0
5,6,608,1,3978,60027,"N2",7,,4,0
5,6,608,1,3978,60027,"N3",3,,4,0
5,6,608,1,3978,60027,"N4",2,,1,0
5,6,608,1,3978,60028,"N1",3,,1,0
5,6,608,1,3978,60030,"N1",3,,1,0
5,6,608,1,3978,60030,"N2",10,,4,0
5,6,608,1,3978,60030,"N3",13,,4,0
5,6,601,2,640,60048,"N1",10,,1,0
5,6,601,2,640,60048,"N2",8,,3,0
5,6,601,2,640,60048,"N3",7,,1,0
5,6,601,2,640,60048,"N4",1,,3,0
5,6,605,2,162,60052,"N1",1,,7,0
5,6,605,2,162,60052,"N2",7,,1,0
5,6,605,2,162,60052,"N3",2,,3,0
5,6,605,2,162,60052,"N4",7,,3,0
1,7,707,2,560,70002,"N1",31,"SON",1,0
1,7,707,2,560,70003,"N1",1,,1,0
1,7,707,2,560,70003,"N2",9,,2,0
1,7,707,2,560,70005,"N1",12,,2,0
1,7,707,2,560,70006,"N1",12,,2,0
1,7,707,2,560,70007,"N1",30,,1,0
1,7,707,2,560,70007,"N2",12,,2,0
1,7,707,2,560,70009,"N1",10,,2,0
1,7,708,2,754,70011,"N1",1,,1,0
1,7,708,2,754,70012,"N1",10,,3,0
1,7,708,2,754,70013,"N1",10,,4,0
1,7,708,2,754,70014,"N1",9,,2,0
1,7,708,2,754,70014,"N2",1,,1,0
1,7,708,2,754,70015,"N1",9,,2,0
1,7,708,2,754,70015,"N2",9,,3,0
1,7,708,2,754,70016,"N1",9,,2,0
1,7,708,2,754,70016,"N2",12,,6,0
1,7,708,2,754,70017,"N1",13,,3,0
1,7,708,2,754,70017,"N2",1,,1,0
1,7,708,2,754,70017,"N3",1,,1,0
1,7,708,2,754,70018,"N1",11,,7,0
1,7,708,2,754,70019,"N1",10,,4,0
1,7,708,2,754,70020,"N1",10,,3,0
1,7,705,2,4186,70021,"N1",12,,2,0
1,7,705,2,4186,70021,"N2",13,,2,0
1,7,705,2,4186,70021,"N3",13,,2,0
1,7,705,2,4186,70022,"N1",13,,4,0
1,7,705,2,4186,70023,"N1",13,,3,0
1,7,705,2,4186,70023,"N2",12,,3,0
1,7,705,2,4186,70024,"N1",13,,3,0
1,7,705,2,4186,70025,"N1",12,,2,0
1,7,705,2,4186,70025,"N2",10,,3,0
1,7,705,2,4186,70025,"N3",2,,1,0
1,7,705,2,4186,70026,"N1",2,,1,0
1,7,705,2,4186,70027,"N1",12,,2,0
1,7,705,2,4186,70028,"N1",13,,3,0
1,7,705,2,4186,70029,"N1",12,,3,0
1,7,705,2,4186,70029,"N2",6,,1,0
1,7,705,2,4186,70030,"N1",13,,2,0
1,7,705,2,4186,70030,"N2",13,,2,0
1,7,705,2,4186,70030,"N3",6,,1,0
1,7,705,2,4186,70030,"N4",9,,3,0
1,7,722,2,234,70031,"N1",10,,3,0
1,7,722,2,234,70032,"N1",1,,1,0
1,7,722,2,234,70032,"N2",12,,3,0
1,7,722,2,234,70033,"N1",12,,5,0
1,7,722,2,234,70033,"N2",12,,2,0
1,7,722,2,234,70034,"N1",13,,3,0
1,7,722,2,234,70035,"N1",10,,3,0
1,7,722,2,234,70036,"N1",12,,2,0
1,7,722,2,234,70036,"N2",9,,2,0
1,7,722,2,234,70037,"N1",1,,1,0
1,7,722,2,234,70037,"N2",12,,4,0
1,7,722,2,234,70037,"N3",10,,2,0
1,7,722,2,234,70038,"N1",12,,2,0
1,7,722,2,234,70039,"N1",10,,2,0
1,7,722,2,234,70039,"N2",28,,1,0
1,7,722,2,234,70040,"N1",10,,2,0
1,7,722,2,892,70041,"N1",12,,6,0
1,7,722,2,892,70042,"N1",12,,3,0
1,7,722,2,892,70043,"N1",10,,2,0
1,7,722,2,892,70044,"N1",9,,2,0
1,7,722,2,892,70044,"N2",10,,2,0
1,7,722,2,892,70045,"N1",12,,2,0
1,7,722,2,892,70046,"N1",30,,2,0
1,7,722,2,892,70048,"N1",1,,2,0
1,7,722,2,892,70050,"N1",10,,3,0
1,7,710,2,2726,70051,"N1",2,,1,0
1,7,710,2,2726,70052,"N1",12,,2,0
1,7,710,2,2726,70052,"N2",9,,1,0
1,7,710,2,2726,70053,"N1",10,,3,0
1,7,710,2,2726,70054,"N1",9,,2,0
1,7,710,2,2726,70055,"N1",12,,2,0
1,7,710,2,2726,70056,"N1",1,,1,0
1,7,710,2,2726,70056,"N2",9,,2,0
1,7,710,2,2726,70056,"N3",10,,6,0
1,7,710,2,2726,70057,"N1",10,,2,0
1,7,710,2,2726,70057,"N2",13,,6,0
1,7,710,2,2726,70058,"N1",12,,2,0
1,7,710,2,2726,70058,"N2",9,,1,0
1,7,710,2,2726,70059,"N1",10,,3,0
1,7,710,2,2726,70060,"N1",1,,1,0
1,7,710,2,2726,70060,"N2",10,,3,0
1,7,711,2,2532,70061,"N1",1,,1,0
1,7,711,2,2532,70061,"N2",9,,2,0
1,7,711,2,2532,70062,"N1",12,,3,0
1,7,711,2,2532,70063,"N1",1,,1,0
1,7,711,2,2532,70063,"N2",12,,2,0
1,7,711,2,2532,70066,"N1",12,,2,0
1,7,711,2,2532,70066,"N2",9,,2,0
1,7,711,2,2532,70067,"N1",12,,8,0
1,7,709,2,1226,70071,"N1",9,,2,0
1,7,709,2,1226,70072,"N1",9,,2,0
1,7,709,2,1226,70073,"N1",10,,2,0
1,7,709,2,1226,70074,"N1",10,,2,0
1,7,709,2,1226,70075,"N1",10,,3,0
1,7,709,2,1226,70077,"N1",10,,3,0
1,7,709,2,1226,70077,"N2",10,,3,0
1,7,709,2,1226,70078,"N1",10,,3,0
1,7,709,2,1226,70078,"N2",10,,3,0
1,7,709,2,1226,70079,"N1",12,,2,0
1,7,709,2,1226,70080,"N1",12,,2,0
1,7,709,2,1226,70080,"N2",9,,2,0
1,7,719,1,1612,70083,"N1",2,,4,0
1,7,719,1,1612,70084,"N1",3,,4,0
1,7,719,1,1612,70084,"N2",13,,3,0
1,7,719,1,1612,70088,"N1",3,,1,0
1,7,719,1,1612,70088,"N2",12,,5,0
1,7,719,1,1612,70089,"N1",31,"COMMITEE OF ELD",1,0
1,7,719,1,1612,70089,"N2",13,,3,0
1,7,719,1,1612,70090,"N1",3,,1,0
1,7,719,1,1612,70090,"N2",12,,2,0
1,7,717,2,1248,70091,"N1",1,,7,0
1,7,717,2,1248,70091,"N2",2,,1,0
1,7,717,2,1248,70092,"N1",9,,2,0
1,7,717,2,1248,70092,"N2",2,,1,0
1,7,717,2,1248,70093,"N1",1,,1,0
1,7,717,2,1248,70093,"N2",9,,2,0
1,7,717,2,1248,70093,"N3",2,,1,0
1,7,717,2,1248,70094,"N1",1,,2,0
1,7,717,2,1248,70096,"N1",1,,8,0
1,7,717,2,1248,70098,"N1",9,,4,0
1,7,701,2,606,70101,"N1",9,,4,0
1,7,701,2,606,70102,"N1",9,,2,0
1,7,701,2,606,70103,"N1",1,,1,0
1,7,701,2,606,70103,"N2",9,,2,0
1,7,701,2,606,70103,"N3",2,,1,0
1,7,701,2,606,70104,"N1",1,,1,0
1,7,701,2,606,70104,"N2",3,,1,0
1,7,701,2,606,70104,"N3",9,,2,0
1,7,701,2,606,70106,"N1",9,,2,0
1,7,701,2,606,70107,"N1",9,,2,0
1,7,701,2,606,70107,"N2",2,,1,0
1,7,701,2,606,70108,"N1",9,,4,0
1,7,701,2,606,70110,"N1",9,,2,0
1,7,701,2,606,70110,"N2",9,,2,0
1,7,702,2,632,70111,"N1",9,,2,0
1,7,702,2,632,70112,"N1",12,,6,0
1,7,702,2,632,70112,"N2",2,,1,0
1,7,702,2,632,70112,"N3",2,,1,0
1,7,702,2,632,70112,"N4",2,,1,0
1,7,702,2,632,70113,"N1",12,,6,0
1,7,702,2,632,70113,"N2",2,,1,0
1,7,702,2,632,70113,"N3",2,,1,0
1,7,702,2,632,70114,"N1",1,,1,0
1,7,702,2,632,70114,"N2",9,,2,0
1,7,702,2,632,70115,"N1",1,,2,0
1,7,702,2,632,70115,"N2",12,,6,0
1,7,702,2,632,70117,"N1",9,,2,0
1,7,702,2,632,70117,"N2",9,,1,0
1,7,702,2,632,70119,"N1",9,,2,0
1,7,702,2,632,70120,"N1",1,,3,0
1,7,718,2,1640,70121,"N1",13,,2,0
1,7,718,2,1640,70121,"N2",2,,1,0
1,7,718,2,1640,70123,"N1",10,,2,0
1,7,718,2,1640,70123,"N2",2,,1,0
1,7,718,2,1640,70124,"N1",13,,5,0
1,7,718,2,1640,70125,"N1",13,,2,0
1,7,718,2,1640,70125,"N2",10,,2,0
1,7,718,2,1640,70126,"N1",1,,1,0
1,7,718,2,1640,70126,"N2",9,,5,0
1,7,718,2,1640,70127,"N1",13,,3,0
1,7,718,2,1640,70128,"N1",1,,5,0
1,7,718,2,1640,70128,"N2",9,,5,0
1,7,718,2,1640,70129,"N1",12,,3,0
1,7,718,2,1640,70129,"N2",9,,5,0
1,7,718,2,1640,70130,"N1",1,,1,0
1,7,718,2,1640,70130,"N2",13,,5,0
1,7,715,2,780,70131,"N1",1,,1,0
1,7,715,2,780,70132,"N1",12,,5,0
1,7,715,2,780,70132,"N2",13,,2,0
1,7,715,2,780,70133,"N1",10,,2,0
1,7,715,2,780,70133,"N2",2,,1,0
1,7,715,2,780,70134,"N1",1,,5,0
1,7,715,2,780,70134,"N2",9,,5,0
1,7,715,2,780,70135,"N1",1,,6,0
1,7,715,2,780,70135,"N2",12,,4,0
1,7,715,2,780,70137,"N1",1,,5,0
1,7,715,2,780,70137,"N2",12,,2,0
1,7,715,2,780,70138,"N1",1,,7,0
1,7,715,2,780,70138,"N2",10,,2,0
1,7,715,2,780,70139,"N1",12,,5,0
1,7,715,2,780,70140,"N1",8,,5,0
1,7,715,2,780,70140,"N2",9,,5,0
1,7,715,2,294,70141,"N1",31,"INLAW",1,0
1,7,715,2,294,70141,"N2",10,,2,0
1,7,715,2,294,70141,"N3",2,,1,0
1,7,715,2,294,70141,"N4",13,,2,0
1,7,715,2,294,70144,"N1",1,,5,0
1,7,713,2,304,70152,"N1",12,,5,0
1,7,713,2,304,70152,"N2",13,,4,0
1,7,713,2,304,70153,"N1",13,,5,0
1,7,713,2,304,70154,"N1",1,,1,0
1,7,713,2,304,70155,"N1",10,,1,0
1,7,713,2,304,70156,"N1",9,,5,0
1,7,713,2,304,70156,"N2",9,,5,0
1,7,713,2,304,70157,"N1",12,,2,0
1,7,713,2,304,70157,"N2",13,,2,0
1,7,713,2,304,70158,"N1",1,,1,0
1,7,713,2,304,70158,"N2",2,,1,0
1,7,713,2,304,70159,"N1",9,,5,0
1,7,713,2,304,70159,"N2",17,,3,0
1,7,713,2,304,70159,"N3",9,,3,0
2,8,816,2,1270,80033,"N1",13,,3,0
2,8,816,2,1270,80033,"N2",10,,3,0
2,8,816,2,1270,80034,"N1",9,,2,0
2,8,816,2,1270,80034,"N2",8,,2,0
2,8,816,2,1270,80035,"N1",10,,1,0
2,8,816,2,1270,80035,"N2",10,,2,0
2,8,816,2,1270,80035,"N3",10,,3,0
2,8,816,2,1270,80035,"N4",12,,3,0
2,8,816,2,1270,80037,"N1",9,,2,0
2,8,816,2,1270,80039,"N1",1,,1,0
2,8,816,2,1270,80039,"N2",9,,4,0
2,8,816,2,1270,80039,"N3",9,,4,0
2,8,816,2,1270,80040,"N1",9,,2,0
2,8,803,1,944,80041,"N1",2,,1,0
2,8,803,1,944,80044,"N1",12,,5,0
2,8,803,1,944,80044,"N2",12,,3,0
2,8,803,1,944,80044,"N3",9,,2,0
2,8,803,1,944,80046,"N1",1,,1,0
2,8,803,1,944,80049,"N1",10,,3,0
2,8,803,1,944,80049,"N2",1,,1,0
2,8,803,1,944,80049,"N3",13,,5,0
2,8,811,1,1558,80051,"N1",9,,1,0
2,8,811,1,1558,80051,"N2",9,,3,0
2,8,811,1,1558,80053,"N1",9,,2,0
2,8,811,1,1558,80054,"N1",9,,1,0
2,8,811,1,1558,80055,"N1",9,,3,0
2,8,811,1,1558,80058,"N1",9,,1,0
2,8,811,1,1558,80059,"N1",9,,1,0
2,8,811,1,1558,80060,"N1",9,,1,0
2,8,811,2,390,80061,"N1",12,,2,0
2,8,811,2,390,80062,"N1",9,,1,0
2,8,811,2,390,80063,"N1",12,,2,0
2,8,811,2,390,80064,"N1",11,,2,0
2,8,811,2,390,80064,"N2",9,,1,0
2,8,811,2,390,80065,"N1",9,,1,0
2,8,811,2,390,80066,"N1",1,,1,0
2,8,811,2,390,80066,"N2",9,,1,0
2,8,811,2,390,80067,"N1",2,,1,0
2,8,811,2,390,80067,"N2",9,,2,0
2,8,811,2,390,80068,"N1",2,,1,0
2,8,811,2,390,80068,"N2",9,,1,0
2,8,811,2,390,80069,"N1",6,,3,0
2,8,811,2,390,80070,"N1",9,,1,0
2,8,802,2,1152,80071,"N1",9,,1,0
2,8,802,2,1152,80071,"N2",2,,1,0
2,8,802,2,1152,80072,"N1",9,,1,0
2,8,802,2,1152,80072,"N2",2,,1,0
2,8,802,2,1152,80073,"N1",1,,1,0
2,8,802,2,1152,80074,"N1",1,,1,0
2,8,802,2,1152,80074,"N2",9,,2,0
2,8,802,2,1152,80074,"N3",2,,2,0
2,8,802,2,1152,80075,"N1",9,,2,0
2,8,802,2,1152,80077,"N1",9,,1,0
2,8,802,2,1152,80078,"N1",9,,1,0
2,8,802,2,1152,80079,"N1",9,,1,0
2,8,802,2,1152,80080,"N1",9,,1,0
2,8,812,2,866,80081,"N1",9,,2,0
2,8,812,2,866,80082,"N1",9,,1,0
2,8,812,2,866,80082,"N2",2,,1,0
2,8,812,2,866,80083,"N1",9,,1,0
2,8,812,2,866,80083,"N2",8,,5,0
2,8,812,2,866,80084,"N1",9,,2,0
2,8,812,2,866,80085,"N1",9,,2,0
2,8,812,2,866,80086,"N1",1,,1,0
2,8,812,2,866,80086,"N2",9,,2,0
2,8,812,2,866,80087,"N1",9,,1,0
2,8,812,2,866,80088,"N1",9,,2,0
2,8,812,2,866,80088,"N2",1,,1,0
2,8,812,2,866,80089,"N1",9,,2,0
2,8,812,2,866,80089,"N2",1,,1,0
2,8,812,2,866,80090,"N1",9,,2,0
2,8,812,2,866,80090,"N2",9,,2,0
2,8,805,2,46,80098,"N1",9,,1,0
2,8,805,2,46,80098,"N2",2,,1,0
2,8,805,2,46,80099,"N1",9,,1,0
2,8,805,2,46,80099,"N2",1,,2,0
2,8,805,2,46,80100,"N1",3,,1,0
2,8,805,2,46,80100,"N2",9,,1,0
2,8,827,2,804,80101,"N1",9,,1,0
2,8,827,2,804,80101,"N2",12,,2,0
2,8,827,2,804,80102,"N1",9,,1,0
2,8,827,2,804,80102,"N2",12,,2,0
2,8,827,2,804,80103,"N1",9,,1,0
2,8,827,2,804,80103,"N2",12,,2,0
2,8,827,2,804,80104,"N1",9,,5,0
2,8,827,2,804,80104,"N2",1,,1,0
2,8,827,2,804,80104,"N3",18,,2,0
2,8,827,2,804,80105,"N1",2,,1,0
2,8,827,2,804,80105,"N2",2,,1,0
2,8,827,2,804,80105,"N3",9,,2,0
2,8,827,2,804,80106,"N1",9,,2,0
2,8,827,2,804,80107,"N1",9,,2,0
2,8,827,2,804,80108,"N1",9,,2,0
2,8,827,2,804,80108,"N2",2,,1,0
2,8,827,2,804,80109,"N1",1,,1,0
2,8,827,2,804,80110,"N1",9,,2,0
2,8,807,2,946,80111,"N1",9,,2,0
2,8,807,2,946,80111,"N2",9,,2,0
2,8,807,2,946,80112,"N1",9,,2,0
2,8,807,2,946,80113,"N1",9,,2,0
2,8,807,2,946,80114,"N1",9,,2,0
2,8,807,2,946,80114,"N2",9,,2,0
2,8,807,2,946,80115,"N1",9,,2,0
2,8,807,2,946,80116,"N1",9,,2,0
2,8,807,2,946,80117,"N1",9,,2,0
2,8,807,2,946,80118,"N1",1,,1,0
2,8,807,2,946,80118,"N2",9,,2,0
2,8,807,2,946,80118,"N3",9,,2,0
2,8,807,2,946,80119,"N1",2,,1,0
2,8,807,2,946,80119,"N2",2,,1,0
2,8,807,2,946,80119,"N3",9,,2,0
2,8,807,2,946,80120,"N1",9,,6,0
2,8,807,2,946,80120,"N2",9,,6,0
2,8,807,2,946,80120,"N3",9,,1,0
2,8,807,2,2396,80121,"N1",9,,2,0
2,8,807,2,2396,80121,"N2",9,,2,0
2,8,807,2,2396,80122,"N1",9,,2,0
2,8,807,2,2396,80122,"N2",9,,2,0
2,8,807,2,2396,80123,"N1",9,,2,0
2,8,807,2,2396,80124,"N1",9,,2,0
2,8,807,2,2396,80125,"N1",9,,2,0
2,8,807,2,2396,80125,"N2",9,,2,0
2,8,807,2,2396,80126,"N1",9,,2,0
2,8,807,2,2396,80127,"N1",9,,1,0
2,8,807,2,2396,80127,"N2",9,,2,0
2,8,807,2,2396,80128,"N1",9,,2,0
2,8,807,2,2396,80129,"N1",9,,1,0
2,8,807,2,2396,80130,"N1",9,,2,0
2,8,807,2,2396,80130,"N2",9,,1,0
2,8,807,2,1438,80131,"N1",1,,1,0
2,8,807,2,1438,80131,"N2",9,,1,0
2,8,807,2,1438,80131,"N3",9,,7,0
2,8,807,2,1438,80132,"N1",9,,2,0
2,8,807,2,1438,80132,"N2",9,,2,0
2,8,807,2,1438,80133,"N1",9,,1,0
2,8,807,2,1438,80133,"N2",9,,3,0
2,8,807,2,1438,80134,"N1",9,,1,0
2,8,807,2,1438,80134,"N2",1,,1,0
2,8,807,2,1438,80135,"N1",9,,2,0
2,8,807,2,1438,80135,"N2",9,,2,0
2,8,807,2,1438,80136,"N1",9,,2,0
2,8,807,2,1438,80137,"N1",1,,1,0
2,8,807,2,1438,80138,"N1",9,,2,0
2,8,807,2,1438,80139,"N1",9,,3,0
2,8,807,2,1438,80140,"N1",9,,2,0
2,8,820,2,1030,80141,"N1",10,,3,0
2,8,820,2,1030,80141,"N2",10,,3,0
2,8,820,2,1030,80142,"N1",9,,2,0
2,8,820,2,1030,80143,"N1",10,,2,0
2,8,820,2,1030,80146,"N1",1,,1,0
2,8,820,2,1030,80146,"N2",10,,2,0
2,8,820,2,1030,80149,"N1",9,,2,0
2,8,824,2,768,80155,"N1",9,,3,0
2,8,823,2,548,80172,"N1",12,,5,0
2,8,823,2,548,80173,"N1",9,,3,0
2,8,823,2,548,80173,"N2",10,,1,0
2,8,823,2,548,80173,"N3",1,,1,0
2,8,823,2,548,80174,"N1",1,,1,0
2,8,823,2,548,80175,"N1",9,,4,0
2,8,823,2,548,80176,"N1",1,,1,0
2,8,823,2,548,80178,"N1",10,,2,0
2,8,823,2,548,80178,"N2",13,,3,0
2,8,823,2,548,80180,"N1",10,,3,0
2,8,809,2,1748,80181,"N1",1,,1,0
2,8,809,2,1748,80181,"N2",15,,4,0
2,8,809,2,1748,80182,"N1",9,,4,0
2,8,809,2,1748,80182,"N2",13,,2,0
2,8,809,2,1748,80183,"N1",9,,4,0
2,8,809,2,1748,80185,"N1",9,,3,0
2,8,809,2,1748,80186,"N3",9,,3,0
2,8,809,2,1748,80188,"N1",1,,1,0
2,8,809,2,1748,80189,"N1",1,,1,0
2,8,809,2,1748,80189,"N2",9,,3,0
2,8,826,2,926,80192,"N1",9,,4,0
2,8,826,2,926,80193,"N1",10,,1,0
2,8,826,2,926,80193,"N2",2,,2,0
2,8,826,2,926,80194,"N1",9,,4,0
2,8,826,2,926,80195,"N1",9,,5,0
2,8,826,2,926,80196,"N1",2,,1,0
2,8,826,2,926,80196,"N2",9,,2,0
2,8,826,2,926,80198,"N1",10,,1,0
2,8,826,2,926,80198,"N2",10,,1,0
2,8,826,2,926,80200,"N1",10,,5,0
2,8,826,2,926,80200,"N2",10,,1,0
2,8,815,2,362,80202,"N1",10,,3,0
2,8,815,2,362,80202,"N2",12,,1,0
2,8,815,2,362,80202,"N3",2,,1,0
2,8,815,2,362,80208,"N1",9,,3,0
2,8,815,2,362,80210,"N1",7,,3,0
5,9,908,1,278,90005,"N1",7,,3,0
5,9,908,1,278,90009,"N1",2,,1,0
5,9,908,1,278,90009,"N2",9,,1,0
5,9,903,2,48,90011,"N1",2,,1,0
5,9,903,2,48,90011,"N2",9,,2,0
5,9,903,2,48,90014,"N1",10,,3,0
5,9,903,2,48,90014,"N2",10,,3,0
5,9,903,2,48,90015,"N1",3,,1,0
5,9,903,2,48,90016,"N1",4,,1,0
5,9,903,2,48,90018,"N1",4,,1,0
5,9,903,2,48,90018,"N2",10,,2,0
5,9,903,2,48,90018,"N3",10,,2,0
5,9,903,2,48,90019,"N1",1,,1,0
5,9,903,2,48,90019,"N2",9,,1,0
5,9,903,2,48,90020,"N1",4,,1,0
5,9,903,2,48,90020,"N2",1,,1,0
5,9,903,2,48,90020,"N3",1,,4,0
5,9,903,2,48,90020,"N4",9,,1,0
5,9,915,1,1390,90021,"N1",2,,1,0
5,9,915,1,1390,90022,"N1",2,,1,0
5,9,915,1,1390,90022,"N2",17,,4,0
5,9,915,1,1390,90025,"N1",1,,1,0
5,9,915,1,1390,90025,"N2",1,,1,0
5,9,915,1,1390,90025,"N3",1,,1,0
5,9,915,1,1390,90025,"N4",1,,1,0
5,9,915,1,1390,90026,"N1",2,,1,0
5,9,915,1,1390,90027,"N1",2,,2,0
5,9,915,1,1390,90029,"N1",1,,1,0
5,9,915,1,1390,90029,"N2",13,,7,0
5,9,917,1,1254,90031,"N1",2,,1,0
5,9,917,1,1254,90031,"N2",2,,1,0
5,9,917,1,1254,90031,"N3",9,,1,0
5,9,917,1,1254,90032,"N1",1,,1,0
5,9,917,1,1254,90033,"N1",10,,3,0
5,9,917,1,1254,90035,"N1",2,,1,0
5,9,917,1,1254,90035,"N2",2,,1,0
5,9,917,1,1254,90036,"N1",3,,1,0
5,9,917,1,1254,90036,"N2",2,,1,0
5,9,917,1,1254,90037,"N1",1,,1,0
5,9,917,1,1254,90038,"N1",2,,1,0
5,9,917,1,1254,90038,"N2",1,,1,0
5,9,917,1,1254,90038,"N3",9,,1,0
5,9,917,1,1254,90040,"N1",1,,3,0
5,9,901,2,398,90041,"N1",9,,6,0
5,9,901,2,398,90042,"N1",1,,1,0
5,9,901,2,398,90043,"N1",4,,1,0
5,9,901,2,398,90044,"N1",9,,1,0
5,9,901,2,398,90044,"N2",9,,1,0
5,9,901,2,398,90045,"N1",13,,3,0
5,9,901,2,398,90045,"N2",2,,1,0
5,9,901,2,398,90046,"N1",1,,1,0
5,9,901,2,398,90048,"N1",1,,1,0
5,9,901,2,398,90048,"N2",1,,1,0
5,9,901,2,398,90049,"N1",1,,1,0
5,9,901,2,398,90049,"N2",9,,1,0
5,9,901,2,398,90050,"N1",1,,5,0
5,9,910,2,200,90051,"N1",5,,3,0
5,9,910,2,200,90052,"N1",4,,2,0
5,9,910,2,200,90054,"N1",2,,2,0
5,9,910,2,200,90054,"N2",15,,2,0
5,9,910,2,200,90056,"N1",17,,6,0
5,9,910,2,200,90056,"N2",10,,2,0
5,9,910,2,200,90056,"N3",10,,2,0
5,9,910,2,200,90057,"N1",4,,2,0
5,9,910,2,200,90057,"N2",10,,2,0
5,9,910,2,200,90059,"N1",3,,1,0
5,9,910,2,200,90060,"N1",3,,1,0
5,9,907,2,1446,90061,"N1",1,,1,0
5,9,907,2,1446,90062,"N1",4,,1,0
5,9,907,2,1446,90062,"N2",1,,6,0
5,9,907,2,1446,90063,"N1",1,,1,0
5,9,907,2,1446,90063,"N2",11,,1,0
5,9,907,2,1446,90063,"N3",9,,1,0
5,9,907,2,1446,90064,"N1",2,,1,0
5,9,907,2,1446,90064,"N2",11,,1,0
5,9,907,2,1446,90065,"N1",2,,1,0
5,9,907,2,1446,90065,"N2",9,,8,0
5,9,907,2,1446,90066,"N1",1,,1,0
5,9,907,2,1446,90066,"N2",2,,1,0
5,9,907,2,1446,90066,"N3",2,,1,0
5,9,907,2,1446,90067,"N1",9,,2,0
5,9,907,2,1446,90069,"N1",1,,1,0
5,9,912,2,102,90071,"N1",15,,6,0
5,9,912,2,102,90071,"N2",9,,2,0
5,9,912,2,102,90074,"N1",9,,1,0
5,9,912,2,102,90076,"N1",2,,1,0
5,9,912,2,102,90076,"N2",10,,2,0
5,9,912,2,102,90076,"N3",9,,1,0
5,9,912,2,102,90077,"N1",1,,1,0
5,9,912,2,102,90077,"N2",2,,1,0
5,9,912,2,102,90078,"N1",1,,1,0
5,9,912,2,102,90078,"N2",2,,1,0
5,9,912,2,102,90078,"N3",2,,1,0
5,9,912,2,102,90078,"N4",2,,1,0
5,9,912,2,102,90078,"N5",10,,2,0
5,9,912,2,102,90079,"N1",1,,1,0
5,9,912,2,102,90079,"N2",10,,2,0
5,9,912,2,102,90080,"N1",1,,1,0
5,9,916,2,1068,90081,"N1",1,,1,0
5,9,916,2,1068,90081,"N2",10,,1,0
5,9,916,2,1068,90082,"N1",1,,2,0
5,9,916,2,1068,90083,"N1",9,,1,0
5,9,916,2,1068,90084,"N1",31,"DAUGHTER",1,0
