"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11fq1a","s11fq1b","s11fq2","s11fq2b","s11fq3a","s11fq3b","s11fq4a","s11fq4b","s11fq4c","s11fq5","s11fq6","s11fq7","s11fq8","s11fq9","s11fq9b","s11fq10","s11fq11","s11fq11b","s11fq12","tracked_obs"
3,19,1902,2,52,190078,1,1,"G/NUT",1070,168,2,4,,5,2012,350,1,1,2,,,,,,,,,,0
3,19,1902,2,52,190078,1,2,"  BEANS",1010,192,2,4,,5,2012,200,1,1,1," DAN  ILAN",3,1,1,,1,1,,1990,0
3,19,1902,2,52,190078,1,3,"  G/NUT",1060,190,2,4,,5,2012,200,1,2,2,,,,,,,,,,0
3,19,1902,2,52,190078,1,4,"  MILLET",1100,89,2,4,,5,2012,350,1,2,2,,,,,,,,,,0
3,19,1902,2,52,190078,2,1,"  G/NUT",1060,75,2,4,,5,2012,200,1,2,2,,,,,,,,,,0
3,19,1902,2,52,190078,2,2,"  G/CORN",1070,211,2,4,,5,2012,450,1,1,2,,,,,,,,,,0
3,19,1902,2,52,190078,2,3,"  BEANS",1010,145,2,4,,5,2012,200,1,1,1," DAN  ILAN",3,1,1,,1,1,,1990,0
3,19,1902,2,52,190079,1,1,"   G/CORN",1070,152,2,4,,5,2012,300,1,1,2,,,,,,,,,,0
3,19,1902,2,52,190079,1,2,"  MILLET",1100,109,2,4,,5,2012,400,1,1,2,,,,,,,,,,0
3,19,1902,2,52,190079,1,3,"  G/NUT",1060,111,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1902,2,52,190079,1,4,"  BEANS",1010,59,2,4,,5,2012,150,1,1,1,"  DAN WURI",3,1,1,,1,1,,1996,0
3,19,1902,2,52,190079,2,1,"  G/NUT",1060,212,2,4,,5,2012,350,1,1,2,,,,,,,,,,0
3,19,1902,2,52,190079,2,2,"  BEANS",1010,148,2,4,,5,2012,250,1,1,1,"  DAN  WURI",3,1,1,,1,1,,1996,0
3,19,1902,2,52,190079,2,3,"  G/CORN",1070,104,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1902,2,52,190080,1,1,"  G/CORN",1070,246,2,4,,5,2012,350,1,1,2,,,,,,,,,,0
3,19,1902,2,52,190080,1,2,"  BEANS",1010,216,2,4,,5,2012,200,1,1,1,"  DAN  KAKA",3,1,1,,1,2,,1990,0
3,19,1902,2,52,190080,1,3,"  MILLET",1100,216,2,4,,5,2012,350,1,1,2,,,,,,,,,,0
3,19,1902,2,52,190080,1,4,"  G/NUT",1060,216,2,4,,5,2012,400,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190081,1,1,"BEANS",1010,30,2,4,,5,2012,20,14,1,1," DAN  HAUSA",2,2,1,,2,1,,1983,0
3,19,1914,2,934,190081,1,2,"  G/NUT",1060,30,2,4,,5,2012,30,14,2,2,,,,,,,,,,0
3,19,1914,2,934,190081,1,3,"  G/CORN",1070,30,2,4,,5,2012,50,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190081,1,4,"  MILLET",1100,30,2,4,,5,2012,50,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190081,2,1,"  G/NUT",1060,40,2,4,,5,2012,40,14,2,2,,,,,,,,,,0
3,19,1914,2,934,190081,2,2,"  G/CORN",1070,40,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190081,2,3,"  MILLET",1100,40,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190082,1,1,"  MILLET",1100,10,2,4,,5,2012,150,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190082,1,2,"  G/CORN",1070,10,2,4,,5,2012,150,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190082,1,3,"  G/NUT",1060,10,2,4,,5,2012,400,1,2,2,,,,,,,,,,0
3,19,1914,2,934,190082,1,4,"  BEANS",1010,10,2,4,,5,2012,100,1,1,1,"  DAN  KAKA",2,2,1,,2,2,,1999,0
3,19,1914,2,934,190082,1,5,"  CASSAVA.",1020,10,2,4,,5,2012,300,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190082,1,6,"  MAIZE",1080,10,2,4,,5,2012,150,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190082,1,7,"  PEPPER",2140,10,2,4,,5,2012,200,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190082,1,8,"  POTATO",2180,10,2,4,,5,2012,200,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190082,2,1,"  G/CORN",1070,10,2,4,,5,2012,250,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190082,2,2,"  SOYA  BEANS",2220,20,2,4,,5,2012,300,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190083,1,1,"  G/CORN",1070,100,2,4,,5,2012,450,14,1,2,,,,,,,,,,0
3,19,1914,2,934,190083,1,2,"  MILLET",1100,100,2,4,,5,2012,400,14,1,2,,,,,,,,,,0
3,19,1914,2,934,190083,1,3,"  G/NUT",1060,100,2,4,,5,2012,500,1,2,2,,,,,,,,,,0
3,19,1914,2,934,190083,2,1,"  BEANS",1010,80,2,4,,5,2012,200,1,1,1,"  DAN  KAKA",2,1,1,,1,1,,2000,0
3,19,1914,2,934,190083,2,2,"  SOYA  BEANS",2220,80,2,4,,5,2012,200,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190084,1,1,"  G/CORN",1070,7,2,4,,5,2012,150,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190084,1,2,"  MILLET",1100,7,2,4,,5,2012,150,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190084,1,3,"  BEANS",1010,7,2,4,,5,2012,100,1,1,1,"  DAN  KAKA",2,2,1,,2,2,,1992,0
3,19,1914,2,934,190084,1,4,"  PEPPER",2140,7,2,4,,5,2012,300,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190084,1,5,"  CASSAVA",1020,7,2,4,,5,2012,300,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190084,2,1,"  G/CORN",1070,7,2,4,,5,2012,150,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190084,2,2,"  BEANS",1010,7,2,4,,5,2012,100,1,3,1,"  DAN  KAKA",2,2,1,,2,2,,2000,0
3,19,1914,2,934,190084,2,3,"  RICE",1110,7,2,4,,5,2012,300,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190084,2,4,"  OKRO",2120,6,2,4,,5,2012,400,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190085,1,1,"  MILLET",1100,35,2,4,,5,2012,300,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190085,1,2,"  G/CORN",1070,35,2,4,,5,2012,300,1,3,2,,,,,,,,,,0
3,19,1914,2,934,190085,1,3,"   G/NUT",1060,30,2,4,,5,2012,700,1,2,2,,,,,,,,,,0
3,19,1914,2,934,190086,1,1,"  G/CORN",1070,166,2,4,,6,2012,300,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190086,1,2,"  MILLET",1100,109,2,4,,6,2012,300,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190086,1,3,"  BEANS",1010,211,2,4,,6,2012,100,1,1,1," DAN  WARI",3,1,1,,1,1,,1990,0
3,19,1914,2,934,190086,2,1,"  G/CORN",1070,123,2,4,,6,2012,200,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190086,2,2,"  MILLET",1100,100,2,4,,6,2012,250,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190086,2,3,"  BEANS",1010,89,2,4,,6,2012,150,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190086,3,1,"  G/CORN",1070,166,2,4,,6,2012,250,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190086,3,2,"  BEANS",1010,105,2,4,,6,2012,100,1,1,1,"  DAN  WARI",3,1,1,,1,1,,1990,0
3,19,1914,2,934,190086,3,3,"  MELON",1090,172,2,4,,6,2012,200,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190087,1,1,"  G/CORN",1070,217,2,4,,5,2012,400,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190087,1,2,"  MILLET",1100,109,2,4,,5,2012,300,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190087,1,3,"  CASSAVA",1020,156,2,4,,5,2012,40,8,2,2,,,,,,,,,,0
3,19,1914,2,934,190087,2,1,"  MILLET",1100,90,2,4,,5,2012,300,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190087,2,2,"  G/CORN",1070,156,2,4,,5,2012,350,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190087,2,3,"  BEANS",1010,112,2,4,,5,2012,150,1,1,1,"  DAN  WURI",3,1,1,,1,1,,1996,0
3,19,1914,2,934,190088,1,1,"  G/CORN",1070,40,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,1,2,"  MILLET",1100,40,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,1,3,"  MELON",1090,40,2,4,,5,2012,50,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,1,4,"  G/NUT",1060,40,2,4,,5,2012,150,1,2,2,,,,,,,,,,0
3,19,1914,2,934,190088,1,5,"  BEANS",1010,40,2,4,,5,2012,150,1,2,1,"  DAN  WURI",3,1,1,,2,2,,2000,0
3,19,1914,2,934,190088,2,1,"  G/CORN",1070,50,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,2,2,"  MILLET",1100,50,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,2,3,"  BEANS",1010,50,2,4,,5,2012,150,1,1,1,"  DAN  WURI",3,1,1,,2,2,,2009,0
3,19,1914,2,934,190088,3,1,"  BEANS",1010,50,2,4,,5,2012,150,1,1,1,"  DAN  WURI",3,1,1,,2,2,,1990,0
3,19,1914,2,934,190088,3,2,"  MELON",1090,40,2,4,,5,2012,50,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,3,3,"  G/NUT",1060,40,2,4,,5,2012,150,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,3,4,"  G/CORN",1070,30,2,4,,5,2012,50,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,4,1,"  G/CORN",1070,50,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,4,2,"  MILLET",1100,50,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190088,4,3,"  BEANS",1010,50,2,4,,5,2012,150,1,1,1,"  DAN  WURI",3,1,1,,2,2,,1990,0
3,19,1914,2,934,190089,1,1,"  G/CORN",1070,120,2,4,,5,2012,200,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190089,1,2,"  MILLET",1100,120,2,4,,5,2012,200,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190089,1,3,"  RICE",1110,120,2,4,,5,2012,250,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190089,2,1,"   BEANS",1010,90,2,4,,5,2012,250,1,1,1,"  DAN  KAKA",2,1,1,,1,1,,2004,0
3,19,1914,2,934,190089,2,2,"  G/NUT",1060,90,2,4,,5,2012,200,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190090,1,1,"  G/CORN",1070,25,2,4,,6,2012,100,1,1,2,,,,,,,,,,0
3,19,1914,2,934,190090,1,2,"  BEANS",1010,25,2,4,,7,2012,50,1,1,1,"  KYEMBES",2,1,1,,1,1,,2002,0
3,19,1914,2,934,190090,2,1,"  G/NUT",1060,44,2,4,,6,2012,350,1,2,2,,,,,,,,,,0
3,19,1914,2,934,190090,2,2,"  G/CORN",1070,44,2,4,,6,2012,300,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190091,1,1,"G/CORN",1070,102,2,4,,6,2012,350,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190091,1,2,"  MAIZE",1080,102,2,4,,6,2012,450,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190091,1,3,"  MILLET",1100,102,2,4,,6,2012,200,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190091,1,4,"  RICE",1110,102,2,4,,6,2012,400,1,1,1,"  SOYA  BEANS",1,1,3,"BEANS",1,2,,2009,0
3,19,1941,2,518,190091,1,5,"  SOYA  BEANS",2220,102,2,4,,6,2012,700,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190091,2,1,"  MELON",1090,210,2,4,,6,2012,250,1,1,1,"  DAN  KAKA",4,1,1,,1,1,,2002,0
3,19,1941,2,518,190091,2,2,"  BEANS",1010,210,2,4,,6,2012,200,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190091,2,3,"  ONIONS",2130,210,2,4,,6,2012,200,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190091,2,4,"  G/NUT",1060,210,2,4,,6,2012,250,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190091,3,1,"  TOMATOES",2260,94,2,4,,6,2012,400,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190091,3,2,"  ONIONS",2130,94,2,4,,6,2012,200,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190091,3,3,"  PEPPER",2140,94,2,4,,6,2012,150,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190093,1,1,"  RICE",1110,25,2,4,,5,2012,800,1,2,2,,,,,,,,,,0
3,19,1941,2,518,190093,1,2,"  G/CORN",1070,25,2,4,,5,2012,500,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190093,2,1,"  MAIZE",1080,45,2,4,,5,2012,1500,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190093,2,2,"  G/CORN",1070,40,2,4,,5,2012,500,1,2,2,,,,,,,,,,0
3,19,1941,2,518,190094,1,1,"  MAIZE",1080,150,2,4,,5,2012,700,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190094,1,2,"  G/CORN",1070,150,2,4,,5,2012,200,3,1,2,,,,,,,,,,0
3,19,1941,2,518,190094,1,3,"  BEANS",1010,100,2,4,,5,2012,100,1,1,1,"  DAN  MISRA",2,2,1,,2,2,,1999,0
3,19,1941,2,518,190094,2,1,"   MAIZE",1080,300,2,4,,5,2012,100,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190094,2,2,"   G/NUT",1070,300,2,4,,5,2012,300,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190095,1,1,"  MAIZE",1080,135,2,4,,5,2012,800,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190095,1,2,"  G/CORN",1070,135,2,4,,5,2012,1000,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190095,1,3,"   MILLET",1100,135,2,4,,5,2012,450,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190095,1,4,"  G/NUT",1060,135,2,4,,5,2012,450,1,2,2,,,,,,,,,,0
3,19,1941,2,518,190095,2,1,"  RICE",1110,220,2,4,,5,2012,600,1,1,1,"  DAN  KAKA",1,1,1,,2,2,,2009,0
3,19,1941,2,518,190095,2,2,"  BEANS",1010,230,2,4,,5,2012,800,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190095,2,3,"  SOYA  BEANS",2220,230,2,4,,5,2012,600,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190096,1,1,"G/CORN",1070,120,2,4,,5,2012,400,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190096,1,2,"  MILLET",1100,120,2,4,,5,2012,400,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190096,1,3,"  MAIZE",1080,120,2,4,,5,2012,600,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190096,1,4,"  BEANS",1010,120,2,4,,5,2012,800,1,1,1,"  DAN  KAKA",2,1,1,,1,1,,2004,0
3,19,1941,2,518,190096,1,5,"  SOYA  BEANS",2220,75,2,4,,5,2012,700,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190096,2,1,"  POTATOES",2180,75,2,4,,5,2012,800,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190096,2,2,"  CASSAVA",1020,75,2,4,,5,2012,140,7,2,2,,,,,,,,,,0
3,19,1941,2,518,190096,2,3,"TOMATOES",2260,75,2,4,,5,2012,1000,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190096,2,4,"  ONIONS",2130,75,2,4,,5,2012,140,7,3,2,,,,,,,,,,0
3,19,1941,2,518,190096,2,5,"  PEPPER",2140,75,2,4,,5,2012,50,7,3,2,,,,,,,,,,0
3,19,1941,2,518,190097,1,1,"  MAIZE",1080,80,2,4,,5,2012,200,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190097,1,2,"  G/CORN",1070,80,2,4,,5,2012,200,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190097,1,3,"  BEANS",1010,80,2,4,,5,2012,150,1,1,1,"  DAN  KAKA",2,1,1,,1,1,,2004,0
3,19,1941,2,518,190097,1,4,"  SOYA  BEANS",2220,80,2,4,,5,2012,150,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190097,1,5,"  RICE",1110,80,2,4,,5,2012,400,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190097,2,1,"  POTATO",2180,70,2,4,,5,2012,400,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190097,2,2,"   TOMATOES",2260,70,2,4,,5,2012,40,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190097,2,3,"  ONIONS",2130,70,2,4,,5,2012,200,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190097,2,4,"   OKRO",2120,70,2,4,,5,2012,10,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190098,1,1,"  MAIZE",1080,50,2,4,,5,2012,3000,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190098,1,2,"  G/CORN",1070,50,2,4,,5,2012,500,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190098,2,1,"  PEPPER",2140,30,2,4,,5,2012,400,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190098,2,2,"  ONIONS",2130,30,2,4,,5,2012,4000,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190098,2,3,"  BEANS",1010,30,2,4,,5,2012,200,1,1,1,"  DAN  MISRA",2,2,1,,2,2,,2002,0
3,19,1941,2,518,190098,2,4,"  MAIZE",1080,30,2,4,,5,2012,300,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190098,2,5,"  G/CORN",1070,30,2,4,,5,2012,200,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190099,1,1,"  G/CORN",1070,100,2,4,,5,2012,400,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190099,1,2,"  SOYA  BEAN",2220,100,2,4,,5,2012,250,1,1,1,"  SOYA  BEANS",3,1,3,"  CREAM  COLOUR",1,1,,2002,0
3,19,1941,2,518,190099,2,1,"  G/CORN",1070,150,2,4,,5,2012,300,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190099,2,2,"  SOYA  BEANS",2220,150,2,4,,5,2012,150,1,1,1,"  SOYA  BEANS",3,1,3,"  CREAM  COLOUR",1,1,,2002,0
3,19,1941,2,518,190099,2,3,"   MAIZE",1080,150,2,4,,5,2012,200,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190099,2,4,"   PEPPER",2130,150,2,4,,5,2012,250,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190099,2,5,"   BAMBANS",2020,150,2,4,,5,2012,200,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190099,2,6,"   BEANS",1010,150,2,4,,5,2012,200,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190099,2,7,"    ONIONS",2140,89,2,4,,5,2012,400,1,3,1,"  DAN  KAKA",3,1,1,,1,1,,2002,0
3,19,1941,2,518,190099,2,8,"   TOMATOES",2260,96,2,4,,5,2012,300,1,3,2,,,,,,,,,,0
3,19,1941,2,518,190100,1,1,"  G/CORN",1070,250,2,4,,5,2012,800,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190100,1,2,"  MAIZE",1080,250,2,4,,5,2012,800,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190100,2,1,"  BEANS",1010,125,2,4,,5,2012,450,1,1,1,"  DAN  WURI",1,1,1,,2,2,,2009,0
3,19,1941,2,518,190100,2,2,"  G/  CORN",1070,125,2,4,,5,2012,400,1,1,2,,,,,,,,,,0
3,19,1941,2,518,190100,2,3,"  ONIONS",2130,125,2,4,,6,2012,800,1,3,2,,,,,,,,,,0
3,19,1925,1,2858,190101,1,1,"GUNEA CORN",1070,400,2,4,,6,2012,1000,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190101,1,2,"MILLET",1100,400,2,4,,6,2012,200,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190101,1,3,"BEANS",1010,400,2,4,,6,2012,100,1,1,1,"SASAKAWA",4,1,2,,1,1,,2007,0
3,19,1925,1,2858,190101,2,1,"GUNEA CORN",1070,500,2,4,,6,2012,800,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190101,2,2,"MILLET",1100,500,2,4,,6,2012,400,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190101,2,3,"BEANS",1010,500,2,4,,6,2012,100,1,1,1,"SASAKAWA",4,1,2,,1,1,,2007,0
3,19,1925,1,2858,190101,3,1,"GUNEA CORN",1070,180,5,4,,6,2012,180,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190101,3,2,"MILLET",1100,180,5,4,,6,2012,200,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190101,3,3,"BEANS",1010,180,5,4,,6,2012,50,1,1,1,"SASAKAWA",4,1,2,,1,1,,2007,0
3,19,1925,1,2858,190102,1,1,"BEANS",1010,,,4,,8,2012,200,1,1,1,"WHITE BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190102,1,2,"GUNEA CORN",1070,,,4,,6,2012,200,1,1,1,"WHITE BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190102,1,3,"MILLET",1100,,,4,,5,2012,200,1,1,1,"WHITE BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190102,2,1,"MAIZE",1080,,,4,,6,2012,400,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190102,2,2,"GUNEA CORN",1070,,,4,,6,2012,200,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190102,3,1,"GUNEA CORN",1070,,,4,,6,2012,300,1,1,1,"WHITA BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190102,3,2,"MILLET",1100,,,4,,6,2012,200,1,1,1,"WHITE BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190102,3,3,"BEANS",1010,,,4,,8,2012,100,1,1,1,"WHITE BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190102,4,1,"GUNEA CORN",1070,,,4,,6,2012,200,1,1,1,"WHITE BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190102,4,2,"MILLET",1100,,,4,,6,2012,100,1,1,1,"WHITE BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190102,4,3,"BEANS",1010,,,4,,8,2012,100,1,1,1,"WHITE BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190102,4,4,"GROUND NUTS",1060,,,4,,6,2012,500,1,2,1,"WHITE BEANS",3,2,1,,2,2,,2000,0
3,19,1925,1,2858,190103,1,1,"GUNEA CORN",1070,2,5,2,,6,2012,6,9,2,2,,,,,,,,,,0
3,19,1925,1,2858,190103,1,2,"MILLET",1100,2,5,2,,6,2012,4,9,2,2,,,,,,,,,,0
3,19,1925,1,2858,190103,1,3,"BEANS",1010,2,5,2,,6,2012,1,1,2,1,"KWANKWASO",1,2,2,,2,2,,2010,0
3,19,1925,1,2858,190103,2,1,"MILLET",1100,1,5,2,,6,2012,3,9,2,2,,,,,,,,,,0
3,19,1925,1,2858,190103,2,2,"GROUND NUT",1060,,,,,6,2012,8,9,2,2,,,,,,,,,,0
3,19,1925,1,2858,190103,3,1,"MAIZE",1080,2,5,2,,6,2012,5,9,2,2,,,,,,,,,,0
3,19,1925,1,2858,190103,3,2,"BEANS",1010,,,,,7,2012,2,9,2,1,"DAN MISIRA",2,2,1,,2,1,,2000,0
3,19,1925,1,2858,190104,1,1,"GUNEA CORN",1070,5.05000019073486,5,4,,6,2012,600,1,1,1,"SASAKAWA",1,1,1,,1,1,,2006,0
3,19,1925,1,2858,190104,1,2,"MILLET",1100,5.05000019073486,5,4,,6,2012,100,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190104,1,3,"BEANS",1010,5.05000019073486,5,4,,6,2012,100,1,1,1,"SASAKAWA",1,1,1,,1,1,,2006,0
3,19,1925,1,2858,190104,2,1,"GUNEA CORN",1070,4,5,4,,6,2012,300,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190104,2,2,"BEANS",1010,4,5,4,,6,2012,50,1,1,1,"SASAKAWA",1,1,1,,1,1,,2006,0
3,19,1925,1,2858,190104,3,1,"MAIZE",1080,3,5,4,,6,2012,400,1,1,2,,,,,,,,,,0
3,19,1925,1,2858,190104,3,2,"BEANS",1010,3,5,4,,6,2012,50,1,1,1,"SASAKAWA",1,1,1,,1,1,,2006,0
3,19,1925,1,2858,190105,1,1,"GUNEA CORN",1070,,,4,,6,2012,90,5,2,2,,,,,,,,,,0
3,19,1925,1,2858,190105,1,2,"MILLET",1100,,,4,,6,2012,100,5,2,2,,,,,,,,,,0
3,19,1925,1,2858,190105,1,3,"BEANS",1010,,,4,,6,2012,50,5,2,1,,4,2,1,,2,1,,2012,0
3,19,1925,1,2858,190105,2,1,"MAIZE",1080,,,4,,6,2012,120,5,3,2,,,,,,,,,,0
3,19,1925,1,2858,190105,2,2,"GUNEA CORN",1070,,,4,,6,2012,50,5,2,2,,,,,,,,,,0
3,19,1925,1,2858,190105,2,3,"BEANS",1010,,,4,,6,2012,50,5,2,1,,4,1,2,,1,2,,2009,0
3,19,1925,1,2858,190105,3,1,"GUNEA CORN",1070,,,4,,6,2012,90,5,2,2,,,,,,,,,,0
3,19,1925,1,2858,190105,3,2,"MILLET",1100,,,4,,6,2012,90,5,2,2,,,,,,,,,,0
3,19,1925,1,2858,190105,4,1,"MILLET",1100,,,4,,6,2012,40,5,2,2,,,,,,,,,,0
3,19,1925,1,2858,190105,4,2,"BEANS",1010,,,4,,6,2012,30,5,2,1,,4,1,1,,1,1,,2009,0
3,19,1925,1,2858,190105,5,1,"RICE",1110,,,4,,6,2012,130,5,2,2,,,,,,,,,,0
3,19,1925,1,2858,190105,5,2,"GUNEA CORN",1070,,,4,,6,2012,40,5,2,2,,,,,,,,,,0
3,19,1925,1,2858,190106,1,1,"MAIZE",1080,,,4,,6,2012,150,5,1,2,,,,,,,,,,0
3,19,1925,1,2858,190106,1,2,"GUNEA CORN",1070,,,4,,6,2012,90,5,1,2,,,,,,,,,,0
3,19,1925,1,2858,190106,1,3,"BEANS",1010,,,4,,7,2012,50,5,1,1,"WHITE BEANS",2,2,1,,2,1,,2008,0
3,19,1925,1,2858,190106,2,1,"GUNEA CORN",1070,,,4,,6,2012,80,5,1,2,,,,,,,,,,0
3,19,1925,1,2858,190106,2,2,"MILLET",1100,,,4,,6,2012,120,5,1,2,,,,,,,,,,0
3,19,1925,1,2858,190106,3,1,"GUNEA CORN",1070,,,1,,6,2012,160,5,1,2,,,,,,,,,,0
3,19,1925,1,2858,190107,1,1,"GUNEA CORN",1070,95,2,4,,6,2012,300,1,1,1,"WHITE BEANS",4,2,2,,2,2,,2000,0
3,19,1925,1,2858,190107,1,2,"MILLET",1100,95,2,4,,6,2012,180,1,1,1,,,,,,,,,,0
3,19,1925,1,2858,190107,1,3,"BEANS",1010,95,2,4,,6,2012,50,1,1,1,,,,,,,,,,0
