"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11fq1a","s11fq1b","s11fq2","s11fq2b","s11fq3a","s11fq3b","s11fq4a","s11fq4b","s11fq4c","s11fq5","s11fq6","s11fq7","s11fq8","s11fq9","s11fq9b","s11fq10","s11fq11","s11fq11b","s11fq12","tracked_obs"
4,4,410,2,4036,40126,2,1,"CASSAVA",1020,600,3,1,,6,2012,15,24,3,2,,,,,,,,,,0
4,4,410,2,4036,40126,3,1,"CASSAVA",1020,1000,3,1,,2,2012,20,24,3,2,,,,,,,,,,0
4,4,410,2,4036,40128,1,1,"CASSAVA",1020,500,3,1,,4,2012,9,26,3,2,,,,,,,,,,0
4,4,410,2,4036,40128,2,1,"CASSAVA",1020,1785,3,1,,4,2012,13,26,3,2,,,,,,,,,,0
4,4,410,2,4036,40129,1,1,"CASSAVA",1020,2000,3,1,,4,2012,12,26,3,2,,,,,,,,,,0
4,4,410,2,4036,40129,2,2,"COCOYAM",1040,40,1,1,,4,2012,1,26,3,2,,,,,,,,,,0
4,4,410,2,4036,40130,1,1,"COCOYAM",1040,280,1,4,,4,2012,3,26,3,2,,,,,,,,,,0
4,4,410,2,4036,40130,2,1,"CASSAVA",1020,1550,3,1,,4,2012,14,26,3,2,,,,,,,,,,0
4,4,407,2,796,40131,1,1,"MAIZE",1080,280,1,4,,5,2012,24,1,,2,,,,,,,,,,0
4,4,407,2,796,40131,1,2,"CASSAVA",1020,280,1,4,,5,2012,0,,,2,,,,,,,,,,0
4,4,407,2,796,40131,1,3,"OKRO",2120,280,1,4,,5,2012,33,1,,2,,,,,,,,,,0
4,4,407,2,796,40131,1,4,"PLANTAIN",2170,280,1,4,,5,2012,41,1,,2,,,,,,,,,,0
4,4,407,2,796,40131,2,1,"CASSAVA",1020,300,1,4,,5,2012,52,1,,2,,,,,,,,,,0
4,4,407,2,796,40131,3,1,"RICE",1110,2,5,4,,6,2012,1500,1,2,2,,,,,,,,,,0
4,4,407,2,796,40132,1,1,"MAZIA",1080,240,1,4,,4,2012,300,72,2,2,,,,,,,,,,2
4,4,407,2,796,40132,1,2,"YAM",1120,240,1,4,,4,2012,200,72,3,2,,,,,,,,,,2
4,4,407,2,796,40132,1,3,"CASSAVA",1020,240,1,4,,4,2012,400,72,3,2,,,,,,,,,,2
4,4,407,2,796,40132,2,1,"CASSAVA",1020,300,1,1,,5,2012,500,72,3,2,,,,,,,,,,2
4,4,407,2,796,40132,3,1,"CASSAVA",1020,250,1,1,,5,2012,400,72,3,2,,,,,,,,,,2
4,4,407,2,796,40133,1,1,"MAIZE",1080,700,1,4,,5,2012,20,1,2,1,"AKIDI",3,2,2,,1,2,,2011,0
4,4,407,2,796,40133,1,2,"CASSAVA",1020,700,1,4,,5,2012,0,,3,1,"AKIDI",3,2,2,,1,2,,2011,0
4,4,407,2,796,40133,1,3,"AKIDI COWPEA",1010,700,1,4,,5,2012,0,,2,1,"AKIDI",3,2,2,,1,2,,2011,0
4,4,407,2,796,40133,2,1,"RICE",1110,1,5,1,,5,2012,0,,2,2,,,,,,,,,,0
4,4,407,2,796,40134,1,1,"RICE (UNSHELLED) PADDY",1111,3,4,1,,3,2012,30,24,3,2,,,,,,,,,,0
4,4,407,2,796,40134,2,1,"YAM",1120,2,4,4,,4,2012,240,52,3,2,,,,,,,,,,0
4,4,407,2,796,40134,2,2,"MAIZE",1080,2,4,4,,4,2012,40,22,3,2,,,,,,,,,,0
4,4,407,2,796,40134,2,3,"FIOFIO (COWPEA)",1010,2,4,4,,4,2012,6,23,1,1,"FIOFIO (COWPEA)",1,1,3,"BROWN",1,2,,2007,0
4,4,407,2,796,40134,2,4,"CASSAVA",1020,2,4,4,,4,2012,100,23,3,2,,,,,,,,,,0
4,4,407,2,796,40134,3,1,"CASSAVA",1020,1,4,1,,4,2012,60,23,3,2,,,,,,,,,,0
4,4,407,2,796,40135,1,1,"CASSAVA",1020,1.5,4,4,,3,2012,70,23,3,2,,,,,,,,,,0
4,4,407,2,796,40135,1,2,"MAIZE",1080,1.5,4,4,,3,2012,40,23,3,2,,,,,,,,,,0
4,4,407,2,796,40135,1,3,"YAM",1120,1.5,4,4,,3,2012,400,52,3,2,,,,,,,,,,0
4,4,407,2,796,40135,1,4,"OKRO",2120,1.5,4,4,,3,2012,50,31,3,2,,,,,,,,,,0
4,4,407,2,796,40135,2,1,"CASSAVA",1020,1,4,4,,4,2012,50,23,3,2,,,,,,,,,,0
4,4,407,2,796,40135,2,2,"MAIZE",1080,1,4,4,,4,2012,25,23,3,2,,,,,,,,,,0
4,4,407,2,796,40135,2,3,"YAM",1120,1,4,4,,4,2012,240,52,3,2,,,,,,,,,,0
4,4,407,2,796,40135,2,4,"OKRO",2120,1,4,4,,4,2012,30,31,3,2,,,,,,,,,,0
4,4,407,2,796,40135,3,1,"COWPEA",1010,1,4,1,,3,2012,3,24,1,1,"FIOFIO",1,1,2,,1,1,,2009,0
4,4,407,2,796,40136,1,1,"RICE (UNSHELLED) PADDY",1111,2,4,1,,3,2012,20,24,3,2,,,,,,,,,,0
4,4,407,2,796,40136,2,1,"CASSAVA",1020,1,4,4,,4,2012,50,24,3,2,,,,,,,,,,0
4,4,407,2,796,40136,2,2,"MAIZE",1080,1,4,4,,4,2012,20,23,3,2,,,,,,,,,,0
4,4,407,2,796,40136,2,3,"MELON SEED",1090,1,4,4,,4,2012,10,32,1,2,,,,,,,,,,0
4,4,407,2,796,40136,3,1,"PLANTAIN",2170,30,3,1,,5,2012,60,43,3,2,,,,,,,,,,0
4,4,407,2,796,40137,1,1,"YAM",1120,110,1,4,,4,2012,25,1,3,2,,,,,,,,,,0
4,4,407,2,796,40137,1,2,"MAIZE",1080,110,1,4,,4,2012,70,1,2,2,,,,,,,,,,0
4,4,407,2,796,40137,2,1,"YAM",1120,220,1,4,,4,2012,55,1,3,2,,,,,,,,,,0
4,4,407,2,796,40137,2,2,"MAIZE",1080,220,1,4,,4,2012,90,1,2,2,,,,,,,,,,0
4,4,407,2,796,40138,1,1,"RICE",1111,8,4,1,,4,2012,23,23,2,2,,,,,,,,,,0
4,4,407,2,796,40138,2,1,"RICE",1111,1,4,1,,4,2012,8,23,2,2,,,,,,,,,,0
4,4,407,2,796,40139,1,1,"YAM",1120,210,1,4,,4,2012,75,1,3,2,,,,,,,,,,0
4,4,407,2,796,40139,1,2,"MAIZE",1080,210,1,4,,4,2012,87,1,2,2,,,,,,,,,,0
4,4,407,2,796,40139,1,3,"CASSAVA",1020,210,1,4,,4,2012,95,1,2,2,,,,,,,,,,0
4,4,407,2,796,40139,2,1,"YAM",1120,240,1,4,,4,2012,82,1,3,2,,,,,,,,,,0
4,4,407,2,796,40139,2,2,"MAIZE",1080,240,1,4,,4,2012,93,1,2,2,,,,,,,,,,0
4,4,407,2,796,40139,2,3,"CASSAVA",1020,240,1,4,,4,2012,98,1,2,2,,,,,,,,,,0
4,4,407,2,796,40140,1,1,"RICE",1111,3,4,1,,4,2012,8100,1,2,2,,,,,,,,,,0
4,4,407,2,796,40140,2,1,"RICE",1111,1.5,4,1,,4,2012,4000,1,2,2,,,,,,,,,,0
4,4,407,2,796,40140,3,1,"PLANTAIN",2170,1.5,4,1,,4,2012,80,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40141,1,1,"COCOYAM",1040,40,1,1,,5,2012,3,25,3,2,,,,,,,,,,0
4,4,410,1,3192,40141,2,1,"COCOYAM",1040,35,1,4,,5,2012,3,25,3,2,,,,,,,,,,0
4,4,410,1,3192,40141,2,2,"CASSAVA",1020,35,1,4,,5,2012,2,21,3,2,,,,,,,,,,0
4,4,410,1,3192,40141,3,1,"COCOYAM",1040,50,1,4,,5,2012,2,25,3,2,,,,,,,,,,0
4,4,410,1,3192,40141,3,2,"CASSAVA",1020,50,1,4,,5,2012,2,21,3,2,,,,,,,,,,0
4,4,410,1,3192,40141,3,3,"YAM",1120,50,1,4,,5,2012,30,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40142,1,1,"MAIZE",1080,40,1,4,,5,2012,2,21,2,2,,,,,,,,,,0
4,4,410,1,3192,40142,1,2,"YAM",1120,40,1,4,,5,2012,15,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40142,1,3,"CASSAVA",1020,40,1,4,,5,2012,3,22,3,2,,,,,,,,,,0
4,4,410,1,3192,40144,1,1,"CASSAVA",1020,2,4,1,,4,2012,100,22,3,2,,,,,,,,,,0
4,4,410,1,3192,40144,2,1,"CASSAVA",1020,1,4,1,,4,2012,50,22,3,2,,,,,,,,,,0
4,4,410,1,3192,40144,3,1,"PLANTAIN",2170,68,3,1,,6,2012,120,42,3,2,,,,,,,,,,0
4,4,410,1,3192,40144,4,1,"COCOYAM",1040,1,4,1,,3,2012,10,32,3,2,,,,,,,,,,0
4,4,410,1,3192,40146,1,1,"CASSAVA",1020,1.5,4,4,,4,2012,50,23,3,2,,,,,,,,,,0
4,4,410,1,3192,40146,1,2,"MAIZE",1080,1.5,4,4,,4,2012,30,22,3,2,,,,,,,,,,0
4,4,410,1,3192,40146,1,3,"YAM",1120,1.5,4,4,,4,2012,400,51,3,2,,,,,,,,,,0
4,4,410,1,3192,40146,1,4,"COCOYAM",1040,1.5,4,4,,4,2012,8,32,3,2,,,,,,,,,,0
4,4,410,1,3192,40146,2,1,"YAM",1120,1,4,4,,4,2012,210,51,3,2,,,,,,,,,,0
4,4,410,1,3192,40146,2,2,"COCOYAM",1040,1,4,4,,4,2012,4,32,3,2,,,,,,,,,,0
4,4,410,1,3192,40147,1,1,"YAM",1120,250,1,4,,4,2012,115,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40147,1,2,"MAIZE",1080,250,1,4,,4,2012,100,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40147,1,3,"COCOYAM",1040,250,1,4,,4,2012,80,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40147,1,4,"CASSAVA",1020,250,1,4,,4,2012,125,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40148,1,1,"YAM",1120,230,1,4,,4,2012,100,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40148,1,2,"MAIZE",1080,230,1,4,,4,2012,120,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40148,1,3,"COCOYAM",1040,230,1,4,,4,2012,90,1,3,2,,,,,,,,,,0
4,4,410,1,3192,40148,1,4,"CASSAVA",1020,230,1,4,,4,2012,110,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40151,1,1,"MAIZE",1080,200,1,4,,4,2012,6,22,2,2,,,,,,,,,,0
4,4,410,1,3414,40151,1,2,"CASSAVA",1020,200,1,4,,4,2012,10,22,3,2,,,,,,,,,,0
4,4,410,1,3414,40151,1,3,"YAM",1120,200,1,4,,4,2012,3,22,3,2,,,,,,,,,,0
4,4,410,1,3414,40152,1,1,"MAIZE",1080,140,1,4,,4,2012,100,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40152,1,2,"COCOYAM",1040,140,1,4,,4,2012,80,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40152,1,3,"CASSAVA",1020,140,1,4,,4,2012,110,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40154,1,1,"MAIZE",1080,200,1,4,,4,2012,125,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40154,1,2,"COCOYAM",1040,200,1,4,,4,2012,90,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40154,1,3,"CASSAVA",1020,200,1,4,,4,2012,115,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40155,1,1,"YAM",1120,100,1,4,,4,2012,200,51,3,2,,,,,,,,,,0
4,4,410,1,3414,40155,1,2,"CASSAVA",1020,100,1,4,,4,2012,30,22,3,2,,,,,,,,,,0
4,4,410,1,3414,40155,1,3,"COCOYAM",1040,100,1,4,,4,2012,5,31,3,2,,,,,,,,,,0
4,4,410,1,3414,40155,2,1,"COCOYAM",1040,30,1,1,,4,2012,3,31,3,2,,,,,,,,,,0
4,4,410,1,3414,40158,1,1,"YAM",1120,280,1,4,,4,2012,135,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40158,1,2,"MAIZE",1080,280,1,4,,4,2012,140,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40158,1,3,"CASSAVA",1020,280,1,4,,4,2012,130,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40158,1,4,"COCOYAM",1040,280,1,4,,4,2012,80,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40159,1,1,"YAM",1120,150,1,4,,5,2012,40,1,3,2,,,,,,,,,,0
4,4,410,1,3414,40159,1,2,"MAIZE",1080,150,1,4,,5,2012,4,22,2,2,,,,,,,,,,0
4,4,410,1,3414,40159,1,3,"CASSAVA",1020,150,1,4,,5,2012,8,22,3,2,,,,,,,,,,0
4,4,401,1,738,40161,1,1,"MAIZE",1080,190,1,4,,4,2012,3,21,2,2,,,,,,,,,,0
4,4,401,1,738,40161,1,2,"CASSAVA",1020,190,1,4,,4,2012,6,22,3,2,,,,,,,,,,0
4,4,401,1,738,40161,1,3,"YAM",1120,190,1,4,,4,2012,3,22,3,2,,,,,,,,,,0
4,4,401,1,738,40161,1,4,"COCOYAM",1040,190,1,4,,4,2012,3,25,3,2,,,,,,,,,,0
4,4,401,1,738,40163,1,1,"YAM",1120,40,1,4,,4,2012,2,21,3,2,,,,,,,,,,0
4,4,401,1,738,40163,1,2,"CASSAVA",1020,40,1,4,,4,2012,4,21,3,2,,,,,,,,,,0
4,4,401,1,738,40163,1,3,"MAIZE",1080,40,1,4,,4,2012,2,21,2,2,,,,,,,,,,0
4,4,401,1,738,40164,1,1,"YAM",1120,175,1,4,,4,2012,90,1,3,2,,,,,,,,,,0
4,4,401,1,738,40164,1,2,"MAIZE",1080,175,1,4,,4,2012,68,1,3,2,,,,,,,,,,0
4,4,401,1,738,40164,1,3,"COCOYAM",1040,175,1,4,,4,2012,58,1,3,2,,,,,,,,,,0
4,4,401,1,738,40164,1,4,"CASSAVA",1020,175,1,4,,4,2012,110,1,3,2,,,,,,,,,,0
4,4,401,1,738,40165,1,1,"YAM",1120,130,1,4,,4,2012,100,1,3,2,,,,,,,,,,0
4,4,401,1,738,40165,1,2,"MAIZE",1080,130,1,4,,4,2012,52,1,3,2,,,,,,,,,,0
4,4,401,1,738,40165,1,3,"COCOYAM",1040,130,1,4,,4,2012,35,1,3,2,,,,,,,,,,0
4,4,401,1,738,40165,1,4,"CASSAVA",1020,130,1,4,,4,2012,110,1,3,2,,,,,,,,,,0
4,4,401,1,738,40166,1,1,"YAM",1120,300,1,4,,4,2012,300,51,3,2,,,,,,,,,,0
4,4,401,1,738,40166,1,2,"CASSAVA",1020,300,1,4,,4,2012,100,22,3,2,,,,,,,,,,0
4,4,401,1,738,40168,1,1,"MAIZE",1080,100,1,4,,4,2012,27,1,2,2,,,,,,,,,,0
4,4,401,1,738,40168,1,2,"CASSAVA",1020,100,1,4,,4,2012,72,1,,2,,,,,,,,,,0
4,4,401,1,738,40168,1,3,"YAM",1120,100,1,4,,4,2012,71,1,,2,,,,,,,,,,0
4,4,401,1,738,40168,1,4,"COCOYAM",1040,100,1,4,,4,2012,26,1,,2,,,,,,,,,,0
4,4,401,1,738,40169,1,1,"YAM",1120,130,1,4,,4,2012,52,1,,2,,,,,,,,,,0
4,4,401,1,738,40169,1,2,"MAIZE",1080,130,1,4,,4,2012,22,1,,2,,,,,,,,,,0
4,4,401,1,738,40169,1,3,"CASSAVA",1020,130,1,4,,4,2012,72,1,,2,,,,,,,,,,0
4,4,401,1,738,40169,1,4,"COCOYAM",1040,130,1,4,,4,2012,92,1,,2,,,,,,,,,,0
4,4,401,1,738,40170,1,1,"YAM",1120,140,1,4,,4,2012,130,1,3,2,,,,,,,,,,0
4,4,401,1,738,40170,1,2,"MAIZE",1080,140,1,4,,4,2012,75,1,3,2,,,,,,,,,,0
4,4,401,1,738,40170,1,3,"COCOYAM",1040,140,1,4,,4,2012,55,1,3,2,,,,,,,,,,0
4,4,401,1,738,40170,1,4,"CASSAVA",1020,140,1,4,,4,2012,110,1,3,2,,,,,,,,,,0
4,4,421,1,800,40172,1,1,"MAIZE",1080,120,1,4,,3,2012,10,22,3,2,,,,,,,,,,0
4,4,421,1,800,40172,1,2,"CASSAVA",1020,120,1,4,,3,2012,20,22,3,2,,,,,,,,,,0
4,4,421,1,800,40172,1,3,"YAM",1120,120,1,4,,3,2012,200,52,3,2,,,,,,,,,,0
4,4,421,1,800,40173,1,1,"CASSAVA",1020,100,3,4,,4,2012,4500,32,3,2,,,,,,,,,,2
4,4,421,1,800,40173,1,2,"MAIZE",1080,100,3,4,,2,2013,600,32,2,2,,,,,,,,,,2
4,4,421,1,800,40173,2,1,"CASSAVA",1020,400,3,4,,5,2013,2000,32,3,2,,,,,,,,,,2
4,4,421,1,800,40173,2,2,"COCOYAM",1040,150,1,4,,4,2013,700,32,3,2,,,,,,,,,,2
4,4,421,1,800,40174,1,1,"MAIZE",1080,70,1,4,,4,2012,71,1,,2,,,,,,,,,,0
4,4,421,1,800,40174,1,2,"CASSAVA",1020,70,1,4,,4,2012,52,1,,2,,,,,,,,,,0
4,4,421,1,800,40174,1,3,"COCOYAM",1040,70,1,4,,4,2012,51,1,,2,,,,,,,,,,0
4,4,421,1,800,40174,2,1,"MAIZE",1080,88,1,4,,4,2012,71,1,,2,,,,,,,,,,0
4,4,421,1,800,40174,2,2,"CASSAVA",1020,88,1,4,,4,2012,52,1,,2,,,,,,,,,,0
4,4,421,1,800,40174,2,3,"COCOYAM",1040,88,1,4,,4,2012,51,1,,2,,,,,,,,,,0
4,4,421,1,800,40176,1,1,"MAIZE",1080,300,1,4,,5,2012,6,22,2,2,,,,,,,,,,0
4,4,421,1,800,40176,1,2,"CASSAVA",1020,300,1,4,,5,2012,10,22,3,2,,,,,,,,,,0
4,4,421,1,800,40176,1,3,"COWPEA",1010,300,1,4,,5,2012,3,26,2,1,"AKIDI",2,1,2,,1,1,,2009,0
4,4,421,1,800,40177,1,1,"YAM",1120,50,1,4,,4,2012,25,1,3,2,,,,,,,,,,0
4,4,421,1,800,40177,1,2,"COCOYAM",1040,50,1,4,,4,2012,15,1,3,2,,,,,,,,,,0
4,4,421,1,800,40177,1,3,"PLANTAIN",2170,,,,,,,,,,2,,,,,,,,,,0
4,4,421,1,800,40178,1,1,"YAM",1120,0,,4,,3,2012,125,1,3,2,,,,,,,,,,0
4,4,421,1,800,40178,1,2,"MAIZE",1080,0,,4,,3,2012,130,1,3,2,,,,,,,,,,0
4,4,421,1,800,40178,1,3,"CASSAVA",1020,0,,4,,3,2012,120,1,3,2,,,,,,,,,,0
4,4,411,1,1486,40181,1,1,"COCOYAM",1040,100,1,4,,4,2012,5,25,3,2,,,,,,,,,,0
4,4,411,1,1486,40181,1,2,"CASSAVA",1020,200,3,4,,4,2012,3,72,3,2,,,,,,,,,,0
4,4,411,1,1486,40182,1,1,"YAM",1120,100,1,4,,3,2012,150,52,3,2,,,,,,,,,,0
4,4,411,1,1486,40182,1,2,"CASSAVA",1020,250,3,4,,3,2012,4,72,3,2,,,,,,,,,,0
4,4,411,1,1486,40182,1,3,"MAIZE",1080,150,3,4,,3,2012,2,72,3,2,,,,,,,,,,0
4,4,411,1,1486,40182,2,1,"CASSAVA",1020,150,3,4,,3,2012,2,72,3,2,,,,,,,,,,0
4,4,411,1,1486,40182,2,2,"YAM",1120,50,1,4,,3,2012,80,52,3,2,,,,,,,,,,0
4,4,411,1,1486,40184,1,1,"COCOYAM",1040,200,1,1,,4,2012,5,26,3,2,,,,,,,,,,0
4,4,411,1,1486,40186,1,1,"GREEN VEGETABLE",2194,1,4,2,,5,2012,6,62,3,2,,,,,,,,,,0
4,4,411,1,1486,40187,1,1,"COCOYAM",1040,400,3,1,,4,2012,4,26,3,2,,,,,,,,,,0
4,4,411,1,1486,40188,1,1,"YAM",1120,50,1,4,,4,2012,50,52,3,2,,,,,,,,,,0
4,4,411,1,1486,40188,1,2,"CASSAVA",1020,100,3,4,,4,2012,4,26,3,2,,,,,,,,,,0
4,4,411,1,1486,40188,1,3,"MAIZE",1080,100,3,4,,4,2012,2,26,3,2,,,,,,,,,,0
4,4,411,1,1486,40189,1,1,"CASSAVA",1020,100,3,4,,4,2012,19,26,3,2,,,,,,,,,,0
4,4,411,1,1486,40189,1,2,"COCOYAM",1040,259,1,4,,4,2012,11,26,3,2,,,,,,,,,,0
4,4,411,1,1486,40189,1,3,"CASSAVA",1020,450,3,4,,4,2012,10,26,3,2,,,,,,,,,,0
4,4,411,1,1486,40190,1,1,"YAM",1120,30,1,4,,4,2012,100,52,3,2,,,,,,,,,,0
4,4,411,1,1486,40190,1,2,"CASSAVA",1020,120,3,4,,4,2012,1,26,3,2,,,,,,,,,,0
4,4,411,1,1486,40190,1,3,"MAIZE",1080,50,3,4,,4,2012,7,26,3,2,,,,,,,,,,0
4,4,401,2,2106,40191,1,1,"CASSAVA",1020,2,4,4,,4,2012,80,22,3,2,,,,,,,,,,0
4,4,401,2,2106,40191,1,2,"YAM",1120,2,4,4,,4,2012,700,52,3,2,,,,,,,,,,0
4,4,401,2,2106,40191,1,3,"MAIZE",1080,2,4,4,,4,2012,30,22,3,2,,,,,,,,,,0
4,4,401,2,2106,40191,1,4,"MELON SEED",1090,2,4,4,,4,2012,100,13,1,2,,,,,,,,,,0
4,4,401,2,2106,40191,1,5,"PUMPKIN SEED",2193,2,4,4,,4,2012,60,62,3,2,,,,,,,,,,0
4,4,401,2,2106,40193,1,1,"YAM",1120,79,1,4,,5,2012,52,1,,2,,,,,,,,,,0
4,4,401,2,2106,40193,1,2,"MAIZE",1080,79,1,4,,5,2012,26,1,,2,,,,,,,,,,0
4,4,401,2,2106,40193,1,3,"CASSAVA",1020,79,1,4,,5,2012,71,1,,2,,,,,,,,,,0
4,4,401,2,2106,40193,1,4,"GREEN VEGETABLE",2194,79,1,4,,5,2012,32,2,,2,,,,,,,,,,0
4,4,401,2,2106,40193,2,1,"YAM",1120,58,1,4,,5,2012,51,1,,2,,,,,,,,,,0
4,4,401,2,2106,40193,2,2,"MAIZE",1080,58,1,4,,5,2012,25,1,,2,,,,,,,,,,0
4,4,401,2,2106,40193,2,3,"CASSAVA",1020,58,1,4,,5,2012,71,1,,2,,,,,,,,,,0
4,4,401,2,2106,40193,2,4,"GREEN VEGETABLE",2194,58,1,4,,5,2012,31,1,,2,,,,,,,,,,0
4,4,401,2,2106,40194,1,1,"YAM",1120,200,1,4,,3,2012,110,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40194,1,2,"MAIZE",1080,200,1,4,,3,2012,130,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40194,1,3,"CASSAVA",1020,200,1,4,,3,2012,120,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40194,2,1,"YAM",1120,210,1,4,,3,2012,120,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40194,2,2,"MAIZE",1080,210,1,4,,3,2012,125,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40194,2,3,"CASSAVA",1020,210,1,4,,3,2012,115,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40195,1,1,"YAM",1120,160,1,4,,3,2012,95,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40195,1,2,"MAIZE",1080,160,1,4,,3,2012,110,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40195,1,3,"CASSAVA",1020,160,1,4,,3,2012,120,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40197,1,1,"CASSAVA",1020,4,4,4,,3,2012,200,22,3,2,,,,,,,,,,0
4,4,401,2,2106,40197,1,2,"YAM",1120,4,4,4,,3,2012,1000,62,3,2,,,,,,,,,,0
4,4,401,2,2106,40197,1,3,"MAIZE",1080,4,4,4,,3,2012,60,22,3,2,,,,,,,,,,0
4,4,401,2,2106,40197,1,4,"PUMPKIN SEED",2193,4,4,3,,3,2012,45,62,3,2,,,,,,,,,,0
4,4,401,2,2106,40198,1,1,"YAM",1120,200,1,4,,3,2012,115,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40198,1,2,"MAIZE",1080,200,1,4,,3,2012,100,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40198,1,3,"COCOYAM",1040,200,1,4,,3,2012,80,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40198,1,4,"CASSAVA",1020,200,1,4,,3,2012,118,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40198,2,1,"YAM",1120,152,1,4,,3,2012,98,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40198,2,2,"MAIZE",1080,152,1,4,,3,2012,108,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40198,2,3,"COCOYAM",1040,152,1,4,,3,2012,75,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40198,2,4,"CASSAVA",1020,152,1,4,,3,2012,105,1,3,2,,,,,,,,,,0
4,4,401,2,2106,40199,1,1,"YAM",1120,208,1,4,,4,2012,3,72,3,2,,,,,,,,,,0
4,4,401,2,2106,40199,1,2,"CASSAVA",1020,208,1,4,,4,2012,6,72,3,2,,,,,,,,,,0
4,4,401,2,2106,40199,1,3,"MAIZE",1080,208,1,4,,4,2012,2,72,2,2,,,,,,,,,,0
4,4,401,2,2106,40199,2,1,"YAM",1120,168,1,4,,5,2012,1,72,3,2,,,,,,,,,,0
4,4,401,2,2106,40199,2,2,"CASSAVA",1020,168,1,4,,5,2012,5,72,3,2,,,,,,,,,,0
4,4,401,2,2106,40200,1,1,"YAM",1120,186,1,4,,5,2012,73,1,,2,,,,,,,,,,0
4,4,401,2,2106,40200,1,2,"MAIZE",1080,186,1,4,,5,2012,22,1,,2,,,,,,,,,,0
4,4,401,2,2106,40200,1,3,"CASSAVA",1020,186,1,4,,5,2012,,,,2,,,,,,,,,,0
4,4,401,2,2106,40200,1,4,"GREEN VEG",2194,186,1,4,,5,2012,33,1,,2,,,,,,,,,,0
4,4,401,2,2106,40200,2,1,"YAM",1120,198,1,4,,5,2012,71,1,,2,,,,,,,,,,0
4,4,401,2,2106,40200,2,2,"MAIZE",1080,198,1,4,,5,2012,21,1,,2,,,,,,,,,,0
4,4,401,2,2106,40200,2,3,"CASSAVA",1020,198,1,4,,5,2012,,,,2,,,,,,,,,,0
4,4,401,2,2106,40200,2,4,"GREEN VEG",2194,198,1,4,,5,2012,31,1,,2,,,,,,,,,,0
4,4,401,2,2106,40200,3,1,"OLD CASSAVA",1020,170,1,1,,5,2012,,,,2,,,,,,,,,,0
4,4,402,2,1080,40201,1,1,"YAM",1120,100,2,4,,4,2012,1200,52,3,2,,,,,,,,,,0
4,4,402,2,1080,40201,1,2,"CASSAVA",1020,500,3,4,,4,2012,100,72,3,2,,,,,,,,,,0
4,4,402,2,1080,40201,1,3,"MAIZE",1080,1000,3,4,,4,2012,20,72,3,2,,,,,,,,,,0
4,4,402,2,1080,40201,2,1,"CASSAVA",1020,4000,3,1,,8,2012,150,72,3,2,,,,,,,,,,0
4,4,402,2,1080,40201,3,1,"CASSAVA",1020,3000,3,1,,9,2012,100,72,3,2,,,,,,,,,,0
4,4,402,2,1080,40202,1,1,"YAM",1120,244,2,4,,4,2012,1950,52,3,2,,,,,,,,,,0
4,4,402,2,1080,40202,1,2,"CASSAVA",1020,4148,3,4,,4,2012,20,72,3,2,,,,,,,,,,0
4,4,402,2,1080,40202,2,1,"YAM",1120,56,1,4,,4,2012,58,52,3,2,,,,,,,,,,0
4,4,402,2,1080,40202,2,2,"CASSAVA",1020,224,3,4,,4,2012,7,72,3,2,,,,,,,,,,0
4,4,402,2,1080,40204,1,1,"CASSAVA",1020,6560,3,1,,3,2012,50,72,3,2,,,,,,,,,,0
