"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11gq1a","s11gq1b","s11gq2","s11gq3","s11gq4","s11gq5a","s11gq5b","s11gq5c","s11gq5d","s11gq6","s11gq7","s11gq7b","s11gq8a","s11gq8b","tracked_obs"
4,4,401,2,2106,40195,1,1,"YAM",1120,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40195,1,2,"MAIZE",1080,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40195,1,3,"CASSAVA",1020,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40197,1,1,"CASSAVA",1020,15,3,15,1987,0,12,2011,12,2012,2,,,3000,42,0
4,4,401,2,2106,40198,1,1,"YAM",1120,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40198,1,2,"MAIZE",1080,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40198,1,3,"COCOYAM",1040,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40198,1,4,"CASSAVA",1020,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40198,2,1,"YAM",1120,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40198,2,2,"MAIZE",1080,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40198,2,3,"COCOYAM",1040,0,,,,,,,,,,,,,,0
4,4,401,2,2106,40198,2,4,"CASSAVA",1020,0,,,,,,,,,,,,,,0
2,5,520,2,1756,50167,1,1,"G/CORN",1070,,,,,,,,,,2,,,,,0
2,5,520,2,1756,50167,1,2,"BEENI",2040,,,,,,,,,,2,,,,,0
2,5,520,2,1756,50167,1,3,"BEANS",1010,,,,,,,,,,2,,,,,0
5,6,602,2,1356,60004,1,1,"PLANTAIN",2170,100,3,50,2011,50,1,2012,1,2013,1,11,"FLOOD",2700,41,0
5,6,602,2,1356,60005,1,6,"PLANTAIN",2170,84,3,69,2011,15,1,2012,12,2013,1,11,"FLOOD",600,42,0
5,6,602,2,1356,60008,2,1,"PLANTAIN",2170,200,3,200,2012,200,12,2012,12,2013,1,11,"FLOOD",0,,0
5,6,602,2,1356,60009,1,1,"PLANTAIN",2170,510,3,510,2011,120,11,2012,12,2013,1,3,,91100,1,0
5,6,606,2,1372,60014,1,1,"PLANTAIN",2170,400,3,400,2011,200,11,2011,12,2012,1,3,,8000,42,0
5,6,606,2,1372,60015,1,1,"PLANTAIN",2170,750,3,850,2006,100,11,2011,12,2012,1,11,"FLOOD",18200,42,0
5,6,606,2,1372,60016,2,1,"PLANTAIN",2170,200,3,102,2010,20,11,2011,11,2012,1,11,,4600,42,0
5,6,606,2,1372,60016,6,1,"PLANTAIN",2170,25,3,15,2009,15,10,2011,12,2012,2,,,1000,42,0
5,6,606,2,1372,60016,6,4,"PAWPAW",3210,3,3,3,2010,0,5,2011,12,2012,2,,,600,25,0
5,6,606,2,1372,60017,1,4,"PLANTAIN",2170,400,3,500,2011,0,10,2011,10,2012,1,3,,8200,42,0
5,6,606,2,1372,60020,1,1,"PAWPAW",3210,5,3,5,2010,5,8,2011,12,2012,1,7,,3600,1,0
5,6,606,2,1372,60020,1,3,"PLANTAIN",2170,15,3,15,2010,80,11,2011,11,2012,1,7,,800,42,0
5,6,608,1,3978,60021,1,1,"PLANTAIN",2170,300,3,300,2011,50,1,2012,1,2013,1,11,"FLOODED",4000,42,0
5,6,608,1,3978,60021,2,1,"PLANTAIN",2170,250,3,250,2011,40,1,2012,1,2013,1,11,"FLOODED",3800,41,0
5,6,608,1,3978,60021,3,1,"PLANTAIN",2170,200,3,200,2011,50,1,2012,1,2013,1,11,"FLOODED",3000,41,0
5,6,608,1,3978,60021,4,1,"PLANTAIN",2170,220,3,150,2011,50,1,2012,1,2013,1,11,"FLOODED",3000,42,0
5,6,608,1,3978,60022,2,1,"PLANTAIN",2170,750,3,750,2009,55,10,2010,7,2012,1,11,"FLOOD",2600,42,0
5,6,608,1,3978,60022,4,1,"PLANTAIN",2170,600,3,600,2010,100,5,2012,8,2012,1,11,"FLOOD",2100,42,0
5,6,608,1,3978,60026,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,2
5,6,608,1,3978,60026,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,2
5,6,608,1,3978,60027,1,1,"PLANTAIN",2170,650,3,750,2011,90,11,2011,12,2012,1,11,"FLOODED",9000,42,0
5,6,608,1,3978,60027,2,1,"PLANTAIN",2170,700,3,780,2011,100,11,2011,12,2012,1,11,"FLOODED",11000,42,0
5,6,608,1,3978,60030,1,1,"PLANTAIN",2170,500,3,500,2011,0,10,2012,10,2013,1,11,"FLOOD",8400,42,0
5,6,608,1,3978,60030,2,1,"PLANTAIN",2170,400,3,400,2011,0,10,2012,10,2013,1,11,"FLOOD",9000,42,0
5,6,601,2,640,60048,1,1,"PLANTAIN",2170,30,3,30,2000,0,10,2011,10,2012,2,,,2300,1,0
5,6,605,2,162,60052,1,5,"BUTTER PEAR",3221,3,3,3,2005,0,,,,,,,,0,,0
5,6,605,2,162,60052,1,6,"NATIVE PEAR",3220,2,3,2,2006,0,,,,,,,,0,,0
5,6,605,2,162,60052,1,7,"MANGO",3160,4,3,4,2008,0,,,,,,,,0,,0
5,6,605,2,162,60052,1,8,"PAWPAW",3210,15,3,10,2010,0,1,2012,9,2012,2,,,4800,1,0
5,6,605,2,162,60052,1,9,"GUAVA",3090,2,3,2,2009,0,5,2012,9,2012,2,,,180,1,0
5,6,605,2,162,60052,1,10,"NATIVE APPLE",3010,1,3,1,2006,0,,,,,,,,0,,0
5,6,605,2,162,60052,1,11,"PLANTAIN",2170,60,3,30,2011,0,1,2012,9,2012,2,,,32250,1,0
5,6,605,2,162,60052,1,12,"BANANA",2030,50,3,50,2011,0,2,2012,8,2012,2,,,33800,1,0
5,6,605,2,162,60052,1,13,"ORANGE",3170,5,3,5,2010,0,,,,,,,,0,,0
5,6,605,2,162,60052,1,14,"COCONUT",3050,2,3,2,2009,0,,,,,,,,0,,0
5,6,605,2,162,60052,1,15,"PINEAPPLE",2160,50,3,50,2005,0,4,2012,7,2012,2,,,36800,1,0
1,7,705,2,4186,70021,6,1,"ORANGE (ORHARD)",3170,9000,3,320,1992,150,1,2012,9,2012,1,11,"LOW PRICE",15000,1,0
1,7,705,2,4186,70030,1,1,"SOYABEANS",2220,,,,,,,,,,,,,,,0
1,7,705,2,4186,70030,1,2,"ORANGE",3170,300,2,200,2000,0,3,2012,2,2012,2,,,750,1,0
1,7,705,2,4186,70030,2,1,"YAM",1120,,,,,,,,,,,,,,,0
1,7,705,2,4186,70030,3,1,"SOYABEANS",2220,,,,,,,,,,,,,,,0
1,7,705,2,4186,70030,3,2,"ORANGE",3170,850,2,25,2012,25,,,,,2,,,0,,0
1,7,710,2,2726,70056,3,1,"ORANGE FARM",3170,3600,2,100,1995,,3,2012,9,2012,2,,,2500,23,0
1,7,715,2,780,70140,3,1,"BANANA",2030,200,3,200,2011,0,,0,,0,2,,,0,,0
2,8,823,2,548,80176,1,1,"MILLET",1100,0,,,,,,,,,,,,,,0
5,9,903,2,48,90014,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,903,2,48,90014,2,1,"OIL PALM TREE",3180,6.80000019073486,6,585,1992,0,10,2011,9,2012,1,11,"PEST",40000,4,0
5,9,903,2,48,90014,3,1,"OIL PALM TREE",3180,7293.39990234375,7,350,1992,0,10,2011,9,2012,2,,,18000,4,0
5,9,903,2,48,90016,1,1,"OIL PALM TREE",3180,400,3,400,2000,0,1,2012,5,2012,2,,,15000,3,0
5,9,903,2,48,90016,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,903,2,48,90018,1,1,"PLANTAIN",2170,,,,,,,,,,,,,,,0
5,9,903,2,48,90018,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,903,2,48,90018,2,1,"OIL PALM",3180,450,3,450,2006,0,1,2012,5,2012,2,,,86000,3,0
5,9,903,2,48,90018,3,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,903,2,48,90018,3,2,"YAM",1120,,,,,,,,,,,,,,,0
5,9,903,2,48,90019,1,1,"PALM",3180,3000,3,30,1994,0,8,2011,9,2012,2,,,2000,3,0
5,9,917,1,1254,90033,1,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,917,1,1254,90033,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,917,1,1254,90033,1,3,"OKRO",2120,,,,,,,,,,,,,,,0
5,9,917,1,1254,90033,1,4,"MAIZE",1080,,,,,,,,,,,,,,,0
5,9,917,1,1254,90033,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,917,1,1254,90033,3,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,917,1,1254,90033,4,1,"PALM TREES",3183,250,3,250,2006,0,2,2012,6,,2,,,30000,3,0
5,9,901,2,398,90043,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,901,2,398,90043,2,1,"BUSH MAN GO TREE",3190,2,5,100,2011,0,,,,,1,2,,0,,0
5,9,901,2,398,90043,3,1,"OIL PALM TREE",3180,2,5,250,2011,0,,,,,1,2,,0,,0
5,9,910,2,200,90051,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,910,2,200,90051,2,1,"COCOA",3040,6002,6,999,1962,0,,,,,2,,,0,,0
5,9,910,2,200,90052,1,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,910,2,200,90052,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,910,2,200,90052,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,910,2,200,90052,3,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,910,2,200,90052,4,1,"COCOA",3040,2,6,999,1963,0,8,2012,10,2012,2,,,4000,1,0
5,9,910,2,200,90053,1,1,"COCOA",3040,4000,3,999,2012,999,,,,,2,,,0,,0
5,9,910,2,200,90053,1,2,"BANANA",2030,145,3,145,2012,145,,,,,2,,,0,,0
5,9,910,2,200,90053,1,3,"PLANTAIN",2170,130,3,130,2012,130,,,,,2,,,0,,0
5,9,910,2,200,90053,1,4,"ORANGE",3170,50,3,50,2012,50,,,,,2,,,0,,0
5,9,910,2,200,90053,1,5,"PEAR",3221,10,3,10,2012,10,,,,,2,,,0,,0
5,9,910,2,200,90053,1,6,"OGBONO",3190,11,3,11,2012,11,,,,,2,,,0,,0
5,9,910,2,200,90053,1,7,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,910,2,200,90053,1,8,"YAM",1120,,,,,,,,,,,,,,,0
5,9,910,2,200,90054,1,1,"COCOA",3040,2,5,999,1962,0,3,2012,8,2012,1,8,,6000,1,0
5,9,910,2,200,90056,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,910,2,200,90056,1,2,"COCOA",3040,2,5,999,1962,0,9,2012,12,2009,2,,,3000,1,0
5,9,910,2,200,90057,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,910,2,200,90057,1,2,"COCOA",3040,2000,3,999,1960,400,8,2012,10,2012,2,,,19500,1,0
5,9,910,2,200,90057,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,910,2,0,90058,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,1
5,9,910,2,0,90058,1,2,"YAM",1120,,,,,,,,,,,,,,,1
5,9,910,2,0,90058,2,1,"COCOA",3041,300,3,300,2012,300,,,,,2,,,,,1
5,9,910,2,0,90058,3,1,"CASSAVA",1020,,,,,,,,,,,,,,,1
5,9,910,2,0,90058,3,2,"YAM",1120,,,,,,,,,,,,,,,1
5,9,907,2,1446,90061,1,1,"COCOA TREE",3040,500,3,500,2012,500,,,,,2,,,0,,0
5,9,907,2,1446,90063,1,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90063,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,907,2,1446,90063,1,3,"OKRO",2120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90063,1,4,"PUMPKIN",2190,,,,,,,,,,,,,,,0
5,9,907,2,1446,90063,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,907,2,1446,90063,3,1,"COCOA",3040,500,3,500,1985,0,1,2012,9,2012,2,,,600,31,0
5,9,907,2,1446,90063,4,1,"COCOA",3040,1200,3,999,2003,0,1,2012,9,2012,2,,,1500,31,0
5,9,907,2,1446,90063,5,1,"PALM TREE",3180,50,3,50,1995,0,1,2012,9,2012,2,,,2000,92,0
5,9,907,2,1446,90064,1,1,"COCOA",3040,800,3,800,1998,0,1,2012,9,2012,2,,,0,,0
5,9,907,2,1446,90064,2,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90064,3,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,907,2,1446,90064,3,2,"OKRO",2120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90064,4,1,"COCOA",3040,2500,3,999,2005,0,1,2012,9,2012,2,,,0,,0
5,9,907,2,1446,90064,5,1,"COCOA",3040,1000,3,999,2009,0,1,2012,9,2012,2,,,0,,0
5,9,907,2,1446,90064,5,2,"BANANA",2030,5000,3,999,2009,0,1,2012,9,2012,2,,,0,,0
5,9,907,2,1446,90064,6,1,"COCOA",3040,800,3,800,2009,0,1,2012,9,2012,2,,,0,,0
5,9,907,2,1446,90064,6,2,"BANANA",2030,1500,3,999,2009,0,1,2012,9,2012,2,,,0,,0
5,9,907,2,1446,90065,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,907,2,1446,90065,1,2,"OKRO",2120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90065,2,1,"COCOA",3040,800,3,800,1999,0,1,2012,9,2012,2,,,600,31,0
5,9,907,2,1446,90065,3,1,"COCOA",3040,3000,3,999,2007,0,,,,,2,,,0,,0
5,9,907,2,1446,90065,3,2,"BANANA",2030,1500,3,999,2010,0,1,2012,9,2012,2,,,1500,42,0
5,9,907,2,1446,90065,4,1,"COCOA",3040,500,3,500,5012,500,,,,,2,,,0,,0
5,9,907,2,1446,90066,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,907,2,1446,90066,1,2,"YAM",1120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90066,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,907,2,1446,90066,2,2,"YAM",1120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90066,3,1,"COCOA",3042,1000,3,900,2011,300,,,,,2,,,0,,0
5,9,907,2,1446,90066,3,2,"BANANA",2030,500,3,500,2011,100,,,,,2,,,0,,0
5,9,907,2,1446,90066,4,1,"COCOA",3042,1000,3,900,2011,400,,,,,2,,,0,,0
5,9,907,2,1446,90066,4,2,"BANANA",2030,300,3,300,2011,100,,,,,2,,,0,,0
5,9,907,2,1446,90066,5,1,"COCOA",3042,1000,3,900,2011,300,,,,,2,,,0,,0
5,9,907,2,1446,90066,5,2,"BANANA",2030,200,3,200,2011,100,,,,,2,,,0,,0
5,9,907,2,1446,90067,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,907,2,1446,90067,1,2,"YAM",1120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90067,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,907,2,1446,90067,2,2,"YAM",1120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90067,2,3,"PLANTAIN",2170,500,3,500,2012,500,,,,,2,,,0,,0
5,9,907,2,1446,90067,3,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,907,2,1446,90067,3,2,"YAM",1120,,,,,,,,,,,,,,,0
5,9,907,2,1446,90067,3,3,"PLANTAIN",2170,400,3,400,2012,400,,,,,2,,,0,,0
5,9,907,2,1446,90067,3,4,"PALM",3180,400,3,400,2012,400,,,,,2,,,0,,0
5,9,916,2,1068,90089,1,1,"OIL PALM TREES",3180,300,3,300,2006,0,9,2012,10,2012,2,,,4000,3,0
5,9,916,2,1068,90089,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,1,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,1,2,"WATER YAM",1123,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,1,3,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,2,2,"YAM",1120,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,3,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,4,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,4,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,5,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,5,2,"CASSAVA.",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90112,5,3,"COCOA",3040,1600,3,160,2002,600,7,2011,8,2012,2,,,19500,1,0
5,9,914,2,1746,90113,1,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,914,2,1746,90113,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90113,2,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,914,2,1746,90113,2,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90113,3,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,914,2,1746,90113,3,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90113,4,1,"COCOA",3040,1,5,111,1973,0,1,2012,9,2012,2,,,2000,31,0
5,9,914,2,1746,90118,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90118,1,2,"PALM",3180,1,5,75,2011,25,,,,,2,,,0,,0
5,9,914,2,1746,90118,2,1,"COCOA",3040,150,3,150,2012,150,,,,,2,,,0,,0
5,9,914,2,1746,90118,2,2,"PLANTAIN",2170,100,3,100,2012,100,,,,,2,,,0,,0
5,9,914,2,1746,90118,2,3,"BANANA",2030,70,3,70,2012,70,,,,,2,,,0,,0
5,9,914,2,1746,90118,3,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90118,3,2,"MELON",1090,,,,,,,,,,,,,,,0
5,9,914,2,1746,90118,3,3,"CORN",1080,,,,,,,,,,,,,,,0
5,9,914,2,1746,90118,4,1,"YAM",1120,,,,,,,,,,,,,,,0
5,9,914,2,1746,90118,4,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90118,5,1,"PLANTAIN",2170,100,3,100,2012,100,,,,,2,,,0,,0
5,9,914,2,1746,90118,5,2,"BANANA",2030,90,3,90,2012,90,,,,,2,,,0,,0
5,9,914,2,1746,90118,5,3,"COCOA",3040,2,5,80,2012,80,,,,,2,,,0,,0
5,9,914,2,1746,90118,6,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
5,9,914,2,1746,90118,6,2,"YAM",1120,,,,,,,,,,,,,,,0
5,10,1008,2,1718,100048,3,1,"OIL PALM",3183,1,5,950,1993,100,9,2012,10,2012,1,11,"WORKER",95000,1,0
5,10,1010,2,20,100076,1,1,"PALM TREE",3180,4,4,50,2006,0,1,2012,,,2,,,30000,1,0
5,10,1010,2,20,100080,1,4,"PEAR (AVOCADO)",3221,1,4,4,2005,0,2,2012,5,2012,2,,,300,33,0
5,10,1018,1,634,100120,1,4,"COCA NUT",3050,,,1,2006,0,8,2012,11,2012,2,,,0,,0
4,11,1104,2,434,110086,2,2,"PALM TREE",3180,12,3,12,1998,0,4,2012,8,2012,2,,,2000,3,0
4,11,1109,2,672,110109,2,5,"OIL PALM TREE",3180,25,3,25,1990,0,4,2012,8,2012,1,2,,1000,8,0
4,11,1113,2,954,110117,1,2,"OIL PALM TREE",3180,150,3,150,2006,0,4,2012,9,2012,2,,,50000,1,0
5,12,1208,2,526,120045,1,1,"COCOA",3040,441,7,10,2000,0,1,2012,4,2012,2,,,200,32,0
5,12,1208,2,526,120045,1,2,"COCONUT",3050,397,7,9,1988,0,9,2012,12,2012,2,,,300,23,0
5,12,1208,2,526,120045,1,3,"KOLANUT",3110,132,7,3,1989,0,9,2011,1,2012,2,,,400,34,0
5,12,1208,2,526,120045,1,4,"PEA",3220,88,7,2,1989,0,1,2012,3,2012,2,,,300,34,0
5,12,1208,2,526,120045,1,5,"AGBONO",3190,529,7,12,2002,0,8,2012,11,2012,2,,,200,34,0
6,13,1310,1,1300,130006,1,2,"PLANTAIN",2170,20,3,20,2012,20,,,,,2,,,0,,0
6,13,1310,1,1300,130007,2,1,"COCOA",3040,1,5,999,1990,0,8,2011,5,2012,1,5,,6000,1,0
6,13,1310,1,1300,130007,2,2,"PLANTAIN",2170,150,3,150,2008,0,10,2011,6,2012,1,8,,7800,1,0
6,13,1310,1,1300,130007,2,3,"BANANA",2030,120,3,120,2008,0,12,2012,6,2012,1,8,,6200,1,0
6,13,1307,1,268,130025,1,1,"COCOA",3040,6,5,999,1997,0,8,2011,6,2012,2,,,1000,23,0
6,13,1307,1,268,130025,1,2,"ORANGE",3170,50,3,50,1997,0,7,2011,3,2012,2,,,200,23,0
6,13,1307,1,268,130025,2,4,"OIL PALM TREE",3180,2,5,999,2001,0,11,2011,4,2012,2,,,5000,93,0
6,13,1307,1,268,130025,3,1,"PLANTAIN",2170,500,1,150,2010,0,,,,,2,,,0,,0
6,13,1303,1,626,130034,1,1,"COCOA",3040,4,5,999,1989,0,8,2011,7,2012,2,,,25000,1,0
6,13,1303,1,626,130034,1,2,"PLANTAIN",2170,300,3,300,2004,0,10,2011,6,2012,2,,,200,82,0
6,13,1303,1,626,130034,2,1,"COCOA",3040,5,5,999,1991,0,8,2011,7,2012,2,,,30000,1,0
6,13,1303,1,626,130034,2,2,"PLANTAIN",2170,400,3,400,2006,0,10,2011,6,2012,2,,,300,82,0
6,13,1305,1,1232,130042,1,1,"COCOA",3040,6,5,999,1991,0,9,2011,3,2012,2,,,400,24,0
6,13,1305,1,1232,130042,1,2,"PLANTAIN",2170,450,3,450,2004,0,11,2011,6,2012,2,,,600,74,0
6,13,1305,1,1232,130048,1,1,"COCOA",3040,4,5,999,1982,0,10,2011,5,2012,2,,,500,24,0
6,13,1309,2,674,130051,1,1,"COCOA",3040,3,5,999,1989,0,10,2011,8,2012,2,,,47000,1,0
6,13,1309,2,674,130051,1,2,"PLANTAIN",2170,550,3,500,2000,0,11,2011,6,2012,2,,,16800,42,0
6,13,1309,2,674,130052,1,1,"COCOA",3040,2,5,999,1988,0,10,2011,7,2012,2,,,27500,1,0
6,13,1309,2,674,130052,1,2,"PLANTAIN",2170,300,3,300,2001,0,11,2011,6,2012,2,,,6400,42,0
6,13,1309,2,674,130052,2,1,"COCOA",3040,1,5,999,2010,0,,,,,2,,,0,,0
6,13,1309,2,674,130052,2,4,"PLANTAIN",2170,200,3,200,2010,0,,,,,2,,,0,,0
6,13,1309,2,674,130054,1,1,"COCOA",3040,3,5,999,1998,0,8,2011,7,2012,2,,,35000,1,0
6,13,1309,2,674,130054,1,2,"PLANTAINS",2170,600,3,300,2011,0,6,2011,5,2012,2,,,500,42,0
6,13,1309,2,674,130055,1,1,"PLANTAINS",2170,300,3,300,2010,0,,,,,2,,,8500,42,0
6,13,1309,2,674,130055,2,1,"COCOA",3040,2,5,999,1990,0,10,2011,6,2012,2,,,30000,1,0
6,13,1309,2,674,130055,2,2,"PLANTAINS",2170,600,3,500,2001,0,7,2011,5,2012,1,3,,0,,0
6,13,1309,2,674,130056,1,1,"COCOA",3040,0.5,5,999,1980,0,10,2011,7,2012,2,,,12000,1,0
6,13,1309,2,674,130056,1,2,"PLANTAIN",2170,150,3,150,2008,0,11,2011,5,2012,2,,,2500,42,0
6,13,1309,2,674,130056,2,1,"COCOA",3040,1,5,999,1982,0,10,2011,7,2012,2,,,18000,1,0
6,13,1309,2,674,130056,2,2,"PLANTAIN",2170,200,3,200,2008,0,11,2011,5,2012,2,,,6000,42,0
6,13,1309,2,674,130056,4,1,"COCOA",3040,0.759999990463257,5,999,1984,0,10,2011,7,2012,2,,,15000,1,0
6,13,1309,2,674,130056,4,2,"PLANTAIN",2170,300,3,300,2009,0,11,2011,7,2012,2,,,10000,42,0
6,13,1309,2,674,130056,5,1,"COCOA",3040,1000,1,150,1984,0,10,2011,7,2012,2,,,10000,1,0
6,13,1309,2,674,130057,1,1,"COCOA",3040,3,5,999,1994,0,10,2011,8,2012,2,,,36000,1,0
6,13,1309,2,674,130057,1,2,"PLANTAIN",2170,450,3,450,2000,0,11,2011,6,2012,2,,,15000,42,0
6,13,1309,2,674,130057,1,3,"OIL PALM TREE",3180,35,3,35,1982,0,9,2011,9,2012,2,,,400,92,0
6,13,1309,2,674,130058,1,1,"COCOA",3040,3000,1,999,1994,0,9,2011,7,2012,2,,,15000,1,0
6,13,1309,2,674,130060,1,1,"COCOA",3040,3000,1,999,2008,0,,,,,2,,,0,,0
6,13,1309,2,674,130060,1,2,"PLANTAINS",2170,150,3,150,2008,0,,,,,2,,,0,,0
6,13,1305,2,10,130064,1,1,"COCOA",3040,6,5,999,1984,0,9,2011,5,2012,2,,,500,24,0
6,13,1305,2,10,130064,1,2,"OIL PALM TREE",3180,200,3,200,1984,0,8,2011,7,2012,2,,,400,94,0
6,13,1301,1,0,130080,1,5,"BANANA",2030,800,3,800,2012,250,8,2011,7,2012,1,6,,400,81,0
6,13,1301,1,0,130080,1,6,"PLANTAIN",2170,400,3,400,2012,150,8,2011,6,2012,1,6,,200,81,0
4,14,1401,2,1116,140005,1,6,"PALM TREE",3180,2,3,2,1970,2,1,2011,6,2012,2,,,500,3,0
4,14,1401,2,1116,140007,1,4,"COCONUT",3050,1.5,4,2,2009,0,,0,,0,2,,,0,,0
4,14,1401,2,1116,140007,1,5,"PLANTAIN",2170,1.5,4,22,2012,22,,0,,0,2,,,0,,0
4,14,1401,2,1116,140008,1,3,"PALM TREE",3180,2,3,2,1950,0,,0,,0,2,,,0,,0
4,14,1401,2,1116,140008,1,4,"PLAINTAIN",2170,2,3,2,2007,0,,0,,0,2,,,0,,0
4,14,1407,2,68,140012,1,5,"OIL PALM TREE",3180,10,3,10,1962,0,2,2012,8,2012,2,,,2000,3,0
4,14,1407,2,68,140018,1,3,"OIL PALM TREE",3180,0.0299999993294477,3,3,1953,0,9,2012,9,2012,2,,,100,92,0
4,14,1407,2,68,140019,1,2,"OIL PALM TREE",3180,7,3,7,1935,0,3,2012,7,2012,2,,,300,91,0
4,14,1407,2,68,140020,2,5,"OIL PALM TREE",3180,3,3,3,1977,0,3,2012,7,2012,2,,,0,,0
4,14,1408,2,1996,140024,2,4,"OIL PALM TREE",3180,15,3,15,1948,0,6,2012,7,2012,2,,,5000,3,0
4,14,1408,2,1996,140024,2,5,"AGBONO TREE",3190,3,3,3,1970,0,4,2011,5,2012,2,,,0,,0
4,14,1408,2,1996,140024,2,6,"BANANA",2030,5,3,5,2001,0,,,,,2,,,,,0
4,14,1408,2,1996,140026,1,2,"BANANA",2030,1,3,1,1980,0,5,2012,7,2012,2,,,0,,0
4,14,1408,2,1996,140026,1,3,"MANGO",3160,1,3,1,1950,0,2,2012,4,2012,2,,,250,1,0
4,14,1408,2,1996,140026,1,4,"PALM TREE",3180,1,3,1,2000,0,,0,,0,2,,,0,,0
4,14,1408,2,1996,140026,2,2,"PALM TREE",3180,1,3,1,2000,0,,0,,0,2,,,300,26,0
4,14,1408,2,1996,140027,1,6,"OIL PALMP TREE",3180,17,3,17,1938,0,6,2012,8,2012,2,,,300,93,0
4,14,1408,2,1996,140027,1,7,"COCONUT",3050,1,3,1,1996,0,8,2011,2,2012,2,,,200,25,0
