"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11gq1a","s11gq1b","s11gq2","s11gq3","s11gq4","s11gq5a","s11gq5b","s11gq5c","s11gq5d","s11gq6","s11gq7","s11gq7b","s11gq8a","s11gq8b","tracked_obs"
4,14,1408,2,1996,140027,1,8,"AGBONO TREE",3180,5,3,5,1980,0,3,2011,6,2011,2,,,0,,0
4,14,1413,1,2578,140037,1,6,"BANANA",2030,16,3,16,2005,0,,0,,0,2,,,0,,0
4,14,1413,1,2578,140037,1,7,"PLANTAIN",2170,4,3,4,2005,0,,0,,0,2,,,0,,0
4,14,1413,1,2578,140038,1,7,"ORANGE",3170,1,3,1,1991,0,11,2011,1,2012,2,,,0,,0
4,14,1413,1,2578,140038,1,8,"PLANTAIN",2170,2,3,2,2001,0,,0,,,2,,,0,,0
4,14,1413,1,2578,140038,1,9,"BANANA",2030,1,3,1,2011,0,,0,,0,2,,,200,42,0
4,14,1413,1,2578,140038,1,10,"KOLANUT",3110,1,3,1,1987,0,5,2011,6,2011,2,,,0,,0
4,14,1413,1,2578,140040,1,4,"ORANGE",3170,0.5,4,2,1990,0,6,2012,9,2012,2,,,300,26,0
4,14,1413,1,2578,140040,1,5,"PLANTAIN",2170,0.5,4,5,2009,0,,,,,2,,,0,,0
4,14,1415,2,952,140042,1,3,"OIL PALM TREE",3180,7,3,7,1972,0,10,2012,9,2011,2,,,5000,3,0
4,14,1415,2,952,140042,1,4,"OGBONO (ORO SEED)",3190,2,2,2,2000,0,3,2012,8,2012,2,,,0,,0
4,14,1415,2,952,140042,1,5,"PEAR",3220,1,3,1,2007,0,,0,,,2,,,0,,0
4,14,1415,2,952,140042,2,3,"PEAR",3220,1,3,1,2007,0,,,,,2,,,,,0
4,14,1415,2,952,140042,2,4,"OIL PALN TREE",3180,4,3,4,2007,0,10,2011,9,2011,2,,,2000,3,0
4,14,1415,2,952,140043,1,6,"OIL PALM TREE",3180,10,3,10,1970,0,10,2011,9,2012,2,,,25000,3,0
4,14,1415,2,952,140045,1,3,"OIL PALM TREE",3180,1,4,5,1950,0,10,2011,3,2012,2,,,1000,3,0
4,14,1415,2,952,140045,1,4,"KOLANUT TREE",3110,1,4,2,1950,0,,0,,0,2,,,0,,0
4,14,1415,2,952,140045,1,5,"OGBONO TREE",3190,1,4,2,1950,0,,0,,0,2,,,0,,0
4,14,1415,2,952,140045,2,2,"KOLANUT TREE",3110,1,4,1,1950,0,3,2012,7,2012,2,,,800,26,0
4,14,1415,2,952,140046,1,3,"OIL PALM TREE",3180,1.20000004768372,4,3,1960,0,11,2011,3,2012,2,,,2000,3,0
4,14,1415,2,952,140046,2,3,"OIL PALM TREE",3180,0.5,4,2,1960,0,6,2012,10,2012,2,,,500,3,0
4,14,1415,2,952,140048,1,6,"PAWPAW",3210,1,4,2,2011,0,,0,,0,2,,,0,,0
4,14,1415,2,952,140048,2,2,"PLANTAIN",2170,1,4,4,1997,0,4,2012,5,2012,2,,,0,,0
4,14,1415,2,952,140048,2,3,"OIL PALM TREE",3180,1,4,5,1960,0,1,2012,2,2012,2,,,0,,0
4,14,1415,2,952,140048,4,4,"ORANGE",3170,0.5,4,1,2000,0,,0,,0,2,,,0,,0
4,14,1406,2,694,140061,1,5,"OIL PALM TREE",3180,1,3,1,1970,0,4,2012,4,2012,2,,,100,8,0
4,14,1406,2,694,140061,1,6,"COCONUT",3050,2,3,2,2000,0,,,,,2,,,,,0
4,14,1406,2,694,140062,1,3,"OIL PALM TREE",3180,7,3,7,1963,0,1,2012,4,2012,2,,,700,92,0
4,14,1406,2,694,140063,3,2,"OIL PALM TREE",3180,24,3,24,1965,0,3,2011,7,2012,2,,,1000,93,0
4,14,1406,2,694,140064,1,5,"OIL PALM TREE",3180,12,3,12,1962,0,3,2012,7,2012,2,,,15000,3,0
4,14,1406,2,694,140067,2,4,"PLANTAIN",2170,2.29999995231628,3,2,1999,0,7,2012,9,2012,2,,,17420,1,0
4,14,1406,2,694,140068,2,5,"PALM TREE",3180,4,3,4,1970,0,8,2011,12,2012,2,,,0,,0
4,14,1406,2,694,140070,2,3,"PLANTAIN",2170,4,3,4,2000,0,11,2011,2,2012,2,,,0,,0
4,14,1406,2,694,140070,2,4,"ORANGE",3170,2,3,3,1994,0,12,2011,1,2012,2,,,0,,0
4,14,1413,2,670,140072,1,3,"PALM TREE",3180,15,3,15,1952,0,5,2006,8,2012,2,,,6000,3,0
4,14,1413,2,670,140073,1,5,"PALM TREE",3180,1,4,4,1976,0,3,2011,7,2011,2,,,0,,0
4,14,1413,2,670,140073,2,3,"PLAINTAIN",2170,0.5,4,1,2006,0,,0,,0,2,,,0,,0
4,14,1413,2,670,140074,1,4,"PAWPAW",3210,10,3,10,2010,0,,0,,0,2,,,0,,0
4,14,1413,2,670,140074,1,5,"OIL PALM TREE",3180,1,3,1,1983,0,3,2011,8,2012,2,,,500,3,0
4,14,1413,2,670,140074,1,6,"ORANGE",3170,2,3,2,1983,0,10,2011,2,2012,2,,,200,24,0
4,14,1413,2,670,140074,1,7,"PLATAIN",2170,5,3,5,2004,0,,0,,0,2,,,100,28,0
4,14,1413,2,670,140074,1,8,"AVOCADP",3221,2,3,2,2006,0,6,2011,10,2012,2,,,,,0
4,14,1413,2,670,140076,4,2,"PAWPAW",3210,15,3,15,2011,0,,0,,0,2,,,0,,0
4,14,1413,2,670,140076,4,3,"OIL PALM TREE",3180,6,3,6,2009,0,,0,,0,2,,,0,,0
4,14,1413,2,670,140076,4,4,"AGBONA",3190,1,3,1,180,0,,0,,0,2,,,0,,0
4,14,1413,2,670,140077,1,5,"OIL PALM TREE",3180,6,3,6,2009,0,,0,,,2,,,0,,0
4,14,1413,2,670,140078,2,5,"ORANGE",3170,0.5,4,1,1999,0,,0,,0,2,,,0,,0
4,14,1413,2,670,140078,2,6,"PALM TREE",3180,0.5,4,1,1957,0,2,2012,3,2012,2,,,200,93,0
4,14,1413,2,670,140080,1,4,"ORANGE",3170,1,4,1,2000,0,,0,,0,2,,,0,,0
4,14,1413,2,670,140080,1,5,"PINEAPPLE",2160,1,4,6,2009,0,4,2012,4,2012,2,,,100,21,0
4,14,1413,2,670,140080,1,6,"PALM TREE",3180,1,4,1,1963,0,5,2012,6,2012,2,,,100,91,0
4,14,1410,2,236,140081,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,1
4,14,1410,2,236,140083,1,3,"OIL PALM TREE",3180,4,3,4,1981,4,12,2011,3,2012,2,,,1000,3,0
4,14,1410,2,236,140084,1,5,"PLANTAIN",2170,12,3,12,1999,0,7,2011,1,2012,2,,,300,43,0
4,14,1410,2,236,140090,1,3,"PLANTAIN",3180,0.600000023841858,4,3,1970,0,,0,,,2,,,0,,0
4,14,1408,2,968,140101,2,2,"OIL PALM TREE",3180,0.5,4,2,1979,0,,0,,0,2,,,0,,0
4,14,1408,2,968,140104,3,4,"OIL PALM TREE",3180,20,3,20,1960,0,6,2012,8,2012,2,,,100,93,0
4,14,1408,2,968,140104,3,5,"PEAR",3220,2,3,2,1986,0,7,2012,9,2012,2,,,100,25,0
4,14,1408,2,968,140104,3,6,"AVACADO PEAR",3221,1,3,1,2000,0,,0,,0,2,,,0,,0
4,14,1408,2,968,140105,3,3,"OIL PALM TREE",3180,15,3,15,1954,0,6,2012,8,2012,2,,,400,92,0
4,14,1408,2,968,140105,3,4,"OGBONO",3190,6,3,6,1981,0,3,2012,5,2012,2,,,200,25,0
4,14,1408,2,968,140105,3,5,"PINEAPPLE",2160,10,3,10,0,0,,0,,0,2,,,0,,0
4,14,1408,2,968,140105,3,6,"PEAR",3220,2,3,2,1988,0,6,2012,8,2012,2,,,100,25,0
4,14,1408,2,968,140105,3,7,"GUAVA",3090,1,3,1,1991,0,6,2012,8,2012,2,,,100,25,0
4,14,1408,2,968,140106,1,5,"OIL PALM TREE",3180,3,2,3,1950,0,3,2012,4,2012,2,,,0,,0
4,14,1408,2,968,140106,1,6,"ORANGE",3170,1,3,1,2005,0,,0,,0,2,,,0,,0
4,14,1408,2,968,140106,2,4,"PEAR",3220,1,3,1,1997,0,6,2012,7,2012,2,,,0,,0
4,14,1408,2,968,140106,2,5,"CASHEW",3020,1,3,1,1980,0,1,2012,1,2012,2,,,0,,0
4,14,1408,2,968,140106,2,6,"PINEAPPLE",2160,20,3,20,2000,0,1,2012,2,2012,2,,,0,,0
4,14,1408,2,968,140106,2,7,"OIL PALM TREE",3180,1,3,2,1950,0,3,2012,4,2012,2,,,0,,0
4,14,1408,2,968,140109,1,3,"OIL PALM TREE",3180,16,3,16,1980,0,3,2012,7,2012,2,,,10000,3,0
4,14,1408,2,968,140109,1,4,"PEAR",3220,1,3,1,2008,0,6,2012,9,2012,2,,,100,26,0
4,14,1408,2,968,140109,2,3,"BANANA",2030,3,3,3,2009,0,3,2012,7,2012,2,,,5000,3,0
4,14,1408,2,968,140109,2,4,"OIL PALM TREE",3180,1,3,1,2010,0,,,,,2,,,0,,0
4,14,1408,2,968,140109,2,5,"PINEAPPLE",2160,35,3,35,2010,35,,,,,2,,,0,,0
4,14,1408,2,968,140109,2,6,"APON",3190,4,3,4,1992,0,10,2011,,,2,,,0,,0
4,14,1408,2,968,140109,2,7,"LOLA",3110,1,3,1,1998,0,,,,,2,,,0,,0
4,14,1411,2,1066,140115,1,3,"PALM TREE",3180,4,3,4,2000,0,,0,,0,2,,,0,,0
4,14,1411,2,1066,140119,1,2,"PALM TREE",3180,1,4,6,1955,0,3,2011,8,2011,2,,,0,,0
4,14,1411,2,1066,140119,1,3,"PLAINTAIN",2170,1,4,4,2008,0,,0,,0,2,,,0,,0
4,14,1411,2,1066,140119,1,4,"COCONUT",3050,1,4,2,1955,0,7,0,,0,2,,,0,,0
4,14,1411,2,1066,140119,1,5,"PEAR",3220,1,4,2,1955,0,2,2012,5,2012,2,,,300,26,0
4,14,1416,2,2314,140124,1,3,"PALM TREE",3180,1,4,2,1940,0,4,2011,5,2011,2,,,0,,0
4,14,1416,2,2314,140126,1,4,"OIL PALM TREE",3180,3,4,3,1959,0,4,2012,5,2012,2,,,500,8,0
4,14,1416,2,2314,140128,2,2,"OIL PALM TREE",3180,1,4,999,1960,0,3,2012,7,2012,2,,,1000,42,0
4,14,1416,2,2314,140129,1,4,,3180,2,4,2,1960,,3,2012,,,1,5,,,,0
4,16,1610,2,1006,160011,2,5,"OIL PALM TREE",3180,80,3,8,1980,0,,,,,2,,,0,,0
4,16,1624,1,136,160018,3,3,"OIL PALM TREE",3180,60,3,6,1981,0,6,2012,8,2012,2,,,200,27,0
4,16,1624,1,136,160019,1,3,"OIL PALM TREE",3180,50,3,5,1970,0,3,2012,8,2012,2,,,200,26,0
4,16,1624,1,136,160019,2,3,"OIL PALM TREE",3180,70,3,7,1970,0,3,2012,8,2012,2,,,200,26,0
4,16,1622,2,18,160020,1,2,"OIL PALM TREE",3180,50,3,2,1980,0,7,2012,8,2012,2,,,100,26,0
4,16,1622,2,18,160023,1,5,"OIL PALM TREE",3180,50,3,5,1975,0,,,,,2,,,0,,0
4,16,1622,2,18,160023,2,5,"OIL PALM TREE",3180,70,3,7,1978,0,,,,,2,,,0,,0
4,16,1624,1,136,160024,2,5,"PEAR",3220,50,3,1,1980,0,8,2011,8,2012,2,,,300,25,0
4,16,1624,1,136,160025,1,5,"OIL PALM TREE",3180,50,3,5,1970,0,5,2012,6,2012,2,,,4500,42,0
4,16,1602,2,1576,160026,1,4,"OIL PALM TREE",3180,10,3,999,1970,0,4,2011,5,2012,2,,,4000,42,0
4,16,1602,2,1576,160026,2,4,"OIL PALM TREE",3180,10,3,999,1970,0,5,2011,6,2012,2,,,3500,42,0
4,16,1624,1,286,160028,1,5,"PALM TREE",3180,50,3,5,9999,0,1,2012,6,2012,2,,,400,8,0
4,16,1624,1,136,160033,2,4,"OIL PALM TREE",3180,50,3,4,1970,0,4,2011,5,2012,2,,,3000,42,0
4,16,1624,1,136,160036,1,4,"MANGO TREE",3160,50,3,3,9999,0,12,2012,12,2012,2,,,0,,0
4,16,1624,1,136,160036,1,5,"OIL BEAN",3200,50,3,2,9999,0,12,2012,12,2012,2,,,0,,0
4,16,1624,1,136,160041,2,4,"OIL PALM TREE",3180,60,3,6,1970,0,4,2011,5,2012,2,,,4000,42,0
4,16,1612,2,414,160046,1,4,"OIL PALM TREE",3180,100,3,7,9999,0,2,2012,6,2012,2,,,1800,42,0
4,16,1612,2,414,160047,1,3,"OIL PALM TREE",3180,50,3,999,9999,0,1,2012,7,2012,2,,,2500,42,0
4,16,1612,2,414,160047,2,4,"OIL PALM TREE",3180,50,3,999,9999,0,1,2012,7,2012,2,,,3500,42,0
4,16,1602,2,1576,160049,1,4,"OIL PALM TREE",3180,12,3,999,1975,0,4,2011,5,2012,2,,,3800,42,0
4,16,1602,2,1576,160049,2,4,"OIL PAL TREE",3180,10,3,999,1975,0,4,2011,6,2012,2,,,3500,42,0
4,16,1613,2,440,160056,4,5,"PALM TREE",3180,20,1,9,9999,0,3,2011,2,2012,2,,,400,26,0
4,16,1613,2,440,160057,1,5,"PLANTAIN",2170,3000,3,10,2000,0,9,2012,10,2012,2,,,2000,1,0
4,16,1613,2,440,160058,1,2,"CASSAVA",1020,2000,3,2,1999,0,8,2012,10,2012,2,,,0,,0
4,16,1613,2,440,160059,1,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1613,2,440,160059,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1613,2,440,160059,1,3,"COCOYAM",1040,,,,,,,,,,,,,,,0
4,16,1613,2,440,160059,1,4,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1613,2,440,160059,1,5,"ORANGE",3170,3000,3,3,1980,0,9,2012,10,2011,2,,,300,21,0
4,16,1613,2,440,160059,2,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1613,2,440,160059,2,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1613,2,440,160059,2,3,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1613,2,440,160059,2,4,"ORANGE",3170,2000,3,3,1980,0,9,2012,10,2012,2,,,200,21,0
4,16,1613,2,440,160060,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1613,2,440,160060,1,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1613,2,440,160060,1,3,"COCOYAM",1040,,,,,,,,,,,,,,,0
4,16,1613,2,440,160060,1,4,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1613,2,440,160060,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1613,2,440,160060,2,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1613,2,440,160060,2,3,"COCOYAM",1040,,,,,,,,,,,,,,,0
4,16,1613,2,440,160060,2,4,"OIL PALM TREE",3180,1200,3,9,1970,0,3,2012,5,2012,2,,,500,8,0
4,16,1616,2,296,160063,1,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1616,2,296,160063,1,2,"PUMPKIN",2193,,,,,,,,,,,,,,,0
4,16,1616,2,296,160063,1,3,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1616,2,296,160063,1,4,"MANGO",3160,51,3,1,2004,0,11,2011,3,2012,1,6,,200,31,0
4,16,1616,2,296,160063,1,5,"PEAR",3220,51,3,1,2002,0,2,2012,7,2012,1,6,,200,8,0
4,16,1616,2,296,160063,1,6,"BANANA",2030,58,3,8,2000,0,4,2012,10,2012,1,6,,0,,0
4,16,1616,2,296,160063,2,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1616,2,296,160063,2,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1616,2,296,160063,2,3,"PUMPKIN",2193,,,,,,,,,,,,,,,0
4,16,1616,2,296,160064,1,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1616,2,296,160064,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1616,2,296,160064,1,3,"PUMPKIN SEED",2193,,,,,,,,,,,,,,,0
4,16,1616,2,296,160064,1,4,"PALM OIL TREE",3180,13,1,3,2003,,3,2012,4,2012,2,,,400,3,0
4,16,1616,2,296,160064,2,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1616,2,296,160064,2,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1616,2,296,160064,3,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1616,2,296,160064,3,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1616,2,296,160064,3,3,"PUMPKIN SEED",2193,,,,,,,,,,,,,,,0
4,16,1616,2,296,160064,3,4,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1616,2,296,160066,3,3,"PALM TREE",3180,15,1,5,1985,,4,2012,5,2012,2,,,2000,3,0
4,16,1616,2,296,160069,1,5,"OIL PALM TREE",3180,2000,3,9,1970,0,4,2012,7,2012,2,,,900,1,0
4,16,1616,2,296,160069,3,3,"OIL PAL TREE",3180,2000,3,4,1970,0,4,2012,7,2012,2,,,400,1,0
4,16,1616,2,296,160070,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1616,2,296,160070,1,2,"OIL PALM TREE",3180,204,3,4,1970,0,4,2012,8,2012,2,,,500,4,0
4,16,1616,2,296,160070,2,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1616,2,296,160070,2,2,"OIL PALM TREE",3180,602,3,2,1970,0,4,2012,8,2012,2,,,200,4,0
4,16,1620,2,106,160071,1,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1620,2,106,160071,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160071,1,3,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160071,1,4,"PUMPKIN",2193,,,,,,,,,,,,,,,0
4,16,1620,2,106,160071,1,5,"PALM TREE",3180,60,3,7,9999,0,3,2011,3,2012,2,,,500,26,0
4,16,1620,2,106,160071,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160071,2,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160071,2,3,"PUMPKIN",2193,,,,,,,,,,,,,,,0
4,16,1620,2,106,160071,2,4,"PALM TREE",3180,80,3,8,9999,0,3,2012,3,2012,2,,,300,26,0
4,16,1620,2,106,160072,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160072,1,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160072,1,3,"PALM OIL TREE",3180,66,3,6,9999,0,3,2011,3,2012,2,,,400,26,0
4,16,1620,2,106,160072,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160072,2,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160072,2,3,"PALM OIL TREE",3180,60,3,9,9999,0,3,2011,3,2012,2,,,600,26,0
4,16,1620,2,106,160072,3,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1620,2,106,160072,3,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160072,3,3,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160072,3,4,"PUMPKIN",2193,,,,,,,,,,,,,,,0
4,16,1620,2,106,160072,3,5,"THREE LEAVE YAM",1124,,,,,,,,,,,,,,,0
4,16,1620,2,106,160074,1,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1620,2,106,160074,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160074,1,3,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160074,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160074,2,2,"PUMPKIN FRUIT",2192,,,,,,,,,,,,,,,0
4,16,1620,2,106,160074,2,3,"OIL PALM TREE",3180,2000,3,9,1972,0,4,2012,8,2012,2,,,200,71,0
4,16,1620,2,106,160075,1,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1620,2,106,160075,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160075,1,3,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160075,1,4,"PUMPKIN",2192,,,,,,,,,,,,,,,0
4,16,1620,2,106,160075,2,1,"COCOYAM",1040,,,,,,,,,,,,,,,0
4,16,1620,2,106,160075,2,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160075,2,3,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160075,2,4,"OIL PALM TREE",3180,1500,3,15,1969,0,4,2012,8,2012,2,,,800,71,0
4,16,1620,2,106,160078,1,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,1,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,2,1,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,2,2,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,2,3,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,3,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,3,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,3,3,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,4,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,4,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,4,3,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160078,4,4,"OIL PALM TREE",3180,301,3,5,1980,0,3,2012,4,2012,2,,,200,8,0
4,16,1620,2,106,160080,1,1,"YAM",1120,,,,,,,,,,,,,,,0
4,16,1620,2,106,160080,1,2,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1620,2,106,160080,1,3,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1620,2,106,160080,1,4,"OIL PALM TREE",3180,1950,3,5,1992,0,2,2012,4,2012,2,,,200,8,0
4,16,1601,2,954,160092,3,3,"PALM TREE",3180,54,3,4,1963,0,,,8,2003,2,,,300,91,0
4,16,1601,2,954,160092,3,4,"PEAR",3220,50,3,1,1970,0,,,11,2007,2,,,200,21,0
4,16,1601,2,954,160093,2,1,"BANANA",2030,75,3,15,2005,,,,,,2,,,0,,0
4,16,1601,2,954,160093,2,4,"PUMPKIN",2193,80,3,30,2006,,,,,,2,,,0,,0
4,16,1601,2,954,160093,3,4,"OKRA",2120,68,3,8,2005,,,,,,2,,,0,,0
4,16,1601,2,954,160094,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1601,2,954,160094,1,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1601,2,954,160097,1,3,"TREE CROP",3180,2,1,2,1936,0,3,2012,5,2012,2,,,400,3,0
4,16,1601,2,954,160097,2,3,"TREE CROPS",3180,6,5,6,1936,0,3,2012,5,2012,2,,,1000,3,0
4,16,1601,2,954,160097,3,3,"TREE CROPS",3180,6,5,6,1936,0,3,2012,5,2012,2,,,1000,3,0
4,16,1601,2,954,160097,4,3,"UKWA TREE",3200,2,5,2,1980,0,,,,,2,,,0,,0
4,16,1601,2,954,160100,1,3,"TREE CROPS",3180,7,5,7,1970,,,,,,2,,,400,3,0
4,16,1606,2,590,160101,1,3,"OIL PALM TREE",3180,50,3,4,1990,0,,,,,2,,,0,,0
4,16,1610,2,1006,160105,1,3,"PALM TREE",3180,70,3,3,9999,0,1,2012,4,2012,2,,,2500,1,0
4,16,1610,2,1006,160105,1,4,"OIL BEAN",3200,70,3,3,9999,0,3,2012,7,2012,2,,,200,8,0
4,16,1606,2,590,160107,1,3,"OIL PALM TREE",3180,50,3,999,1975,0,2,2012,6,2012,2,,,3500,42,0
4,16,1606,2,590,160107,2,3,"OIL PALM TREE",3180,50,3,999,1975,0,2,2012,6,2012,2,,,3500,42,0
4,16,1606,2,590,160108,2,4,"OIL PALM TREE",3180,50,3,999,1970,0,3,2012,5,2012,2,,,4000,42,0
4,16,1624,1,286,160110,1,4,"OIL PALM TREE",3180,50,3,999,1980,0,1,2012,6,2012,2,,,3500,42,0
4,16,1624,1,286,160110,2,3,"OIL PALM TREE",3180,50,3,999,1985,0,1,2012,6,2012,2,,,2500,42,0
4,16,1603,2,158,160111,1,3,"PALM TREE",3180,3900,3,5,1980,0,3,2012,4,2012,2,,,200,26,0
4,16,1603,2,158,160111,2,4,"PLANTAIN",2170,2000,3,3,1980,0,9,2012,10,2012,2,,,300,41,0
4,16,1603,2,158,160111,3,4,"OIL PALM TREE",3180,3400,3,4,1980,0,3,2012,4,2012,2,,,200,25,0
4,16,1624,1,286,160113,1,4,"OIL PALM TREE",3180,50,3,3,9999,0,2,2012,6,2012,2,,,1000,42,0
4,16,1610,2,1006,160114,1,4,"OIL PALM TREE",3180,50,3,6,1975,0,2,2012,6,2012,2,,,1500,42,0
4,16,1602,2,1576,160119,3,3,"OIL PALM TREE",3180,58,3,8,1981,0,7,2012,8,2012,2,,,200,72,0
4,16,1602,2,1576,160120,1,3,"OIL PAL TREE",3180,50,3,10,1975,0,8,2012,8,2012,2,,,300,32,0
4,16,1602,2,1576,160121,2,5,"OIL PALM TREE",3180,50,3,5,1989,0,6,2012,8,2012,2,,,300,26,0
4,16,1602,2,1576,160124,2,4,"OIL PALM TREE",3180,50,3,5,9999,0,2,2012,4,2012,2,,,200,8,0
4,16,1602,2,1576,160125,1,4,"OIL PALM TREE",3180,50,3,3,9999,0,8,2012,9,2012,2,,,3000,1,0
4,16,1624,1,286,160132,1,4,"OIL PALM TREE",3180,50,3,999,1970,0,2,2012,6,2012,2,,,2000,42,0
4,16,1605,2,180,160144,2,4,"PALM TREE",3180,20,1,8,1958,0,9,2011,3,2012,2,,,600,41,0
4,16,1605,2,180,160146,1,4,"OIL PALM TREE",3180,3000,3,5,1982,0,3,2012,10,2012,2,,,100,71,0
4,16,1605,2,180,160146,2,5,"OIL PALM TREE",3180,2900,3,7,1982,0,3,2012,10,2012,2,,,200,71,0
4,16,1605,2,180,160147,1,4,"OIL PALM TREE",3180,4000,3,2,1994,0,3,2012,10,2012,2,,,100,71,0
4,16,1605,2,180,160147,2,5,"OIL PALM TREE",3180,3200,3,8,1994,0,3,2012,10,2012,2,,,300,71,0
4,16,1605,2,180,160148,1,4,"OIL PALM TREE",3180,1500,3,2,1979,0,3,2012,9,2012,2,,,100,71,0
4,16,1605,2,180,160148,2,4,"OIL PALM TREE",3180,2300,3,3,1979,0,3,2012,9,2012,2,,,200,71,0
4,16,1605,2,180,160149,1,5,"OIL PALM TREE",3180,58,3,8,1990,,3,2012,4,2012,2,,,800,8,0
4,16,1605,2,180,160150,1,5,"OIL PALM TREE",3180,12,1,2,2002,2,4,2012,5,2012,2,,,400,8,0
4,16,1605,2,180,160151,1,4,"PLANTAIN",2170,15,1,5,2009,,,,8,2012,2,,,200,41,0
4,16,1605,2,180,160152,1,4,"OIL PALM TREE",3180,1260,3,3,1980,,3,2012,5,2012,2,,,100,8,0
4,16,1605,2,180,160152,2,2,"OIL PALM TREE",3180,1800,3,3,1980,,3,2012,5,2012,2,,,100,8,0
4,16,1603,2,158,160155,1,5,"PLANTAIN",2170,32,1,6,2000,0,1,2012,10,2012,2,,,500,42,0
4,16,1609,2,738,160157,1,5,"OIL PALM TREE",3180,50,3,3,1986,0,,,,,2,,,0,,0
4,16,1609,2,738,160158,1,5,"PEAR",3220,50,3,2,1998,0,6,2012,8,2012,1,10,,400,32,0
