"zone","state","lga","sector","ea","hhid","item_cd","s11ic2","s11iq1","s11iq2","s11iq3","s11iq4a","s11iq4b","s11iq5a","s11iq5b","s11iq6","s11iq7","s11iq8","s11iq9","s11iq10","s11iq11","s11iq12a","s11iq12b","s11iq13","s11iq14","s11iq15","s11iq16","s11iq17","s11iq18a","s11iq18b","s11iq19a","s11iq19b","s11iq20","s11iq21a","s11iq21b","s11iq21c","s11iq21d","s11iq22","s11iq23a","s11iq23b","s11iq24a","s11iq24b","s11iq24c"
5,9,914,2,1746,90119,114,,1,2,800,,,,,2,0,0,0,0,,,,0,0,0,0,,,,0,0,,,,,,0,,,,,
5,9,913,2,2266,90123,110,,1,3,5000,,,,,3,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,9,913,2,2266,90123,114,,1,8,800,,,,,3,5,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,9,913,2,2266,90124,110,,1,1,3000,1,,1,,0,0,0,0,1,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,9,913,2,2266,90126,110,,1,1,6000,1,2,1,2,1,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,9,913,2,2266,90126,114,,1,3,,1,2,1,2,5,0,0,0,0,,,,0,0,0,0,,,,0,2,2,,,,,0,,,,,
5,9,913,2,2266,90127,114,,1,2,600,1,2,1,2,0,0,2,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,9,913,2,2266,90129,114,,1,10,700,1,,1,,10,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,9,913,2,2266,90130,114,,1,8,800,1,,1,,8,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,2,,,,,
5,10,1014,2,80,100001,121,,1,500,150,1,,1,,500,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,2,,,,,
5,10,1014,2,80,100007,114,,1,4,700,2,,2,,3,5,0,0,1,200,"N4",,0,0,3,2,2000,"N5",,0,0,2,,,,,0,,,,,
5,10,1014,2,80,100008,110,,1,2,10000,1,,4,,3,0,0,0,1,1500,"N4",,0,0,0,0,,,,,2,1,11,1,,,0,,,,,
5,10,1014,2,80,100008,114,,1,11,700,1,,4,,14,6,0,0,2,400,"N5",,0,0,0,1,,,,,10,1,11,5,,,0,,,,,
5,10,1014,2,80,100008,115,,1,10,800,1,,4,,10,0,0,0,1,100,"N5",,0,0,0,1,1500,"N5",,0,0,1,1,7,,,0,,,,,
5,10,1014,2,80,100010,114,,1,6,500,1,,2,,4,2,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,10,1001,2,172,100013,110,,1,4,6000,1,,1,,2,2,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,2,,,,,
5,10,1001,2,172,100013,114,,1,6,500,1,,1,,2,4,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,2,,,,,
5,10,1001,2,172,100015,110,,1,6,10000,1,,1,2,4,2,0,0,0,,"N4",,0,,0,0,,,,0,0,2,,,,,6,"N5",,11,,
5,10,1001,2,172,100015,114,,1,3,900,1,,2,1,10,0,0,0,0,,"N4",,0,,2,3,2500,"N4",,0,2,2,,,,,0,,,,,
5,10,1001,2,172,100020,114,,1,6,1000,1,,1,,14,5,0,0,0,,,,2,0,7,2,1700,"N5",,2,0,2,,,,,0,,,,,
5,10,1007,1,1166,100023,114,,1,5,600,1,,,,2,4,0,0,0,0,,,1,0,0,0,0,,,0,0,2,,,,,2,,,,,
5,10,1007,1,1166,100024,113,,1,1,1000,2,,2,,1,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,10,1007,1,1166,100024,114,,1,1,500,1,,1,,1,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,10,1007,1,1166,100025,114,,1,2,600,1,,1,,0,0,0,0,2,800,"N3",,0,0,0,0,0,,,0,0,2,,,,,0,,,,,
5,10,1007,1,1166,100029,114,,1,33,300,1,,1,,18,15,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,10,1008,2,1314,100031,114,,1,15,500,1,,1,,10,10,,,,,,,,,,0,,,,0,5,2,,,,,2,,,,,
5,10,1008,2,1314,100032,114,,1,11,700,2,,2,,4,7,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,10,1008,2,1314,100035,114,,1,5,400,2,,2,,11,0,0,0,0,0,,,0,0,4,2,700,"N2",,0,0,2,,,,,0,,,,,
5,10,1008,2,1314,100036,114,,1,2,600,2,,2,,2,0,0,0,0,,,,0,0,0,0,,,,0,0,1,2,,,,5,,,,,
5,10,1008,2,1314,100037,114,,1,7,500,1,,1,,7,2,0,0,0,,,,0,0,0,0,,,,0,2,1,4,3,,,0,,,,,
5,10,1008,2,1718,100042,114,,1,5,500,1,,1,,2,0,0,0,3,750,"N1",,0,0,0,0,,,,0,0,2,,,,,2,,,,,
5,10,1008,2,1718,100043,114,,1,12,700,1,2,2,,8,8,0,0,0,,,,0,0,2,0,0,,,0,2,1,4,2,,,0,,,,,
5,10,1008,2,1718,100045,114,,1,3,400,1,,1,,3,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,10,1008,2,1718,100046,114,,1,13,700,2,,2,,8,8,0,0,0,,,,0,0,0,3,2100,"N5",,0,0,2,,,,,2,,,,,
5,10,1008,2,1718,100050,114,,1,1,400,2,,2,,1,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
5,10,1008,2,1718,100050,116,,1,2,1000,2,,2,,0,0,0,0,2,40,"N3",,0,0,0,0,,,,0,0,1,11,0,,,0,,,,,
5,10,1021,2,120,100055,114,,1,3,600,1,,1,,0,2,1,0,0,,,,0,0,0,0,,,,0,0,2,,,,,2,,,,,
5,10,1010,2,20,100075,114,,1,4,1200,1,,6,,1,,,,3,450,"N2","N3",,,,0,,,,0,0,2,,,,,0,,,,,
5,10,1005,2,1374,100083,114,"CHICKEN LOCAL",1,2,900,2,,2,,0,0,0,0,2,1000,"N2",,0,0,0,0,,,,,,2,,,,,0,,,,,
5,10,1018,1,634,100115,115,,1,100,800,1,,1,,100,0,0,0,0,,,,0,0,0,0,,,,,,2,,,,,100,"N1",,11,,
4,11,1112,2,1952,110011,110,,1,9,4000,1,,1,,7,4,0,0,1,4000,"N1",,0,0,3,0,,,,0,0,2,,,,,0,,,,,
4,11,1112,2,1952,110012,114,,1,9,800,1,2,1,2,7,4,0,0,1,800,"N2",,0,0,3,0,,,,0,0,2,,,,,0,,,,,
4,11,1112,2,1952,110013,114,,1,9,850,1,,1,,4,5,1,0,2,1550,"N1",,2,0,0,0,,,,0,1,2,,,,,0,,,,,
4,11,1112,2,1952,110014,114,,1,8,800,2,,2,3,6,3,0,0,1,800,"N3",,0,0,2,0,,,,0,0,2,,,,,0,,,,,
4,11,1112,2,1952,110015,114,,1,8,500,1,,1,,5,10,0,0,0,,,,0,0,0,3,1900,"N2",,3,1,2,,,,,0,,,,,
4,11,1112,2,1952,110016,110,,1,9,4500,1,,1,,3,7,0,0,0,,,,0,0,0,1,4500,"N1",,0,0,2,,,,,0,,,,,
4,11,1112,2,1952,110016,114,,1,18,800,2,,2,,12,27,0,0,0,,,,0,0,5,12,4800,"N1",,0,4,1,1,5,,,0,,,,,
4,11,1112,2,1952,110017,114,,1,13,800,1,,1,,12,5,0,0,3,,"N1",,1,0,5,1,800,,,0,0,2,,,,,0,,,,,
4,11,1112,2,1952,110018,114,,1,7,700,2,,2,,4,15,0,0,0,,,,0,0,6,2,700,"N1",,3,1,2,,,,,0,,,,,
4,11,1112,2,1952,110020,114,,1,9,500,2,,2,,7,4,0,0,1,400,"N1",,0,0,3,0,,,,0,0,2,,,,,0,,,,,
4,11,1112,2,78,110021,114,,1,14,750,2,,1,,5,10,1,0,3,,"N1",,0,0,2,3,2550,"N1",,0,0,2,,,,,0,,,,,
4,11,1112,2,78,110023,111,,1,6,5500,1,,1,,4,5,1,0,1,,"N1",,2,0,1,1,0,"N1",,0,1,2,,,,,0,,,,,
4,11,1112,2,78,110023,115,,1,8,600,2,,,2,3,8,1,0,1,,"N1",,1,0,2,1,0,"N1",,0,1,2,,,,,0,,,,,
4,11,1112,2,78,110024,110,,1,5,6000,1,,1,,3,6,0,0,5,,"N1",,2,0,5,0,,,,1,1,2,,,,,0,,,,,
4,11,1112,2,78,110024,114,,1,7,600,2,,2,,4,4,2,0,0,,"N1",,0,0,0,0,,,,0,3,2,,,,,0,,,,,
4,11,1112,2,78,110025,110,,1,1,3000,1,,1,,1,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
4,11,1112,2,78,110025,114,,1,7,800,1,,1,,7,10,0,0,0,,,,0,0,8,2,1600,"N1",,0,0,2,,,,,0,,,,,
4,11,1112,2,78,110026,110,,1,8,4000,1,,1,,8,5,1,1,2,8000,"N1",,0,0,5,1,16000,"N1",,1,2,2,,,,,0,,,,,
4,11,1112,2,78,110026,114,,1,6,800,1,,1,,9,3,1,0,3,2400,"N1",,3,2,2,1,2400,"N1",,2,0,2,,,,,0,,,,,
4,11,1112,2,78,110027,114,,1,5,800,1,,2,,5,5,0,0,0,,,,0,0,3,0,,,,0,2,2,,,,,2,,,,,
4,11,1112,2,78,110028,110,,1,5,4000,1,2,1,2,6,3,0,0,0,,,,0,0,3,0,,,,0,1,2,,,,,0,,,,,
4,11,1112,2,78,110028,114,,1,17,500,1,2,1,2,10,15,5,0,0,,,,0,0,10,0,,,,0,3,2,,,,,0,,,,,
4,11,1112,2,78,110029,110,,1,10,6000,1,,1,,9,4,1,0,2,1200,"N1",,3,0,2,0,,,,0,1,2,,,,,0,,,,,
4,11,1112,2,78,110029,114,,1,12,700,2,,2,,11,4,2,0,0,,,,0,0,3,2,2400,"N1",,0,0,2,,,,,0,,,,,
4,11,1112,2,78,110030,110,,1,5,4000,1,2,1,2,5,2,0,0,0,,,,0,0,1,1,4000,"N1",,0,0,2,,,,,0,,,,,
4,11,1112,2,78,110030,114,,1,8,800,1,2,1,2,8,3,0,0,0,,,,0,0,1,1,800,"N1",,0,1,2,,,,,0,,,,,
4,11,1110,2,714,110031,110,,1,8,4000,1,2,1,2,6,3,0,0,1,4000,"N1",,0,0,2,0,,,,0,0,2,,,,,0,,,,,
4,11,1110,2,714,110031,114,,1,8,800,1,2,1,2,6,4,0,0,1,400,"N1",,0,0,3,0,,,,0,0,2,,,,,0,,,,,
4,11,1110,2,714,110032,110,,1,6,5000,1,2,1,2,4,4,0,0,2,,,,0,0,4,0,,,,0,0,2,,,,,0,,,,,
4,11,1110,2,714,110032,114,,1,9,700,1,2,1,2,6,4,1,0,1,,,,0,0,3,0,,,,0,0,2,,,,,0,,,,,
4,11,1110,2,714,110033,114,,1,8,800,1,2,1,2,6,3,0,0,1,400,"N1",,0,0,2,0,,,,0,0,2,,,,,0,,,,,
4,11,1110,2,714,110034,114,,1,8,700,1,2,1,2,6,3,1,0,1,700,"N1",,0,0,3,0,,,,0,0,2,,,,,0,,,,,
4,11,1110,2,714,110035,114,,1,8,700,2,,2,,7,4,1,0,1,700,"N1",,0,0,3,0,,,,0,2,2,,,,,0,,,,,
4,11,1110,2,714,110036,114,,1,7,750,2,,2,,2,8,0,0,2,1200,"N2",,0,0,3,1,750,"N1",,0,1,,,,,,0,,,,,
4,11,1110,2,714,110037,110,,1,4,6000,1,,1,,4,3,0,0,1,,,,0,0,3,1,6000,"N1",,0,0,2,,,,,0,,,,,
4,11,1110,2,714,110037,114,,1,5,600,1,,1,,2,7,0,0,0,,,,0,0,0,1,600,"N1",,0,3,2,,,,,0,,,,,
4,11,1110,2,714,110038,110,,1,3,4200,1,,1,,4,2,0,0,2,4200,"N1",,2,0,1,0,,,,0,2,2,,,,,0,,,,,
4,11,1110,2,714,110039,110,,1,2,3500,1,,1,,3,1,0,0,0,,,,0,0,0,2,3500,"N1",,0,0,2,,,,,0,,,,,
4,11,1110,2,714,110039,114,,1,4,850,2,,2,,5,6,0,0,0,,,,0,0,4,2,850,"N2",,0,1,1,1,,,,0,,,,,
4,11,1110,2,2752,110041,114,,1,7,700,1,2,1,2,9,6,1,0,1,400,"N2",,0,0,4,3,2100,"N2",,0,3,2,,,,,0,,,,,
4,11,1110,2,2752,110043,114,,1,11,700,1,2,1,2,5,8,1,0,1,400,"N1",,0,0,2,1,700,"N1",,0,1,2,,,,,0,,,,,
4,11,1110,2,2752,110044,114,,1,9,700,1,2,1,2,4,10,1,0,1,200,"N1",,0,0,5,1,700,"N1",,0,1,2,,,,,0,,,,,
4,11,1110,2,2752,110045,114,,1,7,700,1,2,1,2,4,10,1,0,1,400,"N1",,1,0,3,3,2100,"N1",,0,2,2,,,,,0,,,,,
4,11,1110,2,2752,110047,110,,1,5,4000,1,,,1,4,3,0,0,0,,,,1,0,1,0,,,,0,0,2,,,,,0,,,,,
4,11,1110,2,2752,110047,114,,1,8,750,1,,,1,5,7,0,0,0,,,,0,0,3,0,,,,0,1,2,,,,,0,,,,,
4,11,1110,2,2752,110048,114,,1,5,600,2,,2,,5,3,0,0,0,,,,0,0,2,0,,,,0,1,2,,,,,0,,,,,
4,11,1110,2,2752,110049,105,,1,1,33000,1,,1,,2,0,1,0,0,,,,0,0,0,1,0,,,0,1,2,,,,,0,,,,,
4,11,1110,2,2752,110049,114,,1,17,700,2,,2,,17,16,0,0,0,,,,0,0,5,6,,"N4",,0,5,1,4,,,,0,,,,,
4,11,1110,2,2752,110050,110,,1,3,450,1,,1,,5,0,0,0,0,,,,0,0,0,2,,,,0,0,2,,,,,0,,,,,
4,11,1110,2,2752,110050,114,,1,13,700,2,,2,,12,8,0,0,0,,,,0,0,0,5,,,,0,2,2,,,,,0,,,,,
4,11,1108,2,492,110051,110,,1,6,5000,1,3,1,3,6,4,1,0,1,4000,"N1",,0,0,4,1,5000,"N1",,0,1,2,,,,,0,,,,,
4,11,1108,2,492,110059,112,,1,7,15000,1,,1,,7,0,0,0,0,,,,0,0,0,0,,,,0,0,,,,,,7,,,,,
4,11,1108,2,492,110059,113,,1,63,0,,,,,50,10,0,0,30,3000,"N3",,2,0,5,10,3000,"N3",,0,10,1,,3,,,8,,,,,
4,11,1105,2,100,110061,114,,1,5,700,1,2,1,2,4,6,0,0,0,,,,1,0,2,0,,,,0,2,2,,,,,0,,,,,
4,11,1105,2,100,110062,114,,1,8,700,1,3,1,3,4,14,0,0,0,,,,2,0,6,0,,,,0,2,2,,,,,0,,,,,
4,11,1105,2,100,110064,114,,1,9,700,1,2,1,2,6,8,1,0,1,200,"N1",,0,0,4,1,700,"N1",,0,2,2,,,,,0,,,,,
4,11,1105,2,100,110066,110,,1,8,6500,1,1,,,5,10,0,0,4,6500,,,4,0,5,0,,,,0,2,1,4,2,,,0,,,,,
4,11,1105,2,100,110066,114,,1,28,700,2,2,,,22,19,0,0,4,700,,,2,0,5,6,4200,"N1",,0,4,1,,5,,,0,,,,,
4,11,1105,2,100,110067,105,,1,8,50000,1,,1,,5,3,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
4,11,1105,2,100,110067,110,,1,8,5000,1,,1,,6,4,2,0,0,,,,0,0,1,0,,,,,3,2,,,,,0,,,,,
4,11,1105,2,100,110067,111,,1,6,4000,1,,1,,3,8,1,0,2,4000,,,0,0,2,3,4000,,,1,2,2,,,,,0,,,,,
4,11,1105,2,100,110067,114,,1,20,750,1,,1,,15,15,5,0,0,,,,0,0,10,0,,,,0,5,2,,,,,0,,,,,
4,11,1105,2,100,110068,110,,1,6,4500,1,,1,,5,4,0,0,2,4500,"N1",,1,0,3,0,,,,0,1,1,,,,,2,"N1",,,,
4,11,1105,2,100,110068,114,,1,6,700,1,,1,,5,6,0,0,0,,,,0,0,3,1,,,,,1,,,,,,0,,,,,
4,11,1106,2,446,110072,114,,1,0,700,,,,,6,14,0,0,0,,,,1,0,6,0,,,,0,2,2,,,,,0,,,,,
4,11,1106,2,446,110073,110,,1,7,4000,1,2,1,2,5,4,0,0,1,4000,"N1",,0,0,1,1,5000,"N1",,0,1,2,,,,,0,,,,,
4,11,1106,2,446,110073,114,,1,11,700,1,2,1,2,6,8,1,0,1,200,"N1",,1,0,2,0,200,,,0,2,2,,,,,0,,,,,
4,11,1106,2,446,110074,114,,1,10,700,1,2,1,2,6,10,0,0,1,400,"N1",,1,0,4,0,,,,0,2,2,,,,,0,,,,,
4,11,1106,2,446,110075,114,,1,11,700,1,2,1,2,8,5,0,0,3,700,,,0,0,3,0,,,,0,2,2,,,,,0,,,,,
4,11,1106,2,446,110078,110,,1,1,4500,,,,,1,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
4,11,1106,2,446,110078,114,,1,4,750,,,,,4,7,0,0,0,,,,0,0,3,2,1500,"N2",,,2,2,,,,,0,,,,,
4,11,1104,2,434,110081,110,,1,8,4000,1,2,1,2,6,9,0,0,1,4000,"N1",,1,0,5,0,,,,0,2,2,,,,,0,,,,,
4,11,1104,2,434,110081,114,,1,10,700,1,2,1,2,7,12,1,0,0,,,,2,0,6,0,,,,0,2,2,,,,,0,,,,,
4,11,1104,2,434,110082,112,,1,6,3000,1,2,1,2,2,8,0,0,0,,,,1,0,2,0,,,,0,1,2,,,,,0,,,,,
4,11,1104,2,434,110082,114,,1,4,700,1,2,1,2,3,7,0,0,0,,,,1,0,3,0,,,,0,2,2,,,,,0,,,,,
4,11,1104,2,434,110083,114,,1,5,700,2,,2,,6,8,0,0,0,,,,0,0,3,3,1400,"N1",,,3,2,,,,,0,,,,,
4,11,1104,2,434,110084,114,,1,2,,1,,1,,2,5,0,0,1,400,"N1",,1,0,3,1,700,"N1",,0,1,2,,,,,0,,,,,
4,11,1104,2,434,110085,105,,1,9,40000,1,2,1,2,2,8,0,0,5,40000,,,0,0,1,4,46000,,,0,1,2,,,,,0,,,,,
4,11,1104,2,434,110085,110,,1,7,4000,1,2,1,2,3,7,1,0,1,4500,,,2,0,1,0,,,,0,2,2,,,,,0,,,,,
4,11,1104,2,434,110085,112,,1,3,3000,1,2,1,2,2,5,1,0,0,,,,1,0,1,0,,,,0,3,2,,,,,0,,,,,
4,11,1104,2,434,110085,114,,1,0,3000,1,2,1,2,2,15,2,0,0,,,,4,0,7,0,,,,0,4,2,,,,,0,,,,,
4,11,1104,2,434,110086,110,,1,5,5500,1,,1,,1,4,0,0,5,6000,,,1,0,0,2,6000,,,0,2,2,,,,,0,,,,,
4,11,1104,2,434,110086,114,,1,4,750,2,,2,,2,11,0,0,0,,,,1,0,3,3,2250,"N1",,0,2,2,,,,,0,,,,,
4,11,1104,2,434,110087,114,,1,6,700,2,,2,,3,12,2,0,0,,,,0,0,4,3,2100,"N1",,0,4,2,,,,,0,,,,,
4,11,1104,2,434,110088,114,,1,4,700,2,,2,,3,6,0,0,0,,,,0,0,2,1,700,"N1",,0,2,2,,,,,2,,,,,
4,11,1104,2,434,110090,114,,1,3,700,1,,1,,7,5,0,0,0,,,,0,0,5,2,1400,"N2",,0,2,2,,,,,0,,,,,
4,11,1107,2,1034,110091,110,,1,4,4500,1,,1,,3,2,0,0,0,,,,0,0,0,1,4800,"N2",,0,0,2,,,,,2,,,,,
4,11,1107,2,1034,110091,114,,1,10,650,2,,2,,8,10,0,0,0,,,,0,0,4,2,1300,"N2",,,2,2,,,,,2,,,,,
4,11,1107,2,1034,110092,114,,1,19,700,2,,2,,14,20,0,0,0,,,,0,0,5,7,4900,"N1",,,3,2,,,,,2,,,,,
4,11,1107,2,1034,110093,110,,1,5,4500,,,,,3,2,0,0,0,,,,0,0,0,0,,,,0,0,,,,,,2,,,,,
4,11,1107,2,1034,110093,114,,1,10,750,,,,,4,8,0,0,0,,,,0,0,0,0,,,,0,2,,,,,,2,,,,,
4,11,1107,2,1034,110094,114,,1,4,650,2,,,,2,7,0,0,0,,,,0,0,2,2,1300,"N2",,,1,2,,,,,2,,,,,
4,11,1107,2,1034,110095,110,,1,6,6500,1,,1,,4,6,0,0,0,,,,0,0,0,3,13000,"N2",,,1,2,,,,,0,,,,,
4,11,1107,2,1034,110095,114,,1,14,750,2,,2,,12,19,0,0,0,,,,2,0,5,6,4500,"N2",,,4,2,,,,,0,,,,,
4,11,1107,2,1034,110096,110,,1,8,4500,1,2,1,2,6,10,0,0,0,,,,2,0,4,0,,,,0,2,2,,,,,0,,,,,
4,11,1107,2,1034,110096,114,,1,6,700,1,2,1,2,4,8,0,0,0,,,,0,0,3,1,700,"N1",,0,2,2,,,,,0,,,,,
4,11,1107,2,1034,110097,114,,1,5,700,1,2,1,2,9,6,0,0,1,,,,1,0,4,3,2100,"N2",,0,3,2,,,,,0,,,,,
4,11,1107,2,1034,110098,114,,1,5,700,1,2,,,2,9,0,0,0,,,,0,0,3,2,1400,"N2",,0,1,2,,,,,0,,,,,
4,11,1107,2,1034,110099,110,,1,6,4500,1,2,1,2,3,6,0,0,0,,,,0,0,1,1,5000,"N1",,0,1,2,,,,,0,,,,,
4,11,1107,2,1034,110099,114,,1,5,700,1,2,1,2,4,10,0,0,0,,,,0,0,5,2,1400,"N1",,0,2,2,,,,,0,,,,,
4,11,1107,2,1034,110100,114,,1,4,0,1,2,1,2,3,7,0,0,1,0,,,1,0,2,2,1400,"N1",,0,2,2,,,,,0,,,,,
4,11,1109,2,672,110101,114,,1,6,0,,,,,3,8,0,0,0,,,,1,0,2,0,,,,0,2,2,,,,,0,,,,,
4,11,1109,2,672,110102,114,,1,5,700,1,2,1,2,3,6,0,0,0,,,,0,0,2,0,,,,0,2,2,,,,,0,,,,,
4,11,1109,2,672,110103,114,,1,7,700,1,2,1,2,5,8,0,0,0,,,,1,0,3,0,,,,0,2,2,,,,,0,,,,,
4,11,1109,2,672,110105,114,,1,6,700,1,2,1,2,4,6,0,0,0,,,,0,0,2,1,700,"N1",,0,1,2,,,,,0,,,,,
4,11,1109,2,672,110106,114,,1,5,700,2,,2,,9,0,0,0,0,,,,0,0,2,0,,,,0,2,2,,,,,2,,,,,
4,11,1109,2,672,110107,114,,1,20,800,2,,2,,12,25,2,0,0,,,,1,0,7,8,6400,"N1",,,3,2,,,,,0,,,,,
4,11,1109,2,672,110108,114,,1,10,700,1,,1,,10,8,0,0,2,1400,"N1",,0,0,5,3,2000,"N1",,0,2,2,,,,,2,,,,,
4,11,1109,2,672,110109,110,,1,10,4800,1,2,1,2,6,10,0,0,0,,,,0,0,3,2,9600,"N1",,0,1,2,,,,,2,,,,,
4,11,1109,2,672,110109,114,,1,15,700,1,2,1,2,7,18,0,0,0,,,,0,0,5,3,2100,"N1",,0,2,2,,,,,2,,,,,
4,11,1109,2,672,110110,110,,1,6,5500,1,,1,,4,4,0,0,0,,,,0,0,0,2,11000,"N1",,,0,2,,,,,0,,,,,
4,11,1109,2,672,110110,114,,1,21,750,2,,2,,15,22,1,0,0,,,,0,0,5,9,6750,"N1",,0,3,2,,,,,0,,,,,
4,11,1113,2,954,110111,110,,1,4,400,1,,1,,2,2,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
4,11,1113,2,954,110111,114,,1,25,700,2,,2,,12,28,0,0,0,,,,0,0,5,6,4200,"N1",,0,4,2,,,,,0,,,,,
4,11,1113,2,954,110112,114,,1,11,700,1,3,1,3,6,10,0,0,0,,,,0,0,3,0,,,,0,2,2,,,,,0,,,,,
4,11,1113,2,954,110114,110,,1,6,4500,1,2,1,2,4,5,0,0,0,,,,1,0,1,0,,,,0,1,2,,,,,0,,,,,
4,11,1113,2,954,110114,114,,1,9,700,1,2,1,2,5,8,0,0,0,,,,0,0,2,0,,,,0,2,2,,,,,0,,,,,
4,11,1113,2,954,110115,110,,1,5,5000,1,2,1,2,2,3,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,2,,,,,
4,11,1113,2,954,110115,114,,1,6,650,2,,,2,4,9,0,0,0,,,,1,0,4,1,650,"N1",,0,1,2,,,,,2,,,,,
4,11,1113,2,954,110116,110,,1,3,5000,2,,2,,2,1,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,0,,,,,
4,11,1113,2,954,110116,114,,1,8,700,2,,2,,6,12,0,0,0,,,,1,0,5,2,1400,"N1",,0,2,2,,,,,0,,,,,
4,11,1113,2,954,110117,110,,1,8,5000,1,2,1,2,4,8,0,0,0,,,,1,0,2,0,,,,0,1,2,,,,,0,,,,,
4,11,1113,2,954,110117,111,,1,5,4500,1,2,1,2,10,5,0,0,0,,,,2,0,4,2,2600,"N1",,0,2,2,,,,,2,,,,,
4,11,1113,2,954,110117,114,,1,10,650,1,2,1,2,5,15,0,0,0,,,,1,0,5,2,1300,"N1",,0,2,2,,,,,2,,,,,
4,11,1113,2,954,110118,110,,1,11,4500,1,2,1,2,4,10,0,0,5,15000,"N1",,0,0,5,2,15000,,,0,1,2,,,,,0,,,,,
4,11,1113,2,954,110118,114,,1,6,700,1,2,1,2,3,8,0,0,0,,,,0,0,3,0,,,,0,2,2,,,,,0,,,,,
4,11,1113,2,954,110119,114,,1,3,700,1,2,1,2,2,6,0,0,0,,,,0,0,3,0,,,,0,2,2,,,,,0,,,,,
4,11,1113,2,954,110120,114,,1,7,700,1,2,1,2,5,9,0,0,0,,,,0,0,3,2,1400,"N1",,0,2,2,,,,,0,,,,,
4,11,1102,2,936,110122,114,,1,6,700,1,3,1,3,3,8,0,0,0,,,,0,0,3,0,,,,0,2,2,,,,,0,,,,,
4,11,1102,2,936,110123,110,,1,11,4000,1,,,,10,5,0,0,3,12000,"N1",,1,0,3,1,12000,"N1",,0,2,2,,,,,0,,,,,
4,11,1102,2,936,110123,114,,1,10,1400,1,,,,8,6,0,0,2,1400,"N1",,1,0,2,1,1400,"N1",,0,2,2,,,,,0,,,,,
4,11,1102,2,936,110127,114,,1,11,600,1,,1,,10,5,0,0,2,1200,"N1",,1,0,3,1,600,"N1",,0,1,2,,,,,0,,,,,
4,11,1102,2,936,110129,114,,1,17,700,1,2,1,2,12,6,0,0,2,1400,"N1",,0,0,1,0,,,,0,2,2,,,,,2,,,,,
4,11,1101,2,154,110131,110,,1,5,4000,1,3,1,3,3,7,0,0,0,,,,0,0,4,0,,,,0,1,2,,,,,0,,,,,
4,11,1101,2,154,110131,114,,1,10,700,1,3,1,3,5,10,0,0,0,,,,0,0,3,0,,,,0,2,2,,,,,0,,,,,
4,11,1101,2,154,110132,110,,1,8,4000,1,3,1,3,6,5,0,0,0,,,,0,0,2,0,,,,0,1,2,,,,,0,,,,,
4,11,1101,2,154,110132,114,,1,9,700,1,3,1,3,5,9,0,0,0,,,,0,0,3,0,,,,0,2,2,,,,,2,,,,,
4,11,1101,2,154,110133,110,,1,8,4000,1,2,1,2,7,5,0,0,0,,,,0,0,2,1,4500,,,0,1,2,,,,,2,,,,,
4,11,1101,2,154,110133,115,,1,16,700,1,2,1,2,7,13,0,0,0,,,,0,0,2,0,,,,0,2,2,,,,,0,,,,,
4,11,1101,2,154,110134,110,,1,4,45000,1,2,1,2,2,4,0,0,0,,,,0,0,1,0,,,,0,1,2,,,,,0,,,,,
4,11,1101,2,154,110134,114,,1,7,700,1,2,1,2,4,9,0,0,0,,,,0,0,4,0,,,,0,2,2,,,,,0,,,,,
4,11,1101,2,154,110135,110,,1,7,4500,1,3,1,3,5,6,0,0,0,,,,0,0,3,0,,,,0,1,2,,,,,0,,,,,
4,11,1101,2,154,110135,114,,1,10,700,1,3,1,3,6,10,0,0,0,,,,0,0,4,0,,,,0,2,2,,,,,0,,,,,
4,11,1101,2,154,110136,110,,1,5,5000,1,,1,,3,4,0,0,0,,,,0,0,0,2,10000,"N2",,0,0,2,,,,,0,,,,,
