"zone","state","lga","sector","ea","hhid","network_cd","s12q2","s12q2b","s12q3"
5,9,915,1,1390,90029,"N1",2,,1
5,9,917,1,1254,90031,"N1",10,,3
5,9,917,1,1254,90031,"N2",10,,3
5,9,917,1,1254,90032,"N1",2,,3
5,9,917,1,1254,90032,"N2",1,,3
5,9,917,1,1254,90033,"N1",1,,1
5,9,917,1,1254,90035,"N1",9,,1
5,9,917,1,1254,90035,"N2",9,,1
5,9,917,1,1254,90035,"N3",9,,1
5,9,917,1,1254,90036,"N1",2,,3
5,9,917,1,1254,90036,"N2",9,,1
5,9,917,1,1254,90037,"N1",15,,1
5,9,917,1,1254,90037,"N2",2,,1
5,9,917,1,1254,90037,"N3",2,,1
5,9,901,2,398,90042,"N1",9,,1
5,9,901,2,398,90043,"N1",1,,1
5,9,901,2,398,90043,"N2",31,"PRIVATE FARMER)",4
5,9,901,2,398,90044,"N1",9,,1
5,9,901,2,398,90046,"N1",2,,1
5,9,901,2,398,90046,"N2",9,,2
5,9,901,2,398,90046,"N3",30,,1
5,9,901,2,398,90047,"N1",25,,2
5,9,901,2,398,90047,"N2",2,,1
5,9,910,2,200,90051,"N1",13,,5
5,9,910,2,200,90051,"N2",15,,1
5,9,910,2,200,90052,"N1",15,,4
5,9,910,2,200,90055,"N1",9,,2
5,9,910,2,200,90055,"N2",10,,1
5,9,910,2,200,90057,"N1",10,,4
5,9,910,2,200,90057,"N2",10,,4
5,9,910,2,200,90057,"N3",10,,4
5,9,910,2,200,90058,"N1",10,,2
5,9,910,2,200,90059,"N1",2,,1
5,9,910,2,200,90060,"N1",1,,1
5,9,910,2,200,90060,"N2",1,,1
5,9,907,2,1446,90063,"N1",15,,4
5,9,907,2,1446,90063,"N2",10,,1
5,9,907,2,1446,90064,"N1",9,,3
5,9,907,2,1446,90064,"N2",1,,1
5,9,907,2,1446,90064,"N3",2,,1
5,9,907,2,1446,90064,"N4",2,,1
5,9,907,2,1446,90065,"N1",1,,1
5,9,907,2,1446,90066,"N1",9,,4
5,9,907,2,1446,90066,"N2",2,,2
5,9,907,2,1446,90066,"N3",2,,1
5,9,907,2,1446,90067,"N1",2,,1
5,9,907,2,1446,90067,"N2",2,,1
5,9,907,2,1446,90067,"N3",1,,1
5,9,907,2,1446,90068,"N1",9,,4
5,9,907,2,1446,90069,"N1",1,,2
5,9,912,2,102,90071,"N1",1,,4
5,9,912,2,102,90071,"N2",9,,1
5,9,912,2,102,90071,"N3",1,,1
5,9,912,2,102,90071,"N4",1,,1
5,9,912,2,102,90071,"N5",15,,4
5,9,912,2,102,90071,"N6",2,,1
5,9,912,2,102,90071,"N7",2,,1
5,9,912,2,102,90071,"N8",2,,1
5,9,912,2,102,90072,"N1",12,,4
5,9,912,2,102,90072,"N2",12,,4
5,9,912,2,102,90072,"N3",1,,1
5,9,912,2,102,90072,"N4",1,,1
5,9,912,2,102,90074,"N1",12,,3
5,9,912,2,102,90074,"N2",1,,1
5,9,912,2,102,90074,"N3",1,,1
5,9,912,2,102,90074,"N4",25,,4
5,9,912,2,102,90074,"N5",12,,3
5,9,912,2,102,90074,"N6",12,,3
5,9,912,2,102,90075,"N1",2,,1
5,9,912,2,102,90076,"N1",9,,2
5,9,912,2,102,90076,"N2",25,,3
5,9,912,2,102,90076,"N3",10,,1
5,9,912,2,102,90078,"N1",13,,4
5,9,912,2,102,90079,"N1",9,,2
5,9,912,2,102,90079,"N2",9,,2
5,9,912,2,102,90079,"N3",9,,2
5,9,912,2,102,90079,"N4",2,,1
5,9,912,2,102,90079,"N5",2,,1
5,9,912,2,102,90080,"N1",2,,1
5,9,912,2,102,90080,"N2",2,,2
5,9,912,2,102,90080,"N3",2,,2
5,9,916,2,1068,90081,"N1",10,,1
5,9,916,2,1068,90082,"N1",10,,1
5,9,916,2,1068,90082,"N2",1,,1
5,9,916,2,1068,90082,"N3",7,,2
5,9,916,2,1068,90082,"N4",13,,5
5,9,916,2,1068,90082,"N5",22,,6
5,9,916,2,1068,90082,"N6",9,,1
5,9,916,2,1068,90083,"N1",10,,1
5,9,916,2,1068,90083,"N2",10,,1
5,9,916,2,1068,90084,"N1",2,,4
5,9,916,2,1068,90084,"N2",9,,1
5,9,916,2,1068,90084,"N3",9,,1
5,9,916,2,1068,90085,"N1",6,,1
5,9,916,2,1068,90086,"N1",2,,1
5,9,916,2,1068,90086,"N2",2,,1
5,9,916,2,1068,90086,"N3",6,,2
5,9,916,2,1068,90086,"N4",9,,1
5,9,916,2,1068,90086,"N5",2,,1
5,9,916,2,1068,90087,"N1",2,,1
5,9,916,2,1068,90087,"N2",12,,7
5,9,916,2,1068,90088,"N1",2,,1
5,9,916,2,1068,90088,"N2",2,,1
5,9,916,2,1068,90089,"N1",2,,1
5,9,916,2,1068,90089,"N2",2,,1
5,9,916,2,1068,90089,"N3",2,,1
5,9,916,2,1068,90089,"N4",10,,2
5,9,918,2,834,90091,"N1",10,,1
5,9,918,2,834,90091,"N2",13,,5
5,9,918,2,834,90091,"N3",13,,5
5,9,918,2,834,90092,"N1",10,,1
5,9,918,2,834,90092,"N2",13,,4
5,9,918,2,834,90092,"N3",9,,1
5,9,918,2,834,90092,"N4",28,,1
5,9,918,2,834,90093,"N1",8,,1
5,9,918,2,834,90093,"N2",9,,1
5,9,918,2,834,90093,"N3",9,,1
5,9,918,2,834,90093,"N4",9,,1
5,9,918,2,834,90094,"N1",9,,1
5,9,918,2,834,90094,"N2",2,,1
5,9,918,2,834,90095,"N1",9,,1
5,9,918,2,834,90095,"N2",9,,1
5,9,918,2,834,90096,"N1",9,,1
5,9,918,2,834,90096,"N2",2,,1
5,9,918,2,834,90096,"N3",2,,1
5,9,918,2,834,90096,"N4",8,,2
5,9,918,2,834,90096,"N5",1,,4
5,9,918,2,834,90096,"N6",2,,4
5,9,918,2,834,90096,"N7",8,,1
5,9,918,2,834,90097,"N1",1,,1
5,9,918,2,834,90098,"N1",1,,4
5,9,918,2,834,90098,"N2",12,,2
5,9,918,2,834,90099,"N1",9,,2
5,9,918,2,834,90099,"N2",9,,2
5,9,918,2,834,90099,"N3",9,,1
5,9,918,2,834,90100,"N1",7,,2
5,9,918,2,834,90100,"N2",1,,1
5,9,918,2,834,90100,"N3",2,,1
5,9,918,2,834,90100,"N4",2,,1
5,9,918,2,834,90100,"N5",2,,1
5,9,918,2,834,90100,"N6",7,,1
5,9,905,2,978,90101,"N1",2,,1
5,9,905,2,978,90101,"N2",2,,1
5,9,905,2,978,90101,"N3",9,,4
5,9,905,2,978,90102,"N1",9,,2
5,9,905,2,978,90102,"N2",17,,5
5,9,905,2,978,90102,"N3",9,,2
5,9,905,2,978,90102,"N4",2,,1
5,9,905,2,978,90103,"N1",9,,1
5,9,905,2,978,90103,"N2",17,,5
5,9,905,2,978,90103,"N3",9,,2
5,9,905,2,978,90104,"N1",9,,1
5,9,905,2,978,90106,"N1",9,,2
5,9,905,2,978,90106,"N2",1,,1
5,9,905,2,978,90106,"N3",2,,1
5,9,905,2,978,90106,"N4",2,,1
5,9,905,2,978,90107,"N1",2,,1
5,9,905,2,978,90108,"N1",2,,1
5,9,905,2,978,90108,"N2",12,,2
5,9,905,2,978,90109,"N1",12,,2
5,9,905,2,978,90110,"N1",9,,2
5,9,905,2,978,90110,"N2",9,,2
5,9,914,2,1746,90111,"N1",9,,2
5,9,914,2,1746,90112,"N1",12,,5
5,9,914,2,1746,90112,"N2",8,,1
5,9,914,2,1746,90113,"N1",12,,5
5,9,914,2,1746,90113,"N2",8,,1
5,9,914,2,1746,90115,"N1",,,
5,9,914,2,1746,90116,"N1",12,,5
5,9,914,2,1746,90117,"N1",2,,1
5,9,914,2,1746,90117,"N2",1,,1
5,9,914,2,1746,90117,"N3",1,,1
5,9,914,2,1746,90117,"N4",1,,1
5,9,914,2,1746,90117,"N5",2,,1
5,9,914,2,1746,90118,"N1",10,,1
5,9,914,2,1746,90118,"N2",15,,2
5,9,914,2,1746,90118,"N3",15,,2
5,9,914,2,1746,90118,"N4",2,,2
5,9,914,2,1746,90118,"N5",9,,1
5,9,914,2,1746,90118,"N6",9,,1
5,9,914,2,1746,90119,"N1",2,,1
5,9,914,2,1746,90120,"N1",2,,1
5,9,914,2,1746,90120,"N2",2,,1
5,9,913,2,2266,90121,"N1",12,,7
5,9,913,2,2266,90121,"N2",9,,7
5,9,913,2,2266,90122,"N1",9,,7
5,9,913,2,2266,90124,"N1",12,,5
5,9,913,2,2266,90124,"N2",9,,2
5,9,913,2,2266,90126,"N1",10,,2
5,9,913,2,2266,90126,"N2",10,,2
5,9,913,2,2266,90126,"N3",10,,2
5,9,913,2,2266,90127,"N1",10,,2
5,9,913,2,2266,90127,"N2",10,,2
5,9,913,2,2266,90127,"N3",10,,2
5,9,913,2,2266,90128,"N1",17,,5
5,9,913,2,2266,90128,"N2",2,,2
5,9,913,2,2266,90129,"N1",15,,2
5,9,913,2,2266,90129,"N2",15,,2
5,9,913,2,2266,90129,"N3",2,,2
5,9,913,2,2266,90130,"N1",2,,1
5,9,913,2,2266,90130,"N2",2,,2
5,10,1014,2,80,100002,"N1",13,,7
5,10,1014,2,80,100002,"N2",9,,1
5,10,1014,2,80,100004,"N1",12,,5
5,10,1014,2,80,100005,"N1",12,,7
5,10,1014,2,80,100006,"N1",9,,1
5,10,1014,2,80,100006,"N2",9,,1
5,10,1014,2,80,100007,"N1",7,,1
5,10,1014,2,80,100007,"N2",9,,1
5,10,1014,2,80,100007,"N3",9,,1
5,10,1014,2,80,100007,"N4",9,,1
5,10,1014,2,80,100007,"N5",9,,1
5,10,1014,2,80,100008,"N1",9,,1
5,10,1014,2,80,100008,"N2",1,,1
5,10,1014,2,80,100008,"N3",9,,1
5,10,1014,2,80,100008,"N4",12,,7
5,10,1014,2,80,100008,"N5",9,,1
5,10,1014,2,80,100008,"N6",1,,1
5,10,1014,2,80,100009,"N1",1,,5
5,10,1014,2,80,100010,"N1",12,,5
5,10,1001,2,172,100014,"N1",31,,1
5,10,1001,2,172,100015,"N1",12,,4
5,10,1001,2,172,100015,"N2",9,,4
5,10,1001,2,172,100015,"N3",2,,3
5,10,1001,2,172,100015,"N4",9,,3
5,10,1001,2,172,100015,"N5",28,,5
5,10,1001,2,172,100017,"N1",1,,3
5,10,1001,2,172,100020,"N1",2,,2
5,10,1001,2,172,100020,"N2",9,,1
5,10,1001,2,172,100020,"N3",10,,1
5,10,1001,2,172,100020,"N4",10,,1
5,10,1001,2,172,100020,"N5",10,,2
5,10,1007,1,1166,100021,"N1",9,,3
5,10,1007,1,1166,100021,"N2",9,,3
5,10,1007,1,1166,100021,"N3",9,,4
5,10,1007,1,1166,100021,"N4",9,,3
5,10,1007,1,1166,100021,"N5",12,,4
5,10,1007,1,1166,100023,"N1",9,,1
5,10,1007,1,1166,100023,"N2",9,,1
5,10,1007,1,1166,100023,"N3",9,,1
5,10,1007,1,1166,100024,"N1",11,,1
5,10,1007,1,1166,100024,"N2",2,,1
5,10,1007,1,1166,100025,"N1",9,,1
5,10,1007,1,1166,100025,"N2",9,,2
5,10,1007,1,1166,100025,"N3",9,,2
5,10,1007,1,1166,100026,"N1",1,,3
5,10,1007,1,1166,100026,"N2",9,,3
5,10,1007,1,1166,100029,"N1",11,,1
5,10,1007,1,1166,100029,"N2",2,,1
5,10,1007,1,1166,100030,"N1",2,,1
5,10,1008,2,1314,100031,"N1",1,,1
5,10,1008,2,1314,100031,"N2",9,,1
5,10,1008,2,1314,100032,"N1",9,,3
5,10,1008,2,1314,100033,"N1",9,,2
5,10,1008,2,1314,100034,"N1",9,,3
5,10,1008,2,1314,100034,"N2",9,,1
5,10,1008,2,1314,100035,"N1",9,,3
5,10,1008,2,1314,100035,"N2",2,,3
5,10,1008,2,1314,100036,"N1",8,,1
5,10,1008,2,1314,100036,"N2",10,,2
5,10,1008,2,1314,100037,"N1",11,,1
5,10,1008,2,1314,100038,"N1",9,,3
5,10,1008,2,1314,100038,"N2",2,,3
5,10,1008,2,1314,100039,"N1",10,,2
5,10,1008,2,1314,100039,"N2",9,,2
5,10,1008,2,1314,100040,"N1",9,,3
5,10,1008,2,1718,100042,"N1",9,,1
5,10,1008,2,1718,100043,"N1",9,,1
5,10,1008,2,1718,100043,"N2",13,,4
5,10,1008,2,1718,100043,"N3",2,,2
5,10,1008,2,1718,100043,"N4",31,"OWNED FUND",1
5,10,1008,2,1718,100043,"N5",15,,5
5,10,1008,2,1718,100044,"N1",1,,3
5,10,1008,2,1718,100044,"N2",9,,3
5,10,1008,2,1718,100045,"N1",9,,3
5,10,1008,2,1718,100045,"N2",2,,1
5,10,1008,2,1718,100046,"N1",9,,1
5,10,1008,2,1718,100046,"N2",10,,2
5,10,1008,2,1718,100046,"N3",9,,2
5,10,1008,2,1718,100046,"N4",10,,2
5,10,1008,2,1718,100046,"N5",9,,1
5,10,1008,2,1718,100047,"N1",9,,3
5,10,1008,2,1718,100047,"N2",2,,3
5,10,1008,2,1718,100047,"N3",9,,3
5,10,1008,2,1718,100047,"N4",9,,3
5,10,1008,2,1718,100047,"N5",9,,3
5,10,1008,2,1718,100048,"N1",9,,3
5,10,1008,2,1718,100050,"N1",9,,3
5,10,1008,2,1718,100050,"N2",1,,3
5,10,1008,2,1718,100050,"N3",9,,3
5,10,1021,2,120,100055,"N1",9,,2
5,10,1021,2,120,100056,"N1",11,,4
5,10,1021,2,120,100056,"N2",12,,4
5,10,1021,2,120,100056,"N3",2,,3
5,10,1010,2,20,100075,"N1",10,,1
5,10,1010,2,20,100075,"N2",7,,3
5,10,1010,2,20,100075,"N3",7,,3
5,10,1005,2,1374,100082,"N1",2,,1
5,10,1005,2,1374,100083,"N1",9,,1
5,10,1005,2,1374,100083,"N2",2,,1
5,10,1005,2,1374,100083,"N3",7,,1
5,10,1005,1,662,100093,"N1",12,,3
5,10,1005,1,662,100093,"N2",12,,3
5,10,1005,1,662,100093,"N3",12,,3
5,10,1005,1,662,100094,"N1",9,,3
5,10,1018,2,898,100106,"N1",15,,2
5,10,1018,1,634,100115,"N1",31,"SELF",1
5,10,1020,1,38,100127,"N1",2,,1
5,10,1020,1,38,100127,"N2",7,,1
4,11,1112,2,1952,110011,"N1",9,,1
4,11,1112,2,1952,110011,"N2",9,,1
4,11,1112,2,1952,110011,"N3",9,,1
4,11,1112,2,1952,110012,"N1",12,,5
4,11,1112,2,1952,110012,"N2",9,,1
4,11,1112,2,1952,110012,"N3",9,,1
4,11,1112,2,1952,110013,"N1",1,,2
4,11,1112,2,1952,110013,"N2",1,,2
4,11,1112,2,1952,110013,"N3",9,,2
4,11,1112,2,1952,110013,"N4",9,,2
4,11,1112,2,1952,110013,"N5",9,,2
4,11,1112,2,1952,110014,"N1",9,,1
4,11,1112,2,1952,110014,"N2",9,,1
4,11,1112,2,1952,110014,"N3",9,,1
4,11,1112,2,1952,110015,"N1",12,,2
4,11,1112,2,1952,110015,"N2",9,,2
4,11,1112,2,1952,110015,"N3",9,,2
4,11,1112,2,1952,110015,"N4",9,,2
4,11,1112,2,1952,110016,"N1",9,,1
4,11,1112,2,1952,110016,"N2",9,,3
4,11,1112,2,1952,110017,"N1",1,,1
4,11,1112,2,1952,110017,"N2",1,,1
4,11,1112,2,1952,110018,"N1",9,,1
4,11,1112,2,1952,110020,"N1",1,,1
4,11,1112,2,78,110021,"N1",9,,1
4,11,1112,2,78,110022,"N1",12,,2
4,11,1112,2,78,110022,"N2",12,,2
4,11,1112,2,78,110023,"N1",9,,2
4,11,1112,2,78,110024,"N1",9,,2
4,11,1112,2,78,110024,"N2",1,,1
4,11,1112,2,78,110025,"N1",9,,1
4,11,1112,2,78,110026,"N1",9,,1
4,11,1112,2,78,110027,"N1",9,,1
4,11,1112,2,78,110027,"N2",9,,3
4,11,1112,2,78,110028,"N1",9,,1
4,11,1112,2,78,110029,"N1",9,,2
4,11,1112,2,78,110029,"N2",1,,1
4,11,1112,2,78,110030,"N1",9,,1
4,11,1110,2,714,110031,"N1",9,,1
4,11,1110,2,714,110032,"N1",9,,1
4,11,1110,2,714,110033,"N1",9,,1
4,11,1110,2,714,110034,"N1",9,,1
4,11,1110,2,714,110035,"N1",9,,1
4,11,1110,2,714,110036,"N1",12,,1
4,11,1110,2,714,110036,"N2",12,,1
4,11,1110,2,714,110037,"N1",9,,1
4,11,1110,2,714,110038,"N1",9,,1
4,11,1110,2,714,110039,"N1",9,,1
4,11,1110,2,714,110039,"N2",9,,1
4,11,1110,2,714,110040,"N1",12,,1
4,11,1110,2,2752,110041,"N1",12,,5
4,11,1110,2,2752,110041,"N2",9,,2
4,11,1110,2,2752,110041,"N3",9,,8
4,11,1110,2,2752,110042,"N1",9,,2
4,11,1110,2,2752,110043,"N1",9,,2
4,11,1110,2,2752,110044,"N1",9,,2
4,11,1110,2,2752,110045,"N1",9,,2
4,11,1110,2,2752,110045,"N2",12,,5
4,11,1110,2,2752,110046,"N1",9,,1
4,11,1110,2,2752,110047,"N1",9,,3
4,11,1110,2,2752,110047,"N2",9,,3
4,11,1110,2,2752,110048,"N1",9,,1
4,11,1110,2,2752,110049,"N1",12,,5
4,11,1110,2,2752,110049,"N2",1,,1
4,11,1110,2,2752,110049,"N3",9,,8
4,11,1110,2,2752,110049,"N4",9,,2
4,11,1110,2,2752,110050,"N1",9,,2
4,11,1108,2,492,110051,"N1",9,,2
4,11,1108,2,492,110053,"N1",9,,2
4,11,1108,2,492,110055,"N1",9,,2
4,11,1108,2,492,110057,"N1",9,,2
4,11,1108,2,492,110059,"N1",1,,1
4,11,1108,2,492,110059,"N2",9,,1
4,11,1108,2,492,110059,"N3",1,,3
4,11,1105,2,100,110061,"N1",9,,2
4,11,1105,2,100,110062,"N1",9,,1
4,11,1105,2,100,110063,"N1",9,,2
4,11,1105,2,100,110064,"N1",9,,2
4,11,1105,2,100,110065,"N1",9,,2
4,11,1105,2,100,110066,"N1",9,,2
4,11,1105,2,100,110067,"N1",9,,2
4,11,1105,2,100,110068,"N1",9,,2
4,11,1105,2,100,110069,"N1",12,,3
4,11,1105,2,100,110070,"N1",9,,2
4,11,1106,2,446,110071,"N1",9,,1
4,11,1106,2,446,110072,"N1",9,,2
4,11,1106,2,446,110073,"N1",9,,2
4,11,1106,2,446,110074,"N1",9,,2
4,11,1106,2,446,110075,"N1",9,,2
4,11,1106,2,446,110076,"N1",9,,2
4,11,1106,2,446,110077,"N1",9,,1
4,11,1106,2,446,110078,"N1",12,,2
4,11,1106,2,446,110078,"N2",9,,1
4,11,1106,2,446,110079,"N1",12,,1
4,11,1104,2,434,110081,"N1",9,,2
4,11,1104,2,434,110082,"N1",9,,2
4,11,1104,2,434,110083,"N1",9,,2
4,11,1104,2,434,110084,"N1",9,,2
4,11,1104,2,434,110085,"N1",9,,2
4,11,1104,2,434,110086,"N1",9,,2
4,11,1104,2,434,110087,"N1",9,,2
4,11,1104,2,434,110088,"N1",9,,2
4,11,1104,2,434,110089,"N1",9,,2
4,11,1104,2,434,110090,"N1",2,,1
4,11,1104,2,434,110090,"N2",9,,2
4,11,1107,2,1034,110091,"N1",12,,2
4,11,1107,2,1034,110091,"N2",9,,2
4,11,1107,2,1034,110092,"N1",9,,2
4,11,1107,2,1034,110093,"N1",12,,9
4,11,1107,2,1034,110093,"N2",9,,1
4,11,1107,2,1034,110094,"N1",12,,9
4,11,1107,2,1034,110094,"N2",9,,2
4,11,1107,2,1034,110095,"N1",12,,3
4,11,1107,2,1034,110095,"N2",9,,9
4,11,1107,2,1034,110096,"N1",9,,2
4,11,1107,2,1034,110097,"N1",12,,5
4,11,1107,2,1034,110097,"N2",9,,2
4,11,1107,2,1034,110098,"N1",12,,5
4,11,1107,2,1034,110098,"N2",9,,1
4,11,1107,2,1034,110099,"N1",9,,2
4,11,1107,2,1034,110100,"N1",12,,5
4,11,1107,2,1034,110100,"N2",9,,2
4,11,1109,2,672,110101,"N1",9,,1
4,11,1109,2,672,110102,"N1",9,,1
4,11,1109,2,672,110103,"N1",9,,1
4,11,1109,2,672,110105,"N1",9,,1
4,11,1109,2,672,110106,"N1",9,,1
4,11,1109,2,672,110107,"N1",9,,1
4,11,1109,2,672,110108,"N1",9,,1
4,11,1109,2,672,110109,"N1",9,,1
4,11,1109,2,672,110110,"N1",9,,1
4,11,1113,2,954,110111,"N1",9,,1
4,11,1113,2,954,110112,"N1",9,,1
4,11,1113,2,954,110113,"N1",9,,1
4,11,1113,2,954,110114,"N1",9,,1
4,11,1113,2,954,110115,"N1",9,,1
4,11,1113,2,954,110116,"N1",9,,1
4,11,1113,2,954,110117,"N1",9,,1
4,11,1113,2,954,110118,"N1",9,,1
4,11,1113,2,954,110119,"N1",9,,1
4,11,1113,2,954,110120,"N1",9,,1
4,11,1102,2,936,110121,"N1",9,,1
4,11,1102,2,936,110122,"N1",9,,1
4,11,1102,2,936,110123,"N1",9,,1
4,11,1102,2,936,110124,"N1",9,,1
4,11,1102,2,936,110125,"N1",17,,2
4,11,1102,2,936,110125,"N2",9,,1
4,11,1102,2,936,110126,"N1",9,,1
4,11,1102,2,936,110127,"N1",9,,1
4,11,1102,2,936,110128,"N1",9,,1
4,11,1102,2,936,110129,"N1",9,,1
4,11,1102,2,936,110130,"N1",9,,1
4,11,1101,2,154,110131,"N1",12,,5
4,11,1101,2,154,110131,"N2",9,,1
4,11,1101,2,154,110132,"N1",9,,1
4,11,1101,2,154,110133,"N1",9,,1
4,11,1101,2,154,110134,"N1",9,,1
4,11,1101,2,154,110135,"N1",12,,5
4,11,1101,2,154,110135,"N2",9,,1
4,11,1101,2,154,110136,"N1",12,,9
4,11,1101,2,154,110136,"N2",9,,2
4,11,1101,2,154,110137,"N1",9,,2
4,11,1101,2,154,110138,"N1",9,,1
4,11,1101,2,154,110139,"N1",12,,5
5,12,1211,1,2856,120005,"N1",9,,2
5,12,1211,1,2856,120007,"N1",9,,3
5,12,1211,1,2856,120009,"N1",2,,3
5,12,1212,1,1392,120033,"N12",12,,5
5,12,1208,2,526,120041,"N1",12,,2
5,12,1208,2,526,120041,"N2",9,,1
5,12,1208,2,526,120045,"N1",13,,2
5,12,1208,2,526,120045,"N2",13,,2
5,12,1208,2,526,120045,"N3",12,,2
5,12,1208,2,526,120045,"N4",2,,1
5,12,1208,2,526,120046,"N1",11,,1
5,12,1208,2,526,120046,"N2",9,,2
5,12,1208,2,526,120046,"N3",7,,2
5,12,1208,2,526,120047,"N1",1,,1
5,12,1208,2,526,120048,"N1",9,,1
5,12,1208,2,526,120049,"N1",10,,1
5,12,1208,2,526,120049,"N2",9,,2
5,12,1208,2,526,120049,"N3",10,,2
5,12,1216,2,618,120051,"N1",6,,1
5,12,1216,2,618,120051,"N2",12,,5
5,12,1216,2,618,120052,"N1",10,,2
5,12,1216,2,618,120052,"N2",9,,2
5,12,1216,2,618,120052,"N3",2,,1
5,12,1216,2,618,120053,"N1",12,,2
5,12,1216,2,618,120053,"N2",9,,2
5,12,1216,2,618,120054,"N1",2,,1
5,12,1216,2,618,120054,"N2",12,,5
5,12,1216,2,618,120054,"N3",9,,2
5,12,1216,2,618,120055,"N1",12,,2
5,12,1216,2,618,120056,"N1",2,,1
5,12,1216,2,618,120056,"N2",12,,5
5,12,1216,2,618,120057,"N1",28,,4
5,12,1216,2,618,120057,"N2",9,,2
5,12,1216,2,618,120058,"N1",9,,2
5,12,1216,2,618,120058,"N2",10,,4
5,12,1216,2,618,120058,"N3",1,,1
5,12,1216,2,618,120058,"N4",2,,2
5,12,1216,2,618,120059,"N1",13,,2
5,12,1216,2,618,120059,"N2",10,,2
5,12,1216,2,618,120060,"N1",12,,2
5,12,1210,2,462,120061,"N1",12,,2
5,12,1210,2,462,120063,"N1",12,,7
5,12,1210,2,462,120063,"N2",6,,1
5,12,1210,2,462,120063,"N3",9,,1
5,12,1210,2,462,120064,"N1",1,,1
5,12,1210,2,462,120065,"N1",12,,2
5,12,1210,2,462,120066,"N1",2,,1
5,12,1210,2,462,120068,"N1",9,,1
5,12,1210,2,462,120068,"N2",2,,1
5,12,1210,2,462,120069,"N1",12,,5
5,12,1204,2,736,120071,"N1",2,,1
5,12,1204,2,736,120075,"N1",9,,1
5,12,1204,2,736,120077,"N1",12,,5
5,12,1204,2,736,120077,"N2",9,,1
5,12,1204,2,736,120078,"N1",12,,3
5,12,1204,2,736,120079,"N1",13,,5
5,12,1204,2,736,120079,"N2",9,,1
5,12,1204,2,736,120080,"N1",9,,1
5,12,1204,2,736,120080,"N2",7,,1
5,12,1214,2,452,120091,"N1",9,,1
5,12,1214,2,452,120092,"N1",9,,2
5,12,1214,2,452,120093,"N1",9,,2
5,12,1214,2,452,120094,"N1",9,,1
5,12,1214,2,452,120095,"N1",9,,2
5,12,1214,2,452,120096,"N1",9,,2
5,12,1214,2,452,120099,"N1",9,,2
5,12,1214,2,452,120100,"N1",2,,5
5,12,1214,2,452,120100,"N2",2,,1
6,13,1310,1,1300,130007,"N1",7,,3
6,13,1310,1,1300,130007,"N2",10,,3
6,13,1314,1,6,130015,"N1",2,,1
6,13,1314,1,6,130015,"N2",7,,1
6,13,1314,1,6,130016,"N1",13,,6
6,13,1314,1,6,130016,"N2",13,,7
6,13,1314,1,6,130016,"N3",9,,9
6,13,1314,1,6,130017,"N1",9,,3
6,13,1314,1,6,130017,"N2",13,,3
6,13,1314,1,6,130017,"N3",9,,3
6,13,1314,1,6,130018,"N1",13,,3
6,13,1314,1,6,130018,"N2",12,,7
6,13,1314,1,6,130018,"N3",9,,3
6,13,1314,1,6,130019,"N1",2,,3
6,13,1314,1,6,130019,"N2",12,,7
6,13,1314,1,6,130019,"N3",9,,4
6,13,1314,1,6,130019,"N4",9,,3
6,13,1307,1,268,130021,"N1",7,,3
6,13,1307,1,268,130025,"N1",10,,3
6,13,1307,1,268,130025,"N2",2,,3
6,13,1307,1,268,130025,"N3",29,,3
6,13,1303,1,626,130034,"N1",7,,3
6,13,1303,1,626,130034,"N2",25,,3
6,13,1303,1,626,130037,"N1",9,,3
6,13,1305,1,1232,130042,"N1",2,,3
6,13,1305,1,1232,130042,"N2",9,,3
6,13,1305,1,1232,130042,"N3",9,,3
6,13,1305,1,1232,130046,"N1",9,,3
6,13,1305,1,1232,130048,"N1",7,,3
6,13,1305,1,1232,130048,"N2",11,,3
6,13,1305,1,1232,130050,"N1",1,,3
6,13,1305,1,1232,130050,"N2",2,,3
6,13,1309,2,674,130051,"N1",1,,3
6,13,1309,2,674,130051,"N2",11,,5
6,13,1309,2,674,130051,"N3",9,,2
6,13,1309,2,674,130051,"N4",9,,2
6,13,1309,2,674,130052,"N1",2,,5
6,13,1309,2,674,130052,"N2",17,,5
6,13,1309,2,674,130053,"N1",11,,2
6,13,1309,2,674,130053,"N2",8,,2
6,13,1309,2,674,130054,"N1",13,,7
6,13,1309,2,674,130054,"N2",10,,1
6,13,1309,2,674,130054,"N3",13,,1
6,13,1309,2,674,130055,"N1",11,,2
6,13,1309,2,674,130056,"N1",11,,5
6,13,1309,2,674,130056,"N2",9,,2
6,13,1309,2,674,130057,"N1",8,,5
6,13,1309,2,674,130057,"N2",9,,4
6,13,1309,2,674,130058,"N1",8,,4
6,13,1309,2,674,130058,"N2",1,,1
6,13,1309,2,674,130059,"N1",9,,5
6,13,1309,2,674,130060,"N1",1,,3
6,13,1309,2,674,130060,"N2",11,,5
6,13,1305,2,10,130062,"N1",9,,3
6,13,1305,2,10,130064,"N1",11,,7
6,13,1305,2,10,130064,"N2",9,,3
6,13,1305,2,10,130064,"N3",9,,3
4,14,1401,2,1116,140001,"N1",10,,2
4,14,1401,2,1116,140001,"N2",9,,2
4,14,1401,2,1116,140001,"N3",31,"LABOURER",7
4,14,1401,2,1116,140001,"N4",31,"LABOURER",6
4,14,1401,2,1116,140002,"N1",9,,2
4,14,1401,2,1116,140002,"N2",5,,1
