"zone","state","lga","sector","ea","hhid","network_cd","s12q2","s12q2b","s12q3"
3,19,1914,2,934,190089,"N2",2,,2
3,19,1914,2,934,190090,"N1",2,,2
3,19,1914,2,934,190090,"N2",2,,2
3,19,1941,2,518,190091,"N1",9,,3
3,19,1941,2,518,190091,"N2",9,,4
3,19,1941,2,518,190091,"N3",15,,4
3,19,1941,2,518,190091,"N4",1,,1
3,19,1941,2,518,190092,"N1",9,,2
3,19,1941,2,518,190093,"N1",9,,2
3,19,1941,2,518,190093,"N2",9,,2
3,19,1941,2,518,190093,"N3",2,,1
3,19,1941,2,518,190093,"N4",2,,1
3,19,1941,2,518,190093,"N5",9,,2
3,19,1941,2,518,190093,"N6",9,,2
3,19,1941,2,518,190093,"N7",2,,1
3,19,1941,2,518,190094,"N1",25,,3
3,19,1941,2,518,190094,"N2",8,,2
3,19,1941,2,518,190094,"N3",9,,3
3,19,1941,2,518,190094,"N4",9,,3
3,19,1941,2,518,190094,"N5",9,,3
3,19,1941,2,518,190095,"N1",25,,3
3,19,1941,2,518,190095,"N2",8,,3
3,19,1941,2,518,190095,"N3",9,,3
3,19,1941,2,518,190095,"N4",9,,3
3,19,1941,2,518,190096,"N1",9,,2
3,19,1941,2,518,190096,"N2",9,,3
3,19,1941,2,518,190096,"N3",25,,3
3,19,1941,2,518,190097,"N1",12,,2
3,19,1941,2,518,190097,"N2",2,,1
3,19,1941,2,518,190097,"N3",2,,1
3,19,1941,2,518,190097,"N4",2,,1
3,19,1941,2,518,190097,"N5",2,,1
3,19,1941,2,518,190097,"N6",2,,1
3,19,1941,2,518,190098,"N1",9,,3
3,19,1941,2,518,190099,"N1",9,,1
3,19,1941,2,518,190099,"N2",9,,1
3,19,1941,2,518,190100,"N1",9,,2
3,19,1941,2,518,190100,"N2",9,,2
3,19,1941,2,518,190100,"N3",9,,2
3,19,1941,2,518,190100,"N4",9,,2
3,19,1941,2,518,190100,"N5",1,,1
3,19,1941,2,518,190100,"N6",1,,1
3,20,2021,1,3300,200010,"N1",9,,6
3,20,2021,1,3300,200010,"N2",9,,6
3,20,2021,1,3300,200010,"N3",9,,3
3,20,2018,2,1134,200011,"N1",17,,2
3,20,2018,2,1134,200011,"N2",10,,2
3,20,2018,2,1134,200011,"N3",9,,2
3,20,2018,2,1134,200012,"N1",9,,2
3,20,2018,2,1134,200012,"N2",17,,2
3,20,2018,2,1134,200012,"N3",10,,2
3,20,2018,2,1134,200016,"N1",9,,2
3,20,2018,2,1134,200016,"N2",9,,2
3,20,2018,2,1134,200016,"N3",9,,2
3,20,2018,2,1134,200016,"N4",9,,2
3,20,2018,2,1134,200016,"N5",9,,2
3,20,2018,2,1134,200016,"N6",9,,2
3,20,2018,2,1134,200016,"N7",9,,2
3,20,2018,2,1134,200017,"N1",9,,2
3,20,2018,2,1134,200017,"N2",9,,2
3,20,2018,2,1134,200017,"N3",9,,2
3,20,2018,2,1134,200017,"N4",9,,2
3,20,2018,2,1134,200017,"N5",9,,2
3,20,2018,2,1134,200017,"N6",9,,2
3,20,2018,2,1134,200017,"N7",9,,2
3,20,2018,2,1134,200017,"N8",9,,2
3,20,2018,2,1134,200018,"N1",9,,2
3,20,2018,2,1134,200018,"N10",9,,2
3,20,2018,2,1134,200018,"N11",9,,2
3,20,2018,2,1134,200018,"N2",9,,2
3,20,2018,2,1134,200018,"N3",9,,2
3,20,2018,2,1134,200018,"N4",9,,2
3,20,2018,2,1134,200018,"N5",9,,2
3,20,2018,2,1134,200018,"N6",9,,2
3,20,2018,2,1134,200018,"N7",9,,2
3,20,2018,2,1134,200018,"N8",9,,2
3,20,2018,2,1134,200018,"N9",9,,2
3,20,2018,2,1134,200019,"N1",9,,2
3,20,2018,2,1134,200019,"N2",10,,2
3,20,2018,2,1134,200020,"N1",2,,1
3,20,2018,2,1134,200020,"N2",9,,2
3,20,2005,2,970,200022,"N1",9,,2
3,20,2005,2,970,200022,"N2",5,,1
3,20,2005,2,970,200022,"N3",9,,2
3,20,2005,2,970,200023,"N1",17,,2
3,20,2005,2,970,200024,"N1",9,,2
3,20,2005,2,970,200024,"N2",17,,2
3,20,2005,2,970,200025,"N1",17,,2
3,20,2005,2,970,200025,"N2",9,,2
3,20,2005,2,970,200025,"N3",10,,2
3,20,2005,2,970,200026,"N1",9,,2
3,20,2005,2,970,200026,"N2",17,,2
3,20,2005,2,970,200027,"N1",9,,2
3,20,2005,2,970,200027,"N2",9,,2
3,20,2005,2,970,200028,"N1",9,,2
3,20,2005,2,970,200028,"N2",9,,2
3,20,2005,2,970,200029,"N1",9,,2
3,20,2005,2,970,200029,"N2",9,,2
3,20,2005,2,970,200029,"N3",9,,2
3,20,2005,2,970,200029,"N4",9,,2
3,20,2005,2,970,200030,"N1",9,,2
3,20,2005,2,970,200030,"N2",9,,2
3,20,2003,2,784,200031,"N1",9,,2
3,20,2003,2,784,200031,"N2",10,,2
3,20,2003,2,784,200032,"N1",9,,2
3,20,2003,2,784,200032,"N2",28,,2
3,20,2003,2,784,200033,"N1",9,,2
3,20,2003,2,784,200033,"N2",10,,1
3,20,2003,2,784,200033,"N3",17,,2
3,20,2003,2,784,200033,"N4",13,,2
3,20,2003,2,784,200034,"N1",10,,2
3,20,2003,2,784,200034,"N2",9,,2
3,20,2003,2,784,200035,"N1",9,,2
3,20,2003,2,784,200035,"N2",2,,1
3,20,2003,2,784,200036,"N1",9,,2
3,20,2003,2,784,200036,"N2",9,,2
3,20,2003,2,784,200036,"N3",7,,1
3,20,2003,2,784,200036,"N4",11,,1
3,20,2003,2,784,200037,"N1",9,,2
3,20,2003,2,784,200037,"N2",8,,1
3,20,2003,2,784,200038,"N1",9,,2
3,20,2003,2,784,200038,"N2",9,,2
3,20,2003,2,784,200039,"N1",9,,2
3,20,2003,2,784,200039,"N3",9,,2
3,20,2003,2,784,200040,"N1",9,,2
3,20,2003,2,784,200040,"N2",17,,2
3,20,2003,2,784,200040,"N3",9,,2
3,20,2003,2,784,200040,"N4",9,,2
3,20,2030,2,1050,200044,"N1",9,,2
3,20,2030,2,1050,200044,"N2",2,,1
3,20,2030,2,1050,200044,"N3",1,,1
3,20,2030,2,1050,200045,"N1",9,,2
3,20,2030,2,1050,200045,"N2",10,,2
3,20,2030,2,1050,200045,"N3",28,,2
3,20,2030,2,1050,200046,"N1",9,,2
3,20,2030,2,1050,200046,"N2",10,,2
3,20,2030,2,1050,200046,"N3",2,,1
3,20,2030,2,1050,200047,"N1",9,,2
3,20,2030,2,1050,200047,"N2",2,,1
3,20,2030,2,1050,200047,"N3",10,,2
3,20,2030,2,1050,200048,"N1",9,,2
3,20,2030,2,1050,200048,"N2",9,,2
3,20,2030,2,1050,200048,"N3",9,,2
3,20,2030,2,1050,200048,"N4",9,,2
3,20,2030,2,1050,200048,"N5",9,,2
3,20,2030,2,1050,200049,"N1",9,,2
3,20,2030,2,1050,200049,"N2",9,,2
3,20,2030,2,1050,200049,"N3",9,,2
3,20,2030,2,1050,200049,"N4",9,,2
3,20,2030,2,1050,200050,"N1",9,,2
3,20,2030,2,1050,200050,"N2",9,,2
3,20,2030,2,1050,200050,"N3",9,,2
3,20,2030,2,1050,200050,"N4",9,,2
3,20,2030,2,1050,200050,"N5",9,,2
3,20,2032,1,1390,200051,"N1",15,,6
3,20,2032,1,1390,200051,"N2",11,,3
3,20,2032,1,1390,200051,"N3",9,,2
3,20,2032,1,1390,200051,"N4",9,,2
3,20,2032,1,1390,200051,"N5",9,,2
3,20,2032,1,1390,200052,"N1",9,,2
3,20,2032,1,1390,200052,"N2",17,,3
3,20,2032,1,1390,200052,"N3",9,,2
3,20,2032,1,1390,200053,"N1",9,,2
3,20,2032,1,1390,200053,"N2",9,,2
3,20,2032,1,1390,200053,"N3",17,,3
3,20,2032,1,1390,200053,"N4",9,,2
3,20,2032,1,1390,200056,"N1",9,,2
3,20,2032,1,1390,200056,"N2",10,,1
3,20,2032,1,1390,200060,"N1",8,,1
3,20,2032,1,1390,200060,"N2",2,,1
3,20,2032,2,1772,200061,"N1",9,,2
3,20,2032,2,1772,200061,"N2",28,,2
3,20,2032,2,1772,200062,"N1",9,,2
3,20,2032,2,1772,200062,"N2",28,,2
3,20,2032,2,1772,200063,"N1",9,,2
3,20,2032,2,1772,200063,"N2",10,,1
3,20,2032,2,1772,200063,"N3",28,,2
3,20,2032,2,1772,200064,"N1",9,,2
3,20,2032,2,1772,200064,"N2",17,,2
3,20,2032,2,1772,200065,"N1",9,,2
3,20,2032,2,1772,200065,"N2",9,,2
3,20,2032,2,1772,200065,"N3",9,,2
3,20,2032,2,1772,200066,"N1",9,,2
3,20,2032,2,1772,200066,"N2",9,,2
3,20,2032,2,1772,200066,"N3",9,,2
3,20,2032,2,1772,200067,"N1",9,,2
3,20,2032,2,1772,200067,"N2",17,,3
3,20,2032,2,1772,200067,"N3",9,,2
3,20,2032,2,1772,200068,"N1",9,,2
3,20,2032,2,1772,200068,"N2",9,,2
3,20,2032,2,1772,200069,"N1",9,,2
3,20,2032,2,1772,200069,"N2",2,,1
3,20,2015,2,1746,200071,"N1",17,,2
3,20,2015,2,1746,200071,"N2",9,,7
3,20,2015,2,1746,200072,"N1",1,,1
3,20,2015,2,1746,200072,"N2",17,,5
3,20,2015,2,1746,200074,"N1",7,,1
3,20,2015,2,1746,200075,"N1",9,,2
3,20,2015,2,1746,200075,"N2",9,,2
3,20,2015,2,1746,200075,"N3",9,,2
3,20,2015,2,1746,200076,"N1",9,,2
3,20,2015,2,1746,200076,"N2",9,,2
3,20,2015,2,1746,200076,"N3",9,,2
3,20,2015,2,1746,200077,"N1",9,,2
3,20,2015,2,1746,200077,"N2",9,,2
3,20,2015,2,1746,200077,"N3",9,,2
3,20,2015,2,1746,200078,"N1",17,,2
3,20,2015,2,1746,200078,"N2",9,,2
3,20,2015,2,1746,200079,"N1",17,,2
3,20,2015,2,1746,200079,"N2",9,,2
3,20,2015,2,1746,200080,"N1",17,,2
3,20,2015,2,1746,200080,"N2",9,,2
3,20,2022,2,1130,200081,"N1",3,,1
3,20,2022,2,1130,200081,"N2",9,,2
3,20,2022,2,1130,200083,"N1",9,,2
3,20,2022,2,1130,200083,"N2",9,,2
3,20,2022,2,1130,200083,"N3",9,,2
3,20,2022,2,1130,200084,"N1",9,,2
3,20,2022,2,1130,200084,"N2",9,,2
3,20,2022,2,1130,200084,"N3",9,,2
3,20,2022,2,1130,200085,"N1",9,,2
3,20,2022,2,1130,200086,"N1",9,,2
3,20,2022,2,1130,200087,"N1",9,,2
3,20,2022,2,1130,200088,"N1",17,,2
3,20,2022,2,1130,200088,"N2",9,,2
3,20,2022,2,1130,200088,"N3",7,,1
3,20,2022,2,1130,200089,"N1",5,,2
3,20,2022,2,1130,200089,"N2",9,,2
3,20,2022,2,1130,200090,"N1",17,,2
3,20,2022,2,1130,200090,"N2",9,,2
3,20,2001,2,1354,200091,"N1",12,,1
3,20,2001,2,1354,200091,"N2",12,,2
3,20,2001,2,1354,200091,"N3",13,,3
3,20,2001,2,1354,200091,"N4",11,,3
3,20,2001,2,1354,200092,"N1",12,,1
3,20,2001,2,1354,200092,"N2",11,,4
3,20,2001,2,1354,200093,"N1",12,,1
3,20,2001,2,1354,200093,"N2",12,,2
3,20,2001,2,1354,200094,"N1",12,,1
3,20,2001,2,1354,200094,"N2",1,,1
3,20,2001,2,1354,200095,"N1",9,,3
3,20,2001,2,1354,200095,"N2",12,,4
3,20,2001,2,1354,200095,"N3",7,,3
3,20,2001,2,1354,200096,"N1",2,,1
3,20,2001,2,1354,200096,"N2",7,,3
3,20,2001,2,1354,200097,"N1",15,,4
3,20,2001,2,1354,200097,"N2",12,,6
3,20,2001,2,1354,200097,"N3",12,,6
3,20,2001,2,1354,200097,"N4",24,,6
3,20,2001,2,1354,200097,"N5",12,,1
3,20,2001,2,1354,200098,"N1",9,,1
3,20,2001,2,1354,200098,"N2",9,,1
3,20,2001,2,1354,200098,"N3",9,,1
3,20,2001,2,1354,200099,"N1",7,,1
3,20,2001,2,1354,200099,"N2",7,,1
3,20,2001,2,1354,200099,"N3",7,,2
3,20,2001,2,1354,200100,"N1",7,,4
3,20,2001,2,1354,200100,"N2",7,,4
3,20,2001,2,1354,200100,"N3",7,,4
3,20,2025,2,760,200103,"N1",12,,3
3,20,2025,2,760,200105,"N1",12,,1
3,20,2025,2,760,200106,"N1",14,,3
3,20,2025,2,760,200106,"N2",7,,3
3,20,2025,2,760,200108,"N1",2,,4
3,20,2025,2,760,200108,"N2",12,,3
3,20,2025,2,760,200108,"N3",7,,3
3,20,2025,2,1304,200113,"N1",2,,4
3,20,2025,2,1304,200113,"N2",12,,5
3,20,2025,2,1304,200117,"N1",12,,3
3,20,2025,2,1304,200117,"N2",7,,3
3,20,2025,2,1304,200120,"N1",12,,3
3,20,2019,2,344,200121,"N1",12,,5
3,20,2019,2,344,200121,"N2",12,,5
3,20,2019,2,344,200121,"N3",12,,5
3,20,2019,2,344,200122,"N1",12,,2
3,20,2019,2,344,200122,"N2",2,,2
3,20,2019,2,344,200123,"N1",12,,3
3,20,2019,2,344,200123,"N2",2,,1
3,20,2019,2,344,200123,"N3",12,,5
3,20,2019,2,344,200124,"N1",12,,5
3,20,2019,2,344,200124,"N2",12,,3
3,20,2019,2,344,200124,"N3",12,,2
3,20,2019,2,344,200124,"N4",13,,5
3,20,2019,2,344,200124,"N5",2,,1
3,20,2019,2,344,200125,"N1",12,,5
3,20,2019,2,344,200125,"N2",9,,3
3,20,2019,2,344,200126,"N1",9,,2
3,20,2019,2,344,200126,"N2",7,,2
3,20,2019,2,344,200126,"N3",9,,2
3,20,2019,2,344,200126,"N4",,,
3,20,2019,2,344,200127,"N1",9,,3
3,20,2019,2,344,200127,"N2",12,,5
3,20,2019,2,344,200127,"N3",12,,3
3,20,2019,2,344,200127,"N4",9,,1
3,20,2019,2,344,200128,"N1",9,,4
3,20,2019,2,344,200128,"N2",9,,4
3,20,2019,2,344,200128,"N3",9,,4
3,20,2019,2,344,200128,"N4",9,,4
3,20,2019,2,344,200128,"N5",9,,4
3,20,2019,2,344,200128,"N6",9,,4
3,20,2019,2,344,200129,"N1",12,,5
3,20,2019,2,344,200129,"N2",12,,5
3,20,2019,2,344,200129,"N3",12,,5
3,20,2019,2,344,200130,"N1",12,,2
3,20,2019,2,344,200130,"N2",1,,2
3,20,2019,2,344,200130,"N3",12,,2
3,20,2009,2,240,200131,"N1",12,,5
3,20,2009,2,240,200131,"N2",7,,4
3,20,2009,2,240,200132,"N1",12,,2
3,20,2009,2,240,200132,"N2",2,,1
3,20,2009,2,240,200133,"N1",12,,2
3,20,2009,2,240,200133,"N2",2,,1
3,20,2009,2,240,200134,"N1",3,,1
3,20,2009,2,240,200134,"N2",7,,3
3,20,2009,2,240,200134,"N3",13,,5
3,20,2009,2,240,200134,"N4",12,,5
3,20,2009,2,240,200135,"N1",12,,2
3,20,2009,2,240,200135,"N2",2,,1
3,20,2009,2,240,200135,"N3",12,,2
3,20,2009,2,240,200136,"N1",2,,1
3,20,2009,2,240,200136,"N2",12,,2
3,20,2009,2,240,200136,"N3",2,,1
3,20,2009,2,240,200136,"N4",2,,1
3,20,2009,2,240,200137,"N1",7,,5
3,20,2009,2,240,200137,"N2",12,,5
3,20,2009,2,240,200137,"N3",12,,5
3,20,2009,2,240,200138,"N1",12,,2
3,20,2009,2,240,200138,"N2",2,,1
3,20,2009,2,240,200139,"N1",1,,1
3,20,2009,2,240,200139,"N2",12,,5
3,20,2009,2,240,200140,"N1",2,,1
3,20,2009,2,240,200140,"N2",9,,4
3,20,2009,2,240,200140,"N3",9,,4
3,20,2008,2,1474,200141,"N1",2,,1
3,20,2008,2,1474,200141,"N2",3,,1
3,20,2008,2,1474,200141,"N3",12,,5
3,20,2008,2,1474,200141,"N4",12,,5
3,20,2008,2,1474,200142,"N1",12,,3
3,20,2008,2,1474,200142,"N2",12,,2
3,20,2008,2,1474,200143,"N1",12,,5
3,20,2008,2,1474,200143,"N2",7,,5
3,20,2008,2,1474,200143,"N3",7,,3
3,20,2008,2,1474,200143,"N4",12,,3
3,20,2008,2,1474,200143,"N5",12,,5
3,20,2008,2,1474,200144,"N1",12,,2
3,20,2008,2,1474,200145,"N1",12,,5
3,20,2008,2,1474,200145,"N2",8,,2
3,20,2008,2,1474,200146,"N1",12,,4
3,20,2008,2,1474,200146,"N2",12,,4
3,20,2008,2,1474,200146,"N3",12,,4
3,20,2008,2,1474,200146,"N4",12,,4
3,20,2008,2,1474,200147,"N1",3,,1
3,20,2008,2,1474,200147,"N2",3,,1
3,20,2008,2,1474,200147,"N3",9,,4
3,20,2008,2,1474,200148,"N1",12,,8
3,20,2008,2,1474,200148,"N2",13,,6
3,20,2008,2,1474,200148,"N3",16,,5
3,20,2008,2,1474,200148,"N4",2,,1
3,20,2008,2,1474,200149,"N1",12,,2
3,20,2008,2,1474,200149,"N2",12,,2
3,20,2008,2,1474,200149,"N3",12,,2
3,20,2008,2,1474,200150,"N1",12,,4
3,20,2008,2,1474,200150,"N2",12,,4
3,20,2008,2,1474,200150,"N3",12,,4
3,20,2013,2,1232,200151,"N1",7,,3
3,20,2013,2,1232,200151,"N2",7,,3
3,20,2013,2,1232,200151,"N3",12,,2
3,20,2013,2,1232,200152,"N1",12,,5
3,20,2013,2,1232,200153,"N1",1,,1
3,20,2013,2,1232,200153,"N2",9,,3
3,20,2013,2,1232,200154,"N1",2,,1
3,20,2013,2,1232,200154,"N2",1,,1
3,20,2013,2,1232,200154,"N3",5,,3
3,20,2013,2,1232,200155,"N1",20,,1
3,20,2013,2,1232,200155,"N2",12,,2
3,20,2013,2,1232,200155,"N3",12,,2
3,20,2013,2,1232,200155,"N4",12,,2
3,20,2013,2,1232,200156,"N1",5,,6
3,20,2013,2,1232,200156,"N2",12,,5
3,20,2013,2,1232,200156,"N3",9,,3
3,20,2013,2,1232,200157,"N1",12,,8
3,20,2013,2,1232,200158,"N1",12,,1
3,20,2013,2,1232,200158,"N2",12,,8
3,20,2013,2,1232,200159,"N1",2,,8
3,20,2013,2,1232,200159,"N2",2,,8
3,20,2013,2,1232,200160,"N1",16,,2
3,20,2013,2,1232,200160,"N2",16,,1
3,20,2013,2,1232,200160,"N3",15,,1
3,20,2028,2,498,200161,"N1",17,,3
3,20,2028,2,498,200161,"N2",12,,8
3,20,2028,2,498,200162,"N1",4,,1
3,20,2028,2,498,200162,"N2",4,,1
3,20,2028,2,498,200162,"N3",9,,2
3,20,2028,2,498,200162,"N4",9,,2
3,20,2028,2,498,200163,"N1",7,,3
3,20,2028,2,498,200163,"N2",12,,5
3,20,2028,2,498,200163,"N3",9,,1
3,20,2028,2,498,200163,"N4",12,,5
3,20,2028,2,498,200164,"N1",7,,5
3,20,2028,2,498,200164,"N2",12,,5
3,20,2028,2,498,200165,"N1",2,,1
3,20,2028,2,498,200165,"N2",12,,5
3,20,2028,2,498,200165,"N3",12,,5
3,20,2028,2,498,200166,"N1",5,,1
3,20,2028,2,498,200166,"N2",5,,2
3,20,2028,2,498,200166,"N3",9,,2
3,20,2028,2,498,200167,"N1",12,,5
3,20,2028,2,498,200167,"N2",7,,5
3,20,2028,2,498,200167,"N3",9,,1
3,20,2028,2,498,200168,"N1",12,,8
3,20,2028,2,498,200168,"N2",12,,8
3,20,2028,2,498,200170,"N1",2,,8
3,20,2028,2,498,200170,"N2",7,,8
3,20,2028,2,498,200170,"N3",2,,8
3,21,2106,2,2822,210002,"N1",9,,3
3,21,2106,2,2822,210002,"N2",2,,3
3,21,2106,2,2822,210007,"N1",9,,3
3,21,2106,2,2822,210007,"N2",29,,3
3,21,2106,2,2822,210008,"N1",9,,3
3,21,2106,2,2822,210008,"N2",2,,3
3,21,2106,2,2822,210010,"N1",7,,3
3,21,2106,2,236,210011,"N1",17,,4
3,21,2106,2,236,210011,"N2",9,,3
3,21,2106,2,236,210011,"N3",9,,1
3,21,2106,2,236,210011,"N4",17,,1
3,21,2106,2,236,210012,"N1",10,,1
3,21,2106,2,236,210013,"N1",9,,1
3,21,2106,2,236,210013,"N2",1,,1
3,21,2106,2,236,210015,"N1",10,,1
3,21,2106,2,236,210015,"N2",2,,1
3,21,2106,2,236,210015,"N3",10,,5
3,21,2106,2,236,210015,"N4",13,,1
3,21,2106,2,236,210015,"N5",2,,1
3,21,2106,2,236,210016,"N1",9,,1
3,21,2106,2,236,210016,"N2",9,,1
3,21,2106,2,236,210016,"N3",9,,1
3,21,2106,2,236,210018,"N1",9,,1
3,21,2106,2,236,210018,"N2",9,,1
3,21,2106,2,236,210018,"N3",9,,1
3,21,2106,2,236,210018,"N4",9,,1
3,21,2106,2,236,210018,"N5",2,,2
3,21,2106,2,236,210019,"N1",9,,1
3,21,2106,2,236,210019,"N2",9,,1
3,21,2106,2,236,210019,"N3",9,,1
3,21,2106,2,236,210019,"N4",9,,1
3,21,2106,2,236,210019,"N5",9,,1
3,21,2106,2,236,210019,"N6",2,,1
3,21,2106,2,236,210019,"N7",9,,1
3,21,2109,2,38,210021,"N1",12,,2
3,21,2109,2,38,210021,"N2",9,,1
3,21,2109,2,38,210021,"N3",12,,2
3,21,2109,2,38,210021,"N4",9,,1
3,21,2109,2,38,210021,"N5",9,,2
3,21,2109,2,38,210021,"N6",9,,2
3,21,2109,2,38,210022,"N1",2,,1
3,21,2109,2,38,210022,"N2",2,,1
3,21,2109,2,38,210022,"N3",13,,6
3,21,2109,2,38,210022,"N4",1,,1
3,21,2109,2,38,210023,"N1",9,,1
3,21,2109,2,38,210023,"N2",2,,1
3,21,2109,2,38,210024,"N1",2,,1
3,21,2109,2,38,210024,"N2",2,,1
3,21,2109,2,38,210025,"N1",5,,5
3,21,2109,2,38,210025,"N2",1,,1
3,21,2109,2,38,210025,"N3",9,,2
3,21,2109,2,38,210026,"N1",1,,1
3,21,2109,2,38,210026,"N2",9,,1
3,21,2109,2,38,210026,"N3",12,,4
3,21,2109,2,38,210026,"N4",2,,1
3,21,2109,2,38,210026,"N5",9,,1
3,21,2109,2,38,210026,"N6",9,,1
3,21,2109,2,38,210026,"N7",9,,1
3,21,2109,2,38,210027,"N1",9,,1
3,21,2109,2,38,210027,"N2",9,,1
3,21,2109,2,38,210027,"N3",12,,2
3,21,2109,2,38,210027,"N4",9,,1
3,21,2109,2,38,210027,"N5",9,,1
3,21,2109,2,38,210028,"N1",2,,1
3,21,2109,2,38,210028,"N2",2,,1
3,21,2109,2,38,210028,"N3",2,,1
3,21,2109,2,38,210029,"N1",10,,6
3,21,2109,2,38,210029,"N2",17,,5
3,21,2109,2,38,210029,"N3",1,,1
3,21,2109,2,38,210029,"N4",2,,1
3,21,2109,2,38,210029,"N5",10,,2
3,21,2109,2,38,210030,"N1",1,,2
3,21,2109,2,38,210030,"N2",2,,2
3,21,2109,2,38,210030,"N3",2,,2
3,21,2119,2,3956,210031,"N1",12,,2
3,21,2119,2,3956,210031,"N2",1,,1
3,21,2119,2,3956,210031,"N3",12,,2
3,21,2119,2,3956,210031,"N4",2,,1
3,21,2119,2,3956,210031,"N5",2,,1
3,21,2119,2,3956,210031,"N6",2,,1
3,21,2119,2,3956,210032,"N1",8,,2
3,21,2119,2,3956,210032,"N2",1,,1
3,21,2119,2,3956,210033,"N1",8,,2
3,21,2119,2,3956,210033,"N2",1,,1
3,21,2119,2,3956,210033,"N3",1,,1
3,21,2119,2,3956,210034,"N1",12,,1
3,21,2119,2,3956,210034,"N2",1,,1
3,21,2119,2,3956,210034,"N3",12,,2
3,21,2119,2,3956,210034,"N4",12,,2
3,21,2119,2,3956,210034,"N5",9,,1
3,21,2119,2,3956,210035,"N1",9,,2
3,21,2119,2,3956,210035,"N2",12,,2
3,21,2119,2,3956,210035,"N3",2,,1
3,21,2119,2,3956,210035,"N4",12,,2
3,21,2119,2,3956,210036,"N1",12,,2
3,21,2119,2,3956,210036,"N2",1,,1
3,21,2119,2,3956,210036,"N3",12,,2
3,21,2119,2,3956,210037,"N1",2,,1
3,21,2119,2,3956,210038,"N1",8,,2
3,21,2119,2,3956,210038,"N2",1,,1
3,21,2119,2,3956,210039,"N1",8,,2
3,21,2119,2,3956,210039,"N2",8,,2
3,21,2119,2,3956,210039,"N3",8,,2
3,21,2119,2,3956,210040,"N1",2,,1
3,21,2119,2,2146,210041,"N1",12,,2
3,21,2119,2,2146,210041,"N2",12,,2
3,21,2119,2,2146,210041,"N3",12,,2
3,21,2119,2,2146,210042,"N1",12,,2
3,21,2119,2,2146,210042,"N2",12,,2
3,21,2119,2,2146,210042,"N3",8,,1
3,21,2119,2,2146,210042,"N4",12,,2
3,21,2119,2,2146,210043,"N1",12,,2
3,21,2119,2,2146,210044,"N1",12,,2
3,21,2119,2,2146,210044,"N2",12,,2
3,21,2119,2,2146,210045,"N1",12,,2
3,21,2119,2,2146,210045,"N2",12,,2
3,21,2119,2,2146,210045,"N3",12,,2
3,21,2119,2,2146,210045,"N4",12,,2
3,21,2119,2,2146,210046,"N1",12,,2
3,21,2119,2,2146,210046,"N2",12,,2
3,21,2119,2,2146,210046,"N3",12,,2
3,21,2119,2,2146,210047,"N1",8,,2
3,21,2119,2,2146,210048,"N1",9,,2
3,21,2119,2,2146,210048,"N2",9,,2
3,21,2119,2,2146,210048,"N3",17,,3
3,21,2119,2,2146,210048,"N4",17,,3
3,21,2119,2,2146,210048,"N5",1,,1
3,21,2119,2,2146,210049,"N1",12,,2
3,21,2119,2,2146,210049,"N2",1,,1
3,21,2119,2,2146,210050,"N1",3,,1
3,21,2119,2,2146,210050,"N2",3,,1
3,21,2115,2,926,210051,"N1",31,,1
3,21,2115,2,926,210052,"N1",2,,1
3,21,2115,2,926,210053,"N1",12,,2
3,21,2115,2,926,210053,"N2",2,,1
3,21,2115,2,926,210053,"N3",2,,2
3,21,2115,2,926,210053,"N4",2,,2
3,21,2115,2,926,210054,"N1",11,,2
3,21,2115,2,926,210054,"N2",,,2
3,21,2115,2,926,210055,"N1",8,,7
3,21,2115,2,926,210055,"N2",5,,2
3,21,2115,2,926,210056,"N1",9,,2
3,21,2115,2,926,210056,"N2",9,,2
3,21,2115,2,926,210056,"N3",9,,2
3,21,2115,2,926,210056,"N4",2,,2
3,21,2115,2,926,210057,"N1",2,,1
3,21,2115,2,926,210058,"N1",9,,2
3,21,2115,2,926,210058,"N2",2,,2
3,21,2115,2,926,210058,"N3",9,,2
3,21,2115,2,926,210058,"N4",2,,1
3,21,2117,2,554,210061,"N1",9,,2
3,21,2117,2,554,210061,"N2",9,,2
3,21,2117,2,554,210062,"N1",9,,1
3,21,2117,2,554,210062,"N2",17,,1
3,21,2117,2,554,210062,"N3",2,,1
3,21,2117,2,554,210063,"N1",9,,1
3,21,2117,2,554,210063,"N2",9,,1
3,21,2117,2,554,210063,"N3",9,,1
3,21,2117,2,554,210063,"N4",9,,1
3,21,2117,2,554,210064,"N1",9,,1
3,21,2117,2,554,210065,"N1",10,,1
3,21,2117,2,554,210065,"N2",2,,1
3,21,2117,2,554,210067,"N1",9,,1
3,21,2117,2,554,210067,"N2",5,,1
3,21,2117,2,554,210067,"N3",5,,1
3,21,2117,2,554,210068,"N1",9,,1
3,21,2117,2,554,210068,"N2",9,,1
3,21,2117,2,554,210068,"N3",9,,1
3,21,2117,2,554,210068,"N4",9,,1
3,21,2117,2,554,210069,"N1",10,,1
3,21,2117,2,554,210069,"N2",9,,1
3,21,2117,2,554,210070,"N1",9,,1
3,21,2108,1,520,210071,"N1",2,,3
3,21,2108,1,520,210071,"N2",8,,3
3,21,2108,1,520,210071,"N3",8,,3
3,21,2108,1,520,210072,"N1",17,,3
3,21,2108,1,520,210072,"N2",12,,3
3,21,2108,1,520,210072,"N3",12,,3
3,21,2108,1,520,210074,"N1",2,,1
3,21,2108,1,520,210074,"N2",2,,1
