"zone","state","lga","sector","ea","hhid","item_cd","s11jq1","s11jq2a","s11jq2b","s11jq3a","s11jq3b","s11jq4"
3,20,2032,1,1390,200052,2,1,6000,,"N3",,2
3,20,2032,1,1390,200053,2,1,3000,,"N4",,2
3,20,2032,1,1390,200060,1,1,600,,"N1",,2
3,20,2032,1,1390,200060,2,1,7000,,"N2",,2
3,20,2032,2,1772,200061,2,1,20000,,"N1",,2
3,20,2032,2,1772,200061,3,1,4000,,"N2",,2
3,20,2032,2,1772,200062,2,1,20000,,"N1",,2
3,20,2032,2,1772,200062,3,1,1000,,"N2",,2
3,20,2032,2,1772,200063,2,1,6000,,"N1",,2
3,20,2032,2,1772,200063,3,1,1000,,"N3",,2
3,20,2032,2,1772,200064,2,1,20000,0,"N1",,2
3,20,2032,2,1772,200064,3,1,1000,0,"N1",,2
3,20,2032,2,1772,200064,6,1,300,0,"N1",,2
3,20,2032,2,1772,200065,2,1,6000,,"N3",,2
3,20,2032,2,1772,200066,2,1,3000,,"N3",,2
3,20,2032,2,1772,200067,2,1,6000,,"N3",,2
3,20,2032,2,1772,200068,2,1,6000,,"N1","N2",2
3,20,2015,2,1746,200074,2,1,2000,0,"N1",,2
3,20,2015,2,1746,200075,2,1,3600,,"N3",,2
3,20,2015,2,1746,200076,2,1,4500,,"N3",,2
3,20,2015,2,1746,200077,2,1,6000,,"N3",,2
3,20,2015,2,1746,200078,2,1,10000,0,"N2",,2
3,20,2015,2,1746,200078,3,1,3000,0,"N2",,2
3,20,2015,2,1746,200079,2,1,6000,,"N2",,2
3,20,2015,2,1746,200079,3,1,2000,,"N2",,2
3,20,2015,2,1746,200080,2,1,10000,,"N2",,2
3,20,2015,2,1746,200080,3,1,500,,"N2",,2
3,20,2022,2,1130,200081,2,1,2000,,"N2",,2
3,20,2022,2,1130,200083,2,1,1200,,"N3",,2
3,20,2022,2,1130,200084,2,1,2500,,"N3",,2
3,20,2022,2,1130,200085,2,1,1000,0,"N1",,2
3,20,2022,2,1130,200085,3,1,200,0,"N1",,2
3,20,2022,2,1130,200086,2,1,1500,0,"N1",,2
3,20,2022,2,1130,200086,3,1,100,0,"N1",,2
3,20,2022,2,1130,200087,2,1,1500,0,"N1",,2
3,20,2022,2,1130,200087,3,1,300,0,"N1",,2
3,20,2022,2,1130,200088,2,1,3000,0,"N2","N3",2
3,20,2001,2,1354,200091,2,1,1300,0,"N3","N4",2
3,20,2001,2,1354,200093,2,1,4500,,"N1",,2
3,20,2001,2,1354,200095,2,1,3500,1200,"N1","N2",1
3,20,2025,2,760,200105,2,1,4500,,"N1",,2
3,20,2025,2,1304,200117,2,1,2500,0,"N1",,2
3,20,2025,2,1304,200120,2,1,2100,,"N1",,2
3,20,2019,2,344,200121,2,1,6000,0,"N3",,2
3,20,2019,2,344,200121,6,1,1200,,,,
3,20,2019,2,344,200122,2,1,2500,0,"N1",,2
3,20,2019,2,344,200123,3,1,2000,,"N3",,2
3,20,2019,2,344,200127,1,1,850,1500,"N2",,2
3,20,2019,2,344,200127,2,1,2000,,"N1",,2
3,20,2019,2,344,200128,1,1,4000,,"N5","N6",2
3,20,2019,2,344,200129,2,1,2500,0,"N1",,2
3,20,2019,2,344,200130,2,1,2800,0,"N1","N2",2
3,20,2009,2,240,200132,2,1,3500,,"N1",,2
3,20,2009,2,240,200133,2,1,4500,,"N1",,2
3,20,2009,2,240,200135,2,1,3500,,"N1",,2
3,20,2009,2,240,200138,2,1,3400,,"N1",,2
3,20,2008,2,1474,200141,2,1,,1500,"N2",,2
3,20,2008,2,1474,200141,3,1,2000,,"N4",,2
3,20,2008,2,1474,200142,2,1,4000,0,"N2",,2
3,20,2008,2,1474,200143,2,1,2800,,"N5",,1
3,20,2008,2,1474,200145,2,1,2800,,"N2",,1
3,20,2008,2,1474,200146,2,1,10500,,"N4",,2
3,20,2008,2,1474,200148,2,1,3500,,"N4",,2
3,20,2008,2,1474,200148,3,1,6000,,"N3",,2
3,20,2008,2,1474,200149,2,1,4000,0,"N3",,2
3,20,2008,2,1474,200150,2,1,4500,0,"N3",,2
3,20,2013,2,1232,200155,2,1,3000,0,"N4",,2
3,20,2013,2,1232,200156,2,1,4000,,"N3",,1
3,20,2013,2,1232,200159,2,1,14500,0,"N2",,2
3,20,2013,2,1232,200160,2,1,1200,,"N3",,2
3,20,2028,2,498,200161,2,1,2500,,"N2",,2
3,20,2028,2,498,200162,1,1,4000,0,"N4",,2
3,20,2028,2,498,200163,2,1,3000,,"N3",,1
3,20,2028,2,498,200163,3,1,1000,,"N4",,2
3,20,2028,2,498,200165,2,1,2000,,"N3",,2
3,20,2028,2,498,200167,2,1,4000,,"N3",,1
3,20,2028,2,498,200167,3,1,2000,,"N2",,2
3,20,2028,2,498,200168,2,1,4000,0,"N2",,2
3,20,2028,2,498,200170,2,1,1500,,,,
3,21,2106,2,2822,210002,2,1,7000,2000,"N1","N2",1
3,21,2106,2,2822,210002,3,1,200,,"N1",,1
3,21,2106,2,2822,210007,2,1,5500,,"N1",,1
3,21,2106,2,2822,210007,3,1,500,,"N1","N2",1
3,21,2106,2,2822,210008,2,1,5000,1000,"N1",,2
3,21,2106,2,2822,210010,2,1,3000,,"N1",,2
3,21,2106,2,2822,210010,3,1,150,,"N1",,2
3,21,2106,2,2822,210010,6,1,350,,"N1",,2
3,21,2106,2,236,210011,2,1,12000,0,"N3",,2
3,21,2106,2,236,210011,3,1,2000,0,"N4",,2
3,21,2106,2,236,210011,7,1,3000,0,"N4",,2
3,21,2106,2,236,210013,2,1,3000,1000,"N1",,2
3,21,2106,2,236,210013,3,1,200,0,"N1",,2
3,21,2106,2,236,210013,6,1,300,0,"N2",,2
3,21,2106,2,236,210013,7,1,1500,0,"N1",,2
3,21,2106,2,236,210018,2,1,20000,,"N2",,1
3,21,2106,2,236,210018,6,1,500,,"N5",,1
3,21,2106,2,236,210019,2,1,1000,,"N7",,1
3,21,2106,2,236,210019,3,1,2500,,"N6",,1
3,21,2106,2,236,210019,7,1,500,,"N4",,1
3,21,2109,2,38,210021,2,1,1,,"N4",,1
3,21,2109,2,38,210021,3,1,1,,"N5",,1
3,21,2109,2,38,210024,2,1,7700,0,"N1",,2
3,21,2109,2,38,210024,3,1,1000,0,"N1",,2
3,21,2109,2,38,210026,2,1,2000,500,"N5","N6",2
3,21,2109,2,38,210026,3,1,100,,"N7",,2
3,21,2109,2,38,210027,2,1,10000,,"N4",,2
3,21,2109,2,38,210027,3,1,500,,"N5",,1
3,21,2109,2,38,210028,2,1,60000,0,"N3",,2
3,21,2109,2,38,210028,3,1,4000,0,"N3",,2
3,21,2109,2,38,210028,6,1,6000,0,"N3",,2
3,21,2109,2,38,210029,2,1,40000,,"N5",,1
3,21,2109,2,38,210029,3,1,10000,,"N5",,1
3,21,2119,2,3956,210031,1,1,1200,,"N5",,1
3,21,2119,2,3956,210031,2,1,5800,,"N6",,1
3,21,2119,2,3956,210031,3,1,450,,"N6",,1
3,21,2119,2,3956,210032,2,1,2000,1500,"N2",,2
3,21,2119,2,3956,210034,2,1,1500,1000,"N1","N2",2
3,21,2119,2,3956,210035,7,1,50,,"N4",,1
3,21,2119,2,3956,210039,2,1,5000,,"N3",,2
3,21,2119,2,3956,210040,2,1,10000,,,,2
3,21,2119,2,3956,210040,3,1,7000,,,,2
3,21,2119,2,3956,210040,7,1,100,,,,2
3,21,2119,2,2146,210041,2,1,3500,6000,"N2",,1
3,21,2119,2,2146,210042,2,1,360,,"N4",,1
3,21,2119,2,2146,210042,3,1,400,,"N4",,1
3,21,2119,2,2146,210045,3,1,3000,,"N4",,1
3,21,2119,2,2146,210046,2,1,4000,,"N3",,2
3,21,2119,2,2146,210046,3,1,1900,,"N3",,1
3,21,2119,2,2146,210048,2,1,22000,,"N2",,1
3,21,2119,2,2146,210048,3,1,5000,,"N4",,1
3,21,2119,2,2146,210048,6,1,2500,,"N5",,1
3,21,2119,2,2146,210050,3,1,600,0,"N1",,2
3,21,2115,2,926,210051,1,1,0,3000,"N1",,2
3,21,2115,2,926,210051,2,1,0,200,"N1",,2
3,21,2115,2,926,210053,1,1,,2500,"N3",,1
3,21,2115,2,926,210053,2,1,2500,,"N4",,1
3,21,2115,2,926,210054,1,1,,4000,"N2",,2
3,21,2115,2,926,210054,2,1,1400,,"N1",,1
3,21,2115,2,926,210054,3,1,3000,,"N1",,2
3,21,2115,2,926,210056,1,1,4000,8000,"N4",,1
3,21,2115,2,926,210056,2,1,2800,,"N3",,1
3,21,2115,2,926,210056,3,1,13000,,"N3",,1
3,21,2115,2,926,210058,1,1,,2500,"N4",,1
3,21,2115,2,926,210058,2,1,1400,,"N4",,2
3,21,2117,2,554,210062,1,1,100000,4000,"N3",,2
3,21,2117,2,554,210062,2,1,15000,7000,"N3",,1
3,21,2117,2,554,210062,3,1,3500,,"N1",,2
3,21,2117,2,554,210063,1,1,14400,,"N3",,2
3,21,2117,2,554,210063,2,1,1000,,"N3",,1
3,21,2117,2,554,210063,3,1,200,,"N4",,2
3,21,2117,2,554,210067,3,1,300,,"N3",,
3,21,2117,2,554,210068,2,1,500,,"N3",,1
3,21,2117,2,554,210069,2,1,3000,,"N1",,1
3,21,2117,2,554,210069,3,1,1000,,"N2",,2
3,21,2108,1,520,210079,2,1,4000,,"N6",,2
3,21,2108,1,520,210079,3,1,300,,"N6",,2
3,21,2108,1,520,210080,2,1,5000,,"N1",,2
3,21,2108,1,520,210080,3,1,600,,"N1",,2
3,21,2102,2,1124,210085,2,1,4000,,"N1","N2",1
3,21,2102,2,1124,210085,3,1,2000,,"N1","N2",2
3,21,2102,2,1124,210089,3,1,3000,,"N3",,1
3,21,2102,2,1124,210090,2,1,70000,,"N4",,2
3,21,2102,2,1124,210090,3,1,4000,0,"N4",,2
3,21,2111,2,180,210091,2,1,102000,,"N3",,2
3,21,2111,2,180,210091,3,1,50000,,"N3",,2
3,21,2111,2,180,210094,2,1,500,,"N4",,1
3,21,2111,2,180,210094,3,1,850,,"N4",,1
3,21,2111,2,180,210095,2,1,700,,"N5",,1
3,21,2111,2,180,210095,3,1,1000,,"N5",,1
3,21,2111,2,180,210097,2,1,2300,,"N2",,1
3,21,2111,2,180,210098,2,1,3000,,"N1",,1
3,21,2111,2,180,210100,2,1,160000,,"N1",,2
3,21,2111,2,180,210100,3,1,5000,,"N1",,2
1,22,2211,1,806,220009,2,1,12000,,"N3",,2
1,22,2211,1,806,220009,3,1,6300,,"N4",,2
1,22,2211,2,594,220019,2,1,1000,0,"N4",,2
1,22,2211,2,594,220019,3,1,15000,0,"N3",,2
1,22,2211,2,594,220019,4,1,6000,0,,,2
1,22,2211,2,594,220019,6,1,1800,0,"N4",,2
1,22,2209,1,792,220046,2,1,840,0,"N1",,2
1,22,2209,1,792,220047,3,1,500,0,,,2
1,22,2205,2,2432,220067,3,1,500,0,"N8",,2
1,23,2308,1,5180,230001,2,1,16000,0,"N2",,2
1,23,2308,1,5180,230002,3,1,100,0,"N1",,2
1,23,2308,1,5180,230003,2,1,12000,0,"N2",,2
1,23,2308,1,5180,230003,3,1,200,0,"N4",,2
1,23,2308,1,5180,230004,3,1,400,,"N8",,2
1,23,2308,1,5180,230005,2,1,3000,,"N3",,2
1,23,2308,1,5180,230005,3,1,300,,"N2",,2
1,23,2308,1,5180,230006,2,1,18000,0,"N2",,2
1,23,2308,1,5180,230008,2,1,6000,0,"N3",,2
1,23,2308,1,5180,230009,2,1,8000,0,"N3",,2
1,23,2307,1,2316,230013,2,1,8000,,"N1",,2
1,23,2307,1,2316,230013,3,1,1000,,"N2",,2
1,23,2307,1,2316,230014,2,1,4800,,"N2",,2
1,23,2307,1,2316,230014,3,1,400,,"N1",,2
1,23,2307,1,2316,230018,2,1,1080,0,"N2",,2
1,23,2307,1,2316,230019,2,1,7000,0,,,2
1,23,2307,1,78,230024,2,1,13000,,"N2",,2
1,23,2307,1,78,230027,2,1,600,0,"N1",,2
1,23,2307,1,78,230028,2,1,2880,0,"N2",,2
1,23,2307,1,78,230030,2,1,300,0,"N1",,2
1,23,2306,1,970,230031,2,1,5000,0,"N1",,2
1,23,2306,1,970,230033,2,1,4000,,"N1",,2
1,23,2306,1,970,230036,2,1,6000,0,"N1",,2
1,23,2306,1,970,230037,2,1,5000,,"N2",,2
1,23,2308,1,556,230041,2,1,36000,0,"N2",,2
1,23,2308,1,556,230044,2,1,1000,1000,"N2","N1",2
1,23,2308,1,556,230046,2,1,3600,0,"N2",,2
1,23,2308,1,556,230050,2,1,1200,,"N2",,2
1,23,2315,2,924,230051,2,1,2000,,"N2",,2
1,23,2315,2,924,230056,2,1,12000,,"N2",,2
1,23,2309,2,998,230061,2,1,3500,0,"N4",,2
1,23,2309,2,998,230062,2,1,10000,,"N2",,2
1,23,2309,2,998,230063,2,1,3600,0,"N1",,2
1,23,2309,2,998,230066,2,1,15000,,"N2",,2
1,23,2309,2,998,230069,2,1,3000,0,"N4",,2
1,23,2309,2,998,230070,2,1,12000,0,"N1",,2
1,23,2304,2,322,230071,2,1,6000,0,"N1",,2
1,23,2304,2,322,230073,2,1,6400,0,"N2",,2
1,23,2304,2,322,230073,3,1,250,0,"N1",,2
1,23,2304,2,322,230074,2,1,1250,,"N2",,2
1,23,2304,2,322,230076,2,1,600,,"N3",,2
1,23,2304,2,322,230077,2,1,9600,0,"N1",,2
1,23,2304,2,322,230077,3,1,200,,"N2",,2
1,23,2304,2,322,230079,2,1,8000,,"N2",,2
1,23,2311,2,516,230083,2,1,7200,,"N3","N4",2
1,23,2311,2,516,230083,3,1,5000,,"N2",,2
1,23,2311,2,516,230087,2,1,3500,0,"N1",,2
1,23,2311,2,516,230088,2,1,4000,,"N1",,2
1,23,2311,2,516,230090,2,1,4000,,"N2",,2
1,23,2302,2,1982,230091,2,1,38000,0,"N2",,2
1,23,2302,2,1982,230091,3,1,5000,0,"N2",,2
1,23,2302,2,1982,230092,1,1,10000,,"N3",,2
1,23,2302,2,1982,230092,2,1,144000,,"N1",,2
1,23,2302,2,1982,230092,3,1,20000,,"N1",,2
1,23,2302,2,1982,230092,6,1,9600,,"N1",,2
1,23,2302,2,1982,230093,2,1,300000,0,"N2",,2
1,23,2302,2,1982,230094,2,1,130000,,"N3",,2
1,23,2302,2,1982,230094,3,1,28000,,"N2",,2
1,23,2302,2,1982,230094,6,1,7000,,"N4",,2
1,23,2302,2,1982,230095,1,1,280000,,"N3",,2
1,23,2302,2,1982,230095,2,1,36000,,"N4",,2
1,23,2302,2,1982,230095,3,1,5000,,"N2",,2
1,23,2302,2,1982,230095,6,1,4800,,"N5",,2
1,23,2302,2,1982,230096,2,1,15000,0,"N1",,2
1,23,2302,2,1982,230096,3,1,2800,0,"N1",,2
1,23,2302,2,1982,230097,2,1,210000,0,"N3",,2
1,23,2302,2,1982,230098,2,1,120000,,"N4",,2
1,23,2302,2,1982,230098,3,1,70000,,"N3",,2
1,23,2302,2,1982,230098,6,1,8000,,"N5",,2
1,23,2302,2,1982,230099,2,1,150000,0,"N2",,2
1,23,2302,2,1982,230099,6,1,12000,0,"N3",,2
1,23,2302,2,1982,230100,2,1,50000,0,"N3",,2
1,23,2302,2,1982,230100,3,1,15000,0,"N2",,2
1,23,2302,2,1982,230100,6,1,3000,0,"N4",,2
1,23,2316,1,140,230101,2,1,20000,0,"N5",,2
1,23,2316,1,140,230104,2,1,3500,0,"N3",,2
1,23,2316,1,140,230104,3,1,2500,0,"N5",,2
1,23,2316,1,140,230105,2,1,24000,0,"N5",,2
1,23,2316,1,140,230108,2,1,100000,0,"N1",,2
1,23,2316,1,140,230108,3,1,11200,0,"N3",,2
1,23,2316,1,140,230109,2,1,6000,0,"N4",,2
1,23,2316,1,140,230110,2,1,7000,0,"N5",,2
1,23,2303,2,2348,230111,2,1,18000,0,"N3",,2
1,23,2303,2,2348,230112,2,1,18000,0,"N3",,2
1,23,2303,2,2348,230114,2,1,6800,0,"N4",,2
1,23,2303,2,2348,230114,3,1,900,0,"N3",,2
1,23,2303,2,2348,230115,2,1,78000,0,"N3","N4",2
1,23,2303,2,2348,230117,2,1,8000,0,"N1",,2
1,23,2303,2,2348,230117,6,1,500,0,"N3",,2
1,23,2303,2,2348,230118,2,1,4000,,"N4",,2
1,23,2303,2,2348,230118,3,1,2000,,"N3",,2
1,23,2303,2,2348,230119,2,1,24000,,"N3",,2
1,23,2303,2,2348,230120,2,1,4000,0,"N3",,2
6,24,2407,2,396,240163,6,1,500,0,"N2",,2
6,24,2407,2,396,240170,2,1,1500,500,"N3",,2
6,24,2407,2,396,240170,6,1,500,200,"N3",,2
1,25,2508,1,2788,250003,2,1,3000,,"N3",,2
1,25,2508,1,2788,250005,2,1,1500,,"N2",,2
1,25,2508,1,2788,250005,9,1,300,,"N3",,2
1,25,2504,2,222,250011,3,1,600,,"N5",,2
1,25,2504,2,222,250012,3,1,250,0,"N3",,2
1,25,2504,2,222,250014,3,1,500,,"N3",,2
1,25,2504,2,222,250015,2,1,7000,0,"N1",,2
1,25,2504,2,222,250015,3,1,1500,0,"N2",,2
1,25,2504,2,222,250015,6,1,2500,0,"N1",,2
1,25,2504,2,222,250020,2,1,500,,"N6",,2
1,25,2504,2,222,250020,3,1,10000,,"N6",,2
1,25,2502,2,728,250052,2,1,4000,,"N2",,2
1,25,2502,2,728,250052,6,1,350,,"N2",,2
1,25,2502,2,728,250053,2,1,3900,,"N3",,2
1,25,2502,2,728,250053,3,1,4000,,"N1",,2
1,25,2502,2,728,250055,2,1,6000,,"N4",,2
1,25,2502,2,728,250055,3,1,1000,,"N5",,2
1,25,2502,2,728,250056,3,1,4000,,"N1",,2
1,25,2502,2,728,250058,2,1,7000,,"N1",,2
1,25,2502,2,728,250058,6,1,500,,"N1",,2
1,25,2502,2,728,250060,2,1,1000,,"N3",,2
1,25,2502,2,728,250060,3,1,500,,"N4",,2
1,25,2511,2,1424,250064,2,1,1400,0,"N1",,2
1,25,2511,2,1424,250066,2,1,4000,,"N1",,2
1,25,2511,2,1424,250068,2,1,2000,0,"N1",,2
1,26,2606,1,516,260010,2,1,6000,,"N1","N7",2
1,26,2618,2,1276,260022,3,1,2500,,"N5",,2
1,26,2618,2,1276,260023,2,1,1500,,"N3",,2
1,26,2618,2,1276,260024,3,1,4500,,"N5",,2
1,26,2618,2,1276,260029,2,1,9250,15000,"N3",,2
1,26,2618,2,1276,260029,3,1,200,,"N3",,1
1,26,2618,2,494,260034,2,1,3000,,"N2",,2
1,26,2618,2,494,260034,3,1,200,,"N2",,2
1,26,2618,2,494,260034,7,1,50,,"N1",,2
1,26,2615,2,2196,260051,2,1,45000,,"N2",,1
1,26,2615,2,2196,260052,2,1,30000,,,,2
1,26,2615,2,2196,260052,8,1,10000,,,,2
1,26,2615,2,2196,260053,2,1,8000,,"N1",,2
1,26,2615,2,2196,260053,3,1,100000,,"N1",,2
1,26,2615,2,2196,260053,8,1,60000,,"N1",,2
1,26,2615,2,2196,260054,2,1,20000,,"N1",,2
1,26,2615,2,2196,260054,3,1,50000,,"N1",,2
1,26,2615,2,2196,260056,2,1,100000,,"N1",,1
1,26,2615,2,2196,260057,2,1,65000,,"N1",,1
1,26,2615,2,2196,260057,3,1,4500,,"N1",,1
1,26,2615,2,2196,260057,6,1,2000,,"N1",,2
1,26,2615,2,2196,260057,7,1,6500,,"N1",,2
1,26,2615,2,2196,260057,8,1,19200,,"N2",,2
1,26,2615,2,2196,260058,2,1,35000,,"N2",,1
1,26,2615,2,2196,260059,2,1,37000,,"N1",,1
1,26,2615,2,2196,260060,2,1,20000,,"N1",,1
1,26,2615,2,2178,260064,2,1,500,,"N2",,1
1,26,2621,2,100,260071,2,1,25000,,"N1",,2
1,26,2621,2,100,260072,2,1,3000,,"N1",,1
1,26,2621,2,100,260073,2,1,30000,,,,2
1,26,2621,2,100,260075,8,1,2000,,"N2",,2
1,26,2621,2,100,260076,2,1,15000,,,,2
1,26,2621,2,100,260077,2,1,500,,"N1",,2
1,26,2621,2,100,260078,2,1,6000,,"N1",,1
1,26,2621,2,100,260079,2,1,6000,,"N1",,1
1,26,2621,2,100,260080,2,1,25000,,"N1",,2
1,26,2605,2,594,260091,1,1,15000,2000,"N3",,2
1,26,2605,2,594,260091,3,1,1000,,"N4",,2
1,26,2605,2,594,260092,2,1,2000,,"N1",,2
1,26,2605,2,594,260092,3,1,1500,,"N1",,2
1,26,2605,2,594,260093,2,1,2000,,"N5",,2
1,26,2605,2,594,260093,4,1,5000,,"N5",,2
1,26,2605,2,594,260093,5,1,1500,,"N5",,2
1,26,2605,2,594,260094,3,1,700,,"N1",,2
1,26,2605,2,594,260095,2,1,3500,,"N4",,2
1,26,2605,2,594,260095,3,1,2000,,"N3",,2
1,26,2605,2,594,260095,6,1,1500,,"N4",,2
1,26,2605,2,594,260096,3,1,2000,,"N4",,2
1,26,2605,2,594,260097,5,1,3000,,"28",,2
1,26,2605,2,594,260097,7,1,1000,1000,"N2",,2
1,26,2603,1,1786,260110,3,1,500,0,"N1",,2
1,26,2613,2,2248,260127,2,1,1000,,,,2
1,26,2613,2,2248,260127,3,1,1500,,,,2
1,26,2613,2,2248,260127,6,1,400,,,,2
1,26,2613,2,2248,260129,2,1,8000,,"N3",,1
1,26,2613,2,2248,260129,3,1,2000,,"N4",,1
1,26,2608,2,820,260136,2,1,1500,,"N2",,2
1,26,2608,2,820,260136,3,1,800,,"N2",,2
1,26,2608,2,820,260139,9,1,12,250,"N3",,1
1,26,2601,2,822,260141,3,1,800,,"N1",,2
1,26,2601,2,822,260142,3,1,1000,,"N1",,2
1,26,2601,2,822,260143,1,1,36000,,"N2",,2
1,26,2601,2,822,260143,2,1,15000,,"N1",,2
1,26,2601,2,822,260143,3,1,20000,,,,2
1,26,2601,2,822,260143,6,1,8000,,,,2
1,26,2601,2,822,260143,8,1,20000,,,,2
1,26,2601,2,822,260143,9,1,2000,,,,2
1,26,2601,2,822,260144,3,1,200,,"N5",,2
1,26,2601,2,822,260148,2,1,5000,,"N1",,2
1,26,2601,2,822,260148,3,1,20000,,"N2",,2
1,26,2601,2,822,260149,2,1,4000,,"N2",,2
1,26,2613,2,1462,260151,3,1,2000,,"N3",,2
1,26,2613,2,1462,260152,2,1,2000,,"N3",,2
1,26,2613,2,1462,260152,3,1,3000,,"N2",,2
1,26,2613,2,1462,260153,1,1,2000,1000,,,2
1,26,2613,2,1462,260153,2,1,2600,,"N3",,2
1,26,2613,2,1462,260153,3,1,4000,500,"N2",,2
1,26,2613,2,1462,260153,4,1,5000,,,,2
1,26,2613,2,1462,260153,6,1,1000,200,,,2
1,26,2613,2,1462,260154,2,1,3000,,"N1",,2
1,26,2613,2,1462,260155,2,1,15000,,"N1",,2
1,26,2613,2,1462,260155,3,1,2500,,"N2",,2
1,26,2613,2,1462,260155,6,1,500,,"N1",,2
1,26,2613,2,1462,260156,3,1,2000,,"N1",,2
1,26,2616,2,254,260162,2,1,5500,,"N2",,2
1,26,2616,2,254,260162,3,1,4000,,"N2",,2
1,26,2616,2,254,260163,2,1,7000,,"N1",,2
1,26,2616,2,254,260163,6,1,800,,"N2",,2
1,26,2616,2,254,260164,2,1,3000,,"N1",,2
1,26,2616,2,254,260165,3,1,,,"12",,2
1,26,2616,2,254,260170,3,1,800,,"N1",,2
1,26,2625,2,926,260172,2,1,15000,,,,2
1,26,2625,2,926,260172,3,1,5000,,,,2
1,26,2625,2,926,260172,6,1,2000,,,,2
1,26,2625,2,926,260174,2,1,10000,,"N2",,2
1,26,2625,2,926,260174,3,1,6000,,"N2",,2
1,26,2625,2,926,260174,6,1,800,,"N2",,2
1,26,2625,2,926,260178,2,1,4500,,"N1",,2
1,26,2625,2,926,260178,3,1,5000,,"N2",,2
1,26,2625,2,926,260179,2,1,5000,,"N3",,2
1,26,2625,2,926,260179,3,1,3000,,"N2",,2
1,26,2625,2,926,260180,2,1,6000,,"N1",,2
1,26,2625,2,926,260180,3,1,4500,,"N2",,2
6,27,2715,2,752,270024,9,1,2800,1000,"N2",,2
6,27,2715,2,752,270027,9,1,600,,"N2","N1",2
6,27,2715,2,752,270029,6,1,900,,"N2",,2
6,27,2715,2,752,270029,9,1,1000,,"N2",,2
6,27,2712,2,110,270050,6,1,2000,1000,"N2","N1",2
6,27,2712,2,110,270050,9,1,3500,,"N3",,2
6,27,2703,1,1612,270061,2,1,2000,0,"N1","N2",2
6,27,2719,2,100,270086,2,1,3000,,"N5",,2
6,28,2806,1,802,280001,2,1,3800,500,"N1","N2",2
6,28,2806,1,164,280012,2,1,500,100,"N2",,2
6,28,2802,2,566,280048,3,1,6000,,"N1",,2
6,29,2930,1,530,290003,2,1,10000,,"N4",,2
6,29,2930,1,530,290003,3,1,1000,,"N3",,2
6,29,2909,2,220,290043,2,1,500,,"N6",,2
6,29,2909,2,220,290043,3,1,2500,,"N5",,2
6,29,2909,2,220,290043,6,1,,500,"N7",,2
6,29,2909,2,220,290047,2,1,4000,5000,"N3",,2
6,29,2909,2,220,290047,3,1,1000,,"N4",,2
6,29,2909,2,220,290048,2,1,500,,"N1",,2
6,29,2909,2,220,290048,5,1,200,,,,
6,29,2909,2,220,290049,2,1,8000,8000,"N2",,2
6,29,2909,2,220,290049,3,1,1000,,"N3",,2
6,29,2909,2,220,290050,3,1,1000,0,"N6",,2
6,29,2905,1,384,290065,2,1,1000,,"N1",,2
6,29,2905,1,384,290067,2,1,100,,"N2",,2
6,29,2910,1,350,290082,2,1,6500,,"N2",,2
6,29,2910,1,350,290082,9,1,450,,"N3",,2
6,29,2911,1,746,290091,1,1,5000,,"N1",,2
6,29,2911,1,746,290094,2,1,2000,,"N4",,2
6,29,2911,1,746,290097,1,1,5000,,"N5",,2
6,29,2911,2,1870,290105,2,1,120000,,"N6",,2
6,29,2911,2,1870,290105,5,1,9000,,"N6",,2
6,29,2911,2,1870,290106,2,1,2000,,"N5",,2
6,29,2911,2,1870,290108,2,1,3000,0,"N4",,2
6,29,2923,2,1126,290111,2,1,1000,2000,"N2",,2
6,29,2923,2,1126,290112,2,1,500,,"N2",,2
6,29,2923,2,1126,290117,2,1,25000,,"N1",,2
6,29,2923,1,396,290124,3,1,1500,,"N4",,2
6,29,2923,1,396,290126,2,1,1500,,"N1",,2
6,29,2902,1,1028,290135,2,1,3000,,"N5",,2
6,29,2902,1,1028,290135,3,1,4000,,"N6",,2
6,29,2920,1,506,290142,3,1,1000,,"N2",,2
6,29,2920,1,1210,290151,2,1,25000,,"N4",,2
6,29,2920,1,1210,290151,3,1,8000,,"N3",,2
6,29,2920,1,1210,290155,2,1,5760,,"N1",,2
6,29,2920,1,1210,290155,6,1,720,,"N2",,2
6,29,2920,1,1210,290159,2,1,6720,,"N1",,2
6,29,2920,1,1210,290159,9,1,1920,,"N2",,2
6,29,2914,1,214,290161,2,1,720000,10000,"N1","N2",2
6,29,2914,1,214,290161,3,1,,20000,"N2",,2
6,29,2914,1,214,290161,5,1,10000,5000,"N3","N2",2
6,29,2914,1,214,290161,6,1,,300,"N2",,2
6,29,2914,1,214,290161,9,1,12000,,"N4",,
6,29,2914,1,214,290162,2,1,15000,,"N1",,2
6,29,2914,1,214,290162,3,1,4300,,"N6",,2
6,29,2914,1,214,290163,2,1,600,,"N3",,2
6,29,2914,1,214,290165,2,1,1000,,"N1",,2
6,29,2914,1,214,290167,2,1,,5000,"N3",,2
6,29,2914,1,214,290167,5,1,,5000,"N4",,2
6,29,2920,2,1628,290172,2,1,5000,,"N4",,2
6,29,2920,2,1628,290173,2,1,5000,,"N4",,2
6,29,2920,2,1628,290174,2,1,2000,,"N10",,2
6,29,2920,2,1628,290176,2,1,3360,,"N5",,2
6,29,2920,2,1628,290177,2,1,2400,,"N2",,2
6,29,2920,2,1628,290180,2,1,4000,,"N4",,2
6,30,3018,2,914,300028,2,1,40000,,"N4",,2
