"zone","state","lga","sector","ea","hhid","plotid","cropid","s11eq1","s11eq2","s11eq3","s11eq4","s11eq5","s11eq6a","s11eq6b","s11eq6c","s11eq7","s11eq7b","s11eq8","s11eq9","s11eq10a","s11eq10b","s11eq10c","s11eq11a","s11eq11b","s11eq12","s11eq13","s11eq13b","s11eq14","s11eq15","s11eq16","s11eq17a","s11eq17b","s11eq17c","s11eq18","s11eq19","s11eq19b","s11eq20","s11eq21","s11eq22","s11eq23","s11eq24","s11eq25","s11eq26","s11eq27","s11eq28a","s11eq28b","s11eq28c","s11eq29","s11eq30","s11eq30b","s11eq31","s11eq32","s11eq33","s11eq34","s11eq35"
3,33,3307,2,688,330077,2,2,"GUINEA CORN",1070,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3307,2,688,330077,2,3,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,3,1,,100,5,,300,1,,,,2,,,,,,,,,,,,,
3,33,3307,2,688,330078,1,1,"MILLET",1100,1,1,1100,36,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3307,2,688,330078,1,2,"BEANS",1010,1,1,1010,18,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3307,2,688,330079,1,1,"MILLET",1100,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3307,2,688,330079,1,2,"GUINEA CORN",1070,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3307,2,688,330079,1,3,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N4",1010,6,1,,50,1,,1200,1,,,,2,,,,,,,,,,,,,
3,33,3307,2,688,330079,2,1,"MILLET",1100,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3307,2,688,330079,2,2,"GUINEA CORN",1070,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3307,2,688,330079,2,3,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N4",1010,10,1,,50,1,,2000,1,,,,2,,,,,,,,,,,,,
3,33,3307,2,688,330080,1,1,"MILLET",1100,1,1,1100,12,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3307,2,688,330080,1,2,"GUINEA CORN",1070,1,1,1070,9,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3307,2,688,330080,1,3,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,8,2,,200,5,,875,1,,,,2,,,,,,,,,,,,,
2,34,3401,2,526,340001,1,1,"MAIZE",1080,1,1,1082,2500,2,,4,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340001,2,1,"MAIZE",1080,1,1,1082,1100,2,,4,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340002,1,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N2",1080,19,2,,200,6,,1040,1,,,,2,,,,,,,,,,,,,
2,34,3401,2,526,340002,1,2,"G/CORN",1070,1,2,,,,,,,2,,,,,,,,,,1,"N2",1070,14,2,,200,6,,720,1,,,,2,,,,,,,,,,,,,
2,34,3401,2,526,340002,2,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N2",1080,12,2,,200,6,,650,1,,,,2,,,,,,,,,,,,,
2,34,3401,2,526,340002,2,2,"G/CORN",1070,1,2,,,,,,,2,,,,,,,,,,1,"N2",1070,2,2,,200,6,,120,1,,,,2,,,,,,,,,,,,,
2,34,3401,2,526,340003,1,1,"MAIZE",1080,1,1,1080,13,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340003,1,2,"G/CORN",1070,1,1,1070,9,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340003,2,1,"MAIZE",1080,1,1,1080,15,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340003,2,2,"MILET",1100,1,1,1100,6,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340004,1,1,"MAIZE",1080,1,1,1080,14,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340004,1,2,"G/CORN",1070,1,1,1070,2,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340005,1,1,"MAIZE",1080,1,1,1080,28,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340005,1,2,"G/CORN",1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340006,1,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340006,1,2,"G/CORN",1070,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340006,2,1,"RICE",1110,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340007,1,1,"MAIZE",1080,1,1,1080,12,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340007,2,1,"MILLET",1100,1,1,1100,8,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340008,1,1,"MAIZE",1080,1,1,1080,18,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340009,1,1,"MAIZE",1080,1,1,1080,240,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340009,1,2,"G/CORN",1070,1,1,1070,10,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3401,2,526,340009,2,1,"RICE",1110,1,1,1100,50,2,,1,,2,,,,,,,,,,1,"N2",1110,50,2,,100,6,,1750,1,,,,2,,,,,,,,,,,,,
2,34,3401,2,526,340010,1,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N5",1082,1,2,,150,6,,2250,1,,,,2,,,,,,,,,,,,,
2,34,3401,2,526,340010,2,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N5",1082,1,2,,150,6,,2250,1,,,,2,,,,,,,,,,,,,
2,34,3415,2,268,340011,1,1,"GCORN",1070,1,2,,,,,,,2,,,,,,,,,,1,"N2",1070,4,2,,300,6,,360,1,,,,2,,,,,,,,,,,,,
2,34,3415,2,268,340011,1,2,"MILLET",1100,1,2,,,,,,,2,,,,,,,,,,1,"N2",1100,10,2,,1500,6,,820,1,,,,2,,,,,,,,,,,,,
2,34,3415,2,268,340011,2,1,"G/NUT",1060,1,2,,,,,,,2,,,,,,,,,,1,"N2",1060,5,2,,9000,6,,8000,1,,,,2,,,,,,,,,,,,,
2,34,3415,2,268,340011,3,1,"G/NUT",1060,1,2,,,,,,,2,,,,,,,,,,1,"N2",1060,7,2,,2250,6,,1200,1,,,,2,,,,,,,,,,,,,
2,34,3415,2,268,340012,1,1,"YAM",1120,1,1,1120,800,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340012,2,1,"G/CORN",1070,1,1,1070,2,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340012,3,1,"GROUNDNUT",1060,1,1,1060,60,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340013,1,1,"G/CORN",1070,1,1,1070,14,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340013,2,1,"G/NUT",1060,1,1,1060,18,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340013,3,1,"G/CORN",1070,1,1,1070,16,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340013,3,2,"MILLET",1100,1,1,1100,18,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340013,4,1,"G/NUT",1060,1,1,1060,14,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340013,5,1,"G/CORN",1070,1,1,1070,14,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340013,5,2,"MILLET",1100,1,1,1100,8,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340014,1,1,"G/CORN",1070,1,1,1070,14,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340014,2,1,"GROUNDNUT",1060,1,1,1060,5,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340014,2,2,"LOCUST BEANS",3140,1,1,3140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340016,1,1,"GUINEA CORN",1070,1,1,1070,6,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340016,2,1,"GROUNDNUT",1060,1,1,1060,30,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340016,3,1,"GROUND NUT",1060,1,1,1060,30,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340017,1,1,"G/CORN",1070,1,1,1070,75,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340017,1,2,"BEANS",1010,1,1,1010,45,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340018,1,1,"GUINEA CORN",1070,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340018,2,1,"GROUNDNUT",1060,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340018,3,1,"GROUNDNUT",1060,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340019,1,1,"G/CORN",1070,1,1,1070,48,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340019,2,1,"G/NUT",1060,1,1,1060,50,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340020,1,1,"YAM",1120,1,1,1120,15,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340020,1,2,"BEANS",1010,1,1,1010,2,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3415,2,268,340020,1,3,"MAIZE",1080,1,1,1080,2,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340021,1,1,"MAIZE FARM",1080,1,2,,,,,,,2,,,,,,,,,,1,"N2",1080,23,2,,200,5,,3500,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340022,1,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N3",1080,20,2,,200,6,,500,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340022,2,1,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N3",1010,14,2,,200,6,,1500,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340023,1,1,"MAIZE",1080,1,1,1080,48,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340023,2,1,"RICE",1110,1,1,1110,200,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340023,3,1,"BEANS",1010,1,1,1010,15,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340024,1,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,6,2,,,1,,240,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340024,1,2,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,3,2,,,1,,1000,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340024,2,1,"RICE",1110,1,2,,,,,,,2,,,,,,,,,,1,"N1",1110,30,2,,,1,,3700,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340024,3,1,"G/NUT",1060,1,2,,,,,,,2,,,,,,,,,,1,"N1",1060,7,2,,,1,,2700,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340024,3,2,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,4,2,,,1,,12000,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340025,1,1,"MAIZE",1080,1,1,1080,30,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340025,1,2,"RICE",1110,1,1,1110,100,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340025,2,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N4",1080,22,2,,,1,,750,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340026,1,1,"MAIZE",1080,1,1,1080,22,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340026,1,2,"RICE",1110,1,1,1110,12,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340026,2,1,"MAIZE",1080,1,1,1080,45,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340026,2,2,"BEANS",1010,1,1,1010,30,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340027,1,1,"MAIZE",1080,1,1,1080,22,1,,1,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340027,2,1,"BEAN",1010,1,1,1010,,,,,,2,,,,,,,,,,1,"N1",1010,12,1,,200,6,,600,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340028,1,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N2",1080,25,2,,200,5,,4500,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,1706,340029,1,1,"MAIZE",1080,1,1,1080,50,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340029,2,2,"G/CORN",1070,1,1,1070,12,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340029,3,3,"G/NUT",1060,1,1,1060,32,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340030,1,1,"MAIZE",1080,1,1,1080,30,2,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,1706,340030,2,1,"MAIZE",1080,1,1,1080,50,2,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340031,1,1,"MAIZE",1080,1,1,1080,2,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340031,1,2,"GUINEA CORN",1070,1,1,1070,2,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340031,1,3,"GROUND NUT",1060,1,1,1060,19,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340031,1,4,"CASSAVA",1020,1,1,1020,30,2,,1,,1,1020,30,2,,"N2","N3",1500,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340032,1,1,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,22,2,,100,5,,1050,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,456,340032,2,1,"GROUND NUT",1060,1,2,,,,,,,2,,,,,,,,,,1,"N1",1060,75,2,,100,5,,600,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,456,340032,3,1,"GROUND NUT",1060,1,2,,,,,,,2,,,,,,,,,,1,"N1",1060,9,2,,100,5,,500,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,456,340032,4,1,"GROUND NUT",1060,1,2,,,,,,,2,,,,,,,,,,1,"N1",1060,6,2,,120,5,,400,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,456,340033,1,1,"MAIZE",1080,1,1,1080,6,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340033,1,2,"G/NUT",1060,1,1,1060,3,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340033,2,1,"G/NUT",1060,1,1,1060,30,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340034,1,1,"GROUNG NUT",1060,1,1,1060,4,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340034,2,1,"GROUNDNUT",1060,1,1,1060,3,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340035,1,1,"MAIZE",1080,1,1,1080,5,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340035,1,2,"BEANS",1010,1,1,1010,5,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340035,2,1,"YAM",1120,1,1,1120,100,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340035,2,2,"MAIZE",1080,1,1,1080,5,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340036,1,1,"MAIZE",1080,1,1,1080,50,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340036,2,1,"SOYA BEANS",2220,1,1,2220,25,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340037,1,1,"MAIZE",1080,1,1,,25,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340037,1,2,"BEANS",1010,1,1,,10,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340037,2,1,"YAM",1120,1,1,,750,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340037,2,2,"BEANS",1010,1,1,,15,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340037,3,1,"RICE",1110,1,1,,8,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340038,1,1,"CASSAVA",1020,1,1,1020,8,3,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340038,1,2,"YAM",1120,1,1,1120,270,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340038,1,3,"MAIZE",1080,1,1,1080,14,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340038,2,1,"MAIZE",1080,1,1,1080,12,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340038,2,2,"BEANS",1010,1,1,1080,8,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340039,1,1,"YAM",1120,1,1,1120,8000,3,,1,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340039,1,2,"MAIZE",1080,1,1,1080,200,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340039,1,3,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N4",1010,100,2,,200,5,,9500,1,,,,2,,,,,,,,,,,,,
2,34,3405,2,456,340039,2,1,"G/NUT",1060,1,1,1060,100,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340039,3,1,"G/NUT",1060,1,1,1060,50,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340039,4,1,"G/NUT",1060,1,1,1060,100,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340040,1,1,"MAIZE",1080,1,1,1080,6,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340040,1,2,"BEANS",1010,1,1,1010,6,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340040,2,1,"MAIZE",1080,1,1,1080,2,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340040,2,2,"BEANS",1010,1,1,1010,3,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340040,3,1,"MAIZE",1080,1,1,1080,2,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340040,3,2,"BEANS",1010,1,1,1010,3,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340040,4,1,"BEANS",1010,1,1,1010,2,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3405,2,456,340040,5,1,"RICE",1110,1,1,1110,5,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340041,1,1,"RICE",1110,1,2,,,,,,,2,,,,,,,,,,1,"N4",1110,50,2,,200,1,,5000,1,,,,2,,,,,,,,,,,,,
2,34,3410,2,42,340043,1,1,"RICE",1110,1,1,1110,100,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340044,1,1,"RICE",1110,1,1,1110,200,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340044,1,2,"MAIZE",1080,1,1,1080,4,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340044,1,3,"G/CORN",1070,1,1,1070,2,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340045,1,1,"MAIZE",1080,1,1,1080,140,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340045,2,1,"RICE",1110,1,1,1110,100,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340046,1,1,"RICE",1110,1,2,,,,,,,2,,,,,,,,,,1,"N4",1110,75,2,,,1,,3000,1,,,,2,,,,,,,,,,,,,
2,34,3410,2,42,340047,1,1,"RICE",1110,1,1,1110,600,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340047,2,1,"RICE",1110,1,1,1110,1000,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340047,2,2,"GUM ARABIC",2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340048,1,1,"RICE",1110,1,1,1110,100,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340049,1,1,"MAIZE",1080,1,1,1080,48,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3410,2,42,340050,1,1,"RICE",1110,1,2,,,,,,,2,,,,,,,,,,1,"N4",1110,200,2,,200,6,,2000,1,,,,2,,,,,,,,,,,,,
2,34,3412,2,156,340051,1,1,"MAIZE",1080,1,1,1080,20,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340051,1,2,"G/CORN",1070,1,1,1070,10,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340051,2,1,"RICE",1110,1,1,1110,106,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340051,3,1,"G/NUT",1060,1,1,1060,24,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340051,3,2,"G/CORN",1070,1,1,1070,12,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340051,4,1,"CASSAVA",1020,1,1,1020,1,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340051,5,1,"YAM",1120,1,1,1120,600,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340052,1,1,"RICE",1110,1,1,1110,100,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340052,2,1,"CASSAVA",1020,1,1,1020,6,3,"BOUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340052,3,1,"MAIZE",1080,1,1,1080,8,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3412,2,156,340052,3,2,"G/CORN",1070,1,1,1070,8,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
