"zone","state","lga","sector","ea","hhid","plotid","cropid","s11eq1","s11eq2","s11eq3","s11eq4","s11eq5","s11eq6a","s11eq6b","s11eq6c","s11eq7","s11eq7b","s11eq8","s11eq9","s11eq10a","s11eq10b","s11eq10c","s11eq11a","s11eq11b","s11eq12","s11eq13","s11eq13b","s11eq14","s11eq15","s11eq16","s11eq17a","s11eq17b","s11eq17c","s11eq18","s11eq19","s11eq19b","s11eq20","s11eq21","s11eq22","s11eq23","s11eq24","s11eq25","s11eq26","s11eq27","s11eq28a","s11eq28b","s11eq28c","s11eq29","s11eq30","s11eq30b","s11eq31","s11eq32","s11eq33","s11eq34","s11eq35"
2,5,504,2,708,50041,3,2,"Beans",1010,1,1,1010,10,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50042,1,1,"Millet",1100,1,1,1100,112,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50042,1,2,"G.nut",1062,1,1,1062,,,,,,2,,,,,,,,,,1,"N8",,112,2,,,5,,3000,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50042,1,3,"B.seed",2040,1,2,,,,,,,2,,,,,,,,,,1,"N10",,11,2,,,5,,1200,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50042,1,4,"Beans Nut",2020,1,2,,,,,,,2,,,,,,,,,,1,"N11",,7,2,,,5,,1000,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50042,1,5,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N12",,17,2,,,1,,1800,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50042,2,1,"MIllet",1100,1,1,1100,8,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50042,2,2,"Bean",1010,1,2,,,,,,,2,,,,,,,,,,1,"N12",,8,2,,,1,,9000,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50042,3,1,"Millet",1100,1,1,1100,3,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50042,3,2,"G.nut",1062,1,2,,,,,,,2,,,,,,,,,,1,"N9",,112,2,,,5,,3000,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50042,3,3,"Bean",1010,1,2,,,,,,,2,,,,,,,,,,1,"N12",,6,2,,,1,,600,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50042,4,1,"Millet",1100,1,1,1100,,3,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50042,4,2,"G.nut",1062,1,2,,,,,,,2,,,,,,,,,,1,"N7",,112,2,,,5,,3000,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50042,4,3,"Bean",1010,1,2,,,,,,,2,,,,,,,,,,1,"N12",,8,2,,,1,,9000,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50042,5,1,"Millet",1100,1,1,1100,28,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50042,5,2,"Bean",1010,1,2,,,,,,,2,,,,,,,,,,1,"N12",,28,2,,,1,,3000,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50043,1,1,"Millet",1100,1,1,1100,4,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50043,1,2,"Beans",1010,1,1,1010,3,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50043,2,1,"Maiwa",1100,1,1,1100,28,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50044,1,1,"Millet",1100,1,1,1100,42,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50044,1,2,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,42,2,,120,6,,450,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50044,1,3,"Groundnut",1062,1,2,,,,,,,2,,,,,,,,,,1,"N1",1062,20,2,,120,6,,1500,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50044,2,1,"Millet",1100,1,1,1100,28,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50044,2,2,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N2",1010,28,2,,,1,,300,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50044,2,3,"Gronudnut",1062,1,1,1062,70,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50044,3,1,"Millet",1100,1,1,1100,28,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50044,3,2,"Beas",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,28,2,,,,,,,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50045,1,1,"Millet",1100,1,2,,,,,,,1,1100,52,2,,"N2",,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50045,1,2,"Beans",1010,1,2,,,,,,,1,1010,52,2,,"N1",,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50045,2,1,"Guineacorn",1070,1,2,,,,,,,1,1070,52,2,,"N3",,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50046,1,1,"Millet",1100,1,1,1100,7,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50046,1,2,"Ground nut",1062,1,1,1062,14,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50046,1,3,"Beans",1010,1,1,1010,28,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50046,2,1,"Late Millet",1100,1,1,1100,56,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50046,2,2,"Beans",1010,1,1,1010,28,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50046,3,1,"Millet",1100,1,1,1100,56,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50046,3,2,"Beans",1010,1,1,1010,28,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50047,1,1,"G.corn",1070,1,1,1070,4,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50047,2,1,"Maiwa",1100,1,1,1100,4,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50047,2,2,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N5",1010,3,1,,0,5,,300,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50047,3,1,"Millet",1100,1,1,1100,5,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50047,3,2,"G.nut",1062,1,2,,,,,,,2,,,,,,,,,,1,"N6",1062,10,1,,0,5,,1400,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50047,3,3,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N5",1010,6,1,,0,5,,600,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50047,4,1,"Maiwa",1100,1,1,1100,8,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50047,4,2,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N5",1010,4,1,,0,5,,450,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50047,4,3,"G.nut",1062,1,2,,,,,,,2,,,,,,,,,,1,"N6",1062,10,1,,0,5,,1400,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50048,1,1,"Millet",1100,1,2,,,,,,,2,,,,,,,,,,1,"N4",1100,10,2,,0,1,,420,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50048,2,1,"G.corn",1070,1,2,,,,,,,1,1070,1,2,,"N3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50048,2,2,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N5",1010,7,2,,0,1,,750,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50048,3,1,"Millet",1100,1,2,,,,,,,2,,,,,,,,,,1,"N4",1100,,,,,,,,,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50048,3,2,"G.corn",1070,1,2,,,,,,,1,1070,7,2,,"N3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50048,3,3,"Bean",1010,1,2,,,,,,,2,,,,,,,,,,1,"N5",1010,10,2,,0,1,,1050,1,,,,2,,,,,,,,,,,,,
2,5,504,2,708,50049,1,1,"Millet",1100,1,1,1100,84,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50049,1,2,"G.corn",1070,1,1,1070,7,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50049,1,3,"Bean",1010,1,1,1010,4,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50049,2,1,"Millet",1100,1,1,1100,13,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50049,2,2,"Beans",1010,1,1,1010,7,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50049,3,1,"Millet",1100,1,1,1100,10,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,708,50049,3,2,"Beans",1010,1,1,1010,7,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,1,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,2,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,2,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,3,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,3,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,4,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,5,1,"MILLRT",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50051,5,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50052,1,1,"MILLET",1100,1,1,1100,15,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50052,1,2,"BEANS",1010,1,1,1010,4,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50052,2,1,"MILLET",1100,1,1,1100,23,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50052,2,2,"BEANS",1010,1,1,1010,7,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50053,1,1,"MILLET",1100,1,1,1100,14,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50053,1,2,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N2",1010,10,2,,200,6,,1200,1,,,,2,,,,,,,,,,,,,
2,5,513,2,348,50053,2,1,"MAIZE",1080,1,1,1080,1,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50054,1,1,,1100,1,1,1100,56,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50054,1,2,,1010,1,1,1010,14,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50054,2,1,,2020,1,1,2020,57,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50054,2,2,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50054,3,1,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50054,3,2,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50054,4,1,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50055,1,1,"MILLET",1100,1,1,1100,11,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50055,1,2,"BEANS",1010,1,1,1010,5,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50055,2,1,"MILLET",1100,1,1,1100,23,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50056,1,1,"MILLET",1100,1,1,1100,8,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50056,1,2,"RICE",1111,1,1,1111,33,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50056,2,1,"MILLET",1100,1,1,1100,30,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50056,2,2,"BEANS",1010,1,1,1010,6,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50056,3,1,"MILLET",1100,1,1,1100,14,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50056,3,2,"BEANS",1010,1,1,1010,39,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50057,1,1,"MILLET",1100,1,1,1100,20,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50057,1,2,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,9,2,,200,5,,980,1,,,,2,,,,,,,,,,,,,
2,5,513,2,348,50057,2,1,"MILLET",1100,1,1,1100,7,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50057,2,2,"BAENS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,4,2,,200,5,,420,1,,,,2,,,,,,,,,,,,,
2,5,513,2,348,50058,1,1,"MILLET",1100,1,1,1100,26,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50058,1,2,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,10,2,,100,6,,1800,1,,,,2,,,,,,,,,,,,,
2,5,513,2,348,50058,2,1,"MILLET",1100,1,1,1100,20,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50058,2,2,"BEANS",1010,1,2,,,,,,,2,,,,,,,,,,1,"N1",1010,5,2,,100,6,,600,1,,,,2,,,,,,,,,,,,,
2,5,513,2,348,50058,3,1,"RICE",1110,1,1,1110,20,2,,1,,1,1110,1,2,,"N2",,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,1,1,"MILLET",1100,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,1,2,"G.CORN",1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,1,3,"BEANA",1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,2,1,"MILLET",1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,2,2,"G.CORN",1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,2,3,"BEANS",1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,3,1,"MILLET",1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,3,2,"BEANS",1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,4,1,"MILLET",1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50059,4,2,"CASSAVA ROOT",1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50060,1,1,"MILLET",1100,1,1,1100,56,1,,1,,2,,,,,,,,,,1,"N1",1010,14,1,,200,5,,1500,1,,,,2,,,,,,,,,,,,,
2,5,513,2,348,50060,1,2,"BEANS",1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50060,2,1,"MILLET",1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50060,2,2,"BEANS",1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,513,2,348,50060,3,1,"MILLET",1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50061,1,1,"Millet",1100,1,1,1100,30,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50061,1,2,"Bean",1010,1,1,1010,15,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50061,2,1,"G.corn",1070,1,1,1070,30,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50061,2,2,"Bean",1010,1,1,1010,10,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50062,1,1,"Millet",1100,1,1,1100,6,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50062,1,2,"G.corn",1070,1,1,,3,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50062,1,3,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N3",,4,2,,,,,450,1,,,,2,,,,,,,,,,,,,
2,5,514,2,710,50062,2,1,"Millet",1100,1,1,,4,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50062,2,2,"G.nut",1062,1,2,,,,,,,2,,,,,,,,,,1,"N4",,4,2,,,,,450,1,,,,2,,,,,,,,,,,,,
2,5,514,2,710,50062,2,3,"G.corn",1070,1,1,,3,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50062,2,4,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N2",,4,2,,,,,450,1,,,,2,,,,,,,,,,,,,
2,5,514,2,710,50062,3,1,"Millet",1100,1,1,,4,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50062,3,2,"G.corn",1070,1,1,,3,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50062,3,3,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N2",,2,2,,,,,450,1,,,,2,,,,,,,,,,,,,
2,5,514,2,710,50062,4,1,"G.corn",1070,1,1,,1,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50062,4,2,"Mittet",1100,1,1,,1,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50062,4,3,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50063,1,1,"Millet",1100,1,1,1100,7,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50063,1,2,"G.corn",1070,1,1,1070,3,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50063,1,3,"G.nut",1062,1,1,1062,11,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50063,2,1,"Millet",1100,1,1,1100,7,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50063,2,2,"Beans",1010,1,1,1010,6,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50064,1,1,"G.corn",1070,1,1,1070,15,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50064,1,2,"G.nut",1062,1,1,1062,21,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50064,2,1,"Millet",1100,1,1,1100,30,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50064,2,2,"G.corn",1070,1,1,1070,15,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50064,2,3,"Beans",1010,1,1,1010,10,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50065,1,1,"Gunean corn",1070,1,1,1070,4,2,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50065,1,2,"Millet",1100,1,1,1100,10,2,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50065,1,3,"Beans",1010,1,2,,,,,,,2,,,,,,,,,,1,"N2",,4,2,,,,,450,1,,,,2,,,,,,,,,,,,,
2,5,514,2,710,50065,2,1,"Millet",1100,1,1,1100,6,2,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50065,2,2,"Gunean corn",1070,1,1,1070,3,2,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50065,3,1,"Millet",1100,1,1,1100,6,2,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50065,3,2,"Gunean corn",1070,1,1,1070,3,2,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50066,1,1,"G.corn",1070,1,1,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50066,1,2,"Millet",1100,1,1,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50066,1,3,"Beans",1010,1,1,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50066,2,1,"G.corn",1070,1,1,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50066,2,2,"Beans",1010,1,1,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,1,1,"Millet",1100,1,1,1100,7,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,1,2,"G.corn",1070,1,1,1070,4,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,1,3,"G.nut",1062,1,1,1062,21,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,1,4,"Beas",1010,1,1,1010,10,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,2,1,"Mellet",1100,1,1,1100,4,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,2,2,"G.corn",1070,1,1,1070,3,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,2,3,"G.nut",1062,1,1,1062,14,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,2,4,"Beans",1010,1,1,1010,4,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,3,1,"Millet",1100,1,1,1100,7,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,3,2,"G.corn",1070,1,1,1070,3,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50067,3,3,"Beans",1010,1,1,1010,7,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50068,1,1,"Millet",1100,1,1,1100,3,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50068,1,2,"G.Nut",1062,1,1,1062,14,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50068,1,3,"Beans",1010,1,1,1010,1,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,514,2,710,50068,2,1,"G.Corn",1070,1,1,1070,4,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
