"zone","state","lga","sector","ea","hhid","plotid","cropid","cropcode","s11gq1a","s11gq1b","s11gq1c","s11gq2","s11gq3","s11gq4","s11gq5a","s11gq5b","s11gq5c","s11gq5d","s11gq6","s11gq7","s11gq7b","s11gq8a","s11gq8b","s11gq8c"
6,29,2923,2,1126,290113,1,3,3170,50,3,,50,1980,,7,2010,,,1,1,,12,4,"BIG BASKET"
6,29,2923,2,1126,290114,1,1,3040,2000,3,,200,1971,,5,2009,3,2010,2,,,100,1,
6,29,2923,2,1126,290114,1,2,3110,60,3,,60,1971,,1,2010,,,2,,,60,1,
6,29,2923,2,1126,290114,1,3,3170,2,3,,2,1971,,,,,,2,,,0,1,
6,29,2923,2,1126,290116,1,1,3040,1000,3,,999,1950,,9,2010,4,2010,2,,,0,1,
6,29,2923,2,1126,290116,1,2,3110,1000,3,,999,1950,,10,2009,4,2010,2,,,30,1,
6,29,2923,2,1126,290116,1,3,3170,20,3,,20,1980,,9,2010,,,2,,,400,1,
6,29,2923,2,1126,290116,2,1,3110,2000,3,,200,1980,,10,2009,4,2010,2,,,10,1,
6,29,2923,2,1126,290116,2,2,1120,100,3,,100,1950,,9,2010,,,2,,,0,,
6,29,2923,2,1126,290117,1,1,3040,1500,3,,150,1970,,7,2010,,,1,5,,135,1,
6,29,2923,2,1126,290117,1,2,3110,30,3,,30,1970,,7,2010,,,1,5,,450,1,
6,29,2923,2,1126,290117,1,3,3170,20,3,,20,1970,,7,2010,,,1,5,,630,1,
6,29,2923,2,1126,290117,1,4,2030,200,8,"SOCKER",200,1970,,1,2010,,,1,5,,42,2,
6,29,2923,2,1126,290117,2,1,1080,425,8,"SOCKER",425,2010,425,,,,,2,,,0,,
6,29,2923,2,1126,290118,1,1,3042,100,3,,100,2002,70,10,2009,4,2010,1,11,,15,1,
6,29,2923,2,1126,290118,1,2,3110,50,3,,50,2002,20,10,2009,4,2010,1,11,,2,1,
6,29,2923,2,1126,290118,1,3,2030,40,3,,40,2002,40,9,2009,4,2010,1,11,,3,4,
6,29,2923,2,1126,290120,1,1,3040,1000,3,,100,1982,0,4,2010,8,2010,1,5,,50,1,"1 BAG"
6,29,2923,2,1126,290120,1,2,2170,200,3,,200,1982,0,1,2010,9,2010,2,,,90,2,
6,29,2923,2,1126,290120,1,3,3110,80,3,,80,1984,0,5,2010,,2010,2,,,4,1,
6,29,2923,2,1126,290120,1,4,3180,22,3,,22,1984,0,,,,,2,,,0,,
6,29,2923,1,396,290124,1,1,3041,2600,3,,260,2010,2600,3,2010,9,2010,1,5,,15,1,
6,29,2923,1,396,290124,1,2,2170,200,3,,200,2010,200,3,2010,9,2010,1,8,,50,2,
6,29,2923,1,396,290126,1,2,3040,1500,3,,150,1995,400,8,2010,,,2,,,25,1,
6,29,2923,1,396,290126,2,1,3040,2000,3,,200,1995,400,8,2010,,,2,,,125,1,
6,29,2923,1,396,290126,2,2,3170,100,3,,100,1995,,,,,,2,,,0,1,
6,29,2923,1,396,290126,2,3,3110,200,3,,200,1995,,3,2010,,,2,,,30,1,
6,29,2923,1,396,290127,1,1,3040,200,3,,200,1972,,9,2010,,,1,8,,25,1,
6,29,2923,1,396,290127,1,2,3110,10,3,,10,1972,,3,2010,,,1,5,,0,,
6,29,2923,1,396,290127,1,3,3170,10,3,,10,1972,,,,,,1,5,,0,,
6,29,2923,1,396,290127,2,1,3040,200,3,,200,1972,,9,2010,,,1,8,,20,1,
6,29,2923,1,396,290127,2,2,3110,30,3,,30,1972,,3,2010,,,1,5,,0,,
6,29,2923,1,396,290127,2,3,3170,25,3,,25,1972,,,,,,1,5,,0,,
6,29,2923,1,396,290127,3,1,3040,1000,3,,100,2005,,9,2010,,,2,,,0,,
6,29,2923,1,396,290127,3,2,3110,40,3,,40,2005,,3,2010,,,2,,,0,,
6,29,2923,1,396,290128,1,1,3041,8000,5,,800,2005,0,7,2010,,,2,,,150,1,
6,29,2923,1,396,290129,1,2,2170,60,3,,60,2010,60,,,,,2,,,0,,
6,29,2923,1,396,290130,1,1,3040,200,3,,200,1996,,1,2010,,,2,,,13,1,
6,29,2923,1,396,290130,1,2,3110,50,3,,50,1996,,4,2010,,,2,,,150,1,
6,29,2920,1,1210,290151,1,1,3040,4,5,,160,1953,300,7,2010,1,2011,1,8,,150,1,
6,29,2920,1,1210,290151,2,1,3040,2,5,,850,1953,50,7,2010,1,2011,1,8,,100,1,
6,29,2920,1,1210,290151,3,1,3040,2,5,,999,1920,50,7,2010,1,2011,1,8,,100,1,
6,29,2920,1,1210,290152,1,1,3040,4,5,,150,1990,500,9,2010,1,2011,1,8,,0,,
6,29,2920,1,1210,290152,1,2,2170,4,5,,400,1990,20,4,2010,11,2010,1,6,,0,,
6,29,2920,1,1210,290152,1,3,3110,4,5,,200,1990,10,4,2010,12,2010,1,5,,0,,
6,29,2920,1,1210,290152,2,1,3040,3,5,,100,1990,0,9,2010,1,2011,1,8,,0,,
6,29,2920,1,1210,290152,2,2,2170,3,5,,250,1990,0,4,2010,11,2010,1,6,,0,,
6,29,2920,1,1210,290152,2,3,3110,3,5,,999,1990,0,4,2010,12,2010,1,5,,0,,
6,29,2920,1,1210,290152,2,4,3170,3,5,,999,1990,0,4,2010,12,2010,1,2,,,,
6,29,2914,1,214,290165,1,1,3040,200,3,,200,1960,,9,2010,,,2,,,25,1,
6,29,2914,1,214,290165,1,2,3110,4000,3,,400,1960,,12,2009,5,2010,2,,,250,1,"5BASKET"
6,29,2914,1,214,290165,1,3,3170,30,3,,30,1960,,9,2010,,,2,,,,,
6,29,2914,1,214,290165,1,4,2270,4,3,,4,1960,,6,2010,9,2010,2,,,150,1,
6,29,2914,1,214,290165,2,3,2170,100,3,,100,2010,100,1,2010,,,2,,,6,4,"BUNDS"
6,29,2914,1,214,290166,1,3,3040,500,3,,500,1976,,11,2009,1,2010,1,2,,188,1,
6,29,2914,1,214,290166,1,4,3110,1000,3,,100,1976,,3,2010,4,2010,2,,,100,1,
6,29,2914,1,214,290167,1,1,3040,700,3,,700,2001,,,,,,2,,,,,
6,29,2914,1,214,290167,1,2,2030,800,3,,800,2003,,9,2010,,,2,,,100,,
6,29,2914,1,214,290167,2,2,2170,1500,3,,150,2004,100,9,2010,,,2,,,16,2,
6,29,2914,1,214,290169,1,3,3041,900,3,,900,1990,20,9,2010,,,2,,,75,1,
6,29,2914,1,214,290169,1,4,3111,1020,3,,102,1990,,8,2010,,,2,,,150,1,
6,29,2914,1,214,290170,1,1,3041,7000,3,,700,2005,,7,2010,9,2010,1,11,"TORNADOE (IJI)",30,1,
6,29,2914,1,214,290170,2,1,1080,5000,3,,500,2005,,,,,,1,11,"TORNADOE",,,
6,29,2914,1,214,290170,2,2,2030,3000,3,,300,2005,,3,2010,9,2010,1,11,"TORNADOE",50,2,"BUNCH"
6,29,2920,2,1628,290172,1,1,3040,5,5,,999,1960,85,10,2010,2,2011,1,5,,0,,
6,29,2920,2,1628,290172,1,2,3190,5,5,,20,1960,0,11,2010,2,2011,2,,,0,,
6,29,2920,2,1628,290172,1,3,3170,5,5,,35,1960,10,9,2010,2,2011,1,5,,0,,
6,29,2920,2,1628,290172,1,4,3180,5,5,,25,1960,0,8,2010,12,2010,2,,,0,,
6,29,2920,2,1628,290172,2,1,2170,400,3,,400,1980,20,9,2010,2,2011,1,10,,18,2,
6,29,2920,2,1628,290173,1,2,2170,1,5,,250,1990,30,8,2010,12,2010,1,6,,,,
6,29,2920,2,1628,290173,2,1,,2,5,,800,2009,300,,,,,2,,,12,2,
6,29,2920,2,1628,290174,2,3,2170,3,5,,999,2007,200,9,2010,2,2011,2,,,36,2,
6,29,2920,2,1628,290175,1,1,3040,1,5,,999,1925,40,10,2010,2,2011,1,6,,150,1,
6,29,2920,2,1628,290175,1,2,3110,40,3,,40,1995,40,9,2010,1,2011,1,6,,0,,
6,29,2920,2,1628,290175,1,3,3180,200,3,,,1995,,4,2010,7,2010,1,5,,0,,
6,29,2920,2,1628,290175,1,4,3190,20,3,,5,1995,5,3,2010,5,2011,1,6,,0,,
6,29,2920,2,1628,290175,1,5,3170,20,3,,,1995,,10,2010,2,2011,1,5,,0,,
6,29,2920,2,1628,290175,2,1,2170,200,3,,20,1995,20,9,2010,6,2011,1,6,,0,,
6,29,2920,2,1628,290175,2,2,2140,1,5,,999,1995,100,,,,,1,5,,50,1,
6,29,2920,2,1628,290176,1,2,2170,2,5,,200,2004,20,9,2010,2,2011,1,5,,26,2,
6,29,2920,2,1628,290176,2,2,3110,2,5,,200,2000,2,10,2010,2,2011,2,,,0,,
6,29,2920,2,1628,290176,2,3,3190,2,5,,4,1995,0,12,2010,2,2011,2,,,0,,
6,29,2920,2,1628,290177,1,2,2170,2,5,,999,2010,200,9,2010,12,2011,1,5,,0,,
6,29,2920,2,1628,290177,2,1,3040,5,5,,999,1975,500,9,2010,12,2011,1,5,,0,,
6,29,2920,2,1628,290177,2,2,3110,5,5,,999,1975,6,9,2010,12,2011,1,5,,0,,
6,29,2920,2,1628,290177,2,3,3190,5,5,,10,1995,30,9,2010,12,2011,1,5,,0,,
6,29,2920,2,1628,290178,1,1,3040,2,5,,400,1980,100,10,2010,2,2011,1,6,,0,,
6,29,2920,2,1628,290178,1,2,3110,30,3,,10,1980,20,10,2010,2,2011,1,5,,0,,
6,29,2920,2,1628,290178,1,3,3170,30,3,,10,1980,20,10,2010,2,2011,1,5,,0,,
6,29,2920,2,1628,290178,1,4,3190,5,3,,5,1980,0,,,,,1,5,,0,,
6,29,2920,2,1628,290178,1,5,2170,1400,3,,100,1980,400,7,2010,11,2010,1,6,,24,2,
6,29,2920,2,1628,290179,1,1,3040,2,5,,800,1995,25,10,2010,2,2011,1,5,,75,1,
6,29,2920,2,1628,290179,1,2,3190,40,3,,40,1995,30,12,2010,5,2011,2,,,0,,
6,29,2920,2,1628,290179,1,3,2170,430,3,,430,1998,400,9,2010,6,2011,2,,,36,2,
6,29,2920,2,1628,290179,1,4,3110,25,3,,25,1995,5,9,2010,6,2011,2,,,0,,
6,29,2920,2,1628,290179,1,5,3170,40,3,,40,2002,20,9,2010,4,2011,2,,,0,,
6,29,2920,2,1628,290179,1,6,3180,20,3,,20,2002,0,8,2010,10,2010,2,,,250,1,
6,29,2920,2,1628,290179,2,1,2170,200,3,,200,1998,0,9,2010,12,2010,2,,,0,,
6,29,2920,2,1628,290179,3,1,,1,5,,100,2010,1000,4,2020,4,2030,2,,,0,,
6,29,2920,2,1628,290179,3,2,,1,5,,100,2010,1000,4,2020,4,2030,2,,,0,,
6,29,2920,2,1628,290180,1,1,2170,4,5,,999,2008,200,8,2010,2,2011,2,,,36,2,
6,29,2920,2,1628,290180,3,1,3040,10,5,,999,1964,0,10,2010,2,2011,1,2,,600,1,
6,29,2920,2,1628,290180,3,2,3113,1,3,,1,1980,0,7,2010,12,2010,2,,,150,1,
6,30,3014,2,120,300041,1,1,3180,3,5,,999,1993,0,,,,,2,,,0,,
6,30,3014,2,120,300041,1,2,3040,3,5,,999,1993,0,,,,,2,,,0,,
6,30,3014,2,120,300041,1,3,3170,3,5,,999,1993,0,,,,,2,,,0,,
6,30,3014,2,120,300041,1,4,1120,3,5,,999,1993,0,3,2010,,,2,,,0,,
6,30,3014,2,120,300041,1,5,1020,3,5,,999,1993,0,3,2010,,,2,,,0,,
6,30,3014,2,120,300042,1,1,3040,4,5,,999,1993,,10,2009,12,2009,2,,,0,,
6,30,3014,2,120,300043,1,1,3040,5,1,,999,2000,0,10,2009,12,2009,1,8,,0,,
6,30,3014,2,120,300044,1,1,1020,2500,3,,250,2002,,10,2010,1,2011,2,,,0,,
6,30,3014,2,120,300045,1,1,3040,5,5,,999,1994,,12,2009,12,2009,2,,,0,,
6,30,3014,2,120,300045,1,2,3170,5,5,,999,1994,,12,2009,12,2009,2,,,0,,
6,30,3014,2,120,300046,1,5,2050,25,3,,20,2006,,4,2000,10,2005,2,,,0,,
6,30,3014,2,120,300046,1,6,3113,30,3,,20,2009,,6,1998,11,2008,2,,,0,,
6,30,3014,2,120,300047,1,1,3040,2,5,,999,1990,0,9,2009,12,2009,2,,,0,,
6,30,3014,2,120,300049,1,2,3042,5,4,,140,2007,140,7,2009,4,2011,2,,,0,,
6,30,3014,2,120,300049,2,2,3110,2,4,,40,1996,10,2,1999,6,2014,2,,,0,,
6,30,3014,2,120,300050,1,1,3040,6,5,,999,1996,,12,2009,12,2009,2,,,0,,
6,30,3014,2,120,300050,1,2,3170,6,5,,999,1996,,12,2009,12,2009,2,,,0,,
6,30,3014,2,120,300050,1,3,2170,6,5,,999,1996,,12,2009,12,2009,2,,,0,,
6,30,3023,2,622,300171,1,1,3040,300,3,,300,1970,0,6,2009,11,2009,2,,,0,,
6,30,3023,2,622,300176,1,1,3040,400,3,,400,1990,0,7,2009,10,2009,2,,,0,,
6,30,3023,2,622,300177,1,1,1020,40,3,,40,2009,10,9,2009,3,2010,2,,,80,1,
6,30,3023,2,622,300178,3,4,3020,1,5,,999,1987,0,11,2009,1,2010,2,,,120,1,
6,30,3023,2,622,300178,4,5,3040,2,5,,170,1980,0,8,2010,12,2010,2,,,250,1,
6,30,3023,2,622,300178,4,6,2170,2,5,,999,1980,0,8,2010,12,2010,2,,,255,1,
1,31,3115,2,680,310025,1,1,1080,2,3,,2,1980,,,,7,2010,2,,,120,1,
1,31,3115,2,680,310030,2,1,2030,4,4,,25,2002,,6,2010,6,2010,2,,,8,2,
1,31,3107,2,1092,310041,3,5,3160,1,3,,1,1995,,,1995,,,2,,,0,,
1,31,3103,2,874,310105,3,2,3160,5,3,,5,1980,0,7,2010,7,2010,2,,,30,4,
5,32,3202,2,84,320143,1,1,1020,4,3,,0,,,,,,,2,,,0,,
3,33,3310,2,476,330027,1,1,1100,1,3,,1,2006,0,10,1999,11,1999,2,,,1,2,
2,34,3401,2,526,340002,1,1,1080,2,5,,5,,0,4,2009,5,2010,2,,,12,1,
2,34,3401,2,526,340002,2,2,1070,3,5,,11,,0,5,2009,8,2010,2,,,5,1,
2,34,3401,2,526,340004,1,1,1080,6,3,,5,0,0,4,2010,5,2010,1,5,,14,1,
2,34,3401,2,526,340004,1,2,1070,2,3,,7,0,0,5,2010,10,2010,1,5,,35,1,
2,34,3401,2,526,340009,1,1,1080,1,5,,7,0,0,11,2009,5,2010,1,5,,17,1,
2,34,3401,2,526,340010,1,1,1080,20,4,,20,1960,0,6,2010,,,2,,,0,,
2,34,3415,2,268,340014,1,1,1070,1,5,,7,0,0,4,2009,6,2010,2,,,200,1,
2,34,3410,2,42,340047,1,1,1110,120,3,,120,1986,,1,2010,3,2010,2,,,3300,1,
2,34,3413,2,262,340065,1,1,1110,2,5,,5,1980,,,2010,5,2010,2,,,6,2,
2,34,3403,2,198,340073,1,1,1080,3,6,,999,1989,,7,2009,3,2010,2,,,1000,2,
2,34,3403,2,198,340076,4,1,2030,13,3,,4,2008,0,6,2010,10,2010,2,,,78,4,"HEAD"
2,34,3403,2,198,340079,3,2,3160,12,3,,12,1982,0,3,2010,5,2010,1,7,,400,1,
2,34,3403,2,198,340079,3,3,3020,8,3,,8,2001,0,8,2010,10,2010,1,7,,5,4,"BASKET"
2,34,3403,2,198,340080,2,1,1080,2,3,,178,1980,0,1,2010,12,2010,2,,,130,2,
2,35,3504,2,1288,350125,1,1,1070,2,,,4,6,2010,1,1000,1,,1,,,,,
2,35,3504,2,1288,350125,1,2,1100,2,,,4,6,2010,1,1500,1,,1,,,,,
2,35,3504,2,1288,350125,1,3,1010,2,,,4,7,2010,1,500,1,,1,,,,,
2,35,3504,2,1288,350125,2,1,1100,2,,,4,6,2010,1,1000,1,,1,,,,,
2,35,3504,2,1288,350125,2,2,1010,2,,,4,7,2010,1,400,1,,1,,,,,
3,36,3605,2,240,360014,1,1,1100,3,3,,3,1986,0,1,2010,7,2010,2,,,100,1,
1,37,3706,2,6,370034,1,1,1120,50,3,,50,1990,20,2,2010,4,2010,1,5,,50,4,
