"zone","state","lga","sector","ea","hhid","plotid","cropid","cropcode","s11gq1a","s11gq1b","s11gq1c","s11gq2","s11gq3","s11gq4","s11gq5a","s11gq5b","s11gq5c","s11gq5d","s11gq6","s11gq7","s11gq7b","s11gq8a","s11gq8b","s11gq8c"
6,13,1309,2,674,130054,1,2,3170,100,3,,999,1975,0,6,2010,12,2010,1,8,,0,,
6,13,1309,2,674,130054,1,3,2170,200,3,,200,1975,0,3,2010,10,2010,2,,,0,,
6,13,1309,2,674,130054,1,4,3111,100,3,,100,2009,0,,,,,2,,,0,,
6,13,1309,2,674,130055,1,1,3042,1,5,,999,1988,0,2,2010,12,2010,2,,,50,1,
6,13,1309,2,674,130056,1,1,3040,3,5,,999,1991,0,7,2010,12,2010,2,,,3,1,
6,13,1309,2,674,130056,1,2,3110,50,3,,50,1991,0,4,2010,12,2010,2,,,0,,
6,13,1309,2,674,130056,1,3,2170,130,3,,130,1991,0,2,2010,12,2010,2,,,8,1,
6,13,1309,2,674,130057,1,1,3040,3,5,,999,1989,0,3,2010,8,2010,1,2,,150,1,
6,13,1309,2,674,130057,1,2,3110,60,3,,60,1987,0,3,2010,8,2010,2,,,0,,
6,13,1309,2,674,130058,1,1,3040,2,5,,999,1990,0,4,2010,8,2010,2,,,100,1,
6,13,1309,2,674,130059,1,1,3040,1,5,,999,1998,0,9,2010,12,2010,2,,,100,1,
6,13,1309,2,674,130059,1,2,3110,20,3,,20,1998,0,5,2010,10,2010,2,,,50,1,
6,13,1309,2,674,130060,1,1,3040,2,5,,999,1988,0,6,2010,12,2010,2,,,25,1,
6,13,1309,2,674,130060,1,2,3110,130,3,,130,1988,0,4,2010,12,2010,2,,,0,,
6,13,1309,2,674,130060,1,3,2170,200,3,,200,2004,0,3,2010,12,2010,2,,,0,,
4,14,1401,2,1116,140001,1,5,3180,4,3,,4,1990,0,4,2009,3,2010,2,,,4,4,"HEAD"
4,14,1401,2,1116,140002,1,4,3180,4,3,,4,1992,,4,1992,3,2010,2,,,6,4,"HEAD"
4,14,1401,2,1116,140003,1,5,3180,5,3,,5,1994,0,4,2009,3,2010,2,,,10,4,"HEAD"
4,14,1401,2,1116,140004,1,1,1121,949,1,,0,,,,,,,2,,,0,,
4,14,1401,2,1116,140010,1,2,1080,3,3,,3,1985,0,4,2009,3,2010,2,,,0,,
4,14,1407,2,68,140013,1,4,3180,2,3,,2,1988,0,4,2009,3,2010,2,,,4,4,"HEAD"
4,14,1407,2,68,140013,1,5,3050,1,3,,1,1990,0,6,2009,5,2010,2,,,20,4,"NUT"
4,14,1407,2,68,140015,1,6,3210,5,3,,5,1999,0,10,2009,8,2010,2,,,45,3,
4,14,1407,2,68,140015,1,7,3183,5,3,,8,1982,0,12,2009,4,2010,2,,,4,4,"CLIRES"
4,14,1407,2,68,140015,1,8,3050,2,3,,2,1980,0,7,2009,6,2010,2,,,30,3,
4,14,1408,2,1996,140024,1,4,3183,5,3,,5,1975,0,3,2009,3,2010,2,,,25,4,"LITRE"
4,14,1408,2,1996,140024,1,5,3170,1,3,,1,1975,0,11,2009,12,2010,2,,,50,3,
4,14,1408,2,1996,140024,1,6,2170,1,3,,1,1975,0,8,2009,12,2010,2,,,2,4,"HEAD"
4,14,1408,2,1996,140024,1,7,3210,1,3,,1,2009,2,10,2006,10,2010,2,,,20,3,
4,14,1408,2,1996,140025,1,6,3180,10,1,,10,1980,0,3,2009,3,2010,2,,,75,4,"LITRE"
4,14,1408,2,1996,140025,1,7,3111,4,1,,4,1980,0,4,2009,4,2010,2,,,10,4,"HEAD"
4,14,1408,2,1996,140025,1,8,2030,1,1,,1,1980,0,7,2009,7,2010,2,,,1,4,"HEAD"
4,14,1408,2,1996,140026,1,4,3111,4,3,,4,2000,0,3,2009,3,2010,2,,,4,4,"LITRE"
4,14,1408,2,1996,140026,1,5,3160,1,3,,1,2000,0,4,2009,4,2010,2,,,10,4,"HEAD"
4,14,1408,2,1996,140026,1,6,3180,1,3,,1,2000,0,3,2009,4,2010,2,,,100,3,
4,14,1408,2,1996,140026,1,7,3210,1,3,,1,2000,0,10,2009,9,2010,2,,,20,3,
4,14,1408,2,1996,140027,1,7,3180,15,3,,15,1996,0,2,2010,11,2010,2,,,4,4,"LITRE"
4,14,1408,2,1996,140027,1,8,3110,3,3,,3,2000,0,3,2010,,,2,,,3,4,"BASKET"
4,14,1408,2,1996,140027,2,1,1020,13,3,,13,1998,0,,,,,2,,,,,
4,14,1408,2,1996,140028,1,8,3190,2,3,,2,2001,0,,,,,1,8,,,,
4,14,1408,2,1996,140028,1,9,3160,2,3,,2,1992,0,,,,,2,,,,,
4,14,1408,2,1996,140028,1,10,3110,2,3,,2,1984,0,,,,,1,8,,,,
4,14,1408,2,1996,140028,1,11,3050,1,3,,1,1986,0,6,2010,,,2,,,,,
4,14,1408,2,1996,140028,1,12,3180,20,3,,20,1985,0,2,2010,11,2010,2,,,10,4,"LITRE"
4,14,1408,2,1996,140028,1,13,3210,2,3,,2,2002,0,9,2010,,,2,,,,,
4,14,1408,2,1996,140030,1,4,3050,3,3,,6,1999,0,3,2009,4,2010,2,,,30,3,
4,14,1408,2,1996,140030,1,5,3160,3,3,,3,1999,0,4,2009,3,2010,2,,,200,3,
4,14,1413,1,2578,140035,1,4,3180,7,3,,7,1993,0,4,2009,3,2010,2,,,14,4,"HEAD"
4,14,1413,1,2578,140036,1,5,3180,3,3,,3,1970,0,4,2009,3,2010,2,,,3,4,"HEAD"
4,14,1413,1,2578,140037,1,2,1040,3,3,,2,2001,0,7,2009,7,2010,2,,,2,4,"HEAD"
4,14,1413,1,2578,140037,1,5,3183,3,3,,3,1960,0,4,2009,4,2010,2,,,3,4,"LITRE"
4,14,1413,1,2578,140038,1,5,1040,4,3,,4,1970,0,4,2009,3,2010,2,,,4,4,"HEAD"
4,14,1413,1,2578,140038,1,6,3183,4,3,,4,1970,0,4,2009,7,2010,2,,,4,4,"HEAD"
4,14,1413,1,2578,140039,1,3,3050,3,3,,3,2004,0,3,2010,11,2010,2,,,20,1,
4,14,1413,1,2578,140039,1,4,3210,2,3,,2,2009,0,4,2010,10,2010,2,,,6,1,
4,14,1413,1,2578,140039,1,5,3170,2,3,,2,2008,0,4,2010,,,2,,,,,
4,14,1413,1,2578,140039,2,4,3220,3,3,,3,2006,0,4,2010,,,2,,,0,,
4,14,1413,1,2578,140039,2,5,2170,1,3,,1,2006,0,3,2010,,,2,,,,,
4,14,1413,1,2578,140040,1,3,3221,1,3,,1,1993,0,4,2010,8,2010,2,,,4,4,"BAG"
4,14,1415,2,952,140044,1,3,3180,30,3,,30,1983,0,3,2010,11,2010,2,,,20,4,"LITRE"
4,14,1415,2,952,140045,1,4,3110,2,3,,2,1985,0,1,2010,6,2010,2,,,15,4,"BASKET"
4,14,1415,2,952,140045,1,5,3210,2,3,,2,2002,0,11,2009,8,2010,2,,,25,3,
4,14,1415,2,952,140045,1,6,3180,20,3,,2,1970,0,2,2010,10,2010,2,,,20,4,"LITRE"
4,14,1415,2,952,140045,1,7,3221,1,3,,1,1982,0,1,2010,7,2010,2,,,16,4,"BASKET"
4,14,1415,2,952,140045,1,8,3220,1,3,,1,1988,0,2,2010,9,2010,2,,,0,,
4,14,1415,2,952,140045,2,3,3180,9,3,,9,1970,0,2,2010,11,2010,2,,,10,4,"LITRE"
4,14,1415,2,952,140045,2,4,3160,1,3,,1,1986,0,11,2009,2,2010,2,,,10,4,"BAG"
4,14,1415,2,952,140045,2,5,3170,1,3,,1,1986,0,5,2010,12,2010,2,,,0,,
4,14,1415,2,952,140045,2,6,3110,1,3,,1,1985,0,11,2009,8,2010,2,,,8,4,"BASKET"
4,14,1415,2,952,140046,1,4,3183,3,3,,3,1960,0,4,2009,3,2010,2,,,3,3,"HEAD"
4,14,1415,2,952,140047,1,5,3183,6,3,,6,1965,0,4,2009,3,2010,2,,,6,4,"HEAD"
4,14,1415,2,952,140049,1,4,3180,5,3,,5,2001,0,4,2009,3,2010,2,,,10,4,"HEAD"
4,14,1415,2,952,140049,1,5,3050,1,3,,1,2001,0,6,2009,5,2010,2,,,12,3,
4,14,1415,2,952,140049,2,4,3180,12,3,,12,2000,0,4,2009,3,2010,2,,,0,,
4,14,1415,2,952,140050,1,3,3170,3,3,,3,1988,0,7,2009,6,2010,2,,,100,3,
4,14,1415,2,952,140050,1,4,3180,1,3,,1,1988,0,4,2009,3,2010,2,,,0,3,
4,14,1406,2,694,140061,1,1,1120,9,3,,9,1978,0,4,2009,3,2010,2,,,9,4,"HEAD"
4,14,1406,2,694,140062,1,4,2190,5,3,,5,1979,0,4,2009,3,2010,2,,,5,4,"HEAD"
4,14,1406,2,694,140063,1,5,3183,8,3,,8,1982,0,1,2009,3,2010,2,,,8,4,"HEAD"
4,14,1406,2,694,140067,1,5,3050,1,3,,1,1985,0,1,2010,8,2010,2,,,25,3,
4,14,1406,2,694,140067,1,6,3210,2,3,,2,1985,0,,,9,2010,2,,,10,3,
4,14,1406,2,694,140067,1,7,3180,14,3,,4,1980,0,2,2010,11,2010,2,,,20,3,
4,14,1406,2,694,140067,2,4,2160,30,3,,30,2005,0,2,2010,7,2010,2,,,30,3,
4,14,1406,2,694,140068,2,5,3150,2,3,,2,2001,0,2,2009,8,2010,2,,,30,3,
4,14,1406,2,694,140068,2,6,3110,1,3,,1,2008,0,,,,,2,,,0,,
4,14,1406,2,694,140068,2,7,3170,2,3,,2,2007,0,1,2009,10,2010,2,,,10,4,"BAG"
4,14,1406,2,694,140069,1,5,3180,3,3,,5,1991,0,4,2009,3,2010,2,,,10,4,"HEAD"
4,14,1406,2,694,140070,1,6,3180,6,3,,6,1985,0,4,2009,3,2010,2,,,12,4,"HEAD"
4,14,1413,2,670,140071,1,5,2170,2,3,,2,1988,0,4,2010,8,2010,2,,,0,,
4,14,1413,2,670,140071,1,6,3170,11,3,,11,1983,0,4,2010,12,2010,2,,,20,4,"LITRE"
4,14,1413,2,670,140072,1,7,2160,3,1,,10,2008,0,1,2010,11,2010,2,,,10,3,
4,14,1413,2,670,140072,1,8,3183,24,3,,24,2005,0,3,2010,12,2010,2,,,20,4,"LITRE"
4,14,1413,2,670,140073,1,5,3170,2,3,,2,1992,0,4,2010,11,2010,2,,,0,,
4,14,1413,2,670,140073,2,6,3210,4,3,,4,2003,0,1,2010,8,2010,2,,,0,,
4,14,1413,2,670,140073,2,7,3190,2,3,,4,1986,0,4,2010,12,2010,2,,,0,,
4,14,1413,2,670,140073,2,8,3183,5,3,,5,1980,0,2,2010,10,2010,2,,,0,,
4,14,1413,2,670,140074,1,5,2193,5,3,,5,1961,0,4,2009,2,2010,2,,,5,4,"HEAD"
4,14,1413,2,670,140074,1,6,2170,4,3,,4,2000,0,8,2009,8,2010,2,,,4,4,"HEAD"
4,14,1413,2,670,140074,1,7,3210,2,3,,2,1999,0,10,2009,8,2010,2,,,20,3,
4,14,1413,2,670,140075,1,3,2170,4,3,,4,1975,0,8,2009,7,2010,2,,,4,4,"HEAD"
4,14,1413,2,670,140075,1,4,3180,8,3,,8,2006,0,12,2009,4,2010,2,,,8,4,"HEAD"
4,14,1413,2,670,140078,1,4,3180,20,3,,20,1990,0,4,2009,3,2010,2,,,30,4,"HEAD"
4,14,1413,2,670,140078,1,5,3050,1,3,,1,1990,0,,,,,2,,,10,3,
4,14,1410,2,236,140081,1,1,1020,4,3,,4,1957,0,4,2009,3,2010,2,,,4,4,"HEAD"
4,14,1410,2,236,140082,1,4,3183,3,3,,3,1980,0,4,2009,3,2010,2,,,3,4,"HEAD"
4,14,1410,2,236,140082,1,5,3210,2,3,,2,2010,0,4,2009,3,2010,2,,,20,3,
4,14,1410,2,236,140082,2,4,3183,3,3,,3,1980,0,4,2009,3,2010,2,,,3,4,"HEAD"
4,14,1410,2,236,140082,2,5,3210,2,3,,3,2010,0,4,2009,3,2010,2,,,10,3,
4,14,1410,2,236,140083,1,1,1020,3,3,,3,1965,0,4,2009,3,2010,2,,,3,4,"HEAD"
4,14,1410,2,236,140083,2,3,1080,1,3,,1,1970,0,12,2009,12,2010,2,,,4,4,"LITRE"
4,14,1410,2,236,140083,2,4,3221,2,3,,2,1980,0,6,2009,11,2010,2,,,30,3,
4,14,1410,2,236,140087,1,5,3050,4,3,,4,2005,0,1,2010,11,2010,2,,,40,3,
4,14,1410,2,236,140087,3,2,2190,1,3,,1,2006,0,3,2010,12,2010,2,,,0,,
4,14,1408,2,968,140101,1,4,3180,6,3,,6,1997,0,3,2009,4,2010,2,,,30,4,"HEAD"
4,14,1408,2,968,140103,1,4,3180,15,3,,15,1996,0,4,2009,3,2010,2,,,40,4,"HEAD"
4,14,1408,2,968,140105,1,5,3220,2,3,,2,1990,0,,,,,2,,,,,
4,14,1408,2,968,140105,1,6,3183,18,3,,18,2002,0,12,2009,3,2010,2,,,,,
4,14,1408,2,968,140105,1,7,2160,20,3,,20,1990,0,,,1,2010,2,,,6,4,"GALLON"
4,14,1408,2,968,140105,1,8,3190,2,3,,2,1990,0,,,,,2,,,,,
4,14,1408,2,968,140105,2,4,3183,40,3,,40,2000,0,10,2009,2,2010,2,,,,,
4,14,1408,2,968,140105,2,5,3220,1,3,,1,2003,0,,,,,2,,,,,
4,14,1408,2,968,140106,1,4,3180,20,3,,20,1982,0,12,2009,2,2010,2,,,20,4,"LITRE"
4,14,1408,2,968,140106,1,5,3160,3,3,,3,1980,0,1,2009,2,2010,2,,,12,4,"BAG"
4,14,1408,2,968,140106,1,6,3220,3,3,,3,1981,0,4,2009,2,2010,2,,,5,4,"BASKET"
4,14,1408,2,968,140106,1,7,2160,20,3,,20,200,0,12,2009,3,2010,2,,,20,3,"BASKET"
4,14,1408,2,968,140106,2,1,1040,40,3,,40,1983,0,,,9,2010,2,,,,,
4,14,1408,2,968,140106,2,2,2120,2,3,,2,1988,0,,,,,2,,,,,
4,14,1408,2,968,140106,2,3,1121,100,3,,100,2001,0,,,,,2,,,,,
4,14,1408,2,968,140108,1,5,3183,5,3,,5,1970,0,3,2009,3,2010,2,,,5,4,"HEAD"
4,14,1408,2,968,140108,1,6,3200,2,3,,2,1970,0,7,2009,7,2010,2,,,2,3,
4,14,1408,2,968,140109,1,1,1020,1,4,,999,0,,,,,,2,,,0,,
4,14,1411,2,1066,140111,1,1,1020,3,3,,3,1987,0,4,2009,3,2010,2,,,3,4,"HEAD"
4,14,1411,2,1066,140112,1,4,3180,3,3,,3,1970,0,4,2009,3,2010,2,,,0,,
4,14,1411,2,1066,140113,1,3,1080,7,3,,7,1984,0,4,2009,,,2,,,5,4,"HEAD"
4,14,1411,2,1066,140119,1,4,3180,5,3,,5,1987,0,4,2009,3,2010,2,,,5,4,"HEAD"
4,14,1416,2,2314,140121,1,4,3183,14,3,,14,1970,0,2,2009,10,2010,2,,,6,4,"LITER"
4,14,1416,2,2314,140121,2,3,3183,24,3,,24,1970,0,3,2009,11,2010,2,,,5,4,"LITER"
4,14,1416,2,2314,140122,1,4,3183,21,3,,21,1980,0,2,2009,11,2009,2,,,8,4,
4,14,1416,2,2314,140126,1,4,3180,5,3,,5,1986,0,4,2009,3,2010,2,,,5,4,
4,14,1416,2,2314,140126,2,4,3180,3,3,,3,1956,0,4,2009,3,2010,2,,,3,4,"HEAD"
4,14,1416,2,2314,140127,1,4,3180,3,3,,3,1985,0,4,2009,3,2010,2,,,3,4,"HEAD"
4,16,1626,2,1546,160002,1,3,3180,2,3,,2,1975,0,,,,,2,,,0,,
4,16,1626,2,1546,160008,2,5,3050,4,3,,4,2009,0,,,,,2,,,0,,
4,16,1626,2,1546,160009,2,4,3180,4,3,,4,1985,,7,2010,8,2010,2,,,5,2,
4,16,1610,2,1006,160013,3,3,3180,15,3,,15,1969,0,12,2009,5,2010,2,,,10,2,
4,16,1624,1,286,160014,3,3,3180,6,3,,6,1988,0,10,2010,4,2010,2,,,8,2,
4,16,1606,2,590,160016,1,4,3180,5,3,,5,1972,0,1,2010,5,2010,2,,,3,2,
4,16,1624,1,136,160018,2,3,3040,2,3,,2,1989,0,2,2010,5,2010,2,,,15,4,"BALL"
4,16,1622,2,18,160020,2,3,3180,7,3,,7,1965,0,,,,,2,,,0,,
4,16,1612,2,414,160021,2,4,3180,10,3,,10,1970,0,12,2009,2,2010,2,,,8,2,
4,16,1612,2,414,160021,3,4,3180,7,3,,7,2004,0,,,,,2,,,0,,
4,16,1622,2,18,160022,1,4,3180,18,3,,18,1970,0,12,2009,4,2010,2,,,10,2,
4,16,1622,2,18,160022,2,3,3180,8,3,,8,1980,0,1,2010,5,2010,2,,,5,2,
4,16,1622,2,18,160023,1,3,3180,5,3,,5,1945,0,,,,,2,,,0,,
4,16,1622,2,18,160023,2,3,3180,7,3,,7,1950,0,,,,,2,,,0,,
4,16,1622,2,18,160023,3,3,3180,5,3,,5,1945,0,,,,,2,,,0,,
4,16,1624,1,136,160024,2,4,3220,2,3,,2,9999,0,7,2010,7,2010,2,,,1,4,"BAG"
4,16,1624,1,136,160025,2,3,3180,8,3,,999,0,0,2,2010,6,2010,2,,,16,2,
4,16,1624,1,286,160028,3,2,3180,65,3,,65,2004,0,12,2010,2,2010,2,,,8,2,
4,16,1624,1,136,160032,1,4,3180,4,3,,4,9999,0,4,2010,4,2010,2,,,5,2,
4,16,1624,1,136,160032,1,5,3220,1,3,,1,9999,0,8,2010,8,2010,2,,,1,4,"BASKET"
4,16,1624,1,136,160033,3,3,3050,7,3,,999,0,0,1,2010,5,2010,2,,,14,2,
4,16,1606,2,590,160038,1,3,3220,1,3,,1,9999,0,,,,,2,,,0,,
4,16,1624,1,136,160041,2,2,3180,15,3,,999,9999,0,5,2010,7,2010,2,,,16,2,
4,16,1612,2,414,160046,2,4,3180,15,3,,999,9999,0,1,2010,8,2010,2,,,50,2,
4,16,1612,2,414,160047,1,4,3180,30,3,,999,9999,0,1,2010,8,2010,2,,,45,2,
4,16,1602,2,1576,160048,1,5,3170,2,3,,2,9999,0,10,2009,10,2009,2,,,0,,
4,16,1602,2,1576,160049,2,5,3180,15,3,,999,9999,0,1,2010,7,2010,2,,,32,2,
4,16,1613,2,440,160055,1,4,3183,5,3,,5,1990,0,12,2009,12,2010,2,,,5,2,"BUNCH"
4,16,1613,2,440,160056,1,5,3183,3,3,,3,1980,0,12,2009,8,2010,2,,,3,2,
4,16,1613,2,440,160059,2,4,3160,0.200000002980232,3,,999,1975,0,6,2010,8,2010,2,,,2,4,"BAGS"
4,16,1613,2,440,160059,2,5,3180,0.5,3,,999,1975,0,3,2010,6,2010,2,,,15,2,
4,16,1616,2,296,160061,1,1,1120,4,3,,4,1995,,3,2010,8,2010,2,,,4,2,
4,16,1616,2,296,160062,1,6,3220,5,3,,2,1970,0,3,2010,4,2010,2,,,5,2,
4,16,1616,2,296,160065,1,4,3180,4,3,,4,1996,0,1,2010,7,2010,2,,,4,1,
4,16,1616,2,296,160066,1,4,3180,5,3,,5,1967,0,3,2010,4,2010,2,,,6,4,"TINS"
4,16,1616,2,296,160067,4,4,3180,45,3,,45,2004,0,5,2010,6,2010,2,,,30,2,
4,16,1616,2,296,160068,1,3,3180,7,3,,7,99,0,4,2010,6,2010,2,,,6,2,
4,16,1616,2,296,160068,1,4,3160,2,3,,2,99,0,5,2010,7,2010,2,,,3,4,"BASKET"
4,16,1616,2,296,160068,1,5,3220,1,3,,1,99,0,8,2010,10,2010,2,,,2,4,"BAGS"
4,16,1616,2,296,160070,1,5,3180,5,3,,5,1984,0,4,2010,5,2010,2,,,,,
4,16,1620,2,106,160071,1,5,3220,5,3,,5,2008,0,,,,,2,,,0,,
4,16,1620,2,106,160071,1,6,,10,3,,10,1999,0,,,,,2,,,0,,
4,16,1620,2,106,160072,2,4,3180,2,3,,2,1972,0,9,2009,9,2010,2,,,0,,
4,16,1620,2,106,160072,3,3,3180,9,3,,9,1972,0,9,2009,9,2009,2,,,0,,
4,16,1620,2,106,160074,3,2,3180,15,3,,15,1980,0,3,2010,7,2010,2,,,29,2,
4,16,1620,2,106,160075,2,3,3180,4,,,4,1980,0,4,2010,5,2010,2,,,10,2,
4,16,1620,2,106,160076,1,4,3180,4,3,,3,1984,0,3,2010,8,2010,2,,,6,2,
4,16,1620,2,106,160077,3,4,3180,8,3,,8,1970,0,2,2010,3,2010,2,,,10,2,
4,16,1620,2,106,160078,1,3,3180,6,3,,6,1970,,3,2010,4,2010,2,,,8,2,
4,16,1620,2,106,160078,2,3,3180,3,3,,3,1970,,2,2010,3,2010,2,,,4,2,
4,16,1618,2,1060,160081,1,4,3180,5,3,,5,1975,0,9,2010,9,2010,2,,,0,,
4,16,1618,2,1060,160081,1,5,3200,1,1,,1,1990,0,,,,,2,,,0,,
4,16,1618,2,1060,160082,1,4,3180,1,3,,1,1975,0,9,2010,9,2010,2,,,0,,
4,16,1618,2,1060,160082,3,4,3180,4,3,,4,1975,0,9,2010,9,2010,2,,,0,,
4,16,1618,2,1060,160083,2,2,3180,7,3,,7,1995,0,9,2010,9,2010,2,,,0,,
4,16,1618,2,1060,160083,2,3,3200,3,3,,3,1995,0,12,,,,2,,,0,,
4,16,1618,2,1060,160084,2,4,3180,5,3,,5,1985,0,9,2010,9,2010,2,,,0,,
4,16,1618,2,1060,160085,1,5,3180,5,3,,5,1969,0,3,2010,4,2010,2,,,0,,
4,16,1618,2,1060,160085,2,3,3180,3,3,,3,1969,0,3,2010,4,2010,2,,,0,,
4,16,1601,2,954,160091,1,5,3220,1,3,,1,1995,7,7,2010,8,2010,2,,,5,4,"BAG"
4,16,1601,2,954,160091,1,6,3110,1,3,,1,1995,0,12,,,,,,,,,
4,16,1601,2,954,160091,2,3,3180,1,3,,,1995,0,12,,,,,,,,,
4,16,1601,2,954,160092,1,3,3180,14,3,,14,1968,,9,2009,,,,,,,,
4,16,1601,2,954,160092,2,2,3180,3,3,,3,1968,,9,2009,,,,,,,,
4,16,1601,2,954,160092,2,3,3200,1,3,,1,2005,,,,,,,,,,,
4,16,1601,2,954,160093,1,3,3180,5,3,,8,1968,,3,2010,4,2010,,,,10,2,
4,16,1601,2,954,160093,2,3,3180,7,3,,7,1968,,3,2010,4,2010,2,,,14,2,
4,16,1601,2,954,160094,2,4,3180,5,3,,5,1970,0,4,,4,,2,,,8,2,
4,16,1601,2,954,160095,3,1,1020,8,3,,,1967,0,4,2010,,,,,,4,2,
4,16,1601,2,954,160096,3,2,1080,5,3,,5,1980,0,4,2010,5,2010,2,,,8,2,
4,16,1601,2,954,160097,1,4,3180,63,3,,6,1960,0,1,2010,,,2,,,1,4,"CUSTERED PAINT"
4,16,1601,2,954,160098,1,3,3180,5,3,,5,1970,0,,,,,2,,,0,,
4,16,1601,2,954,160099,1,1,1120,4,3,,4,1967,0,,,,,2,,,0,,
4,16,1601,2,954,160099,2,1,1020,19,3,,191,1967,0,2,2010,3,2010,2,,,20,2,
4,16,1624,1,286,160102,3,3,3180,12,3,,12,1975,0,1,2010,5,2010,2,,,9,2,
4,16,1624,1,286,160102,3,4,3200,1,3,,1,1970,0,8,2009,3,2010,1,7,,3,4,"PAINT CONTAINER"
4,16,1606,2,590,160103,2,4,3180,2,1,,2,1970,0,1,2010,4,2010,2,,,4,2,
4,16,1606,2,590,160107,3,3,3180,20,3,,999,1983,0,1,2010,8,2010,2,,,18,2,
4,16,1606,2,590,160108,2,3,3180,2,4,,999,1975,0,2,2010,8,2010,2,,,30,2,
4,16,1606,2,590,160109,3,3,3180,1,4,,999,1970,0,1,2010,8,2010,2,,,28,2,
4,16,1624,1,286,160110,3,3,3180,15,3,,12,1980,0,1,2010,7,2010,2,,,14,2,
4,16,1603,2,158,160111,3,4,3180,10,3,,10,1984,0,4,2010,6,2010,2,,,15,3,
4,16,1610,2,1006,160112,2,2,3220,3,3,,3,9999,0,10,2010,10,2010,2,,,2,3,"BASKET"
4,16,1610,2,1006,160112,2,3,3160,2,3,,2,9999,0,,0,,0,,,,,,
4,16,1610,2,1006,160112,2,4,3170,3,3,,3,9999,0,,0,,0,,,,,,
4,16,1624,1,286,160113,1,5,3180,10,3,,999,1985,0,1,2010,8,2010,2,,,10,2,
4,16,1610,2,1006,160114,2,5,3180,10,,,10,1975,0,3,2010,8,2010,2,,,15,2,
4,16,1610,2,1006,160115,2,4,3180,8,3,,,1972,0,4,2010,8,2010,2,,,24,2,
4,16,1610,2,1006,160116,2,4,3180,8,3,,8,1970,0,3,2010,8,2010,2,,,18,2,
4,16,1602,2,1576,160120,1,3,3180,8,3,,8,1970,0,3,2010,5,2010,2,,,0,,
4,16,1602,2,1576,160124,2,4,3180,3,3,,3,9999,0,5,2010,5,2010,2,,,3,2,
4,16,1602,2,1576,160126,1,3,3180,2,3,,4,9999,0,3,2010,3,2010,2,,,3,2,
4,16,1602,2,1576,160126,2,5,3180,4,3,,4,9999,0,8,2010,8,2010,2,,,3,2,
4,16,1612,2,414,160128,1,2,3180,4,3,,4,9999,0,12,2010,,,2,,,10,2,
4,16,1622,2,18,160129,1,4,3180,5,3,,999,9999,0,8,2010,8,2010,2,,,20,2,
4,16,1612,2,414,160130,1,3,3180,20,3,,20,1960,0,12,2009,7,2010,2,,,20,2,
4,16,1624,1,286,160132,1,4,3180,10,3,,10,1975,0,3,2010,6,2010,2,,,8,2,
4,16,1624,1,286,160133,1,4,3180,3,3,,3,1985,0,1,2010,7,2010,2,,,4,2,
4,16,1605,2,180,160146,3,2,1020,10,3,,101,1972,0,4,2010,6,2010,2,,,15,2,
4,16,1605,2,180,160147,2,4,3180,15,3,,0,1980,0,5,2010,6,2010,,,,20,2,
4,16,1605,2,180,160148,1,4,3183,3,3,,3,1975,0,4,2010,6,2010,2,,,4,2,
4,16,1605,2,180,160149,1,3,3180,10,3,,10,1983,0,6,2010,12,2010,2,,,16,2,
4,16,1605,2,180,160150,1,4,3180,3,3,,3,1974,0,1,2010,2,2010,2,,,4,2,
4,16,1605,2,180,160151,1,4,3180,6,3,,6,1972,0,3,2010,4,2010,2,,,10,2,
4,16,1605,2,180,160153,1,5,3180,3,3,,3,1990,0,2,2010,4,2010,2,,,12,2,
4,16,1603,2,158,160154,1,4,3180,3,3,,3,1990,0,3,2010,6,2010,2,,,5,3,
4,16,1609,2,738,160156,1,3,3050,1,3,,1,9999,0,12,,12,,2,,,20,3,
4,16,1609,2,738,160158,1,5,3220,2,3,,2,9999,0,7,2010,8,2010,2,,,1,4,"BASKET"
4,16,1609,2,738,160162,1,3,3180,2,3,,2,9999,9999,9,2010,9,2010,2,,,2,2,
4,16,1608,2,1104,160164,1,4,3180,4,3,,4,9999,0,1,2010,7,2010,2,,,12,3,
4,16,1608,2,1104,160167,2,5,3180,10,3,,999,9999,0,2,2010,7,2010,2,,,20,2,
4,16,1609,2,738,160169,2,5,3220,1,3,,1,9999,0,7,2010,8,2010,2,,,1,4,"BAG"
4,16,1608,2,1104,160171,1,1,1020,3,3,,3,9999,0,,,,,2,,,,,
4,16,1612,2,108,160175,2,3,3180,10,3,,10,1970,,,,,,2,,,0,,
4,16,1603,2,158,160178,1,3,3180,5,3,,5,1970,0,2,2010,5,2010,2,,,10,2,
4,16,1603,2,158,160178,1,4,3220,2,3,,2,1970,0,7,2010,8,2010,2,,,5,4,"BUNDLE"
4,16,1603,2,158,160179,1,3,2170,30,3,,30,2005,0,,,,,2,,,0,,
4,16,1603,2,158,160179,1,4,3220,1,3,,1,2005,0,,,,,2,,,0,,
4,16,1603,2,158,160179,2,2,3180,20,3,,20,2005,0,,,,,2,,,0,,
4,16,1603,2,158,160179,2,3,3170,1,3,,1,2005,0,,,,,2,,,0,,
4,16,1603,2,158,160180,1,3,3180,6,3,,6,1979,0,3,2010,6,2010,2,,,12,2,
4,16,1603,2,158,160180,2,4,3180,4,3,,4,1979,0,3,2010,6,2020,2,,,8,2,
