"zone","state","lga","sector","ea","hhid","plotid","cropid","cropcode","s11hq1","s11hq2a","s11hq2b","s11hq2c","s11hq3","s11hq4","s11hq5a","s11hq5b","s11hq5c","s11hq6","s11hq7a","s11hq7b","s11hq8","s11hq9","s11hq9b","s11hq10","s11hq11","s11hq12a","s11hq12b","s11hq12c","s11hq13","s11hq14a","s11hq14b","s11hq15","s11hq16","s11hq16b","s11hq17a","s11hq17b","s11hq17c","s11hq18a","s11hq18b","s11hq18c","s11hq19a","s11hq19b","s11hq19c","s11hq20a","s11hq20b","s11hq20c","s11hq20d","s11hq21","s11hq21b","s11hq22","s11hq23","s11hq23b","s11hq24a","s11hq24b","s11hq24c","s11hq25a","s11hq25b","s11hq25c","s11hq26a","s11hq26b","s11hq26c"
6,13,1314,1,6,130019,2,4,2140,1,300,1,,15000,"N4",300,1,,,2,2,300,4,,2,,,,,,,,,,,5,1,,0,,,0,,,4,1,,,1,,1,1,,1,1,,4,,,1,,
6,13,1307,1,268,130021,1,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1307,1,268,130021,1,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1307,1,268,130025,1,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,,0,,,0,,,0,,,,,,1,1,,40,1,,4,,,1,,
6,13,1307,1,268,130025,1,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1307,1,268,130025,1,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1307,1,268,130025,2,1,3111,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1307,1,268,130025,2,2,3040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130032,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130032,1,2,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130034,1,1,3040,1,200,1,,65000,"N2",200,1,,65000,1,,1200,4,,2,,,,,,,,,,,0,,,0,,,0,,,10,1,,,2,,2,,,,,,,,,,,
6,13,1303,1,626,130034,2,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130034,2,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130037,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130037,1,2,1120,1,200,1,,20000,"N1",120,1,,14000,1,,500,4,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130037,1,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130038,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130038,2,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1303,1,626,130038,2,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,1,1232,130042,2,1,3040,1,100,1,,45000,"N3",100,1,,45000,1,,45000,4,,2,,,,,,,,,,,50,1,,0,,,0,,,5,1,,,4,,2,,,,,,,,,,,
6,13,1305,1,1232,130047,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,1,1232,130047,2,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,1,1232,130047,2,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,1,1232,130048,1,1,3040,1,100,1,,40000,"N2",100,1,,40000,1,,300,4,,2,,,,,,,,,,,0,,,0,,,0,,,5,1,,,4,,2,,,,,,,,,,,
6,13,1305,1,1232,130048,2,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,1,1232,130048,2,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,1,1232,130050,1,1,2140,1,50,1,,10000,"N2",50,1,,10000,1,,150,4,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,1,3,,100,1,,5,,"DRYING",2,,
6,13,1305,1,1232,130050,1,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,1,1232,130050,2,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,1,1232,130050,2,2,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130051,1,1,3040,1,25,1,,20000,"N2",25,1,,20000,1,,0,1,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130051,1,2,3110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130052,1,1,3040,1,100,1,,45000,"N1",100,1,,45000,1,,0,6,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130052,2,1,3040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130052,2,2,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130052,2,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130053,1,1,3040,1,75,1,,45000,"N2",75,1,,45000,1,,0,1,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130053,1,2,2170,1,18,2,,10000,"N2",18,2,,10000,1,,0,1,,2,,,,,,,,,,,4,2,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130054,1,1,3040,1,100,1,,52000,"N2",100,1,,52000,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1309,2,674,130054,1,2,3170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130054,1,3,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130055,1,1,3042,1,50,1,,17500,"N1",50,1,,17500,1,,0,4,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,1,3,,13,1,,1,,,2,,
6,13,1309,2,674,130056,1,1,3040,1,3,1,,2500,"N1",3,1,,2500,1,,0,,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130056,1,2,3110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130056,1,3,2170,1,8,1,,600,"N2",8,1,,600,1,,250,4,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130056,1,4,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130057,1,1,3040,1,150,1,,55500,"N1",150,1,,,1,,0,6,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130057,1,2,3110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130057,1,3,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130058,1,1,3040,1,100,1,,60000,"N1",100,1,,60000,1,,600,4,,2,,,,,,,,,,,0,,,0,,,0,,,10,1,,,1,,2,,,,,,,,,,,
6,13,1309,2,674,130058,1,2,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130059,1,1,3040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130059,1,2,3110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130060,1,1,3040,1,25,1,,20000,"N2",25,1,,20000,1,,0,1,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130060,1,2,3110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1309,2,674,130060,1,3,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,2,10,130062,1,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,2,10,130062,1,2,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,2,10,130062,2,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,2,10,130064,1,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,2,10,130064,2,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,1,1,,10,1,,4,,,1,,
6,13,1305,2,10,130064,3,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1305,2,10,130064,4,1,2140,1,20,1,,2000,"N2",20,1,,2000,2,,300,5,,2,,,,,,,,,,,2,1,,0,,,0,,,0,,,,,,1,1,,1,1,,4,1,,1,,
6,13,1301,1,1206,130078,1,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1301,1,1206,130078,1,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
6,13,1301,1,1206,130078,1,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140001,1,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140001,1,2,1080,1,200,3,,8000,"N1",200,3,,8000,1,,200,4,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,1,4,,150,3,,2,4,,1,3,
4,14,1401,2,1116,140001,1,3,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140001,1,4,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140001,1,5,3180,1,4,4,"HEAD",1500,"N2",4,4,"HEAD",1500,1,,100,4,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140002,1,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140002,1,2,1080,1,250,3,,10000,"N1",250,3,,10000,1,,100,4,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,1,4,,200,3,,2,4,,1,3,
4,14,1401,2,1116,140002,1,3,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140002,1,4,3180,1,6,4,"HEAD",2500,"N2",6,4,"HEAD",2500,1,,0,6,,2,,,,,,,,,,,0,,,,,,,,,,,,10,5,,2,,,,,,,,,,,
4,14,1401,2,1116,140003,1,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140003,1,2,1080,1,400,3,,16000,"N1",400,3,,16000,1,,200,4,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,1,4,,300,3,,2,4,,1,3,
4,14,1401,2,1116,140003,1,3,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140003,1,4,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140003,1,5,3180,1,10,4,"HEAD",4000,"N2",10,4,"HEAD",4000,1,,0,6,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140004,1,1,1121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140004,1,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140006,1,1,1121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140006,1,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140006,1,3,1090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140006,1,4,2194,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140006,2,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140007,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140007,1,2,1121,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140007,1,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140007,2,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140007,3,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140008,1,1,1121,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140008,1,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140008,1,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140008,2,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140010,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,0,,,0,,,,,,,,,2,,,,,,,,,,,
4,14,1401,2,1116,140010,1,2,1080,1,50,3,,1000,"N1",50,3,,2500,1,,500,4,,2,,,,,,,,,,,0,,,20,3,,0,,,,3,,,3,,2,,,,,,,,,,,
4,14,1407,2,68,140012,1,1,1080,1,400,3,,12000,"N1",400,3,,12000,1,,200,5,,2,,,,,,,,,,,0,,,,,,,,,,,,5,3,,1,4,,60,3,,1,2,,1,3,
4,14,1407,2,68,140012,1,2,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140013,1,1,1080,1,150,3,,4500,"N1",150,3,,4500,1,,100,2,,2,,,,,,,,,,,,,,,,,,,,,,,4,3,,1,4,,50,3,,1,2,,1,3,
4,14,1407,2,68,140013,1,2,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140013,1,3,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140013,1,4,3180,1,4,4,"HEAD",1200,"N2",4,4,"HEAD",1200,1,,150,5,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140013,1,5,3050,1,20,2,,1000,"N3",20,3,,1000,1,,150,5,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140015,1,1,1121,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140015,1,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140015,1,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140015,1,4,2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140015,1,5,2194,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140015,1,6,3210,1,10,3,,500,"N1",20,3,,1200,1,,0,1,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140015,1,7,3183,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140015,1,8,3050,1,20,3,,1600,"N1",25,3,,2000,1,,0,1,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140016,1,1,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140016,2,1,1121,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140016,2,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140016,2,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140017,1,1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140017,1,2,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1407,2,68,140017,1,3,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2,3,,2,,,,,,,,,,,
4,14,1407,2,68,140017,1,4,2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2,3,,2,,,,,,,,,,,
4,14,1408,2,1996,140021,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140022,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140022,1,2,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140023,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140023,1,2,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140025,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140025,1,2,1123,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140025,1,3,1124,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140025,1,4,2193,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2,3,,1,2,,5,3,,4,4,,1,3,
4,14,1408,2,1996,140025,1,5,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2,3,,1,5,"SMOKING",30,3,,5,1,,1,3,
4,14,1408,2,1996,140025,1,6,3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2,3,,1,2,,30,3,,5,1,,2,,
4,14,1408,2,1996,140026,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140026,1,2,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140026,1,3,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140026,1,4,3111,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140026,1,5,3160,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140026,1,6,3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140026,1,7,3210,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,1,2,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,1,3,2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,1,4,2194,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,1,5,2193,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,1,6,2030,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,1,7,3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,1,8,3110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,2,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,2,2,1121,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,2,3,1124,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140027,2,4,3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,2,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,3,1121,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,4,2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,5,2194,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,6,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,7,2030,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,4,"BAG",90,1,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,8,3190,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,9,3160,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,10,3110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,11,3050,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,4,"BAG",90,1,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,12,3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
4,14,1408,2,1996,140028,1,13,3210,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
