"zone","state","lga","sector","ea","hhid","plotid","cropid","cropcode","s11hq1","s11hq2a","s11hq2b","s11hq2c","s11hq3","s11hq4","s11hq5a","s11hq5b","s11hq5c","s11hq6","s11hq7a","s11hq7b","s11hq8","s11hq9","s11hq9b","s11hq10","s11hq11","s11hq12a","s11hq12b","s11hq12c","s11hq13","s11hq14a","s11hq14b","s11hq15","s11hq16","s11hq16b","s11hq17a","s11hq17b","s11hq17c","s11hq18a","s11hq18b","s11hq18c","s11hq19a","s11hq19b","s11hq19c","s11hq20a","s11hq20b","s11hq20c","s11hq20d","s11hq21","s11hq21b","s11hq22","s11hq23","s11hq23b","s11hq24a","s11hq24b","s11hq24c","s11hq25a","s11hq25b","s11hq25c","s11hq26a","s11hq26b","s11hq26c"
2,2,207,2,1302,20092,3,1,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20092,4,1,1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20092,4,2,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20092,5,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20092,5,2,1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20093,1,1,1080,1,2000,1,,100000,"N5",,,,,1,2,,,,2,,,,,,,,,,,300,1,,,,,,,,,,,,,,1,3,,,,,4,,,1,2,
2,2,207,2,1302,20093,2,2,1110,1,9000,1,,45000,"N4",,,,,1,2,,,,2,,,,,,,,,,,1300,1,,,,,,,,,,,,,,1,3,,200,1,,4,,,1,2,
2,2,207,2,1302,20093,3,3,1060,1,4600,1,,126000,"N3",,,,,1,2,,,,2,,,,,,,,,,,600,1,,,,,,,,,,,,,,1,3,,100,1,,4,,,1,2,
2,2,207,2,1302,20094,1,1,1020,1,200,1,,1200,"N1",,,,,1,,200,4,,2,,,,,,,,,,,500,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20095,1,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,207,2,1302,20095,1,2,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,207,2,1302,20095,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,207,2,1302,20096,1,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,30,1,,,,,,,,1,3,,200,1,,4,,,1,,
2,2,207,2,1302,20096,2,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,,,,,7,1,,,,,,,,1,3,,500,1,,4,,,1,,
2,2,207,2,1302,20096,3,1,1110,1,200,1,,6000,"N3",100,1,,3000,1,,400,4,,2,,,,,,,,,,,50,1,,,,,15,1,,,,,,,,1,3,,700,1,,4,,,1,2,
2,2,207,2,1302,20096,4,1,1060,1,100,1,,8000,"N4",100,1,,8000,1,,400,4,,2,,,,,,,,,,,100,1,,,,,15,1,,,,,,,,1,3,,300,1,,4,,,1,2,
2,2,207,2,1302,20097,1,1,3160,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,207,2,1302,20097,1,2,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,207,2,1302,20097,2,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,207,2,1302,20097,3,1,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,207,2,1302,20098,1,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20098,2,1,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20098,3,1,1020,1,2000,1,,20000,"N1",,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20098,4,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20098,5,1,1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20098,6,1,2230,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,207,2,1302,20099,1,1,1082,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,207,2,1302,20100,1,4,3160,1,70,4,,12000,"N3",70,4,,12000,1,,,6,,2,,,,,,,,,,,,,,,,,,,,14,4,"20",,3,,2,,,,,,,,,,,
2,2,205,2,712,20101,1,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20101,2,1,1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,1,1,1082,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,2,1,1062,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,2,2,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,2,3,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,3,1,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,4,1,1082,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,4,2,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,5,1,1111,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,6,1,1062,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,6,2,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,6,3,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,7,1,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20102,8,1,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20103,1,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20103,2,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20103,3,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20103,4,1,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20104,1,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,200,1,,0,,,50,1,,0,,,,,,1,3,,400,1,,4,,,1,,
2,2,205,2,712,20104,2,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,0,,,50,1,,0,,,,,,1,3,,300,1,,4,,,1,,
2,2,205,2,712,20104,3,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,0,,,25,1,,0,,,,,,1,3,,500,1,,4,,,1,,
2,2,205,2,712,20104,4,1,1010,1,600,1,,66000,"N5",400,1,,44000,1,,500,6,,2,,,,,,,,,,,100,1,,0,,,25,1,,0,,,,,,1,3,,300,1,,4,,,1,2,
2,2,205,2,712,20104,5,1,1061,1,3000,1,,9000,"N5",200,1,,60000,2,,1000,6,,2,,,,,,,,,,,100,1,,0,,,50,1,,0,,,,,,1,3,,400,1,,4,,,1,2,
2,2,205,2,712,20105,1,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,1,3,,2,4,"BAG",4,,,1,2,
2,2,205,2,712,20105,1,2,1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,1,3,,1,4,"BAG",4,,,1,2,
2,2,205,2,712,20105,1,3,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,1,3,,1,4,"BAG",4,,,1,2,
2,2,205,2,712,20106,1,1,1080,1,200,,,8000,"N4",100,1,,4000,1,,300,6,,2,,,,,,,,,,,50,1,,0,,,50,1,,0,,,,,,1,3,,100,1,,1,,,1,2,
2,2,205,2,712,20106,2,1,1110,1,300,,,15000,"N4",100,1,,5000,1,,200,6,,2,,,,,,,,,,,50,1,,0,,,50,1,,0,,,,,,1,3,,200,1,,1,,,1,2,
2,2,205,2,712,20106,3,1,1010,1,200,,,22000,"N4",100,1,,11000,1,,200,6,,2,,,,,,,,,,,50,1,,0,,,25,1,,0,,,,,,1,3,,100,1,,1,,,1,2,
2,2,205,2,712,20106,4,1,1061,1,200,,,16000,"N4",100,1,,8000,1,,300,6,,2,,,,,,,,,,,50,1,,0,,,25,1,,0,,,,,,1,3,,200,1,,1,,,1,2,
2,2,205,2,712,20108,1,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20108,2,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20108,3,1,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20109,1,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20109,2,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,1,3,,200,1,,4,,,1,,
2,2,205,2,712,20109,2,2,1060,1,400,1,,40000,"N4",400,1,,40000,1,,800,5,,2,,,,,,,,,,,0,,,0,,,0,,,,,,10,3,,1,3,,100,1,,4,,,1,,
2,2,205,2,712,20109,3,1,1010,1,400,1,,32000,"N5",400,1,,32000,1,,800,5,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
2,2,205,2,712,20110,1,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,0,,,0,,,,,,25,4,,2,,,,,,,,,,,
2,2,205,2,712,20110,2,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,0,,,0,,,,,,20,2,,2,,,,,,,,,,,
2,2,218,2,1592,20111,1,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20111,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20112,1,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20112,2,1,1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20112,3,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,500,1,,4,,,1,,
2,2,218,2,1592,20114,1,1,1100,1,1000,1,,30000,"N3",1000,1,,30000,1,,1000,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20114,2,1,1110,1,1500,1,,60000,"N4",1500,1,,60000,1,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20114,3,1,1070,1,1000,1,,45000,"N5",1000,1,,45000,1,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,300,1,,4,,,1,,
2,2,218,2,1592,20115,1,1,1080,1,900,1,,72000,"N3",300,1,,24000,1,,3000,6,,2,,,,,,,,,,,100,1,,,,,50,1,,,,,,,,1,3,,200,1,,1,,,1,2,
2,2,218,2,1592,20115,2,1,1070,1,1200,1,,72000,"N2",300,1,,18000,1,,2000,6,,2,,,,,,,,,,,100,1,,,,,50,1,,,,,,,,1,3,,100,1,,1,,,1,2,
2,2,218,2,1592,20115,3,1,1110,1,300,1,,14400,"N3",200,1,,9600,1,,1500,6,,2,,,,,,,,,,,100,1,,,,,50,1,,,,,,,,1,3,,100,1,,1,,,1,2,
2,2,218,2,1592,20115,4,1,1100,1,1400,1,,98000,"N3",700,1,,49000,1,,3000,6,,2,,,,,,,,,,,100,1,,,,,50,1,,,,,,,,1,3,,200,1,,1,,,1,2,
2,2,218,2,1592,20116,1,1,1070,1,2000,1,,80000,"N4",2000,1,,80000,1,,4000,4,,2,,,,,,,,,,,500,1,,,,,100,1,,,,,,,,1,3,,300,1,,4,,,1,,
2,2,218,2,1592,20116,1,2,1100,1,2000,1,,60000,"N5",2000,1,,60000,1,,4000,4,,2,,,,,,,,,,,200,1,,,,,100,1,,,,,,,,1,3,,100,1,,4,,,1,,
2,2,218,2,1592,20116,1,3,1010,1,3000,1,,210000,"N6",3000,1,,210000,1,,6000,4,,2,,,,,,,,,,,100,1,,,,,100,1,,200,1,,5,2,,2,,,,,,,,,,,
2,2,218,2,1592,20116,2,1,1110,1,6000,1,,24000,"N4",6000,1,,240000,1,,,6,,2,,,,,,,,,,,500,1,,,,,100,1,,500,1,,10,4,,2,,,,,,,,,,,
2,2,218,2,1592,20118,1,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,7,4,,4,,,1,2,
2,2,218,2,1592,20118,1,2,2140,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,4,,4,,,1,2,
2,2,218,2,1592,20119,1,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20119,2,1,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20119,2,2,1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20119,2,3,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20120,1,1,1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20120,1,2,1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2,2,218,2,1592,20120,1,3,1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
5,3,331,1,2322,30001,1,1,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,331,1,2322,30001,2,2,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,331,1,2322,30005,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,331,1,2322,30005,2,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,331,1,516,30020,1,1,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,
5,3,331,1,516,30020,1,2,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,331,1,516,30020,1,3,1124,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,316,2,874,30021,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,316,2,874,30021,1,2,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,316,2,874,30021,2,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,316,2,874,30021,2,2,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,316,2,874,30026,1,1,2193,1,20,4,"BUNDLE",1000,"N2",10,4,"BUNDLE",1000,2,,100,4,,1,"N1",2,4,"BUNDLE",100,2,,0,1,,1,4,"BUNDLE",0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,316,2,874,30026,1,2,1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,2,,,,,,,,,,,
5,3,316,2,874,30026,1,3,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,316,2,874,30028,1,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,2,,1,2,,1,3,,4,,,3,1,
5,3,309,2,478,30032,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,309,2,478,30032,1,2,2193,1,65,1,,2500,"N1",65,1,,2500,2,15,150,4,,2,,,,,,,,,,,15,1,,0,,,0,,,,,,0,,,2,,,,,,,,,,,
5,3,309,2,478,30032,1,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30032,1,4,1080,1,150,3,,2100,"N2",150,3,,2100,2,,100,4,,2,,,,,,,,,,,30,3,,0,,,10,1,,,,,,,,1,,,,,,,,,,,
5,3,309,2,478,30032,1,5,2170,1,2,2,,1600,"N2",2,2,,1600,2,,100,4,,2,,,,,,,,,,,0,,,0,,,0,,,,,,0,,,2,,,,,,,,,,,
5,3,309,2,478,30032,2,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,,0,,,2,,,,,,,,,,,
5,3,309,2,478,30032,2,2,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,,0,,,2,,,,,,,,,,,
5,3,309,2,478,30032,2,3,2030,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,,0,,,2,,,,,,,,,,,
5,3,309,2,478,30032,2,4,2170,1,1,2,,850,"N2",1,2,,850,2,,100,4,,2,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30033,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30033,1,2,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30033,1,3,1090,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,1,3,,20,1,,1,,,1,3,
5,3,309,2,478,30033,1,4,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,,0,,,0,,,0,,,,,,1,1,,40,3,,2,,,1,3,
5,3,309,2,478,30033,2,1,2030,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30033,2,2,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30033,2,3,2193,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30033,2,4,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30033,2,5,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30038,1,1,1020,1,3,4,"BASIN",3000,"N2",6,4,"BASIN",6000,2,,1000,4,,1,"N3",12,4,"BASIN",12000,2,,1200,4,,1,4,"BASIN",0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30038,2,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30038,3,1,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30038,4,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30040,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,309,2,478,30040,2,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30043,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30043,1,2,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30043,1,3,2193,2,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30043,1,4,1124,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30043,1,5,2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30043,1,6,2030,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30043,2,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30043,2,2,2193,2,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30043,2,3,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,40,3,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30045,1,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30045,1,2,2190,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30045,1,3,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30045,2,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30045,2,2,2190,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30045,2,3,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30045,3,1,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30045,3,2,2190,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30045,3,3,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30047,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30048,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30049,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30049,1,2,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30049,1,3,2190,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30049,2,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30049,2,2,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,307,1,634,30049,2,3,2190,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,321,2,364,30052,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,,,,
5,3,321,2,364,30054,1,1,1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,321,2,364,30054,1,2,1124,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,321,2,364,30054,1,3,1040,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
5,3,321,2,364,30054,1,4,1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,2,,,,,,,,,,,
