"zone","state","lga","sector","ea","hhid","topic_cd","s11lq1","s11lq2","s11lq2b"
4,14,1408,2,1996,140027,3,1,12,
4,14,1408,2,1996,140027,5,1,12,
4,14,1408,2,1996,140027,8,1,12,
4,14,1408,2,1996,140027,10,1,12,
4,14,1408,2,1996,140027,11,1,12,
4,14,1408,2,1996,140030,1,1,11,
4,14,1408,2,1996,140030,6,1,11,
4,14,1408,2,1996,140030,10,1,11,
4,14,1413,1,2578,140035,1,1,1,
4,14,1413,1,2578,140035,5,1,11,
4,14,1413,1,2578,140035,6,1,11,
4,14,1413,1,2578,140035,10,1,1,
4,14,1413,1,2578,140040,1,1,12,
4,14,1413,1,2578,140040,2,1,12,
4,14,1413,1,2578,140040,3,1,12,
4,14,1413,1,2578,140040,8,1,12,
4,14,1415,2,952,140044,1,1,12,
4,14,1415,2,952,140044,2,1,12,
4,14,1415,2,952,140044,3,1,12,
4,14,1415,2,952,140044,6,1,12,
4,14,1415,2,952,140044,7,1,12,
4,14,1415,2,952,140044,8,1,12,
4,14,1415,2,952,140044,9,1,12,
4,14,1415,2,952,140044,10,1,12,
4,14,1415,2,952,140044,11,1,12,
4,14,1415,2,952,140044,12,1,12,
4,14,1415,2,952,140045,1,1,12,
4,14,1415,2,952,140045,2,1,12,
4,14,1415,2,952,140045,3,1,12,
4,14,1415,2,952,140045,8,1,12,
4,14,1415,2,952,140049,1,1,1,
4,14,1415,2,952,140049,5,1,11,
4,14,1415,2,952,140049,10,1,1,
4,14,1415,2,952,140050,1,1,1,
4,14,1415,2,952,140050,5,1,11,
4,14,1415,2,952,140050,6,1,1,
4,14,1415,2,952,140050,10,1,11,
4,14,1406,2,694,140067,3,1,12,
4,14,1406,2,694,140067,10,1,12,
4,14,1406,2,694,140068,1,1,12,
4,14,1406,2,694,140068,2,1,12,
4,14,1406,2,694,140068,10,1,12,
4,14,1406,2,694,140068,11,1,12,
4,14,1406,2,694,140069,1,1,1,
4,14,1406,2,694,140069,5,1,11,
4,14,1406,2,694,140069,6,1,1,
4,14,1406,2,694,140070,1,1,1,
4,14,1406,2,694,140070,5,1,11,
4,14,1406,2,694,140070,6,1,11,
4,14,1406,2,694,140070,10,1,1,
4,14,1413,2,670,140073,1,1,12,
4,14,1413,2,670,140073,3,1,12,
4,14,1413,2,670,140073,8,1,12,
4,14,1413,2,670,140073,10,1,12,
4,14,1413,2,670,140073,11,1,12,
4,14,1413,2,670,140076,1,1,1,
4,14,1413,2,670,140076,3,1,11,
4,14,1413,2,670,140076,5,1,11,
4,14,1413,2,670,140076,6,1,11,
4,14,1413,2,670,140076,10,1,1,
4,14,1413,2,670,140077,1,1,1,
4,14,1413,2,670,140077,6,1,11,
4,14,1413,2,670,140078,1,1,1,
4,14,1413,2,670,140078,3,1,1,
4,14,1413,2,670,140078,7,1,1,
4,14,1413,2,670,140078,10,1,11,
4,14,1410,2,236,140087,3,1,12,
4,14,1410,2,236,140087,4,1,12,
4,14,1410,2,236,140087,8,1,12,
4,14,1410,2,236,140087,10,1,12,
4,14,1410,2,236,140088,1,1,12,
4,14,1410,2,236,140088,3,1,12,
4,14,1410,2,236,140088,8,1,12,
4,14,1410,2,236,140089,1,1,11,
4,14,1410,2,236,140089,6,1,11,
4,14,1410,2,236,140089,10,1,11,
4,14,1410,2,236,140090,1,1,1,
4,14,1410,2,236,140090,6,1,1,
4,14,1410,2,236,140090,10,1,11,
4,14,1408,2,968,140101,1,1,11,
4,14,1408,2,968,140101,7,1,11,
4,14,1408,2,968,140102,1,1,11,
4,14,1408,2,968,140102,6,1,11,
4,14,1408,2,968,140102,10,1,11,
4,14,1408,2,968,140103,1,1,11,
4,14,1408,2,968,140104,6,1,12,
4,14,1408,2,968,140104,8,1,12,
4,14,1408,2,968,140105,1,1,12,
4,14,1408,2,968,140105,3,1,12,
4,14,1408,2,968,140105,8,1,12,
4,14,1408,2,968,140105,10,1,12,
4,14,1408,2,968,140106,2,1,12,
4,14,1408,2,968,140106,3,1,12,
4,14,1411,2,1066,140117,1,1,12,
4,14,1411,2,1066,140117,11,1,12,
4,14,1411,2,1066,140118,3,1,12,
4,14,1411,2,1066,140118,10,1,12,
4,14,1411,2,1066,140118,11,1,12,
4,14,1411,2,1066,140119,1,1,1,
4,14,1411,2,1066,140119,6,1,11,
4,14,1411,2,1066,140120,1,1,1,
4,14,1411,2,1066,140120,5,1,11,
4,14,1411,2,1066,140120,6,1,11,
4,14,1411,2,1066,140120,10,1,1,
4,14,1416,2,2314,140121,1,1,12,
4,14,1416,2,2314,140121,2,1,14,
4,14,1416,2,2314,140121,3,1,14,
4,14,1416,2,2314,140121,8,1,12,
4,14,1416,2,2314,140122,3,1,12,
4,14,1416,2,2314,140122,8,1,12,
4,14,1416,2,2314,140122,10,1,12,
4,14,1416,2,2314,140122,11,1,12,
4,14,1416,2,2314,140123,3,1,12,
4,14,1416,2,2314,140129,1,1,1,
4,14,1416,2,2314,140129,6,1,11,
4,14,1416,2,2314,140130,1,1,1,
4,14,1416,2,2314,140130,5,1,11,
4,14,1416,2,2314,140130,6,1,1,
4,14,1416,2,2314,140130,10,1,11,
2,15,1506,1,398,150002,11,1,2,
2,15,1508,2,1682,150012,3,1,9,
2,15,1508,2,1682,150012,10,1,2,
2,15,1508,2,1682,150012,11,1,2,
2,15,1508,2,1682,150013,2,1,8,
2,15,1508,2,1682,150013,3,1,8,
2,15,1508,2,1682,150018,1,1,11,
2,15,1508,2,1682,150018,2,1,11,
2,15,1508,2,1682,150018,3,1,11,
2,15,1510,2,616,150045,1,1,10,
2,15,1510,2,616,150045,2,1,10,
2,15,1510,2,616,150045,3,1,10,
2,15,1510,2,616,150045,10,1,10,
2,15,1510,2,616,150045,11,1,10,
2,15,1510,2,616,150047,1,1,1,
2,15,1510,2,616,150047,3,1,1,
2,15,1510,2,616,150047,11,1,1,
2,15,1507,2,458,150051,1,1,1,
2,15,1507,2,458,150051,3,1,1,
2,15,1507,2,458,150051,11,1,1,
2,15,1503,2,634,150067,1,1,2,
2,15,1503,2,634,150067,2,1,2,
2,15,1503,2,634,150067,3,1,2,
2,15,1503,2,634,150070,1,1,2,
2,15,1503,2,634,150070,2,1,2,
2,15,1503,2,634,150070,3,1,2,
2,15,1506,1,148,150077,1,1,2,
2,15,1506,1,148,150077,2,1,2,
2,15,1506,1,148,150077,3,1,2,
2,15,1506,1,148,150077,10,1,2,
2,15,1506,1,148,150077,11,1,2,
2,15,1506,1,148,150078,1,1,2,
2,15,1506,1,148,150078,2,1,2,
2,15,1506,1,148,150078,3,1,2,
4,16,1610,2,1006,160013,2,1,1,
4,16,1616,2,296,160061,11,1,1,
4,16,1616,2,296,160064,1,1,1,
4,16,1616,2,296,160067,1,1,9,
4,16,1616,2,296,160067,2,1,9,
4,16,1620,2,106,160078,11,1,2,
4,16,1601,2,954,160092,10,1,8,
4,16,1601,2,954,160092,11,1,1,
4,16,1624,1,286,160102,3,1,11,
4,16,1624,1,286,160110,1,1,1,"GOVERNMENT SERV"
4,16,1624,1,286,160113,1,1,14,"ADVICE FRM FARM"
4,16,1624,1,286,160132,1,1,11,
4,16,1624,1,286,160133,1,1,11,"PEER FARMER"
4,16,1612,2,108,160186,1,1,1,
4,16,1612,2,108,160186,10,1,1,
4,16,1612,2,108,160186,11,1,5,
4,16,1612,2,108,160186,12,1,6,
3,17,1719,2,1354,170015,3,1,1,
3,17,1719,2,1354,170016,3,1,1,
3,17,1704,2,1080,170023,3,1,1,
3,17,1704,1,2074,170038,10,1,9,
3,17,1722,2,96,170043,11,1,1,
3,17,1722,2,96,170047,12,1,11,
3,17,1715,2,2244,170054,11,1,2,
3,17,1715,2,2244,170059,11,1,12,
3,17,1710,2,546,170061,11,1,1,
3,17,1713,1,226,170079,10,1,1,
3,17,1716,2,1452,170081,11,1,1,
3,17,1716,2,1452,170087,11,1,1,
3,17,1702,2,510,170091,11,1,2,
3,17,1702,2,510,170100,11,1,2,
3,17,1727,2,634,170106,11,1,1,
3,17,1727,2,634,170109,11,1,2,
3,17,1712,2,794,170113,11,1,2,
3,18,1803,2,840,180032,6,1,5,
3,18,1803,2,840,180032,10,1,8,
3,18,1803,2,840,180033,1,1,11,
3,18,1803,2,840,180033,2,1,11,
3,18,1803,2,840,180033,3,1,11,
3,18,1803,2,840,180034,1,1,11,
3,18,1803,2,840,180034,2,1,11,
3,18,1803,2,840,180034,3,1,11,
3,18,1803,2,840,180034,4,1,11,
3,18,1803,2,840,180034,11,1,11,
3,18,1803,2,840,180037,6,1,8,
3,18,1803,2,840,180038,1,1,2,
3,18,1803,2,840,180038,2,1,2,
3,18,1803,2,840,180038,3,1,2,
3,18,1803,2,840,180038,4,1,2,
3,18,1803,2,840,180038,5,1,2,
3,18,1803,2,840,180038,6,1,5,
3,18,1803,2,840,180038,10,1,2,
3,18,1803,2,840,180038,11,1,2,
3,18,1816,1,378,180042,3,1,1,
3,18,1816,1,378,180042,4,1,1,
3,18,1816,1,378,180042,6,1,1,
3,18,1816,1,378,180048,1,1,1,
3,18,1816,1,378,180048,2,1,5,
3,18,1816,1,378,180048,3,1,5,
3,18,1816,1,378,180049,3,1,4,
3,18,1816,1,378,180049,6,1,11,
3,18,1805,2,534,180052,1,1,11,
3,18,1805,2,534,180052,2,1,11,
3,18,1805,2,534,180052,3,1,11,
3,18,1805,2,534,180052,4,1,11,
3,18,1805,2,534,180052,10,1,11,
3,18,1805,2,534,180052,11,1,11,
3,18,1805,2,534,180054,3,1,11,
3,18,1805,2,534,180056,6,1,11,
3,18,1805,2,534,180058,11,1,2,
3,18,1817,2,370,180064,1,1,5,
3,18,1817,2,370,180064,3,1,10,
3,18,1817,2,370,180064,4,1,10,
3,18,1817,2,370,180065,1,1,2,
3,18,1817,2,370,180065,3,1,11,
3,18,1817,2,370,180065,4,1,11,
3,18,1817,2,370,180065,10,1,11,
3,18,1817,2,370,180065,11,1,11,
3,18,1808,2,1726,180072,1,1,9,
3,18,1808,2,1726,180073,11,1,2,
3,18,1808,2,1726,180077,2,1,11,
3,18,1808,2,1726,180077,3,1,11,
3,18,1808,2,1726,180077,11,1,11,
3,18,1808,2,1726,180078,3,1,11,
3,18,1808,2,1726,180078,4,1,11,
3,18,1808,2,1726,180078,5,1,11,
3,18,1808,2,1726,180078,6,1,11,
3,18,1808,2,1726,180078,8,1,11,
3,18,1808,2,1726,180078,11,1,11,
3,18,1811,2,364,180082,5,1,11,
3,18,1811,2,364,180082,10,1,11,
3,18,1811,2,364,180082,11,1,11,
3,18,1811,2,364,180085,3,1,11,
3,18,1811,2,364,180085,5,1,11,
3,18,1811,2,364,180085,6,1,11,
3,18,1811,2,364,180087,6,1,10,
3,18,1811,2,364,180090,6,1,12,
3,18,1820,2,450,180094,10,1,11,
3,18,1820,2,450,180096,3,1,11,
3,18,1820,2,450,180096,11,1,11,
3,18,1820,2,450,180098,1,1,12,
3,18,1820,2,450,180098,2,1,12,
3,18,1820,2,450,180098,3,1,11,
3,18,1820,2,450,180098,4,1,11,
3,18,1820,2,450,180098,8,1,12,
3,18,1820,2,450,180098,11,1,12,
3,18,1820,2,450,180098,12,1,12,
3,18,1822,2,1654,180107,3,1,1,
3,18,1822,2,1654,180110,3,1,11,
3,18,1822,2,1654,180110,11,1,11,
3,18,1814,2,678,180112,3,1,11,
3,18,1814,2,678,180112,10,1,11,
3,18,1814,2,678,180112,11,1,11,
3,18,1814,2,678,180113,4,1,11,
3,18,1814,2,678,180113,10,1,11,
3,18,1814,2,678,180113,11,1,11,
3,18,1814,2,678,180117,10,1,11,
3,18,1814,2,678,180119,2,1,11,
3,18,1814,2,678,180119,3,1,11,
3,18,1814,2,678,180119,5,1,11,
3,18,1814,2,678,180119,10,1,12,
3,18,1814,2,678,180119,11,1,11,
3,19,1925,1,2858,190107,1,1,1,
3,19,1925,1,2858,190108,1,1,1,
3,19,1925,1,2858,190108,2,1,1,
3,19,1925,1,2858,190108,3,1,1,
3,19,1925,1,2858,190108,5,1,1,
3,19,1925,1,2858,190108,10,1,1,
3,19,1925,1,2858,190108,11,1,1,
3,19,1905,2,1290,190123,1,1,11,
3,19,1905,2,1290,190123,2,1,11,
3,19,1905,2,1290,190123,3,1,11,
3,19,1910,2,808,190131,1,1,1,
3,19,1910,2,808,190131,3,1,1,
3,19,1910,2,808,190137,1,1,2,
3,19,1910,2,808,190139,2,1,11,
3,19,1910,2,808,190139,3,1,2,
3,19,1910,2,808,190139,11,1,,
3,19,1919,2,366,190163,11,1,2,"2"
3,19,1928,2,526,190177,11,1,11,
3,19,1923,2,284,190195,2,1,2,
3,19,1923,2,284,190195,3,1,11,
3,19,1923,2,284,190195,5,1,11,
3,19,1923,2,284,190195,11,1,11,
3,19,1923,2,284,190196,1,1,11,
3,19,1923,2,284,190196,2,1,11,
3,19,1923,2,284,190196,3,1,11,
3,20,2018,2,1134,200016,3,1,12,
3,20,2018,2,1134,200017,1,1,12,
3,20,2018,2,1134,200018,1,1,12,
3,20,2005,2,970,200029,1,1,12,
3,20,2005,2,970,200030,2,1,12,
3,20,2003,2,784,200035,3,1,11,
3,20,2003,2,784,200036,3,1,11,
3,20,2003,2,784,200039,8,1,12,
3,20,2003,2,784,200040,1,1,12,
3,20,2030,2,1050,200044,3,1,11,
3,20,2015,2,1746,200072,3,1,10,
3,20,2015,2,1746,200072,10,1,12,
3,20,2001,2,1354,200095,1,1,12,
3,20,2001,2,1354,200095,2,1,12,
3,20,2001,2,1354,200097,1,1,12,
3,20,2001,2,1354,200097,8,1,12,
3,20,2025,2,760,200103,3,1,14,
3,20,2025,2,760,200106,3,1,14,
3,20,2025,2,1304,200113,1,1,12,
3,20,2025,2,1304,200113,2,1,12,
3,20,2025,2,1304,200113,8,1,5,
3,20,2008,2,1474,200143,1,1,12,
3,20,2008,2,1474,200143,2,1,12,
3,20,2008,2,1474,200148,1,1,10,
3,20,2008,2,1474,200148,2,1,12,
3,20,2013,2,1232,200156,1,1,12,
3,20,2013,2,1232,200156,2,1,12,
3,20,2028,2,498,200163,1,1,11,
3,20,2028,2,498,200163,2,1,12,
3,20,2028,2,498,200164,1,1,2,
3,20,2028,2,498,200164,2,1,5,
3,20,2028,2,498,200164,8,1,12,
3,20,2028,2,498,200167,1,1,2,
3,20,2028,2,498,200167,2,1,12,
3,20,2028,2,498,200167,8,1,5,
3,21,2106,2,2822,210002,11,1,11,
3,21,2106,2,2822,210007,11,1,1,
3,21,2106,2,236,210011,10,1,1,
3,21,2106,2,236,210011,11,1,1,
3,21,2106,2,236,210016,3,1,11,
3,21,2106,2,236,210016,5,1,11,
3,21,2106,2,236,210018,1,1,11,
3,21,2106,2,236,210018,3,1,11,
3,21,2106,2,236,210019,2,1,11,
3,21,2106,2,236,210019,3,1,11,
3,21,2109,2,38,210021,1,1,11,
3,21,2109,2,38,210021,2,1,11,
3,21,2109,2,38,210021,3,1,11,
3,21,2109,2,38,210021,4,1,11,
3,21,2109,2,38,210021,11,1,11,
3,21,2109,2,38,210023,3,1,11,
3,21,2109,2,38,210026,3,1,11,
3,21,2109,2,38,210030,3,1,11,
3,21,2109,2,38,210030,4,1,11,
3,21,2109,2,38,210030,5,1,11,
3,21,2119,2,3956,210031,1,1,11,
3,21,2119,2,3956,210031,3,1,11,
3,21,2119,2,3956,210034,1,1,11,
3,21,2119,2,3956,210034,3,1,11,
3,21,2119,2,3956,210037,1,1,11,
3,21,2119,2,3956,210037,2,1,11,
3,21,2119,2,2146,210041,1,1,1,
3,21,2119,2,2146,210041,2,1,1,
3,21,2119,2,2146,210041,3,1,1,
3,21,2119,2,2146,210041,5,1,1,
3,21,2119,2,2146,210046,1,1,11,
3,21,2119,2,2146,210046,3,1,11,
3,21,2119,2,2146,210046,10,1,1,
3,21,2119,2,2146,210046,11,1,1,
3,21,2119,2,2146,210047,6,1,1,
3,21,2119,2,2146,210047,8,1,1,
3,21,2119,2,2146,210047,10,1,1,
3,21,2119,2,2146,210047,11,1,1,
3,21,2117,2,554,210062,1,1,11,
3,21,2117,2,554,210064,1,1,1,
3,21,2117,2,554,210064,2,1,1,
3,21,2117,2,554,210064,3,1,1,
3,21,2117,2,554,210064,4,1,1,
3,21,2117,2,554,210064,5,1,1,"."
3,21,2117,2,554,210064,6,1,1,
3,21,2117,2,554,210064,10,1,1,
3,21,2117,2,554,210064,11,1,1,
3,21,2117,2,554,210064,12,1,1,
3,21,2117,2,554,210067,1,1,1,
3,21,2117,2,554,210067,2,1,1,
3,21,2117,2,554,210067,3,1,1,
3,21,2117,2,554,210067,4,1,1,
3,21,2117,2,554,210067,5,1,1,
3,21,2117,2,554,210067,6,1,1,
3,21,2117,2,554,210067,10,1,1,
3,21,2117,2,554,210067,11,1,1,
3,21,2117,2,554,210067,12,1,1,
3,21,2117,2,554,210068,1,1,11,
3,21,2117,2,554,210068,3,1,11,
3,21,2108,1,520,210072,1,1,1,
3,21,2108,1,520,210072,2,1,1,
3,21,2108,1,520,210072,10,1,1,
3,21,2108,1,520,210076,1,1,11,
3,21,2108,1,520,210076,3,1,11,
3,21,2108,1,520,210078,1,1,11,
3,21,2102,2,1124,210082,1,1,11,
3,21,2102,2,1124,210086,5,1,1,
3,21,2102,2,1124,210086,6,1,1,
3,21,2102,2,1124,210086,8,1,1,
3,21,2102,2,1124,210086,9,1,1,
3,21,2102,2,1124,210086,10,1,1,
3,21,2102,2,1124,210086,11,1,1,
3,21,2102,2,1124,210086,12,1,1,
3,21,2102,2,1124,210087,5,1,11,
3,21,2102,2,1124,210089,3,1,11,
3,21,2111,2,180,210095,3,1,11,
3,21,2111,2,180,210096,3,1,11,
1,22,2209,1,792,220047,11,1,1,
1,23,2308,1,5180,230003,1,1,12,
1,23,2308,1,5180,230003,3,1,12,
1,23,2308,1,5180,230003,10,1,12,
1,23,2308,1,5180,230008,1,1,12,
1,23,2308,1,5180,230008,2,1,12,
1,23,2308,1,5180,230008,3,1,12,
1,23,2308,1,5180,230008,11,1,12,
1,23,2308,1,5180,230009,8,1,12,
1,23,2308,1,5180,230009,11,1,12,
1,23,2307,1,2316,230019,11,1,12,
1,23,2307,1,78,230024,1,1,12,
1,23,2307,1,78,230024,10,1,12,
1,23,2307,1,78,230027,11,1,12,
1,23,2307,1,78,230030,10,1,12,
1,23,2306,1,970,230031,11,1,12,
1,23,2315,2,924,230051,10,1,1,
1,23,2315,2,924,230051,11,1,1,
1,23,2304,2,322,230071,10,1,12,
1,23,2304,2,322,230079,10,1,12,
1,23,2302,2,1982,230092,10,1,14,
1,23,2302,2,1982,230092,11,1,14,
1,23,2302,2,1982,230097,11,1,11,
6,24,2407,2,396,240161,1,1,5,
6,24,2407,2,396,240161,3,1,5,
6,24,2407,2,396,240161,6,1,5,
6,24,2407,2,396,240161,8,1,5,
6,24,2407,2,396,240163,3,1,11,
6,24,2407,2,396,240164,1,1,1,
6,24,2407,2,396,240164,2,1,1,
6,24,2407,2,396,240164,3,1,1,
6,24,2407,2,396,240165,1,1,1,
6,24,2407,2,396,240165,2,1,1,
6,24,2407,2,396,240165,3,1,1,
6,24,2407,2,396,240165,5,1,1,
6,24,2407,2,396,240165,6,1,1,
6,24,2407,2,396,240168,2,1,1,
6,24,2407,2,396,240168,3,1,5,
6,24,2407,2,396,240168,6,1,5,
6,24,2407,2,396,240168,8,1,1,
6,24,2407,2,396,240169,3,1,1,
6,24,2407,2,396,240170,4,1,1,
1,25,2508,1,2788,250007,1,1,11,
1,25,2508,1,2788,250007,2,1,11,
1,25,2508,1,2788,250007,3,1,11,
1,25,2508,1,2788,250007,4,1,11,
1,25,2508,1,2788,250007,5,1,11,
1,25,2504,2,222,250011,2,1,14,"FARM INPUT TRAD"
1,25,2504,2,222,250011,3,1,14,"INPUT TRADER"
1,25,2504,2,222,250011,4,1,11,
1,25,2504,2,222,250011,5,1,11,
1,25,2504,2,222,250011,8,1,11,
1,25,2504,2,222,250011,10,1,11,
1,25,2504,2,222,250011,11,1,11,
1,25,2504,2,222,250014,1,1,1,
1,25,2504,2,222,250014,2,1,1,
1,25,2504,2,222,250014,3,1,1,
1,25,2509,2,248,250021,1,1,11,
1,25,2509,2,248,250021,2,1,11,
1,25,2509,2,248,250021,3,1,11,
1,25,2509,2,248,250021,4,1,11,
1,25,2509,2,248,250030,1,1,11,
1,25,2509,2,248,250030,2,1,11,
1,25,2509,2,248,250030,3,1,11,
1,25,2509,2,248,250030,6,1,11,
1,25,2511,2,1424,250062,1,1,4,
1,26,2606,1,516,260010,10,1,12,
1,26,2618,2,1276,260022,1,1,1,
1,26,2618,2,1276,260022,2,1,1,
1,26,2618,2,1276,260022,3,1,1,
1,26,2618,2,1276,260023,1,1,1,
1,26,2618,2,1276,260023,2,1,1,
1,26,2618,2,1276,260023,3,1,1,
1,26,2618,2,1276,260023,4,1,1,
1,26,2618,2,1276,260023,5,1,1,
1,26,2618,2,1276,260023,6,1,1,
1,26,2618,2,1276,260023,7,1,1,
1,26,2618,2,1276,260023,8,1,1,
1,26,2618,2,1276,260023,9,1,1,
1,26,2618,2,1276,260023,10,1,1,
1,26,2618,2,1276,260023,11,1,1,
1,26,2618,2,1276,260023,12,1,1,
1,26,2618,2,1276,260025,1,1,1,
1,26,2618,2,1276,260025,3,1,1,
1,26,2618,2,494,260032,1,1,1,
1,26,2618,2,494,260032,2,1,1,
1,26,2618,2,494,260034,1,1,1,
1,26,2618,2,494,260034,2,1,1,
1,26,2618,2,494,260034,3,1,1,
