"zone","state","lga","sector","ea","hhid","topic_cd","s11lq1","s11lq2","s11lq2b"
1,26,2618,2,494,260034,4,1,1,
1,26,2618,2,494,260034,5,1,1,
1,26,2618,2,494,260034,6,1,1,
1,26,2618,2,494,260034,8,1,1,
1,26,2618,2,494,260034,9,1,1,
1,26,2618,2,494,260034,10,1,1,
1,26,2618,2,494,260034,11,1,1,
1,26,2618,2,494,260034,12,1,1,
1,26,2615,2,2196,260053,10,1,13,
1,26,2615,2,2196,260053,11,1,13,
1,26,2615,2,2196,260054,10,1,13,
1,26,2615,2,2196,260054,11,1,13,
1,26,2615,2,2196,260055,11,1,2,
1,26,2615,2,2196,260057,10,1,1,
1,26,2615,2,2196,260057,11,1,1,
1,26,2621,2,100,260073,10,1,13,
1,26,2621,2,100,260076,10,1,13,
1,26,2621,2,100,260080,10,1,12,
1,26,2611,2,424,260082,2,1,12,
1,26,2611,2,424,260084,2,1,12,
1,26,2611,2,424,260085,3,1,12,
1,26,2605,2,594,260091,3,1,2,
1,26,2605,2,594,260092,1,1,1,
1,26,2605,2,594,260092,2,1,1,
1,26,2605,2,594,260092,3,1,1,
1,26,2605,2,594,260092,6,1,1,
1,26,2605,2,594,260092,10,1,1,
1,26,2605,2,594,260092,11,1,1,
1,26,2605,2,594,260093,1,1,1,
1,26,2605,2,594,260093,3,1,1,
1,26,2605,2,594,260093,11,1,1,
1,26,2605,2,594,260097,1,1,8,
1,26,2605,2,594,260097,3,1,8,
1,26,2605,2,594,260097,11,1,14,
1,26,2605,2,594,260098,1,1,1,
1,26,2605,2,594,260098,3,1,1,
1,26,2605,2,594,260098,11,1,1,
1,26,2613,2,2248,260124,1,1,1,
1,26,2613,2,2248,260124,2,1,1,
1,26,2613,2,2248,260124,3,1,1,
1,26,2613,2,2248,260124,9,1,1,
1,26,2613,2,2248,260126,1,1,1,
1,26,2613,2,2248,260126,2,1,1,
1,26,2613,2,2248,260126,10,1,1,
1,26,2613,2,2248,260127,1,1,1,
1,26,2613,2,2248,260127,2,1,1,
1,26,2613,2,2248,260127,3,1,1,
1,26,2613,2,2248,260128,2,1,1,
1,26,2613,2,2248,260128,6,1,1,
1,26,2613,2,2248,260130,1,1,1,
1,26,2613,2,2248,260130,11,1,1,
1,26,2613,2,1462,260152,1,1,1,
1,26,2613,2,1462,260152,11,1,2,
1,26,2613,2,1462,260153,10,1,2,
1,26,2613,2,1462,260153,11,1,2,
1,26,2613,2,1462,260153,12,1,3,
1,26,2613,2,1462,260155,1,1,1,
1,26,2613,2,1462,260155,2,1,1,
1,26,2613,2,1462,260155,6,1,1,
1,26,2613,2,1462,260155,10,1,1,
1,26,2616,2,254,260161,1,1,1,
1,26,2616,2,254,260161,3,1,1,
1,26,2616,2,254,260161,11,1,1,
1,26,2616,2,254,260165,3,1,5,
1,26,2616,2,254,260166,10,1,1,
1,26,2616,2,254,260166,11,1,1,
1,26,2625,2,926,260174,10,1,14,
1,26,2625,2,926,260174,11,1,14,
6,28,2802,2,566,280048,10,1,14,
6,28,2802,2,566,280048,11,1,14,
6,28,2811,2,588,280053,1,1,1,
6,28,2811,2,588,280054,1,1,1,
6,28,2811,2,588,280054,2,1,1,
6,29,2911,2,1870,290101,1,1,1,
6,29,2923,2,1126,290114,2,1,1,
6,29,2923,2,1126,290116,2,1,1,
6,29,2902,1,1028,290135,1,1,1,"GOVERNMENT AGRI"
6,29,2920,1,506,290142,11,1,1,
6,29,2920,1,1210,290158,1,1,1,
6,29,2914,1,214,290161,11,1,14,"VETENARY DOC."
6,29,2920,2,1628,290179,2,1,2,
6,30,3018,2,914,300028,10,1,14,
6,30,3018,2,914,300028,11,1,14,
6,30,3018,2,914,300030,10,1,11,
6,30,3018,2,914,300030,11,1,11,
6,30,3012,2,334,300032,8,1,4,
6,30,3012,2,334,300033,3,1,11,
6,30,3012,2,334,300034,3,1,11,
6,30,3014,2,120,300042,1,1,12,
6,30,3014,2,120,300042,2,1,12,
6,30,3014,2,120,300042,6,1,3,
6,30,3014,2,120,300042,8,1,12,
6,30,3014,2,120,300045,1,1,5,
6,30,3014,2,120,300045,2,1,5,
6,30,3014,2,120,300045,3,1,5,
6,30,3014,2,120,300045,6,1,12,
6,30,3014,2,120,300045,8,1,12,
6,30,3014,2,120,300049,8,1,14,
6,30,3014,2,120,300050,1,1,5,
6,30,3014,2,120,300050,2,1,5,
6,30,3014,2,120,300050,3,1,5,
6,30,3014,2,120,300050,5,1,5,
6,30,3014,2,120,300050,6,1,5,
6,30,3014,2,120,300050,8,1,12,
6,30,3005,1,2942,300098,8,1,12,
6,30,3005,1,2942,300098,10,1,2,
6,30,3005,1,2942,300098,11,1,2,
6,30,3005,1,2942,300098,12,1,9,
6,30,3020,1,322,300129,11,1,2,"12"
6,30,3030,1,946,300151,8,1,1,
1,31,3101,2,604,310014,1,1,8,
1,31,3101,2,604,310017,10,1,2,
1,31,3101,2,604,310017,11,1,2,
1,31,3101,2,604,310019,1,1,1,
1,31,3101,2,604,310020,3,1,11,
1,31,3115,2,680,310022,1,1,11,"22"
1,31,3115,2,680,310022,4,1,11,
1,31,3107,2,1092,310045,3,1,10,
1,31,3109,2,1026,310075,1,1,1,
1,31,3112,2,350,310081,10,1,14,
1,31,3112,2,350,310090,3,1,10,
1,31,3116,2,1344,310093,1,1,14,
1,31,3103,2,874,310101,1,1,10,
5,32,3223,2,578,320033,1,1,12,
5,32,3223,2,578,320034,1,1,12,
5,32,3209,1,1208,320043,1,1,12,
5,32,3209,1,1208,320043,3,1,12,
5,32,3223,2,390,320156,1,1,12,"2"
5,32,3221,2,132,320169,1,1,11,
5,32,3221,2,132,320169,3,1,12,
5,32,3210,2,1692,320179,1,1,12,
5,32,3210,2,1692,320179,3,1,11,
5,32,3210,2,1692,320179,6,1,12,
5,32,3213,2,128,320181,1,1,12,
5,32,3213,2,128,320181,3,1,12,
5,32,3213,2,128,320181,6,1,1,
5,32,3213,2,128,320182,1,1,11,
5,32,3213,2,128,320182,3,1,12,
5,32,3213,2,128,320182,6,1,11,
5,32,3212,2,314,320195,1,1,12,
5,32,3212,2,314,320195,3,1,11,
5,32,3212,2,314,320195,6,1,11,
3,33,3321,1,1182,330005,3,1,11,
3,33,3321,1,1182,330005,11,1,12,
3,33,3321,1,1182,330006,3,1,1,
3,33,3321,1,1182,330006,4,1,1,
3,33,3321,1,1182,330007,5,1,11,
3,33,3321,1,1182,330009,1,1,11,
3,33,3321,1,1182,330009,5,1,11,
3,33,3321,1,1182,330009,6,1,11,
3,33,3321,1,1182,330009,11,1,11,
3,33,3311,1,702,330011,1,1,1,
3,33,3311,1,702,330011,2,1,1,
3,33,3311,1,702,330011,3,1,1,
3,33,3311,1,702,330011,4,1,1,
3,33,3311,1,702,330011,5,1,1,
3,33,3311,1,702,330011,6,1,1,
3,33,3311,1,702,330011,10,1,1,
3,33,3311,1,702,330011,11,1,1,
3,33,3311,1,702,330012,3,1,11,
3,33,3311,1,702,330012,5,1,11,
3,33,3311,1,702,330012,10,1,5,
3,33,3311,1,702,330012,11,1,10,
3,33,3311,1,702,330013,1,1,1,
3,33,3311,1,702,330013,2,1,1,
3,33,3311,1,702,330013,3,1,11,
3,33,3311,1,702,330013,4,1,10,
3,33,3311,1,702,330014,1,1,1,
3,33,3311,1,702,330014,2,1,1,
3,33,3311,1,702,330014,3,1,1,
3,33,3311,1,702,330014,4,1,1,
3,33,3311,1,702,330014,6,1,1,
3,33,3311,1,702,330014,8,1,1,
3,33,3311,1,702,330014,10,1,1,
3,33,3311,1,702,330014,11,1,1,
3,33,3311,1,702,330016,1,1,1,
3,33,3311,1,702,330016,2,1,1,
3,33,3311,1,702,330016,3,1,1,
3,33,3311,1,702,330016,4,1,1,
3,33,3311,1,702,330016,5,1,1,
3,33,3311,1,702,330016,6,1,1,
3,33,3311,1,702,330016,8,1,1,
3,33,3311,1,702,330016,10,1,1,
3,33,3311,1,702,330016,11,1,1,
3,33,3311,1,702,330018,2,1,11,
3,33,3311,1,702,330018,3,1,10,
3,33,3311,1,702,330019,2,1,11,
3,33,3311,1,702,330019,3,1,11,
3,33,3310,2,476,330021,2,1,11,
3,33,3310,2,476,330021,3,1,11,
3,33,3310,2,476,330021,10,1,10,
3,33,3310,2,476,330022,3,1,11,
3,33,3310,2,476,330023,1,1,11,
3,33,3310,2,476,330023,2,1,12,
3,33,3310,2,476,330023,3,1,11,
3,33,3310,2,476,330024,1,1,1,
3,33,3310,2,476,330024,2,1,1,
3,33,3310,2,476,330024,3,1,1,
3,33,3310,2,476,330024,4,1,1,
3,33,3310,2,476,330024,5,1,,
3,33,3310,2,476,330024,10,1,1,
3,33,3310,2,476,330024,11,1,1,
3,33,3310,2,476,330025,3,1,11,
3,33,3310,2,476,330025,10,1,11,
3,33,3310,2,476,330025,11,1,11,
3,33,3310,2,476,330026,1,1,11,
3,33,3310,2,476,330026,2,1,11,
3,33,3310,2,476,330026,3,1,12,
3,33,3310,2,476,330026,4,1,12,
3,33,3310,2,476,330026,6,1,12,
3,33,3310,2,476,330026,10,1,11,
3,33,3310,2,476,330026,11,1,11,
3,33,3310,2,476,330028,5,1,11,
3,33,3310,2,476,330028,10,1,11,
3,33,3310,2,476,330028,11,1,11,
3,33,3310,2,476,330029,3,1,11,
3,33,3310,2,476,330029,6,1,11,
3,33,3310,2,476,330030,1,1,1,
3,33,3310,2,476,330030,2,1,1,
3,33,3310,2,476,330030,3,1,1,
3,33,3310,2,476,330030,6,1,1,
3,33,3323,2,92,330031,1,1,11,
3,33,3323,2,92,330031,2,1,12,
3,33,3323,2,92,330031,3,1,11,
3,33,3323,2,92,330031,10,1,11,
3,33,3323,2,92,330031,11,1,11,
3,33,3323,2,92,330032,3,1,11,
3,33,3323,2,92,330032,11,1,11,
3,33,3323,2,92,330033,3,1,11,
3,33,3323,2,92,330033,4,1,11,
3,33,3323,2,92,330033,11,1,11,
3,33,3323,2,92,330034,3,1,12,
3,33,3323,2,92,330034,4,1,2,
3,33,3323,2,92,330035,1,1,12,
3,33,3323,2,92,330035,2,1,11,
3,33,3323,2,92,330035,3,1,11,
3,33,3323,2,92,330035,10,1,12,
3,33,3323,2,92,330036,1,1,1,
3,33,3323,2,92,330036,2,1,1,
3,33,3323,2,92,330036,3,1,11,
3,33,3323,2,92,330036,6,1,11,
3,33,3323,2,92,330036,10,1,11,
3,33,3323,2,92,330038,2,1,1,
3,33,3323,2,92,330038,3,1,1,
3,33,3323,2,92,330038,5,1,1,
3,33,3323,2,92,330040,3,1,10,
3,33,3323,2,92,330040,11,1,11,
3,33,3318,2,30,330041,1,1,12,
3,33,3318,2,30,330041,2,1,12,
3,33,3318,2,30,330041,3,1,12,
3,33,3318,2,30,330041,5,1,11,
3,33,3318,2,30,330041,10,1,11,
3,33,3318,2,30,330041,11,1,11,
3,33,3318,2,30,330042,1,1,12,
3,33,3318,2,30,330042,2,1,12,
3,33,3318,2,30,330042,3,1,11,
3,33,3318,2,30,330042,4,1,12,
3,33,3318,2,30,330042,5,1,11,
3,33,3318,2,30,330042,6,1,11,
3,33,3318,2,30,330042,10,1,11,
3,33,3318,2,30,330042,11,1,12,
3,33,3318,2,30,330043,1,1,11,
3,33,3318,2,30,330043,2,1,11,
3,33,3318,2,30,330043,3,1,11,
3,33,3318,2,30,330043,5,1,11,
3,33,3318,2,30,330043,6,1,11,
3,33,3318,2,30,330044,3,1,11,
3,33,3318,2,30,330045,1,1,12,
3,33,3318,2,30,330046,5,1,11,
3,33,3318,2,30,330046,10,1,11,
3,33,3318,2,30,330047,1,1,11,
3,33,3318,2,30,330047,3,1,11,
3,33,3318,2,30,330049,1,1,11,
3,33,3318,2,30,330049,3,1,12,
3,33,3318,2,30,330050,2,1,12,
3,33,3318,2,30,330050,3,1,11,
3,33,3313,2,930,330051,1,1,11,
3,33,3313,2,930,330051,2,1,12,
3,33,3313,2,930,330051,3,1,12,
3,33,3313,2,930,330051,4,1,11,
3,33,3313,2,930,330051,5,1,11,
3,33,3313,2,930,330051,10,1,1,
3,33,3313,2,930,330051,11,1,12,
3,33,3313,2,930,330052,1,1,11,
3,33,3313,2,930,330052,2,1,11,
3,33,3313,2,930,330052,3,1,11,
3,33,3313,2,930,330052,10,1,12,
3,33,3313,2,930,330052,11,1,12,
3,33,3313,2,930,330053,3,1,11,
3,33,3313,2,930,330053,10,1,11,
3,33,3313,2,930,330055,1,1,11,
3,33,3313,2,930,330055,2,1,11,
3,33,3313,2,930,330055,11,1,12,
3,33,3313,2,930,330056,1,1,11,
3,33,3313,2,930,330056,2,1,12,
3,33,3313,2,930,330056,3,1,11,
3,33,3313,2,930,330056,11,1,12,
3,33,3313,2,930,330057,3,1,11,
3,33,3313,2,930,330058,3,1,11,
3,33,3313,2,930,330059,6,1,11,
3,33,3313,2,930,330059,10,1,11,
3,33,3313,2,930,330060,1,1,1,
3,33,3313,2,930,330060,2,1,1,
3,33,3313,2,930,330060,3,1,1,
3,33,3313,2,930,330060,5,1,11,
3,33,3313,2,930,330060,6,1,1,
3,33,3313,2,930,330060,10,1,12,
3,33,3313,2,930,330060,11,1,1,
3,33,3304,2,418,330061,5,1,11,
3,33,3304,2,418,330061,6,1,11,
3,33,3304,2,418,330062,1,1,12,
3,33,3304,2,418,330062,3,1,11,
3,33,3304,2,418,330062,5,1,12,
3,33,3304,2,418,330063,5,1,11,
3,33,3304,2,418,330063,6,1,11,
3,33,3304,2,418,330064,1,1,12,
3,33,3304,2,418,330064,2,1,12,
3,33,3304,2,418,330064,3,1,11,
3,33,3304,2,418,330064,5,1,11,
3,33,3304,2,418,330064,6,1,11,
3,33,3304,2,418,330064,10,1,12,
3,33,3304,2,418,330064,11,1,12,
3,33,3304,2,418,330065,5,1,11,
3,33,3304,2,418,330065,6,1,11,
3,33,3304,2,418,330066,1,1,11,
3,33,3304,2,418,330066,2,1,12,
3,33,3304,2,418,330066,3,1,11,
3,33,3304,2,418,330066,5,1,11,
3,33,3304,2,418,330066,6,1,11,
3,33,3304,2,418,330066,10,1,12,
3,33,3304,2,418,330066,11,1,12,
3,33,3304,2,418,330067,1,1,11,
3,33,3304,2,418,330067,2,1,12,
3,33,3304,2,418,330067,3,1,11,
3,33,3304,2,418,330068,1,1,11,
3,33,3304,2,418,330068,3,1,12,
3,33,3304,2,418,330068,5,1,11,
3,33,3304,2,418,330069,1,1,12,
3,33,3304,2,418,330069,2,1,12,
3,33,3304,2,418,330069,3,1,12,
3,33,3304,2,418,330069,5,1,11,
3,33,3304,2,418,330069,6,1,11,
3,33,3304,2,418,330069,7,1,12,
3,33,3304,2,418,330069,8,1,12,
3,33,3304,2,418,330069,9,1,12,
3,33,3304,2,418,330069,10,1,12,
3,33,3304,2,418,330069,11,1,12,
3,33,3304,2,418,330070,1,1,12,
3,33,3304,2,418,330070,2,1,12,
3,33,3304,2,418,330070,3,1,12,
3,33,3304,2,418,330070,4,1,11,
3,33,3304,2,418,330070,5,1,11,
3,33,3304,2,418,330070,6,1,11,
3,33,3304,2,418,330070,10,1,12,
3,33,3304,2,418,330070,11,1,12,
3,33,3307,2,688,330071,1,1,11,
3,33,3307,2,688,330071,3,1,11,
3,33,3307,2,688,330071,10,1,12,
3,33,3307,2,688,330071,11,1,12,
3,33,3307,2,688,330072,1,1,11,
3,33,3307,2,688,330072,3,1,11,
3,33,3307,2,688,330072,10,1,12,
3,33,3307,2,688,330072,11,1,2,
3,33,3307,2,688,330073,5,1,11,
3,33,3307,2,688,330073,6,1,11,
3,33,3307,2,688,330073,10,1,11,
3,33,3307,2,688,330074,1,1,12,
3,33,3307,2,688,330074,5,1,12,
3,33,3307,2,688,330074,6,1,1,
3,33,3307,2,688,330075,10,1,11,
3,33,3307,2,688,330076,1,1,12,
3,33,3307,2,688,330076,2,1,12,
3,33,3307,2,688,330076,3,1,11,
3,33,3307,2,688,330076,5,1,11,
3,33,3307,2,688,330076,10,1,12,
3,33,3307,2,688,330076,11,1,12,
3,33,3307,2,688,330078,1,1,11,
3,33,3307,2,688,330078,2,1,11,
3,33,3307,2,688,330078,3,1,11,
3,33,3307,2,688,330078,5,1,11,
3,33,3307,2,688,330078,6,1,12,
3,33,3307,2,688,330078,10,1,12,
3,33,3307,2,688,330078,11,1,12,
3,33,3307,2,688,330079,1,1,11,
3,33,3307,2,688,330079,2,1,12,
3,33,3307,2,688,330079,3,1,11,
3,33,3307,2,688,330080,1,1,11,
3,33,3307,2,688,330080,2,1,12,
3,33,3307,2,688,330080,3,1,12,
3,33,3307,2,688,330080,5,1,11,
3,33,3307,2,688,330080,6,1,12,
2,34,3401,2,526,340002,1,1,11,
2,34,3401,2,526,340002,3,1,11,
2,34,3401,2,526,340002,11,1,11,
2,34,3401,2,526,340009,3,1,14,
2,34,3401,2,526,340009,6,1,14,
2,34,3401,2,526,340009,11,1,2,
2,34,3401,2,526,340010,3,1,1,
2,34,3401,2,526,340010,5,1,1,
2,34,3401,2,526,340010,6,1,1,
2,34,3401,2,526,340010,7,1,1,
2,34,3401,2,526,340010,8,1,1,
2,34,3401,2,526,340010,9,1,1,
2,34,3401,2,526,340010,10,1,1,
2,34,3401,2,526,340010,11,1,1,
2,34,3401,2,526,340010,12,1,1,
2,35,3507,2,746,350017,1,1,14,"FRIEND/NEIGHBOU"
2,35,3507,2,746,350017,10,1,14,"FRIEND/NEIGHBOU"
2,35,3507,2,746,350018,4,1,1,
2,35,3513,2,576,350067,2,1,1,
2,35,3501,2,1228,350082,1,1,1,
2,35,3501,2,1228,350082,3,1,1,
2,35,3501,2,1228,350082,5,1,,
2,35,3501,2,1228,350082,6,1,,
2,35,3501,2,1228,350082,8,1,,
2,35,3501,2,1228,350082,9,1,,
2,35,3501,2,1228,350082,10,1,,
2,35,3501,2,1228,350082,11,1,1,
3,36,3607,1,2596,360001,10,1,5,
3,36,3607,1,2596,360001,11,1,5,
3,36,3607,1,2596,360003,1,1,11,
3,36,3607,1,2596,360003,3,1,11,
3,36,3607,1,2596,360003,10,1,11,
3,36,3607,1,2596,360003,11,1,11,
3,36,3607,1,2596,360009,1,1,1,
3,36,3607,1,2596,360009,2,1,5,
3,36,3607,1,2596,360009,3,1,11,
3,36,3605,2,240,360011,1,1,11,
3,36,3605,2,240,360011,2,1,11,
3,36,3605,2,240,360011,3,1,11,
3,36,3605,2,240,360011,5,1,11,
3,36,3605,2,240,360011,6,1,11,
3,36,3605,2,240,360011,10,1,11,
3,36,3605,2,240,360011,11,1,11,
3,36,3605,2,240,360012,3,1,1,
3,36,3605,2,240,360012,5,1,1,
3,36,3605,2,240,360012,8,1,1,
3,36,3605,2,240,360012,10,1,11,
3,36,3605,2,240,360012,11,1,11,
3,36,3605,2,240,360013,1,1,5,
3,36,3605,2,240,360013,2,1,5,
3,36,3605,2,240,360013,3,1,5,
3,36,3605,2,240,360013,5,1,5,
3,36,3605,2,240,360017,1,1,1,
3,36,3605,2,240,360017,2,1,1,
3,36,3605,2,240,360017,3,1,1,
3,36,3605,2,240,360017,6,1,1,
3,36,3605,2,240,360017,10,1,1,
3,36,3605,2,240,360017,11,1,1,
3,36,3605,2,240,360018,1,1,5,
3,36,3605,2,240,360018,2,1,5,
3,36,3605,2,240,360018,3,1,5,
3,36,3605,2,240,360018,5,1,5,
3,36,3605,2,240,360018,10,1,5,
3,36,3605,2,240,360018,11,1,5,
3,36,3605,2,240,360019,3,1,14,
3,36,3603,2,978,360023,3,1,11,
3,36,3603,2,978,360023,5,1,11,
3,36,3603,2,978,360023,6,1,11,
3,36,3603,2,978,360025,6,1,11,
3,36,3603,2,978,360025,8,1,11,
3,36,3603,2,978,360025,10,1,11,
3,36,3603,2,978,360025,11,1,11,
3,36,3603,2,978,360028,3,1,5,
3,36,3603,2,978,360029,2,1,11,
3,36,3603,2,978,360029,6,1,11,
3,36,3603,2,978,360029,10,1,11,
3,36,3603,2,978,360029,11,1,2,
3,36,3603,2,978,360030,6,1,11,
3,36,3603,2,978,360030,10,1,11,
3,36,3603,2,978,360030,11,1,11,
3,36,3608,2,2078,360033,6,1,11,
3,36,3608,2,2078,360034,3,1,1,
3,36,3608,2,2078,360034,6,1,11,
3,36,3608,2,2078,360034,8,1,11,
3,36,3608,2,2078,360034,11,1,11,
3,36,3613,2,1066,360044,1,1,1,
3,36,3613,2,1066,360044,2,1,1,
3,36,3613,2,1066,360044,3,1,1,
3,36,3613,2,1066,360047,10,1,11,
3,36,3613,2,1066,360047,11,1,11,
3,36,3613,2,1066,360048,3,1,11,
3,36,3613,2,1066,360048,10,1,11,
3,36,3613,2,1066,360048,11,1,12,
3,36,3613,2,1066,360049,10,1,11,
3,36,3613,2,1066,360049,11,1,11,
3,36,3610,2,1826,360055,2,1,1,
3,36,3610,2,1826,360055,3,1,8,
3,36,3610,2,1826,360057,1,1,1,
3,36,3610,2,1826,360057,2,1,11,
3,36,3610,2,1826,360057,3,1,5,
3,36,3610,2,1826,360059,10,1,11,
3,36,3610,2,1826,360059,11,1,11,
3,36,3601,2,1214,360063,1,1,8,
3,36,3601,2,1214,360063,2,1,1,
3,36,3601,2,1214,360063,3,1,5,
3,36,3601,2,1214,360070,3,1,11,
3,36,3601,2,1214,360070,5,1,11,
3,36,3601,2,1214,360070,11,1,11,
3,36,3606,2,1956,360088,1,1,1,
3,36,3606,2,1956,360088,2,1,5,
3,36,3606,2,1956,360088,3,1,8,
