"zone","state","lga","sector","ea","hhid","plotid","cropid","cropcode","s11fq1a","s11fq1b","s11fq1c","s11fq2","s11fq2b","s11fq3a","s11fq3b","s11fq4a","s11fq4b","s11fq4c","s11fq4d"
2,8,816,2,1270,80034,1,1,1100,5,5,,2,,7,2010,1000,1,,1
2,8,816,2,1270,80034,1,2,1010,5,5,,2,,8,2010,500,1,,1
2,8,816,2,1270,80034,1,3,1070,5,5,,2,,7,2010,500,1,,1
2,8,816,2,1270,80034,2,1,1100,5,5,,2,,7,2010,1000,1,,1
2,8,816,2,1270,80034,2,2,1010,5,5,,2,,8,2010,500,1,,1
2,8,816,2,1270,80034,2,3,1070,5,5,,2,,7,2010,500,1,,1
2,8,816,2,1270,80035,1,1,1100,100,5,,2,,7,2010,5000,1,,1
2,8,816,2,1270,80035,1,2,1070,100,5,,2,,7,2010,5000,1,,1
2,8,816,2,1270,80035,1,3,1010,100,5,,2,,8,2010,5000,1,,1
2,8,816,2,1270,80036,1,1,1100,110,2,,4,,6,2010,500,1,,1
2,8,816,2,1270,80036,1,2,1010,110,2,,4,,6,2010,200,1,,1
2,8,816,2,1270,80037,1,1,1100,3,5,,4,,6,2010,15000,1,,1
2,8,816,2,1270,80037,1,2,1010,3,5,,4,,7,2010,400,1,,1
2,8,816,2,1270,80037,2,1,1100,3,5,,4,,6,2010,15000,1,,1
2,8,816,2,1270,80037,2,2,1010,3,5,,4,,7,2010,400,1,,1
2,8,816,2,1270,80038,1,1,1100,10,5,,4,,5,2010,1000,1,,1
2,8,816,2,1270,80038,1,2,1010,10,5,,4,,8,2010,3000,1,,1
2,8,816,2,1270,80039,1,1,1010,5,5,,4,,4,2010,400,1,,1
2,8,816,2,1270,80039,1,2,1100,5,5,,4,,8,2010,900,1,,1
2,8,816,2,1270,80039,2,1,1100,5,5,,4,,4,2010,2000,1,,1
2,8,816,2,1270,80039,2,2,1010,5,5,,4,,8,2010,700,1,,1
2,8,816,2,1270,80040,1,1,1100,6,,,4,,5,2010,1600,1,,1
2,8,816,2,1270,80040,1,2,1010,,,,,,8,2010,800,1,,1
2,8,816,2,1270,80040,1,3,1070,6,,,4,,5,2010,200,1,,1
2,8,816,2,1270,80040,2,1,1100,,,,,,5,2010,500,1,,1
2,8,816,2,1270,80040,2,2,1060,,,,,,5,2010,200,1,,2
2,8,816,2,1270,80040,2,3,1010,,,,,,5,2010,100,1,,1
2,8,816,2,1270,80040,2,4,1070,,,,,,8,2010,100,1,,1
2,8,816,2,1270,80040,3,1,1100,1,1,,4,,5,2010,200,1,,1
2,8,816,2,1270,80040,3,2,1070,,,,,,5,2010,100,1,,1
2,8,816,2,1270,80040,3,3,1010,,,,,,8,2010,150,1,,1
2,8,803,1,944,80041,1,1,1010,3,5,,1,,8,2010,3500,1,,1
2,8,803,1,944,80041,2,1,1080,2,5,,1,,7,2010,300,1,,1
2,8,803,1,944,80043,1,1,1070,5,,,4,,7,2010,1000,1,,1
2,8,803,1,944,80043,1,2,1080,5,,,4,,6,2010,750,1,,1
2,8,803,1,944,80043,1,3,1010,5,,,4,,6,2010,950,1,,1
2,8,803,1,944,80044,1,1,1070,6,5,,4,,5,2010,2000,1,,1
2,8,803,1,944,80044,1,2,1010,6,5,,4,,8,2010,3000,1,,1
2,8,803,1,944,80044,2,1,1080,4,5,,4,,6,2010,1000,1,,1
2,8,803,1,944,80044,2,2,1010,4,5,,4,,8,2010,500,1,,1
2,8,803,1,944,80047,1,1,1070,3,5,,4,,7,2010,500,1,,1
2,8,803,1,944,80047,1,2,1010,3,5,,4,,7,2010,500,1,,1
2,8,803,1,944,80047,1,3,1080,3,5,,4,,7,2010,250,1,,1
2,8,803,1,944,80047,2,1,1010,1,5,,1,,8,2010,1500,1,,1
2,8,803,1,944,80048,1,1,1010,2,1,,,,8,2010,600,1,,1
2,8,803,1,944,80048,2,2,,1,1,,,,7,2010,200,1,,1
2,8,811,1,1558,80051,1,1,1080,4,5,,4,,6,2010,1800,1,,1
2,8,811,1,1558,80051,1,2,1010,4,5,,4,,8,2010,1000,1,,1
2,8,811,1,1558,80051,2,1,1070,2,5,,1,,6,2010,800,1,,1
2,8,811,1,1558,80053,1,1,1070,2,5,,1,,7,2010,500,1,,1
2,8,811,1,1558,80054,1,1,1060,8,5,,4,,6,2010,2000,1,,2
2,8,811,1,1558,80054,1,2,1010,8,5,,4,,6,2010,1000,1,,1
2,8,811,1,1558,80055,1,1,1070,3.04999995231628,5,,4,,6,2010,500,1,,2
2,8,811,1,1558,80055,1,2,1010,3.04999995231628,5,,4,,6,2010,200,1,,2
2,8,811,1,1558,80055,1,3,1060,3.04999995231628,5,,4,,6,2010,400,1,,2
2,8,811,1,1558,80055,2,1,1060,4,5,,4,,6,2010,400,1,,2
2,8,811,1,1558,80055,2,2,1010,4,5,,4,,6,2010,200,1,,2
2,8,811,1,1558,80055,2,3,1070,4,5,,4,,6,2010,200,1,,2
2,8,811,1,1558,80057,1,1,1010,3,5,,4,,7,2010,1000,1,,1
2,8,811,1,1558,80057,1,2,2020,3,5,,4,,7,2010,300,1,,1
2,8,811,1,1558,80057,2,1,1010,1,5,,1,,7,2010,400,1,,1
2,8,811,1,1558,80058,1,1,1070,2,5,,4,,7,2010,600,1,,1
2,8,811,1,1558,80058,1,2,1080,2,5,,4,,7,2010,800,1,,1
2,8,811,1,1558,80058,1,3,1010,2,5,,4,,7,2010,1000,1,,1
2,8,811,1,1558,80059,1,1,1070,2,5,,4,,5,2010,500,1,,1
2,8,811,1,1558,80059,1,2,1080,2,5,,4,,5,2010,300,1,,1
2,8,811,1,1558,80059,1,3,1010,2,5,,4,,7,2010,100,1,,1
2,8,811,1,1558,80059,2,1,1062,5,5,,4,,5,2010,800,1,,2
2,8,811,1,1558,80059,2,2,1010,5,5,,4,,7,2010,400,1,,1
2,8,811,1,1558,80059,2,3,1070,5,5,,4,,5,2010,10000,1,,1
2,8,811,1,1558,80059,2,4,1080,5,5,,4,,5,2010,700,1,,1
2,8,811,1,1558,80060,1,1,1070,2,5,,4,,6,2010,400,1,,1
2,8,811,1,1558,80060,1,2,1010,2,5,,4,,6,2010,100,1,,1
2,8,811,1,1558,80060,1,3,1061,2,5,,4,,6,2010,300,1,,2
2,8,811,2,390,80061,1,1,1080,3,5,,4,,8,2010,1500,1,,1
2,8,811,2,390,80061,1,2,1050,3,5,,4,,7,2010,2000,1,,1
2,8,811,2,390,80061,2,1,1010,3,5,,1,,8,2010,1200,1,,1
2,8,811,2,390,80062,1,1,1070,3,5,,4,,5,2010,1000,1,,1
2,8,811,2,390,80062,1,2,1010,3,5,,4,,8,2010,500,1,,1
2,8,811,2,390,80063,1,1,1010,20,5,,1,,7,2010,10000,1,,1
2,8,811,2,390,80063,2,2,1070,6,5,,1,,6,2010,700,1,,1
2,8,811,2,390,80064,1,1,1010,0,,,,,,,,,,
2,8,811,2,390,80065,1,1,1080,2,5,,4,,6,2010,1000,1,,1
2,8,811,2,390,80065,1,2,1010,2,5,,4,,7,2010,5000,1,,1
2,8,811,2,390,80066,1,1,1080,3,5,,4,,7,2010,1000,1,,1
2,8,811,2,390,80066,1,2,1010,3,5,,4,,7,2010,500,1,,1
2,8,811,2,390,80067,1,1,1010,2205.03002929688,5,,1,,8,2010,800,1,,2
2,8,811,2,390,80067,2,2,1010,1288,2,,1,,8,2010,400,1,,2
2,8,811,2,390,80068,1,1,1010,6,5,,1,,8,2010,5000,1,,1
2,8,811,2,390,80070,1,1,1070,1,5,,4,,6,2010,10,1,,1
2,8,811,2,390,80070,1,2,1010,,,,,,8,2010,6,1,,1
2,8,802,2,1152,80071,1,1,1080,2,5,,4,,7,2010,12,1,,1
2,8,802,2,1152,80071,1,2,1010,2,5,,4,,7,2010,10,1,,1
2,8,802,2,1152,80071,1,3,1070,2,5,,4,,7,2010,8,1,,1
2,8,802,2,1152,80072,1,1,1080,20,5,,4,,7,2010,5000,1,,2
2,8,802,2,1152,80072,1,2,1010,20,5,,1,,8,2010,1000,1,,2
2,8,802,2,1152,80072,2,1,1010,3,5,,1,,6,2010,1000,1,,2
2,8,802,2,1152,80072,3,1,1060,4,5,,1,,8,2010,1500,1,,2
2,8,802,2,1152,80072,4,1,1110,1,5,,1,,8,2010,1400,1,,2
2,8,802,2,1152,80073,1,1,1080,1,5,,4,,6,2010,300,1,,2
2,8,802,2,1152,80074,1,1,1080,2,5,,1,,6,2010,300,1,,2
2,8,802,2,1152,80075,1,1,1080,2,5,,4,,6,2010,500,1,,1
2,8,802,2,1152,80075,1,2,1070,2,5,,4,,5,2010,600,1,,1
2,8,802,2,1152,80076,1,1,1070,6,5,,4,,5,2010,1400,1,,1
2,8,802,2,1152,80076,1,2,1080,6,5,,4,,5,2010,1400,1,,1
2,8,802,2,1152,80076,1,3,1010,6,5,,4,,6,2010,200,1,,1
2,8,802,2,1152,80076,2,1,1010,3,5,,1,,6,2010,400,1,,1
2,8,802,2,1152,80077,1,1,1070,135,2,,4,,6,2010,600,1,,1
2,8,802,2,1152,80077,1,2,1062,47,2,,1,,6,2010,50,1,,1
2,8,802,2,1152,80077,2,1,1010,150,2,,1,,7,2010,500,1,,1
2,8,802,2,1152,80077,3,1,1110,135,2,,4,,6,2010,200,1,,2
2,8,802,2,1152,80078,1,1,1070,14,5,,1,,5,2010,6000,1,,1
2,8,802,2,1152,80078,2,1,1070,14,5,,4,,5,2010,5000,1,,1
2,8,802,2,1152,80078,2,2,1080,14,5,,4,,6,2010,3000,1,,1
2,8,802,2,1152,80078,3,1,1080,14,5,,4,,6,2010,1000,1,,1
2,8,802,2,1152,80078,3,2,1010,10,5,,4,,6,2010,1000,1,,1
2,8,802,2,1152,80078,3,3,,10,5,,4,,6,2010,3000,1,,1
2,8,802,2,1152,80079,1,1,1080,8,5,,4,,5,2010,300,1,,1
2,8,802,2,1152,80079,1,2,1010,8,5,,4,,8,2010,700,1,,1
2,8,802,2,1152,80079,1,3,1062,8,5,,4,,5,2010,200,1,,2
2,8,802,2,1152,80079,1,4,1070,8,5,,4,,5,2010,300,1,,1
2,8,802,2,1152,80079,2,1,1080,6,5,,4,,5,2010,1000,1,,1
2,8,802,2,1152,80079,2,2,1010,6,5,,4,,8,2010,1200,1,,1
2,8,802,2,1152,80079,2,3,1070,6,5,,4,,5,2010,500,1,,1
2,8,802,2,1152,80080,1,1,1070,2,5,,4,,6,2010,200,1,,1
2,8,802,2,1152,80080,1,2,1110,2,5,,4,,6,2010,400,1,,2
2,8,802,2,1152,80080,1,3,1080,2,5,,4,,6,2010,200,1,,1
2,8,802,2,1152,80080,2,1,1010,40,1,,1,,8,2010,100,1,,1
2,8,812,2,866,80081,1,1,1080,3,5,,4,,7,2010,700,1,,2
2,8,812,2,866,80081,1,2,1010,3,5,,4,,8,2010,400,1,,2
2,8,812,2,866,80081,2,1,2140,0.0500000007450581,5,,1,,6,2010,100,1,,2
2,8,812,2,866,80081,3,1,1110,0.0500000007450581,5,,1,,7,2010,100,1,,2
2,8,812,2,866,80082,1,1,1080,3,5,,4,,6,2010,1000,1,,1
2,8,812,2,866,80082,1,2,1010,3,5,,4,,6,2010,400,1,,1
2,8,812,2,866,80082,2,1,1080,2,5,,4,,6,2010,500,1,,1
2,8,812,2,866,80082,2,2,2140,2,5,,4,,6,2010,1200,1,,1
2,8,812,2,866,80083,1,1,2140,1,5,,1,,7,2010,300,1,,1
2,8,812,2,866,80083,2,1,1080,3,5,,4,,6,2010,1300,1,,1
2,8,812,2,866,80083,2,2,1080,3,5,,4,,8,2010,400,1,,1
2,8,812,2,866,80084,1,1,1080,5,5,,4,,6,2010,2000,1,,1
2,8,812,2,866,80084,1,2,1010,5,5,,4,,6,2010,1000,1,,1
2,8,812,2,866,80084,1,3,1060,5,5,,4,,6,2010,800,1,,1
2,8,812,2,866,80084,2,1,1020,2,5,,1,,6,2010,1000,1,,1
2,8,812,2,866,80084,3,1,1080,6,5,,4,,6,2010,2000,1,,1
2,8,812,2,866,80084,3,2,1010,6,5,,4,,6,2010,1800,1,,1
2,8,812,2,866,80084,3,3,2140,6,5,,4,,6,2010,400,1,,1
2,8,812,2,866,80084,4,1,1080,4,5,,4,,6,2010,1000,1,,1
2,8,812,2,866,80085,1,1,1080,8,5,,4,,5,2010,600,1,,1
2,8,812,2,866,80085,1,2,1010,8,5,,4,,7,2010,200,1,,1
2,8,812,2,866,80085,1,3,1110,8,5,,4,,6,2010,100,1,,2
2,8,812,2,866,80085,1,4,1040,8,5,,4,,5,2010,500,1,,1
2,8,812,2,866,80085,2,5,,4,5,,1,,8,2010,700,1,,1
2,8,812,2,866,80086,1,1,1080,2,5,,4,,6,2010,1000,1,,1
2,8,812,2,866,80086,1,2,1010,2,5,,4,,6,2010,500,1,,1
2,8,812,2,866,80087,1,1,1080,2,5,,1,,6,2010,500,1,,2
2,8,812,2,866,80087,2,2,,1,5,,1,,6,2010,500,1,,2
2,8,812,2,866,80088,1,1,1080,2,5,,4,,5,2010,1000,1,,1
2,8,812,2,866,80088,1,2,2140,2,5,,4,,7,2010,1000,1,,1
2,8,812,2,866,80088,2,3,,2,5,,4,,5,2010,400,1,,1
2,8,812,2,866,80088,3,4,,2,5,,4,,5,2010,100,1,,1
2,8,812,2,866,80088,3,5,,1,5,,1,,7,2010,800,1,,1
2,8,812,2,866,80089,1,1,1062,5,5,,4,,5,2010,2000,1,,2
2,8,812,2,866,80089,1,2,1080,5,5,,4,,5,2010,1900,1,,1
2,8,812,2,866,80089,2,1,1080,5,5,,1,,5,2010,800,1,,1
2,8,812,2,866,80089,3,1,2220,2,5,,1,,5,2010,600,1,,1
2,8,812,2,866,80090,1,1,1070,4,5,,1,,6,2010,1800,1,,1
2,8,812,2,866,80090,2,1,1080,2,5,,4,,6,2010,700,1,,1
2,8,812,2,866,80090,2,2,1010,2,5,,4,,6,2010,200,1,,1
2,8,812,2,866,80090,2,3,1060,2,5,,4,,6,2010,2000,1,,2
2,8,812,2,866,80090,2,4,2140,2,5,,4,,6,2010,1500,1,,2
2,8,805,2,46,80091,1,1,1080,3,5,,4,,6,2010,2500,1,,1
2,8,805,2,46,80091,1,2,1010,3,5,,4,,8,2010,1000,1,,1
2,8,805,2,46,80095,1,1,2220,4,5,,4,,7,2010,300,1,,
2,8,805,2,46,80095,1,2,1080,3,5,,4,,8,2010,2500,1,,
2,8,805,2,46,80095,1,3,,3,5,,4,,7,2010,100,1,,
2,8,805,2,46,80095,1,4,,4,5,,4,,8,2010,400,1,,1
2,8,805,2,46,80095,1,5,,1,5,,4,,8,2010,100,,,
2,8,805,2,46,80098,1,1,1080,4,5,,1,,5,2010,3000,1,,1
2,8,805,2,46,80099,1,1,1080,2,5,,1,,5,2010,2010,1,,1
2,8,805,2,46,80099,2,1,1010,5,5,,4,,5,2010,,1,,1
2,8,805,2,46,80099,2,2,1080,5,5,,4,,5,2010,,1,,1
2,8,827,2,804,80101,1,1,1070,5,5,,4,,7,2010,1000,1,,1
2,8,827,2,804,80101,1,2,1080,5,5,,4,,7,2010,1200,1,,1
2,8,827,2,804,80101,1,3,1010,5,5,,4,,8,2010,600,1,,1
2,8,827,2,804,80101,1,4,1060,5,5,,4,,7,2010,1000,1,,2
2,8,827,2,804,80101,1,5,2020,5,5,,4,,7,2010,100,1,,1
2,8,827,2,804,80101,2,1,1070,3,5,,4,,7,2010,500,1,,1
2,8,827,2,804,80101,2,2,1010,3,5,,4,,8,2010,500,1,,1
2,8,827,2,804,80101,2,3,1060,3,5,,4,,7,2010,1000,1,,2
2,8,827,2,804,80101,3,1,1010,1,5,,1,,9,2010,300,1,,1
2,8,827,2,804,80101,4,1,1060,2,5,,1,,7,2010,1000,1,,2
2,8,827,2,804,80102,1,1,1060,4.05000019073486,5,,1,,6,2010,3000,1,,1
2,8,827,2,804,80102,2,1,1080,4,5,,4,,7,2010,20000,1,,1
2,8,827,2,804,80102,2,2,1010,4,5,,4,,8,2010,400,1,,1
2,8,827,2,804,80102,3,1,1080,2.04999995231628,5,,4,,7,2010,500,1,,1
2,8,827,2,804,80102,3,2,1010,2.04999995231628,5,,4,,8,2010,600,1,,1
2,8,827,2,804,80102,4,1,1010,5.01999998092651,5,,1,,8,2010,500,1,,1
2,8,827,2,804,80103,1,1,1070,4,5,,4,,6,2010,900,1,,1
2,8,827,2,804,80103,1,2,1010,,,,,,7,2010,1000,1,,1
2,8,827,2,804,80104,1,1,1080,2,5,,4,,6,2010,500,1,,2
2,8,827,2,804,80104,2,2,1010,2,5,,4,,6,2010,300,1,,2
2,8,827,2,804,80104,3,3,1080,5,5,,1,,6,2010,200,1,,2
2,8,827,2,804,80104,4,4,1060,1,5,,1,,6,2010,150,1,,2
2,8,827,2,804,80104,5,5,1080,2,5,,1,,6,2010,300,1,,2
2,8,827,2,804,80105,1,1,1070,5,5,,4,,6,2010,2000,1,,1
2,8,827,2,804,80105,1,2,1010,5,5,,4,,6,2010,1000,1,,1
2,8,827,2,804,80105,2,1,1060,4,5,,1,,6,2010,5000,1,,1
2,8,827,2,804,80106,1,1,1070,120,2,,4,,6,2010,400,1,,1
2,8,827,2,804,80106,1,2,1010,120,2,,4,,8,2010,200,1,,1
2,8,827,2,804,80106,2,1,1080,203,2,,4,,7,2010,1000,1,,1
2,8,827,2,804,80106,2,2,1010,203,2,,4,,8,2010,400,1,,1
2,8,827,2,804,80107,1,1,1080,4,5,,4,,5,2010,2000,1,,1
2,8,827,2,804,80107,1,2,1070,4,5,,4,,5,2010,1800,1,,1
2,8,827,2,804,80107,2,1,1010,4,5,,4,,5,2010,1500,1,,1
2,8,827,2,804,80107,2,2,1061,4,5,,4,,5,2010,1000,1,,2
2,8,827,2,804,80107,2,3,1080,4,5,,4,,5,2010,2200,1,,1
2,8,827,2,804,80108,1,1,1080,1,5,,4,,7,2010,200,1,,1
2,8,827,2,804,80108,1,2,1060,1,5,,4,,8,2010,200,1,,2
2,8,827,2,804,80108,2,1,1060,4,5,,4,,6,2010,2000,1,,2
2,8,827,2,804,80108,3,1,1010,3,5,,1,,8,2010,500,1,,1
2,8,827,2,804,80108,4,1,1060,4,5,,4,,6,2010,900,1,,2
2,8,827,2,804,80108,4,2,2020,4,5,,4,,6,2010,50,1,,2
2,8,827,2,804,80108,4,3,1070,4,5,,4,,7,2010,600,1,,1
2,8,827,2,804,80109,1,1,1070,4,5,,4,,6,2010,4000,1,,1
2,8,827,2,804,80109,1,2,1060,4,5,,4,,6,2010,8000,1,,2
2,8,827,2,804,80109,1,3,1010,4,5,,4,,6,2010,200,1,,1
2,8,827,2,804,80109,2,4,,2,1,,1,,6,2010,500,1,,1
2,8,827,2,804,80110,1,1,1010,8,5,,4,,5,2010,2500,1,,1
2,8,827,2,804,80110,1,2,1070,8,5,,4,,5,2010,2200,1,,1
2,8,827,2,804,80110,1,3,1080,8,5,,4,,5,2010,3000,1,,1
2,8,827,2,804,80110,2,1,1010,7,5,,4,,5,2010,2000,1,,1
2,8,827,2,804,80110,2,2,1060,7,5,,4,,5,2010,1400,1,,1
2,8,807,2,946,80111,1,1,1070,6,5,,4,,7,2010,3000,1,,1
2,8,807,2,946,80111,1,2,1010,6,5,,4,,7,2010,2000,1,,1
2,8,807,2,946,80112,1,1,1070,4,5,,4,,6,2010,300,1,,2
2,8,807,2,946,80113,1,1,1010,200,2,,4,,7,2010,15000,1,,2
2,8,807,2,946,80113,1,2,1060,200,2,,4,,7,2010,500,1,,2
2,8,807,2,946,80113,1,3,2100,200,2,,4,,8,2010,600,1,,2
2,8,807,2,946,80113,1,4,1070,200,2,,4,,8,2010,100,1,,2
2,8,807,2,946,80113,2,1,2020,500,2,,4,,7,2010,300,1,,2
2,8,807,2,946,80113,2,2,1010,500,2,,4,,7,2010,400,1,,2
2,8,807,2,946,80113,3,1,1070,600,2,,4,,7,2010,500,1,,2
2,8,807,2,946,80113,3,2,1010,600,2,,4,,7,2010,600,1,,2
2,8,807,2,946,80114,1,1,1070,5,5,,4,,7,2010,1000,1,,1
2,8,807,2,946,80114,1,2,1010,5,5,,4,,8,2010,500,1,,1
2,8,807,2,946,80114,1,3,1060,5,5,,4,,7,2010,2000,1,,1
2,8,807,2,946,80114,2,1,1070,2,5,,4,,7,2010,300,1,,1
2,8,807,2,946,80114,2,2,1010,2,5,,4,,8,2010,300,1,,1
2,8,807,2,946,80114,3,1,1070,2,5,,4,,7,2010,800,1,,1
2,8,807,2,946,80114,3,2,1010,2,5,,4,,8,2010,300,1,,1
2,8,807,2,946,80114,3,3,1060,2,5,,4,,7,2010,1400,1,,2
2,8,807,2,946,80115,1,1,1070,3,5,,4,,5,2010,300,1,,2
2,8,807,2,946,80115,1,2,1060,2,5,,4,,5,2010,250,1,,2
2,8,807,2,946,80115,1,3,2120,,,,,,,,,,,
2,8,807,2,946,80115,1,4,2020,,,,,,,,,,,
2,8,807,2,946,80116,1,1,1010,3,5,,1,,5,2010,2800,1,,1
2,8,807,2,946,80116,2,1,1060,6,5,,4,,5,2010,3200,1,,2
2,8,807,2,946,80116,2,2,1010,6,5,,4,,8,2010,2000,1,,1
2,8,807,2,946,80116,2,3,1070,6,5,,4,,5,2010,3000,1,,1
2,8,807,2,946,80117,1,1,1070,300,2,,4,,7,2010,2000,1,,1
2,8,807,2,946,80117,1,2,1010,300,2,,4,,8,2010,500,1,,1
2,8,807,2,946,80117,2,1,1010,260,2,,1,,8,2010,1500,1,,1
2,8,807,2,946,80118,1,1,1070,300,2,,4,,7,2010,8000,1,,1
2,8,807,2,946,80118,1,2,1010,300,2,,4,,8,2010,1000,1,,1
2,8,807,2,946,80118,2,1,1062,100,2,,1,,6,2010,10000,1,,2
2,8,807,2,946,80119,1,1,1070,7,5,,4,,6,2010,2000,1,,1
2,8,807,2,946,80119,1,2,1010,7,5,,4,,8,2010,500,1,,1
2,8,807,2,946,80119,2,1,1010,5,5,,1,,8,2010,1000,1,,1
2,8,807,2,946,80120,1,1,1060,300,2,,4,,5,2010,1500,1,,2
2,8,807,2,946,80120,1,2,1070,300,2,,4,,5,2010,2000,1,,1
2,8,807,2,946,80120,1,3,1010,400,2,,4,,7,2010,1000,1,,1
2,8,807,2,946,80120,2,1,1020,150,2,,1,,6,2010,1500,1,,2
2,8,807,2,946,80120,3,1,1070,250,2,,4,,5,2010,1200,1,,1
2,8,807,2,946,80120,3,2,1060,250,2,,4,,6,2010,700,1,,2
2,8,807,2,946,80120,3,3,2020,250,2,,4,,6,2010,400,1,,2
2,8,807,2,2396,80121,1,1,1070,8,5,,4,,7,2010,7000,1,,1
2,8,807,2,2396,80121,1,2,1010,8,5,,4,,8,2010,1200,1,,1
2,8,807,2,2396,80121,2,1,1070,2,5,,4,,7,2010,500,1,,1
2,8,807,2,2396,80121,2,2,1010,2,5,,4,,8,2010,800,1,,1
2,8,807,2,2396,80121,2,3,1060,2,5,,4,,7,2010,2700,1,,2
2,8,807,2,2396,80121,3,1,1070,2,5,,4,,7,2010,500,1,,1
2,8,807,2,2396,80121,3,2,1080,2,5,,4,,7,2010,1500,1,,1
2,8,807,2,2396,80121,3,3,1010,2,5,,4,,8,2010,800,1,,1
2,8,807,2,2396,80122,1,1,1080,10,5,,4,,6,2010,4000,1,,2
2,8,807,2,2396,80122,1,2,1070,,,,,,,,,,,
2,8,807,2,2396,80123,1,1,1080,5,5,,4,,7,2010,30000,1,,2
2,8,807,2,2396,80123,1,2,1010,5,5,,4,,7,2010,20000,1,,2
2,8,807,2,2396,80123,1,3,1070,5,5,,4,,8,2010,20000,1,,2
2,8,807,2,2396,80124,1,1,1080,4,5,,4,,7,2010,5000,1,,1
2,8,807,2,2396,80124,1,2,1010,4,5,,4,,7,2010,2000,1,,1
2,8,807,2,2396,80124,2,1,1010,3,5,,1,,4,2010,1500,1,,1
2,8,807,2,2396,80125,1,1,1080,12,5,,4,,7,2010,30,1,,1
2,8,807,2,2396,80125,1,2,1010,12,5,,4,,8,2010,25,1,,1
2,8,807,2,2396,80125,1,3,1110,12,5,,4,,7,2010,40,1,,2
2,8,807,2,2396,80125,1,4,1070,12,5,,4,,7,2010,15,1,,1
2,8,807,2,2396,80125,1,5,1060,12,5,,4,,7,2010,20,1,,2
2,8,807,2,2396,80126,1,1,1070,12,5,,4,,5,2010,8,1,,1
2,8,807,2,2396,80126,1,2,1110,12,5,,4,,7,2010,3,1,,1
2,8,807,2,2396,80126,1,3,1010,12,5,,4,,8,2010,6,1,,1
2,8,807,2,2396,80126,2,1,1070,10,5,,4,,5,2010,8,1,,1
2,8,807,2,2396,80126,2,2,1080,10,5,,4,,5,2010,8,1,,1
2,8,807,2,2396,80126,2,3,1010,10,5,,4,,8,2010,6,1,,1
2,8,807,2,2396,80126,3,1,1060,15,5,,4,,5,2010,8,1,,1
2,8,807,2,2396,80126,3,2,1080,15,5,,4,,5,2010,8,1,,1
2,8,807,2,2396,80126,3,3,1010,15,5,,4,,8,2010,6,1,,1
2,8,807,2,2396,80126,3,4,2020,15,5,,4,,5,2010,4,1,,1
2,8,807,2,2396,80127,1,1,1080,850,2,,4,,6,2010,3000,1,,1
2,8,807,2,2396,80127,1,2,1070,850,2,,4,,5,2010,2000,1,,1
2,8,807,2,2396,80127,1,3,1010,850,2,,4,,8,2010,2500,1,,1
2,8,807,2,2396,80127,1,4,1060,85,2,,4,,2,2010,3500,1,,2
2,8,807,2,2396,80128,1,1,1080,7,5,,4,,6,2010,2000,1,,1
2,8,807,2,2396,80128,1,2,1070,7,5,,4,,8,2010,1800,1,,1
2,8,807,2,2396,80128,1,3,1010,7,5,,4,,8,2010,1100,1,,1
2,8,807,2,2396,80128,1,4,1060,7,5,,4,,6,2010,900,1,,2
2,8,807,2,2396,80128,1,5,1110,7,5,,4,,6,2010,1200,1,,2
2,8,807,2,2396,80129,1,1,1080,10,5,,4,,7,2010,4000,1,,1
2,8,807,2,2396,80129,1,2,1010,10,5,,4,,8,2010,1000,1,,1
2,8,807,2,2396,80129,1,3,2020,10,5,,4,,8,2010,100,1,,1
2,8,807,2,2396,80129,2,1,1070,7,5,,1,,7,2010,2000,1,,1
2,8,807,2,2396,80129,3,1,1010,4,5,,1,,8,2010,900,1,,1
2,8,807,2,2396,80130,1,1,1070,4,5,,4,,6,2010,500,1,,1
2,8,807,2,2396,80130,1,2,1080,4,5,,4,,6,2010,500,1,,1
2,8,807,2,2396,80130,2,1,1010,135,5,,1,,8,2010,400,1,,1
2,8,807,2,1438,80131,1,1,1070,4,5,,4,,7,2010,300,1,,1
2,8,807,2,1438,80131,1,2,1080,5,5,,4,,6,2010,500,1,,2
2,8,807,2,1438,80131,1,3,1010,4,5,,4,,8,2010,200,1,,1
2,8,807,2,1438,80132,1,1,1070,8,5,,4,,7,2010,1500,1,,1
2,8,807,2,1438,80132,1,2,1060,8,5,,4,,7,2010,2000,1,,1
2,8,807,2,1438,80132,2,1,1070,3,5,,4,,7,2010,1000,1,,1
2,8,807,2,1438,80132,2,2,1080,3,5,,4,,7,2010,400,1,,1
2,8,807,2,1438,80132,2,3,1010,3,5,,4,,8,2010,200,1,,1
2,8,807,2,1438,80132,3,1,1070,3,5,,4,,7,2010,1200,1,,1
2,8,807,2,1438,80132,4,1,1070,2,5,,4,,7,2010,400,1,,1
2,8,807,2,1438,80132,4,2,1080,2,5,,4,,7,2010,900,1,,1
2,8,807,2,1438,80132,4,3,1010,2,5,,4,,8,2010,100,1,,1
2,8,807,2,1438,80133,1,1,1070,5,5,,4,,5,2010,2500,1,,2
2,8,807,2,1438,80133,1,2,2020,,,,4,,5,2010,50,1,,2
2,8,807,2,1438,80133,1,3,1010,,,,4,,5,2010,100,1,,2
2,8,807,2,1438,80133,1,4,1110,,,,4,,5,2010,50,1,,2
2,8,807,2,1438,80134,1,1,1080,6,5,,2,,7,2010,600,1,,1
