"zone","state","lga","sector","ea","csource_cd","sc4bq5b","sc4bq6","sc4bq7","sc4bq8","sc4bq9","sc4bq10","sc4bq11","sc4bq12","sc4bq13","sc4bq14","sc4bq15","sc4bq16"
3,17,1727,2,634,4,1,2,1,6,0,10000,6,0,50000,6,0,100000
3,18,1803,2,840,1,2,,,,,,,,,,,
3,18,1803,2,840,2,1,2,2,3,5,,6,1600,,12,5000,
3,18,1803,2,840,3,2,,,,,,,,,,,
3,18,1803,2,840,4,2,,,,,,,,,,,
3,18,1804,1,2690,1,2,,,,,,,,,,,
3,18,1804,1,2690,2,2,,,,,,,,,,,
3,18,1804,1,2690,3,1,2,1,4,,10000,10,,50000,12,,10000
3,18,1804,1,2690,4,2,,,,,,,,,,,
3,18,1805,2,534,1,2,,,,,,,,,,,
3,18,1805,2,534,2,2,,,,,,,,,,,
3,18,1805,2,534,3,2,,,,,,,,,,,
3,18,1805,2,534,4,2,,,,,,,,,,,
3,18,1808,2,1726,1,2,,,,,,,,,,,
3,18,1808,2,1726,2,2,,,,,,,,,,,
3,18,1808,2,1726,3,1,2,2,6,,,8,,,12,,
3,18,1808,2,1726,4,2,,,,,,,,,,,
3,18,1809,1,1272,1,1,1,1,3,10,,5,2500,6,18,10000,12
3,18,1809,1,1272,2,,,,,,,,,,,,
3,18,1809,1,1272,3,1,2,1,6,,,,,,,,
3,18,1809,1,1272,4,,,,,,,,,,,,
3,18,1811,2,364,1,2,,,,,,,,,,,
3,18,1811,2,364,2,2,,,,,,,,,,,
3,18,1811,2,364,3,2,,,,,,,,,,,
3,18,1811,2,364,4,2,,,,,,,,,,,
3,18,1814,2,678,1,2,,,,,,,,,,,
3,18,1814,2,678,2,2,,,,,,,,,,,
3,18,1814,2,678,3,2,,,,,,,,,,,
3,18,1814,2,678,4,2,,,,,,,,,,,
3,18,1816,1,378,1,1,1,2,6,10,,8,5000,,12,10000,
3,18,1816,1,378,2,2,,,,,,,,,,,
3,18,1816,1,378,3,2,,,,,,,,,,,
3,18,1816,1,378,4,2,,,,,,,,,,,
3,18,1817,2,370,1,1,1,2,4,30,,7,15000,,24,25000,
3,18,1817,2,370,2,1,2,2,,10,,,5000,,,10000,
3,18,1817,2,370,3,1,2,1,4,,,12,,,,,
3,18,1817,2,370,4,1,2,2,5,20,,5,,,12,50000,
3,18,1820,2,450,1,2,,,,,,,,,,,
3,18,1820,2,450,2,2,,,,,,,,,,,
3,18,1820,2,450,3,2,,,,,,,,,,,
3,18,1820,2,450,4,2,,,,,,,,,,,
3,18,1822,2,1654,1,2,,,,,,,,,,,
3,18,1822,2,1654,2,2,,,,,,,,,,,
3,18,1822,2,1654,3,1,2,1,4,,,8,,,12,,
3,18,1822,2,1654,4,2,,,,,,,,,,,
3,18,1823,1,1822,1,2,,,,,,,,,,,
3,18,1823,1,1822,2,2,,,,,,,,,,,
3,18,1823,1,1822,3,1,2,1,3,,,6,,,12,,
3,18,1823,1,1822,4,2,,,,,,,,,,,
3,19,1901,2,640,1,1,2,1,2,2,10000,3,2,18000,5,2,20000
3,19,1901,2,640,2,,,,,,,,,,,,
3,19,1902,2,52,2,,,,,,,,,,,,
3,19,1905,2,1290,1,1,2,2,,,,,,,,,
3,19,1905,2,1290,2,1,2,2,,,,,,,,,
3,19,1905,2,1290,3,1,2,2,,,,,,,,,
3,19,1905,2,1290,4,1,2,2,,,,,,,,,
3,19,1908,2,284,1,1,2,2,,,,,,,,,
3,19,1908,2,284,2,1,2,2,,,,,,,,,
3,19,1908,2,284,3,1,2,2,,,,,,,,,
3,19,1908,2,284,4,1,2,2,,,,,,,,,
3,19,1910,2,808,1,1,2,2,,,,,,,,,
3,19,1910,2,808,2,1,2,2,,,,,,,,,
3,19,1910,2,808,3,1,2,2,,,,,,,,,
3,19,1912,1,1510,2,1,2,2,,,,,,,,,
3,19,1914,2,934,1,1,2,2,3,,3500,2,,,,,
3,19,1914,2,934,2,,,,,,,,,,,,
3,19,1916,2,1516,1,,,,,,,,,,,,
3,19,1919,2,366,1,1,2,2,,,,2,,,,,
3,19,1919,2,366,2,1,2,2,,,,2,,,,,
3,19,1919,2,366,3,1,2,2,,,1000,2,,,,,
3,19,1919,2,366,4,1,2,2,,,,2,,,,,
3,19,1921,1,842,1,1,2,1,10,0,1000,1,0,0,0,0,0
3,19,1921,1,842,2,1,,,,0,0,0,0,0,0,0,0
3,19,1925,1,2858,1,1,2,2,0,,,,,,,,
3,19,1925,1,2858,2,1,2,2,,,,,,,,,
3,19,1925,1,2858,3,1,2,2,0,,,,,,,,
3,19,1925,1,2858,4,1,1,1,2,,10000,4,0,50000,4,0,0
3,19,1925,2,3394,1,1,2,1,3,0,1000,15,0,1000,,,
3,19,1925,2,3394,2,,,,,,,,,,,,
3,19,1928,2,526,1,1,2,2,,,,,,,,,
3,19,1928,2,526,2,1,2,2,,,,,,,,,
3,19,1928,2,526,3,1,2,2,,,,,,,,,
3,19,1928,2,526,4,1,2,2,,,,,,,,,
3,19,1932,2,562,1,1,2,2,,,,,,,,,
3,19,1932,2,562,2,1,2,2,,,,,,,,,
3,19,1932,2,562,3,1,2,2,,,,,,,,,
3,19,1932,2,562,4,1,2,2,,,,,,,,,
3,19,1934,2,386,1,1,2,2,,,,2,,,,,
3,19,1934,2,386,2,1,2,2,,,,2,,,,,
3,19,1934,2,386,3,1,2,2,,,,2,,,,,
3,19,1934,2,386,4,1,2,2,,,,2,,,,,
3,19,1936,2,1994,1,1,2,1,5,2,2000,1,2,5000,,,
3,19,1937,2,432,1,1,2,1,3,2,500,0,0,0,0,0,0
3,19,1941,2,518,1,1,2,1,12,0,800,1,0,4500,12,0,20000
3,19,1941,2,518,2,1,2,2,2,0,0,2,0,0,,0,0
3,19,1941,2,518,3,1,2,2,,,,1,,50000,20,10,20
3,19,1941,2,518,4,1,1,1,4,0,10000,1,,50000,5,0,5
3,19,1943,2,668,1,1,2,1,12,0,1000,2,,,,,
3,19,1943,2,668,2,,,,,,,,,,,,
3,20,2001,2,1354,1,1,2,2,0,,,,,,,,
3,20,2001,2,1354,2,1,1,1,12,15,834,12,7500,4334,12,15000,8334
3,20,2001,2,1354,3,1,1,1,12,10,834,12,5000,4334,12,10000,8334
3,20,2001,2,1354,4,1,1,1,12,10,834,12,5000,4334,12,10000,8334
3,20,2008,2,1474,1,1,2,2,0,0,0,,,,,,
3,20,2008,2,1474,2,1,2,2,,,,,,,,,
3,20,2008,2,1474,3,1,2,2,,,,,,,,,
3,20,2008,2,1474,4,1,2,2,,,,,,,,,
3,20,2009,2,240,1,1,2,2,0,0,0,,,,,,
3,20,2009,2,240,2,1,2,2,,,,,,,,,
3,20,2009,2,240,3,1,2,2,,,,,,,,,
3,20,2009,2,240,4,1,2,2,,,,,,,,,
3,20,2012,1,844,1,1,2,2,,,,,,,,,
3,20,2012,1,844,2,1,2,2,,,,,,,,,
3,20,2012,1,844,3,1,2,2,,,,,,,,,
3,20,2012,1,844,4,1,2,2,,,,,,,,,
3,20,2013,2,1232,1,1,2,2,,,,,,,,,
3,20,2013,2,1232,2,1,2,2,,,,,,,,,
3,20,2013,2,1232,3,1,2,2,,,,,,,,,
3,20,2013,2,1232,4,1,2,2,,,,,,,,,
3,20,2018,2,1134,1,2,,,,,,,,,,,
3,20,2018,2,1134,2,2,,,,,,,,,,,
3,20,2018,2,1134,3,2,,,,,,,,,,,
3,20,2018,2,1134,4,2,,,,,,,,,,,
3,20,2019,2,344,1,1,2,2,0,0,,,,,,,
3,20,2019,2,344,2,1,2,2,,,,,,,,,
3,20,2019,2,344,3,1,2,2,,,,,,,,,
3,20,2019,2,344,4,1,2,2,12,,10000,12,,50000,12,,100000
3,20,2021,1,3300,1,2,,,,,,,,,,,
3,20,2021,1,3300,2,1,2,1,3,10,11000,,,,,,
3,20,2021,1,3300,3,1,2,1,1,5,10500,,,,,,
3,20,2021,1,3300,4,1,2,1,2,15,11500,,,,,,
3,20,2022,2,1130,1,2,,,,,,,,,,,
3,20,2025,2,760,1,1,1,1,12,10,900,12,5000,4200,12,10000,9000
3,20,2025,2,760,2,1,2,1,12,5,900,24,2500,2000,24,5000,4000
3,20,2025,2,760,3,1,2,1,6,3,1500,24,1000,2000,24,2000,4000
3,20,2025,2,760,4,1,2,1,9,8,1000,,3500,5500,9,7000,10200
3,20,2025,2,1304,1,1,1,1,12,10,900,12,5000,4200,12,10000,9000
3,20,2025,2,1304,2,1,2,1,12,5,900,24,2500,2000,24,2000,4000
3,20,2025,2,1304,3,1,2,2,0,3,1500,24,1000,2000,24,2000,4000
3,20,2025,2,1304,4,1,2,1,12,8,1000,9,3500,5500,9,700,10200
3,20,2028,2,498,1,1,2,2,2,0,0,,,,,,
3,20,2028,2,498,2,1,2,2,2,0,0,,,,,,
3,20,2028,2,498,3,1,2,2,2,0,,,,,,,
3,20,2028,2,498,4,1,2,2,2,0,,,,,,,
3,20,2030,2,1050,1,1,,1,2,10,11000,4,10,55000,6,10,110000
3,20,2030,2,1050,2,,,,,,,,,,,,
3,20,2032,2,1772,1,2,,,,,,,,,,,
3,21,2102,2,1124,1,2,,,,,,,,,,,
3,21,2102,2,1124,2,2,,,,,,,,,,,
3,21,2102,2,1124,3,1,1,1,6,0,10000,1,0,50000,6,0,100000
3,21,2102,2,1124,4,1,1,1,6,0,10000,1,0,50000,6,0,100000
3,21,2106,2,236,1,1,1,2,12,20,12000,24,10,55000,24,10,105000
3,21,2106,2,236,2,,,,,,,,,,,,
3,21,2106,2,2822,1,1,2,,,,,,,,,,
3,21,2106,2,2822,2,1,1,2,12,2,12000,24,10,55000,24,10,105000
3,21,2106,2,2822,3,1,2,1,12,0,10000,24,0,50000,24,0,100000
3,21,2106,2,2822,4,,,,,,,,,,,,
3,21,2108,1,520,1,1,1,1,6,20,12000,12,20,60000,12,20,120000
3,21,2108,1,520,2,1,1,1,10,30,13000,12,20,60000,12,20,120000
3,21,2108,1,520,3,2,,,,,,,,,,,
3,21,2108,1,520,4,1,1,1,6,50,15000,6,50,75000,6,50,150000
3,21,2109,2,38,1,1,1,2,3,,10000,1,1,2,3,,100000
3,21,2109,2,38,2,,,,,,,,,,,,
3,21,2111,2,180,1,2,,,,,,,,,,,
3,21,2111,2,180,2,1,1,1,11,0,10000,11,0,50000,11,0,100000
3,21,2111,2,180,3,2,,,,,,,,,,,
3,21,2111,2,180,4,1,2,1,7,0,10000,7,0,50000,7,0,100000
3,21,2115,2,926,2,,,,,,,,,,,,
3,21,2117,2,554,1,1,1,,,,,,,,,,
3,21,2117,2,554,2,2,,,,,,,,,,,
3,21,2117,2,554,3,2,,,,,,,,,,,
3,21,2117,2,554,4,1,1,1,7,100,20000,7,100,100000,7,100,200000
3,21,2119,2,2146,1,1,1,1,6,100,20000,1,1000,100000,6,100,200000
3,21,2119,2,2146,2,,,,,,,,,,,,
3,21,2119,2,3956,2,,,,,,,,,,,,
3,33,3304,2,418,1,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3304,2,418,2,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3304,2,418,3,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3304,2,418,4,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3307,2,688,1,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3307,2,688,2,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3307,2,688,3,1,2,1,3,5,500,6,10,5000,12,10,10000
3,33,3307,2,688,4,1,2,1,3,5,500,6,10,5000,12,10,10000
3,33,3310,2,476,1,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3310,2,476,2,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3310,2,476,3,1,2,1,12,5,500,12,5,2500,2,5,5000
3,33,3310,2,476,4,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3311,1,702,1,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3311,1,702,2,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3311,1,702,3,1,2,1,12,5,500,12,5,2500,12,5,5000
3,33,3311,1,702,4,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3313,2,930,1,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3313,2,930,2,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3313,2,930,3,1,2,1,3,5,500,6,5,2500,12,5,6000
3,33,3313,2,930,4,1,2,1,3,5,500,6,5,2500,12,5,5000
3,33,3318,2,30,1,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3318,2,30,2,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3318,2,30,3,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3318,2,30,4,1,2,2,6,0,0,6,0,0,12,0,0
3,33,3321,1,1182,1,1,2,2,0,0,0,,,,,,
3,33,3321,1,1182,2,1,2,2,0,0,0,,,,,,
3,33,3321,1,1182,3,1,2,1,12,5,500,12,5,2500,12,5,5000
3,33,3321,1,1182,4,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3323,2,92,1,1,2,2,0,0,0,0,0,0,0,0,0
3,33,3323,2,92,2,1,2,1,8,10,1000,10,5,7500,12,20,20000
3,33,3323,2,92,3,1,2,1,6,0,0,8,0,0,12,0,0
3,33,3323,2,92,4,1,2,1,2,0,0,4,0,0,6,0,0
3,36,3601,2,1214,1,1,2,2,,,,,,,,,
3,36,3601,2,1214,2,1,2,2,,,,,,,,,
3,36,3601,2,1214,3,1,2,2,,,,,,,,,
3,36,3601,2,1214,4,1,2,2,,,,,,,,,
3,36,3603,2,978,1,1,2,2,,,,,,,,,
3,36,3603,2,978,2,1,2,2,,,,,,,,,
3,36,3603,2,978,3,1,2,2,,,,,,,,,
3,36,3603,2,978,4,1,2,2,,,,,,,,,
3,36,3605,2,240,1,1,2,2,,,,,,,,,
3,36,3605,2,240,2,1,2,2,,,,,,,,,
3,36,3605,2,240,3,1,2,2,10,0,10000,15,0,50000,20,0,100000
3,36,3605,2,240,4,1,2,2,,,,,,,,,
3,36,3606,2,1956,1,1,2,2,0,0,0,0,0,0,0,0,0
3,36,3606,2,1956,2,1,2,2,0,0,0,0,0,0,0,0,0
3,36,3606,2,1956,3,1,2,2,0,0,0,0,0,0,0,0,0
3,36,3606,2,1956,4,1,2,2,0,0,0,0,0,0,0,0,0
3,36,3607,1,2596,1,1,1,2,5,15,10500,10,15,55000,15,20,120000
3,36,3607,1,2596,2,1,1,2,7,10,10250,20,10,52500,24,15,110000
3,36,3607,1,2596,3,1,1,1,10,0,0,20,5,5000,24,10,110000
3,36,3607,1,2596,4,1,2,2,0,0,0,0,0,0,0,0,0
3,36,3608,2,2078,1,1,2,2,,,,,,,,,
3,36,3608,2,2078,2,1,2,2,,,,,,,,,
3,36,3608,2,2078,3,1,2,2,,,,,,,,,
3,36,3608,2,2078,4,1,2,2,,,,,,,,,
3,36,3610,2,1826,1,1,2,2,,,,,,,,,
3,36,3610,2,1826,2,1,2,2,,,,,,,,,
3,36,3610,2,1826,3,1,2,2,,,,,,,,,
3,36,3610,2,1826,4,1,2,2,,,,,,,,,
3,36,3612,1,1474,1,1,2,2,,,,,,,,,
3,36,3612,1,1474,2,1,2,2,,,,,,,,,
3,36,3612,1,1474,3,1,2,2,,,,,,,,,
3,36,3612,1,1474,4,1,2,2,,,,,,,,,
3,36,3613,2,1066,1,1,2,2,,,,,,,,,
3,36,3613,2,1066,2,1,2,2,,,,,,,,,
3,36,3613,2,1066,3,1,2,2,,,,,,,,,
3,36,3613,2,1066,4,1,2,2,,,,,,,,,
4,1,102,1,536,1,1,1,1,10,20,1000,10,10000,5000,10,20000,10000
4,1,102,1,536,2,1,1,1,10,10,1000,10,5000,5000,10,10000,10000
4,1,102,1,536,3,2,,,,,,,,,,,
4,1,102,1,536,4,1,1,1,10,40,2500,4,20000,12500,10,40000,25000
4,1,102,1,1690,1,1,1,1,10,20,1000,10,10000,5000,10,20000,10000
4,1,102,1,1690,2,1,1,1,10,10,1000,10,5000,5000,10,10000,10000
4,1,102,1,1690,3,1,1,1,10,10,1000,10,5000,5000,10,10000,10000
4,1,102,1,1690,4,1,1,1,5,20,2000,5,10000,12500,4,20000,25000
4,1,104,2,1364,1,1,1,1,5,20,2000,10,10000,5000,10,20000,10000
4,1,104,2,1364,2,1,1,1,5,10,2000,10,5000,5000,10,10000,10000
4,1,104,2,1364,3,1,1,1,10,10,1000,12,5000,4170,12,10000,8240
4,1,105,2,638,1,2,,,,,,,,,,,
4,1,105,2,638,2,2,,,,,,,,,,,
4,1,105,2,638,3,2,,,,,,,,,,,
4,1,105,2,638,4,2,,,,,,,,,,,
4,1,106,2,880,1,2,,,,,,,,,,,
4,1,106,2,880,2,2,,,,,,,,,,,
4,1,106,2,880,3,1,1,1,10,10,1000,10,5000,5000,10,10000,10000
4,1,106,2,880,4,1,1,1,5,20,2000,5,10000,12500,4,20000,25000
4,1,107,2,1044,1,2,,,,,,,,,,,
4,1,107,2,1044,2,2,,,,,,,,,,,
4,1,107,2,1044,3,2,,,,,,,,,,,
4,1,107,2,1044,4,2,,,,,,,,,,,
4,1,108,2,904,1,2,,,,,,,,,,,
4,1,108,2,904,2,2,,,,,,,,,,,
4,1,108,2,904,3,2,,,,,,,,,,,
4,1,108,2,904,4,2,,,,,,,,,,,
4,1,110,2,76,1,2,,,,,,,,,,,
4,1,110,2,76,2,2,,,,,,,,,,,
4,1,111,1,1146,1,1,1,1,10,20,1000,10,10000,5000,10,20000,10000
4,1,111,1,1146,2,1,1,1,10,10,1000,10,5000,5000,10,10000,10000
4,1,111,1,1146,3,1,1,1,10,10,1000,10,5000,5000,10,10000,10000
4,1,111,1,1146,4,1,1,1,4,40,2500,4,20000,12500,10,40000,25000
4,1,115,1,670,1,1,1,1,10,20,1000,10,10000,5000,10,20000,10000
4,1,115,1,670,2,1,1,1,10,10,1000,10,5000,5000,10,10000,10000
4,1,115,1,670,3,1,1,1,10,10,1000,10,5000,5000,10,10000,10000
4,1,115,1,670,4,2,,,,,,,,,,,
4,1,117,2,560,1,2,,,,,,,,,,,
4,1,117,2,560,2,2,,,,,,,,,,,
4,1,117,2,560,3,1,2,1,10,10,1000,10,5000,5000,10,10000,10000
4,1,117,2,560,4,2,,,,,,,,,,,
4,4,401,1,738,1,2,,,,,,,,,,,
4,4,401,1,738,2,1,1,1,12,8,19600,12,4000,98000,12,8000,196000
4,4,401,1,738,3,1,2,1,12,10,22000,12,5000,110000,12,10000,220000
4,4,401,1,738,4,2,,,,,,,,,,,
4,4,401,1,1460,1,2,,,,,,,,,,,
4,4,401,1,1460,2,2,,,,,,,,,,,
4,4,401,1,1460,3,1,2,1,12,8,1900,12,4000,98000,12,8000,19600
4,4,401,1,1460,4,2,,,,,,,,,,,
4,4,401,2,2106,1,2,,,,,,,,,,,
4,4,401,2,2106,2,2,,,,,,,,,,,
4,4,401,2,2106,3,1,1,1,12,5,16000,12,2500,80000,12,5000,160000
4,4,401,2,2106,4,2,,,,,,,,,,,
4,4,402,2,1080,1,2,,,,,,,,,,,
4,4,402,2,1080,2,2,,,,,,,,,,,
4,4,402,2,1080,3,1,2,1,12,5,1600,12,200,79000,12,500,180000
4,4,403,2,836,1,2,,,,,,,,,,,
4,4,403,2,836,2,2,,,,,,,,,,,
4,4,403,2,836,3,1,2,1,12,5,1600,12,200,29000,12,5000,180000
4,4,403,2,836,4,2,,,,,,,,,,,
4,4,405,2,484,1,2,,,,,,,,,,,
4,4,405,2,484,2,2,,,,,,,,,,,
4,4,405,2,484,3,1,2,1,12,5,16000,12,2500,80000,12,5000,160000
4,4,405,2,484,4,2,,,,,,,,,,,
4,4,405,2,722,1,2,,,,,,,,,,,
4,4,405,2,722,2,2,,,,,,,,,,,
4,4,405,2,722,3,1,2,1,12,5,16000,12,2500,79000,12,5000,160000
4,4,407,2,796,1,2,,,,,,,,,,,
4,4,407,2,796,2,2,,,,,,,,,,,
4,4,407,2,796,3,1,2,1,12,10,22000,12,5000,110000,12,10000,22000
4,4,407,2,796,4,2,,,,,,,,,,,
4,4,410,1,3192,1,2,,,,,,,,,,,
4,4,410,1,3192,2,2,,,,,,,,,,,
4,4,410,1,3192,3,1,2,1,12,5,16000,12,2500,80000,12,5000,160000
4,4,410,1,3192,4,2,,,,,,,,,,,
4,4,410,1,3414,1,2,,,,,,,,,,,
4,4,410,1,3414,2,2,,,,,,,,,,,
4,4,410,1,3414,3,1,2,1,12,6,17200,12,3000,86000,12,600,172000
4,4,410,1,3414,4,2,,,,,,,,,,,
4,4,410,2,4036,1,2,,,,,,,,,,,
4,4,410,2,4036,2,2,,,,,,,,,,,
4,4,410,2,4036,3,1,2,1,12,6,16000,12,2500,80000,12,5000,160000
4,4,411,1,1486,1,2,,,,,,,,,,,
4,4,411,1,1486,2,2,,,,,,,,,,,
4,4,411,1,1486,3,1,2,1,12,50,16000,12,2500,80000,12,5000,160000
4,4,411,1,1486,4,2,,,,,,,,,,,
4,4,412,2,1606,1,2,,,,,,,,,,,
4,4,412,2,1606,2,2,,,,,,,,,,,
4,4,412,2,1606,3,1,2,1,12,5,1600,12,200,79000,12,5000,180000
4,4,412,2,2592,1,2,,,,,,,,,,,
4,4,412,2,2592,2,2,,,,,,,,,,,
4,4,412,2,2592,3,1,2,1,12,5,1600,12,200,79000,12,5000,180000
4,4,412,2,2592,4,2,,,,,,,,,,,
4,4,413,2,1540,1,2,,,,,,,,,,,
4,4,413,2,1540,2,2,,,,,,,,,,,
4,4,413,2,1540,3,1,2,1,12,5,16000,12,2500,79000,12,5000,160000
4,4,413,2,1540,4,2,,,,,,,,,,,
4,4,414,1,2176,1,2,,,,,,,,,,,
4,4,414,1,2176,2,2,,,,,,,,,,,
4,4,414,1,2176,3,1,2,1,12,5,1600,12,2500,80000,12,5000,160000
4,4,415,1,2108,1,1,2,1,12,5,1600,12,2500,79000,12,5000,180000
4,4,415,1,2108,2,2,,,,,,,,,,,
4,4,416,1,616,1,2,,,,,,,,,,,
4,4,416,1,616,2,2,,,,,,,,,,,
4,4,416,1,616,3,1,2,1,12,5,1600,12,2500,79000,12,5000,160000
4,4,417,1,678,1,2,,,,,,,,,,,
4,4,417,1,678,2,2,,,,,,,,,,,
4,4,417,1,678,3,1,2,1,12,5,1600,12,2500,7900,12,5000,180000
4,4,418,1,44,1,2,,,,,,,,,,,
4,4,418,1,44,2,2,,,,,,,,,,,
4,4,418,1,44,3,1,2,1,12,5,1600,12,2500,79000,12,5000,180000
4,4,418,1,44,4,,,,,,,,,,,,
4,4,419,2,296,1,2,,,,,,,,,,,
4,4,419,2,296,2,2,,,,,,,,,,,
4,4,419,2,296,3,1,2,1,12,5,16000,1,2500,80000,12,5000,160000
4,4,419,2,296,4,2,,,,,,,,,,,
4,4,421,1,800,1,2,,,,,,,,,,,
4,4,421,1,800,2,2,,,,,,,,,,,
4,4,421,1,800,3,1,2,1,12,5,16000,12,2500,8000,12,5000,160000
4,4,421,1,800,4,2,,,,,,,,,,,
4,11,1101,2,154,1,1,1,1,6,5,15000,6,2500,65000,6,1000,106000
4,11,1102,2,936,1,1,1,1,12,5,16000,12,2500,80000,12,1000,112000
4,11,1104,2,434,1,1,2,1,6,5,13000,12,2500,80000,6,1000,106000
4,11,1104,1,2028,1,1,2,1,6,5,13000,6,2500,65000,6,500,103000
4,11,1105,2,100,1,1,1,1,6,5,133000,12,2500,80000,12,1000,112000
4,11,1106,2,446,1,1,1,1,6,5,13000,12,2500,80000,12,1000,112000
4,11,1107,2,1034,1,1,1,1,6,5,13000,6,2500,50000,6,500,106000
4,11,1107,2,1034,2,1,2,2,2,2,2,12,2500,50000,12,500,112000
4,11,1108,2,492,1,1,1,1,6,5,13000,12,2500,80000,12,1000,112000
4,11,1109,2,672,1,1,2,1,6,5,13000,12,2500,80000,6,1000,106000
4,11,1110,2,714,1,1,1,1,6,5,10000,12,2500,50000,12,500,100000
4,11,1110,2,714,2,1,2,2,2,,,12,2500,50000,12,500,100000
4,11,1110,2,2752,1,1,1,1,6,5,13000,12,2500,80000,12,500,106000
4,11,1110,2,2752,2,1,2,,,,,12,2500,80000,12,500,100000
4,11,1112,2,78,1,1,1,1,8,5,10000,12,2500,50000,12,500,100000
4,11,1112,2,1952,1,1,2,2,6,5,10000,12,2500,50000,12,500,100000
4,11,1112,2,1952,2,1,1,1,12,4,10000,12,2500,50000,12,400,100000
4,11,1112,2,1952,3,1,1,1,1,4,10000,6,2500,50000,6,400,100000
4,11,1112,2,1952,4,1,2,2,2,5,10000,6,2500,50000,6,500,100000
4,11,1113,2,954,1,1,1,1,6,5,13000,12,2500,80000,12,2500,130000
4,14,1401,2,1116,1,1,2,1,12,50,15000,12,25000,75000,12,50000,150000
4,14,1401,2,1116,2,,,,,,,,,,,,
4,14,1403,1,34,2,1,2,2,,,,,,,,,
4,14,1404,1,96,1,2,,,,,,,,,,,
4,14,1404,1,96,2,2,,,,,,,,,,,
4,14,1404,1,96,3,2,,,,,,,,,,,
4,14,1404,1,96,4,2,,,,,,,,,,,
4,14,1406,2,694,1,1,1,1,12,10,11000,12,5000,55000,12,10000,11000
4,14,1406,2,694,2,1,2,2,,,,,,,,,
4,14,1407,2,68,1,1,2,1,12,25,12500,12,12500,62500,12,25000,125000
4,14,1407,2,68,2,1,2,2,,,,,,,,,
4,14,1408,2,968,1,2,,,,,,,,,,,
4,14,1408,2,968,2,2,,,,,,,,,,,
4,14,1408,2,968,3,1,2,1,1,10,11000,1,5000,55000,1,10000,110000
4,14,1408,2,968,4,2,,,,,,,,,,,
4,14,1408,2,1996,1,1,2,1,1,5,10500,1,2500,52600,1,5000,105000
4,14,1408,2,1996,2,1,2,2,,,,,,,,,
4,14,1410,2,236,1,1,2,1,6,0,10000,6,0,50000,6,0,100000
4,14,1410,2,236,2,1,2,2,,,,,,,,,
4,14,1411,2,1066,1,1,1,1,12,25,12500,12,12500,62500,12,25000,125000
4,14,1411,2,1066,2,1,2,2,0,,,,,,,,
4,14,1413,2,670,1,2,,,,,,,,,,,
4,14,1413,2,670,2,2,,,,,,,,,,,
4,14,1413,2,670,3,1,2,1,3,15,11500,3,6500,56500,3,13000,113000
4,14,1413,1,2578,1,1,2,1,2,10,11000,2,5000,5500,2,10000,11000
4,14,1413,1,2578,2,1,2,2,,,,,,,,,
4,14,1415,2,156,1,1,2,1,12,20,12000,12,10000,60000,12,20000,120000
4,14,1415,2,156,2,1,2,2,,,,,,,,,
4,14,1415,2,952,1,1,2,1,,,,,,,,,
4,14,1415,2,952,2,1,2,2,12,20,12000,12,10000,60000,12,2000,12000
4,14,1416,2,2314,2,1,2,2,,,,,,,,,
4,14,1416,2,2314,3,1,2,1,12,10,11000,,,,,,
4,16,1601,2,954,1,2,,,,,,,,,,,
4,16,1601,2,954,2,2,,,,,,,,,,,
4,16,1601,2,954,3,1,1,1,6,10,16000,6,5000,80000,6,10000,160000
4,16,1601,2,954,4,2,,,,,,,,,,,
4,16,1602,2,1576,1,1,2,2,,,,,,,,,
4,16,1602,2,1576,2,1,2,2,,,,,,,,,
4,16,1602,2,1576,3,1,2,1,11,55,15500,11,27500,77500,11,55000,155000
4,16,1602,2,1576,4,1,2,2,,,,,,,,,
4,16,1603,2,158,1,2,,,,,,,,,,,
4,16,1603,2,158,2,2,,,,,,,,,,,
4,16,1603,2,158,3,1,1,1,11,10,21000,11,55000,105000,11,11000,210000
4,16,1603,2,158,4,2,,,,,,,,,,,
4,16,1605,2,180,1,1,2,2,,,,2,,,,,
4,16,1605,2,180,2,1,2,2,,,,2,,,,,
4,16,1605,2,180,3,1,2,1,6,12,11200,1,6000,56000,6,12000,11200
4,16,1605,2,180,4,1,2,2,0,0,0,2,,,,,
4,16,1606,2,590,1,1,2,2,,,,,,,,,
4,16,1606,2,590,2,1,2,2,,,,,,,,,
