"zone","state","lga","sector","ea","item_cd","sc2q2","sc2q3a","sc2q3b","sc2q3c"
4,4,421,1,800,150,1,100,1,
4,4,421,1,800,151,1,70,1,11
4,4,421,1,800,152,1,100,1,
4,4,421,1,800,153,1,50,1,
4,4,421,1,800,160,1,180,1,
4,4,421,1,800,161,1,120,1,
4,11,1101,2,154,12,1,30,1,3
4,11,1101,2,154,13,1,40,1,3
4,11,1101,2,154,15,1,180,1,105
4,11,1101,2,154,16,1,200,4,3
4,11,1101,2,154,17,1,140,2,3
4,11,1101,2,154,18,1,160,5,3
4,11,1101,2,154,30,1,120,6,51
4,11,1101,2,154,31,1,700,15,52
4,11,1101,2,154,32,1,400,260,3
4,11,1101,2,154,33,1,300,20,3
4,11,1101,2,154,34,1,40,1,51
4,11,1101,2,154,35,1,500,7,42
4,11,1101,2,154,36,1,300,16,52
4,11,1101,2,154,37,1,600,30,52
4,11,1101,2,154,38,1,450,21,52
4,11,1101,2,154,41,1,200,6,3
4,11,1101,2,154,42,1,180,7,3
4,11,1101,2,154,43,1,200,12,31
4,11,1101,2,154,44,1,250,13,31
4,11,1101,2,154,50,1,11500,1,91
4,11,1101,2,154,52,1,1800,1,91
4,11,1101,2,154,53,1,1200,1,91
4,11,1101,2,154,60,1,120,11,41
4,11,1101,2,154,61,1,100,6,31
4,11,1101,2,154,64,1,170,8,31
4,11,1101,2,154,70,1,140,20,22
4,11,1101,2,154,71,1,130,1,21
4,11,1101,2,154,72,1,30,2,105
4,11,1101,2,154,73,1,160,17,22
4,11,1101,2,154,74,1,140,3,21
4,11,1101,2,154,75,1,120,2,21
4,11,1101,2,154,76,1,20,1,21
4,11,1101,2,154,77,1,200,5,21
4,11,1101,2,154,78,1,200,2,31
4,11,1101,2,154,80,1,1100,1,106
4,11,1101,2,154,81,1,650,1,106
4,11,1101,2,154,82,1,1400,1,106
4,11,1101,2,154,85,1,20,1,106
4,11,1101,2,154,90,1,1700,2,101
4,11,1101,2,154,91,1,900,3,101
4,11,1101,2,154,93,1,1400,1,106
4,11,1101,2,154,96,1,2000,3,106
4,11,1101,2,154,100,1,500,2,22
4,11,1101,2,154,101,1,480,6,22
4,11,1101,2,154,102,1,1950,10,21
4,11,1101,2,154,103,1,1200,10,21
4,11,1101,2,154,111,1,1900,1,106
4,11,1101,2,154,112,1,2000,1,106
4,11,1101,2,154,113,1,100,1,106
4,11,1101,2,154,114,1,300,1,106
4,11,1101,2,154,121,1,180,1,106
4,11,1101,2,154,122,1,540,1,106
4,11,1101,2,154,130,1,180,1,102
4,11,1101,2,154,133,1,600,2,91
4,11,1101,2,154,140,1,300,4,106
4,11,1101,2,154,151,1,170,20,103
4,11,1101,2,154,152,1,100,1,106
4,11,1101,2,154,153,1,50,1,106
4,11,1101,2,154,155,1,120,1,106
4,11,1101,2,154,160,1,180,1,106
4,11,1101,2,154,161,1,90,1,106
4,11,1101,2,154,163,1,540,1,106
4,11,1101,2,154,164,1,400,1,106
4,11,1102,2,936,12,1,30,1,3
4,11,1102,2,936,13,1,40,1,3
4,11,1102,2,936,14,1,50,1,3
4,11,1102,2,936,15,1,150,1,105
4,11,1102,2,936,16,1,140,4,3
4,11,1102,2,936,17,1,260,2,4
4,11,1102,2,936,18,1,110,5,4
4,11,1102,2,936,30,1,400,11,21
4,11,1102,2,936,31,1,1300,20,21
4,11,1102,2,936,32,1,120,5,3
4,11,1102,2,936,33,1,100,4,3
4,11,1102,2,936,34,1,40,10,21
4,11,1102,2,936,35,1,900,2,42
4,11,1102,2,936,36,1,700,10,21
4,11,1102,2,936,37,1,900,10,22
4,11,1102,2,936,38,1,60,10,21
4,11,1102,2,936,41,1,1700,14,32
4,11,1102,2,936,42,1,460,10,31
4,11,1102,2,936,43,1,750,8,22
4,11,1102,2,936,44,1,600,10,22
4,11,1102,2,936,50,1,1450,1,91
4,11,1102,2,936,52,1,1400,1,91
4,11,1102,2,936,53,1,1300,1,91
4,11,1102,2,936,60,1,200,1,42
4,11,1102,2,936,61,1,150,1,21
4,11,1102,2,936,64,1,350,3,31
4,11,1102,2,936,66,1,160,2,21
4,11,1102,2,936,70,1,180,1,21
4,11,1102,2,936,71,1,140,1,21
4,11,1102,2,936,72,1,25,3,105
4,11,1102,2,936,73,1,200,20,22
4,11,1102,2,936,74,1,170,3,21
4,11,1102,2,936,75,1,125,2,21
4,11,1102,2,936,76,1,50,1,21
4,11,1102,2,936,77,1,320,5,22
4,11,1102,2,936,78,1,250,2,31
4,11,1102,2,936,80,1,950,1,106
4,11,1102,2,936,81,1,800,1,106
4,11,1102,2,936,82,1,120,1,106
4,11,1102,2,936,83,1,500,1,106
4,11,1102,2,936,84,1,20,1,106
4,11,1102,2,936,85,1,15,1,106
4,11,1102,2,936,90,1,2500,5,101
4,11,1102,2,936,91,1,900,4,101
4,11,1102,2,936,92,1,400,3,101
4,11,1102,2,936,93,1,1400,1,106
4,11,1102,2,936,96,1,700,3,106
4,11,1102,2,936,100,1,500,3,22
4,11,1102,2,936,101,1,400,6,22
4,11,1102,2,936,102,1,1800,10,21
4,11,1102,2,936,103,1,1200,10,21
4,11,1102,2,936,104,1,800,20,106
4,11,1102,2,936,112,1,1900,1,106
4,11,1102,2,936,113,1,100,1,106
4,11,1102,2,936,114,1,500,1,106
4,11,1102,2,936,120,1,420,1,106
4,11,1102,2,936,121,1,170,1,106
4,11,1102,2,936,122,1,430,1,102
4,11,1102,2,936,130,1,170,1,102
4,11,1102,2,936,132,1,600,1,91
4,11,1102,2,936,140,1,260,3,106
4,11,1102,2,936,150,1,125,1,103
4,11,1102,2,936,151,1,160,20,103
4,11,1102,2,936,152,1,100,1,106
4,11,1102,2,936,153,1,50,1,106
4,11,1102,2,936,154,1,140,1,106
4,11,1102,2,936,155,1,120,1,106
4,11,1102,2,936,160,1,170,1,106
4,11,1102,2,936,161,1,100,1,106
4,11,1102,2,936,163,1,470,1,106
4,11,1102,2,936,164,1,140,1,106
4,11,1104,2,434,12,1,50,3,3
4,11,1104,2,434,13,1,30,1,3
4,11,1104,2,434,14,1,50,1,3
4,11,1104,2,434,15,1,180,1,105
4,11,1104,2,434,16,1,190,5,3
4,11,1104,2,434,17,1,200,4,4
4,11,1104,2,434,18,1,120,4,4
4,11,1104,2,434,30,1,140,8,21
4,11,1104,2,434,31,1,700,19,21
4,11,1104,2,434,32,1,100,6,3
4,11,1104,2,434,33,1,100,4,3
4,11,1104,2,434,34,1,40,11,21
4,11,1104,2,434,35,1,700,2,42
4,11,1104,2,434,36,1,400,12,21
4,11,1104,2,434,37,1,600,19,22
4,11,1104,2,434,38,1,40,17,21
4,11,1104,2,434,41,1,400,10,3
4,11,1104,2,434,42,1,500,12,3
4,11,1104,2,434,43,1,700,14,22
4,11,1104,2,434,50,1,1550,1,91
4,11,1104,2,434,52,1,1650,1,91
4,11,1104,2,434,53,1,1400,1,91
4,11,1104,2,434,60,1,160,1,42
4,11,1104,2,434,61,1,140,1,21
4,11,1104,2,434,64,1,200,2,41
4,11,1104,2,434,70,1,120,21,22
4,11,1104,2,434,71,1,160,1,21
4,11,1104,2,434,72,1,40,2,105
4,11,1104,2,434,73,1,170,11,21
4,11,1104,2,434,74,1,110,16,22
4,11,1104,2,434,75,1,140,3,21
4,11,1104,2,434,76,1,120,2,21
4,11,1104,2,434,77,1,200,6,22
4,11,1104,2,434,78,1,160,3,31
4,11,1104,2,434,80,1,760,1,106
4,11,1104,2,434,81,1,400,1,106
4,11,1104,2,434,82,1,700,1,106
4,11,1104,2,434,83,1,600,20,106
4,11,1104,2,434,84,1,20,2,106
4,11,1104,2,434,85,1,15,2,106
4,11,1104,2,434,90,1,1400,5,101
4,11,1104,2,434,91,1,900,4,101
4,11,1104,2,434,92,1,400,2,101
4,11,1104,2,434,93,1,1200,1,106
4,11,1104,2,434,100,1,360,3,22
4,11,1104,2,434,101,1,500,6,22
4,11,1104,2,434,102,1,1700,8,21
4,11,1104,2,434,103,1,1400,11,21
4,11,1104,2,434,104,1,700,20,106
4,11,1104,2,434,111,1,2200,1,106
4,11,1104,2,434,112,1,2000,1,106
4,11,1104,2,434,113,1,100,1,106
4,11,1104,2,434,114,1,100,1,106
4,11,1104,2,434,120,1,600,1,106
4,11,1104,2,434,121,1,210,1,106
4,11,1104,2,434,122,1,520,1,102
4,11,1104,2,434,130,1,180,1,102
4,11,1104,2,434,132,1,700,1,91
4,11,1104,2,434,140,1,400,3,106
4,11,1104,2,434,150,1,140,1,103
4,11,1104,2,434,151,1,180,2,103
4,11,1104,2,434,152,1,100,1,106
4,11,1104,2,434,153,1,80,1,106
4,11,1104,2,434,155,1,130,1,106
4,11,1104,2,434,160,1,180,1,106
4,11,1104,2,434,161,1,70,1,106
4,11,1104,2,434,163,1,650,1,106
4,11,1104,2,434,164,1,790,1,106
4,11,1104,1,2028,10,1,140,2,1
4,11,1104,1,2028,11,1,190,4,1
4,11,1104,1,2028,12,1,30,1,3
4,11,1104,1,2028,13,1,40,1,3
4,11,1104,1,2028,14,1,50,1,3
4,11,1104,1,2028,15,1,200,1,105
4,11,1104,1,2028,16,1,150,4,3
4,11,1104,1,2028,17,1,250,2,4
4,11,1104,1,2028,18,1,120,5,4
4,11,1104,1,2028,19,1,180,2,3
4,11,1104,1,2028,30,1,300,10,3
4,11,1104,1,2028,31,1,1200,20,3
4,11,1104,1,2028,32,1,100,5,3
4,11,1104,1,2028,33,1,100,4,3
4,11,1104,1,2028,34,1,30,10,4
4,11,1104,1,2028,35,1,1000,2,42
4,11,1104,1,2028,36,1,600,10,21
4,11,1104,1,2028,37,1,1000,10,22
4,11,1104,1,2028,38,1,40,20,21
4,11,1104,1,2028,40,1,2000,15,32
4,11,1104,1,2028,41,1,450,10,31
4,11,1104,1,2028,42,1,1000,7,31
4,11,1104,1,2028,43,1,800,8,22
4,11,1104,1,2028,50,1,1500,1,91
4,11,1104,1,2028,51,1,1300,1,91
4,11,1104,1,2028,52,1,1450,1,91
4,11,1104,1,2028,60,1,160,1,42
4,11,1104,1,2028,61,1,150,1,21
4,11,1104,1,2028,64,1,400,3,31
4,11,1104,1,2028,65,1,120,2,21
4,11,1104,1,2028,70,1,160,1,22
4,11,1104,1,2028,71,1,140,1,21
4,11,1104,1,2028,72,1,20,2,106
4,11,1104,1,2028,73,1,180,20,22
4,11,1104,1,2028,74,1,1500,3,21
4,11,1104,1,2028,75,1,130,2,21
4,11,1104,1,2028,76,1,40,1,21
4,11,1104,1,2028,77,1,300,5,22
4,11,1104,1,2028,78,1,240,2,31
4,11,1104,1,2028,80,1,900,1,106
4,11,1104,1,2028,81,1,700,1,106
4,11,1104,1,2028,82,1,1300,1,106
4,11,1104,1,2028,83,1,600,20,106
4,11,1104,1,2028,84,1,20,1,106
4,11,1104,1,2028,90,1,3000,5,101
4,11,1104,1,2028,91,1,1000,4,101
4,11,1104,1,2028,92,1,400,3,101
4,11,1104,1,2028,93,1,1600,1,106
4,11,1104,1,2028,100,1,600,4,22
4,11,1104,1,2028,101,1,460,7,22
4,11,1104,1,2028,102,1,1900,10,21
4,11,1104,1,2028,103,1,1200,10,21
4,11,1104,1,2028,104,1,850,20,106
4,11,1104,1,2028,111,1,1600,1,106
4,11,1104,1,2028,112,1,190,1,106
4,11,1104,1,2028,120,1,210,1,106
4,11,1104,1,2028,121,1,160,1,106
4,11,1104,1,2028,122,1,420,1,102
4,11,1104,1,2028,130,1,160,1,102
4,11,1104,1,2028,132,1,700,1,91
4,11,1104,1,2028,140,1,250,3,106
4,11,1104,1,2028,150,1,120,1,103
4,11,1104,1,2028,151,1,160,2,104
4,11,1104,1,2028,152,1,100,1,106
4,11,1104,1,2028,153,1,60,1,106
4,11,1104,1,2028,154,1,140,1,106
4,11,1104,1,2028,155,1,120,1,106
4,11,1104,1,2028,160,1,170,1,106
4,11,1104,1,2028,161,1,110,1,106
4,11,1104,1,2028,162,1,120,1,106
4,11,1104,1,2028,163,1,460,1,106
4,11,1105,2,100,12,1,70,3,3
4,11,1105,2,100,13,1,40,1,3
4,11,1105,2,100,14,1,50,1,3
4,11,1105,2,100,15,1,150,1,105
4,11,1105,2,100,16,1,180,5,3
4,11,1105,2,100,17,1,260,3,4
4,11,1105,2,100,18,1,140,3,4
4,11,1105,2,100,30,1,220,9,21
4,11,1105,2,100,31,1,100,19,21
4,11,1105,2,100,32,1,100,6,3
4,11,1105,2,100,33,1,140,4,3
4,11,1105,2,100,34,1,40,12,21
4,11,1105,2,100,35,1,600,2,42
4,11,1105,2,100,36,1,550,13,21
4,11,1105,2,100,37,1,900,11,22
4,11,1105,2,100,38,1,50,16,21
4,11,1105,2,100,40,1,1700,19,32
4,11,1105,2,100,41,1,400,9,31
4,11,1105,2,100,42,1,700,9,31
4,11,1105,2,100,43,1,650,8,22
4,11,1105,2,100,44,1,400,7,22
4,11,1105,2,100,50,1,160,1,91
4,11,1105,2,100,52,1,1650,1,91
4,11,1105,2,100,53,1,1000,1,91
4,11,1105,2,100,60,1,200,1,42
4,11,1105,2,100,62,1,160,7,105
4,11,1105,2,100,64,1,250,3,31
4,11,1105,2,100,65,1,1200,2,21
4,11,1105,2,100,66,1,180,4,21
4,11,1105,2,100,70,1,160,21,22
4,11,1105,2,100,71,1,140,1,21
4,11,1105,2,100,72,1,20,2,105
4,11,1105,2,100,73,1,145,21,22
4,11,1105,2,100,74,1,150,3,21
4,11,1105,2,100,75,1,110,2,21
4,11,1105,2,100,76,1,40,2,21
4,11,1105,2,100,77,1,210,6,22
4,11,1105,2,100,78,1,190,3,31
4,11,1105,2,100,80,1,200,1,106
4,11,1105,2,100,81,1,540,1,106
4,11,1105,2,100,82,1,1100,1,106
4,11,1105,2,100,83,1,600,21,106
4,11,1105,2,100,84,1,25,2,106
4,11,1105,2,100,85,1,15,2,106
4,11,1105,2,100,90,1,1700,4,101
4,11,1105,2,100,91,1,900,4,101
4,11,1105,2,100,92,1,300,3,101
4,11,1105,2,100,93,1,1500,1,106
4,11,1105,2,100,96,1,500,1,106
4,11,1105,2,100,100,1,400,4,22
4,11,1105,2,100,101,1,500,6,22
4,11,1105,2,100,102,1,1600,9,21
4,11,1105,2,100,103,1,1400,9,21
4,11,1105,2,100,104,1,400,16,106
4,11,1105,2,100,111,1,1900,1,106
4,11,1105,2,100,112,1,1800,1,106
4,11,1105,2,100,113,1,90,1,106
4,11,1105,2,100,114,1,1500,1,106
4,11,1105,2,100,120,1,500,1,106
4,11,1105,2,100,121,1,180,1,106
4,11,1105,2,100,122,1,560,1,102
4,11,1105,2,100,130,1,170,1,102
4,11,1105,2,100,132,1,700,1,91
4,11,1105,2,100,140,1,250,3,106
4,11,1105,2,100,150,1,140,1,103
4,11,1105,2,100,151,1,165,2,103
4,11,1105,2,100,152,1,100,1,106
4,11,1105,2,100,153,1,60,1,106
4,11,1105,2,100,154,1,170,1,106
4,11,1105,2,100,155,1,120,1,106
4,11,1105,2,100,160,1,180,1,106
4,11,1105,2,100,161,1,100,1,106
4,11,1105,2,100,163,1,560,1,106
4,11,1105,2,100,164,1,600,1,106
4,11,1106,2,446,12,1,70,3,3
4,11,1106,2,446,13,1,40,1,3
4,11,1106,2,446,14,1,50,1,3
4,11,1106,2,446,15,1,170,1,105
4,11,1106,2,446,16,1,210,5,3
4,11,1106,2,446,17,1,220,3,4
4,11,1106,2,446,18,1,145,4,4
4,11,1106,2,446,30,1,190,8,21
4,11,1106,2,446,31,1,960,16,21
4,11,1106,2,446,32,1,90,5,3
4,11,1106,2,446,33,1,120,4,3
4,11,1106,2,446,34,1,50,11,21
4,11,1106,2,446,35,1,800,2,42
4,11,1106,2,446,36,1,460,12,21
4,11,1106,2,446,37,1,760,19,22
4,11,1106,2,446,38,1,50,20,21
4,11,1106,2,446,41,1,600,16,3
4,11,1106,2,446,42,1,500,17,3
4,11,1106,2,446,43,1,600,8,22
4,11,1106,2,446,50,1,1555,1,91
4,11,1106,2,446,52,1,1600,1,91
4,11,1106,2,446,53,1,1400,1,91
4,11,1106,2,446,60,1,140,1,42
4,11,1106,2,446,61,1,120,1,21
4,11,1106,2,446,65,1,130,2,21
4,11,1106,2,446,66,1,210,4,21
4,11,1106,2,446,70,1,160,21,22
4,11,1106,2,446,71,1,140,1,21
4,11,1106,2,446,72,1,30,2,105
4,11,1106,2,446,73,1,160,10,106
4,11,1106,2,446,74,1,120,17,22
4,11,1106,2,446,75,1,150,3,21
4,11,1106,2,446,76,1,140,2,21
4,11,1106,2,446,77,1,220,6,22
4,11,1106,2,446,78,1,190,3,31
4,11,1106,2,446,80,1,800,1,106
4,11,1106,2,446,82,1,900,1,106
4,11,1106,2,446,83,1,510,21,106
4,11,1106,2,446,84,1,20,2,106
4,11,1106,2,446,85,1,15,2,106
4,11,1106,2,446,90,1,1600,5,101
4,11,1106,2,446,91,1,940,4,101
4,11,1106,2,446,93,1,1300,1,106
4,11,1106,2,446,100,1,400,4,22
4,11,1106,2,446,101,1,550,6,22
4,11,1106,2,446,102,1,1800,9,21
4,11,1106,2,446,103,1,1200,10,21
4,11,1106,2,446,104,1,600,21,106
4,11,1106,2,446,111,1,2010,1,106
4,11,1106,2,446,112,1,2100,1,106
4,11,1106,2,446,113,1,100,1,106
4,11,1106,2,446,120,1,570,1,106
4,11,1106,2,446,121,1,200,1,106
4,11,1106,2,446,122,1,500,1,102
4,11,1106,2,446,130,1,180,1,102
4,11,1106,2,446,132,1,750,1,91
4,11,1106,2,446,140,1,350,3,106
4,11,1106,2,446,150,1,140,1,103
4,11,1106,2,446,151,1,180,2,103
4,11,1106,2,446,152,1,100,1,106
4,11,1106,2,446,153,1,70,1,106
4,11,1106,2,446,154,1,170,1,106
4,11,1106,2,446,155,1,125,1,106
4,11,1106,2,446,160,1,170,1,106
4,11,1106,2,446,161,1,90,1,106
4,11,1106,2,446,163,1,600,1,106
4,11,1106,2,446,164,1,750,1,106
4,11,1107,2,1034,12,1,20,1,3
4,11,1107,2,1034,13,1,40,1,3
4,11,1107,2,1034,14,1,50,1,3
4,11,1107,2,1034,15,1,120,1,105
4,11,1107,2,1034,16,1,140,4,3
4,11,1107,2,1034,17,1,200,2,4
4,11,1107,2,1034,18,1,110,5,4
4,11,1107,2,1034,30,1,400,15,21
4,11,1107,2,1034,31,1,1300,22,21
4,11,1107,2,1034,32,1,100,6,3
4,11,1107,2,1034,33,1,100,5,3
4,11,1107,2,1034,34,1,40,11,21
4,11,1107,2,1034,35,1,700,2,42
4,11,1107,2,1034,36,1,500,10,21
4,11,1107,2,1034,37,1,800,10,22
4,11,1107,2,1034,38,1,600,20,22
4,11,1107,2,1034,41,1,400,11,31
4,11,1107,2,1034,42,1,600,14,31
4,11,1107,2,1034,43,1,700,7,22
4,11,1107,2,1034,44,1,400,4,21
4,11,1107,2,1034,50,1,1400,1,91
4,11,1107,2,1034,52,1,1600,1,91
4,11,1107,2,1034,53,1,1400,1,91
4,11,1107,2,1034,60,1,120,2,42
4,11,1107,2,1034,61,1,140,1,21
4,11,1107,2,1034,63,1,100,2,105
4,11,1107,2,1034,64,1,200,2,31
4,11,1107,2,1034,66,1,200,2,22
4,11,1107,2,1034,70,1,100,1,22
4,11,1107,2,1034,71,1,150,1,21
4,11,1107,2,1034,72,1,40,2,105
4,11,1107,2,1034,73,1,200,20,22
4,11,1107,2,1034,74,1,160,3,21
4,11,1107,2,1034,75,1,140,2,21
4,11,1107,2,1034,76,1,20,1,21
4,11,1107,2,1034,77,1,200,6,22
4,11,1107,2,1034,78,1,150,2,31
4,11,1107,2,1034,80,1,1000,1,106
4,11,1107,2,1034,83,1,300,5,106
4,11,1107,2,1034,84,1,20,2,106
4,11,1107,2,1034,85,1,15,1,106
4,11,1107,2,1034,90,1,2000,7,101
4,11,1107,2,1034,91,1,1000,6,101
4,11,1107,2,1034,92,1,500,6,101
4,11,1107,2,1034,93,1,1400,1,106
4,11,1107,2,1034,100,1,400,3,22
4,11,1107,2,1034,101,1,460,6,22
4,11,1107,2,1034,102,1,1700,10,21
4,11,1107,2,1034,103,1,1000,7,21
4,11,1107,2,1034,104,1,700,22,106
4,11,1107,2,1034,111,1,1900,1,106
4,11,1107,2,1034,112,1,2000,1,106
4,11,1107,2,1034,113,1,100,1,106
4,11,1107,2,1034,114,1,90,1,106
4,11,1107,2,1034,121,1,170,1,106
4,11,1107,2,1034,130,1,170,1,102
4,11,1107,2,1034,132,1,600,1,91
4,11,1107,2,1034,133,1,800,2,91
4,11,1107,2,1034,140,1,200,3,106
4,11,1107,2,1034,150,1,150,1,103
4,11,1107,2,1034,151,1,170,20,103
4,11,1107,2,1034,152,1,100,1,106
4,11,1107,2,1034,153,1,50,1,106
4,11,1107,2,1034,154,1,140,1,106
4,11,1107,2,1034,155,1,120,1,106
4,11,1107,2,1034,160,1,180,1,106
4,11,1107,2,1034,161,1,90,1,106
4,11,1107,2,1034,163,1,340,1,106
4,11,1107,2,1034,164,1,560,1,106
4,11,1108,2,492,12,1,60,3,3
4,11,1108,2,492,13,1,30,1,3
4,11,1108,2,492,14,1,40,1,3
4,11,1108,2,492,15,1,150,1,105
4,11,1108,2,492,16,1,200,5,3
4,11,1108,2,492,17,1,240,3,4
4,11,1108,2,492,18,1,150,5,4
4,11,1108,2,492,30,1,200,8,21
4,11,1108,2,492,31,1,1000,17,21
4,11,1108,2,492,32,1,100,6,3
4,11,1108,2,492,33,1,120,5,3
4,11,1108,2,492,34,1,40,12,21
4,11,1108,2,492,35,1,700,2,42
4,11,1108,2,492,36,1,500,12,21
4,11,1108,2,492,37,1,800,10,22
4,11,1108,2,492,38,1,40,19,21
4,11,1108,2,492,40,1,1600,17,32
4,11,1108,2,492,41,1,400,9,31
4,11,1108,2,492,42,1,800,9,31
4,11,1108,2,492,43,1,700,7,22
4,11,1108,2,492,44,1,400,6,22
4,11,1108,2,492,50,1,1400,1,91
4,11,1108,2,492,52,1,1500,1,91
4,11,1108,2,492,60,1,1400,1,42
4,11,1108,2,492,61,1,130,1,21
4,11,1108,2,492,64,1,300,3,31
4,11,1108,2,492,65,1,125,2,21
4,11,1108,2,492,66,1,200,4,21
4,11,1108,2,492,70,1,170,21,22
4,11,1108,2,492,71,1,150,1,21
4,11,1108,2,492,72,1,20,2,105
4,11,1108,2,492,73,1,150,20,22
4,11,1108,2,492,74,1,140,3,21
4,11,1108,2,492,75,1,120,2,21
4,11,1108,2,492,76,1,130,2,21
4,11,1108,2,492,77,1,200,6,22
4,11,1108,2,492,78,1,210,3,31
4,11,1108,2,492,80,1,950,1,106
4,11,1108,2,492,81,1,600,1,106
4,11,1108,2,492,82,1,1000,1,106
4,11,1108,2,492,83,1,500,21,106
4,11,1108,2,492,84,1,25,2,106
4,11,1108,2,492,85,1,15,2,106
4,11,1108,2,492,90,1,2000,5,101
4,11,1108,2,492,91,1,940,4,101
4,11,1108,2,492,92,1,300,3,101
4,11,1108,2,492,93,1,1400,1,106
4,11,1108,2,492,96,1,600,1,106
4,11,1108,2,492,100,1,500,4,22
4,11,1108,2,492,101,1,540,6,2
4,11,1108,2,492,102,1,2000,10,21
4,11,1108,2,492,103,1,1300,10,21
4,11,1108,2,492,104,1,700,20,106
4,11,1108,2,492,111,1,1900,1,106
4,11,1108,2,492,112,1,2000,1,106
4,11,1108,2,492,113,1,100,1,106
4,11,1108,2,492,114,1,1500,10,106
4,11,1108,2,492,120,1,500,1,106
4,11,1108,2,492,121,1,180,1,106
4,11,1108,2,492,122,1,560,1,102
4,11,1108,2,492,130,1,170,1,102
4,11,1108,2,492,132,1,800,1,91
4,11,1108,2,492,140,1,300,3,106
4,11,1108,2,492,150,1,130,1,103
4,11,1108,2,492,151,1,170,2,103
4,11,1108,2,492,152,1,100,1,106
4,11,1108,2,492,153,1,60,1,106
4,11,1108,2,492,154,1,170,1,106
4,11,1108,2,492,155,1,130,1,106
4,11,1108,2,492,160,1,180,1,106
4,11,1108,2,492,161,1,100,1,106
4,11,1108,2,492,163,1,570,1,106
4,11,1108,2,492,164,1,600,1,106
4,11,1109,2,672,12,1,40,3,3
4,11,1109,2,672,13,1,35,1,3
4,11,1109,2,672,14,1,50,1,3
4,11,1109,2,672,15,1,160,1,105
4,11,1109,2,672,16,1,170,4,3
4,11,1109,2,672,17,1,210,4,4
4,11,1109,2,672,18,1,100,4,4
4,11,1109,2,672,30,1,120,7,21
4,11,1109,2,672,31,1,600,20,21
4,11,1109,2,672,32,1,100,7,3
4,11,1109,2,672,33,1,100,5,3
4,11,1109,2,672,34,1,30,10,21
4,11,1109,2,672,35,1,600,2,42
4,11,1109,2,672,36,1,450,12,21
4,11,1109,2,672,37,1,700,20,22
4,11,1109,2,672,38,1,30,15,21
4,11,1109,2,672,41,1,300,10,3
4,11,1109,2,672,42,1,400,11,3
4,11,1109,2,672,43,1,600,13,22
4,11,1109,2,672,44,1,500,12,22
4,11,1109,2,672,50,1,1600,1,91
4,11,1109,2,672,52,1,1700,1,91
4,11,1109,2,672,53,1,1500,1,91
4,11,1109,2,672,60,1,140,1,42
4,11,1109,2,672,61,1,120,1,21
4,11,1109,2,672,64,1,180,2,41
4,11,1109,2,672,70,1,110,21,22
4,11,1109,2,672,71,1,170,1,21
4,11,1109,2,672,72,1,20,1,105
4,11,1109,2,672,73,1,160,10,21
4,11,1109,2,672,74,1,100,16,22
4,11,1109,2,672,75,1,110,3,21
4,11,1109,2,672,76,1,90,2,21
4,11,1109,2,672,77,1,170,5,22
4,11,1109,2,672,78,1,150,4,31
4,11,1109,2,672,80,1,900,1,106
4,11,1109,2,672,81,1,500,1,106
4,11,1109,2,672,82,1,700,1,106
4,11,1109,2,672,83,1,400,21,106
4,11,1109,2,672,84,1,20,2,106
4,11,1109,2,672,85,1,15,2,106
4,11,1109,2,672,90,1,1200,4,101
4,11,1109,2,672,91,1,850,4,101
4,11,1109,2,672,92,1,500,3,101
4,11,1109,2,672,93,1,1400,1,106
4,11,1109,2,672,100,1,460,4,22
4,11,1109,2,672,101,1,500,6,22
4,11,1109,2,672,102,1,1600,7,21
4,11,1109,2,672,103,1,1300,11,21
4,11,1109,2,672,104,1,600,20,106
4,11,1109,2,672,105,1,200,4,106
4,11,1109,2,672,111,1,2000,1,106
4,11,1109,2,672,112,1,2000,1,106
4,11,1109,2,672,114,1,120,1,106
4,11,1109,2,672,120,1,560,1,106
4,11,1109,2,672,121,1,220,1,106
4,11,1109,2,672,122,1,540,1,106
4,11,1109,2,672,130,1,175,1,102
4,11,1109,2,672,132,1,650,1,91
4,11,1109,2,672,133,1,500,2,91
4,11,1109,2,672,140,1,250,2,106
4,11,1109,2,672,150,1,140,1,103
4,11,1109,2,672,151,1,190,2,103
4,11,1109,2,672,152,1,100,1,106
4,11,1109,2,672,153,1,190,1,106
4,11,1109,2,672,154,1,140,1,106
4,11,1109,2,672,155,1,150,1,106
4,11,1109,2,672,160,1,170,1,106
4,11,1109,2,672,161,1,60,1,106
4,11,1109,2,672,163,1,700,1,106
4,11,1109,2,672,164,1,750,1,106
4,11,1110,2,714,11,1,25,1,3
4,11,1110,2,714,13,1,30,1,3
4,11,1110,2,714,14,1,50,1,3
4,11,1110,2,714,15,1,120,1,105
4,11,1110,2,714,16,1,140,4,3
4,11,1110,2,714,17,1,240,2,4
4,11,1110,2,714,18,1,100,6,4
4,11,1110,2,714,19,1,170,2,3
4,11,1110,2,714,20,1,200,3,3
4,11,1110,2,714,30,1,240,10,21
4,11,1110,2,714,31,1,100,20,21
4,11,1110,2,714,32,1,100,5,3
4,11,1110,2,714,33,1,100,4,3
4,11,1110,2,714,34,1,40,10,21
4,11,1110,2,714,35,1,600,2,42
4,11,1110,2,714,36,1,500,10,21
4,11,1110,2,714,37,1,800,10,22
4,11,1110,2,714,38,1,30,20,21
4,11,1110,2,714,40,1,1900,15,32
4,11,1110,2,714,41,1,400,8,31
