"zone","state","lga","sector","ea","item_cd","sc2q2","sc2q3a","sc2q3b","sc2q3c"
2,2,216,2,200,93,1,200,1,101
2,2,216,2,200,94,1,200,1,101
2,2,216,2,200,100,1,200,1,101
2,2,216,2,200,101,1,50,1,101
2,2,216,2,200,102,1,500,1,101
2,2,216,2,200,103,1,100,1,101
2,2,216,2,200,104,1,1500,1,101
2,2,216,2,200,110,1,30,1,102
2,2,216,2,200,112,1,500,1,102
2,2,216,2,200,130,1,500,1,101
2,2,216,2,200,132,1,100,1,103
2,2,216,2,200,150,1,50,1,106
2,2,216,2,200,151,1,10,1,106
2,2,216,2,200,152,1,70,1,106
2,2,216,2,200,153,1,60,1,103
2,2,216,2,200,154,1,300,1,103
2,2,216,2,200,161,1,100,1,103
2,2,216,2,200,162,1,200,1,103
2,2,218,2,1592,10,1,3000,1,13
2,2,218,2,1592,11,1,5000,1,13
2,2,218,2,1592,12,1,3500,1,13
2,2,218,2,1592,13,1,4000,1,13
2,2,218,2,1592,30,1,200,1,51
2,2,218,2,1592,36,1,200,1,51
2,2,218,2,1592,41,1,7000,1,13
2,2,218,2,1592,42,1,7000,1,13
2,2,218,2,1592,43,1,18000,1,13
2,2,218,2,1592,52,1,280,800,104
2,2,218,2,1592,60,1,150,1,51
2,2,218,2,1592,62,1,50,1,51
2,2,218,2,1592,70,1,700,1,12
2,2,218,2,1592,72,1,1200,1,12
2,2,218,2,1592,76,1,10000,1,13
2,2,218,2,1592,80,1,800,2,101
2,2,218,2,1592,81,1,1000,2,101
2,2,218,2,1592,110,1,30,800,104
2,2,221,2,18,10,1,5000,1,13
2,2,221,2,18,11,1,5000,1,13
2,2,221,2,18,12,1,5000,1,13
2,2,221,2,18,13,1,5000,1,13
2,2,221,2,18,14,1,10000,1,12
2,2,221,2,18,15,1,120,1,105
2,2,221,2,18,30,1,50,1,61
2,2,221,2,18,31,1,150,1,61
2,2,221,2,18,34,1,50,1,61
2,2,221,2,18,36,1,50,1,61
2,2,221,2,18,42,1,250,1,6
2,2,221,2,18,43,1,400,1,6
2,2,221,2,18,50,1,220,1,103
2,2,221,2,18,52,1,220,1,103
2,2,221,2,18,70,1,200,1,31
2,2,221,2,18,71,1,40,1,105
2,2,221,2,18,72,1,50,1,105
2,2,221,2,18,73,1,20,10,105
2,2,221,2,18,74,1,50,1,61
2,2,221,2,18,75,1,350,1,6
2,2,221,2,18,76,1,100,1,106
2,2,221,2,18,80,1,1000,1,105
2,2,221,2,18,81,1,700,1,105
2,2,221,2,18,82,1,650,1,105
2,2,221,2,18,83,1,20,1,105
2,2,221,2,18,84,1,15,1,105
2,2,221,2,18,85,1,15,1,105
2,2,221,2,18,90,1,500,1,101
2,2,221,2,18,91,1,500,1,101
2,2,221,2,18,93,1,500,1,101
2,2,221,2,18,100,1,50,1,106
2,2,221,2,18,101,1,50,1,106
2,2,221,2,18,102,1,50,1,106
2,2,221,2,18,103,1,5,1,106
2,2,221,2,18,110,1,200,1,101
2,2,221,2,18,120,1,20,1,106
2,2,221,2,18,122,1,120,1,106
2,2,221,2,18,130,1,500,1,6
2,2,221,2,18,132,1,500,1,103
2,2,221,2,18,140,1,40,1,102
2,2,221,2,18,151,1,50,1,106
2,5,501,2,60,10,1,60,1,6
2,5,501,2,60,11,1,70,1,6
2,5,501,2,60,12,1,40,1,6
2,5,501,2,60,13,1,120,1,6
2,5,501,2,60,14,1,270,1,6
2,5,501,2,60,15,1,100,1,101
2,5,501,2,60,18,1,50,1,6
2,5,501,2,60,30,1,350,1,14
2,5,501,2,60,31,1,250,1,51
2,5,501,2,60,32,1,120,1,6
2,5,501,2,60,34,1,350,1,14
2,5,501,2,60,36,1,3000,1,14
2,5,501,2,60,40,1,170,1,6
2,5,501,2,60,42,1,120,1,6
2,5,501,2,60,43,1,170,1,6
2,5,501,2,60,50,1,200,1,103
2,5,501,2,60,52,1,6800,1,93
2,5,501,2,60,61,1,9000,1,14
2,5,501,2,60,70,1,300,1,31
2,5,501,2,60,72,1,500,1,31
2,5,501,2,60,73,1,700,1,12
2,5,501,2,60,74,1,500,1,12
2,5,501,2,60,75,1,130,1,6
2,5,501,2,60,76,1,5000,1,13
2,5,501,2,60,80,1,700,2,101
2,5,501,2,60,81,1,1000,2,101
2,5,501,2,60,83,1,30,1,105
2,5,501,2,60,85,1,15,1,105
2,5,501,2,60,90,1,1000,1,101
2,5,501,2,60,91,1,800,1,101
2,5,501,2,60,93,1,800,1,101
2,5,501,2,60,100,1,3000,1,31
2,5,501,2,60,101,1,400,1,101
2,5,501,2,60,102,1,1500,1,101
2,5,501,2,60,110,1,300,4,103
2,5,501,2,60,111,1,30,22,102
2,5,501,2,60,112,1,600,400,102
2,5,501,2,60,113,1,100,170,102
2,5,501,2,60,122,1,130,25,105
2,5,501,2,60,130,1,300,1,6
2,5,501,2,60,140,1,120,1,6
2,5,501,2,60,151,1,5,1,103
2,5,501,2,60,152,1,100,1,103
2,5,501,2,60,153,1,50,2,103
2,5,502,1,2194,10,1,70,1,6
2,5,502,1,2194,11,1,70,1,6
2,5,502,1,2194,12,1,75,1,6
2,5,502,1,2194,13,1,170,1,6
2,5,502,1,2194,14,1,250,1,6
2,5,502,1,2194,16,1,120,1,6
2,5,502,1,2194,17,1,150,1,6
2,5,502,1,2194,18,1,70,1,6
2,5,502,1,2194,30,1,100,8,51
2,5,502,1,2194,31,1,200,2,51
2,5,502,1,2194,32,1,120,1,6
2,5,502,1,2194,33,1,130,1,6
2,5,502,1,2194,34,1,100,8,51
2,5,502,1,2194,36,1,50,1,101
2,5,502,1,2194,37,1,500,1,31
2,5,502,1,2194,40,1,100,1,6
2,5,502,1,2194,41,1,180,1,6
2,5,502,1,2194,42,1,130,1,6
2,5,502,1,2194,43,1,170,1,6
2,5,502,1,2194,50,1,220,75,103
2,5,502,1,2194,51,1,250,400,102
2,5,502,1,2194,52,1,230,75,103
2,5,502,1,2194,53,1,220,75,103
2,5,502,1,2194,60,1,150,2,101
2,5,502,1,2194,61,1,100,2,101
2,5,502,1,2194,63,1,50,1,101
2,5,502,1,2194,64,1,150,2,101
2,5,502,1,2194,70,1,500,1,31
2,5,502,1,2194,72,1,400,1,31
2,5,502,1,2194,74,1,50,6,101
2,5,502,1,2194,75,1,5,1,101
2,5,502,1,2194,76,1,50,1,101
2,5,502,1,2194,77,1,40,2,101
2,5,502,1,2194,80,1,600,12,101
2,5,502,1,2194,81,1,500,15,101
2,5,502,1,2194,82,1,500,1,101
2,5,502,1,2194,83,1,350,12,105
2,5,502,1,2194,84,1,20,1,105
2,5,502,1,2194,85,1,15,1,105
2,5,502,1,2194,90,1,750,1,101
2,5,502,1,2194,91,1,650,1,101
2,5,502,1,2194,93,1,650,1,101
2,5,502,1,2194,100,1,300,1,101
2,5,502,1,2194,101,1,400,1,101
2,5,502,1,2194,102,1,250,6,101
2,5,502,1,2194,103,1,600,1,101
2,5,502,1,2194,110,1,300,4,103
2,5,502,1,2194,111,1,480,400,102
2,5,502,1,2194,112,1,550,450,102
2,5,502,1,2194,113,1,100,170,102
2,5,502,1,2194,114,1,480,400,102
2,5,502,1,2194,120,1,200,50,102
2,5,502,1,2194,122,1,120,25,105
2,5,502,1,2194,130,1,180,1,6
2,5,502,1,2194,131,1,1000,25,103
2,5,502,1,2194,132,1,800,75,103
2,5,502,1,2194,140,1,40,2,101
2,5,502,1,2194,150,1,100,1,103
2,5,502,1,2194,151,1,5,5,103
2,5,502,1,2194,152,1,100,35,103
2,5,502,1,2194,153,1,50,35,103
2,5,502,1,2194,154,1,250,250,104
2,5,502,2,3878,10,1,50,1,6
2,5,502,2,3878,11,1,50,1,6
2,5,502,2,3878,12,1,60,1,6
2,5,502,2,3878,13,1,180,1,6
2,5,502,2,3878,14,1,250,1,6
2,5,502,2,3878,15,1,130,1,6
2,5,502,2,3878,30,1,100,,
2,5,502,2,3878,40,1,80,1,6
2,5,502,2,3878,42,1,50,1,6
2,5,502,2,3878,43,1,150,1,6
2,5,502,2,3878,50,1,200,1,
2,5,502,2,3878,51,1,300,1,
2,5,502,2,3878,52,1,250,1,
2,5,502,2,3878,70,1,50,1,101
2,5,502,2,3878,72,1,50,1,101
2,5,502,2,3878,73,1,50,1,101
2,5,502,2,3878,74,1,50,1,101
2,5,502,2,3878,75,1,120,1,6
2,5,502,2,3878,76,1,50,1,101
2,5,502,2,3878,77,1,40,1,101
2,5,502,2,3878,80,1,500,1,101
2,5,502,2,3878,81,1,800,2,101
2,5,502,2,3878,82,1,500,1,101
2,5,502,2,3878,84,1,10,1,
2,5,502,2,3878,85,1,15,1,
2,5,502,2,3878,90,1,500,1,101
2,5,502,2,3878,91,1,400,1,101
2,5,502,2,3878,93,1,400,1,101
2,5,502,2,3878,94,1,600,1,101
2,5,502,2,3878,100,1,350,1,101
2,5,502,2,3878,102,1,500,1,101
2,5,502,2,3878,103,1,300,1,6
2,5,502,2,3878,110,1,300,4,103
2,5,502,2,3878,113,1,110,1,103
2,5,502,2,3878,130,1,300,1,6
2,5,502,2,3878,140,1,100,1,6
2,5,504,2,708,10,1,3600,1,13
2,5,504,2,708,11,1,4000,1,13
2,5,504,2,708,13,1,12000,1,13
2,5,504,2,708,14,1,7500,1,12
2,5,504,2,708,15,1,100,1,
2,5,504,2,708,30,1,2400,1,13
2,5,504,2,708,31,1,600,1,53
2,5,504,2,708,32,1,3000,1,12
2,5,504,2,708,36,1,200,1,61
2,5,504,2,708,37,1,450,1,61
2,5,504,2,708,42,1,10000,1,13
2,5,504,2,708,50,1,5000,1,93
2,5,504,2,708,52,1,600,1,91
2,5,504,2,708,60,1,200,18,105
2,5,504,2,708,61,1,100,4,105
2,5,504,2,708,64,1,260,1,105
2,5,504,2,708,70,1,150,24,105
2,5,504,2,708,71,1,70,1,105
2,5,504,2,708,72,1,50,4,105
2,5,504,2,708,73,1,40,12,105
2,5,504,2,708,74,1,50,32,105
2,5,504,2,708,75,1,120,1,6
2,5,504,2,708,76,1,200,1,6
2,5,504,2,708,80,1,500,1,101
2,5,504,2,708,83,1,30,1,105
2,5,504,2,708,84,1,15,1,105
2,5,504,2,708,91,1,400,1,101
2,5,504,2,708,93,1,500,1,101
2,5,504,2,708,103,1,1450,1,101
2,5,504,2,708,112,1,400,1,105
2,5,504,2,708,130,1,300,1,6
2,5,504,2,708,140,1,150,1,6
2,5,504,2,708,150,1,100,1,103
2,5,504,2,708,151,1,6,10,103
2,5,504,2,708,152,1,80,1,104
2,5,504,2,708,153,1,60,1,104
2,5,504,2,708,160,1,40,1,104
2,5,506,2,830,10,1,6500,1,14
2,5,506,2,830,11,1,4500,1,13
2,5,506,2,830,12,1,6000,1,14
2,5,506,2,830,13,1,12000,1,13
2,5,506,2,830,15,1,120,500,102
2,5,506,2,830,30,1,100,5,51
2,5,506,2,830,31,1,100,1,51
2,5,506,2,830,32,1,120,1,101
2,5,506,2,830,34,1,200,15,52
2,5,506,2,830,36,1,50,8,51
2,5,506,2,830,40,1,5600,1,13
2,5,506,2,830,42,1,8000,1,13
2,5,506,2,830,43,1,16000,1,13
2,5,506,2,830,50,1,5200,1,93
2,5,506,2,830,51,1,6000,4,103
2,5,506,2,830,52,1,5100,1,93
2,5,506,2,830,60,1,30,2,105
2,5,506,2,830,70,1,700,1,31
2,5,506,2,830,72,1,150,2,101
2,5,506,2,830,73,1,100,1,31
2,5,506,2,830,74,1,100,1,101
2,5,506,2,830,75,1,150,1,101
2,5,506,2,830,76,1,20,1,106
2,5,506,2,830,80,1,500,1,101
2,5,506,2,830,81,1,700,1,101
2,5,506,2,830,83,1,25,1,105
2,5,506,2,830,84,1,15,1,105
2,5,506,2,830,85,1,20,1,105
2,5,506,2,830,90,1,550,1,101
2,5,506,2,830,91,1,600,1,101
2,5,506,2,830,93,1,700,1,103
2,5,506,2,830,101,1,350,1,101
2,5,506,2,830,110,1,200,4,103
2,5,506,2,830,113,1,100,150,104
2,5,506,2,830,130,1,180,1,6
2,5,506,2,830,140,1,20,1,2
2,5,506,2,830,150,1,75,75,103
2,5,506,2,830,151,1,5,5,103
2,5,506,2,830,152,1,110,33,103
2,5,506,2,830,153,1,60,5,103
2,5,508,2,718,10,1,7000,1,13
2,5,508,2,718,11,1,7000,1,13
2,5,508,2,718,12,1,7000,1,13
2,5,508,2,718,13,1,180,1,6
2,5,508,2,718,14,1,240,1,6
2,5,508,2,718,15,1,1000,1,101
2,5,508,2,718,16,1,80,1,6
2,5,508,2,718,17,1,80,1,6
2,5,508,2,718,18,1,90,1,6
2,5,508,2,718,19,1,160,1,6
2,5,508,2,718,30,1,3000,1,13
2,5,508,2,718,31,1,300,2,51
2,5,508,2,718,32,1,100,1,6
2,5,508,2,718,33,1,120,1,6
2,5,508,2,718,34,1,2500,1,13
2,5,508,2,718,36,1,2000,1,13
2,5,508,2,718,37,1,3500,1,12
2,5,508,2,718,40,1,8500,1,13
2,5,508,2,718,42,1,10000,1,13
2,5,508,2,718,43,1,12000,1,13
2,5,508,2,718,50,1,7000,1,93
2,5,508,2,718,51,1,30000,1,93
2,5,508,2,718,52,1,7000,1,73
2,5,508,2,718,60,1,1500,1,41
2,5,508,2,718,70,1,800,1,3
2,5,508,2,718,72,1,1500,1,3
2,5,508,2,718,74,1,500,1,3
2,5,508,2,718,75,1,1500,1,3
2,5,508,2,718,76,1,3000,1,3
2,5,508,2,718,77,1,500,1,61
2,5,508,2,718,80,1,700,2,101
2,5,508,2,718,81,1,600,2,101
2,5,508,2,718,83,1,30,1,105
2,5,508,2,718,84,1,15,1,105
2,5,508,2,718,85,1,20,1,105
2,5,508,2,718,90,1,800,1,101
2,5,508,2,718,91,1,1000,1,101
2,5,508,2,718,93,1,1200,1,101
2,5,508,2,718,100,1,2500,1,31
2,5,508,2,718,101,1,350,1,101
2,5,508,2,718,102,1,1500,1,101
2,5,508,2,718,103,1,160,1,6
2,5,508,2,718,110,1,100,1,103
2,5,508,2,718,111,1,320,1,6
2,5,508,2,718,112,1,500,400,102
2,5,508,2,718,122,1,120,25,105
2,5,508,2,718,130,1,300,1,6
2,5,508,2,718,131,1,1000,1,103
2,5,508,2,718,150,1,100,1,103
2,5,508,2,718,151,1,5,1,103
2,5,508,2,718,152,1,120,1,103
2,5,508,2,718,153,1,50,1,103
2,5,508,2,984,10,1,4000,100,13
2,5,508,2,984,11,1,3000,100,13
2,5,508,2,984,12,1,5000,100,13
2,5,508,2,984,13,1,10000,100,13
2,5,508,2,984,14,1,86000,50,12
2,5,508,2,984,15,1,120,1,102
2,5,508,2,984,18,1,80,2,6
2,5,508,2,984,20,1,100,2,6
2,5,508,2,984,30,1,1200,8,53
2,5,508,2,984,31,1,300,5,52
2,5,508,2,984,32,1,100,2,6
2,5,508,2,984,34,1,1500,1,13
2,5,508,2,984,36,1,200,5,101
2,5,508,2,984,37,1,100,5,52
2,5,508,2,984,40,1,80,2,6
2,5,508,2,984,42,1,100,2,6
2,5,508,2,984,43,1,150,2,6
2,5,508,2,984,50,1,5000,20,103
2,5,508,2,984,52,1,6000,20,103
2,5,508,2,984,60,1,200,5,71
2,5,508,2,984,70,1,100,1,1
2,5,508,2,984,72,1,50,1,101
2,5,508,2,984,73,1,50,1,101
2,5,508,2,984,74,1,100,15,61
2,5,508,2,984,76,1,60,2,6
2,5,508,2,984,80,1,500,1,101
2,5,508,2,984,81,1,600,1,101
2,5,508,2,984,84,1,5,1,105
2,5,508,2,984,110,1,1000,10,103
2,5,508,2,984,113,1,12,70,102
2,5,508,2,984,130,1,300,2,6
2,5,508,2,984,132,1,2000,10,103
2,5,508,2,984,140,1,120,2,6
2,5,508,2,984,151,1,5,1,103
2,5,508,2,984,153,1,60,1,103
2,5,510,1,872,10,1,100,1,7
2,5,510,1,872,11,1,100,1,7
2,5,510,1,872,13,1,300,1,7
2,5,510,1,872,14,1,480,1,7
2,5,510,1,872,15,1,120,1,105
2,5,510,1,872,31,1,200,1,101
2,5,510,1,872,32,1,150,1,6
2,5,510,1,872,33,1,150,1,6
2,5,510,1,872,42,1,150,1,7
2,5,510,1,872,43,1,300,1,7
2,5,510,1,872,50,1,140,8,103
2,5,510,1,872,52,1,280,7,103
2,5,510,1,872,60,1,250,1,101
2,5,510,1,872,61,1,180,1,101
2,5,510,1,872,70,1,240,1,101
2,5,510,1,872,72,1,150,1,101
2,5,510,1,872,74,1,400,1,101
2,5,510,1,872,76,1,240,1,7
2,5,510,1,872,80,1,500,1,101
2,5,510,1,872,84,1,10,1,105
2,5,510,1,872,90,1,700,1,101
2,5,510,1,872,93,1,650,1,101
2,5,510,1,872,100,1,480,1,101
2,5,510,1,872,130,1,300,1,6
2,5,510,1,872,140,1,120,1,6
2,5,510,1,872,150,1,70,1,105
2,5,510,1,872,151,1,5,1,105
2,5,510,1,872,152,1,100,1,105
2,5,510,1,872,153,1,60,1,105
2,5,510,2,1516,10,1,100,1,7
2,5,510,2,1516,11,1,3400,1,13
2,5,510,2,1516,30,1,140,1,101
2,5,510,2,1516,34,1,200,1,101
2,5,510,2,1516,36,1,240,1,101
2,5,510,2,1516,42,1,130,1,7
2,5,510,2,1516,43,1,300,1,7
2,5,510,2,1516,50,1,200,6,103
2,5,510,2,1516,52,1,240,6,103
2,5,510,2,1516,70,1,200,1,6
2,5,510,2,1516,72,1,280,1,101
2,5,510,2,1516,74,1,150,500,101
2,5,510,2,1516,76,1,240,1,7
2,5,510,2,1516,80,1,600,1,101
2,5,510,2,1516,84,1,10,1,105
2,5,510,2,1516,90,1,560,1,101
2,5,510,2,1516,93,1,480,1,101
2,5,510,2,1516,100,1,500,1,101
2,5,510,2,1516,130,1,300,1,6
2,5,510,2,1516,140,1,100,1,6
2,5,510,2,1516,151,1,5,1,105
2,5,510,2,1516,152,1,100,1,105
2,5,510,2,1516,153,1,60,1,105
2,5,513,2,348,10,1,40,1,6
2,5,513,2,348,11,1,40,1,6
2,5,513,2,348,12,1,50,1,6
2,5,513,2,348,13,1,150,1,6
2,5,513,2,348,15,1,200,1,101
2,5,513,2,348,30,1,150,1,101
2,5,513,2,348,34,1,200,1,101
2,5,513,2,348,36,1,100,1,101
2,5,513,2,348,42,1,80,1,6
2,5,513,2,348,43,1,170,1,6
2,5,513,2,348,50,1,250,1,103
2,5,513,2,348,52,1,250,1,103
2,5,513,2,348,70,1,60,1,101
2,5,513,2,348,72,1,50,1,101
2,5,513,2,348,74,1,300,1,101
2,5,513,2,348,75,1,400,1,101
2,5,513,2,348,76,1,50,1,101
2,5,513,2,348,77,1,40,1,101
2,5,513,2,348,80,1,500,1,101
2,5,513,2,348,81,1,800,2,101
2,5,513,2,348,82,1,500,1,101
2,5,513,2,348,84,1,10,1,105
2,5,513,2,348,85,1,10,1,105
2,5,513,2,348,91,1,650,1,101
2,5,513,2,348,93,1,650,1,101
2,5,513,2,348,100,1,300,1,101
2,5,513,2,348,102,1,500,1,101
2,5,513,2,348,103,1,450,1,101
2,5,513,2,348,110,1,200,4,103
2,5,513,2,348,130,1,320,1,6
2,5,513,2,348,140,1,50,1,101
2,5,514,2,710,10,1,50,1,6
2,5,514,2,710,11,1,50,1,6
2,5,514,2,710,13,1,190,1,6
2,5,514,2,710,14,1,250,1,6
2,5,514,2,710,15,1,120,1,105
2,5,514,2,710,30,1,200,1,101
2,5,514,2,710,31,1,,,
2,5,514,2,710,32,1,200,1,6
2,5,514,2,710,37,1,400,1,101
2,5,514,2,710,42,1,170,1,6
2,5,514,2,710,43,1,200,1,6
2,5,514,2,710,50,1,250,75,103
2,5,514,2,710,52,1,220,75,103
2,5,514,2,710,70,1,200,1,101
2,5,514,2,710,72,1,100,1,101
2,5,514,2,710,76,1,150,1,6
2,5,514,2,710,80,1,500,1,101
2,5,514,2,710,84,1,20,1,101
2,5,514,2,710,90,1,800,1,101
2,5,514,2,710,93,1,800,1,101
2,5,514,2,710,100,1,500,1,101
2,5,514,2,710,111,1,420,1,102
2,5,514,2,710,130,1,300,1,6
2,5,514,2,710,132,1,500,75,103
2,5,514,2,710,140,1,100,1,6
2,5,514,2,710,151,1,5,1,105
2,5,514,2,710,153,1,50,75,103
2,5,514,1,2036,10,1,55,1,6
2,5,514,1,2036,11,1,60,1,6
2,5,514,1,2036,12,1,70,1,6
2,5,514,1,2036,13,1,180,1,6
2,5,514,1,2036,14,1,250,1,6
2,5,514,1,2036,15,1,120,1,105
2,5,514,1,2036,19,1,400,1,6
2,5,514,1,2036,30,1,100,1,101
2,5,514,1,2036,31,1,250,1,101
2,5,514,1,2036,32,1,120,1,6
2,5,514,1,2036,33,1,120,1,6
2,5,514,1,2036,36,1,100,1,6
2,5,514,1,2036,37,1,200,1,6
2,5,514,1,2036,40,1,100,1,6
2,5,514,1,2036,42,1,130,1,6
2,5,514,1,2036,43,1,160,1,6
2,5,514,1,2036,50,1,180,75,103
2,5,514,1,2036,52,1,230,75,103
2,5,514,1,2036,60,1,100,1,101
2,5,514,1,2036,61,1,100,1,101
2,5,514,1,2036,64,1,140,1,101
2,5,514,1,2036,70,1,100,1,101
2,5,514,1,2036,72,1,80,1,101
2,5,514,1,2036,73,1,50,1,101
2,5,514,1,2036,74,1,140,1,101
2,5,514,1,2036,76,1,150,1,6
2,5,514,1,2036,80,1,400,1,101
2,5,514,1,2036,81,1,800,1,101
2,5,514,1,2036,83,1,30,1,105
2,5,514,1,2036,84,1,15,1,105
2,5,514,1,2036,90,1,750,1,101
2,5,514,1,2036,93,1,800,1,101
2,5,514,1,2036,100,1,1000,1,101
2,5,514,1,2036,101,1,1200,1,101
2,5,514,1,2036,111,1,420,1,105
2,5,514,1,2036,112,1,450,1,105
2,5,514,1,2036,113,1,500,1,105
2,5,514,1,2036,130,1,350,1,6
2,5,514,1,2036,140,1,120,1,6
2,5,514,1,2036,150,1,35,1,103
2,5,514,1,2036,151,1,5,1,105
2,5,514,1,2036,152,1,110,1,105
2,5,514,1,2036,153,1,50,1,105
2,5,514,1,2036,154,1,280,1,103
2,5,515,2,18,10,1,70,6,7
2,5,515,2,18,11,1,30,1,6
2,5,515,2,18,12,1,50,1,6
2,5,515,2,18,13,1,150,1,6
2,5,515,2,18,14,,,,
2,5,515,2,18,15,1,100,500,102
2,5,515,2,18,30,1,100,1,101
2,5,515,2,18,42,1,150,1,6
2,5,515,2,18,43,1,200,1,6
2,5,515,2,18,50,1,120,75,103
2,5,515,2,18,52,1,140,75,103
2,5,515,2,18,70,1,240,1,6
2,5,515,2,18,72,1,400,1,101
2,5,515,2,18,76,1,200,1,6
2,5,515,2,18,80,1,500,1,101
2,5,515,2,18,81,1,600,1,101
2,5,515,2,18,84,1,11,1,1
2,5,515,2,18,93,1,700,1,101
2,5,515,2,18,100,1,250,1,101
2,5,515,2,18,103,1,320,1,6
2,5,515,2,18,132,1,300,1,5
2,5,515,2,18,140,1,140,1,6
2,5,515,2,18,153,1,60,35,
2,5,516,2,942,10,1,80,1,7
2,5,516,2,942,11,1,80,1,7
2,5,516,2,942,12,1,100,1,7
2,5,516,2,942,13,1,360,1,7
2,5,516,2,942,14,1,500,1,7
2,5,516,2,942,15,1,100,1,102
2,5,516,2,942,30,1,200,1,101
2,5,516,2,942,32,1,240,1,7
2,5,516,2,942,33,1,250,1,101
2,5,516,2,942,40,1,300,1,7
2,5,516,2,942,42,1,250,1,7
2,5,516,2,942,43,1,300,1,7
2,5,516,2,942,50,1,140,1,103
2,5,516,2,942,52,1,240,1,103
2,5,516,2,942,70,1,400,1,7
2,5,516,2,942,72,1,200,1,101
2,5,516,2,942,74,1,200,5,101
2,5,516,2,942,76,1,400,1,7
2,5,516,2,942,80,1,400,1,101
2,5,516,2,942,81,1,600,1,101
2,5,516,2,942,84,1,10,1,105
2,5,516,2,942,90,1,500,1,101
2,5,516,2,942,93,1,450,1,101
2,5,516,2,942,100,1,600,1,101
2,5,516,2,942,130,1,600,1,7
2,5,516,2,942,140,1,240,1,7
2,5,516,2,942,151,1,5,1,105
2,5,516,2,942,152,1,100,1,105
2,5,516,2,942,153,1,60,1,105
2,5,518,2,1304,10,1,5500,1,13
2,5,518,2,1304,11,1,5000,1,13
2,5,518,2,1304,12,1,6500,1,13
2,5,518,2,1304,13,1,17000,100,13
2,5,518,2,1304,14,1,250,1,6
2,5,518,2,1304,15,1,120,1,6
2,5,518,2,1304,20,1,140,1,6
2,5,518,2,1304,30,1,50,3,51
2,5,518,2,1304,32,1,100,1,6
2,5,518,2,1304,36,1,5,3,51
2,5,518,2,1304,40,1,60,1,6
2,5,518,2,1304,42,1,10000,1,13
2,5,518,2,1304,43,1,180,1,6
2,5,518,2,1304,44,1,80,1,6
2,5,518,2,1304,50,1,5000,1,92
2,5,518,2,1304,52,1,7200,1,92
2,5,518,2,1304,70,1,600,30,22
2,5,518,2,1304,74,1,700,50,23
2,5,518,2,1304,76,1,1000,50,23
2,5,518,2,1304,130,1,300,2,6
2,5,518,2,1304,151,1,5,1,6
2,5,518,2,1588,10,1,4500,1,13
2,5,518,2,1588,11,1,4500,1,13
2,5,518,2,1588,12,1,4500,1,13
2,5,518,2,1588,13,1,180,1,6
2,5,518,2,1588,14,1,240,1,6
2,5,518,2,1588,15,1,100,500,102
2,5,518,2,1588,30,1,3000,1,13
2,5,518,2,1588,32,1,120,1,6
2,5,518,2,1588,34,1,4000,1,13
2,5,518,2,1588,36,1,1500,1,13
2,5,518,2,1588,40,1,70,1,6
2,5,518,2,1588,42,1,120,1,6
2,5,518,2,1588,43,1,150,1,6
2,5,518,2,1588,50,1,200,1,104
2,5,518,2,1588,52,1,240,1,104
2,5,518,2,1588,60,1,200,1,41
2,5,518,2,1588,70,1,600,1,31
2,5,518,2,1588,72,1,2000,1,31
2,5,518,2,1588,74,1,550,1,31
2,5,518,2,1588,75,1,50,1,6
2,5,518,2,1588,76,1,1000,1,31
2,5,518,2,1588,80,1,500,1,101
2,5,518,2,1588,81,1,600,1,101
2,5,518,2,1588,84,1,5,1,105
2,5,518,2,1588,90,1,700,1,101
2,5,518,2,1588,91,1,800,1,101
2,5,518,2,1588,93,1,800,1,101
2,5,518,2,1588,100,1,1000,1,31
2,5,518,2,1588,101,1,350,1,101
2,5,518,2,1588,102,1,1000,1,101
2,5,518,2,1588,103,1,250,1,6
2,5,518,2,1588,110,1,150,1,103
2,5,518,2,1588,113,1,100,1,103
2,5,518,2,1588,122,1,125,25,105
2,5,518,2,1588,130,1,300,1,6
2,5,518,2,1588,132,1,5000,4,103
2,5,518,2,1588,140,1,10,1,101
2,5,518,2,1588,151,1,5,1,103
2,5,518,2,1588,152,1,100,1,103
2,5,518,2,1588,153,1,50,1,103
2,5,520,2,1756,11,1,70,1,7
2,5,520,2,1756,13,1,250,1,7
2,5,520,2,1756,14,1,500,1,7
2,5,520,2,1756,15,1,120,500,101
2,5,520,2,1756,32,1,300,1,7
2,5,520,2,1756,33,1,300,1,7
2,5,520,2,1756,42,1,250,1,7
2,5,520,2,1756,43,1,350,1,7
2,5,520,2,1756,50,1,250,75,103
2,5,520,2,1756,52,1,250,75,103
2,5,520,2,1756,70,1,600,1,7
2,5,520,2,1756,72,1,140,1,101
2,5,520,2,1756,73,1,50,1,101
2,5,520,2,1756,74,1,80,1,101
2,5,520,2,1756,80,1,400,2,101
2,5,520,2,1756,84,1,10,1,105
2,5,520,2,1756,90,1,500,1,101
2,5,520,2,1756,93,1,600,1,101
2,5,520,2,1756,100,1,400,1,101
2,5,520,2,1756,130,1,300,1,6
2,5,520,2,1756,140,1,130,1,6
2,5,520,2,1756,151,1,5,1,105
2,5,520,2,1756,153,1,60,1,105
2,8,802,2,1152,10,1,130,1,7
2,8,802,2,1152,12,1,140,1,7
2,8,802,2,1152,15,1,120,1,105
2,8,802,2,1152,16,1,300,1,
2,8,802,2,1152,30,1,100,1,101
2,8,802,2,1152,41,1,300,1,7
