"zone","state","lga","sector","ea","activity_cd","sc3bq2c","sc3bq3","sc3bq4","sc3bq5","sc3bq6","sc3bq7","sc3bq8","sc3bq9","sc3bq10","sc3bq11","sc3bq12"
3,36,3610,2,1826,5,1080,1,3,1,300,2,,2,,2,
3,36,3612,1,1474,6,1010,1,3,1,250,2,,1,50,2,
3,36,3612,1,1474,5,1070,1,3,1,250,2,,1,50,2,
3,36,3612,1,1474,8,,1,3,1,300,2,,2,,2,
3,36,3612,1,1474,2,1070,1,3,1,200,2,,1,70,2,
3,36,3612,1,1474,1,1100,1,3,1,200,2,,1,50,2,
3,36,3612,1,1474,7,,1,3,1,200,2,,1,50,2,
3,36,3612,1,1474,3,1010,1,3,1,200,2,,1,100,2,
3,36,3612,1,1474,4,1100,1,3,1,250,2,,1,50,2,
3,36,3613,2,1066,8,,1,3,1,300,2,,2,,2,
3,36,3613,2,1066,6,1070,1,3,1,150,2,,2,,2,
3,36,3613,2,1066,4,1060,1,3,1,150,2,,2,,2,
3,36,3613,2,1066,2,1050,1,3,1,200,1,200,2,,2,
3,36,3613,2,1066,3,1070,1,3,1,200,2,,2,,2,
3,36,3613,2,1066,1,1060,1,3,1,200,1,200,1,50,2,
3,36,3613,2,1066,7,,1,3,1,100,2,,2,,2,
3,36,3613,2,1066,5,1050,1,3,1,150,2,,2,,2,
4,1,102,1,536,3,1080,1,3,1,2500,2,,2,,,
4,1,102,1,536,6,1080,1,,2,,1,2000,2,,,
4,1,102,1,536,4,1020,1,,2,,1,2000,2,,,
4,1,102,1,536,2,1120,1,3,1,2500,2,,2,,,
4,1,102,1,536,5,1120,1,,2,,1,2000,2,,,
4,1,102,1,1690,3,1120,1,3,1,2000,2,,2,,,
4,1,102,1,1690,1,1020,1,3,1,2000,2,,2,,,
4,1,102,1,1690,4,1020,1,,2,,1,1500,2,,,
4,1,102,1,1690,6,1120,1,,2,,1,1500,2,,,
4,1,102,1,1690,2,1080,1,3,1,2000,2,,2,,,
4,1,102,1,1690,8,,1,,2,,1,1500,2,,,
4,1,102,1,1690,7,,1,,2,,1,1500,2,,,
4,1,102,1,1690,5,1080,1,,2,,1,1500,2,,,
4,1,104,2,1364,1,1020,1,3,1,1000,2,,2,,,
4,1,104,2,1364,3,1120,1,3,1,1000,2,,2,,,
4,1,104,2,1364,5,1080,1,3,1,1000,1,700,2,,,
4,1,104,2,1364,2,1080,1,3,1,1000,2,,2,,,
4,1,104,2,1364,4,1020,1,3,1,1000,1,700,2,,,
4,1,104,2,1364,6,1120,1,3,1,1000,1,700,2,,,
4,1,105,2,638,2,1080,1,3,1,800,2,,2,,,
4,1,105,2,638,4,1020,1,,2,,1,700,2,,,
4,1,105,2,638,6,1120,,,,,,,,,,
4,1,105,2,638,8,,1,,2,,1,700,2,,,
4,1,105,2,638,5,1080,1,,2,,1,700,2,,,
4,1,105,2,638,3,1120,1,3,1,800,2,,2,,,
4,1,105,2,638,1,1020,1,3,1,800,2,,2,,,
4,1,105,2,638,7,,1,,2,,1,700,2,,,
4,1,106,2,880,4,1020,1,,2,,1,600,2,,,
4,1,106,2,880,2,1120,1,3,1,900,2,,2,,,
4,1,106,2,880,3,1080,1,3,1,900,2,,2,,,
4,1,106,2,880,6,1080,1,,2,,1,600,2,,,
4,1,106,2,880,5,1120,1,,2,,1,600,2,,,
4,1,106,2,880,7,,1,3,1,900,1,600,2,,,
4,1,106,2,880,1,1020,1,3,1,900,2,,2,,,
4,1,106,2,880,8,,1,,2,,1,600,2,,,
4,1,107,2,1044,5,1080,1,,2,,1,1000,2,,,
4,1,107,2,1044,8,,1,,2,,1,1000,2,,,
4,1,107,2,1044,1,1020,1,3,1,1300,2,,2,,,
4,1,107,2,1044,4,1020,1,,2,,1,1000,2,,,
4,1,107,2,1044,7,,1,,2,,1,500,2,,,
4,1,107,2,1044,6,1120,1,,2,,1,1000,2,,,
4,1,107,2,1044,2,1120,1,3,1,1300,2,,2,,,
4,1,107,2,1044,3,1080,1,3,1,1300,2,,2,,,
4,1,108,2,904,5,1080,1,3,1,1000,1,700,2,,,
4,1,108,2,904,6,1120,1,3,1,1000,1,700,2,,,
4,1,108,2,904,8,,1,,2,,1,700,2,,,
4,1,108,2,904,3,1120,1,3,1,1000,2,,2,,,
4,1,108,2,904,4,1020,1,3,1,1000,1,700,2,,,
4,1,108,2,904,2,1080,1,3,1,1000,2,,2,,,
4,1,108,2,904,1,1020,1,3,1,1000,2,,2,,,
4,1,108,2,904,7,,2,,,,,,,,,
4,1,110,2,76,2,1080,1,3,1,700,1,500,2,,,
4,1,110,2,76,3,1120,1,3,1,700,1,500,2,,,
4,1,110,2,76,6,1120,1,3,1,700,1,500,2,,,
4,1,110,2,76,1,1020,1,3,1,700,1,500,2,,,
4,1,110,2,76,8,,1,,2,,1,500,2,,,
4,1,110,2,76,7,,2,,,,,,,,,
4,1,110,2,76,5,1080,1,3,1,700,1,500,2,,,
4,1,110,2,76,4,1020,1,3,1,700,1,500,2,,,
4,1,111,1,1146,3,1080,1,3,1,2000,2,,2,,,
4,1,111,1,1146,4,1020,1,,2,,1,1500,2,,,
4,1,111,1,1146,6,1080,1,,2,,1,1500,2,,,
4,1,111,1,1146,7,,1,,2,,1,1000,2,,,
4,1,111,1,1146,1,1020,1,3,1,2000,2,,2,,,
4,1,111,1,1146,5,1120,1,,2,,1,1500,2,,,
4,1,111,1,1146,8,,1,,2,,1,1500,2,,,
4,1,111,1,1146,2,1120,1,3,1,2000,2,,2,,,
4,1,115,1,670,3,1120,1,3,1,1000,2,,2,,,
4,1,115,1,670,5,1080,1,3,1,1000,1,700,2,,,
4,1,115,1,670,1,1020,1,3,1,1000,2,,2,,,
4,1,115,1,670,6,1120,1,3,1,1000,1,700,2,,,
4,1,115,1,670,8,,1,,2,,1,700,2,,,
4,1,115,1,670,4,1020,1,3,1,1000,1,700,2,,,
4,1,115,1,670,7,,1,,2,,1,700,2,,,
4,1,115,1,670,2,1080,1,3,1,1000,2,,2,,,
4,1,117,2,560,5,1020,1,3,1,1300,1,1000,2,,,
4,1,117,2,560,3,1120,1,3,1,1300,1,1000,2,,,
4,1,117,2,560,1,1020,1,3,1,1300,1,1000,2,,,
4,1,117,2,560,6,1080,1,3,1,1300,1,1000,2,,,
4,1,117,2,560,4,1120,1,3,1,1300,1,1000,2,,,
4,1,117,2,560,7,,1,3,1,1300,1,1000,2,,,
4,1,117,2,560,2,1080,1,3,1,1300,1,1000,2,,,
4,1,117,2,560,8,,1,3,1,1300,1,1000,2,,,
4,4,401,1,738,5,1020,1,3,1,1800,1,1800,2,,,
4,4,401,1,738,1,1120,1,3,1,1200,1,1200,2,,,
4,4,401,1,738,2,1020,1,3,1,1200,1,1200,2,,,
4,4,401,1,738,8,,1,3,1,800,1,800,2,,,
4,4,401,1,738,7,,2,,2,,2,,2,,,
4,4,401,1,738,4,1120,1,3,1,1800,1,1800,2,,,
4,4,401,1,738,6,1080,1,3,1,1800,1,1800,2,,,
4,4,401,1,738,3,1080,1,3,1,1200,1,1200,2,,,
4,4,401,1,1460,8,,2,,2,,2,,2,,,
4,4,401,1,1460,5,1020,1,3,1,2000,1,2000,2,,,
4,4,401,1,1460,3,1080,1,3,1,1500,1,1500,2,,,
4,4,401,1,1460,4,1120,1,3,1,2000,1,2000,2,,,
4,4,401,1,1460,7,,2,,2,,2,,2,,,
4,4,401,1,1460,6,1080,1,3,1,2000,1,2000,2,,,
4,4,401,1,1460,1,1120,1,3,1,1500,1,1500,2,,,
4,4,401,1,1460,2,1020,1,3,1,1500,1,1500,2,,,
4,4,401,2,2106,4,1120,1,3,1,1800,1,1800,2,,,
4,4,401,2,2106,2,1020,1,3,1,1200,1,1200,2,,,
4,4,401,2,2106,7,,2,,2,,2,,2,,,
4,4,401,2,2106,1,1120,1,3,1,1200,1,1200,2,,,
4,4,401,2,2106,3,1080,1,3,1,1200,1,1200,2,,,
4,4,401,2,2106,8,,1,3,1,800,1,800,2,,,
4,4,401,2,2106,5,1020,1,3,1,1800,1,1800,2,,,
4,4,401,2,2106,6,1080,2,,2,,2,,2,,,
4,4,402,2,1080,6,1020,1,3,1,1000,1,1000,2,,,
4,4,402,2,1080,5,1120,1,3,1,1000,1,1000,2,,,
4,4,402,2,1080,7,,2,,2,,2,,2,,,
4,4,402,2,1080,8,,1,3,1,1000,1,1000,2,,,
4,4,402,2,1080,1,1120,1,3,1,1000,1,1000,2,,,
4,4,402,2,1080,2,1020,1,3,1,1000,1,1000,2,,,
4,4,402,2,1080,4,1040,1,3,1,1000,1,1000,2,,,
4,4,402,2,1080,3,1080,1,3,1,1000,1,1000,2,,,
4,4,403,2,836,4,1120,1,3,1,900,1,900,2,,,
4,4,403,2,836,5,1020,1,3,1,900,1,900,2,,,
4,4,403,2,836,2,1020,1,3,1,900,1,900,2,,,
4,4,403,2,836,8,,1,3,1,900,1,900,2,,,
4,4,403,2,836,6,1080,1,3,1,900,1,900,2,,,
4,4,403,2,836,7,,2,,2,,2,,2,,,
4,4,403,2,836,1,1120,1,3,1,900,1,900,2,,,
4,4,403,2,836,3,1040,1,3,1,900,1,900,2,,,
4,4,405,2,484,1,1120,1,3,1,1000,1,1000,2,,,
4,4,405,2,484,6,1080,1,3,1,,1,1500,2,,,
4,4,405,2,484,4,1120,1,3,1,,1,1500,2,,,
4,4,405,2,484,8,,2,,2,,2,,2,,,
4,4,405,2,484,5,1020,1,3,1,,1,1500,2,,,
4,4,405,2,484,2,1020,1,3,1,,1,1000,2,,,
4,4,405,2,484,3,1080,1,3,1,,1,1000,2,,,
4,4,405,2,484,7,,2,,2,,2,,2,,,
4,4,405,2,722,4,1120,1,3,1,2500,1,2500,2,,,
4,4,405,2,722,6,1080,1,3,1,3000,1,3000,2,,,
4,4,405,2,722,1,1120,1,3,1,1500,1,1500,2,,,
4,4,405,2,722,5,1020,1,3,1,2800,1,2800,2,,,
4,4,405,2,722,3,1080,1,3,1,2000,1,2000,2,,,
4,4,405,2,722,7,,2,,2,,2,,2,,,
4,4,405,2,722,2,1020,1,3,1,1500,1,1500,2,,,
4,4,405,2,722,8,,1,3,1,800,1,800,2,,,
4,4,407,2,796,3,1020,1,3,1,1000,1,1000,2,,,
4,4,407,2,796,4,1110,1,3,1,1500,1,1500,2,,,
4,4,407,2,796,2,1120,1,3,1,1000,1,1000,2,,,
4,4,407,2,796,5,1120,1,3,1,1500,1,1500,2,,,
4,4,407,2,796,8,,1,3,1,800,1,800,2,,,
4,4,407,2,796,7,,1,3,1,800,1,800,2,,,
4,4,407,2,796,1,1110,1,3,1,1000,1,1000,2,,,
4,4,407,2,796,6,1020,1,3,1,1500,1,1500,2,,,
4,4,410,1,3192,5,1020,1,3,1,1500,1,1500,2,,,
4,4,410,1,3192,1,1120,1,3,1,1000,1,1000,2,,,
4,4,410,1,3192,2,1020,1,3,1,1000,1,1000,2,,,
4,4,410,1,3192,6,1080,1,3,1,1500,1,1500,2,,,
4,4,410,1,3192,3,1080,1,3,1,1000,1,1000,2,,,
4,4,410,1,3192,4,1120,1,3,1,1500,1,1500,2,,,
4,4,410,1,3192,7,,2,,2,,2,,2,,,
4,4,410,1,3192,8,,1,3,1,700,1,700,2,,,
4,4,410,1,3414,3,1080,1,3,1,1500,1,1500,2,,,
4,4,410,1,3414,6,1080,1,3,1,2000,1,2000,2,,,
4,4,410,1,3414,1,1120,1,3,1,1500,1,1500,2,,,
4,4,410,1,3414,5,1020,1,3,1,2000,1,2000,2,,,
4,4,410,1,3414,4,1120,1,3,1,2000,1,2000,2,,,
4,4,410,1,3414,7,,2,,2,,2,,2,,,
4,4,410,1,3414,2,1020,1,3,1,1500,1,1500,2,,,
4,4,410,1,3414,8,,1,3,1,900,1,2000,2,,,
4,4,410,2,4036,2,1020,1,3,1,1500,1,1500,2,,,
4,4,410,2,4036,4,1120,1,2,1,1500,1,1500,2,,,
4,4,410,2,4036,5,1020,1,2,1,1500,1,1500,2,,,
4,4,410,2,4036,7,,2,,,,,,,,,
4,4,410,2,4036,3,1080,1,3,1,1500,1,1500,2,,,
4,4,410,2,4036,1,1120,1,3,1,1500,1,1500,2,,,
4,4,410,2,4036,8,,1,2,1,1200,1,1200,2,,,
4,4,410,2,4036,6,1080,1,2,1,1500,1,1500,2,,,
4,4,411,1,1486,3,1080,1,2,1,1500,1,1500,2,,,1500
4,4,411,1,1486,6,1080,1,2,1,1500,1,1500,2,,,1500
4,4,411,1,1486,7,,2,,,,,,,,,
4,4,411,1,1486,8,,1,2,1,900,1,900,2,,,1500
4,4,411,1,1486,1,1120,1,2,1,1500,1,1500,2,,,1500
4,4,411,1,1486,4,1120,1,2,1,1500,1,1500,2,,,1500
4,4,411,1,1486,5,1020,1,2,1,1500,1,1500,2,,,1500
4,4,411,1,1486,2,1020,1,2,1,1500,1,1500,2,,,1500
4,4,412,2,1606,6,1080,1,3,1,1200,1,1200,2,,,
4,4,412,2,1606,3,1040,1,3,1,1200,1,1200,2,,,
4,4,412,2,1606,2,1020,1,3,1,1200,1,1200,2,,,
4,4,412,2,1606,8,,1,3,1,1200,1,1200,2,,,
4,4,412,2,1606,4,1120,1,3,1,1200,1,1200,2,,,
4,4,412,2,1606,5,1020,1,3,1,1200,1,1200,2,,,
4,4,412,2,1606,1,1120,1,3,1,1200,1,1200,2,,,
4,4,412,2,1606,7,,2,,2,,2,,2,,,
4,4,412,2,2592,6,1080,1,3,1,1300,1,1300,2,,,
4,4,412,2,2592,2,1020,1,2,1,1300,1,1300,2,,,
4,4,412,2,2592,7,,2,,2,,2,,2,,,
4,4,412,2,2592,8,,1,3,1,700,1,700,2,,,
4,4,412,2,2592,1,1120,1,3,1,1300,1,1200,2,,,
4,4,412,2,2592,3,1040,1,2,1,1300,1,1200,2,,,
4,4,412,2,2592,4,1120,1,3,1,1300,1,1200,2,,,
4,4,412,2,2592,5,1020,1,3,1,1300,1,1300,2,,,
4,4,413,2,1540,1,1120,1,3,1,2000,1,2000,2,,,
4,4,413,2,1540,8,,2,,2,,2,,2,,,
4,4,413,2,1540,6,1080,1,3,1,2500,1,2500,2,,,
4,4,413,2,1540,3,1080,1,3,1,2000,1,2000,2,,,
4,4,413,2,1540,7,,2,,2,,2,,2,,,
4,4,413,2,1540,4,1120,1,3,1,2500,1,2500,2,,,
4,4,413,2,1540,2,1020,1,3,1,2000,1,2000,2,,,
4,4,413,2,1540,5,1020,1,3,1,2500,1,2500,2,,,
4,4,414,1,2176,2,1020,1,2,1,1700,1,1700,2,,,
4,4,414,1,2176,7,,2,,2,,2,,2,,,
4,4,414,1,2176,3,1080,1,2,1,1700,1,1700,2,,,
4,4,414,1,2176,6,1080,1,2,1,1500,1,1500,2,,,
4,4,414,1,2176,8,,1,2,1,1200,1,1200,2,,,
4,4,414,1,2176,1,1120,1,2,1,1700,1,1700,2,,,
4,4,414,1,2176,5,1020,1,2,1,1500,1,1500,2,,,
4,4,414,1,2176,4,1120,1,2,1,2000,1,2000,2,,,
4,4,415,1,2108,1,1120,1,3,1,1200,1,1200,2,,,
4,4,415,1,2108,7,,2,,2,,2,,2,,,
4,4,415,1,2108,4,1120,1,3,1,1200,1,1300,2,,,
4,4,415,1,2108,5,1020,1,3,1,1200,1,1300,2,,,
4,4,415,1,2108,8,,1,3,1,900,1,900,2,,,
4,4,415,1,2108,3,1080,1,3,1,1200,1,1300,2,,,
4,4,415,1,2108,2,1020,1,3,1,1200,1,1300,2,,,
4,4,415,1,2108,6,1080,1,3,1,1200,1,1300,2,,,
4,4,416,1,616,3,,,,,,,,,,,
4,4,416,1,616,4,,,,,,,,,,,
4,4,416,1,616,1,1120,1,3,1,2000,1,2000,2,,,
4,4,416,1,616,7,,2,,2,,2,,2,,,
4,4,416,1,616,8,,2,,2,,2,,2,,,
4,4,416,1,616,6,1020,1,3,1,2500,1,2500,2,,,
4,4,416,1,616,2,1020,1,3,1,2000,1,2000,2,,,
4,4,416,1,616,5,1120,1,3,1,2500,1,2500,2,,,
4,4,417,1,678,6,,2,,2,,2,,2,,,
4,4,417,1,678,7,,2,,2,,2,,2,,,
4,4,417,1,678,5,1020,1,3,1,2500,1,2500,2,,,
4,4,417,1,678,4,1120,1,3,1,2500,1,2500,2,,,
4,4,417,1,678,2,1020,1,3,1,2000,1,2000,2,,,
4,4,417,1,678,3,1040,1,3,1,2000,1,2000,2,,,
4,4,417,1,678,1,1120,1,3,1,2000,1,2000,2,,,
4,4,418,1,44,5,1020,1,3,1,2500,1,2500,2,,,
4,4,418,1,44,1,1120,1,3,1,2000,1,2000,2,,,
4,4,418,1,44,2,1020,1,3,1,2000,1,2000,2,,,
4,4,418,1,44,3,1080,1,3,1,1500,1,1500,2,,,
4,4,418,1,44,7,,2,,2,,2,,2,,,
4,4,418,1,44,4,1120,1,3,1,2000,1,2500,2,,,
4,4,418,1,44,8,,2,,2,,2,,2,,,
4,4,419,2,296,5,1020,1,3,1,1500,2,,2,,,
4,4,419,2,296,8,,1,3,1,1000,1,1000,2,,,
4,4,419,2,296,4,1120,1,3,1,1500,2,,2,,,
4,4,419,2,296,1,1120,1,3,1,1000,1,1000,2,,,
4,4,419,2,296,6,1080,1,3,1,1500,2,,2,,,
4,4,419,2,296,7,,2,,2,,2,,2,,,
4,4,419,2,296,3,1080,1,3,1,1000,1,1000,2,,,
4,4,419,2,296,2,1020,1,3,1,1000,1,1000,2,,,
4,4,421,1,800,5,1020,1,2,1,2000,1,2000,2,,,
4,4,421,1,800,1,1120,1,2,1,1500,1,1500,2,,,
4,4,421,1,800,3,1080,1,2,1,1500,1,1500,2,,,
4,4,421,1,800,8,,1,2,1,900,1,900,2,,,
4,4,421,1,800,2,1020,1,2,1,1500,1,1500,2,,,
4,4,421,1,800,4,1120,1,2,1,2000,1,2000,2,,,
4,4,421,1,800,6,1080,1,2,1,2000,1,2000,2,,,
4,4,421,1,800,7,,2,,2,,2,,2,,,
4,11,1101,2,154,8,,1,3,1,600,1,500,1,400,1,6000
4,11,1101,2,154,5,1040,1,3,1,800,1,700,1,300,1,7000
4,11,1101,2,154,6,2120,1,3,1,700,1,500,1,300,1,7000
4,11,1101,2,154,2,1020,1,3,1,1000,1,800,1,500,1,9000
4,11,1101,2,154,1,1120,1,3,1,1000,1,800,1,500,1,95000
4,11,1101,2,154,3,1080,1,3,1,900,1,700,1,400,1,8000
4,11,1101,2,154,4,1110,1,3,1,1000,1,800,1,400,1,8000
4,11,1101,2,154,7,,1,3,1,600,1,500,1,400,1,6000
4,11,1102,2,936,4,1040,1,1,1,900,1,800,1,600,1,8000
4,11,1102,2,936,2,1020,1,1,1,1200,1,1100,1,700,1,10000
4,11,1102,2,936,3,1080,1,1,1,900,1,800,1,600,1,9000
4,11,1102,2,936,8,,1,1,1,800,1,700,1,500,1,6000
4,11,1102,2,936,5,1110,1,1,1,1200,1,1100,1,700,1,8000
4,11,1102,2,936,6,2120,1,1,1,800,1,700,1,500,1,7000
4,11,1102,2,936,1,1120,1,1,1,1200,1,1100,1,700,1,10000
4,11,1104,2,434,7,,1,3,1,700,1,600,1,500,1,5000
4,11,1104,2,434,3,1020,1,3,1,1100,1,800,1,600,1,6000
4,11,1104,2,434,8,,1,3,1,700,1,600,1,500,1,5000
4,11,1104,2,434,6,1040,1,3,1,800,1,700,1,600,1,6000
4,11,1104,2,434,2,1080,1,3,1,1100,1,970,1,600,1,6000
4,11,1104,2,434,1,1120,1,3,1,1200,1,1000,1,700,1,7000
4,11,1104,2,434,5,1110,1,3,1,1000,1,910,1,700,1,6000
4,11,1104,2,434,4,2170,1,3,1,900,1,800,1,560,1,6400
4,11,1105,2,100,5,1110,1,3,1,1300,1,800,1,620,1,6000
4,11,1105,2,100,8,,1,3,1,650,1,600,1,500,1,5000
4,11,1105,2,100,4,1040,1,3,1,900,1,800,1,610,1,6000
4,11,1105,2,100,2,1080,1,3,1,1100,1,950,1,600,1,7000
4,11,1105,2,100,1,1120,1,3,1,1200,1,1100,1,700,1,7000
4,11,1105,2,100,7,,1,3,1,700,1,700,1,500,1,5000
4,11,1105,2,100,3,1020,1,3,1,1200,1,900,1,600,1,6500
4,11,1105,2,100,6,2120,1,3,1,900,1,700,1,600,1,6000
4,11,1106,2,446,3,1020,1,3,1,1200,1,870,1,650,1,6500
4,11,1106,2,446,6,2120,1,3,1,900,1,700,1,700,1,6000
4,11,1106,2,446,4,1040,1,3,1,950,1,800,1,600,1,6000
4,11,1106,2,446,2,1080,1,3,1,1200,1,960,1,660,1,6900
4,11,1106,2,446,1,1120,1,3,1,1300,1,1000,1,780,1,7600
4,11,1106,2,446,8,,1,3,1,750,1,650,1,450,1,5000
4,11,1106,2,446,5,1110,1,3,1,1100,1,900,1,600,1,6000
4,11,1106,2,446,7,,1,3,1,700,1,650,1,500,1,5100
4,11,1107,2,1034,8,,1,3,1,800,1,600,1,400,1,4000
4,11,1107,2,1034,3,1080,1,3,1,900,1,800,1,400,1,6000
4,11,1107,2,1034,1,1120,1,3,1,1100,1,900,1,500,1,7000
4,11,1107,2,1034,4,1040,1,3,1,1000,1,800,1,400,1,6000
4,11,1107,2,1034,6,2120,1,3,1,800,1,700,1,400,1,5000
4,11,1107,2,1034,2,1020,1,3,1,1000,1,800,1,400,1,6000
4,11,1107,2,1034,7,,1,3,1,700,1,600,1,400,1,4000
4,11,1107,2,1034,5,1110,1,3,1,1100,1,900,1,500,1,7000
4,11,1108,2,492,1,1120,1,3,1,1200,1,1000,1,700,1,7500
4,11,1108,2,492,6,2120,1,3,1,850,1,700,1,500,1,6000
4,11,1108,2,492,7,,1,3,1,700,1,600,1,450,1,5000
4,11,1108,2,492,8,,1,3,1,700,1,600,1,450,1,5000
4,11,1108,2,492,3,1020,1,3,1,1200,1,900,1,600,1,7000
4,11,1108,2,492,4,1040,1,3,1,900,1,800,1,600,1,6000
4,11,1108,2,492,5,1110,1,3,1,1200,1,900,1,700,1,7000
4,11,1108,2,492,2,1080,1,3,1,1100,1,950,1,600,1,7000
4,11,1109,2,672,6,1040,1,3,1,1200,1,1100,1,600,1,41500
4,11,1109,2,672,7,,1,3,1,900,1,900,1,500,1,4900
4,11,1109,2,672,1,1120,1,3,1,1400,1,1200,1,700,1,6000
4,11,1109,2,672,4,2170,1,3,1,1100,1,1100,1,560,1,4000
4,11,1109,2,672,5,1110,1,3,1,1200,1,1200,1,700,1,5500
4,11,1109,2,672,2,1080,1,3,1,1300,1,1100,1,600,1,5400
4,11,1109,2,672,3,1020,1,3,1,1200,1,1100,1,600,1,5000
4,11,1109,2,672,8,,1,3,1,900,1,800,1,500,1,4300
4,11,1110,2,714,1,1020,1,3,1,1200,1,1000,1,800,1,7000
4,11,1110,2,714,8,,1,3,1,800,1,700,1,400,1,4000
4,11,1110,2,714,2,1120,1,3,1,1200,1,1000,1,800,1,7000
4,11,1110,2,714,6,1110,1,3,1,1000,1,800,1,500,1,7000
4,11,1110,2,714,5,2120,1,3,1,900,1,700,1,500,1,5000
4,11,1110,2,714,4,1080,1,3,1,1000,1,800,1,600,1,5000
4,11,1110,2,714,3,1040,1,3,1,1000,1,800,1,600,1,6000
4,11,1110,2,714,7,,1,3,1,900,1,700,1,400,1,4000
4,11,1110,2,2752,4,1040,1,3,1,1000,1,900,1,700,1,7000
4,11,1110,2,2752,2,1020,1,3,1,1300,1,1000,1,800,1,8000
4,11,1110,2,2752,5,1110,1,3,1,1200,1,1000,1,900,1,9000
4,11,1110,2,2752,8,,1,3,1,1000,1,800,1,700,1,600
4,11,1110,2,2752,7,,1,3,1,1000,1,800,1,700,1,600
4,11,1110,2,2752,1,1120,1,3,1,1400,1,1000,1,800,1,8000
4,11,1110,2,2752,3,1080,1,3,1,1000,1,900,1,700,1,7000
4,11,1110,2,2752,6,2120,1,3,1,1000,1,900,1,800,1,600
4,11,1112,2,78,2,1020,1,3,1,1500,1,1200,1,800,1,9000
4,11,1112,2,78,5,2170,1,3,1,1400,1,1000,1,700,1,7000
4,11,1112,2,78,1,1120,1,3,1,1500,1,1200,1,900,1,10000
4,11,1112,2,78,7,,1,3,1,1200,1,900,1,700,1,6000
4,11,1112,2,78,4,1080,1,3,1,1500,1,1000,1,700,1,8000
4,11,1112,2,78,3,1040,1,3,1,1500,1,1100,1,700,1,9000
4,11,1112,2,78,6,1110,1,3,1,1600,1,1200,1,900,1,9000
4,11,1112,2,78,8,,1,3,1,1000,1,1000,1,800,1,5000
4,11,1112,2,1952,7,,1,1,1,1000,1,900,1,600,1,6500
4,11,1112,2,1952,2,1020,1,1,1,1300,1,1100,1,900,1,7500
4,11,1112,2,1952,1,1120,1,1,1,1400,1,1200,1,900,1,7500
4,11,1112,2,1952,8,,1,1,1,800,1,700,1,600,1,5500
4,11,1112,2,1952,5,1110,1,1,1,1500,1,1300,1,600,1,8000
4,11,1112,2,1952,6,2120,1,1,1,1200,1,1100,1,700,1,6000
4,11,1112,2,1952,3,1080,1,1,1,1300,1,1100,1,800,1,7500
4,11,1112,2,1952,4,1040,1,1,1,1400,1,1200,1,700,1,7000
4,11,1113,2,954,7,,1,3,1,600,1,700,1,400,1,4000
4,11,1113,2,954,6,2120,1,3,1,800,1,800,1,500,1,4500
4,11,1113,2,954,1,1120,1,3,1,1400,1,1300,1,700,1,6000
4,11,1113,2,954,8,,1,3,1,600,1,700,1,400,1,4500
4,11,1113,2,954,5,1110,1,3,1,1400,1,1100,1,700,1,5000
4,11,1113,2,954,4,1040,1,3,1,1100,1,1000,1,600,1,5000
4,11,1113,2,954,3,1080,1,3,1,1100,1,900,1,650,1,5000
4,11,1113,2,954,2,1020,1,3,1,1200,1,1100,1,700,1,6000
4,14,1401,2,1116,5,1020,1,1,1,1000,1,800,1,400,2,
4,14,1401,2,1116,8,,1,,2,,1,800,1,400,2,
4,14,1401,2,1116,6,1110,1,1,1,1000,1,800,1,4,2,
4,14,1401,2,1116,7,,1,,2,,1,800,1,400,2,
4,14,1401,2,1116,2,1020,1,1,1,1000,1,800,1,400,2,
4,14,1401,2,1116,1,1120,1,1,1,1000,1,800,1,400,2,
4,14,1401,2,1116,4,1120,1,1,1,1000,1,800,1,400,2,
4,14,1401,2,1116,3,1110,1,1,1,1000,1,800,1,400,2,
4,14,1403,1,34,4,1020,1,2,1,1500,1,800,2,,,
4,14,1403,1,34,2,1080,1,2,1,1500,1,800,2,,,
4,14,1403,1,34,3,1120,1,2,1,1500,1,800,2,,,
4,14,1403,1,34,7,,2,,2,,,,,,,
4,14,1403,1,34,5,1080,1,2,1,1500,1,800,2,,,
4,14,1403,1,34,8,,1,,2,,1,800,2,,,
4,14,1403,1,34,6,1120,1,2,1,1500,1,800,2,,,
4,14,1403,1,34,1,1020,1,2,1,1500,1,800,2,,,
4,14,1404,1,96,6,1040,1,,2,,1,1500,2,,,
4,14,1404,1,96,5,1020,1,,2,,1,1500,2,,,
4,14,1404,1,96,1,1120,1,1,1,1500,2,,2,,,
4,14,1404,1,96,2,1020,1,1,1,1500,2,,2,,,
4,14,1404,1,96,3,1040,1,1,1,1500,2,,2,,,
4,14,1404,1,96,4,1120,1,1,1,1500,,,,,,
4,14,1406,2,694,8,,1,,2,,1,600,2,,,
4,14,1406,2,694,5,1020,1,3,1,1000,1,600,2,,,
4,14,1406,2,694,7,,2,,2,,2,,2,,,
4,14,1406,2,694,3,1080,1,3,1,1000,1,600,2,,,
4,14,1406,2,694,4,1120,1,3,1,1000,1,600,2,,,
4,14,1406,2,694,2,1020,1,3,1,1000,1,600,2,,,
4,14,1406,2,694,1,1120,1,3,1,1000,1,600,2,,1,10000
4,14,1407,2,68,6,1020,2,,2,,2,,2,,,
4,14,1407,2,68,7,,2,,2,,2,,2,,,
4,14,1407,2,68,3,1020,1,3,1,1500,2,,1,1500,2,
4,14,1407,2,68,4,1120,2,,2,,2,,2,,,
