"zone","state","lga","sector","ea","cluster_id","serial_id","c1q2","c1q3","c1q4a","c1q4b","c1q4_os","c1q5","c1q6"
6,13,1303,1,626,"1303-626",3,1,51,5,,,5,422
6,13,1303,1,626,"1303-626",4,2,46,8,,,2,41
6,13,1303,1,626,"1303-626",5,2,59,8,,,59,0
6,13,1303,1,626,"1303-626",6,1,31,11,,"ROAD SAFETY CORPS",31,422
6,13,1303,1,626,"1303-626",7,2,27,11,,"SEWING MISTRESS",5,26
6,13,1303,1,626,"1303-626",8,2,52,8,,,27,34
6,13,1303,1,626,"1303-626",9,2,45,8,,,20,25
6,13,1303,1,626,"1303-626",10,1,62,11,,"SAWDOCTOR",25,16
6,13,1303,1,80,"1303-80",1,1,85,1,,,85,0
6,13,1303,1,80,"1303-80",2,2,39,2,,,15,26
6,13,1303,1,80,"1303-80",3,1,70,11,,"TIMBER CONTRACTOR",70,0
6,13,1303,1,80,"1303-80",4,2,60,8,,,60,0
6,13,1303,1,80,"1303-80",5,1,72,6,,,72,0
6,13,1303,1,80,"1303-80",6,2,68,8,,,45,0
6,13,1303,1,80,"1303-80",10,2,41,11,,"SEWING. MISTRESS",14,26
6,13,1303,1,80,"1303-80",11,2,30,8,,,30,25
6,13,1303,1,80,"1303-80",12,2,32,11,,"KNITTER",32,26
6,13,1303,1,80,"1303-80",13,1,41,11,,"WELDER",19,41
6,13,1306,1,140,"1306-140",1,1,62,1,,,62,26
6,13,1306,1,140,"1306-140",2,2,60,2,,,28,322
6,13,1306,1,140,"1306-140",3,2,61,8,,,61,16
6,13,1306,1,140,"1306-140",4,2,41,7,,,8,35
6,13,1306,1,140,"1306-140",5,1,48,5,,,18,34
6,13,1306,1,140,"1306-140",6,1,77,9,,,42,321
6,13,1306,1,342,"1306-342",1,1,63,1,,,63,0
6,13,1306,1,342,"1306-342",2,2,39,2,,,5,16
6,13,1306,1,342,"1306-342",3,1,35,6,,,5,422
6,13,1306,1,342,"1306-342",4,2,50,7,,,8,35
6,13,1306,1,342,"1306-342",5,1,26,12,,,5,422
6,13,1306,1,342,"1306-342",6,1,50,8,,,11,412
6,13,1307,1,1002,"1307-1002",1,1,68,1,,,30,16
6,13,1307,1,1002,"1307-1002",2,2,54,2,,,25,321
6,13,1307,1,1002,"1307-1002",3,1,30,8,12,,15,411
6,13,1307,1,1002,"1307-1002",4,2,29,8,,,8,26
6,13,1307,1,1002,"1307-1002",5,2,54,5,8,,15,34
6,13,1307,1,1002,"1307-1002",6,1,52,6,,,15,422
6,13,1307,1,1002,"1307-1002",7,2,50,7,,,24,35
6,13,1307,1,1178,"1307-1178",1,1,88,1,,,88,0
6,13,1307,1,1178,"1307-1178",2,2,76,2,,,76,0
6,13,1307,1,1178,"1307-1178",3,2,76,8,,,76,0
6,13,1307,1,1178,"1307-1178",4,1,46,7,,,6,35
6,13,1307,1,1178,"1307-1178",5,1,34,8,12,,25,422
6,13,1307,1,1178,"1307-1178",6,1,32,6,,,5,321
6,13,1307,1,268,"1307-268",1,1,64,1,,,64,422
6,13,1307,1,268,"1307-268",2,2,56,2,8,,35,26
6,13,1307,1,268,"1307-268",3,1,65,6,,,65,26
6,13,1307,1,268,"1307-268",4,1,38,12,,,15,412
6,13,1307,1,268,"1307-268",6,2,48,7,,,8,35
6,13,1307,1,268,"1307-268",7,1,36,10,,,6,412
6,13,1308,1,842,"1308-842",1,1,70,1,,,70,322
6,13,1308,1,842,"1308-842",2,1,68,11,,"ARTIST",8,26
6,13,1308,1,842,"1308-842",3,2,46,8,,,8,26
6,13,1308,1,842,"1308-842",4,2,64,8,,,64,14
6,13,1308,1,842,"1308-842",5,2,52,11,,"COOK",20,16
6,13,1308,1,842,"1308-842",6,2,72,9,,,5,0
6,13,1308,1,842,"1308-842",7,2,60,8,,,10,0
6,13,1308,1,842,"1308-842",8,2,70,8,,,70,16
6,13,1308,1,842,"1308-842",9,1,33,11,,"BLOCK MOULDER",5,422
6,13,1309,2,674,"1309-674",1,2,52,2,,,20,16
6,13,1309,2,674,"1309-674",2,1,64,6,,,35,16
6,13,1309,2,674,"1309-674",3,2,42,6,,,24,16
6,13,1309,2,674,"1309-674",4,1,52,6,,,30,16
6,13,1309,2,674,"1309-674",5,2,42,6,,,20,16
6,13,1309,2,674,"1309-674",6,1,60,8,,,35,16
6,13,1309,2,674,"1309-674",7,2,40,8,,,15,34
6,13,1309,2,674,"1309-674",8,2,49,8,,,20,16
6,13,1310,1,762,"1310-762",1,1,68,1,,,68,16
6,13,1310,1,762,"1310-762",2,2,60,2,,,60,16
6,13,1310,1,762,"1310-762",3,1,42,8,,,42,412
6,13,1310,1,762,"1310-762",4,2,33,8,,,33,34
6,13,1310,1,762,"1310-762",5,1,73,6,,,73,0
6,13,1310,1,762,"1310-762",6,2,43,6,,,8,16
6,13,1311,1,1134,"1311-1134",1,1,68,1,,,68,422
6,13,1311,1,1134,"1311-1134",2,2,67,2,,,67,422
6,13,1311,1,1134,"1311-1134",3,1,44,3,,,5,422
6,13,1311,1,1134,"1311-1134",4,2,42,8,,,13,26
6,13,1311,1,1134,"1311-1134",5,1,51,11,,"DRIVER",51,23
6,13,1311,1,1134,"1311-1134",6,1,48,6,,,48,26
6,13,1311,1,1134,"1311-1134",7,2,43,11,,"HAIRDRESSER",43,26
6,13,1312,1,24,"1312-24",1,1,85,1,,,85,61
6,13,1312,1,24,"1312-24",2,2,81,2,,,81,0
6,13,1312,1,24,"1312-24",3,1,52,11,,"POLITICIAN",52,43
6,13,1312,1,24,"1312-24",4,2,42,8,,,42,34
6,13,1312,1,24,"1312-24",5,1,68,8,,,68,0
6,13,1312,1,24,"1312-24",6,2,64,8,,,64,25
6,13,1312,1,24,"1312-24",7,1,67,11,,"RETIREE",67,26
6,13,1312,1,24,"1312-24",8,2,58,8,,,20,16
6,13,1312,1,24,"1312-24",9,1,95,8,,,95,16
6,13,1315,1,264,"1315-264",1,1,81,1,,,81,0
6,13,1315,1,264,"1315-264",2,2,72,2,,,72,0
6,13,1315,1,264,"1315-264",3,1,55,11,,"PHOTOGRAHER",55,26
6,13,1315,1,264,"1315-264",4,2,48,8,,,48,25
6,13,1315,1,264,"1315-264",5,2,32,11,,"PATIENT MEDICINE SELLER",10,411
6,13,1315,1,264,"1315-264",6,2,30,8,,,30,26
6,13,1315,1,264,"1315-264",7,1,86,8,,,86,0
6,13,1315,1,264,"1315-264",8,2,71,8,,,51,0
6,13,1316,1,1236,"1316-1236",1,1,99,1,,,99,14
6,13,1316,1,1236,"1316-1236",2,2,80,2,,,80,0
6,13,1316,1,1236,"1316-1236",3,1,62,6,,,62,16
6,13,1316,1,1236,"1316-1236",4,2,62,8,,,62,0
6,13,1316,1,1236,"1316-1236",5,2,47,8,,,47,31
6,13,1316,1,1236,"1316-1236",6,2,62,11,,"SEWING MISTRESS",62,33
6,13,1316,1,1236,"1316-1236",7,2,53,8,,,53,26
6,13,1316,1,1236,"1316-1236",8,1,73,11,,"RETIRED  SOLDER",73,34
6,13,1316,1,1236,"1316-1236",9,2,51,8,,,51,16
4,14,1401,2,1116,"1401-1116",1,1,65,1,,,20,34
4,14,1401,2,1116,"1401-1116",2,1,74,4,,,30,34
4,14,1401,2,1116,"1401-1116",3,1,45,3,,,30,26
4,14,1401,2,1116,"1401-1116",4,1,45,6,,,1,26
4,14,1401,2,1116,"1401-1116",5,1,31,12,,,10,422
4,14,1401,2,1116,"1401-1116",6,2,45,2,,,45,16
4,14,1401,2,386,"1401-386",1,1,73,6,,,20,0
4,14,1401,2,386,"1401-386",2,1,53,5,,,15,34
4,14,1401,2,386,"1401-386",3,2,48,7,,,12,35
4,14,1401,2,386,"1401-386",4,2,21,12,,,15,26
4,14,1401,2,386,"1401-386",5,1,58,3,,,10,16
4,14,1401,2,746,"1401-746",1,1,45,3,,,45,15
4,14,1401,2,746,"1401-746",2,1,48,6,,,48,16
4,14,1401,2,746,"1401-746",3,1,50,6,,,50,16
4,14,1401,2,746,"1401-746",4,1,47,6,,,47,16
4,14,1401,2,746,"1401-746",5,1,55,5,,,55,34
4,14,1402,2,1686,"1402-1686",1,1,62,3,,,27,16
4,14,1402,2,1686,"1402-1686",2,2,56,6,,,30,16
4,14,1402,2,1686,"1402-1686",3,2,58,5,,,27,16
4,14,1402,2,1686,"1402-1686",4,1,72,1,8,,42,31
4,14,1402,2,1686,"1402-1686",5,1,65,9,,,18,34
4,14,1402,2,1686,"1402-1686",6,1,35,12,,,15,16
4,14,1403,1,1418,"1403-1418",1,1,52,7,,,4,35
4,14,1403,1,1418,"1403-1418",2,1,35,5,,,6,422
4,14,1403,1,1418,"1403-1418",3,2,50,8,,,8,422
4,14,1403,1,1418,"1403-1418",4,1,55,7,,,3,43
4,14,1403,1,1418,"1403-1418",5,1,54,9,,,0,423
4,14,1403,1,306,"1403-306",1,1,65,3,,,50,26
4,14,1403,1,306,"1403-306",2,2,50,5,,,20,34
4,14,1403,1,306,"1403-306",3,2,52,11,,"PRINCIPAL  ACCOUNTANT",19,422
4,14,1403,1,306,"1403-306",4,1,19,12,,,19,26
4,14,1403,1,306,"1403-306",5,1,60,1,,,46,16
4,14,1403,1,306,"1403-306",6,2,60,2,,,32,412
4,14,1403,2,944,"1403-944",1,1,72,3,,,72,16
4,14,1403,2,944,"1403-944",2,2,46,6,,,18,16
4,14,1403,2,944,"1403-944",3,1,41,6,,,41,26
4,14,1403,2,944,"1403-944",4,1,62,6,,,62,16
4,14,1403,2,944,"1403-944",5,2,42,8,,,18,16
4,14,1405,1,846,"1405-846",1,1,54,11,,"UNIVERSITY LECTURER",30,43
4,14,1405,1,846,"1405-846",2,1,48,12,,,15,43
4,14,1405,1,846,"1405-846",3,2,25,8,,,5,26
4,14,1405,1,846,"1405-846",4,2,26,8,,,3,26
4,14,1405,1,846,"1405-846",5,1,45,8,,,45,24
4,14,1406,2,1002,"1406-1002",1,1,69,1,,,69,16
4,14,1406,2,1002,"1406-1002",2,2,50,2,,,25,23
4,14,1406,2,1002,"1406-1002",3,2,62,6,,,30,16
4,14,1406,2,1002,"1406-1002",4,1,52,8,,,15,16
4,14,1406,2,1002,"1406-1002",5,1,52,8,,,20,16
4,14,1406,2,694,"1406-694",1,1,57,1,,,57,16
4,14,1406,2,694,"1406-694",2,2,47,2,,,25,16
4,14,1406,2,694,"1406-694",3,2,50,6,,,26,16
4,14,1406,2,694,"1406-694",4,1,27,12,,,27,26
4,14,1406,2,694,"1406-694",5,1,54,6,,,54,16
4,14,1408,2,1996,"1408-1996",1,1,82,1,,,45,0
4,14,1408,2,1996,"1408-1996",2,2,40,7,,,18,35
4,14,1408,2,1996,"1408-1996",3,1,48,8,,,25,16
4,14,1408,2,1996,"1408-1996",4,1,36,8,,,34,26
4,14,1408,2,1996,"1408-1996",5,1,32,12,,,2,422
4,14,1410,2,236,"1410-236",1,1,59,1,,,59,34
4,14,1410,2,236,"1410-236",2,2,52,2,,,34,31
4,14,1410,2,236,"1410-236",3,1,47,9,,,30,34
4,14,1410,2,236,"1410-236",4,2,50,6,,,27,16
4,14,1410,2,236,"1410-236",5,1,60,6,,,60,0
4,14,1411,2,1414,"1411-1414",1,1,70,3,6,,70,0
4,14,1411,2,1414,"1411-1414",2,1,59,5,,,30,31
4,14,1411,2,1414,"1411-1414",3,1,68,6,,,68,14
4,14,1411,2,1414,"1411-1414",5,1,65,4,,,65,31
4,14,1411,2,1414,"1411-1414",6,1,43,12,,,43,26
4,14,1411,2,836,"1411-836",1,1,45,12,,,3,26
4,14,1411,2,836,"1411-836",2,1,48,3,,,25,16
4,14,1411,2,836,"1411-836",3,2,38,6,,,12,16
4,14,1411,2,836,"1411-836",4,2,62,6,,,30,0
4,14,1411,2,836,"1411-836",5,2,48,8,,,25,16
4,14,1413,2,670,"1413-670",1,1,64,1,,,64,28
4,14,1413,2,670,"1413-670",2,2,52,2,,,40,13
4,14,1413,2,670,"1413-670",3,1,82,6,,,45,13
4,14,1413,2,670,"1413-670",4,1,56,9,,,56,16
4,14,1413,2,670,"1413-670",5,1,60,6,,,17,12
4,14,1413,2,670,"1413-670",6,2,75,11,,"WOMEN LEADER",50,0
4,14,1413,2,670,"1413-670",7,1,50,9,,,4,34
4,14,1413,2,670,"1413-670",8,2,25,7,,,2,35
4,14,1416,2,1134,"1416-1134",1,1,50,12,,,8,411
4,14,1416,2,1134,"1416-1134",2,2,54,8,,,11,26
4,14,1416,2,1134,"1416-1134",3,2,45,8,,,15,23
4,14,1416,2,1134,"1416-1134",4,2,33,8,,,12,26
4,14,1416,2,1134,"1416-1134",5,1,99,11,,"NZE NA OZO",50,28
4,14,1416,2,1134,"1416-1134",6,1,56,5,,,20,34
4,14,1416,2,2314,"1416-2314",1,1,68,1,,,68,16
4,14,1416,2,2314,"1416-2314",2,2,43,2,,,25,24
4,14,1416,2,2314,"1416-2314",3,1,26,12,,,26,411
4,14,1416,2,2314,"1416-2314",4,2,50,6,,,27,23
4,14,1416,2,2314,"1416-2314",5,1,65,7,,,15,26
4,14,1417,2,36,"1417-36",1,1,66,1,,,66,15
4,14,1417,2,36,"1417-36",2,2,50,2,6,,30,13
4,14,1417,2,36,"1417-36",3,1,30,12,,,30,16
4,14,1417,2,36,"1417-36",4,1,62,9,,,62,26
4,14,1417,2,36,"1417-36",5,1,55,3,,,55,15
2,15,1502,2,1386,"1502-1386",1,1,40,1,,,40,26
2,15,1502,2,1386,"1502-1386",2,1,73,6,,,73,61
2,15,1502,2,1386,"1502-1386",3,1,55,5,,,55,34
2,15,1502,2,1386,"1502-1386",4,1,64,9,,,64,51
2,15,1502,2,1386,"1502-1386",5,1,45,8,,,45,61
2,15,1503,2,1076,"1503-1076",1,1,69,1,,,69,26
2,15,1503,2,1076,"1503-1076",2,1,56,3,,,56,422
2,15,1503,2,1076,"1503-1076",3,2,58,7,,,23,411
2,15,1503,2,1076,"1503-1076",4,1,50,10,,,50,26
2,15,1503,2,1076,"1503-1076",5,2,37,5,,,37,34
2,15,1503,2,1076,"1503-1076",6,1,57,9,,,5,411
2,15,1503,2,1076,"1503-1076",7,1,36,12,,,36,26
2,15,1503,2,1076,"1503-1076",8,1,86,3,,,86,16
2,15,1503,2,1076,"1503-1076",9,1,47,4,,,47,422
2,15,1503,2,634,"1503-634",1,1,69,1,,,69,16
2,15,1503,2,634,"1503-634",2,1,58,4,,,58,34
2,15,1503,2,634,"1503-634",3,1,56,6,,,56,25
2,15,1503,2,634,"1503-634",4,1,50,11,,"civil servant",50,411
2,15,1503,2,634,"1503-634",5,1,54,6,,,54,411
2,15,1503,2,864,"1503-864",1,1,55,1,,,55,16
2,15,1503,2,864,"1503-864",2,2,30,5,,,30,34
2,15,1503,2,864,"1503-864",3,2,40,8,,,40,26
2,15,1503,2,864,"1503-864",4,1,65,3,6,,65,61
2,15,1503,2,864,"1503-864",5,1,40,6,,,40,16
2,15,1506,1,1328,"1506-1328",1,1,58,1,,,58,51
2,15,1506,1,1328,"1506-1328",2,1,50,3,,,50,51
2,15,1506,1,1328,"1506-1328",3,1,42,5,,,42,34
2,15,1506,1,1328,"1506-1328",4,1,72,9,,,32,51
2,15,1506,1,1328,"1506-1328",5,1,40,7,,,13,411
2,15,1506,1,1328,"1506-1328",6,1,36,10,,,10,26
2,15,1506,1,1328,"1506-1328",7,2,50,2,,,30,0
2,15,1506,1,1328,"1506-1328",8,1,34,12,,,34,26
2,15,1506,1,148,"1506-148",1,1,45,1,,,45,412
2,15,1506,1,148,"1506-148",2,1,69,3,,,69,51
2,15,1506,1,148,"1506-148",3,1,35,10,,,35,26
2,15,1506,1,148,"1506-148",4,1,51,6,,,51,51
2,15,1506,1,148,"1506-148",5,1,55,8,,,55,23
2,15,1506,1,148,"1506-148",7,2,42,2,,,20,51
2,15,1506,1,148,"1506-148",8,1,30,5,,,30,34
2,15,1506,1,148,"1506-148",9,1,62,6,,,62,51
2,15,1506,1,148,"1506-148",10,1,45,12,,,45,411
2,15,1506,1,244,"1506-244",1,1,36,1,,,36,421
2,15,1506,1,244,"1506-244",2,1,33,12,,,33,321
2,15,1506,1,244,"1506-244",3,1,48,3,,,48,51
2,15,1506,1,244,"1506-244",4,1,56,6,,,56,16
2,15,1506,1,244,"1506-244",5,1,63,8,,,63,16
2,15,1506,1,244,"1506-244",6,2,56,8,,,35,16
2,15,1506,1,244,"1506-244",7,1,67,9,,,40,16
2,15,1506,1,244,"1506-244",8,1,52,5,,,17,34
2,15,1506,1,244,"1506-244",9,1,48,10,,,10,26
2,15,1506,1,398,"1506-398",1,1,59,1,,,59,16
2,15,1506,1,398,"1506-398",2,1,58,8,,,34,35
2,15,1506,1,398,"1506-398",3,1,60,11,,"UNIVERSITY  LECTURER  AT ATBU BAUCHI",26,43
2,15,1506,1,398,"1506-398",4,1,40,5,,,40,34
2,15,1506,1,398,"1506-398",5,1,70,9,,,70,51
2,15,1506,1,458,"1506-458",1,1,38,1,,,38,26
2,15,1506,1,458,"1506-458",2,1,35,8,,,35,51
2,15,1506,1,458,"1506-458",3,1,67,6,,,67,51
2,15,1506,1,458,"1506-458",4,1,37,5,,,37,43
2,15,1506,1,458,"1506-458",5,1,46,11,,"CIVIL SERVANTS",46,43
2,15,1508,2,1682,"1508-1682",1,1,75,1,,,75,0
2,15,1508,2,1682,"1508-1682",2,1,60,3,,,60,0
2,15,1508,2,1682,"1508-1682",3,1,56,4,,,56,422
2,15,1508,2,1682,"1508-1682",4,1,35,6,8,,35,26
2,15,1508,2,1682,"1508-1682",5,1,40,9,,,12,411
2,15,1508,2,1682,"1508-1682",6,1,52,12,,,52,16
2,15,1508,2,1682,"1508-1682",7,1,68,3,,,68,0
2,15,1508,2,1682,"1508-1682",8,2,63,2,,,63,0
2,15,1508,2,1682,"1508-1682",9,2,43,8,,,43,0
2,15,1509,2,388,"1509-388",1,1,53,1,,,53,411
2,15,1509,2,388,"1509-388",2,1,69,3,,,69,51
2,15,1509,2,388,"1509-388",3,1,49,8,,,49,16
2,15,1509,2,388,"1509-388",4,1,56,8,,,56,16
2,15,1509,2,388,"1509-388",5,1,45,12,,,45,26
2,15,1509,2,388,"1509-388",6,1,62,8,,,62,51
2,15,1509,2,388,"1509-388",7,1,48,4,,,20,34
2,15,1509,2,388,"1509-388",8,1,65,9,,,40,51
2,15,1510,2,838,"1510-838",1,1,52,1,,,52,23
2,15,1510,2,838,"1510-838",2,1,48,12,,,48,16
2,15,1510,2,838,"1510-838",3,1,86,3,,,86,0
2,15,1510,2,838,"1510-838",4,1,56,10,,,14,26
2,15,1510,2,838,"1510-838",5,2,40,2,,,12,22
2,15,1510,2,838,"1510-838",6,1,48,9,,,5,411
2,15,1510,2,838,"1510-838",7,1,66,3,,,66,0
2,15,1510,2,838,"1510-838",8,1,72,3,,,72,0
2,15,1510,2,838,"1510-838",9,1,50,8,,,50,26
2,15,1510,2,838,"1510-838",10,1,48,8,,,0,22
2,15,1511,2,1498,"1511-1498",1,1,70,1,,,70,61
2,15,1511,2,1498,"1511-1498",2,1,62,6,,,62,61
2,15,1511,2,1498,"1511-1498",3,1,45,9,,,2,411
2,15,1511,2,1498,"1511-1498",4,1,28,5,,,28,34
2,15,1511,2,1498,"1511-1498",5,1,65,6,,,10,61
2,15,1511,2,1938,"1511-1938",1,1,41,1,,,41,51
2,15,1511,2,1938,"1511-1938",2,1,50,6,,,50,51
2,15,1511,2,1938,"1511-1938",3,1,56,11,,"TRADITIONAL  HEALTH  WORKER",56,51
2,15,1511,2,1938,"1511-1938",4,1,32,5,,,32,34
2,15,1511,2,1938,"1511-1938",5,1,76,9,,,76,51
4,16,1601,2,2484,"1601-2484",1,2,45,1,,,15,26
4,16,1601,2,2484,"1601-2484",2,1,51,2,,,12,26
4,16,1601,2,2484,"1601-2484",3,1,51,2,,,8,26
4,16,1601,2,2484,"1601-2484",4,2,45,8,,,10,26
4,16,1601,2,2484,"1601-2484",5,1,35,12,,,5,412
4,16,1602,2,234,"1602-234",1,1,65,1,,,34,16
4,16,1602,2,234,"1602-234",2,2,34,2,,,22,16
4,16,1602,2,234,"1602-234",4,1,40,3,,,40,16
4,16,1602,2,234,"1602-234",5,1,28,12,,,12,26
4,16,1602,2,234,"1602-234",6,2,48,5,,,18,34
4,16,1605,2,180,"1605-180",1,1,68,1,,,15,41
4,16,1605,2,180,"1605-180",2,2,63,2,,,15,34
4,16,1605,2,180,"1605-180",3,1,35,12,,,35,422
4,16,1605,2,180,"1605-180",4,2,45,7,,,40,26
4,16,1605,2,180,"1605-180",5,1,72,11,,"FARMER",72,16
4,16,1607,2,574,"1607-574",1,1,54,1,,,25,26
4,16,1607,2,574,"1607-574",2,1,67,5,,,6,422
4,16,1607,2,574,"1607-574",3,1,43,8,,,12,26
4,16,1607,2,574,"1607-574",4,2,48,8,,,18,422
4,16,1607,2,574,"1607-574",5,1,40,12,,,8,23
4,16,1608,2,1480,"1608-1480",1,1,64,1,,,8,26
4,16,1608,2,1480,"1608-1480",2,1,61,3,,,4,411
4,16,1608,2,1480,"1608-1480",3,1,59,3,,,8,26
4,16,1608,2,1480,"1608-1480",4,2,45,8,,,25,26
4,16,1608,2,1480,"1608-1480",5,1,40,12,,,20,26
4,16,1610,2,490,"1610-490",1,1,68,1,,,6,16
4,16,1610,2,490,"1610-490",2,1,55,3,,,15,26
4,16,1610,2,490,"1610-490",3,1,69,3,,,25,16
4,16,1610,2,490,"1610-490",4,2,59,8,,,10,26
4,16,1610,2,490,"1610-490",5,1,27,12,,,4,411
4,16,1610,2,66,"1610-66",1,1,77,1,,,77,41
4,16,1610,2,66,"1610-66",2,2,72,2,,,48,43
4,16,1610,2,66,"1610-66",3,1,65,8,,,65,41
4,16,1610,2,66,"1610-66",4,1,43,11,,"VIGILANTE CORDINATOR",24,16
4,16,1610,2,66,"1610-66",5,1,28,8,,,28,26
4,16,1610,2,776,"1610-776",1,1,75,1,,,75,15
4,16,1610,2,776,"1610-776",2,2,58,2,,,32,23
4,16,1610,2,776,"1610-776",3,1,37,12,,,37,26
4,16,1610,2,776,"1610-776",5,1,58,8,,,58,16
4,16,1610,2,776,"1610-776",6,1,32,8,,,10,422
4,16,1611,2,1878,"1611-1878",1,1,68,1,,,32,16
4,16,1611,2,1878,"1611-1878",2,2,60,2,,,40,16
4,16,1611,2,1878,"1611-1878",3,1,33,12,,,33,26
4,16,1611,2,1878,"1611-1878",4,1,37,11,,"Community chief security officer",37,321
4,16,1611,2,1878,"1611-1878",5,1,52,5,,,52,422
4,16,1613,2,440,"1613-440",1,1,65,1,,,25,12
4,16,1613,2,440,"1613-440",2,1,45,2,,,5,422
4,16,1613,2,440,"1613-440",3,1,47,2,,,4,16
4,16,1613,2,440,"1613-440",4,2,40,8,,,15,26
4,16,1613,2,440,"1613-440",5,1,35,12,,,7,28
4,16,1615,2,220,"1615-220",1,1,43,1,,,43,412
4,16,1615,2,220,"1615-220",2,1,68,8,,,30,26
4,16,1615,2,220,"1615-220",3,1,70,6,,,70,25
4,16,1615,2,220,"1615-220",4,1,68,3,,,43,25
4,16,1615,2,220,"1615-220",5,2,65,8,,,20,31
4,16,1616,2,902,"1616-902",1,1,75,1,,,25,422
4,16,1616,2,902,"1616-902",2,1,72,2,,,24,16
4,16,1616,2,902,"1616-902",3,1,65,2,,,3,422
4,16,1616,2,902,"1616-902",4,2,62,8,,,26,412
4,16,1616,2,902,"1616-902",5,1,45,2,12,,15,26
4,16,1622,1,136,"1622-136",1,1,67,1,,,25,16
4,16,1622,1,136,"1622-136",2,1,77,3,,,55,15
4,16,1622,1,136,"1622-136",3,2,55,2,,,20,16
4,16,1622,1,136,"1622-136",4,1,26,12,,,5,411
4,16,1622,1,136,"1622-136",5,1,74,9,,,23,16
4,16,1622,2,692,"1622-692",1,1,70,1,,,70,16
4,16,1622,2,692,"1622-692",2,2,60,2,,,41,26
4,16,1622,2,692,"1622-692",3,1,55,12,,,55,422
4,16,1622,2,692,"1622-692",6,1,65,3,,,65,16
4,16,1622,2,692,"1622-692",7,2,54,11,,"POULTRY FARMER",38,422
4,16,1625,2,210,"1625-210",1,1,69,1,,,7,412
4,16,1625,2,210,"1625-210",2,1,63,2,,,63,26
4,16,1625,2,210,"1625-210",3,1,76,3,,,45,16
4,16,1625,2,210,"1625-210",4,2,50,8,,,25,34
4,16,1625,2,210,"1625-210",5,1,40,12,,,40,422
4,16,1626,2,1546,"1626-1546",1,1,62,1,,,62,412
4,16,1626,2,1546,"1626-1546",2,1,37,12,,,37,412
4,16,1626,2,1546,"1626-1546",3,1,45,3,,,45,26
4,16,1626,2,1546,"1626-1546",4,2,51,2,,,28,43
4,16,1626,2,1546,"1626-1546",5,2,45,8,,,26,26
4,16,1627,2,126,"1627-126",1,1,50,1,,,15,16
4,16,1627,2,126,"1627-126",2,2,45,2,,,10,26
4,16,1627,2,126,"1627-126",4,1,30,12,,,8,16
4,16,1627,2,126,"1627-126",5,2,52,11,,"Woman Leader",27,0
4,16,1627,2,126,"1627-126",6,1,62,2,,,62,16
3,17,1701,2,10,"1701-10",1,1,32,1,,,32,321
3,17,1701,2,10,"1701-10",2,1,45,9,,,45,51
3,17,1701,2,10,"1701-10",3,1,37,4,,,37,34
3,17,1701,2,10,"1701-10",4,1,39,8,,,39,51
3,17,1701,2,10,"1701-10",5,2,30,2,,,30,51
3,17,1707,2,284,"1707-284",1,1,40,1,,,40,16
3,17,1707,2,284,"1707-284",2,1,60,9,,,60,51
3,17,1707,2,284,"1707-284",3,1,35,7,,,2,35
3,17,1707,2,284,"1707-284",4,1,29,4,,,5,34
3,17,1707,2,284,"1707-284",5,2,49,8,,,49,51
3,17,1707,2,284,"1707-284",6,1,30,12,,,30,16
3,17,1712,2,126,"1712-126",1,1,66,1,,,66,51
3,17,1712,2,126,"1712-126",2,1,45,9,,,45,51
3,17,1712,2,126,"1712-126",3,1,37,6,,,37,51
3,17,1712,2,126,"1712-126",4,1,40,12,,,40,51
3,17,1712,2,126,"1712-126",5,1,28,8,,,28,51
3,17,1712,2,126,"1712-126",6,2,30,2,,,30,51
3,17,1715,2,3064,"1715-3064",1,1,50,1,,,50,411
3,17,1715,2,3064,"1715-3064",2,2,45,8,,,20,51
3,17,1715,2,3064,"1715-3064",3,1,25,5,,,25,321
3,17,1715,2,3064,"1715-3064",4,1,30,7,,,30,35
3,17,1715,2,3064,"1715-3064",5,1,65,9,,,65,51
3,17,1716,2,1344,"1716-1344",1,1,75,1,,,75,51
3,17,1716,2,1344,"1716-1344",2,1,35,9,,,35,51
3,17,1716,2,1344,"1716-1344",3,2,50,2,,,30,51
3,17,1716,2,1344,"1716-1344",4,1,30,12,,,30,51
3,17,1716,2,1344,"1716-1344",5,1,40,8,,,40,51
3,17,1716,2,1452,"1716-1452",1,1,72,1,,,72,51
3,17,1716,2,1452,"1716-1452",2,1,42,9,,,42,51
3,17,1716,2,1452,"1716-1452",3,1,26,5,,,15,51
3,17,1716,2,1452,"1716-1452",4,2,40,8,,,40,51
3,17,1716,2,1452,"1716-1452",5,1,20,12,,,20,34
3,17,1717,2,378,"1717-378",1,1,61,1,,,61,51
3,17,1717,2,378,"1717-378",2,2,35,2,,,35,51
3,17,1717,2,378,"1717-378",3,1,40,5,,,0,31
3,17,1717,2,378,"1717-378",4,1,20,12,,,20,51
3,17,1717,2,378,"1717-378",5,1,65,8,,,65,51
3,17,1721,1,1272,"1721-1272",1,1,55,1,,,55,51
3,17,1721,1,1272,"1721-1272",2,1,45,9,,,45,422
3,17,1721,1,1272,"1721-1272",3,1,32,7,,,32,35
3,17,1721,1,1272,"1721-1272",4,1,26,5,,,10,422
3,17,1721,1,1272,"1721-1272",5,1,35,8,,,35,51
3,17,1721,1,1272,"1721-1272",6,2,45,2,,,45,51
3,17,1722,2,96,"1722-96",1,1,55,1,,,55,51
