"zone","state","lga","sector","ea","hhid","plotid","indiv","s11c1q1a","s11c1q1b","s11c1q1c","s11c1q1d_1","s11c1q1d_2","s11c1q1d_3","s11c1q1d_4","s11c1q1d_5","s11c1q1d_6"
1,7,718,2,1228,79099,1,3,1,20,5,0,1,1,0,0,0
1,7,718,2,1228,79099,1,1,1,35,5,0,1,1,0,0,0
1,7,718,2,1228,79099,1,4,1,20,5,0,1,1,0,0,0
1,7,718,2,1228,79099,1,7,1,10,3,0,0,1,0,0,0
1,7,718,2,1228,79099,2,2,1,20,5,0,1,1,0,0,0
1,7,718,2,1228,79099,2,3,1,15,5,0,1,1,0,0,0
1,7,718,2,1228,79099,2,8,1,10,5,0,0,1,0,0,0
1,7,718,2,1228,79099,2,4,1,15,5,0,1,1,0,0,0
1,7,718,2,1228,79099,2,1,1,30,5,0,1,1,0,0,0
1,7,718,2,1228,79099,2,5,1,15,5,0,1,1,0,0,0
1,7,718,2,1228,79099,2,6,1,15,4,0,1,1,0,0,0
1,7,718,2,1228,79099,2,7,1,10,3,0,0,1,0,0,0
1,7,718,2,1228,79099,3,8,2,,,,,,,,
1,7,718,2,1228,79099,3,6,2,,,,,,,,
1,7,718,2,1228,79099,3,1,1,30,5,0,1,1,0,0,0
1,7,718,2,1228,79099,3,2,2,,,,,,,,
1,7,718,2,1228,79099,3,4,2,,,,,,,,
1,7,718,2,1228,79099,3,3,2,,,,,,,,
1,7,718,2,1228,79099,3,7,2,,,,,,,,
1,7,718,2,1228,79099,3,5,2,,,,,,,,
1,7,718,2,1228,79101,1,3,1,10,5,0,0,1,0,0,0
1,7,718,2,1228,79101,1,1,1,60,5,0,1,0,0,1,1
1,7,718,2,1228,79101,1,2,1,20,5,0,1,0,1,0,1
1,7,718,2,1228,79101,2,3,1,10,3,0,0,1,0,0,0
1,7,718,2,1228,79101,2,1,1,60,5,0,1,0,1,0,1
1,7,718,2,1228,79101,2,2,1,20,5,0,1,0,1,0,1
1,7,718,2,1228,79101,4,1,1,40,5,0,1,0,1,0,0
1,7,718,2,1228,79101,4,3,1,10,3,0,0,1,0,0,0
1,7,718,2,1228,79101,4,2,1,30,5,0,1,0,1,0,0
1,7,718,2,1228,79102,1,1,1,16,6,0,0,1,0,0,1
1,7,718,2,1228,79102,2,1,1,20,6,1,0,1,0,0,1
1,7,718,2,1228,79102,3,1,1,22,6,1,1,1,0,0,1
1,7,718,2,1228,79102,4,1,1,12,5,1,1,1,0,0,1
1,7,718,2,1228,79104,1,3,1,12,6,1,1,1,0,0,0
1,7,718,2,1228,79104,1,2,1,12,6,1,1,1,0,0,0
1,7,718,2,1228,79104,1,1,1,20,6,1,1,1,0,0,1
1,7,718,2,1228,79104,2,2,1,8,6,1,0,1,0,0,0
1,7,718,2,1228,79104,2,1,1,17,6,1,0,1,0,0,1
1,7,718,2,1228,79104,2,3,1,12,6,1,0,1,0,0,0
1,7,718,2,1228,79105,1,1,1,30,4,1,1,1,0,0,1
1,7,718,2,1228,79105,1,2,1,20,4,1,0,1,0,0,0
1,7,718,2,1228,79105,1,4,1,4,4,1,0,1,0,0,0
1,7,718,2,1228,79105,1,3,1,4,4,1,1,0,0,0,0
1,7,718,2,1228,79105,2,2,1,6,4,1,0,1,0,0,0
1,7,718,2,1228,79105,2,1,1,7,4,1,1,0,0,0,1
1,7,718,2,1228,79105,2,3,1,2,4,1,1,0,0,0,0
1,7,718,2,1228,79105,2,4,1,2,4,1,0,0,0,0,0
1,7,718,2,1228,79105,3,3,1,2,4,0,1,0,0,0,0
1,7,718,2,1228,79105,3,1,1,6,4,1,0,0,0,0,1
1,7,718,2,1228,79105,3,4,2,,,,,,,,
1,7,718,2,1228,79105,3,2,1,4,4,1,0,0,0,0,0
1,7,718,2,1228,79106,1,3,1,10,4,1,0,1,0,0,0
1,7,718,2,1228,79106,1,1,2,,,,,,,,
1,7,718,2,1228,79106,1,2,1,12,4,1,0,1,0,0,1
1,7,718,2,1228,79106,2,1,2,,,,,,,,
1,7,718,2,1228,79106,2,3,1,8,4,1,0,1,0,0,0
1,7,718,2,1228,79106,2,2,1,8,3,1,0,0,1,0,1
1,7,718,2,1228,79106,3,2,1,6,4,1,0,1,0,0,1
1,7,718,2,1228,79106,3,1,2,,,,,,,,
1,7,718,2,1228,79106,3,3,1,10,4,1,0,0,1,0,0
1,7,718,2,1228,79106,4,2,1,6,4,1,0,0,1,0,1
1,7,718,2,1228,79106,4,1,2,,,,,,,,
1,7,718,2,1228,79106,4,3,1,2,5,1,0,0,1,0,0
1,7,718,2,1228,79107,1,1,1,6,2,1,0,1,0,0,1
1,7,718,2,1228,79107,2,1,1,3,2,1,0,1,0,0,1
1,7,718,2,1228,79107,3,1,1,4,2,1,0,1,0,0,1
1,7,718,2,1228,79107,4,1,1,13,2,1,0,1,0,0,1
1,7,718,2,1228,79108,1,6,1,20,4,0,0,1,0,0,0
1,7,718,2,1228,79108,1,3,1,60,5,0,1,1,1,0,0
1,7,718,2,1228,79108,1,11,1,10,3,0,1,1,0,0,0
1,7,718,2,1228,79108,1,1,1,40,5,0,1,0,1,0,0
1,7,718,2,1228,79108,1,9,1,20,5,0,1,1,0,0,0
1,7,718,2,1228,79108,1,12,1,10,3,0,1,1,0,0,0
1,7,718,2,1228,79108,1,4,1,20,4,0,1,0,0,0,0
1,7,718,2,1228,79108,1,13,2,,,,,,,,
1,7,718,2,1228,79108,2,12,1,20,4,0,1,1,0,0,0
1,7,718,2,1228,79108,2,4,1,20,5,0,1,1,0,0,0
1,7,718,2,1228,79108,2,1,1,40,5,0,1,0,1,0,0
1,7,718,2,1228,79108,2,13,2,,,,,,,,
1,7,718,2,1228,79108,2,6,1,20,3,0,1,1,0,0,0
1,7,718,2,1228,79108,2,3,1,55,5,0,1,1,1,0,0
1,7,718,2,1228,79108,2,9,1,20,4,0,1,1,0,0,0
1,7,718,2,1228,79108,2,11,1,20,5,0,1,1,0,0,0
1,7,718,2,1228,79108,3,3,1,30,5,0,1,1,1,0,0
1,7,718,2,1228,79108,3,12,2,,,,,,,,
1,7,718,2,1228,79108,3,4,2,,,,,,,,
1,7,718,2,1228,79108,3,1,2,,,,,,,,
1,7,718,2,1228,79108,3,11,2,,,,,,,,
1,7,718,2,1228,79108,3,6,2,,,,,,,,
1,7,718,2,1228,79108,3,9,2,,,,,,,,
1,7,718,2,1228,79108,3,13,2,,,,,,,,
1,7,719,2,270,79109,1,15,2,,,,,,,,
1,7,719,2,270,79109,1,13,2,,,,,,,,
1,7,719,2,270,79109,1,10,2,,,,,,,,
1,7,719,2,270,79109,1,9,1,20,5,0,0,1,0,0,0
1,7,719,2,270,79109,1,4,2,,,,,,,,
1,7,719,2,270,79109,1,11,2,,,,,,,,
1,7,719,2,270,79109,1,14,2,,,,,,,,
1,7,719,2,270,79109,1,2,1,20,5,0,0,1,0,0,0
1,7,719,2,270,79109,1,6,2,,,,,,,,
1,7,719,2,270,79109,1,5,2,,,,,,,,
1,7,719,2,270,79109,1,12,2,,,,,,,,
1,7,719,2,270,79109,1,7,2,,,,,,,,
1,7,719,2,270,79109,1,1,1,40,5,0,0,0,0,0,1
1,7,719,2,270,79109,2,12,2,,,,,,,,
1,7,719,2,270,79109,2,10,2,,,,,,,,
1,7,719,2,270,79109,2,9,1,20,5,0,0,1,1,0,0
1,7,719,2,270,79109,2,1,1,30,5,0,0,0,0,0,1
1,7,719,2,270,79109,2,14,2,,,,,,,,
1,7,719,2,270,79109,2,7,2,,,,,,,,
1,7,719,2,270,79109,2,2,1,20,5,0,0,1,1,0,0
1,7,719,2,270,79109,2,5,2,,,,,,,,
1,7,719,2,270,79109,2,15,2,,,,,,,,
1,7,719,2,270,79109,2,4,2,,,,,,,,
1,7,719,2,270,79109,2,6,2,,,,,,,,
1,7,719,2,270,79109,2,13,2,,,,,,,,
1,7,719,2,270,79109,2,11,2,,,,,,,,
1,7,719,2,270,79109,4,13,2,,,,,,,,
1,7,719,2,270,79109,4,6,2,,,,,,,,
1,7,719,2,270,79109,4,4,2,,,,,,,,
1,7,719,2,270,79109,4,15,2,,,,,,,,
1,7,719,2,270,79109,4,12,2,,,,,,,,
1,7,719,2,270,79109,4,2,2,,,,,,,,
1,7,719,2,270,79109,4,11,2,,,,,,,,
1,7,719,2,270,79109,4,9,2,,,,,,,,
1,7,719,2,270,79109,4,14,2,,,,,,,,
1,7,719,2,270,79109,4,7,2,,,,,,,,
1,7,719,2,270,79109,4,1,1,10,5,0,0,1,1,0,0
1,7,719,2,270,79109,4,5,2,,,,,,,,
1,7,719,2,270,79109,4,10,2,,,,,,,,
1,7,719,2,270,79110,2,6,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79110,2,3,1,50,6,1,1,0,1,0,0
1,7,719,2,270,79110,2,2,1,20,4,0,0,1,0,0,0
1,7,719,2,270,79110,2,5,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79110,2,1,1,30,5,0,1,0,0,0,1
1,7,719,2,270,79110,2,8,1,20,4,0,1,1,0,0,0
1,7,719,2,270,79110,2,7,1,30,6,0,1,0,0,0,0
1,7,719,2,270,79110,2,12,1,30,4,0,0,1,0,0,0
1,7,719,2,270,79110,2,9,1,30,5,0,1,1,0,0,0
1,7,719,2,270,79110,2,4,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79110,2,13,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79110,2,11,1,30,4,0,1,1,0,0,0
1,7,719,2,270,79110,3,3,1,40,5,1,1,0,1,0,0
1,7,719,2,270,79110,3,4,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79110,3,13,2,,,,,,,,
1,7,719,2,270,79110,3,6,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79110,3,5,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79110,3,9,1,25,5,0,0,1,1,0,0
1,7,719,2,270,79110,3,8,1,30,5,0,1,0,1,0,0
1,7,719,2,270,79110,3,12,2,,,,,,,,
1,7,719,2,270,79110,3,7,1,30,5,0,1,0,1,0,0
1,7,719,2,270,79110,3,2,1,25,4,0,0,1,0,0,0
1,7,719,2,270,79110,3,1,1,30,5,0,1,0,0,0,1
1,7,719,2,270,79110,3,11,1,30,5,0,1,1,1,0,0
1,7,719,2,270,79110,4,5,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79110,4,7,2,,,,,,,,
1,7,719,2,270,79110,4,3,1,40,5,0,1,0,1,0,0
1,7,719,2,270,79110,4,12,2,,,,,,,,
1,7,719,2,270,79110,4,4,1,10,3,0,0,1,0,0,0
1,7,719,2,270,79110,4,9,2,,,,,,,,
1,7,719,2,270,79110,4,11,1,25,4,0,1,1,1,0,0
1,7,719,2,270,79110,4,8,2,,,,,,,,
1,7,719,2,270,79110,4,13,2,,,,,,,,
1,7,719,2,270,79110,4,2,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79110,4,1,1,30,5,0,1,0,1,0,1
1,7,719,2,270,79110,4,6,2,,,,,,,,
1,7,719,2,270,79111,1,8,1,5,3,0,0,1,0,0,0
1,7,719,2,270,79111,1,7,1,5,3,0,0,1,0,0,0
1,7,719,2,270,79111,1,1,1,30,5,1,0,0,1,0,1
1,7,719,2,270,79111,1,4,1,15,3,0,0,1,0,0,0
1,7,719,2,270,79111,1,2,1,20,5,0,0,1,0,0,0
1,7,719,2,270,79111,1,6,1,3,3,0,0,1,0,0,0
1,7,719,2,270,79111,1,5,1,5,3,0,0,1,0,0,0
1,7,719,2,270,79111,1,3,1,20,3,0,0,1,0,0,0
1,7,719,2,270,79111,2,2,1,40,5,0,1,1,0,0,0
1,7,719,2,270,79111,2,4,2,,,,,,,,
1,7,719,2,270,79111,2,6,2,,,,,,,,
1,7,719,2,270,79111,2,5,2,,,,,,,,
1,7,719,2,270,79111,2,8,2,,,,,,,,
1,7,719,2,270,79111,2,3,1,3,3,0,0,1,0,0,0
1,7,719,2,270,79111,2,7,2,,,,,,,,
1,7,719,2,270,79111,2,1,1,50,5,1,0,0,1,0,1
1,7,719,2,270,79111,3,2,1,20,5,0,1,1,0,0,0
1,7,719,2,270,79111,3,4,1,5,3,0,1,1,0,0,0
1,7,719,2,270,79111,3,1,1,30,5,1,1,0,1,0,0
1,7,719,2,270,79111,3,7,1,5,3,0,1,1,0,0,0
1,7,719,2,270,79111,3,3,1,7,3,0,1,1,0,0,0
1,7,719,2,270,79111,3,8,1,5,3,0,1,1,0,0,0
1,7,719,2,270,79111,3,6,1,5,3,0,1,1,0,0,0
1,7,719,2,270,79111,3,5,1,5,3,0,1,1,0,0,0
1,7,719,2,270,79112,1,1,1,12,4,1,1,1,0,0,1
1,7,719,2,270,79112,1,17,1,5,4,1,1,0,0,0,0
1,7,719,2,270,79112,1,4,1,8,4,1,0,1,0,0,0
1,7,719,2,270,79112,1,12,1,4,3,1,1,0,0,0,0
1,7,719,2,270,79112,1,15,1,4,4,1,1,0,0,0,0
1,7,719,2,270,79112,1,18,2,,,,,,,,
1,7,719,2,270,79112,1,9,1,4,3,0,0,1,0,0,0
1,7,719,2,270,79112,1,11,1,2,3,0,0,1,0,0,0
1,7,719,2,270,79112,1,10,1,4,3,1,1,0,0,0,0
1,7,719,2,270,79112,1,14,1,4,4,1,1,0,0,0,0
1,7,719,2,270,79112,1,6,1,5,3,1,0,1,0,0,0
1,7,719,2,270,79112,1,7,1,3,3,1,0,1,0,0,0
1,7,719,2,270,79112,1,16,1,4,4,0,1,0,0,0,0
1,7,719,2,270,79112,1,8,1,6,4,1,1,0,0,0,0
1,7,719,2,270,79112,1,13,1,2,3,0,0,1,0,0,0
1,7,719,2,270,79112,1,3,1,10,4,1,0,1,0,0,0
1,7,719,2,270,79112,1,2,1,10,4,1,0,1,0,0,0
1,7,719,2,270,79112,2,11,2,,,,,,,,
1,7,719,2,270,79112,2,7,2,,,,,,,,
1,7,719,2,270,79112,2,1,1,6,3,1,1,0,0,0,1
1,7,719,2,270,79112,2,15,2,,,,,,,,
1,7,719,2,270,79112,2,6,1,1,3,1,0,0,0,0,0
1,7,719,2,270,79112,2,8,1,2,3,1,1,0,0,0,0
1,7,719,2,270,79112,2,13,2,,,,,,,,
1,7,719,2,270,79112,2,12,1,1,3,1,1,0,0,0,0
1,7,719,2,270,79112,2,10,1,2,3,1,1,0,0,0,0
1,7,719,2,270,79112,2,9,2,,,,,,,,
1,7,719,2,270,79112,2,18,2,,,,,,,,
1,7,719,2,270,79112,2,16,1,2,3,1,1,0,0,0,0
1,7,719,2,270,79112,2,14,2,,,,,,,,
1,7,719,2,270,79112,2,3,1,2,3,1,0,0,0,0,0
1,7,719,2,270,79112,2,17,1,2,3,1,1,0,0,0,0
1,7,719,2,270,79112,2,2,1,3,3,1,0,0,0,0,0
1,7,719,2,270,79112,2,4,1,3,3,1,0,0,0,0,0
1,7,719,2,270,79112,3,18,2,,,,,,,,
1,7,719,2,270,79112,3,11,2,,,,,,,,
1,7,719,2,270,79112,3,2,1,2,3,1,0,0,1,0,0
1,7,719,2,270,79112,3,4,1,2,3,1,0,0,1,0,0
1,7,719,2,270,79112,3,7,2,,,,,,,,
1,7,719,2,270,79112,3,12,2,,,,,,,,
1,7,719,2,270,79112,3,8,1,2,4,1,1,0,0,0,0
1,7,719,2,270,79112,3,14,2,,,,,,,,
1,7,719,2,270,79112,3,13,2,,,,,,,,
1,7,719,2,270,79112,3,17,2,,,,,,,,
1,7,719,2,270,79112,3,9,2,,,,,,,,
1,7,719,2,270,79112,3,15,2,,,,,,,,
1,7,719,2,270,79112,3,1,1,3,3,1,1,0,0,0,1
1,7,719,2,270,79112,3,6,2,,,,,,,,
1,7,719,2,270,79112,3,16,1,1,3,0,1,0,0,0,0
1,7,719,2,270,79112,3,10,1,2,3,1,1,0,0,0,0
1,7,719,2,270,79112,3,3,1,2,3,1,0,0,1,0,0
1,7,719,2,270,79113,1,11,1,3,3,0,0,1,0,0,0
1,7,719,2,270,79113,1,12,1,3,4,1,1,0,0,0,0
1,7,719,2,270,79113,1,4,1,1,3,0,0,1,0,0,0
1,7,719,2,270,79113,1,9,1,3,3,0,0,1,0,0,0
1,7,719,2,270,79113,1,1,1,10,4,1,0,1,0,0,1
1,7,719,2,270,79113,1,5,1,3,5,1,1,0,0,0,0
1,7,719,2,270,79113,1,7,1,2,3,0,0,1,0,0,0
1,7,719,2,270,79113,1,3,1,1,3,0,0,1,0,0,0
1,7,719,2,270,79113,1,13,1,4,3,1,1,0,0,0,0
1,7,719,2,270,79113,1,8,1,2,3,0,0,1,0,0,0
1,7,719,2,270,79113,1,6,1,4,3,1,1,0,0,0,0
1,7,719,2,270,79113,1,2,1,6,4,1,0,1,0,0,0
1,7,719,2,270,79113,2,13,1,5,4,1,1,0,0,0,0
1,7,719,2,270,79113,2,12,1,5,4,1,1,0,0,0,0
1,7,719,2,270,79113,2,8,2,,,,,,,,
1,7,719,2,270,79113,2,1,1,12,4,1,1,0,0,0,1
1,7,719,2,270,79113,2,3,2,,,,,,,,
1,7,719,2,270,79113,2,11,1,2,3,0,0,0,1,0,0
1,7,719,2,270,79113,2,7,2,,,,,,,,
1,7,719,2,270,79113,2,2,1,6,4,0,0,1,1,0,0
1,7,719,2,270,79113,2,6,1,5,4,1,1,0,0,0,0
1,7,719,2,270,79113,2,9,2,,,,,,,,
1,7,719,2,270,79113,2,4,2,,,,,,,,
1,7,719,2,270,79113,2,5,1,5,4,1,1,0,0,0,0
1,7,719,2,270,79113,4,3,2,,,,,,,,
1,7,719,2,270,79113,4,11,2,,,,,,,,
1,7,719,2,270,79113,4,6,2,,,,,,,,
1,7,719,2,270,79113,4,4,2,,,,,,,,
1,7,719,2,270,79113,4,12,2,,,,,,,,
1,7,719,2,270,79113,4,2,2,,,,,,,,
1,7,719,2,270,79113,4,1,2,,,,,,,,
1,7,719,2,270,79113,4,5,2,,,,,,,,
1,7,719,2,270,79113,4,13,2,,,,,,,,
1,7,719,2,270,79113,4,8,2,,,,,,,,
1,7,719,2,270,79113,4,9,2,,,,,,,,
1,7,719,2,270,79113,4,7,2,,,,,,,,
1,7,719,2,270,79113,6,11,1,2,3,1,1,0,0,0,0
1,7,719,2,270,79113,6,13,2,,,,,,,,
1,7,719,2,270,79113,6,2,1,3,3,1,0,1,0,0,0
1,7,719,2,270,79113,6,1,1,5,4,1,1,0,0,0,1
1,7,719,2,270,79113,6,12,1,2,3,1,1,0,0,0,0
1,7,719,2,270,79113,6,3,2,,,,,,,,
1,7,719,2,270,79113,6,7,2,,,,,,,,
1,7,719,2,270,79113,6,6,1,2,3,1,1,0,0,0,0
1,7,719,2,270,79113,6,5,1,2,3,1,1,0,0,0,0
1,7,719,2,270,79113,6,4,2,,,,,,,,
1,7,719,2,270,79113,6,9,2,,,,,,,,
1,7,719,2,270,79113,6,8,2,,,,,,,,
1,7,719,2,270,79114,1,1,1,10,5,1,1,1,0,0,1
1,7,719,2,270,79114,2,1,1,8,5,1,1,1,0,0,1
1,7,719,2,270,79114,3,1,1,6,5,1,1,1,0,0,1
1,7,719,2,270,79116,1,5,2,,,,,,,,
1,7,719,2,270,79116,1,6,2,,,,,,,,
1,7,719,2,270,79116,1,3,1,1,6,1,0,0,1,0,0
1,7,719,2,270,79116,1,1,1,27,6,1,1,1,1,0,1
1,7,719,2,270,79116,1,2,1,15,6,1,0,1,0,0,0
1,7,719,2,270,79116,1,4,2,,,,,,,,
1,7,719,2,270,79116,2,2,1,8,5,1,1,1,0,0,0
1,7,719,2,270,79116,2,1,1,3,5,1,0,0,1,0,1
1,7,719,2,270,79116,2,3,1,3,5,1,0,0,0,0,0
1,7,719,2,270,79116,2,5,2,,,,,,,,
1,7,719,2,270,79116,2,4,2,,,,,,,,
1,7,719,2,270,79116,2,6,2,,,,,,,,
1,7,719,2,270,79116,3,1,1,8,6,0,0,1,0,0,1
1,7,719,2,270,79116,3,3,1,2,6,0,0,1,0,0,0
1,7,719,2,270,79116,3,2,1,8,6,0,0,1,0,0,0
1,7,719,2,270,79116,3,4,2,,,,,,,,
1,7,719,2,270,79116,3,5,2,,,,,,,,
1,7,719,2,270,79116,3,6,2,,,,,,,,
1,7,719,2,270,79116,4,2,1,12,6,0,0,1,0,0,0
1,7,719,2,270,79116,4,5,2,,,,,,,,
1,7,719,2,270,79116,4,1,1,15,5,1,1,1,0,0,1
1,7,719,2,270,79116,4,6,2,,,,,,,,
1,7,719,2,270,79116,4,4,2,,,,,,,,
1,7,719,2,270,79116,4,3,1,5,6,1,1,0,0,0,0
1,7,719,2,270,79117,1,7,2,,,,,,,,
1,7,719,2,270,79117,1,3,1,8,7,0,0,1,0,0,0
1,7,719,2,270,79117,1,4,1,7,7,0,0,1,0,0,0
1,7,719,2,270,79117,1,2,1,8,7,0,0,1,0,0,0
1,7,719,2,270,79117,1,1,1,16,7,0,0,1,0,0,1
1,7,719,2,270,79117,1,5,1,8,7,0,0,1,0,0,0
1,7,719,2,270,79117,1,6,2,,,,,,,,
1,7,719,2,270,79117,2,4,1,12,7,1,0,1,0,0,0
1,7,719,2,270,79117,2,5,1,9,7,1,0,1,0,0,0
1,7,719,2,270,79117,2,6,2,,,,,,,,
1,7,719,2,270,79117,2,7,2,,,,,,,,
1,7,719,2,270,79117,2,1,1,24,7,1,0,1,0,0,1
1,7,719,2,270,79117,2,3,1,8,6,1,0,1,0,0,0
1,7,719,2,270,79117,2,2,1,15,7,1,0,1,0,0,0
1,7,719,2,270,79117,3,2,1,6,6,1,1,0,0,0,0
1,7,719,2,270,79117,3,1,1,12,6,1,1,0,0,0,1
1,7,719,2,270,79117,3,7,2,,,,,,,,
1,7,719,2,270,79117,3,4,1,7,6,1,1,0,0,0,0
1,7,719,2,270,79117,3,6,2,,,,,,,,
1,7,719,2,270,79117,3,5,1,5,6,1,1,0,0,0,0
1,7,719,2,270,79117,3,3,1,6,6,1,1,0,0,0,0
1,7,719,2,270,79117,4,6,1,5,6,1,0,0,0,0,0
1,7,719,2,270,79117,4,4,1,6,6,1,1,0,0,0,0
1,7,719,2,270,79117,4,2,1,10,7,1,1,0,0,0,0
1,7,719,2,270,79117,4,3,1,10,7,1,1,0,0,0,0
1,7,719,2,270,79117,4,7,2,,,,,,,,
1,7,719,2,270,79117,4,5,1,7,6,1,1,0,0,0,0
1,7,719,2,270,79117,4,1,1,18,7,1,1,0,0,0,1
1,7,719,2,270,79119,1,3,1,12,6,1,0,1,1,0,0
1,7,719,2,270,79119,1,8,2,,,,,,,,
1,7,719,2,270,79119,1,7,2,,,,,,,,
1,7,719,2,270,79119,1,2,1,18,6,1,0,1,0,0,0
1,7,719,2,270,79119,1,5,1,8,6,1,0,1,1,0,0
1,7,719,2,270,79119,1,6,2,,,,,,,,
1,7,719,2,270,79119,1,4,1,12,6,1,0,1,1,0,0
1,7,719,2,270,79119,1,1,1,32,6,1,1,1,1,0,1
1,7,719,2,270,79119,2,8,2,,,,,,,,
1,7,719,2,270,79119,2,4,1,12,6,1,1,1,1,0,0
1,7,719,2,270,79119,2,7,2,,,,,,,,
1,7,719,2,270,79119,2,3,1,12,6,1,1,1,1,0,0
1,7,719,2,270,79119,2,5,1,10,6,1,1,1,1,0,0
1,7,719,2,270,79119,2,6,2,,,,,,,,
1,7,719,2,270,79119,2,1,1,18,7,1,1,1,1,0,1
1,7,719,2,270,79119,2,2,1,15,6,1,1,1,0,0,0
1,7,719,2,270,79119,3,6,2,,,,,,,,
1,7,719,2,270,79119,3,8,2,,,,,,,,
1,7,719,2,270,79119,3,5,1,5,6,0,0,1,0,0,0
1,7,719,2,270,79119,3,4,1,5,6,0,0,1,0,0,0
1,7,719,2,270,79119,3,7,2,,,,,,,,
1,7,719,2,270,79119,3,1,1,8,7,0,0,1,0,0,0
1,7,719,2,270,79119,3,3,1,6,7,0,0,1,0,0,0
1,7,719,2,270,79119,3,2,1,8,7,0,0,1,0,0,0
1,7,719,2,270,79119,4,1,1,13,7,1,1,0,1,0,1
1,7,719,2,270,79119,4,4,1,8,6,1,1,0,1,0,0
1,7,719,2,270,79119,4,3,1,6,6,1,1,0,1,0,0
1,7,719,2,270,79119,4,2,1,8,6,1,1,0,0,0,0
1,7,719,2,270,79119,4,6,2,,,,,,,,
1,7,719,2,270,79119,4,5,1,8,6,1,1,0,1,0,0
1,7,719,2,270,79119,4,7,2,,,,,,,,
1,7,719,2,270,79119,4,8,2,,,,,,,,
1,7,719,2,270,79120,1,5,2,,,,,,,,
1,7,719,2,270,79120,1,1,1,18,6,1,0,1,0,0,0
1,7,719,2,270,79120,1,2,1,8,6,1,0,1,0,0,0
1,7,719,2,270,79120,1,8,1,25,6,1,1,1,1,0,1
1,7,719,2,270,79120,1,3,1,5,6,1,0,1,0,0,0
1,7,719,2,270,79120,1,4,2,,,,,,,,
1,7,719,2,270,79120,2,5,2,,,,,,,,
1,7,719,2,270,79120,2,3,1,10,6,1,1,1,0,0,0
1,7,719,2,270,79120,2,2,1,10,6,1,1,1,0,0,0
1,7,719,2,270,79120,2,4,1,4,6,0,1,1,0,0,0
1,7,719,2,270,79120,2,1,1,20,6,1,1,1,0,0,0
1,7,719,2,270,79120,2,8,1,28,6,1,0,1,1,0,1
1,7,719,2,270,79120,3,4,2,,,,,,,,
1,7,719,2,270,79120,3,5,2,,,,,,,,
1,7,719,2,270,79120,3,8,1,15,6,1,0,0,1,0,1
1,7,719,2,270,79120,3,3,1,4,6,1,0,0,0,0,0
1,7,719,2,270,79120,3,2,1,4,6,1,0,0,0,0,0
1,7,719,2,270,79120,3,1,1,12,6,1,1,0,0,0,0
1,7,719,2,270,79120,4,1,1,8,6,0,0,1,0,0,0
1,7,719,2,270,79120,4,3,1,6,6,0,0,1,0,0,0
1,7,719,2,270,79120,4,4,2,,,,,,,,
1,7,719,2,270,79120,4,5,2,,,,,,,,
1,7,719,2,270,79120,4,8,1,13,6,0,0,1,0,0,0
1,7,719,2,270,79120,4,2,1,6,6,0,0,1,0,0,0
1,7,721,2,2400,79121,1,2,1,13,4,0,1,0,0,0,0
1,7,721,2,2400,79121,1,1,1,16,4,1,0,0,0,0,0
1,7,721,2,2400,79121,1,4,1,10,3,1,1,0,0,0,0
1,7,721,2,2400,79121,1,3,1,12,4,1,0,0,0,0,0
1,7,721,2,2400,79121,1,5,1,13,3,1,1,0,0,0,0
1,7,721,2,2400,79121,1,7,1,9,2,1,0,0,0,0,0
1,7,721,2,2400,79121,1,6,1,10,3,0,0,1,0,0,0
1,7,721,2,2400,79121,2,1,1,14,5,1,0,0,0,0,0
1,7,721,2,2400,79121,2,5,1,9,2,0,1,1,0,0,0
1,7,721,2,2400,79121,2,6,1,8,3,0,1,1,0,0,0
1,7,721,2,2400,79121,2,3,1,9,2,1,0,0,0,0,0
1,7,721,2,2400,79121,2,7,2,,,,,,,,
1,7,721,2,2400,79121,2,4,1,8,2,1,0,0,0,0,0
1,7,721,2,2400,79121,2,2,1,6,3,0,1,0,0,0,0
1,7,721,2,2400,79122,1,3,1,5,5,0,0,1,0,0,0
1,7,721,2,2400,79122,1,6,1,2,1,0,0,1,0,0,0
1,7,721,2,2400,79122,1,4,1,4,2,0,0,1,0,0,0
1,7,721,2,2400,79122,1,7,1,1,1,0,0,1,0,0,0
1,7,721,2,2400,79122,1,2,1,6,3,0,1,0,0,0,0
1,7,721,2,2400,79122,1,1,1,9,4,1,0,0,0,0,0
1,7,721,2,2400,79122,1,5,1,4,2,0,0,1,0,0,0
1,7,721,2,2400,79122,2,1,1,8,4,1,0,0,0,0,0
1,7,721,2,2400,79122,2,5,1,5,1,0,0,1,0,0,0
1,7,721,2,2400,79122,2,7,2,,,,,,,,
1,7,721,2,2400,79122,2,4,1,2,1,0,0,1,0,0,0
1,7,721,2,2400,79122,2,3,1,3,2,0,0,1,0,0,0
1,7,721,2,2400,79122,2,2,1,6,3,0,1,0,0,0,0
