"zone","state","lga","sector","ea","hhid","plotid","indiv","s11c1q1a","s11c1q1b","s11c1q1c","s11c1q1d_1","s11c1q1d_2","s11c1q1d_3","s11c1q1d_4","s11c1q1d_5","s11c1q1d_6"
1,31,3102,2,14,319002,10,7,2,,,,,,,,
1,31,3102,2,14,319002,11,15,1,3,3,0,1,1,1,0,0
1,31,3102,2,14,319002,11,14,1,2,3,0,0,1,0,0,0
1,31,3102,2,14,319002,11,3,1,2,3,0,0,1,0,0,1
1,31,3102,2,14,319002,11,2,2,,,,,,,,
1,31,3102,2,14,319002,11,11,2,,,,,,,,
1,31,3102,2,14,319002,11,8,2,,,,,,,,
1,31,3102,2,14,319002,11,4,2,,,,,,,,
1,31,3102,2,14,319002,11,6,1,6,4,1,1,1,1,0,1
1,31,3102,2,14,319002,11,10,2,,,,,,,,
1,31,3102,2,14,319002,11,1,2,,,,,,,,
1,31,3102,2,14,319002,11,7,2,,,,,,,,
1,31,3102,2,14,319002,11,9,2,,,,,,,,
1,31,3102,2,14,319002,11,5,2,,,,,,,,
1,31,3102,2,14,319002,12,3,2,,,,,,,,
1,31,3102,2,14,319002,12,4,2,,,,,,,,
1,31,3102,2,14,319002,12,2,2,,,,,,,,
1,31,3102,2,14,319002,12,10,2,,,,,,,,
1,31,3102,2,14,319002,12,1,1,2,4,1,0,0,0,0,1
1,31,3102,2,14,319002,12,7,2,,,,,,,,
1,31,3102,2,14,319002,12,9,2,,,,,,,,
1,31,3102,2,14,319002,12,15,1,4,3,1,1,1,0,0,0
1,31,3102,2,14,319002,12,6,1,6,4,1,1,1,1,0,1
1,31,3102,2,14,319002,12,5,2,,,,,,,,
1,31,3102,2,14,319002,12,14,2,,,,,,,,
1,31,3102,2,14,319002,12,8,2,,,,,,,,
1,31,3102,2,14,319002,12,11,2,,,,,,,,
1,31,3102,2,14,319004,1,9,1,2,2,0,0,1,0,0,0
1,31,3102,2,14,319004,1,3,2,,,,,,,,
1,31,3102,2,14,319004,1,1,1,10,5,1,1,1,1,0,1
1,31,3102,2,14,319004,1,4,1,8,6,1,1,1,1,0,0
1,31,3102,2,14,319004,1,2,1,2,2,1,1,1,0,0,0
1,31,3102,2,14,319004,1,7,2,,,,,,,,
1,31,3102,2,14,319004,1,6,2,,,,,,,,
1,31,3102,2,14,319004,1,5,2,,,,,,,,
1,31,3102,2,14,319004,1,8,2,,,,,,,,
1,31,3102,2,14,319004,2,8,1,1,2,0,0,1,0,0,0
1,31,3102,2,14,319004,2,6,2,,,,,,,,
1,31,3102,2,14,319004,2,9,1,2,2,0,0,1,0,0,0
1,31,3102,2,14,319004,2,3,1,2,2,0,1,1,0,0,0
1,31,3102,2,14,319004,2,2,1,4,2,0,1,1,0,0,0
1,31,3102,2,14,319004,2,4,1,12,4,1,1,1,1,0,0
1,31,3102,2,14,319004,2,7,2,,,,,,,,
1,31,3102,2,14,319004,2,5,2,,,,,,,,
1,31,3102,2,14,319004,2,1,1,12,4,1,1,1,1,0,1
1,31,3102,2,14,319004,3,5,2,,,,,,,,
1,31,3102,2,14,319004,3,7,2,,,,,,,,
1,31,3102,2,14,319004,3,4,1,4,4,1,1,0,1,0,0
1,31,3102,2,14,319004,3,2,1,2,2,0,1,1,0,0,0
1,31,3102,2,14,319004,3,6,2,,,,,,,,
1,31,3102,2,14,319004,3,9,1,1,2,0,0,1,0,0,0
1,31,3102,2,14,319004,3,1,1,4,4,1,1,1,0,0,1
1,31,3102,2,14,319004,3,3,2,,,,,,,,
1,31,3102,2,14,319004,3,8,2,,,,,,,,
1,31,3102,2,14,319004,4,5,2,,,,,,,,
1,31,3102,2,14,319004,4,1,1,6,4,1,1,0,1,0,1
1,31,3102,2,14,319004,4,8,2,,,,,,,,
1,31,3102,2,14,319004,4,7,2,,,,,,,,
1,31,3102,2,14,319004,4,6,2,,,,,,,,
1,31,3102,2,14,319004,4,9,2,,,,,,,,
1,31,3102,2,14,319004,4,4,1,6,4,1,1,0,1,0,0
1,31,3102,2,14,319004,4,3,2,,,,,,,,
1,31,3102,2,14,319004,4,2,1,2,2,0,0,1,0,0,0
1,31,3102,2,14,319004,5,1,1,4,4,1,1,1,1,0,1
1,31,3102,2,14,319004,5,7,2,,,,,,,,
1,31,3102,2,14,319004,5,9,2,,,,,,,,
1,31,3102,2,14,319004,5,2,1,2,2,0,1,1,0,0,0
1,31,3102,2,14,319004,5,4,1,4,4,1,1,0,1,0,0
1,31,3102,2,14,319004,5,3,2,,,,,,,,
1,31,3102,2,14,319004,5,5,2,,,,,,,,
1,31,3102,2,14,319004,5,8,2,,,,,,,,
1,31,3102,2,14,319004,5,6,2,,,,,,,,
1,31,3102,2,14,319004,6,7,2,,,,,,,,
1,31,3102,2,14,319004,6,6,2,,,,,,,,
1,31,3102,2,14,319004,6,3,1,4,4,1,1,1,0,0,0
1,31,3102,2,14,319004,6,5,1,4,2,0,0,1,0,0,0
1,31,3102,2,14,319004,6,4,1,12,4,1,1,1,1,0,0
1,31,3102,2,14,319004,6,8,2,,,,,,,,
1,31,3102,2,14,319004,6,1,1,14,4,1,1,1,1,0,1
1,31,3102,2,14,319004,6,9,2,,,,,,,,
1,31,3102,2,14,319004,6,2,1,8,2,0,1,1,1,0,0
1,31,3102,2,14,319004,7,2,2,,,,,,,,
1,31,3102,2,14,319004,7,4,1,4,4,1,1,0,0,0,0
1,31,3102,2,14,319004,7,9,2,,,,,,,,
1,31,3102,2,14,319004,7,6,2,,,,,,,,
1,31,3102,2,14,319004,7,8,2,,,,,,,,
1,31,3102,2,14,319004,7,1,1,6,4,1,1,0,1,0,0
1,31,3102,2,14,319004,7,7,2,,,,,,,,
1,31,3102,2,14,319004,7,3,2,,,,,,,,
1,31,3102,2,14,319004,7,5,2,,,,,,,,
1,31,3102,2,14,319005,1,2,1,40,4,1,1,1,1,0,0
1,31,3102,2,14,319005,1,4,2,,,,,,,,
1,31,3102,2,14,319005,1,1,1,60,6,1,0,1,1,0,0
1,31,3102,2,14,319005,1,5,2,,,,,,,,
1,31,3102,2,14,319005,1,3,1,30,3,0,1,1,0,0,0
1,31,3102,2,14,319005,2,3,1,20,2,0,1,1,1,0,0
1,31,3102,2,14,319005,2,2,1,30,3,0,1,1,1,0,0
1,31,3102,2,14,319005,2,4,2,,,,,,,,
1,31,3102,2,14,319005,2,1,1,45,5,1,1,1,1,0,1
1,31,3102,2,14,319005,2,5,2,,,,,,,,
1,31,3102,2,14,319006,1,2,1,8,5,0,1,1,0,0,0
1,31,3102,2,14,319006,1,10,2,,,,,,,,
1,31,3102,2,14,319006,1,6,2,,,,,,,,
1,31,3102,2,14,319006,1,8,1,8,5,0,1,1,0,0,0
1,31,3102,2,14,319006,1,4,1,8,5,1,0,0,1,0,0
1,31,3102,2,14,319006,1,1,1,8,5,1,0,0,1,0,0
1,31,3102,2,14,319006,1,7,2,,,,,,,,
1,31,3102,2,14,319006,1,3,2,,,,,,,,
1,31,3102,2,14,319006,1,5,1,6,5,0,1,1,0,0,0
1,31,3102,2,14,319006,2,5,1,2,5,0,1,1,0,0,0
1,31,3102,2,14,319006,2,3,2,,,,,,,,
1,31,3102,2,14,319006,2,10,2,,,,,,,,
1,31,3102,2,14,319006,2,1,1,7,5,1,0,0,1,0,0
1,31,3102,2,14,319006,2,6,2,,,,,,,,
1,31,3102,2,14,319006,2,2,1,7,5,0,1,1,0,0,0
1,31,3102,2,14,319006,2,7,2,,,,,,,,
1,31,3102,2,14,319006,2,8,1,7,5,0,1,1,0,0,0
1,31,3102,2,14,319006,2,4,1,5,5,1,0,0,1,0,0
1,31,3102,2,14,319006,3,1,1,5,5,1,0,0,1,0,0
1,31,3102,2,14,319006,3,2,1,5,5,0,1,1,0,0,0
1,31,3102,2,14,319006,3,10,2,,,,,,,,
1,31,3102,2,14,319006,3,3,2,,,,,,,,
1,31,3102,2,14,319006,3,6,2,,,,,,,,
1,31,3102,2,14,319006,3,5,2,,,,,,,,
1,31,3102,2,14,319006,3,8,1,5,5,0,1,1,0,0,0
1,31,3102,2,14,319006,3,7,2,,,,,,,,
1,31,3102,2,14,319006,3,4,1,5,5,1,0,0,1,0,0
1,31,3102,2,14,319006,4,3,1,1,9,0,1,0,0,0,0
1,31,3102,2,14,319006,4,2,1,1,9,0,1,0,0,0,0
1,31,3102,2,14,319006,4,4,1,2,9,1,0,0,0,0,0
1,31,3102,2,14,319006,4,10,2,,,,,,,,
1,31,3102,2,14,319006,4,7,2,,,,,,,,
1,31,3102,2,14,319006,4,8,1,1,9,0,1,0,0,0,0
1,31,3102,2,14,319006,4,5,1,1,9,0,1,0,0,0,0
1,31,3102,2,14,319006,4,6,2,,,,,,,,
1,31,3102,2,14,319006,4,1,1,2,9,1,0,0,0,0,1
1,31,3102,2,14,319006,5,5,2,,,,,,,,
1,31,3102,2,14,319006,5,3,2,,,,,,,,
1,31,3102,2,14,319006,5,1,1,1,4,1,1,0,1,0,0
1,31,3102,2,14,319006,5,2,2,,,,,,,,
1,31,3102,2,14,319006,5,6,2,,,,,,,,
1,31,3102,2,14,319006,5,10,2,,,,,,,,
1,31,3102,2,14,319006,5,8,2,,,,,,,,
1,31,3102,2,14,319006,5,4,1,1,4,1,1,0,1,0,0
1,31,3102,2,14,319006,5,7,2,,,,,,,,
1,31,3102,2,14,319006,6,2,1,2,5,0,1,1,0,0,0
1,31,3102,2,14,319006,6,5,1,2,5,0,1,1,0,0,0
1,31,3102,2,14,319006,6,7,2,,,,,,,,
1,31,3102,2,14,319006,6,6,2,,,,,,,,
1,31,3102,2,14,319006,6,1,1,2,5,1,0,0,1,0,0
1,31,3102,2,14,319006,6,3,2,,,,,,,,
1,31,3102,2,14,319006,6,4,1,2,5,1,0,0,1,0,0
1,31,3102,2,14,319006,6,10,2,,,,,,,,
1,31,3102,2,14,319006,6,8,1,2,5,0,1,1,0,0,0
1,31,3102,2,14,319007,1,3,1,7,5,1,0,0,1,0,0
1,31,3102,2,14,319007,1,5,1,2,4,0,0,1,0,0,0
1,31,3102,2,14,319007,1,2,1,2,4,0,0,1,0,0,0
1,31,3102,2,14,319007,1,4,1,7,5,1,0,0,1,0,0
1,31,3102,2,14,319007,1,1,1,7,5,1,0,0,1,0,1
1,31,3102,2,14,319007,2,4,1,7,5,1,0,0,1,0,0
1,31,3102,2,14,319007,2,3,1,7,5,1,0,0,1,0,0
1,31,3102,2,14,319007,2,5,1,2,4,0,1,1,0,0,0
1,31,3102,2,14,319007,2,2,1,5,4,0,1,1,0,0,0
1,31,3102,2,14,319007,2,1,1,7,5,1,0,0,1,0,0
1,31,3102,2,14,319007,3,3,1,3,5,1,0,0,1,0,0
1,31,3102,2,14,319007,3,2,1,2,5,0,1,0,0,0,0
1,31,3102,2,14,319007,3,5,1,3,4,0,1,0,0,0,0
1,31,3102,2,14,319007,3,4,1,5,5,1,0,0,1,0,0
1,31,3102,2,14,319007,3,1,1,3,5,1,0,0,1,0,0
1,31,3102,2,14,319007,4,1,1,2,5,1,1,0,1,0,0
1,31,3102,2,14,319007,4,4,1,2,5,1,1,0,1,0,0
1,31,3102,2,14,319007,4,3,1,2,5,1,1,0,1,0,0
1,31,3102,2,14,319007,4,5,2,,,,,,,,
1,31,3102,2,14,319007,4,2,2,,,,,,,,
1,31,3102,2,14,319007,5,2,1,5,4,0,1,1,0,0,0
1,31,3102,2,14,319007,5,3,1,3,5,1,0,0,1,0,0
1,31,3102,2,14,319007,5,1,1,7,5,1,0,0,1,0,0
1,31,3102,2,14,319007,5,4,1,3,5,1,0,0,1,0,0
1,31,3102,2,14,319007,5,5,1,5,4,0,1,1,0,0,0
1,31,3102,2,14,319007,6,5,2,,,,,,,,
1,31,3102,2,14,319007,6,2,1,5,4,0,1,1,0,0,0
1,31,3102,2,14,319007,6,4,1,2,5,1,1,0,1,0,0
1,31,3102,2,14,319007,6,3,1,3,5,1,1,0,1,0,0
1,31,3102,2,14,319007,6,1,1,7,5,1,1,1,0,0,0
1,31,3102,2,14,319008,1,3,1,28,8,1,0,0,1,0,0
1,31,3102,2,14,319008,1,5,2,,,,,,,,
1,31,3102,2,14,319008,1,4,1,8,8,1,0,0,1,0,0
1,31,3102,2,14,319008,1,1,1,28,8,1,0,0,1,0,0
1,31,3102,2,14,319008,1,2,1,2,10,0,1,1,0,0,0
1,31,3102,2,14,319008,2,1,1,28,8,1,0,0,1,0,0
1,31,3102,2,14,319008,2,4,1,8,8,1,0,0,1,0,0
1,31,3102,2,14,319008,2,2,1,2,8,0,1,1,0,0,0
1,31,3102,2,14,319008,2,3,1,28,8,1,0,0,1,0,0
1,31,3102,2,14,319008,2,5,2,,,,,,,,
1,31,3102,2,14,319008,3,4,1,4,8,1,0,0,1,0,0
1,31,3102,2,14,319008,3,5,2,,,,,,,,
1,31,3102,2,14,319008,3,1,1,5,8,1,0,1,0,0,0
1,31,3102,2,14,319008,3,3,1,5,8,1,0,0,1,0,0
1,31,3102,2,14,319008,3,2,1,5,8,0,1,1,0,0,0
1,31,3102,2,14,319009,1,8,2,,,,,,,,
1,31,3102,2,14,319009,1,4,1,12,3,0,1,1,0,0,0
1,31,3102,2,14,319009,1,5,1,12,3,0,1,1,0,0,0
1,31,3102,2,14,319009,1,1,1,12,5,0,0,0,0,0,1
1,31,3102,2,14,319009,1,7,2,,,,,,,,
1,31,3102,2,14,319009,1,3,1,12,8,0,1,1,0,0,0
1,31,3102,2,14,319009,1,2,1,12,8,0,1,1,0,0,0
1,31,3102,2,14,319009,1,6,1,12,3,0,1,1,0,0,0
1,31,3102,2,14,319009,2,7,2,,,,,,,,
1,31,3102,2,14,319009,2,3,1,5,8,0,1,1,0,0,0
1,31,3102,2,14,319009,2,1,1,12,5,0,0,0,0,0,1
1,31,3102,2,14,319009,2,8,2,,,,,,,,
1,31,3102,2,14,319009,2,2,1,5,8,0,1,1,0,0,0
1,31,3102,2,14,319009,2,4,1,5,3,0,1,1,0,1,0
1,31,3102,2,14,319009,2,5,1,5,3,0,1,1,0,0,0
1,31,3102,2,14,319009,2,6,1,5,3,0,1,1,0,0,0
1,31,3102,2,14,319009,3,3,1,6,8,0,1,1,0,0,0
1,31,3102,2,14,319009,3,8,2,,,,,,,,
1,31,3102,2,14,319009,3,2,1,6,8,0,1,1,0,0,1
1,31,3102,2,14,319009,3,5,1,6,3,0,1,1,0,0,0
1,31,3102,2,14,319009,3,6,1,6,3,0,1,1,0,0,0
1,31,3102,2,14,319009,3,7,2,,,,,,,,
1,31,3102,2,14,319009,3,4,1,6,3,0,1,1,0,0,0
1,31,3102,2,14,319009,3,1,1,5,4,0,0,0,0,0,1
1,31,3102,2,14,319009,4,4,1,6,5,0,1,1,0,0,0
1,31,3102,2,14,319009,4,2,1,5,6,0,1,1,0,0,0
1,31,3102,2,14,319009,4,5,1,5,3,0,1,1,0,0,0
1,31,3102,2,14,319009,4,1,1,6,4,0,0,0,0,0,1
1,31,3102,2,14,319009,4,3,1,6,7,0,1,1,0,0,1
1,31,3102,2,14,319009,4,8,2,,,,,,,,
1,31,3102,2,14,319009,4,6,1,5,3,0,1,1,0,0,0
1,31,3102,2,14,319009,4,7,2,,,,,,,,
1,31,3102,2,14,319009,5,7,2,,,,,,,,
1,31,3102,2,14,319009,5,2,1,6,8,0,1,1,0,0,0
1,31,3102,2,14,319009,5,4,1,6,5,0,1,1,0,0,0
1,31,3102,2,14,319009,5,8,2,,,,,,,,
1,31,3102,2,14,319009,5,1,1,6,4,0,0,0,0,0,1
1,31,3102,2,14,319009,5,5,1,6,3,0,1,1,0,0,0
1,31,3102,2,14,319009,5,6,1,6,3,0,1,1,0,0,0
1,31,3102,2,14,319009,5,3,1,6,8,0,1,1,0,0,0
1,31,3102,2,14,319010,1,2,1,4,5,0,1,1,0,0,0
1,31,3102,2,14,319010,1,7,1,5,2,0,0,1,0,0,0
1,31,3102,2,14,319010,1,4,1,12,4,0,1,1,0,0,0
1,31,3102,2,14,319010,1,1,1,24,6,1,1,0,1,0,1
1,31,3102,2,14,319010,1,5,1,7,4,0,1,1,0,0,0
1,31,3102,2,14,319010,1,6,1,8,4,0,0,1,0,0,0
1,31,3102,2,14,319010,1,3,1,13,4,0,1,1,0,0,0
1,31,3102,2,14,319010,2,3,2,,,,,,,,
1,31,3102,2,14,319010,2,5,1,6,4,0,0,1,0,0,0
1,31,3102,2,14,319010,2,1,1,14,6,1,1,0,1,0,1
1,31,3102,2,14,319010,2,7,2,,,,,,,,
1,31,3102,2,14,319010,2,2,1,14,6,0,1,1,0,0,0
1,31,3102,2,14,319010,2,4,1,5,4,0,1,1,0,0,0
1,31,3102,2,14,319010,2,6,1,6,4,0,0,1,0,0,0
1,31,3102,2,14,319010,3,3,1,3,4,0,0,1,0,0,0
1,31,3102,2,14,319010,3,5,1,5,3,0,0,1,0,0,0
1,31,3102,2,14,319010,3,2,1,10,5,0,1,1,0,0,0
1,31,3102,2,14,319010,3,7,1,2,1,0,0,1,0,0,0
1,31,3102,2,14,319010,3,6,1,4,2,0,0,1,0,0,0
1,31,3102,2,14,319010,3,4,1,6,3,0,0,1,0,0,0
1,31,3102,2,14,319010,3,1,1,10,6,1,0,0,1,0,1
1,31,3102,2,14,319010,4,3,1,2,2,0,0,1,0,0,0
1,31,3102,2,14,319010,4,2,1,7,5,0,1,1,0,0,0
1,31,3102,2,14,319010,4,5,1,5,3,0,0,1,0,0,0
1,31,3102,2,14,319010,4,7,2,,,,,,,,
1,31,3102,2,14,319010,4,4,1,5,3,0,0,1,0,0,0
1,31,3102,2,14,319010,4,1,1,7,5,1,0,0,0,0,1
1,31,3102,2,14,319010,4,6,1,5,3,0,0,1,0,0,0
1,31,3102,2,14,319010,5,2,1,13,6,0,1,1,0,0,0
1,31,3102,2,14,319010,5,7,1,5,2,0,0,1,0,0,0
1,31,3102,2,14,319010,5,4,1,8,4,0,0,1,0,0,0
1,31,3102,2,14,319010,5,6,1,6,4,0,0,1,0,0,0
1,31,3102,2,14,319010,5,5,1,5,3,0,0,1,0,0,0
1,31,3102,2,14,319010,5,3,2,,,,,,,,
1,31,3102,2,14,319010,5,1,1,13,6,1,0,0,0,0,1
1,31,3102,2,14,319010,6,6,1,5,2,0,0,1,0,0,0
1,31,3102,2,14,319010,6,5,1,4,2,0,0,1,0,0,0
1,31,3102,2,14,319010,6,2,1,12,7,0,1,1,0,0,0
1,31,3102,2,14,319010,6,4,1,6,3,0,0,1,0,0,0
1,31,3102,2,14,319010,6,3,1,4,2,0,0,1,0,0,0
1,31,3102,2,14,319010,6,1,1,12,8,1,0,0,0,0,1
1,31,3102,2,14,319010,6,7,1,3,1,0,0,1,0,0,0
1,31,3102,2,14,319010,7,6,1,5,3,0,0,1,0,0,0
1,31,3102,2,14,319010,7,4,1,5,3,0,0,1,0,0,0
1,31,3102,2,14,319010,7,1,1,11,8,1,0,0,0,0,1
1,31,3102,2,14,319010,7,2,1,11,8,0,1,1,0,0,0
1,31,3102,2,14,319010,7,7,2,,,,,,,,
1,31,3102,2,14,319010,7,5,1,5,2,0,0,1,0,0,0
1,31,3102,2,14,319010,7,3,1,4,3,0,0,1,0,0,0
1,31,3102,2,14,319012,1,2,1,14,4,1,1,1,0,0,0
1,31,3102,2,14,319012,1,5,2,,,,,,,,
1,31,3102,2,14,319012,1,1,1,14,4,1,0,0,1,0,1
1,31,3102,2,14,319012,1,4,2,,,,,,,,
1,31,3102,2,14,319012,1,7,2,,,,,,,,
1,31,3102,2,14,319012,2,1,1,28,4,1,0,0,1,0,1
1,31,3102,2,14,319012,2,4,2,,,,,,,,
1,31,3102,2,14,319012,2,7,2,,,,,,,,
1,31,3102,2,14,319012,2,2,1,28,4,1,1,1,0,0,0
1,31,3102,2,14,319012,2,5,2,,,,,,,,
1,31,3102,2,14,319012,4,1,1,35,4,1,0,0,1,0,1
1,31,3102,2,14,319012,4,2,1,35,4,1,1,1,0,0,0
1,31,3102,2,14,319012,4,7,2,,,,,,,,
1,31,3102,2,14,319012,4,5,2,,,,,,,,
1,31,3102,2,14,319012,4,4,2,,,,,,,,
1,31,3102,2,14,319012,5,2,1,14,4,1,1,1,0,0,0
1,31,3102,2,14,319012,5,5,2,,,,,,,,
1,31,3102,2,14,319012,5,4,2,,,,,,,,
1,31,3102,2,14,319012,5,7,2,,,,,,,,
1,31,3102,2,14,319012,5,1,1,14,4,1,0,0,1,0,1
1,31,3110,2,334,319025,1,5,2,,,,,,,,
1,31,3110,2,334,319025,1,1,1,7,5,1,0,0,1,0,1
1,31,3110,2,334,319025,1,6,2,,,,,,,,
1,31,3110,2,334,319025,1,3,2,,,,,,,,
1,31,3110,2,334,319025,1,2,1,3,5,0,1,1,0,0,1
1,31,3110,2,334,319025,1,4,1,2,3,1,1,0,0,0,0
1,31,3110,2,334,319026,1,7,1,18,5,1,1,1,1,0,0
1,31,3110,2,334,319026,1,3,1,20,8,1,1,0,1,0,0
1,31,3110,2,334,319026,1,4,1,20,6,1,1,1,1,0,0
1,31,3110,2,334,319026,1,2,1,25,8,1,1,1,1,0,0
1,31,3110,2,334,319026,1,5,1,18,4,1,1,1,1,0,0
1,31,3110,2,334,319026,1,6,1,18,4,1,1,1,1,0,0
1,31,3110,2,334,319026,1,8,2,,,,,,,,
1,31,3110,2,334,319026,1,1,1,25,8,1,1,1,1,0,0
1,31,3110,2,334,319026,2,1,1,16,9,1,1,1,1,0,1
1,31,3110,2,334,319026,2,3,1,16,8,1,1,1,1,0,0
1,31,3110,2,334,319026,2,4,1,12,5,1,0,1,1,0,0
1,31,3110,2,334,319026,2,8,2,,,,,,,,
1,31,3110,2,334,319026,2,6,1,14,6,1,1,1,1,0,0
1,31,3110,2,334,319026,2,2,1,16,9,1,1,1,1,0,0
1,31,3110,2,334,319026,2,5,1,16,7,1,1,1,1,0,0
1,31,3110,2,334,319026,2,7,1,12,5,0,1,1,0,0,0
1,31,3110,2,334,319026,3,6,1,14,3,1,0,1,1,0,0
1,31,3110,2,334,319026,3,7,1,9,4,1,1,1,0,0,0
1,31,3110,2,334,319026,3,8,2,,,,,,,,
1,31,3110,2,334,319026,3,2,1,18,5,1,1,1,1,0,0
1,31,3110,2,334,319026,3,5,1,8,4,1,0,1,1,0,0
1,31,3110,2,334,319026,3,4,1,16,6,1,1,1,1,0,0
1,31,3110,2,334,319026,3,1,1,20,5,1,1,1,1,0,1
1,31,3110,2,334,319026,3,3,1,15,5,1,1,1,1,0,0
1,31,3110,2,334,319026,4,1,1,14,2,1,1,1,1,0,1
1,31,3110,2,334,319026,4,3,1,9,4,1,1,1,0,0,0
1,31,3110,2,334,319026,4,4,1,9,4,0,1,1,0,0,0
1,31,3110,2,334,319026,4,5,1,9,4,1,1,1,1,0,0
1,31,3110,2,334,319026,4,2,1,10,4,1,1,1,1,0,0
1,31,3110,2,334,319026,4,7,1,9,4,1,1,1,1,0,0
1,31,3110,2,334,319026,4,6,1,9,5,1,0,1,1,0,0
1,31,3110,2,334,319026,4,8,2,,,,,,,,
1,31,3110,2,334,319026,6,5,1,10,5,1,1,0,1,0,0
1,31,3110,2,334,319026,6,4,1,12,6,1,1,1,1,0,0
1,31,3110,2,334,319026,6,3,1,9,4,1,1,1,1,0,0
1,31,3110,2,334,319026,6,6,1,9,4,1,1,1,1,0,0
1,31,3110,2,334,319026,6,1,1,15,5,1,1,1,1,0,1
1,31,3110,2,334,319026,6,2,1,15,5,1,1,1,1,0,0
1,31,3110,2,334,319026,6,7,1,11,4,0,1,1,0,0,0
1,31,3110,2,334,319026,6,8,2,,,,,,,,
1,31,3110,2,334,319027,1,8,1,5,1,0,0,1,0,0,0
1,31,3110,2,334,319027,1,5,1,16,3,1,1,1,0,0,0
1,31,3110,2,334,319027,1,4,1,9,3,1,0,0,1,0,0
1,31,3110,2,334,319027,1,3,1,12,5,1,1,1,1,0,0
1,31,3110,2,334,319027,1,1,1,15,5,1,1,1,1,0,0
1,31,3110,2,334,319027,1,7,1,13,4,1,1,1,0,0,0
1,31,3110,2,334,319027,1,6,1,9,3,1,1,1,0,0,0
1,31,3110,2,334,319027,1,2,1,10,3,1,0,1,1,0,0
1,31,3110,2,334,319027,2,6,1,9,4,1,1,1,1,0,0
1,31,3110,2,334,319027,2,8,1,9,4,1,1,1,1,0,0
1,31,3110,2,334,319027,2,1,1,20,7,1,1,1,1,0,0
1,31,3110,2,334,319027,2,7,1,12,4,1,1,1,0,0,0
1,31,3110,2,334,319027,2,3,1,20,5,1,1,1,1,0,0
1,31,3110,2,334,319027,2,5,1,10,6,1,1,1,1,0,0
1,31,3110,2,334,319027,2,2,1,10,4,1,1,1,0,0,0
1,31,3110,2,334,319027,2,4,1,18,5,1,1,0,1,0,0
1,31,3110,2,334,319027,3,6,1,9,3,1,1,1,0,0,0
1,31,3110,2,334,319027,3,1,1,6,6,1,1,1,1,0,0
1,31,3110,2,334,319027,3,3,1,11,3,1,1,1,1,0,0
1,31,3110,2,334,319027,3,2,1,5,4,1,1,1,1,0,0
1,31,3110,2,334,319027,3,5,1,7,3,1,1,1,1,0,0
1,31,3110,2,334,319027,3,8,1,10,3,1,1,1,0,0,0
1,31,3110,2,334,319027,3,7,1,8,3,0,1,1,0,0,0
1,31,3110,2,334,319027,3,4,1,13,4,1,1,1,1,0,0
1,31,3110,2,334,319029,1,1,1,25,8,1,1,1,1,0,1
1,31,3110,2,334,319029,1,3,2,,,,,,,,
1,31,3110,2,334,319029,1,2,1,18,6,1,1,1,0,0,0
1,31,3110,2,334,319029,2,2,1,19,5,1,1,1,1,0,0
1,31,3110,2,334,319029,2,3,2,,,,,,,,
1,31,3110,2,334,319029,2,1,1,20,7,1,1,1,1,0,1
1,31,3110,2,334,319029,3,3,2,,,,,,,,
1,31,3110,2,334,319029,3,2,1,18,6,1,1,1,1,0,0
1,31,3110,2,334,319029,3,1,1,20,5,1,1,1,1,0,0
1,31,3110,2,334,319029,4,1,1,15,4,1,1,0,1,0,0
1,31,3110,2,334,319029,4,2,1,8,5,0,1,1,0,0,0
1,31,3110,2,334,319029,4,3,2,,,,,,,,
1,31,3110,2,334,319029,5,2,1,4,3,0,1,1,0,0,0
1,31,3110,2,334,319029,5,3,2,,,,,,,,
1,31,3110,2,334,319029,5,1,1,9,5,1,1,1,1,0,0
1,31,3110,2,334,319029,6,2,1,10,2,1,1,1,0,0,0
1,31,3110,2,334,319029,6,3,2,,,,,,,,
1,31,3110,2,334,319029,6,1,1,8,4,1,1,0,0,0,0
1,31,3110,2,334,319029,7,1,1,15,5,1,1,1,1,0,0
1,31,3110,2,334,319029,7,2,1,8,4,1,1,1,0,0,0
1,31,3110,2,334,319029,7,3,2,,,,,,,,
1,31,3110,2,334,319029,8,3,1,2,1,0,0,1,0,0,0
1,31,3110,2,334,319029,8,1,2,,,,,,,,
1,31,3110,2,334,319029,8,2,1,4,2,1,1,1,0,0,0
1,31,3110,2,334,319029,9,2,1,4,2,0,1,1,0,0,0
1,31,3110,2,334,319029,9,1,1,16,6,1,1,1,1,0,0
1,31,3110,2,334,319029,9,3,2,,,,,,,,
1,31,3110,2,334,319030,1,8,2,,,,,,,,
1,31,3110,2,334,319030,1,1,1,14,4,1,0,0,1,0,0
1,31,3110,2,334,319030,1,4,1,14,4,1,1,1,0,0,0
1,31,3110,2,334,319030,1,2,1,14,3,1,1,1,0,0,0
1,31,3110,2,334,319030,1,5,1,14,4,1,1,0,1,0,0
1,31,3110,2,334,319030,1,6,1,8,3,1,0,1,0,0,0
1,31,3110,2,334,319030,1,7,1,12,5,1,1,1,0,0,0
1,31,3110,2,334,319030,2,5,1,14,6,1,1,1,1,0,0
1,31,3110,2,334,319030,2,7,1,12,3,1,1,0,1,0,0
1,31,3110,2,334,319030,2,6,1,11,4,0,1,1,0,0,0
1,31,3110,2,334,319030,2,4,1,10,5,1,1,1,0,0,0
