"zone","state","lga","sector","ea","hhid","topic_cd","s11l1q1","s11l1q2","s11l1q2_os"
5,3,304,2,10,39088,3,2,,
5,3,304,2,10,39088,4,2,,
5,3,304,2,10,39088,5,2,,
5,3,304,2,10,39088,6,2,,
5,3,304,2,10,39088,7,2,,
5,3,304,2,10,39088,8,2,,
5,3,304,2,10,39088,9,2,,
5,3,304,2,10,39088,10,2,,
5,3,304,2,10,39088,11,2,,
5,3,304,2,10,39088,12,2,,
5,3,304,2,10,39089,1,2,,
5,3,304,2,10,39089,2,2,,
5,3,304,2,10,39089,3,2,,
5,3,304,2,10,39089,4,2,,
5,3,304,2,10,39089,5,2,,
5,3,304,2,10,39089,6,2,,
5,3,304,2,10,39089,7,2,,
5,3,304,2,10,39089,8,2,,
5,3,304,2,10,39089,9,2,,
5,3,304,2,10,39089,10,2,,
5,3,304,2,10,39089,11,2,,
5,3,304,2,10,39089,12,2,,
5,3,304,2,10,39090,1,2,,
5,3,304,2,10,39090,2,2,,
5,3,304,2,10,39090,3,2,,
5,3,304,2,10,39090,4,2,,
5,3,304,2,10,39090,5,2,,
5,3,304,2,10,39090,6,2,,
5,3,304,2,10,39090,7,2,,
5,3,304,2,10,39090,8,2,,
5,3,304,2,10,39090,9,2,,
5,3,304,2,10,39090,10,2,,
5,3,304,2,10,39090,11,2,,
5,3,304,2,10,39090,12,2,,
5,3,304,2,10,39091,1,2,,
5,3,304,2,10,39091,2,2,,
5,3,304,2,10,39091,3,2,,
5,3,304,2,10,39091,4,2,,
5,3,304,2,10,39091,5,2,,
5,3,304,2,10,39091,6,2,,
5,3,304,2,10,39091,7,2,,
5,3,304,2,10,39091,8,2,,
5,3,304,2,10,39091,9,2,,
5,3,304,2,10,39091,10,2,,
5,3,304,2,10,39091,11,2,,
5,3,304,2,10,39091,12,2,,
5,3,304,2,10,39092,1,2,,
5,3,304,2,10,39092,2,2,,
5,3,304,2,10,39092,3,2,,
5,3,304,2,10,39092,4,2,,
5,3,304,2,10,39092,5,2,,
5,3,304,2,10,39092,6,2,,
5,3,304,2,10,39092,7,2,,
5,3,304,2,10,39092,8,2,,
5,3,304,2,10,39092,9,2,,
5,3,304,2,10,39092,10,2,,
5,3,304,2,10,39092,11,2,,
5,3,304,2,10,39092,12,2,,
5,3,304,2,10,39093,1,2,,
5,3,304,2,10,39093,2,2,,
5,3,304,2,10,39093,3,2,,
5,3,304,2,10,39093,4,2,,
5,3,304,2,10,39093,5,2,,
5,3,304,2,10,39093,6,2,,
5,3,304,2,10,39093,7,2,,
5,3,304,2,10,39093,8,2,,
5,3,304,2,10,39093,9,2,,
5,3,304,2,10,39093,10,2,,
5,3,304,2,10,39093,11,2,,
5,3,304,2,10,39093,12,2,,
5,3,304,2,184,39095,1,2,,
5,3,304,2,184,39095,2,2,,
5,3,304,2,184,39095,3,2,,
5,3,304,2,184,39095,4,2,,
5,3,304,2,184,39095,5,2,,
5,3,304,2,184,39095,6,2,,
5,3,304,2,184,39095,7,2,,
5,3,304,2,184,39095,8,2,,
5,3,304,2,184,39095,9,2,,
5,3,304,2,184,39095,10,2,,
5,3,304,2,184,39095,11,2,,
5,3,304,2,184,39095,12,2,,
5,3,304,2,184,39096,1,2,,
5,3,304,2,184,39096,2,2,,
5,3,304,2,184,39096,3,2,,
5,3,304,2,184,39096,4,2,,
5,3,304,2,184,39096,5,2,,
5,3,304,2,184,39096,6,2,,
5,3,304,2,184,39096,7,2,,
5,3,304,2,184,39096,8,2,,
5,3,304,2,184,39096,9,2,,
5,3,304,2,184,39096,10,2,,
5,3,304,2,184,39096,11,2,,
5,3,304,2,184,39096,12,2,,
5,3,304,2,184,39098,1,2,,
5,3,304,2,184,39098,2,2,,
5,3,304,2,184,39098,3,2,,
5,3,304,2,184,39098,4,2,,
5,3,304,2,184,39098,5,2,,
5,3,304,2,184,39098,6,2,,
5,3,304,2,184,39098,7,2,,
5,3,304,2,184,39098,8,2,,
5,3,304,2,184,39098,9,2,,
5,3,304,2,184,39098,10,2,,
5,3,304,2,184,39098,11,2,,
5,3,304,2,184,39098,12,2,,
5,3,304,2,184,39101,1,2,,
5,3,304,2,184,39101,2,2,,
5,3,304,2,184,39101,3,2,,
5,3,304,2,184,39101,4,2,,
5,3,304,2,184,39101,5,2,,
5,3,304,2,184,39101,6,2,,
5,3,304,2,184,39101,7,2,,
5,3,304,2,184,39101,8,2,,
5,3,304,2,184,39101,9,2,,
5,3,304,2,184,39101,10,2,,
5,3,304,2,184,39101,11,2,,
5,3,304,2,184,39101,12,2,,
5,3,304,2,184,39102,1,2,,
5,3,304,2,184,39102,2,2,,
5,3,304,2,184,39102,3,2,,
5,3,304,2,184,39102,4,2,,
5,3,304,2,184,39102,5,2,,
5,3,304,2,184,39102,6,2,,
5,3,304,2,184,39102,7,2,,
5,3,304,2,184,39102,8,2,,
5,3,304,2,184,39102,9,2,,
5,3,304,2,184,39102,10,2,,
5,3,304,2,184,39102,11,2,,
5,3,304,2,184,39102,12,2,,
5,3,304,2,184,39103,1,2,,
5,3,304,2,184,39103,2,2,,
5,3,304,2,184,39103,3,2,,
5,3,304,2,184,39103,4,2,,
5,3,304,2,184,39103,5,2,,
5,3,304,2,184,39103,6,2,,
5,3,304,2,184,39103,7,2,,
5,3,304,2,184,39103,8,2,,
5,3,304,2,184,39103,9,2,,
5,3,304,2,184,39103,10,2,,
5,3,304,2,184,39103,11,2,,
5,3,304,2,184,39103,12,2,,
5,3,304,2,184,39104,1,2,,
5,3,304,2,184,39104,2,2,,
5,3,304,2,184,39104,3,2,,
5,3,304,2,184,39104,4,2,,
5,3,304,2,184,39104,5,2,,
5,3,304,2,184,39104,6,2,,
5,3,304,2,184,39104,7,2,,
5,3,304,2,184,39104,8,2,,
5,3,304,2,184,39104,9,2,,
5,3,304,2,184,39104,10,2,,
5,3,304,2,184,39104,11,2,,
5,3,304,2,184,39104,12,2,,
5,3,304,2,184,39105,1,2,,
5,3,304,2,184,39105,2,2,,
5,3,304,2,184,39105,3,2,,
5,3,304,2,184,39105,4,2,,
5,3,304,2,184,39105,5,2,,
5,3,304,2,184,39105,6,2,,
5,3,304,2,184,39105,7,2,,
5,3,304,2,184,39105,8,2,,
5,3,304,2,184,39105,9,2,,
5,3,304,2,184,39105,10,2,,
5,3,304,2,184,39105,11,2,,
5,3,304,2,184,39105,12,2,,
5,3,304,2,184,39106,1,2,,
5,3,304,2,184,39106,2,2,,
5,3,304,2,184,39106,3,2,,
5,3,304,2,184,39106,4,2,,
5,3,304,2,184,39106,5,2,,
5,3,304,2,184,39106,6,2,,
5,3,304,2,184,39106,7,2,,
5,3,304,2,184,39106,8,2,,
5,3,304,2,184,39106,9,2,,
5,3,304,2,184,39106,10,2,,
5,3,304,2,184,39106,11,2,,
5,3,304,2,184,39106,12,2,,
5,3,320,2,266,39107,1,2,,
5,3,320,2,266,39107,2,2,,
5,3,320,2,266,39107,3,2,,
5,3,320,2,266,39107,4,2,,
5,3,320,2,266,39107,5,2,,
5,3,320,2,266,39107,6,2,,
5,3,320,2,266,39107,7,2,,
5,3,320,2,266,39107,8,2,,
5,3,320,2,266,39107,9,2,,
5,3,320,2,266,39107,10,2,,
5,3,320,2,266,39107,11,2,,
5,3,320,2,266,39107,12,2,,
5,3,320,2,266,39108,1,2,,
5,3,320,2,266,39108,2,2,,
5,3,320,2,266,39108,3,2,,
5,3,320,2,266,39108,4,2,,
5,3,320,2,266,39108,5,2,,
5,3,320,2,266,39108,6,2,,
5,3,320,2,266,39108,7,2,,
5,3,320,2,266,39108,8,2,,
5,3,320,2,266,39108,9,2,,
5,3,320,2,266,39108,10,2,,
5,3,320,2,266,39108,11,2,,
5,3,320,2,266,39108,12,2,,
5,3,320,2,266,39110,1,2,,
5,3,320,2,266,39110,2,2,,
5,3,320,2,266,39110,3,2,,
5,3,320,2,266,39110,4,2,,
5,3,320,2,266,39110,5,2,,
5,3,320,2,266,39110,6,2,,
5,3,320,2,266,39110,7,2,,
5,3,320,2,266,39110,8,2,,
5,3,320,2,266,39110,9,2,,
5,3,320,2,266,39110,10,2,,
5,3,320,2,266,39110,11,2,,
5,3,320,2,266,39110,12,2,,
5,3,320,2,266,39111,1,2,,
5,3,320,2,266,39111,2,2,,
5,3,320,2,266,39111,3,2,,
5,3,320,2,266,39111,4,2,,
5,3,320,2,266,39111,5,2,,
5,3,320,2,266,39111,6,2,,
5,3,320,2,266,39111,7,2,,
5,3,320,2,266,39111,8,2,,
5,3,320,2,266,39111,9,2,,
5,3,320,2,266,39111,10,2,,
5,3,320,2,266,39111,11,2,,
5,3,320,2,266,39111,12,2,,
5,3,320,2,266,39112,1,2,,
5,3,320,2,266,39112,2,2,,
5,3,320,2,266,39112,3,2,,
5,3,320,2,266,39112,4,2,,
5,3,320,2,266,39112,5,2,,
5,3,320,2,266,39112,6,2,,
5,3,320,2,266,39112,7,2,,
5,3,320,2,266,39112,8,2,,
5,3,320,2,266,39112,9,2,,
5,3,320,2,266,39112,10,2,,
5,3,320,2,266,39112,11,2,,
5,3,320,2,266,39112,12,2,,
5,3,320,2,266,39114,1,2,,
5,3,320,2,266,39114,2,2,,
5,3,320,2,266,39114,3,2,,
5,3,320,2,266,39114,4,2,,
5,3,320,2,266,39114,5,2,,
5,3,320,2,266,39114,6,2,,
5,3,320,2,266,39114,7,2,,
5,3,320,2,266,39114,8,2,,
5,3,320,2,266,39114,9,2,,
5,3,320,2,266,39114,10,2,,
5,3,320,2,266,39114,11,2,,
5,3,320,2,266,39114,12,2,,
5,3,320,2,266,39115,1,2,,
5,3,320,2,266,39115,2,2,,
5,3,320,2,266,39115,3,2,,
5,3,320,2,266,39115,4,2,,
5,3,320,2,266,39115,5,2,,
5,3,320,2,266,39115,6,2,,
5,3,320,2,266,39115,7,2,,
5,3,320,2,266,39115,8,2,,
5,3,320,2,266,39115,9,2,,
5,3,320,2,266,39115,10,2,,
5,3,320,2,266,39115,11,2,,
5,3,320,2,266,39115,12,2,,
5,3,320,2,266,39116,1,2,,
5,3,320,2,266,39116,2,2,,
5,3,320,2,266,39116,3,2,,
5,3,320,2,266,39116,4,2,,
5,3,320,2,266,39116,5,2,,
5,3,320,2,266,39116,6,2,,
5,3,320,2,266,39116,7,2,,
5,3,320,2,266,39116,8,2,,
5,3,320,2,266,39116,9,2,,
5,3,320,2,266,39116,10,2,,
5,3,320,2,266,39116,11,2,,
5,3,320,2,266,39116,12,2,,
5,3,320,2,266,39118,1,2,,
5,3,320,2,266,39118,2,2,,
5,3,320,2,266,39118,3,2,,
5,3,320,2,266,39118,4,2,,
5,3,320,2,266,39118,5,2,,
5,3,320,2,266,39118,6,2,,
5,3,320,2,266,39118,7,2,,
5,3,320,2,266,39118,8,2,,
5,3,320,2,266,39118,9,2,,
5,3,320,2,266,39118,10,2,,
5,3,320,2,266,39118,11,2,,
5,3,320,2,266,39118,12,2,,
5,3,323,2,488,39119,1,2,,
5,3,323,2,488,39119,2,2,,
5,3,323,2,488,39119,3,2,,
5,3,323,2,488,39119,4,2,,
5,3,323,2,488,39119,5,2,,
5,3,323,2,488,39119,6,2,,
5,3,323,2,488,39119,7,2,,
5,3,323,2,488,39119,8,2,,
5,3,323,2,488,39119,9,2,,
5,3,323,2,488,39119,10,2,,
5,3,323,2,488,39119,11,2,,
5,3,323,2,488,39119,12,2,,
5,3,323,2,488,39120,1,2,,
5,3,323,2,488,39120,2,2,,
5,3,323,2,488,39120,3,2,,
5,3,323,2,488,39120,4,2,,
5,3,323,2,488,39120,5,2,,
5,3,323,2,488,39120,6,2,,
5,3,323,2,488,39120,7,2,,
5,3,323,2,488,39120,8,2,,
5,3,323,2,488,39120,9,2,,
5,3,323,2,488,39120,10,2,,
5,3,323,2,488,39120,11,2,,
5,3,323,2,488,39120,12,2,,
5,3,323,2,488,39121,1,2,,
5,3,323,2,488,39121,2,2,,
5,3,323,2,488,39121,3,2,,
5,3,323,2,488,39121,4,2,,
5,3,323,2,488,39121,5,2,,
5,3,323,2,488,39121,6,2,,
5,3,323,2,488,39121,7,2,,
5,3,323,2,488,39121,8,2,,
5,3,323,2,488,39121,9,2,,
5,3,323,2,488,39121,10,2,,
5,3,323,2,488,39121,11,2,,
5,3,323,2,488,39121,12,2,,
5,3,323,2,488,39123,1,2,,
5,3,323,2,488,39123,2,2,,
5,3,323,2,488,39123,3,2,,
5,3,323,2,488,39123,4,2,,
5,3,323,2,488,39123,5,2,,
5,3,323,2,488,39123,6,2,,
5,3,323,2,488,39123,7,2,,
5,3,323,2,488,39123,8,2,,
5,3,323,2,488,39123,9,2,,
5,3,323,2,488,39123,10,2,,
5,3,323,2,488,39123,11,2,,
5,3,323,2,488,39123,12,2,,
5,3,323,2,488,39125,1,2,,
5,3,323,2,488,39125,2,2,,
5,3,323,2,488,39125,3,2,,
5,3,323,2,488,39125,4,2,,
5,3,323,2,488,39125,5,2,,
5,3,323,2,488,39125,6,2,,
5,3,323,2,488,39125,7,2,,
5,3,323,2,488,39125,8,2,,
5,3,323,2,488,39125,9,2,,
5,3,323,2,488,39125,10,2,,
5,3,323,2,488,39125,11,2,,
5,3,323,2,488,39125,12,2,,
5,3,323,2,488,39127,1,2,,
5,3,323,2,488,39127,2,2,,
5,3,323,2,488,39127,3,2,,
5,3,323,2,488,39127,4,2,,
5,3,323,2,488,39127,5,2,,
5,3,323,2,488,39127,6,2,,
5,3,323,2,488,39127,7,2,,
5,3,323,2,488,39127,8,2,,
5,3,323,2,488,39127,9,2,,
5,3,323,2,488,39127,10,2,,
5,3,323,2,488,39127,11,2,,
5,3,323,2,488,39127,12,2,,
5,3,323,2,488,39128,1,2,,
5,3,323,2,488,39128,2,2,,
5,3,323,2,488,39128,3,2,,
5,3,323,2,488,39128,4,2,,
5,3,323,2,488,39128,5,2,,
5,3,323,2,488,39128,6,2,,
5,3,323,2,488,39128,7,2,,
5,3,323,2,488,39128,8,2,,
5,3,323,2,488,39128,9,2,,
5,3,323,2,488,39128,10,2,,
5,3,323,2,488,39128,11,2,,
5,3,323,2,488,39128,12,2,,
5,3,323,2,488,39130,1,2,,
5,3,323,2,488,39130,2,2,,
5,3,323,2,488,39130,3,2,,
5,3,323,2,488,39130,4,2,,
5,3,323,2,488,39130,5,2,,
5,3,323,2,488,39130,6,2,,
5,3,323,2,488,39130,7,2,,
5,3,323,2,488,39130,8,2,,
5,3,323,2,488,39130,9,2,,
5,3,323,2,488,39130,10,2,,
5,3,323,2,488,39130,11,2,,
5,3,323,2,488,39130,12,2,,
5,3,326,2,502,39132,1,2,,
5,3,326,2,502,39132,2,2,,
5,3,326,2,502,39132,3,2,,
5,3,326,2,502,39132,4,2,,
5,3,326,2,502,39132,5,2,,
5,3,326,2,502,39132,6,2,,
5,3,326,2,502,39132,7,2,,
5,3,326,2,502,39132,8,2,,
5,3,326,2,502,39132,9,2,,
5,3,326,2,502,39132,10,2,,
5,3,326,2,502,39132,11,2,,
5,3,326,2,502,39132,12,2,,
5,3,326,2,502,39133,1,2,,
5,3,326,2,502,39133,2,2,,
5,3,326,2,502,39133,3,2,,
5,3,326,2,502,39133,4,2,,
5,3,326,2,502,39133,5,2,,
5,3,326,2,502,39133,6,2,,
5,3,326,2,502,39133,7,2,,
5,3,326,2,502,39133,8,2,,
5,3,326,2,502,39133,9,2,,
5,3,326,2,502,39133,10,2,,
5,3,326,2,502,39133,11,2,,
5,3,326,2,502,39133,12,2,,
5,3,326,2,502,39135,1,2,,
5,3,326,2,502,39135,2,2,,
5,3,326,2,502,39135,3,2,,
5,3,326,2,502,39135,4,2,,
5,3,326,2,502,39135,5,2,,
5,3,326,2,502,39135,6,2,,
5,3,326,2,502,39135,7,2,,
5,3,326,2,502,39135,8,2,,
5,3,326,2,502,39135,9,2,,
5,3,326,2,502,39135,10,2,,
5,3,326,2,502,39135,11,2,,
5,3,326,2,502,39135,12,2,,
5,3,326,2,502,39136,1,2,,
5,3,326,2,502,39136,2,2,,
5,3,326,2,502,39136,3,2,,
5,3,326,2,502,39136,4,2,,
5,3,326,2,502,39136,5,2,,
5,3,326,2,502,39136,6,2,,
5,3,326,2,502,39136,7,2,,
5,3,326,2,502,39136,8,2,,
5,3,326,2,502,39136,9,2,,
5,3,326,2,502,39136,10,2,,
5,3,326,2,502,39136,11,2,,
5,3,326,2,502,39136,12,2,,
5,3,326,2,502,39137,1,2,,
5,3,326,2,502,39137,2,2,,
5,3,326,2,502,39137,3,2,,
5,3,326,2,502,39137,4,2,,
5,3,326,2,502,39137,5,2,,
5,3,326,2,502,39137,6,2,,
5,3,326,2,502,39137,7,2,,
5,3,326,2,502,39137,8,2,,
5,3,326,2,502,39137,9,2,,
5,3,326,2,502,39137,10,2,,
5,3,326,2,502,39137,11,2,,
5,3,326,2,502,39137,12,2,,
5,3,326,2,502,39138,1,2,,
5,3,326,2,502,39138,2,2,,
5,3,326,2,502,39138,3,2,,
5,3,326,2,502,39138,4,2,,
5,3,326,2,502,39138,5,2,,
5,3,326,2,502,39138,6,2,,
5,3,326,2,502,39138,7,2,,
5,3,326,2,502,39138,8,2,,
5,3,326,2,502,39138,9,2,,
5,3,326,2,502,39138,10,2,,
5,3,326,2,502,39138,11,2,,
5,3,326,2,502,39138,12,2,,
5,3,326,2,502,39139,1,2,,
5,3,326,2,502,39139,2,2,,
5,3,326,2,502,39139,3,2,,
5,3,326,2,502,39139,4,2,,
5,3,326,2,502,39139,5,2,,
5,3,326,2,502,39139,6,2,,
5,3,326,2,502,39139,7,2,,
5,3,326,2,502,39139,8,2,,
5,3,326,2,502,39139,9,2,,
5,3,326,2,502,39139,10,2,,
5,3,326,2,502,39139,11,2,,
5,3,326,2,502,39139,12,2,,
5,3,326,2,502,39140,1,2,,
5,3,326,2,502,39140,2,2,,
5,3,326,2,502,39140,3,2,,
5,3,326,2,502,39140,4,2,,
5,3,326,2,502,39140,5,2,,
5,3,326,2,502,39140,6,2,,
5,3,326,2,502,39140,7,2,,
5,3,326,2,502,39140,8,2,,
5,3,326,2,502,39140,9,2,,
5,3,326,2,502,39140,10,2,,
5,3,326,2,502,39140,11,2,,
5,3,326,2,502,39140,12,2,,
5,3,326,2,502,39141,1,2,,
5,3,326,2,502,39141,2,2,,
5,3,326,2,502,39141,3,2,,
5,3,326,2,502,39141,4,2,,
5,3,326,2,502,39141,5,2,,
5,3,326,2,502,39141,6,2,,
5,3,326,2,502,39141,7,2,,
5,3,326,2,502,39141,8,2,,
5,3,326,2,502,39141,9,2,,
5,3,326,2,502,39141,10,2,,
5,3,326,2,502,39141,11,2,,
5,3,326,2,502,39141,12,2,,
5,3,326,2,502,39142,1,2,,
5,3,326,2,502,39142,2,2,,
5,3,326,2,502,39142,3,2,,
5,3,326,2,502,39142,4,2,,
5,3,326,2,502,39142,5,2,,
5,3,326,2,502,39142,6,2,,
5,3,326,2,502,39142,7,2,,
5,3,326,2,502,39142,8,2,,
5,3,326,2,502,39142,9,2,,
5,3,326,2,502,39142,10,2,,
5,3,326,2,502,39142,11,2,,
5,3,326,2,502,39142,12,2,,
5,3,327,2,196,39143,1,2,,
5,3,327,2,196,39143,2,2,,
5,3,327,2,196,39143,3,2,,
5,3,327,2,196,39143,4,2,,
5,3,327,2,196,39143,5,2,,
5,3,327,2,196,39143,6,2,,
5,3,327,2,196,39143,7,2,,
5,3,327,2,196,39143,8,2,,
5,3,327,2,196,39143,9,2,,
5,3,327,2,196,39143,10,2,,
5,3,327,2,196,39143,11,2,,
5,3,327,2,196,39143,12,2,,
5,3,327,2,196,39144,1,2,,
5,3,327,2,196,39144,2,2,,
5,3,327,2,196,39144,3,2,,
5,3,327,2,196,39144,4,2,,
5,3,327,2,196,39144,5,2,,
5,3,327,2,196,39144,6,2,,
5,3,327,2,196,39144,7,2,,
5,3,327,2,196,39144,8,2,,
5,3,327,2,196,39144,9,2,,
5,3,327,2,196,39144,10,2,,
5,3,327,2,196,39144,11,2,,
5,3,327,2,196,39144,12,2,,
5,3,327,2,196,39146,1,2,,
5,3,327,2,196,39146,2,2,,
5,3,327,2,196,39146,3,2,,
5,3,327,2,196,39146,4,2,,
5,3,327,2,196,39146,5,2,,
5,3,327,2,196,39146,6,2,,
5,3,327,2,196,39146,7,2,,
5,3,327,2,196,39146,8,2,,
5,3,327,2,196,39146,9,2,,
5,3,327,2,196,39146,10,2,,
5,3,327,2,196,39146,11,2,,
5,3,327,2,196,39146,12,2,,
5,3,327,2,196,39147,1,2,,
5,3,327,2,196,39147,2,2,,
5,3,327,2,196,39147,3,2,,
5,3,327,2,196,39147,4,2,,
5,3,327,2,196,39147,5,2,,
5,3,327,2,196,39147,6,2,,
5,3,327,2,196,39147,7,2,,
5,3,327,2,196,39147,8,2,,
5,3,327,2,196,39147,9,2,,
5,3,327,2,196,39147,10,2,,
5,3,327,2,196,39147,11,2,,
5,3,327,2,196,39147,12,2,,
5,3,327,2,196,39149,1,2,,
5,3,327,2,196,39149,2,2,,
5,3,327,2,196,39149,3,2,,
5,3,327,2,196,39149,4,2,,
5,3,327,2,196,39149,5,2,,
5,3,327,2,196,39149,6,2,,
5,3,327,2,196,39149,7,2,,
5,3,327,2,196,39149,8,2,,
5,3,327,2,196,39149,9,2,,
5,3,327,2,196,39149,10,2,,
5,3,327,2,196,39149,11,2,,
5,3,327,2,196,39149,12,2,,
5,3,327,2,196,39150,1,2,,
5,3,327,2,196,39150,2,2,,
5,3,327,2,196,39150,3,2,,
5,3,327,2,196,39150,4,2,,
5,3,327,2,196,39150,5,2,,
5,3,327,2,196,39150,6,2,,
5,3,327,2,196,39150,7,2,,
5,3,327,2,196,39150,8,2,,
5,3,327,2,196,39150,9,2,,
5,3,327,2,196,39150,10,2,,
5,3,327,2,196,39150,11,2,,
5,3,327,2,196,39150,12,2,,
5,3,327,2,196,39151,1,2,,
5,3,327,2,196,39151,2,2,,
5,3,327,2,196,39151,3,2,,
5,3,327,2,196,39151,4,2,,
5,3,327,2,196,39151,5,2,,
5,3,327,2,196,39151,6,2,,
5,3,327,2,196,39151,7,2,,
5,3,327,2,196,39151,8,2,,
5,3,327,2,196,39151,9,2,,
5,3,327,2,196,39151,10,2,,
5,3,327,2,196,39151,11,2,,
5,3,327,2,196,39151,12,2,,
5,3,327,2,196,39152,1,2,,
5,3,327,2,196,39152,2,2,,
5,3,327,2,196,39152,3,2,,
5,3,327,2,196,39152,4,2,,
5,3,327,2,196,39152,5,2,,
5,3,327,2,196,39152,6,2,,
5,3,327,2,196,39152,7,2,,
5,3,327,2,196,39152,8,2,,
5,3,327,2,196,39152,9,2,,
5,3,327,2,196,39152,10,2,,
5,3,327,2,196,39152,11,2,,
5,3,327,2,196,39152,12,2,,
5,3,327,2,196,39153,1,2,,
5,3,327,2,196,39153,2,2,,
5,3,327,2,196,39153,3,2,,
5,3,327,2,196,39153,4,2,,
5,3,327,2,196,39153,5,2,,
5,3,327,2,196,39153,6,2,,
5,3,327,2,196,39153,7,2,,
5,3,327,2,196,39153,8,2,,
5,3,327,2,196,39153,9,2,,
5,3,327,2,196,39153,10,2,,
5,3,327,2,196,39153,11,2,,
5,3,327,2,196,39153,12,2,,
5,3,327,2,196,39154,1,2,,
5,3,327,2,196,39154,2,2,,
5,3,327,2,196,39154,3,2,,
5,3,327,2,196,39154,4,2,,
5,3,327,2,196,39154,5,2,,
5,3,327,2,196,39154,6,2,,
5,3,327,2,196,39154,7,2,,
5,3,327,2,196,39154,8,2,,
5,3,327,2,196,39154,9,2,,
5,3,327,2,196,39154,10,2,,
5,3,327,2,196,39154,11,2,,
5,3,327,2,196,39154,12,2,,
5,3,327,2,246,39155,1,2,,
5,3,327,2,246,39155,2,2,,
5,3,327,2,246,39155,3,2,,
5,3,327,2,246,39155,4,2,,
5,3,327,2,246,39155,5,2,,
5,3,327,2,246,39155,6,2,,
5,3,327,2,246,39155,7,2,,
5,3,327,2,246,39155,8,2,,
5,3,327,2,246,39155,9,2,,
5,3,327,2,246,39155,10,2,,
5,3,327,2,246,39155,11,2,,
5,3,327,2,246,39155,12,2,,
5,3,327,2,246,39156,1,2,,
5,3,327,2,246,39156,2,2,,
5,3,327,2,246,39156,3,2,,
5,3,327,2,246,39156,4,2,,
5,3,327,2,246,39156,5,2,,
5,3,327,2,246,39156,6,2,,
5,3,327,2,246,39156,7,2,,
5,3,327,2,246,39156,8,2,,
5,3,327,2,246,39156,9,2,,
5,3,327,2,246,39156,10,2,,
5,3,327,2,246,39156,11,2,,
5,3,327,2,246,39156,12,2,,
5,3,327,2,246,39157,1,2,,
5,3,327,2,246,39157,2,2,,
5,3,327,2,246,39157,3,2,,
5,3,327,2,246,39157,4,2,,
5,3,327,2,246,39157,5,2,,
5,3,327,2,246,39157,6,2,,
5,3,327,2,246,39157,7,2,,
5,3,327,2,246,39157,8,2,,
5,3,327,2,246,39157,9,2,,
5,3,327,2,246,39157,10,2,,
5,3,327,2,246,39157,11,2,,
5,3,327,2,246,39157,12,2,,
5,3,327,2,246,39158,1,2,,
5,3,327,2,246,39158,2,2,,
5,3,327,2,246,39158,3,2,,
5,3,327,2,246,39158,4,2,,
5,3,327,2,246,39158,5,2,,
5,3,327,2,246,39158,6,2,,
5,3,327,2,246,39158,7,2,,
5,3,327,2,246,39158,8,2,,
5,3,327,2,246,39158,9,2,,
5,3,327,2,246,39158,10,2,,
5,3,327,2,246,39158,11,2,,
5,3,327,2,246,39158,12,2,,
5,3,327,2,246,39159,1,2,,
5,3,327,2,246,39159,2,2,,
5,3,327,2,246,39159,3,2,,
5,3,327,2,246,39159,4,2,,
5,3,327,2,246,39159,5,2,,
5,3,327,2,246,39159,6,2,,
5,3,327,2,246,39159,7,2,,
5,3,327,2,246,39159,8,2,,
5,3,327,2,246,39159,9,2,,
5,3,327,2,246,39159,10,2,,
5,3,327,2,246,39159,11,2,,
5,3,327,2,246,39159,12,2,,
5,3,327,2,246,39160,1,2,,
5,3,327,2,246,39160,2,2,,
5,3,327,2,246,39160,3,2,,
5,3,327,2,246,39160,4,2,,
5,3,327,2,246,39160,5,2,,
5,3,327,2,246,39160,6,2,,
5,3,327,2,246,39160,7,2,,
5,3,327,2,246,39160,8,2,,
5,3,327,2,246,39160,9,2,,
5,3,327,2,246,39160,10,2,,
5,3,327,2,246,39160,11,2,,
5,3,327,2,246,39160,12,2,,
5,3,327,2,246,39161,1,2,,
5,3,327,2,246,39161,2,2,,
5,3,327,2,246,39161,3,2,,
5,3,327,2,246,39161,4,2,,
5,3,327,2,246,39161,5,2,,
5,3,327,2,246,39161,6,2,,
5,3,327,2,246,39161,7,2,,
5,3,327,2,246,39161,8,2,,
5,3,327,2,246,39161,9,2,,
5,3,327,2,246,39161,10,2,,
5,3,327,2,246,39161,11,2,,
5,3,327,2,246,39161,12,2,,
5,3,327,2,246,39162,1,2,,
5,3,327,2,246,39162,2,2,,
5,3,327,2,246,39162,3,2,,
5,3,327,2,246,39162,4,2,,
5,3,327,2,246,39162,5,2,,
5,3,327,2,246,39162,6,2,,
5,3,327,2,246,39162,7,2,,
5,3,327,2,246,39162,8,2,,
5,3,327,2,246,39162,9,2,,
5,3,327,2,246,39162,10,2,,
5,3,327,2,246,39162,11,2,,
5,3,327,2,246,39162,12,2,,
5,3,327,2,246,39165,1,2,,
5,3,327,2,246,39165,2,2,,
5,3,327,2,246,39165,3,2,,
5,3,327,2,246,39165,4,2,,
5,3,327,2,246,39165,5,2,,
5,3,327,2,246,39165,6,2,,
5,3,327,2,246,39165,7,2,,
5,3,327,2,246,39165,8,2,,
5,3,327,2,246,39165,9,2,,
5,3,327,2,246,39165,10,2,,
5,3,327,2,246,39165,11,2,,
5,3,327,2,246,39165,12,2,,
5,3,327,2,246,39166,1,2,,
5,3,327,2,246,39166,2,2,,
5,3,327,2,246,39166,3,2,,
5,3,327,2,246,39166,4,2,,
