"hhid","plotid","dist_household","twi_nw","srtm_nga","srtmslp_nga"
19158,1,0.899999976158142,15,49,"1"
19159,1,0.400000005960464,14,50,"1"
19160,1,0.200000002980232,18,49,"1"
19160,2,1,15,48,"2"
19161,1,0.600000023841858,15,48,"1"
19161,2,0.600000023841858,15,49,"2"
19163,2,0.400000005960464,13,50,"2"
19163,1,0.300000011920929,14,50,"2"
19164,3,0.300000011920929,14,49,"1"
19164,2,0.600000023841858,14,48,"2"
19165,1,0,18,49,"1"
19166,1,0.5,15,49,"1"
19166,4,0.699999988079071,16,51,"1"
19166,2,0,15,52,"2"
19167,1,0.100000001490116,14,49,"1"
19167,2,0.100000001490116,15,49,"1"
19168,3,1.79999995231628,36,48,"0"
19168,1,0.699999988079071,15,47,"2"
19168,2,3.09999990463257,15,51,"2"
19168,4,2.40000009536743,14,47,"1"
19169,1,0.699999988079071,15,16,"0"
19169,2,0.699999988079071,15,16,"1"
19170,1,1.20000004768372,18,16,"0"
19173,2,0.800000011920929,27,16,"0"
19173,1,0,15,16,"0"
19174,2,0.200000002980232,36,16,"0"
19174,3,0.100000001490116,36,16,"0"
19174,1,0.300000011920929,36,16,"0"
19175,1,1.5,15,19,"1"
19177,1,1.79999995231628,13,18,"3"
19178,2,0.100000001490116,36,16,"0"
19179,2,1.39999997615814,36,16,"0"
19179,1,1.20000004768372,36,16,"0"
19180,1,1,15,16,"1"
19180,2,1,15,16,"1"
19181,1,2.20000004768372,15,42,"1"
19182,2,0.800000011920929,15,42,"1"
19182,3,0.899999976158142,21,41,"1"
19182,1,0.899999976158142,21,40,"1"
19182,4,0.899999976158142,21,40,"1"
19183,1,0.100000001490116,17,43,"1"
19184,1,0.800000011920929,15,41,"1"
19185,3,0.699999988079071,17,40,"1"
19185,4,0.800000011920929,21,40,"1"
19185,1,0.699999988079071,18,40,"1"
19185,2,1.79999995231628,15,43,"1"
19186,1,0.300000011920929,15,44,"1"
19186,3,0.600000023841858,18,40,"1"
19186,2,0.5,14,44,"1"
19187,1,0.5,17,45,"1"
19187,2,0.899999976158142,15,40,"0"
19188,2,0.699999988079071,14,42,"1"
19188,1,0.600000023841858,14,42,"1"
19191,1,0.200000002980232,13,43,"3"
19192,1,0,21,40,"1"
19193,2,5.90000009536743,13,34,"1"
19193,1,5.90000009536743,17,33,"1"
19194,1,0,13,45,"2"
19194,2,0.800000011920929,14,16,"4"
19195,1,0,13,45,"2"
19205,1,1,12,102,"4"
19206,1,1,13,105,"5"
19206,2,0.800000011920929,15,96,"2"
19207,1,0.200000002980232,14,94,"3"
19207,2,0.200000002980232,16,95,"3"
19208,1,0.200000002980232,13,92,"3"
19209,1,0.100000001490116,13,92,"3"
19211,2,0.200000002980232,14,92,"4"
19211,1,0.200000002980232,13,91,"3"
19213,2,0.400000005960464,16,93,"4"
19213,1,0.300000011920929,15,91,"2"
19214,2,0.400000005960464,13,97,"4"
19214,1,0.400000005960464,14,95,"4"
19215,1,0.100000001490116,12,94,"4"
19230,1,0.100000001490116,12,345,"9"
19230,2,0.100000001490116,12,342,"10"
19231,4,0.100000001490116,12,340,"11"
19231,2,2.20000004768372,14,362,"4"
19231,1,2.20000004768372,13,365,"2"
19232,1,0.100000001490116,12,340,"11"
19232,2,0.100000001490116,12,340,"11"
19235,2,0.200000002980232,15,348,"3"
19235,3,0.200000002980232,12,336,"12"
19235,1,0.200000002980232,14,349,"3"
19236,1,0.100000001490116,12,337,"11"
19236,2,0.100000001490116,11,341,"10"
19236,3,0.100000001490116,12,339,"11"
19238,2,0.200000002980232,13,351,"2"
19238,1,0.100000001490116,15,349,"3"
19239,1,0.100000001490116,14,349,"3"
19239,2,0.100000001490116,15,348,"3"
19239,3,0.200000002980232,13,349,"3"
19250,1,0.100000001490116,13,140,"6"
19250,2,0,13,141,"6"
19254,1,0.300000011920929,16,96,"1"
19266,1,0.100000001490116,14,60,"2"
19269,1,1.39999997615814,15,16,"0"
19269,2,1.70000004768372,15,20,"1"
19280,3,0.100000001490116,13,353,"4"
19280,1,0,12,351,"3"
19280,2,0.100000001490116,13,352,"3"
20001,1,2.20000004768372,19,176,"0"
20001,2,0,13,197,"3"
20002,2,1.5,16,192,"1"
20002,1,1.39999997615814,16,192,"1"
20003,1,1.39999997615814,14,203,"3"
20003,2,3.79999995231628,13,226,"2"
20005,2,0.699999988079071,15,197,"4"
20005,1,0.100000001490116,14,196,"1"
20005,3,0.800000011920929,13,199,"1"
20006,1,0,15,190,"3"
20006,2,0.200000002980232,12,188,"3"
20007,1,2,13,177,"3"
20007,2,2,13,178,"3"
20008,2,1.29999995231628,14,176,"2"
20008,3,1.5,21,175,"1"
20008,1,1.5,21,175,"1"
20009,1,0.100000001490116,14,196,"1"
20009,3,1.79999995231628,13,214,"5"
20009,2,1.89999997615814,12,225,"6"
20010,1,0.100000001490116,14,194,"1"
20041,2,2.5,12,573,"4"
20041,1,2.5,12,573,"4"
20042,1,0.300000011920929,13,548,"3"
20042,2,0.400000005960464,13,548,"3"
20043,1,0.400000005960464,15,552,"4"
20044,2,0.400000005960464,14,563,"3"
20044,1,0.100000001490116,14,574,"2"
20045,1,0.699999988079071,15,545,"2"
20045,2,0.600000023841858,23,552,"2"
20046,1,0,13,573,"3"
20046,4,0.699999988079071,13,548,"2"
20046,2,0.600000023841858,21,545,"3"
20047,2,0.400000005960464,13,548,"3"
20047,1,0.400000005960464,15,548,"3"
20048,1,0,15,568,"3"
20048,2,0.100000001490116,15,568,"3"
20049,1,0,12,571,"5"
20049,2,1,19,555,"2"
20050,1,0,13,572,"4"
20061,2,0.200000002980232,17,484,"1"
20061,1,0.100000001490116,14,485,"2"
20062,2,1.5,14,490,"3"
20062,3,1.60000002384186,13,490,"3"
20062,1,1.39999997615814,14,488,"2"
20063,6,1.60000002384186,19,483,"2"
20063,4,0,13,490,"3"
20063,5,0.800000011920929,15,491,"1"
20064,5,0.5,18,488,"2"
20064,1,0.5,16,487,"2"
20064,3,0.600000023841858,14,484,"1"
20064,4,0.699999988079071,15,485,"1"
20064,6,0.600000023841858,19,481,"1"
20065,3,0.400000005960464,14,493,"2"
20065,2,0.100000001490116,13,494,"2"
20066,1,2.09999990463257,14,483,"1"
20066,2,0.100000001490116,14,492,"3"
20068,3,0.400000005960464,13,488,"3"
20068,1,2.5,13,498,"2"
20068,2,2.20000004768372,14,495,"1"
20069,3,0,16,488,"2"
20069,2,1.39999997615814,17,485,"2"
20069,1,1.39999997615814,18,485,"1"
20070,1,0.899999976158142,15,485,"2"
20070,2,0.899999976158142,14,486,"2"
20091,3,3.09999990463257,15,486,"3"
20091,4,1,14,485,"1"
20091,1,5.40000009536743,13,509,"2"
20092,3,2.29999995231628,17,504,"2"
20092,2,1.60000002384186,15,480,"1"
20092,1,1.89999997615814,20,498,"2"
20093,2,0.600000023841858,14,499,"1"
20093,1,0.699999988079071,14,498,"0"
20095,3,1.5,14,482,"1"
20095,2,0.800000011920929,13,484,"3"
20096,1,0.300000011920929,17,496,"1"
20096,2,0.899999976158142,21,487,"1"
20097,2,2.40000009536743,13,506,"2"
20097,1,2.5,13,508,"2"
20098,4,0.300000011920929,15,496,"1"
20098,2,0.800000011920929,14,486,"1"
20098,5,0.899999976158142,36,486,"1"
20098,1,2.70000004768372,15,477,"1"
20098,3,5.80000019073486,15,512,"1"
20099,1,0.5,13,500,"2"
20099,3,0.5,13,500,"2"
20100,1,0.5,16,491,"1"
20100,3,0.5,14,491,"1"
20101,2,0.100000001490116,12,551,"14"
20101,1,0.100000001490116,12,550,"14"
20101,3,0.100000001490116,12,549,"12"
20102,1,0.300000011920929,14,525,"3"
20102,3,1.29999995231628,14,501,"6"
20102,2,1.20000004768372,19,498,"4"
20102,4,1.39999997615814,12,503,"4"
20102,5,1.10000002384186,12,506,"6"
20103,5,0,12,543,"11"
20103,2,0.200000002980232,13,544,"6"
20103,3,0.200000002980232,13,543,"5"
20103,1,0.200000002980232,13,543,"3"
20104,2,0.5,12,540,"5"
20104,1,0.400000005960464,13,538,"6"
20104,4,0.5,12,540,"6"
20106,1,2.79999995231628,20,475,"3"
20106,3,2.59999990463257,13,489,"2"
20106,2,2.70000004768372,13,489,"3"
20107,1,0,17,537,"5"
20108,2,0.100000001490116,12,532,"5"
20108,1,0,13,537,"2"
20110,1,0,15,537,"4"
20110,2,0.100000001490116,15,533,"5"
29001,1,0.100000001490116,13,236,"2"
29001,2,0.899999976158142,14,243,"1"
29002,1,1.20000004768372,36,244,"1"
29003,1,1.20000004768372,36,244,"1"
29003,2,1.29999995231628,15,242,"1"
29004,2,1.29999995231628,13,249,"2"
29004,1,0.899999976158142,13,244,"1"
29005,1,1.70000004768372,14,246,"2"
29006,2,3,15,267,"3"
29006,1,1.70000004768372,15,227,"1"
29006,3,3,15,267,"3"
29007,2,0.100000001490116,13,236,"2"
29007,1,0,13,237,"1"
29008,3,1.79999995231628,15,227,"1"
29008,2,1.79999995231628,15,227,"1"
29009,1,0.800000011920929,14,242,"1"
29010,1,6.90000009536743,15,225,"1"
29013,2,0.300000011920929,21,461,"2"
29013,1,0.400000005960464,13,462,"3"
29014,1,5.59999990463257,13,493,"2"
29014,2,5.59999990463257,16,493,"2"
29018,1,2,15,483,"2"
29018,2,0.100000001490116,14,464,"2"
29019,1,2,13,484,"2"
29019,2,2,14,483,"2"
29020,2,0.200000002980232,13,466,"2"
29020,1,2,14,483,"2"
29020,3,1.79999995231628,14,484,"1"
29021,4,0.100000001490116,13,466,"2"
29021,1,2.70000004768372,14,478,"2"
29021,2,2.79999995231628,13,478,"1"
29021,3,2.70000004768372,14,478,"2"
29022,3,2.70000004768372,14,486,"3"
29022,4,3.90000009536743,14,496,"1"
29022,1,3.90000009536743,14,496,"1"
29022,2,2.70000004768372,14,485,"3"
29023,3,5.30000019073486,14,510,"2"
29023,1,5.59999990463257,15,513,"1"
29023,2,6.59999990463257,14,520,"1"
29024,1,2.79999995231628,14,483,"3"
29024,2,2.29999995231628,14,480,"2"
29025,2,4.40000009536743,14,507,"2"
29025,3,4.19999980926514,20,508,"2"
29025,1,4.30000019073486,14,513,"4"
29026,2,3.09999990463257,14,520,"1"
29026,1,3.40000009536743,16,514,"1"
29028,2,1,13,537,"2"
29028,1,1.20000004768372,18,534,"2"
29029,3,1.10000002384186,13,529,"2"
29029,1,2.20000004768372,14,518,"2"
29029,2,2.20000004768372,13,518,"2"
29031,1,2.5,14,518,"2"
29031,3,2.40000009536743,14,521,"2"
29032,1,3.20000004768372,13,520,"2"
29032,2,3.20000004768372,15,525,"1"
29032,4,3.09999990463257,14,514,"3"
29032,3,4.30000019073486,16,521,"1"
29033,3,2,15,519,"3"
29033,2,3.20000004768372,13,521,"2"
29033,1,3.20000004768372,14,520,"2"
29034,1,2,12,563,"10"
29034,3,4.30000019073486,15,529,"1"
29034,2,3.20000004768372,14,552,"1"
29035,2,1.60000002384186,14,556,"3"
29035,1,1.39999997615814,13,559,"2"
29036,1,0.800000011920929,13,567,"10"
29036,2,0.800000011920929,14,562,"8"
29037,1,0,16,388,"3"
29038,1,0.100000001490116,12,395,"4"
29039,2,0.200000002980232,12,384,"4"
29039,1,0.100000001490116,13,388,"4"
29041,2,0.600000023841858,13,396,"2"
29041,1,0.600000023841858,15,396,"3"
29042,1,0.699999988079071,13,383,"2"
29044,2,0.200000002980232,13,400,"2"
29044,1,0.100000001490116,14,401,"2"
29045,2,1.10000002384186,12,380,"4"
29045,1,1,13,382,"2"
29046,1,1.29999995231628,14,371,"4"
29046,2,1.29999995231628,14,370,"3"
29046,3,1.29999995231628,14,370,"3"
29047,3,0.699999988079071,13,387,"2"
29047,1,31.2999992370605,14,426,"3"
29047,4,0.699999988079071,13,386,"2"
29047,2,0.699999988079071,13,386,"2"
29048,3,30.7000007629395,13,414,"4"
29048,1,0.800000011920929,13,386,"2"
29048,2,0.699999988079071,15,387,"3"
29050,2,2.09999990463257,13,176,"2"
29050,1,2,16,172,"3"
29050,3,1.79999995231628,13,169,"2"
29051,1,0.400000005960464,36,167,"0"
29051,2,0.5,16,167,"1"
29052,1,0.899999976158142,18,170,"1"
29052,2,1.20000004768372,15,172,"2"
29053,2,1.10000002384186,14,171,"1"
29053,1,0.800000011920929,16,170,"1"
29054,1,0.899999976158142,15,166,"1"
29054,2,0.899999976158142,14,165,"1"
29055,1,1.89999997615814,14,161,"1"
29055,2,1.79999995231628,17,160,"1"
29056,2,0.899999976158142,14,165,"2"
29056,1,1,13,165,"2"
29057,1,0.400000005960464,13,166,"3"
29057,2,1.89999997615814,13,166,"1"
29058,2,2.29999995231628,17,156,"1"
29058,1,0.600000023841858,14,165,"2"
29060,2,1.10000002384186,14,165,"2"
29060,1,1.29999995231628,16,164,"1"
29060,4,0.899999976158142,13,165,"2"
29061,2,1.29999995231628,19,548,"4"
29061,1,1.29999995231628,12,549,"5"
29062,2,0.800000011920929,14,592,"18"
29062,1,0.100000001490116,12,547,"5"
29063,1,0.899999976158142,15,536,"4"
29063,2,2,21,522,"2"
29063,3,0.800000011920929,13,547,"8"
29064,1,0.400000005960464,15,538,"4"
29064,2,0.5,16,535,"4"
29064,4,0.600000023841858,14,532,"3"
29065,2,0.200000002980232,12,545,"4"
29065,1,0,12,557,"14"
29066,1,0.200000002980232,11,564,"17"
29066,2,0.400000005960464,13,588,"17"
29068,3,0.899999976158142,12,537,"5"
29068,1,0.899999976158142,16,539,"4"
29068,2,0.899999976158142,16,537,"4"
29068,4,0.899999976158142,15,539,"5"
29070,5,3.40000009536743,15,511,"2"
29070,2,3.29999995231628,15,510,"2"
29070,1,0.300000011920929,15,540,"4"
29070,3,3.09999990463257,13,537,"1"
29071,2,3.29999995231628,15,511,"2"
29071,1,3.29999995231628,13,513,"2"
29071,4,3.40000009536743,22,510,"1"
29071,3,3.29999995231628,13,513,"2"
29072,1,3.40000009536743,22,510,"1"
29073,2,0.600000023841858,14,533,"1"
29073,3,0.100000001490116,14,529,"1"
29073,1,0.200000002980232,16,528,"2"
29074,1,0.200000002980232,18,527,"1"
29074,2,0.400000005960464,13,533,"2"
29074,3,0.5,13,530,"3"
29076,1,0.300000011920929,14,530,"2"
29076,2,0.200000002980232,14,534,"2"
29077,1,0.200000002980232,14,530,"1"
29078,1,0.100000001490116,14,534,"2"
29078,2,0.100000001490116,14,531,"3"
29079,2,0.400000005960464,13,537,"2"
29079,1,0.300000011920929,14,528,"1"
29080,3,0.800000011920929,16,532,"1"
29080,1,0.699999988079071,13,534,"2"
29080,2,0.400000005960464,13,537,"2"
29082,2,0.800000011920929,14,538,"3"
29082,1,0.300000011920929,14,535,"1"
29083,1,7.09999990463257,14,525,"2"
29083,3,7.09999990463257,14,525,"2"
29083,4,6.90000009536743,15,523,"2"
29083,2,1.20000004768372,18,520,"2"
29084,1,0.100000001490116,13,533,"2"
29085,2,4.30000019073486,13,377,"2"
29085,1,6,12,419,"7"
29086,2,7.69999980926514,14,454,"3"
29086,1,1.89999997615814,12,372,"4"
29086,3,4.69999980926514,14,378,"3"
29087,2,3,13,328,"2"
29087,1,3,13,328,"2"
29087,4,2.79999995231628,13,325,"2"
29087,3,3,13,327,"2"
29089,1,3.70000004768372,13,383,"2"
29090,1,1.79999995231628,13,329,"2"
29090,2,1,13,336,"2"
29091,1,5.69999980926514,14,358,"2"
29092,1,1.39999997615814,15,333,"1"
29094,2,1.70000004768372,17,354,"3"
29094,1,1.5,18,353,"2"
29094,3,1.70000004768372,13,355,"4"
29095,1,5.30000019073486,12,384,"5"
29096,1,5.40000009536743,13,369,"3"
29097,1,3.20000004768372,12,456,"31"
29099,1,2.40000009536743,12,368,"4"
29099,3,2.5,15,369,"4"
29099,2,2.5,12,369,"4"
29100,1,4,12,379,"5"
29100,2,0.899999976158142,15,333,"2"
29101,2,4.09999990463257,20,379,"5"
29101,1,4.5,11,410,"9"
29102,1,5.09999990463257,12,404,"3"
29103,1,1.5,13,341,"2"
29103,2,1.5,13,340,"3"
29104,2,5.5,18,408,"2"
29104,1,5.40000009536743,13,408,"5"
29105,2,2.09999990463257,14,347,"5"
29105,1,2.09999990463257,17,345,"3"
29107,1,1.70000004768372,15,333,"5"
29108,2,0.699999988079071,14,325,"1"
29108,1,1.70000004768372,14,345,"3"
29109,1,2.79999995231628,14,377,"8"
29109,2,2.79999995231628,14,373,"7"
29110,1,2.79999995231628,14,379,"8"
29111,2,0.400000005960464,15,411,"3"
29111,3,0.600000023841858,13,407,"2"
29112,1,0.100000001490116,14,430,"5"
29112,2,0.600000023841858,19,407,"3"
29113,1,1.10000002384186,13,395,"2"
29113,2,1.10000002384186,19,393,"3"
29115,2,1.79999995231628,12,399,"15"
29115,1,1.10000002384186,19,393,"3"
29116,2,3.09999990463257,14,420,"6"
29116,1,2.79999995231628,15,410,"4"
29116,3,1.29999995231628,13,381,"2"
29118,2,1.20000004768372,12,454,"5"
29118,1,0.899999976158142,12,441,"4"
29119,2,0.200000002980232,12,422,"6"
29119,1,0.600000023841858,13,407,"2"
29120,1,0.800000011920929,14,401,"3"
29120,2,1,18,399,"3"
29121,1,0,15,443,"2"
29121,3,0.100000001490116,13,444,"3"
29122,1,0.800000011920929,14,463,"2"
29122,2,1.70000004768372,17,457,"2"
29123,1,0.100000001490116,12,448,"3"
29123,3,0.5,14,460,"3"
29124,1,0.899999976158142,16,460,"2"
29124,2,1,14,463,"2"
29124,3,0.300000011920929,13,447,"3"
29126,1,0.300000011920929,14,459,"3"
29127,1,0.100000001490116,14,452,"3"
29128,3,0,16,452,"2"
29128,1,0,16,452,"2"
29130,1,0.400000005960464,13,439,"4"
29130,3,0.100000001490116,16,445,"2"
29131,2,0.5,15,435,"2"
29131,1,0,13,445,"2"
29131,3,1.70000004768372,14,467,"3"
29132,1,0.699999988079071,13,461,"3"
29132,4,0.899999976158142,14,462,"1"
29132,2,1.5,13,465,"3"
29132,3,1.5,17,466,"1"
29133,1,0.699999988079071,14,528,"3"
29134,1,0.100000001490116,17,527,"1"
29135,1,0.100000001490116,14,528,"2"
29138,1,15.3999996185303,15,450,"1"
29138,2,4.30000019073486,13,557,"3"
29139,2,9.5,17,481,"1"
