"zone","state","lga","sector","ea","cluster_id","amenities_cd","c5q1"
4,16,1605,2,180,"1605-180",529,4
4,16,1605,2,180,"1605-180",530,3
4,16,1605,2,180,"1605-180",531,3
4,16,1605,2,180,"1605-180",532,4
4,16,1605,2,180,"1605-180",533,1
4,16,1605,2,180,"1605-180",534,3
4,16,1607,2,574,"1607-574",501,4
4,16,1607,2,574,"1607-574",502,4
4,16,1607,2,574,"1607-574",503,6
4,16,1607,2,574,"1607-574",505,4
4,16,1607,2,574,"1607-574",506,5
4,16,1607,2,574,"1607-574",507,2
4,16,1607,2,574,"1607-574",508,4
4,16,1607,2,574,"1607-574",509,6
4,16,1607,2,574,"1607-574",510,2
4,16,1607,2,574,"1607-574",512,4
4,16,1607,2,574,"1607-574",513,4
4,16,1607,2,574,"1607-574",514,5
4,16,1607,2,574,"1607-574",516,4
4,16,1607,2,574,"1607-574",517,5
4,16,1607,2,574,"1607-574",518,5
4,16,1607,2,574,"1607-574",519,5
4,16,1607,2,574,"1607-574",520,5
4,16,1607,2,574,"1607-574",522,4
4,16,1607,2,574,"1607-574",523,4
4,16,1607,2,574,"1607-574",524,3
4,16,1607,2,574,"1607-574",525,2
4,16,1607,2,574,"1607-574",526,3
4,16,1607,2,574,"1607-574",527,4
4,16,1607,2,574,"1607-574",528,5
4,16,1607,2,574,"1607-574",529,4
4,16,1607,2,574,"1607-574",530,3
4,16,1607,2,574,"1607-574",531,5
4,16,1607,2,574,"1607-574",532,5
4,16,1607,2,574,"1607-574",533,2
4,16,1607,2,574,"1607-574",534,2
4,16,1608,2,1480,"1608-1480",501,2
4,16,1608,2,1480,"1608-1480",502,4
4,16,1608,2,1480,"1608-1480",503,2
4,16,1608,2,1480,"1608-1480",505,2
4,16,1608,2,1480,"1608-1480",506,4
4,16,1608,2,1480,"1608-1480",507,2
4,16,1608,2,1480,"1608-1480",508,4
4,16,1608,2,1480,"1608-1480",509,6
4,16,1608,2,1480,"1608-1480",510,2
4,16,1608,2,1480,"1608-1480",512,4
4,16,1608,2,1480,"1608-1480",513,2
4,16,1608,2,1480,"1608-1480",514,4
4,16,1608,2,1480,"1608-1480",516,4
4,16,1608,2,1480,"1608-1480",517,4
4,16,1608,2,1480,"1608-1480",518,5
4,16,1608,2,1480,"1608-1480",519,5
4,16,1608,2,1480,"1608-1480",520,5
4,16,1608,2,1480,"1608-1480",522,2
4,16,1608,2,1480,"1608-1480",523,2
4,16,1608,2,1480,"1608-1480",524,4
4,16,1608,2,1480,"1608-1480",525,1
4,16,1608,2,1480,"1608-1480",526,3
4,16,1608,2,1480,"1608-1480",527,4
4,16,1608,2,1480,"1608-1480",528,5
4,16,1608,2,1480,"1608-1480",529,4
4,16,1608,2,1480,"1608-1480",530,2
4,16,1608,2,1480,"1608-1480",531,4
4,16,1608,2,1480,"1608-1480",532,4
4,16,1608,2,1480,"1608-1480",533,2
4,16,1608,2,1480,"1608-1480",534,2
4,16,1610,2,490,"1610-490",501,2
4,16,1610,2,490,"1610-490",502,4
4,16,1610,2,490,"1610-490",503,6
4,16,1610,2,490,"1610-490",505,2
4,16,1610,2,490,"1610-490",506,4
4,16,1610,2,490,"1610-490",507,2
4,16,1610,2,490,"1610-490",508,2
4,16,1610,2,490,"1610-490",509,6
4,16,1610,2,490,"1610-490",510,4
4,16,1610,2,490,"1610-490",512,4
4,16,1610,2,490,"1610-490",513,5
4,16,1610,2,490,"1610-490",514,5
4,16,1610,2,490,"1610-490",516,4
4,16,1610,2,490,"1610-490",517,4
4,16,1610,2,490,"1610-490",518,5
4,16,1610,2,490,"1610-490",519,5
4,16,1610,2,490,"1610-490",520,5
4,16,1610,2,490,"1610-490",522,4
4,16,1610,2,490,"1610-490",523,4
4,16,1610,2,490,"1610-490",524,3
4,16,1610,2,490,"1610-490",525,2
4,16,1610,2,490,"1610-490",526,4
4,16,1610,2,490,"1610-490",527,4
4,16,1610,2,490,"1610-490",528,5
4,16,1610,2,490,"1610-490",529,4
4,16,1610,2,490,"1610-490",530,4
4,16,1610,2,490,"1610-490",531,4
4,16,1610,2,490,"1610-490",532,4
4,16,1610,2,490,"1610-490",533,4
4,16,1610,2,490,"1610-490",534,4
4,16,1610,2,66,"1610-66",501,2
4,16,1610,2,66,"1610-66",502,4
4,16,1610,2,66,"1610-66",503,3
4,16,1610,2,66,"1610-66",505,4
4,16,1610,2,66,"1610-66",506,3
4,16,1610,2,66,"1610-66",507,3
4,16,1610,2,66,"1610-66",508,3
4,16,1610,2,66,"1610-66",509,3
4,16,1610,2,66,"1610-66",510,1
4,16,1610,2,66,"1610-66",512,4
4,16,1610,2,66,"1610-66",513,3
4,16,1610,2,66,"1610-66",514,3
4,16,1610,2,66,"1610-66",516,4
4,16,1610,2,66,"1610-66",517,4
4,16,1610,2,66,"1610-66",518,4
4,16,1610,2,66,"1610-66",519,4
4,16,1610,2,66,"1610-66",520,4
4,16,1610,2,66,"1610-66",522,2
4,16,1610,2,66,"1610-66",523,2
4,16,1610,2,66,"1610-66",524,3
4,16,1610,2,66,"1610-66",525,1
4,16,1610,2,66,"1610-66",526,3
4,16,1610,2,66,"1610-66",527,1
4,16,1610,2,66,"1610-66",528,1
4,16,1610,2,66,"1610-66",529,3
4,16,1610,2,66,"1610-66",530,2
4,16,1610,2,66,"1610-66",531,4
4,16,1610,2,66,"1610-66",532,4
4,16,1610,2,66,"1610-66",533,1
4,16,1610,2,66,"1610-66",534,1
4,16,1610,2,776,"1610-776",501,2
4,16,1610,2,776,"1610-776",502,2
4,16,1610,2,776,"1610-776",503,2
4,16,1610,2,776,"1610-776",505,2
4,16,1610,2,776,"1610-776",506,2
4,16,1610,2,776,"1610-776",507,1
4,16,1610,2,776,"1610-776",508,1
4,16,1610,2,776,"1610-776",509,1
4,16,1610,2,776,"1610-776",510,1
4,16,1610,2,776,"1610-776",512,4
4,16,1610,2,776,"1610-776",513,4
4,16,1610,2,776,"1610-776",514,4
4,16,1610,2,776,"1610-776",516,4
4,16,1610,2,776,"1610-776",517,4
4,16,1610,2,776,"1610-776",518,4
4,16,1610,2,776,"1610-776",519,2
4,16,1610,2,776,"1610-776",520,2
4,16,1610,2,776,"1610-776",522,4
4,16,1610,2,776,"1610-776",523,6
4,16,1610,2,776,"1610-776",524,6
4,16,1610,2,776,"1610-776",525,1
4,16,1610,2,776,"1610-776",526,2
4,16,1610,2,776,"1610-776",527,2
4,16,1610,2,776,"1610-776",528,4
4,16,1610,2,776,"1610-776",529,4
4,16,1610,2,776,"1610-776",530,2
4,16,1610,2,776,"1610-776",531,4
4,16,1610,2,776,"1610-776",532,3
4,16,1610,2,776,"1610-776",533,1
4,16,1610,2,776,"1610-776",534,3
4,16,1611,2,1878,"1611-1878",501,1
4,16,1611,2,1878,"1611-1878",502,2
4,16,1611,2,1878,"1611-1878",503,2
4,16,1611,2,1878,"1611-1878",505,4
4,16,1611,2,1878,"1611-1878",506,4
4,16,1611,2,1878,"1611-1878",507,4
4,16,1611,2,1878,"1611-1878",508,2
4,16,1611,2,1878,"1611-1878",509,2
4,16,1611,2,1878,"1611-1878",510,4
4,16,1611,2,1878,"1611-1878",512,4
4,16,1611,2,1878,"1611-1878",513,4
4,16,1611,2,1878,"1611-1878",514,4
4,16,1611,2,1878,"1611-1878",516,4
4,16,1611,2,1878,"1611-1878",517,5
4,16,1611,2,1878,"1611-1878",518,5
4,16,1611,2,1878,"1611-1878",519,5
4,16,1611,2,1878,"1611-1878",520,4
4,16,1611,2,1878,"1611-1878",522,2
4,16,1611,2,1878,"1611-1878",523,2
4,16,1611,2,1878,"1611-1878",524,2
4,16,1611,2,1878,"1611-1878",525,1
4,16,1611,2,1878,"1611-1878",526,4
4,16,1611,2,1878,"1611-1878",527,4
4,16,1611,2,1878,"1611-1878",528,4
4,16,1611,2,1878,"1611-1878",529,4
4,16,1611,2,1878,"1611-1878",530,4
4,16,1611,2,1878,"1611-1878",531,4
4,16,1611,2,1878,"1611-1878",532,2
4,16,1611,2,1878,"1611-1878",533,1
4,16,1611,2,1878,"1611-1878",534,3
4,16,1613,2,440,"1613-440",501,2
4,16,1613,2,440,"1613-440",502,4
4,16,1613,2,440,"1613-440",503,6
4,16,1613,2,440,"1613-440",505,2
4,16,1613,2,440,"1613-440",506,4
4,16,1613,2,440,"1613-440",507,2
4,16,1613,2,440,"1613-440",508,4
4,16,1613,2,440,"1613-440",509,6
4,16,1613,2,440,"1613-440",510,3
4,16,1613,2,440,"1613-440",512,4
4,16,1613,2,440,"1613-440",513,4
4,16,1613,2,440,"1613-440",514,4
4,16,1613,2,440,"1613-440",516,4
4,16,1613,2,440,"1613-440",517,5
4,16,1613,2,440,"1613-440",518,5
4,16,1613,2,440,"1613-440",519,5
4,16,1613,2,440,"1613-440",520,5
4,16,1613,2,440,"1613-440",522,4
4,16,1613,2,440,"1613-440",523,4
4,16,1613,2,440,"1613-440",524,3
4,16,1613,2,440,"1613-440",525,2
4,16,1613,2,440,"1613-440",526,4
4,16,1613,2,440,"1613-440",527,4
4,16,1613,2,440,"1613-440",528,4
4,16,1613,2,440,"1613-440",529,4
4,16,1613,2,440,"1613-440",530,3
4,16,1613,2,440,"1613-440",531,3
4,16,1613,2,440,"1613-440",532,4
4,16,1613,2,440,"1613-440",533,4
4,16,1613,2,440,"1613-440",534,2
4,16,1615,2,220,"1615-220",501,2
4,16,1615,2,220,"1615-220",502,3
4,16,1615,2,220,"1615-220",503,4
4,16,1615,2,220,"1615-220",505,4
4,16,1615,2,220,"1615-220",506,4
4,16,1615,2,220,"1615-220",507,1
4,16,1615,2,220,"1615-220",508,3
4,16,1615,2,220,"1615-220",509,3
4,16,1615,2,220,"1615-220",510,1
4,16,1615,2,220,"1615-220",512,4
4,16,1615,2,220,"1615-220",513,4
4,16,1615,2,220,"1615-220",514,3
4,16,1615,2,220,"1615-220",516,4
4,16,1615,2,220,"1615-220",517,4
4,16,1615,2,220,"1615-220",518,4
4,16,1615,2,220,"1615-220",519,4
4,16,1615,2,220,"1615-220",520,4
4,16,1615,2,220,"1615-220",522,4
4,16,1615,2,220,"1615-220",523,4
4,16,1615,2,220,"1615-220",524,2
4,16,1615,2,220,"1615-220",525,1
4,16,1615,2,220,"1615-220",526,3
4,16,1615,2,220,"1615-220",527,4
4,16,1615,2,220,"1615-220",528,4
4,16,1615,2,220,"1615-220",529,4
4,16,1615,2,220,"1615-220",530,4
4,16,1615,2,220,"1615-220",531,4
4,16,1615,2,220,"1615-220",532,4
4,16,1615,2,220,"1615-220",533,3
4,16,1615,2,220,"1615-220",534,4
4,16,1616,2,902,"1616-902",501,2
4,16,1616,2,902,"1616-902",502,4
4,16,1616,2,902,"1616-902",503,6
4,16,1616,2,902,"1616-902",505,4
4,16,1616,2,902,"1616-902",506,4
4,16,1616,2,902,"1616-902",507,2
4,16,1616,2,902,"1616-902",508,5
4,16,1616,2,902,"1616-902",509,6
4,16,1616,2,902,"1616-902",510,3
4,16,1616,2,902,"1616-902",512,5
4,16,1616,2,902,"1616-902",513,5
4,16,1616,2,902,"1616-902",514,4
4,16,1616,2,902,"1616-902",516,5
4,16,1616,2,902,"1616-902",517,5
4,16,1616,2,902,"1616-902",518,5
4,16,1616,2,902,"1616-902",519,5
4,16,1616,2,902,"1616-902",520,4
4,16,1616,2,902,"1616-902",522,4
4,16,1616,2,902,"1616-902",523,4
4,16,1616,2,902,"1616-902",524,2
4,16,1616,2,902,"1616-902",525,2
4,16,1616,2,902,"1616-902",526,2
4,16,1616,2,902,"1616-902",527,4
4,16,1616,2,902,"1616-902",528,5
4,16,1616,2,902,"1616-902",529,5
4,16,1616,2,902,"1616-902",530,4
4,16,1616,2,902,"1616-902",531,4
4,16,1616,2,902,"1616-902",532,4
4,16,1616,2,902,"1616-902",533,2
4,16,1616,2,902,"1616-902",534,3
4,16,1622,1,136,"1622-136",501,4
4,16,1622,1,136,"1622-136",502,4
4,16,1622,1,136,"1622-136",503,6
4,16,1622,1,136,"1622-136",505,2
4,16,1622,1,136,"1622-136",506,5
4,16,1622,1,136,"1622-136",507,1
4,16,1622,1,136,"1622-136",508,3
4,16,1622,1,136,"1622-136",509,6
4,16,1622,1,136,"1622-136",510,4
4,16,1622,1,136,"1622-136",512,4
4,16,1622,1,136,"1622-136",513,4
4,16,1622,1,136,"1622-136",514,4
4,16,1622,1,136,"1622-136",516,4
4,16,1622,1,136,"1622-136",517,4
4,16,1622,1,136,"1622-136",518,5
4,16,1622,1,136,"1622-136",519,5
4,16,1622,1,136,"1622-136",520,5
4,16,1622,1,136,"1622-136",522,4
4,16,1622,1,136,"1622-136",523,4
4,16,1622,1,136,"1622-136",524,2
4,16,1622,1,136,"1622-136",525,1
4,16,1622,1,136,"1622-136",526,4
4,16,1622,1,136,"1622-136",527,4
4,16,1622,1,136,"1622-136",528,5
4,16,1622,1,136,"1622-136",529,5
4,16,1622,1,136,"1622-136",530,4
4,16,1622,1,136,"1622-136",531,4
4,16,1622,1,136,"1622-136",532,5
4,16,1622,1,136,"1622-136",533,2
4,16,1622,1,136,"1622-136",534,4
4,16,1622,2,692,"1622-692",501,1
4,16,1622,2,692,"1622-692",502,3
4,16,1622,2,692,"1622-692",503,2
4,16,1622,2,692,"1622-692",505,4
4,16,1622,2,692,"1622-692",506,4
4,16,1622,2,692,"1622-692",507,2
4,16,1622,2,692,"1622-692",508,3
4,16,1622,2,692,"1622-692",509,3
4,16,1622,2,692,"1622-692",510,4
4,16,1622,2,692,"1622-692",512,4
4,16,1622,2,692,"1622-692",513,2
4,16,1622,2,692,"1622-692",514,4
4,16,1622,2,692,"1622-692",516,5
4,16,1622,2,692,"1622-692",517,5
4,16,1622,2,692,"1622-692",518,5
4,16,1622,2,692,"1622-692",519,5
4,16,1622,2,692,"1622-692",520,5
4,16,1622,2,692,"1622-692",522,1
4,16,1622,2,692,"1622-692",523,1
4,16,1622,2,692,"1622-692",524,2
4,16,1622,2,692,"1622-692",525,1
4,16,1622,2,692,"1622-692",526,4
4,16,1622,2,692,"1622-692",527,4
4,16,1622,2,692,"1622-692",528,4
4,16,1622,2,692,"1622-692",529,4
4,16,1622,2,692,"1622-692",530,5
4,16,1622,2,692,"1622-692",531,5
4,16,1622,2,692,"1622-692",532,5
4,16,1622,2,692,"1622-692",533,1
4,16,1622,2,692,"1622-692",534,3
4,16,1625,2,210,"1625-210",501,5
4,16,1625,2,210,"1625-210",502,5
4,16,1625,2,210,"1625-210",503,4
4,16,1625,2,210,"1625-210",505,4
4,16,1625,2,210,"1625-210",506,2
4,16,1625,2,210,"1625-210",507,2
4,16,1625,2,210,"1625-210",508,4
4,16,1625,2,210,"1625-210",509,3
4,16,1625,2,210,"1625-210",510,2
4,16,1625,2,210,"1625-210",512,5
4,16,1625,2,210,"1625-210",513,4
4,16,1625,2,210,"1625-210",514,5
4,16,1625,2,210,"1625-210",516,5
4,16,1625,2,210,"1625-210",517,5
4,16,1625,2,210,"1625-210",518,5
4,16,1625,2,210,"1625-210",519,5
4,16,1625,2,210,"1625-210",520,5
4,16,1625,2,210,"1625-210",522,4
4,16,1625,2,210,"1625-210",523,4
4,16,1625,2,210,"1625-210",524,4
4,16,1625,2,210,"1625-210",525,4
4,16,1625,2,210,"1625-210",526,2
4,16,1625,2,210,"1625-210",527,4
4,16,1625,2,210,"1625-210",528,5
4,16,1625,2,210,"1625-210",529,5
4,16,1625,2,210,"1625-210",530,4
4,16,1625,2,210,"1625-210",531,4
4,16,1625,2,210,"1625-210",532,4
4,16,1625,2,210,"1625-210",533,2
4,16,1625,2,210,"1625-210",534,3
4,16,1626,2,1546,"1626-1546",501,2
4,16,1626,2,1546,"1626-1546",502,2
4,16,1626,2,1546,"1626-1546",503,3
4,16,1626,2,1546,"1626-1546",505,4
4,16,1626,2,1546,"1626-1546",506,4
4,16,1626,2,1546,"1626-1546",507,4
4,16,1626,2,1546,"1626-1546",508,3
4,16,1626,2,1546,"1626-1546",509,3
4,16,1626,2,1546,"1626-1546",510,4
4,16,1626,2,1546,"1626-1546",512,4
4,16,1626,2,1546,"1626-1546",513,4
4,16,1626,2,1546,"1626-1546",514,4
4,16,1626,2,1546,"1626-1546",516,4
4,16,1626,2,1546,"1626-1546",517,4
4,16,1626,2,1546,"1626-1546",518,4
4,16,1626,2,1546,"1626-1546",519,4
4,16,1626,2,1546,"1626-1546",520,4
4,16,1626,2,1546,"1626-1546",522,2
4,16,1626,2,1546,"1626-1546",523,2
4,16,1626,2,1546,"1626-1546",524,2
4,16,1626,2,1546,"1626-1546",525,1
4,16,1626,2,1546,"1626-1546",526,4
4,16,1626,2,1546,"1626-1546",527,4
4,16,1626,2,1546,"1626-1546",528,4
4,16,1626,2,1546,"1626-1546",529,4
4,16,1626,2,1546,"1626-1546",530,3
4,16,1626,2,1546,"1626-1546",531,4
4,16,1626,2,1546,"1626-1546",532,4
4,16,1626,2,1546,"1626-1546",533,1
4,16,1626,2,1546,"1626-1546",534,2
4,16,1627,2,126,"1627-126",501,4
4,16,1627,2,126,"1627-126",502,4
4,16,1627,2,126,"1627-126",503,4
4,16,1627,2,126,"1627-126",505,1
4,16,1627,2,126,"1627-126",506,3
4,16,1627,2,126,"1627-126",507,1
4,16,1627,2,126,"1627-126",508,3
4,16,1627,2,126,"1627-126",509,3
4,16,1627,2,126,"1627-126",510,2
4,16,1627,2,126,"1627-126",512,4
4,16,1627,2,126,"1627-126",513,1
4,16,1627,2,126,"1627-126",514,4
4,16,1627,2,126,"1627-126",516,4
4,16,1627,2,126,"1627-126",517,4
4,16,1627,2,126,"1627-126",518,4
4,16,1627,2,126,"1627-126",519,4
4,16,1627,2,126,"1627-126",520,4
4,16,1627,2,126,"1627-126",522,4
4,16,1627,2,126,"1627-126",523,4
4,16,1627,2,126,"1627-126",524,2
4,16,1627,2,126,"1627-126",525,2
4,16,1627,2,126,"1627-126",526,2
4,16,1627,2,126,"1627-126",527,1
4,16,1627,2,126,"1627-126",528,3
4,16,1627,2,126,"1627-126",529,2
4,16,1627,2,126,"1627-126",530,3
4,16,1627,2,126,"1627-126",531,3
4,16,1627,2,126,"1627-126",532,4
4,16,1627,2,126,"1627-126",533,1
4,16,1627,2,126,"1627-126",534,3
3,17,1701,2,10,"1701-10",501,3
3,17,1701,2,10,"1701-10",502,4
3,17,1701,2,10,"1701-10",503,5
3,17,1701,2,10,"1701-10",505,5
3,17,1701,2,10,"1701-10",506,5
3,17,1701,2,10,"1701-10",507,2
3,17,1701,2,10,"1701-10",508,4
3,17,1701,2,10,"1701-10",509,6
3,17,1701,2,10,"1701-10",510,5
3,17,1701,2,10,"1701-10",512,4
3,17,1701,2,10,"1701-10",513,5
3,17,1701,2,10,"1701-10",514,5
3,17,1701,2,10,"1701-10",516,5
3,17,1701,2,10,"1701-10",517,5
3,17,1701,2,10,"1701-10",518,5
3,17,1701,2,10,"1701-10",519,5
3,17,1701,2,10,"1701-10",520,5
3,17,1701,2,10,"1701-10",522,5
3,17,1701,2,10,"1701-10",523,5
3,17,1701,2,10,"1701-10",524,3
3,17,1701,2,10,"1701-10",525,3
3,17,1701,2,10,"1701-10",526,4
3,17,1701,2,10,"1701-10",527,5
3,17,1701,2,10,"1701-10",528,5
3,17,1701,2,10,"1701-10",529,5
3,17,1701,2,10,"1701-10",530,5
3,17,1701,2,10,"1701-10",531,5
3,17,1701,2,10,"1701-10",532,5
3,17,1701,2,10,"1701-10",533,5
3,17,1701,2,10,"1701-10",534,4
3,17,1707,2,284,"1707-284",501,4
3,17,1707,2,284,"1707-284",502,5
3,17,1707,2,284,"1707-284",503,5
3,17,1707,2,284,"1707-284",505,5
3,17,1707,2,284,"1707-284",506,5
3,17,1707,2,284,"1707-284",507,3
3,17,1707,2,284,"1707-284",508,5
3,17,1707,2,284,"1707-284",509,6
3,17,1707,2,284,"1707-284",510,5
3,17,1707,2,284,"1707-284",512,5
3,17,1707,2,284,"1707-284",513,5
3,17,1707,2,284,"1707-284",514,5
3,17,1707,2,284,"1707-284",516,3
3,17,1707,2,284,"1707-284",517,5
3,17,1707,2,284,"1707-284",518,5
3,17,1707,2,284,"1707-284",519,5
3,17,1707,2,284,"1707-284",520,4
3,17,1707,2,284,"1707-284",522,4
3,17,1707,2,284,"1707-284",523,5
3,17,1707,2,284,"1707-284",524,4
3,17,1707,2,284,"1707-284",525,5
3,17,1707,2,284,"1707-284",526,4
3,17,1707,2,284,"1707-284",527,4
3,17,1707,2,284,"1707-284",528,4
3,17,1707,2,284,"1707-284",529,4
3,17,1707,2,284,"1707-284",530,4
3,17,1707,2,284,"1707-284",531,4
3,17,1707,2,284,"1707-284",532,4
3,17,1707,2,284,"1707-284",533,5
3,17,1707,2,284,"1707-284",534,4
3,17,1712,2,126,"1712-126",501,4
3,17,1712,2,126,"1712-126",502,4
3,17,1712,2,126,"1712-126",503,3
3,17,1712,2,126,"1712-126",505,3
3,17,1712,2,126,"1712-126",506,3
3,17,1712,2,126,"1712-126",507,6
3,17,1712,2,126,"1712-126",508,3
3,17,1712,2,126,"1712-126",509,6
3,17,1712,2,126,"1712-126",510,4
3,17,1712,2,126,"1712-126",512,4
3,17,1712,2,126,"1712-126",513,4
3,17,1712,2,126,"1712-126",514,4
3,17,1712,2,126,"1712-126",516,3
3,17,1712,2,126,"1712-126",517,4
3,17,1712,2,126,"1712-126",518,3
3,17,1712,2,126,"1712-126",519,3
3,17,1712,2,126,"1712-126",520,3
3,17,1712,2,126,"1712-126",522,4
3,17,1712,2,126,"1712-126",523,4
3,17,1712,2,126,"1712-126",524,6
3,17,1712,2,126,"1712-126",525,3
3,17,1712,2,126,"1712-126",526,3
3,17,1712,2,126,"1712-126",527,3
3,17,1712,2,126,"1712-126",528,3
3,17,1712,2,126,"1712-126",529,4
3,17,1712,2,126,"1712-126",530,4
3,17,1712,2,126,"1712-126",531,4
3,17,1712,2,126,"1712-126",532,4
3,17,1712,2,126,"1712-126",533,4
3,17,1712,2,126,"1712-126",534,3
3,17,1715,2,3064,"1715-3064",501,5
3,17,1715,2,3064,"1715-3064",502,5
3,17,1715,2,3064,"1715-3064",503,5
3,17,1715,2,3064,"1715-3064",505,5
3,17,1715,2,3064,"1715-3064",506,5
3,17,1715,2,3064,"1715-3064",507,2
3,17,1715,2,3064,"1715-3064",508,2
3,17,1715,2,3064,"1715-3064",509,2
3,17,1715,2,3064,"1715-3064",510,4
3,17,1715,2,3064,"1715-3064",512,5
3,17,1715,2,3064,"1715-3064",513,5
3,17,1715,2,3064,"1715-3064",514,5
3,17,1715,2,3064,"1715-3064",516,5
3,17,1715,2,3064,"1715-3064",517,5
3,17,1715,2,3064,"1715-3064",518,5
3,17,1715,2,3064,"1715-3064",519,4
3,17,1715,2,3064,"1715-3064",520,4
3,17,1715,2,3064,"1715-3064",522,5
3,17,1715,2,3064,"1715-3064",523,5
3,17,1715,2,3064,"1715-3064",524,5
3,17,1715,2,3064,"1715-3064",525,2
3,17,1715,2,3064,"1715-3064",526,2
3,17,1715,2,3064,"1715-3064",527,5
3,17,1715,2,3064,"1715-3064",528,5
3,17,1715,2,3064,"1715-3064",529,5
3,17,1715,2,3064,"1715-3064",530,5
3,17,1715,2,3064,"1715-3064",531,5
3,17,1715,2,3064,"1715-3064",532,5
3,17,1715,2,3064,"1715-3064",533,5
3,17,1715,2,3064,"1715-3064",534,5
3,17,1716,2,1344,"1716-1344",501,3
3,17,1716,2,1344,"1716-1344",502,3
3,17,1716,2,1344,"1716-1344",503,3
3,17,1716,2,1344,"1716-1344",505,5
3,17,1716,2,1344,"1716-1344",506,5
3,17,1716,2,1344,"1716-1344",507,3
3,17,1716,2,1344,"1716-1344",508,3
3,17,1716,2,1344,"1716-1344",509,6
3,17,1716,2,1344,"1716-1344",510,5
3,17,1716,2,1344,"1716-1344",512,4
3,17,1716,2,1344,"1716-1344",513,5
3,17,1716,2,1344,"1716-1344",514,4
3,17,1716,2,1344,"1716-1344",516,4
3,17,1716,2,1344,"1716-1344",517,5
3,17,1716,2,1344,"1716-1344",518,3
3,17,1716,2,1344,"1716-1344",519,3
3,17,1716,2,1344,"1716-1344",520,3
3,17,1716,2,1344,"1716-1344",522,3
3,17,1716,2,1344,"1716-1344",523,3
3,17,1716,2,1344,"1716-1344",524,3
3,17,1716,2,1344,"1716-1344",525,4
3,17,1716,2,1344,"1716-1344",526,5
3,17,1716,2,1344,"1716-1344",527,4
3,17,1716,2,1344,"1716-1344",528,4
3,17,1716,2,1344,"1716-1344",529,5
3,17,1716,2,1344,"1716-1344",530,5
3,17,1716,2,1344,"1716-1344",531,5
3,17,1716,2,1344,"1716-1344",532,5
3,17,1716,2,1344,"1716-1344",533,5
3,17,1716,2,1344,"1716-1344",534,5
3,17,1716,2,1452,"1716-1452",501,4
3,17,1716,2,1452,"1716-1452",502,4
3,17,1716,2,1452,"1716-1452",503,4
3,17,1716,2,1452,"1716-1452",505,5
3,17,1716,2,1452,"1716-1452",506,4
3,17,1716,2,1452,"1716-1452",507,3
3,17,1716,2,1452,"1716-1452",508,4
3,17,1716,2,1452,"1716-1452",509,6
3,17,1716,2,1452,"1716-1452",510,5
3,17,1716,2,1452,"1716-1452",512,4
3,17,1716,2,1452,"1716-1452",513,4
3,17,1716,2,1452,"1716-1452",514,4
3,17,1716,2,1452,"1716-1452",516,3
3,17,1716,2,1452,"1716-1452",517,4
3,17,1716,2,1452,"1716-1452",518,4
3,17,1716,2,1452,"1716-1452",519,4
3,17,1716,2,1452,"1716-1452",520,3
3,17,1716,2,1452,"1716-1452",522,4
3,17,1716,2,1452,"1716-1452",523,4
3,17,1716,2,1452,"1716-1452",524,3
3,17,1716,2,1452,"1716-1452",525,4
3,17,1716,2,1452,"1716-1452",526,4
3,17,1716,2,1452,"1716-1452",527,4
3,17,1716,2,1452,"1716-1452",528,5
3,17,1716,2,1452,"1716-1452",529,4
3,17,1716,2,1452,"1716-1452",530,5
3,17,1716,2,1452,"1716-1452",531,4
3,17,1716,2,1452,"1716-1452",532,4
3,17,1716,2,1452,"1716-1452",533,5
3,17,1716,2,1452,"1716-1452",534,4
3,17,1717,2,378,"1717-378",501,3
3,17,1717,2,378,"1717-378",502,4
3,17,1717,2,378,"1717-378",503,4
3,17,1717,2,378,"1717-378",505,5
3,17,1717,2,378,"1717-378",506,4
3,17,1717,2,378,"1717-378",507,2
3,17,1717,2,378,"1717-378",508,4
3,17,1717,2,378,"1717-378",509,6
3,17,1717,2,378,"1717-378",510,4
3,17,1717,2,378,"1717-378",512,5
3,17,1717,2,378,"1717-378",513,5
3,17,1717,2,378,"1717-378",514,4
3,17,1717,2,378,"1717-378",516,4
3,17,1717,2,378,"1717-378",517,4
3,17,1717,2,378,"1717-378",518,3
3,17,1717,2,378,"1717-378",519,3
3,17,1717,2,378,"1717-378",520,3
3,17,1717,2,378,"1717-378",522,3
3,17,1717,2,378,"1717-378",523,3
3,17,1717,2,378,"1717-378",524,3
3,17,1717,2,378,"1717-378",525,4
3,17,1717,2,378,"1717-378",526,3
3,17,1717,2,378,"1717-378",527,3
3,17,1717,2,378,"1717-378",528,3
3,17,1717,2,378,"1717-378",529,4
3,17,1717,2,378,"1717-378",530,5
3,17,1717,2,378,"1717-378",531,4
3,17,1717,2,378,"1717-378",532,4
3,17,1717,2,378,"1717-378",533,4
3,17,1717,2,378,"1717-378",534,4
3,17,1721,1,1272,"1721-1272",501,4
3,17,1721,1,1272,"1721-1272",502,4
3,17,1721,1,1272,"1721-1272",503,4
3,17,1721,1,1272,"1721-1272",505,5
3,17,1721,1,1272,"1721-1272",506,4
3,17,1721,1,1272,"1721-1272",507,4
3,17,1721,1,1272,"1721-1272",508,3
3,17,1721,1,1272,"1721-1272",509,4
3,17,1721,1,1272,"1721-1272",510,5
3,17,1721,1,1272,"1721-1272",512,4
