"zone","state","lga","sector","ea","hhid","plotid","cropcode","sa3iq3","sa3iq4","sa3iq4_os","sa3iq4a1","sa3iq4a2","sa3iq4b","sa3iq4c","sa3iq5","sa3iq6i","sa3iq6ii","sa3iq6_4","sa3iq6_2","sa3iq6_conv","sa3iq6a","sa3iq6b","sa3iq6c1","sa3iq6c2","sa3iq6d1","sa3iq6d2","sa3iq6d4","sa3iq6d2a","sa3iq6d_conv","sa3iq6e_1","sa3iq6e_2","sa3iq6e_3","sa3iq6e_4","sa3iq6e_5","sa3iq6e_6","sa3iq6e_7","sa3iq6e_8"
4,1,102,1,46,19008,2,1080,1,,,7,2018,2,,,1,150,1,1,6.99228000640869,500,1,8,2018,,,,,,1,,,,,,,
4,1,102,1,46,19008,2,2190,1,,,7,2018,2,,,2,160,0,,0.479999989271164,800,2,,,1,100,0,,0.479999989271164,1,,,,,,,
4,1,104,2,412,19038,1,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,,,,,,,
4,1,104,2,412,19038,1,1080,1,,,8,2018,2,,,7,130,11,1,18,6000,1,9,2018,,,,,,1,,,,,,,
4,1,104,2,412,19038,1,1090,1,,,8,2018,1,4,1,2,150,0,2,10.1099996566772,3600,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19038,1,1122,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,412,19038,1,1123,1,,,10,2018,2,,,1,130,10,,25,2000,1,10,2018,,,,,,1,,,,,,,
4,1,104,2,412,19038,1,2120,1,,,8,2018,1,9,2,2,70,1,,0.564000010490417,600,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19039,1,1020,2,9,,,,,,,,,,,,,,,,25,130,10,,25,1,,,,,,,
4,1,104,2,412,19039,1,1080,1,,,7,2018,2,,,15,10,,1,2.10924005508423,10000,1,7,2018,,,,,,1,,,,,,,
4,1,104,2,412,19039,1,1123,2,9,,,,,,,,,,,,,,,,50,211,1,,2.95499992370605,1,,,,,,,
4,1,104,2,412,19039,1,2120,1,,,7,2018,2,,,1,10,,,4.63299989700317,3000,1,7,2018,,,,,,1,,,,,,,
4,1,104,2,412,19039,2,1020,2,9,,,,,,,,,,,,,,,,30,130,10,,25,1,,,,,,,
4,1,104,2,412,19039,2,1080,1,,,8,2018,2,,,18,10,,1,2.10924005508423,18000,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19041,1,1020,2,9,,,,,,,,,,,,,,,,15,140,1,,26.1000003814697,1,,,,,,,
4,1,104,2,412,19041,1,1080,1,,,6,2018,2,,,10,140,1,1,2.707200050354,5000,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19041,2,1020,2,9,,,,,,,,,,,,,,,,15,140,1,,26.1000003814697,1,,,,,,,
4,1,104,2,412,19041,2,1080,1,,,8,2018,2,,,14,140,1,1,2.707200050354,7000,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19043,1,1020,1,,,11,2018,1,1,25,1.3,140,0,,14.1850004196167,2000,2,,,12,140,1,,26.1000003814697,1,,,,,,,
4,1,104,2,412,19043,1,1080,1,,,7,2018,2,,,1,10,,1,2.10924005508423,1000,1,7,2018,,,,,,1,,,,,,,
4,1,104,2,412,19043,1,1090,1,,,9,2018,1,5,66,1,150,1,1,,3000,1,10,2018,,,,,,1,,,,,,,
4,1,104,2,412,19043,2,1020,2,9,,,,,,,,,,,,,,,,10,140,1,,26.1000003814697,1,,,,,,,
4,1,104,2,412,19043,2,1080,1,,,8,2018,2,,,3,10,,1,2.10924005508423,3000,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19043,3,1020,2,9,,,,,,,,,,,,,,,,15,150,1,,28.0330009460449,1,,,,,,,
4,1,104,2,412,19043,4,1020,2,9,,,,,,,,,,,,,,,,12,140,1,,26.1000003814697,1,,,,,,,
4,1,104,2,412,19044,1,1020,2,9,,,,,,,,,,,,,,,,8,130,11,,50,1,,,,,,,
4,1,104,2,412,19044,1,1080,1,,,8,2018,2,,,1,130,11,1,18,1600,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19044,2,1020,2,9,,,,,,,,,,,,,,,,8,130,11,,50,1,,,,,,,
4,1,104,2,412,19044,2,1080,1,,,8,2018,2,,,1,130,11,1,18,1600,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19044,2,1090,1,,,8,2018,2,,,1,150,0,2,10.1099996566772,2400,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19045,1,1020,2,9,,,,,,,,,,,,,,,,15,130,10,,25,2,,,,,,,
4,1,104,2,412,19045,1,1080,1,,,7,2018,2,,,8,10,,1,2.10924005508423,6800,1,7,2018,,,,,,1,,,,,,,
4,1,104,2,412,19045,1,1090,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,412,19045,1,1121,1,,,11,2018,2,,,85,211,1,,2.95499992370605,55000,1,12,2018,,,,,,1,,,,,,,
4,1,104,2,412,19045,2,1020,2,9,,,,,,,,,,,,,,,,12,130,10,,25,2,,,,,,,
4,1,104,2,412,19045,2,1080,1,,,7,2018,2,,,10,10,,1,2.10924005508423,8500,1,7,2018,,,,,,2,,,,,,,
4,1,104,2,412,19045,2,1090,1,,,9,2018,2,,,3,11,,1,2.10999989509583,8000,1,9,2018,,,,,,2,,,,,,,
4,1,104,2,412,19045,2,2194,1,,,6,2018,2,,,6,100,2,,0.829999983310699,4800,1,8,2018,,,,,,2,,,,,,,
4,1,104,2,412,19047,1,1020,2,9,,,,,,,,,,,,,,,,45,130,11,,50,2,,,,,,,
4,1,104,2,412,19047,1,1080,1,,,7,2018,2,,,12,10,,1,2.10924005508423,9600,1,7,2018,,,,,,2,,,,,,,
4,1,104,2,412,19047,2,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,2,,,,,,,
4,1,104,2,412,19047,2,1080,1,,,7,2018,2,,,15,10,,1,2.10924005508423,12000,1,7,2018,,,,,,2,,,,,,,
4,1,104,2,412,19048,1,1010,1,,,1,2019,1,1,33,1,130,10,1,25,4000,2,,,3,130,11,1,50,1,,,,,,,
4,1,104,2,412,19048,1,1020,2,9,,,,,,,,,,,,,,,,15,130,10,,25,1,,,,,,,
4,1,104,2,412,19048,1,1080,1,,,8,2018,2,,,5,130,10,1,9,3750,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,412,19048,1,1124,2,10,,,,,,,,,,,,,,,,5,130,11,,50,1,,,,,,,
4,1,104,2,412,19048,1,2060,1,,,8,2018,2,,,1,130,10,,25,2000,1,10,2018,,,,,,1,,,,,,,
4,1,104,2,412,19048,1,2194,1,,,10,2018,1,1,66,25,160,1,,0.620000004768372,12500,2,,,10,160,1,,0.620000004768372,1,,,,,,,
4,1,104,2,412,19048,2,1010,2,10,,,,,,,,,,,,,,,,4,130,11,,,1,,,,,,,
4,1,104,2,412,19048,2,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,,,,,,,
4,1,104,2,412,19048,2,1080,1,,,9,2018,2,,,4,130,11,1,18,6000,1,9,2018,,,,,,1,,,,,,,
4,1,104,2,412,19048,2,1123,2,10,,,,,,,,,,,,,,,,2,130,11,,50,1,,,,,,,
4,1,104,2,412,19048,3,1020,2,9,,,,,,,,,,,,,,,,9,130,11,,50,1,,,,,,,
4,1,104,2,412,19048,3,2060,1,,,8,2018,2,,,2,130,11,,50,3000,1,9,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19049,1,1020,2,9,,,,,,,,,,,,,,,,12,130,10,,25,1,2,,,,,,
4,1,104,2,1020,19049,1,1080,1,,,8,2018,2,,,2,130,10,1,9,700,1,9,2018,,,,,,1,2,,,,,,
4,1,104,2,1020,19049,2,1020,2,9,,,,,,,,,,,,,,,,10,130,10,,25,1,2,,,,,,
4,1,104,2,1020,19049,2,1080,1,,,8,2018,2,,,1,130,10,1,9,600,1,9,2018,,,,,,1,2,,,,,,
4,1,104,2,1020,19051,2,1020,2,9,,,,,,,,,,,,,,,,25,130,11,,50,1,,,,,,,
4,1,104,2,1020,19051,3,1020,2,9,,,,,,,,,,,,,,,,20,130,11,,50,1,,,,,,,
4,1,104,2,1020,19051,3,1040,1,,,11,2018,2,,,10,90,2,,1.86000001430511,6000,1,11,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19051,3,1060,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,1020,19051,3,1121,1,,,11,2018,2,,,96,211,1,,2.95499992370605,45000,1,11,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19052,1,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,,,,,,,
4,1,104,2,1020,19052,1,1080,1,,,8,2018,2,,,8,130,11,1,18,8400,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19052,1,1121,1,,,9,2018,2,,,320,211,1,,2.95499992370605,90000,1,11,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19052,1,2120,1,,,9,2018,2,,,2,140,1,,9.33100032806396,3500,1,11,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19052,2,1020,2,9,,,,,,,,,,,,,,,,25,130,11,,50,1,,,,,,,
4,1,104,2,1020,19052,2,1080,1,,,8,2018,2,,,7,130,11,1,18,8400,1,8,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19054,3,1020,2,9,,,,,,,,,,,,,,,,20,130,11,,50,1,,,,,,,
4,1,104,2,1020,19054,3,1080,1,,,9,2018,2,,,15,130,11,1,18,30000,1,9,2018,,,,,,1,2,,,,,,
4,1,104,2,1020,19054,4,1020,2,9,,,,,,,,,,,,,,,,18,130,11,,50,1,,,,,,,
4,1,104,2,1020,19054,4,1080,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,1020,19054,4,1121,2,9,,,,,,,,,,,,,,,,65,211,1,,2.95499992370605,1,2,,,,,,
4,1,104,2,1020,19055,1,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,,,,,,,
4,1,104,2,1020,19055,1,1080,1,,,9,2018,1,4,50,4,130,11,1,18,16000,1,9,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19055,2,1020,2,9,,,,,,,,,,,,,,,,8,130,11,,50,1,,,,,,,
4,1,104,2,1020,19055,2,1080,1,,,8,2018,2,,,6,130,11,1,18,20000,1,9,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19056,1,1010,1,,,1,2019,2,,,2,11,,2,3.50799989700317,5000,1,1,2019,,,,,,1,,,,,,,
4,1,104,2,1020,19056,1,1020,2,9,,,,,,,,,,,,,,,,25,130,10,,25,1,,,,,,,
4,1,104,2,1020,19056,1,1080,1,,,7,2018,2,,,3,10,,1,2.10924005508423,2500,1,7,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19056,1,2060,2,10,,,,,,,,,,,,,,,,1,150,0,,9.92000007629395,1,,,,,,,
4,1,104,2,1020,19056,1,2190,1,,,5,2018,1,1,75,5,100,1,,0.620000004768372,3000,2,,,1,100,1,,0.620000004768372,1,,,,,,,
4,1,104,2,1020,19058,1,1020,2,9,,,,,,,,,,,,,,,,50,130,10,,25,1,2,,,,,,
4,1,104,2,1020,19058,1,1080,1,,,6,2018,2,,,10,130,10,1,9,15000,1,7,2018,,,,,,1,2,,,,,,
4,1,104,2,1020,19058,2,1040,1,,,11,2018,2,,,2,10,,,5.85900020599365,2000,1,11,2018,,,,,,1,2,,,,,,
4,1,104,2,1020,19060,1,1010,1,,,11,2018,1,2,50,4,11,,2,3.50799989700317,8640,1,11,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19060,1,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,,,,,,,
4,1,104,2,1020,19060,1,1080,2,9,,,,,,,,,,,,,,,,12,130,11,,,1,,,,,,,
4,1,104,2,1020,19060,1,2190,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,1020,19060,2,1020,2,9,,,,,,,,,,,,,,,,12,130,11,,50,1,,,,,,,
4,1,104,2,1020,19060,2,1080,1,,,7,2018,2,,,2,130,11,1,18,3000,1,7,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19060,2,2060,1,,,5,2018,2,,,1,90,2,,4.75,1000,1,5,2018,,,,,,1,,,,,,,
4,1,104,2,1020,19060,2,2190,1,,,12,2018,2,,,4,80,0,,3.03999996185303,500,1,12,2018,,,,,,1,,,,,,,
4,1,107,2,10,19061,1,1080,1,,,5,2018,2,,,6,130,11,1,18,15000,1,6,2018,,,,,,1,,,,,,,
4,1,107,2,10,19061,1,2080,1,,,5,2018,2,,,1,11,,,2.79699993133545,1500,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,10,19061,1,2120,1,,,6,2018,2,,,4,11,,,1.97899997234344,400,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,10,19061,1,2190,1,,,6,2018,2,,,10,160,1,,0.620000004768372,12000,1,10,2018,,,,,,1,,,,,,,
4,1,107,2,10,19062,1,1080,1,,,6,2018,2,,,3,130,11,1,18,6000,1,7,2018,,,,,,1,,,,,,,
4,1,107,2,10,19062,1,2190,2,11,"DID NOT PLANT IT",,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19062,2,1080,1,,,6,2018,2,,,5,130,11,1,18,17500,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,10,19063,1,1080,1,,,7,2018,1,1,75,1,130,11,1,18,1200,2,,,1,130,11,1,18,1,,,,,,,
4,1,107,2,10,19063,1,2120,1,,,8,2018,1,1,75,0.5,130,10,,25,500,2,,,0.5,130,10,,25,1,,,,,,,
4,1,107,2,10,19063,1,2190,2,9,,,,,,,,,,,,,,,,3,90,2,,12.1599998474121,1,,,,,,,
4,1,107,2,10,19063,2,1080,1,,,9,2018,1,4,75,1,130,11,1,18,800,1,9,2018,,,,,,1,,,,,,,
4,1,107,2,10,19063,2,2190,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19064,1,1020,2,9,,,,,,,,,,,,,,,,15,130,11,,50,1,2,,,,,,
4,1,107,2,10,19064,1,1080,1,,,7,2018,2,,,20,130,10,1,9,20000,1,7,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19064,2,2190,1,,,12,2018,1,1,75,20,80,2,,6.1100001335144,16000,2,,,3,80,2,,6.1100001335144,1,,,,,,,
4,1,107,2,10,19064,3,1020,2,9,,,,,,,,,,,,,,,,15,130,11,,50,1,2,,,,,,
4,1,107,2,10,19064,3,1080,1,,,7,2018,2,,,15,130,10,1,9,15000,1,7,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19066,1,1020,2,9,,,,,,,,,,,,,,,,5,130,11,,50,1,2,,,,,,
4,1,107,2,10,19066,1,1080,1,,,6,2018,2,,,4.5,130,11,1,18,9000,1,8,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19066,2,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,2,,,,,,
4,1,107,2,10,19066,2,1080,1,,,7,2018,2,,,5,130,11,1,18,10000,1,8,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19068,1,2060,1,,,8,2018,2,,,7,130,10,,25,21000,1,9,2018,,,,,,1,,,,,,,
4,1,107,2,10,19068,2,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,2,,,,,,
4,1,107,2,10,19068,2,1080,1,,,8,2018,2,,,4,130,11,1,18,12000,1,9,2018,,,,,,1,,,,,,,
4,1,107,2,10,19069,1,1020,1,,,4,2018,1,1,75,8,130,11,,50,24000,2,,,7,130,11,,50,1,2,,,,,,
4,1,107,2,10,19069,1,1080,1,,,7,2018,2,,,5,130,11,1,18,10000,1,8,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19069,2,1020,2,9,,,,,,,,,,,,,,,,7,130,11,,50,1,,,,,,,
4,1,107,2,10,19069,2,1080,1,,,7,2018,2,,,2,130,11,1,18,4000,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,10,19069,2,2190,1,,,4,2018,2,,,4,160,2,,0.829999983310699,6000,1,8,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19070,1,1020,2,9,,,,,,,,,,,,,,,,23,130,11,,50,1,2,,,,,,
4,1,107,2,10,19070,1,1080,1,,,8,2018,2,,,11,130,11,1,18,22000,1,9,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19070,1,3030,1,,,7,2018,2,,,6,130,10,,25,30000,1,10,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19070,2,1020,2,9,,,,,,,,,,,,,,,,13,130,11,,50,1,2,,,,,,
4,1,107,2,10,19070,2,1080,1,,,6,2018,2,,,6,130,11,1,18,18000,1,10,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19070,3,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,2,,,,,,
4,1,107,2,10,19070,3,1080,1,,,6,2018,2,,,4.5,130,11,1,18,14000,1,10,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19070,4,2190,1,,,5,2018,2,,,13,80,1,,5.13000011444092,6500,1,11,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19071,1,1020,2,9,,,,,,,,,,,,,,,,7,130,11,,50,1,,,,,,,
4,1,107,2,10,19071,1,1080,1,,,6,2018,2,,,3,130,11,1,18,9000,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,10,19071,2,1020,2,9,,,,,,,,,,,,,,,,4,130,11,,50,1,,,,,,,
4,1,107,2,10,19071,2,1080,1,,,6,2018,2,,,2,130,11,1,18,4000,1,8,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19071,3,1020,2,9,,,,,,,,,,,,,,,,2,130,11,,50,1,,,,,,,
4,1,107,2,10,19071,3,1080,1,,,6,2018,2,,,1,130,11,1,18,2000,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,10,19071,3,2142,1,,,7,2018,2,,,2,130,10,,25,6000,1,8,2018,,,,,,2,,,,,,,
4,1,107,2,10,19071,3,2190,1,,,5,2018,2,,,35,160,0,,0.479999989271164,3500,1,7,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19072,1,1020,2,9,,,,,,,,,,,,,,,,25,130,11,,50,1,2,,,,,,
4,1,107,2,10,19072,1,1080,1,,,6,2018,2,,,12,130,11,1,18,24000,1,9,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19072,2,1020,2,9,,,,,,,,,,,,,,,,20,130,11,,50,1,2,,,,,,
4,1,107,2,10,19072,2,1080,1,,,8,2018,2,,,9,130,11,1,18,18000,1,9,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19072,3,1121,1,,,11,2018,2,,,80,211,1,,2.95499992370605,32000,1,12,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19072,4,1020,2,9,,,,,,,,,,,,,,,,19,130,11,,50,1,2,,,,,,
4,1,107,2,10,19072,4,1080,1,,,6,2018,2,,,10,130,11,1,18,20000,1,9,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19072,5,1020,2,9,,,,,,,,,,,,,,,,22,130,11,,50,1,,,,,,,
4,1,107,2,10,19072,5,1080,1,,,7,2018,2,,,8,130,11,1,18,16000,1,10,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19072,5,2142,1,,,10,2018,2,,,4,130,10,,25,20000,1,11,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19072,7,1020,2,9,,,,,,,,,,,,,,,,18,130,11,,50,1,2,,,,,,
4,1,107,2,10,19072,7,1080,1,,,6,2018,2,,,11,130,11,1,18,22000,1,10,2018,,,,,,1,2,,,,,,
4,1,107,2,10,19072,7,1090,1,,,10,2018,2,,,1.5,130,10,1,25,12000,1,11,2018,,,,,,1,2,,,,,,
4,1,107,2,1322,19073,1,1020,2,9,,,,,,,,,,,,,,,,25,130,10,,25,1,2,,,,,,
4,1,107,2,1322,19073,1,1080,1,,,8,2018,2,,,8,130,10,1,9,10000,1,8,2018,,,,,,1,2,,,,,,
4,1,107,2,1322,19073,3,2060,1,,,9,2018,2,,,8,130,10,,25,12000,1,9,2018,,,,,,1,2,,,,,,
4,1,107,2,1322,19073,3,3030,1,,,10,2018,2,,,3,130,10,,25,9000,1,10,2018,,,,,,1,2,,,,,,
4,1,107,2,1322,19073,4,1020,2,9,,,,,,,,,,,,,,,,8,130,11,,50,1,2,,,,,,
4,1,107,2,1322,19073,4,1080,1,,,7,2018,2,,,8,130,10,1,9,8000,1,8,2018,,,,,,1,2,,,,,,
4,1,107,2,1322,19075,1,1080,1,,,6,2018,2,,,12,130,11,1,18,36000,1,10,2018,,,,,,1,2,,,,,,
4,1,107,2,1322,19075,1,1121,1,,,11,2018,2,,,6,150,1,,34.9799995422363,40000,1,12,2018,,,,,,1,2,,,,,,
4,1,107,2,1322,19075,1,2190,1,,,5,2018,2,,,20,160,1,,0.620000004768372,20000,1,9,2018,,,,,,1,2,,,,,,
4,1,107,2,1322,19075,2,1020,2,9,,,,,,,,,,,,,,,,22,130,11,,50,1,2,,,,,,
4,1,107,2,1322,19075,2,1080,1,,,5,2018,2,,,10,130,11,1,18,30000,1,5,2018,,,,,,1,2,,,,,,
4,1,107,2,1322,19076,1,1080,1,,,6,2018,1,4,50,2,140,1,1,2.707200050354,1200,1,7,2018,,,,,,2,,,,,,,
4,1,107,2,1322,19076,1,1121,1,,,11,2018,2,,,4,150,1,,34.9799995422363,10000,1,11,2018,,,,,,2,,,,,,,
4,1,107,2,1322,19076,1,1124,1,,,10,2018,2,,,3,150,1,,34.9799995422363,6000,1,11,2018,,,,,,2,,,,,,,
4,1,107,2,1322,19076,2,1020,2,9,,,,,,,,,,,,,,,,1,130,11,,50,2,,,,,,,
4,1,107,2,1322,19076,2,1080,1,,,6,2018,1,4,50,3,140,1,1,2.707200050354,1800,1,7,2018,,,,,,2,,,,,,,
4,1,107,2,1322,19076,2,1124,2,10,,,,,,,,,,,,,,,,2,140,0,,11.460000038147,2,,,,,,,
4,1,107,2,1322,19077,1,1121,1,,,11,2018,2,,,5,150,1,,34.9799995422363,40000,1,11,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19077,1,2194,1,,,7,2018,2,,,12,160,1,,0.620000004768372,12000,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19077,2,1020,2,9,,,,,,,,,,,,,,,,21,130,11,,50,1,,,,,,,
4,1,107,2,1322,19077,2,1080,1,,,6,2018,2,,,9,130,10,1,9,18000,1,9,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19079,1,1020,2,9,,,,,,,,,,,,,,,,15,130,11,,50,1,,,,,,,
4,1,107,2,1322,19079,1,1080,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19079,1,2120,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19080,2,1020,2,9,,,,,,,,,,,,,,,,30,130,11,,50,1,,,,,,,
4,1,107,2,1322,19080,2,1080,1,,,6,2018,2,,,17,130,11,1,18,34000,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19080,3,1080,1,,,6,2018,2,,,2,130,11,1,18,4000,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19080,3,1121,1,,,9,2018,2,,,100,211,1,,2.95499992370605,25000,1,11,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19080,3,2190,1,,,11,2018,2,,,20,80,1,,5.13000011444092,8000,1,12,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19081,1,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,,,,,,,
4,1,107,2,1322,19081,1,1080,1,,,8,2018,2,,,2,130,11,1,18,3000,1,9,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19081,1,1121,1,,,10,2018,2,,,40,211,1,,2.95499992370605,12000,1,11,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19081,2,1020,2,9,,,,,,,,,,,,,,,,12,130,11,,50,1,,,,,,,
4,1,107,2,1322,19081,2,1080,1,,,8,2018,2,,,1,130,11,1,18,1500,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19082,1,1020,2,9,,,,,,,,,,,,,,,,20,130,11,,50,1,,,,,,,
4,1,107,2,1322,19082,1,1080,1,,,6,2018,2,,,8,130,11,1,18,12000,1,8,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19082,2,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,,,,,,,
4,1,107,2,1322,19082,2,1080,1,,,6,2018,2,,,5,130,11,1,18,7200,1,7,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19082,3,1020,2,9,,,,,,,,,,,,,,,,12,130,11,,50,1,,,,,,,
4,1,107,2,1322,19082,3,1080,1,,,6,2018,2,,,6,130,11,1,18,7800,1,7,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19082,4,2060,1,,,10,2018,1,4,66,6,130,10,,25,9000,1,11,2018,,,,,,1,,,,,,,
4,1,107,2,1322,19082,5,1020,2,9,,,,,,,,,,,,,,,,5,130,11,,50,1,,,,,,,
4,1,107,2,1322,19082,5,1080,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19082,6,1124,2,10,,,,,,,,,,,,,,,,3,150,1,,34.9799995422363,1,,,,,,,
4,1,107,2,1322,19084,1,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,2,,,,,,
4,1,107,2,1322,19084,1,1080,1,,,8,2018,2,,,4,130,11,1,18,10000,1,9,2018,,,,,,2,,,,,,,
4,1,107,2,1322,19084,2,1020,2,9,,,,,,,,,,,,,,,,8,130,11,,50,2,,,,,,,
4,1,107,2,1322,19084,2,1080,1,,,7,2018,2,,,3,130,11,1,18,6000,1,8,2018,,,,,,2,,,,,,,
4,1,107,2,1322,19084,3,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,2,,,,,,,
4,1,107,2,1322,19084,3,1080,1,,,8,2018,2,,,3,130,11,1,18,6000,1,8,2018,,,,,,2,,,,,,,
4,1,109,2,1214,19085,1,1020,2,9,,,,,,,,,,,,,,,,15,130,11,,50,1,2,,,,,,
4,1,109,2,1214,19085,1,1080,1,,,6,2018,2,,,4,130,11,1,18,6000,1,8,2018,,,,,,1,2,,,,,,
4,1,109,2,1214,19085,1,1090,1,,,8,2018,2,,,2,11,,2,2.46199989318848,5000,1,8,2018,,,,,,1,2,,,,,,
4,1,109,2,1214,19085,2,1020,2,9,,,,,,,,,,,,,,,,9,130,11,,50,1,2,,,,,,
4,1,109,2,1214,19085,2,1080,1,,,6,2018,1,4,75,7,130,11,1,18,11000,1,8,2018,,,,,,1,2,,,,,,
4,1,109,2,1214,19085,2,2190,1,,,5,2018,1,4,50,3,160,0,,0.479999989271164,1500,1,10,2018,,,,,,1,2,,,,,,
4,1,109,2,1214,19087,1,1020,2,9,,,,,,,,,,,,,,,,2,130,10,,25,1,2,,,,,,
4,1,109,2,1214,19087,1,1121,1,,,8,2018,2,,,50,211,1,,2.95499992370605,10000,1,8,2018,,,,,,1,,,,,,,
4,1,109,2,1214,19087,1,1122,1,,,8,2018,2,,,1,150,0,,21.1000003814697,2000,2,,,1,150,0,,21.1000003814697,1,,,,,,,
4,1,109,2,1214,19087,1,2190,1,,,4,2018,2,,,5,160,1,,0.620000004768372,2000,1,6,2018,,,,,,2,,,,,,,
4,1,109,2,1214,19087,2,1020,2,9,,,,,,,,,,,,,,,,2,130,11,,50,1,2,,,,,,
4,1,109,2,1214,19087,2,1121,1,,,7,2018,2,,,40,211,1,,2.95499992370605,8000,1,9,2018,,,,,,1,2,,,,,,
4,1,109,2,1214,19087,2,2120,1,,,5,2018,2,,,1,11,,,1.97899997234344,500,1,6,2018,,,,,,1,2,,,,,,
