"zone","state","lga","sector","ea","hhid","s11eq12","s11eq19"
2,5,517,2,1424,59162,,
2,5,517,2,1424,59163,,
2,5,517,2,1424,59164,200,
2,5,517,2,1424,59165,,1000
2,5,517,2,1424,59168,,500
2,5,518,2,1788,59169,,
2,5,518,2,1788,59170,,
2,5,518,2,1788,59171,,
2,5,518,2,1788,59172,,
2,5,518,2,1788,59173,,
2,5,518,2,1788,59174,,
2,5,518,2,1788,59175,,
2,5,518,2,1788,59176,,
2,5,518,2,1788,59179,,
2,5,518,2,1788,59180,,
2,5,518,2,2802,59182,,
2,5,518,2,2802,59184,,
2,5,518,2,2802,59185,,
2,5,518,2,2802,59186,1000,
2,5,518,2,2802,59187,,
2,5,518,2,2802,59188,,
2,5,518,2,2802,59189,,
2,5,518,2,2802,59190,,300
2,5,518,2,2802,59191,,
2,5,518,2,2802,59192,,
2,5,511,2,796,59212,,
2,5,514,2,1964,59214,,
5,6,602,2,1356,60002,,
5,6,602,2,0,60004,,
5,6,602,2,1356,60005,,
5,6,602,2,0,60006,,150
5,6,602,2,1356,60009,,
5,6,602,2,1356,60010,,
5,6,607,2,1892,60035,,
5,6,607,2,1892,60039,,
5,6,607,2,1892,60040,,
5,6,601,2,640,60045,,
5,6,605,2,162,60051,100,
5,6,605,2,162,60052,,2000
5,3,318,2,0,60053,100,300
5,3,313,2,0,60054,,
5,6,605,2,0,60057,,
5,6,605,2,0,60058,,
5,6,605,2,162,60059,,
5,6,606,2,790,69025,,
5,6,606,2,790,69026,0,1200
5,6,606,2,790,69027,,
5,6,606,2,790,69028,,
5,6,606,2,790,69029,,
5,6,606,2,790,69030,,
5,6,606,2,790,69031,,500
5,6,606,2,790,69033,300,
5,6,606,2,790,69036,,
5,6,608,2,1288,69037,,
5,6,608,2,1288,69038,,1500
5,6,608,2,1288,69040,,
5,6,608,2,1288,69041,300,
5,6,608,2,1288,69042,,
5,6,608,2,1288,69043,300,
5,6,608,2,1288,69045,100,150
5,6,608,2,1288,69046,,
5,6,608,2,1288,69047,,0
5,6,608,2,1288,69048,100,
1,7,708,2,754,70011,,
1,7,708,2,754,70012,,
1,7,708,2,754,70013,,
1,7,708,2,754,70015,,
1,7,708,2,754,70016,,600
1,7,708,2,754,70017,,6000
1,7,708,2,754,70018,,
1,7,708,2,754,70019,,400
1,7,708,2,754,70020,,
1,7,711,2,2532,70062,,
1,7,711,2,2532,70063,,
1,7,711,2,2532,70064,,
1,7,711,2,2532,70066,,
1,7,711,2,2532,70067,,400
1,7,711,2,2532,70068,,
1,7,711,2,2532,70069,,400
1,7,711,2,2532,70070,,
1,7,709,2,1226,70071,,
1,7,709,2,1226,70072,,
1,7,709,2,1226,70073,,
1,7,709,2,1226,70074,,
1,7,709,2,1226,70075,,400
1,7,709,2,1226,70076,,
1,7,709,2,1226,70077,,
1,7,709,2,1226,70078,1000,2000
1,7,709,2,1226,70079,100,600
1,7,709,2,1226,70080,,
1,7,718,2,1640,70121,,15000
1,7,718,2,1640,70122,,
1,7,718,2,1640,70123,,
1,7,718,2,1640,70124,,
1,7,718,2,1640,70125,,
1,7,718,2,1640,70126,,400
1,7,718,2,1640,70127,,
1,7,718,2,1640,70128,,
1,7,718,2,1640,70129,,
1,7,718,2,1640,70130,,
1,7,715,2,780,70131,,
1,7,715,2,780,70132,,
1,7,715,2,780,70133,,
1,7,715,2,780,70134,,
1,7,715,2,780,70135,,
1,7,715,2,780,70136,,
1,7,715,2,780,70137,,
1,7,715,2,780,70139,,
1,7,715,2,780,70140,,
1,7,713,2,304,70151,,
1,25,2503,2,0,70152,,400
1,7,713,2,304,70154,,
1,7,713,2,304,70155,,3000
1,7,713,2,304,70156,,
1,7,713,2,304,70157,,
1,7,713,2,304,70159,,
1,7,713,2,304,70160,,
1,7,701,2,104,79002,,
1,7,701,2,104,79004,,
1,7,701,2,104,79005,,100
1,7,701,2,104,79006,,100
1,7,701,2,104,79007,,2000
1,7,701,2,104,79008,,
1,7,701,2,104,79009,,
1,7,701,2,104,79010,,1500
1,7,701,2,104,79011,,1000
1,7,701,2,104,79012,,
1,7,702,2,954,79014,,
1,7,702,2,954,79015,,
1,7,702,2,954,79016,,120
1,7,702,2,954,79017,,
1,7,702,2,954,79018,,
1,7,702,2,954,79019,,
1,7,702,2,954,79020,,
1,7,702,2,954,79021,,
1,7,702,2,954,79023,,
1,7,702,2,954,79024,,
1,7,704,2,10,79025,,1500
1,7,704,2,10,79026,,
1,7,704,2,10,79028,,
1,7,704,2,10,79029,,1000
1,7,704,2,10,79030,300,1200
1,7,704,2,10,79032,,3000
1,7,704,2,10,79033,,
1,7,704,2,10,79034,,
1,7,704,2,10,79035,,
1,7,704,2,10,79036,,
1,7,705,1,3834,79038,,1400
1,7,705,1,3834,79039,,
1,7,705,1,3834,79040,,1200
1,7,705,1,3834,79042,,500
1,7,705,1,3834,79043,,300
1,7,705,1,3834,79047,100,300
1,7,716,2,458,79061,,
1,7,716,2,458,79062,,
1,7,716,2,458,79064,,500
1,7,716,2,458,79065,,
1,7,716,2,458,79066,,
1,7,716,2,458,79067,,
1,7,716,2,458,79068,,
1,7,716,2,458,79069,,
1,7,716,2,458,79070,,
1,7,716,2,458,79072,,
1,7,717,2,478,79073,,200
1,7,717,2,478,79074,,500
1,7,717,2,478,79075,,
1,7,717,2,478,79077,,
1,7,717,2,478,79078,,
1,7,717,2,478,79080,,
1,7,717,2,478,79081,,
1,7,717,2,478,79082,,200
1,7,717,2,478,79083,500,1000
1,7,717,2,478,79084,,
1,7,718,2,504,79085,,
1,7,718,2,504,79087,,
1,7,718,2,504,79090,,
1,7,718,2,504,79091,,
1,7,718,2,504,79092,,100
1,7,718,2,504,79093,,100
1,7,718,2,504,79094,,
1,7,718,2,504,79095,,
1,7,718,2,504,79096,,
1,7,718,2,1228,79097,,
1,7,718,2,1228,79098,,
1,7,718,2,1228,79099,,
1,7,718,2,1228,79101,,
1,7,718,2,1228,79102,,
1,7,718,2,1228,79104,,
1,7,718,2,1228,79105,,
1,7,718,2,1228,79106,,
1,7,718,2,1228,79107,,
1,7,718,2,1228,79108,,
1,7,719,2,270,79109,,
1,7,719,2,270,79110,,
1,7,719,2,270,79111,,
1,7,719,2,270,79112,,
1,7,719,2,270,79113,,100
1,7,719,2,270,79114,,
1,7,719,2,270,79116,,
1,7,719,2,270,79117,,
1,7,719,2,270,79119,,
1,7,719,2,270,79120,,
1,7,721,2,2400,79121,,
1,7,721,2,2400,79122,,
1,7,721,2,2400,79123,,
1,7,721,2,2400,79124,,
1,7,721,2,2400,79125,,
1,7,721,2,2400,79127,,
1,7,721,2,2400,79128,,
1,7,721,2,2400,79129,,1200
1,7,721,2,2400,79131,,
1,7,721,2,2400,79132,,
1,7,723,2,1088,79133,,
1,7,723,2,1088,79134,,
1,7,723,2,1088,79136,,
1,7,723,2,1088,79137,,5500
1,7,723,2,1088,79138,,
1,7,723,2,1088,79139,,
1,7,723,2,1088,79140,,
1,7,723,2,1088,79141,,2800
1,7,723,2,1088,79142,,
1,7,723,2,1088,79143,,
2,8,821,1,1448,80011,,
2,8,821,1,1448,80012,,200
2,8,821,1,1448,80013,,1500
2,8,821,1,1448,80014,,
2,8,821,1,1448,80015,,500
2,8,821,1,1448,80016,,
2,8,821,1,1448,80017,,
2,8,821,1,1448,80018,,100
2,8,821,1,1448,80019,,200
2,8,821,1,1448,80020,,1500
2,8,805,2,46,80091,,4500
2,8,805,2,46,80092,,1000
2,8,805,2,46,80095,,1500
2,8,805,2,46,80097,,
2,8,805,2,46,80098,,
2,8,805,2,46,80100,,
2,8,827,2,804,80101,,100
2,8,827,2,804,80102,,
2,8,827,2,804,80103,,
2,8,827,2,804,80104,,
2,8,827,2,804,80105,,100
2,8,827,2,804,80106,,
2,8,827,2,804,80107,,2000
2,8,827,2,804,80108,,100
2,8,827,2,804,80109,,
2,8,827,2,804,80110,,
2,8,821,1,12,89005,,200
2,8,821,1,12,89007,,200
2,8,821,1,12,89009,,200
2,8,821,1,1628,89015,,400
2,8,821,1,1628,89016,,1000
2,8,821,1,1628,89017,,300
2,8,821,1,1628,89020,,1500
2,8,821,1,1628,89021,,1200
2,8,821,1,1628,89023,,1500
2,8,821,1,1628,89024,,1000
2,8,821,1,1628,89028,200,1500
5,9,908,1,278,90002,,200
5,9,908,1,0,90006,,
5,3,312,2,0,90007,,
5,9,915,1,1390,90021,,
5,9,915,1,1390,90022,200,400
5,9,915,1,1390,90025,,200
5,9,915,1,1390,90027,300,
5,9,915,1,1390,90028,500,500
5,9,915,1,1390,90029,,
5,9,901,2,398,90041,,
5,9,901,2,0,90043,,2500
5,9,901,2,398,90044,,
5,9,901,2,398,90045,,
5,9,901,2,398,90047,,1500
5,9,901,2,398,90048,,100
5,9,918,2,834,90091,500,500
5,9,918,2,834,90092,,2000
5,9,918,2,834,90093,,1000
5,9,918,2,834,90094,,200
5,9,918,2,834,90095,,100
5,9,918,2,834,90096,,100
5,9,918,2,834,90097,,200
5,9,918,2,834,90099,100,300
5,9,918,2,834,90100,100,200
5,9,905,2,2128,99001,,1000
5,9,905,2,2128,99002,100,
5,9,905,2,2128,99003,100,500
5,9,905,2,2128,99004,800,800
5,9,905,2,2128,99005,1200,1500
5,9,905,2,2128,99006,,
5,9,905,2,2128,99008,,2500
5,9,905,2,2128,99009,100,100
5,9,905,2,2128,99010,200,200
5,9,905,2,2128,99011,,700
5,9,908,1,78,99021,200,
5,9,908,1,78,99023,,100
5,9,910,2,370,99037,200,
5,9,910,2,370,99038,400,400
5,9,910,2,370,99039,1200,1200
5,9,910,2,370,99040,,300
5,9,910,2,370,99041,,
5,9,910,2,370,99043,100,30000
5,9,910,2,370,99044,,100
5,9,910,2,370,99045,100,100
5,9,910,2,370,99046,,
5,9,910,2,370,99048,100,500
5,9,910,2,730,99051,,
5,9,910,2,730,99052,,
5,9,910,2,730,99053,700,1000
5,9,910,2,730,99054,100,
5,9,910,2,730,99055,200,1200
5,9,910,2,730,99056,,1000
5,9,910,2,730,99057,500,3500
5,9,910,2,730,99058,100,
5,9,910,2,730,99059,,
5,9,913,2,1510,99061,200,
5,9,913,2,1510,99062,2000,4000
5,9,913,2,1510,99064,300,
5,9,913,2,1510,99065,200,
5,9,913,2,1510,99066,200,500
5,9,913,2,1510,99068,,5000
5,9,913,2,1510,99070,,300
5,9,913,2,1510,99071,200,
5,9,913,2,1510,99072,800,800
5,9,917,2,2282,99074,,
5,9,917,2,2282,99075,,300
5,9,917,2,2282,99077,,
5,9,917,2,2282,99079,,
5,9,917,2,2282,99080,200,
5,9,917,2,2282,99081,500,500
5,9,917,2,2282,99082,,1000
5,9,917,2,2282,99083,,250
5,9,908,1,78,99088,,200
5,9,910,2,730,99094,500,
5,9,913,2,1510,99096,2500,3000
5,9,917,2,2282,99098,,
5,10,1008,2,1314,100031,,
5,10,1008,2,1314,100032,,600
5,10,1008,2,1314,100033,,1800
5,10,1008,2,1314,100034,,
5,10,1008,2,1314,100035,,1500
5,10,1008,2,1314,100036,,
5,10,1008,2,1314,100037,,1400
5,10,1008,2,1314,100038,,400
5,10,1008,2,1314,100039,,1500
5,10,1008,2,1314,100040,,1200
5,10,1018,1,634,100120,,2000
5,10,1002,1,114,109002,,250
5,10,1002,1,114,109005,,1200
5,10,1002,1,114,109006,,500
5,10,1002,1,114,109007,,6000
5,10,1002,1,114,109009,,5000
5,10,1002,1,114,109011,300,800
5,10,1002,1,114,109012,,1200
5,10,1006,2,474,109013,,250
5,10,1006,2,474,109014,,
5,10,1006,2,474,109017,,4000
5,10,1006,2,474,109018,,
5,10,1006,2,474,109019,,3700
5,10,1006,2,474,109020,400,750
5,10,1006,2,474,109021,500,800
5,10,1006,2,474,109022,,300
5,10,1006,2,474,109023,,
5,10,1006,2,1708,109026,200,
5,10,1006,2,1708,109030,200,500
5,10,1006,2,1708,109032,,
5,10,1007,1,1026,109037,200,400
5,10,1007,1,1026,109038,,6000
5,10,1007,1,1026,109042,,2800
5,10,1007,1,1026,109043,100,300
5,10,1007,1,1026,109045,,
5,10,1007,1,1026,109046,100,300
5,10,1007,1,1026,109047,,100
5,10,1012,2,428,109048,,
5,10,1012,2,428,109049,,
5,10,1012,2,428,109052,,200
5,10,1012,2,428,109053,,400
5,10,1012,2,428,109054,,
5,10,1012,2,428,109055,,500
5,10,1012,2,428,109056,,300
5,10,1012,2,428,109057,,
5,10,1012,2,428,109058,,8000
5,10,1012,2,428,109059,200,
5,10,1012,2,1106,109060,,10000
5,10,1012,2,1106,109061,,3000
5,10,1012,2,1106,109062,,
5,10,1012,2,1106,109064,,
5,10,1012,2,1106,109065,,2400
5,10,1012,2,1106,109067,,9300
5,10,1012,2,1106,109068,,500
5,10,1012,2,1106,109069,,2000
5,10,1012,2,1106,109071,,
5,10,1013,2,88,109073,100,
5,10,1013,2,88,109076,,
5,10,1013,2,88,109077,,
5,10,1013,2,88,109078,,2000
5,10,1013,2,88,109080,,
5,10,1013,2,88,109081,,7000
5,10,1013,2,88,109082,,5450
5,10,1013,2,88,109083,400,200
5,10,1013,2,410,109085,,
5,10,1013,2,410,109086,,
5,10,1013,2,410,109087,,
5,10,1013,2,410,109088,,2000
5,10,1013,2,410,109091,,
5,10,1013,2,410,109092,,
5,10,1013,2,410,109093,,
5,10,1013,2,410,109095,300,300
5,10,1013,2,1054,109108,500,600
5,10,1013,2,1054,109110,,
5,10,1013,2,1054,109115,,100
5,10,1013,2,1054,109119,100,500
5,10,1022,1,30,109122,,
5,10,1022,1,30,109123,,
5,10,1022,1,30,109128,,10000
5,10,1002,1,114,109156,,
5,10,1002,1,114,109157,,150
5,10,1013,2,410,109169,200,200
4,11,1112,2,78,110021,,
4,11,1112,2,78,110022,,400
4,11,1112,2,78,110023,,300
4,11,1112,2,78,110024,,
4,11,1112,2,78,110025,,300
4,11,1112,2,78,110026,,
4,11,1112,2,78,110027,,500
4,11,1112,2,78,110028,,
4,11,1112,2,78,110029,,
4,11,1112,2,78,110030,,
4,11,1104,2,434,110081,,1500
4,11,1104,2,434,110082,,500
4,11,1104,2,434,110083,,
4,11,1104,2,434,110085,500,500
4,11,1104,2,434,110086,1200,500
4,11,1104,2,434,110087,,
4,11,1104,2,434,110088,200,400
4,11,1104,2,434,110089,,300
4,11,1104,2,434,110090,,600
4,11,1113,2,954,110111,250,
4,11,1113,2,954,110112,,450
4,11,1113,2,954,110113,,400
4,11,1113,2,954,110114,,200
4,11,1113,2,954,110115,,
4,11,1113,2,954,110116,500,12000
4,11,1113,2,954,110117,,1000
4,11,1113,2,954,110118,,
4,11,1113,2,954,110119,100,
4,11,1113,2,954,110120,100,300
4,11,1102,2,936,110121,,
4,11,1102,2,936,110123,,
4,11,1102,2,936,110124,,200
4,11,1102,2,936,110125,,500
4,11,1102,2,936,110126,,
4,11,1102,2,936,110127,,200
4,11,1102,2,936,110128,,500
4,11,1102,2,936,110129,,
4,11,1102,2,936,110130,,
4,11,1101,2,154,110131,,
4,11,1101,2,154,110132,,600
4,11,1101,2,154,110133,,400
4,11,1101,2,154,110134,,600
4,11,1101,2,154,110135,,
4,11,1101,2,154,110136,,
4,11,1101,2,154,110137,,
4,11,1101,2,154,110138,,1000
4,11,1101,2,154,110139,,
4,11,1101,2,154,110140,,
4,11,1104,2,914,119001,,200
4,11,1104,2,914,119002,,
4,11,1104,2,914,119003,,
4,11,1104,2,914,119005,,
4,11,1104,2,914,119006,,
4,11,1104,2,914,119008,,
4,11,1104,2,914,119009,,
4,11,1104,2,914,119010,,
4,11,1104,2,914,119011,,
4,11,1104,2,914,119012,,200
4,11,1104,2,1610,119013,,1000
4,11,1104,2,1610,119014,,1500
4,11,1104,2,1610,119015,,
4,11,1104,2,1610,119016,,
4,11,1104,2,1610,119017,,
4,11,1104,2,1610,119019,,
4,11,1104,2,1610,119020,100,300
4,11,1104,2,1610,119021,,
4,11,1104,2,1610,119022,,4500
4,11,1104,2,1610,119023,,
4,11,1105,2,1092,119025,,100
4,11,1105,2,1092,119026,,1500
4,11,1105,2,1092,119027,,
4,11,1105,2,1092,119028,200,
4,11,1105,2,1092,119029,,
4,11,1105,2,1092,119030,,
4,11,1105,2,1092,119031,,2000
4,11,1105,2,1092,119032,,1800
4,11,1105,2,1092,119033,,
4,11,1105,2,1092,119034,,1000
4,11,1106,2,1366,119035,,250
4,11,1106,2,1366,119036,,400
4,11,1106,2,1366,119037,300,300
4,11,1106,2,1366,119038,,
4,11,1106,2,1366,119040,,
4,11,1106,2,1366,119041,,
4,11,1106,2,1366,119043,,
4,11,1106,2,1366,119044,,
4,11,1106,2,1366,119045,,400
4,11,1106,2,1366,119046,,
4,11,1109,2,1556,119047,,
4,11,1109,2,1556,119048,,
4,11,1109,2,1556,119049,,
4,11,1109,2,1556,119050,,
4,11,1109,2,1556,119052,,300
4,11,1109,2,1556,119053,,200
4,11,1109,2,1556,119054,,
4,11,1109,2,1556,119055,,
4,11,1109,2,1556,119057,,600
4,11,1109,2,1556,119058,,500
5,12,1211,1,2856,120001,500,
5,12,1211,1,2856,120004,500,
5,12,1211,1,2856,120005,1000,1000
5,12,1211,1,2856,120010,200,
5,12,1208,2,526,120041,,
5,12,1208,2,526,120042,,
5,12,1208,2,526,120043,2500,
5,12,1208,2,526,120044,,300
5,12,1208,2,526,120045,,150
5,12,1208,2,526,120046,,2000
5,12,1208,2,526,120047,,
5,12,1208,2,526,120048,100,
5,12,1208,2,526,120049,,200
5,12,1208,2,526,120050,,
5,12,1216,2,618,120051,1500,
5,12,1216,2,618,120052,,
5,12,1216,2,618,120053,,
5,12,1216,2,618,120054,,
5,12,1216,2,618,120055,100,340
5,12,1216,2,618,120056,,280
5,12,1216,2,618,120057,,900
5,12,1216,2,618,120058,,
5,12,1216,2,618,120059,250,0
5,12,1216,2,0,120060,,
5,12,1214,2,452,120091,,
5,12,1214,2,452,120093,300,
5,12,1214,2,452,120094,,
5,12,1214,2,452,120099,,
5,12,1214,2,452,120100,,
5,12,1201,2,320,129002,,
5,12,1201,2,320,129006,,
5,12,1201,2,320,129010,,300
5,12,1203,1,334,129014,300,500
5,12,1203,1,334,129017,300,320
5,12,1203,1,334,129021,,
5,12,1203,1,334,129023,500,
5,12,1207,1,144,129025,,500
5,12,1207,1,144,129026,,800
5,12,1207,1,144,129027,,2560
5,12,1207,1,144,129028,,3000
5,12,1207,1,144,129029,,700
5,12,1207,1,144,129030,,
5,12,1207,1,144,129031,,200
5,12,1207,1,144,129032,,
5,12,1207,1,144,129034,1800,1800
5,12,1208,2,76,129038,,2500
5,12,1208,2,76,129039,,
5,12,1208,2,76,129040,,
5,12,1208,2,76,129041,,1500
5,12,1208,2,76,129042,,700
5,12,1208,2,76,129043,,
5,12,1208,2,76,129044,3500,
5,12,1208,2,76,129046,,
5,12,1208,2,76,129047,,300
5,12,1208,2,76,129048,2000,
5,12,1208,2,630,129050,,300
5,12,1208,2,630,129051,,900
5,12,1208,2,630,129052,,180
5,12,1208,2,630,129053,,
5,12,1208,2,630,129054,,500
5,12,1208,2,630,129055,,
5,12,1208,2,630,129056,1500,
5,12,1208,2,630,129057,1000,
5,12,1208,2,630,129060,,
5,12,1209,1,226,129064,,
5,12,1209,1,226,129068,,1800
5,12,1209,1,226,129072,1000,
5,12,1209,1,566,129073,100,
5,12,1209,1,566,129077,,650
5,12,1209,1,566,129079,,2800
5,12,1209,1,566,129080,,
5,12,1209,1,566,129083,,
5,12,1211,1,446,129094,,
5,12,1211,1,1250,129099,,6000
5,12,1211,1,1250,129106,,
5,12,1215,2,810,129122,200,
5,12,1215,2,810,129127,15000,150
5,12,1215,2,810,129128,,
5,12,1215,2,810,129131,,
5,12,1216,1,694,129136,500,
5,12,1216,1,694,129137,,
5,12,1216,1,694,129141,,
5,12,1216,1,694,129142,,
5,12,1216,1,694,129143,,
5,12,1218,1,196,129145,,
5,12,1218,1,196,129146,,
5,12,1218,1,196,129147,,
5,12,1218,1,196,129154,,
5,12,1218,1,196,129156,,
5,12,1209,1,226,129168,200,3500
5,12,1216,1,694,129180,,1000
5,12,1218,1,196,129182,,
6,13,1307,1,268,130021,300,
6,13,1307,1,268,130025,,
6,13,1307,1,0,130026,,300
6,13,1307,1,268,130027,500,
6,13,1307,1,268,130029,,
6,13,1303,1,626,130032,,
6,13,1303,1,626,130033,,9000
6,13,1303,1,626,130034,,1500
6,13,1309,2,674,130051,,
6,13,1309,2,674,130052,,
6,13,1309,2,0,130053,,
6,13,1309,2,674,130055,,
6,13,1309,2,674,130056,200,
6,13,1309,1,0,130059,,
6,13,1309,2,674,130060,,
6,13,1303,1,80,139013,,2500
6,13,1303,1,80,139015,,
6,13,1303,1,80,139020,600,28000
6,13,1303,1,80,139021,400,600
6,13,1303,1,80,139022,,19000
6,13,1303,1,80,139024,,
6,13,1306,1,140,139025,100,200
6,13,1306,1,140,139026,1500,
6,13,1306,1,140,139029,100,200
6,13,1306,1,140,139030,,
6,13,1306,1,140,139031,100,100
6,13,1306,1,140,139033,300,800
6,13,1306,1,140,139034,600,800
6,13,1306,1,140,139035,600,1500
6,13,1306,1,342,139036,,1000
6,13,1306,1,342,139037,2000,
6,13,1306,1,342,139038,,200
6,13,1306,1,342,139041,500,
6,13,1306,1,342,139043,,500
6,13,1306,1,342,139046,,
6,13,1306,1,342,139047,200,200
6,13,1307,1,1002,139048,,
6,13,1307,1,1002,139049,,
6,13,1307,1,1002,139052,500,
6,13,1307,1,1002,139054,,
6,13,1307,1,1002,139055,,200
6,13,1307,1,1002,139057,,600
6,13,1307,1,1002,139058,,200
6,13,1307,1,1178,139061,,200
6,13,1307,1,1178,139062,,500
6,13,1307,1,1178,139063,,600
6,13,1307,1,1178,139068,500,800
6,13,1307,1,1178,139069,,100
6,13,1307,1,1178,139070,,100
6,13,1307,1,1178,139071,2000,
6,13,1308,1,842,139072,,
6,13,1308,1,842,139073,,
6,13,1308,1,842,139074,,
6,13,1308,1,842,139075,,
6,13,1308,1,842,139078,500,500
6,13,1308,1,842,139079,,150
6,13,1308,1,842,139082,,300
6,13,1311,1,1134,139086,,
6,13,1311,1,1134,139089,,35000
6,13,1311,1,1134,139090,400,12000
6,13,1311,1,1134,139095,,
6,13,1312,1,24,139096,,
6,13,1312,1,24,139098,,3500
6,13,1312,1,24,139099,,
6,13,1312,1,24,139102,,
6,13,1312,1,24,139103,,
6,13,1312,1,24,139104,,3000
6,13,1312,1,24,139105,,3500
6,13,1312,1,24,139106,,2000
6,13,1312,1,24,139107,200,
6,13,1315,1,264,139112,,
6,13,1315,1,264,139113,,
6,13,1315,1,264,139114,,100
6,13,1315,1,264,139116,,
6,13,1316,1,1236,139119,,
6,13,1316,1,1236,139121,,
6,13,1316,1,1236,139123,600,1500
6,13,1316,1,1236,139124,,600
6,13,1316,1,1236,139125,,400
6,13,1316,1,1236,139127,,500
6,13,1316,1,1236,139130,,
6,13,1312,1,24,139144,,
6,13,1310,1,762,139150,,
6,13,1310,1,762,139152,,7000
6,13,1310,1,762,139153,,3000
4,14,1401,2,1116,140001,1000,1300
4,14,1401,2,1116,140003,,
4,14,1401,2,1116,140004,,
4,14,1401,2,1116,140006,,
4,14,1401,2,1116,140007,500,100
4,14,1401,2,1116,140009,,600
4,14,1401,2,1116,140010,200,500
4,14,1408,2,1996,140023,300,300
4,14,1408,2,1996,140024,,100
4,14,1408,2,1996,140025,,
4,14,1408,2,1996,140026,,5000
4,14,1408,2,1996,140027,209,
4,14,1408,2,1996,140030,,30000
4,14,1406,2,694,140062,,
4,14,1406,2,694,140063,,
4,14,1406,2,694,140065,,
4,14,1406,2,694,140066,,
4,14,1406,2,694,140067,,1500
4,14,1406,2,694,140068,,
4,14,1406,2,694,140069,,300
4,14,1406,2,694,140070,,
4,14,1413,2,670,140072,,
4,14,1413,2,670,140074,,500
4,14,1413,2,670,140075,,
4,14,1413,2,0,140076,,250
4,14,1413,2,670,140078,,
4,14,1413,2,670,140079,,
4,14,1413,2,670,140080,,
4,14,1410,2,236,140082,,500
4,14,1410,2,236,140083,,
4,14,1410,2,236,140084,750,5000
4,14,1410,2,236,140085,,
4,14,1410,2,236,140086,,
4,14,1410,2,236,140087,,200
4,14,1410,2,236,140089,400,500
4,14,1410,2,236,140090,,250
4,14,1416,2,2314,140121,300,600
4,14,1416,2,2314,140122,,
4,14,1416,2,2314,140123,,
4,14,1416,2,2314,140124,100,800
4,14,1416,2,2314,140125,,
4,14,1416,2,2314,140126,,
4,14,1416,2,2314,140127,,
4,14,1416,2,2314,140129,150,
4,14,1401,2,386,149001,,800
4,14,1401,2,386,149002,2000,2500
4,14,1401,2,386,149007,500,
4,14,1401,2,386,149008,500,1500
4,14,1401,2,386,149011,,1500
4,14,1401,2,386,149012,,100
4,14,1401,2,746,149013,,1000
4,14,1401,2,746,149015,,1700
4,14,1401,2,746,149016,,
4,14,1401,2,746,149017,100,700
4,14,1401,2,746,149018,,300
4,14,1401,2,746,149019,,
4,14,1401,2,746,149020,10000,10000
4,14,1401,2,746,149021,,1000
4,14,1401,2,746,149022,,
4,14,1401,2,746,149023,,
4,14,1402,2,1686,149025,300,
4,14,1402,2,1686,149026,,
4,14,1402,2,1686,149028,2000,1400
4,14,1402,2,1686,149030,,
4,14,1402,2,1686,149031,400,400
4,14,1402,2,1686,149032,,
4,14,1402,2,1686,149033,200,
4,14,1402,2,1686,149034,,
4,14,1402,2,1686,149036,,
4,14,1403,1,306,149038,,100
4,14,1403,1,306,149047,100,
4,14,1403,2,944,149049,500,
4,14,1403,2,944,149051,,1000
4,14,1403,2,944,149054,,500
4,14,1403,2,944,149055,2000,2000
4,14,1403,2,944,149056,,
4,14,1403,2,944,149059,500,500
4,14,1403,1,1418,149062,500,
4,14,1403,1,1418,149072,,480
4,14,1405,1,846,149074,300,200
4,14,1405,1,846,149076,,600
4,14,1405,1,846,149077,3500,6000
4,14,1405,1,846,149083,,
4,14,1406,2,1002,149085,,
4,14,1406,2,1002,149086,,
4,14,1406,2,1002,149087,,
4,14,1406,2,1002,149088,,
4,14,1406,2,1002,149089,,
4,14,1406,2,1002,149090,,
4,14,1406,2,1002,149091,,
4,14,1406,2,1002,149093,,
4,14,1406,2,1002,149094,,
4,14,1406,2,1002,149096,,
4,14,1411,2,836,149098,,300
4,14,1411,2,836,149099,,300
4,14,1411,2,836,149101,,3600
4,14,1411,2,836,149102,,
4,14,1411,2,836,149103,,
4,14,1411,2,836,149105,,
4,14,1411,2,836,149107,,
4,14,1411,2,836,149108,,
4,14,1411,2,1414,149109,,
4,14,1411,2,1414,149110,200,1500
4,14,1411,2,1414,149111,,
4,14,1411,2,1414,149112,,
4,14,1411,2,1414,149114,200,500
4,14,1411,2,1414,149115,200,
4,14,1411,2,1414,149119,,
4,14,1411,2,1414,149120,,
4,14,1416,2,1134,149122,,2000
4,14,1416,2,1134,149123,,2000
4,14,1416,2,1134,149125,,200
4,14,1416,2,1134,149126,,200
4,14,1416,2,1134,149127,,700
4,14,1416,2,1134,149128,,0
4,14,1416,2,1134,149129,,2800
4,14,1416,2,1134,149130,,
4,14,1416,2,1134,149132,,
4,14,1417,2,36,149133,,
4,14,1417,2,36,149134,500,
4,14,1417,2,36,149135,,
4,14,1417,2,36,149136,150,
4,14,1417,2,36,149137,,
4,14,1417,2,36,149138,,
4,14,1417,2,36,149139,,
4,14,1417,2,36,149140,,
4,14,1417,2,36,149142,,
4,14,1417,2,36,149143,,5000
4,14,1403,1,1418,149155,,100
4,14,1411,2,1414,149162,,
2,15,1506,1,398,150001,,300
2,15,1506,1,398,150002,,80
2,15,1506,1,398,150003,,
2,15,1506,1,398,150004,,
2,15,1506,1,398,150005,,
2,15,1506,1,398,150007,,200
2,15,1508,2,1682,150012,,600
2,15,1508,2,1682,150013,500,300
2,15,1508,2,1682,150014,150,
