"zone","state","lga","sector","ea","hhid","s11eq12","s11eq19"
2,15,1508,2,1682,150015,,
2,15,1508,2,1682,150016,,300
2,15,1508,2,1682,150017,300,
2,15,1508,2,1682,150018,,
2,15,1508,2,1682,150019,,
2,15,1508,2,1682,150020,450,
2,15,1511,2,1938,150021,,
2,15,1511,2,1938,150022,,
2,15,1511,2,1938,150023,,
2,15,1511,2,1938,150024,,100
2,15,1511,2,1938,150025,,4200
2,15,1511,2,1938,150026,,
2,15,1511,2,1938,150027,,150
2,15,1511,2,1938,150028,,
2,15,1511,2,1938,150029,,100
2,15,1511,2,1938,150030,,
2,15,1503,2,634,150062,,100
2,15,1503,2,634,150063,,
2,15,1503,2,634,150064,,150
2,15,1503,2,634,150065,,100
2,15,1503,2,634,150066,,
2,15,1503,2,634,150067,,
2,15,1503,2,634,150068,,
2,15,1503,2,634,150069,,
2,15,1503,2,634,150070,100,
1,25,2504,1,0,150071,,
2,15,1508,2,0,150079,,100
2,15,1502,2,1386,159001,,400
2,15,1502,2,1386,159002,,
2,15,1502,2,1386,159003,,
2,15,1502,2,1386,159004,,
2,15,1502,2,1386,159005,,1000
2,15,1502,2,1386,159006,1500,
2,15,1502,2,1386,159007,,1000
2,15,1502,2,1386,159010,,
2,15,1502,2,1386,159011,250,
2,15,1502,2,1386,159012,500,
2,15,1503,2,864,159013,,800
2,15,1503,2,864,159014,,
2,15,1503,2,864,159015,,700
2,15,1503,2,864,159016,,200
2,15,1503,2,864,159017,300,
2,15,1503,2,864,159018,,
2,15,1503,2,864,159019,,200
2,15,1503,2,864,159021,,
2,15,1503,2,864,159022,,
2,15,1503,2,864,159023,,
2,15,1503,2,1076,159025,,200
2,15,1503,2,1076,159026,,
2,15,1503,2,1076,159027,100,400
2,15,1503,2,1076,159028,,
2,15,1503,2,1076,159029,100,
2,15,1503,2,1076,159032,,
2,15,1503,2,1076,159033,,
2,15,1503,2,1076,159034,,
2,15,1503,2,1076,159035,,
2,15,1506,1,244,159037,,
2,15,1506,1,244,159038,,200
2,15,1506,1,244,159040,,750
2,15,1506,1,458,159049,,
2,15,1506,1,458,159050,,
2,15,1506,1,458,159053,,100
2,15,1506,1,458,159055,,
2,15,1506,1,458,159056,,300
2,15,1506,1,458,159057,,1200
2,15,1506,1,1328,159065,,9000
2,15,1506,1,1328,159068,200,1000
2,15,1509,2,388,159072,,100
2,15,1509,2,388,159073,,1500
2,15,1509,2,388,159074,,100
2,15,1509,2,388,159076,100,
2,15,1509,2,388,159078,,
2,15,1509,2,388,159079,300,
2,15,1509,2,388,159081,,
2,15,1509,2,388,159082,,
2,15,1509,2,388,159083,,
2,15,1510,2,838,159084,,
2,15,1510,2,838,159085,100,200
2,15,1510,2,838,159086,,
2,15,1510,2,838,159087,,
2,15,1510,2,838,159088,,
2,15,1510,2,838,159089,,1500
2,15,1510,2,838,159090,,100
2,15,1510,2,838,159093,,
2,15,1510,2,838,159094,,1300
2,15,1510,2,838,159095,,1200
2,15,1511,2,1498,159096,,
2,15,1511,2,1498,159097,400,
2,15,1511,2,1498,159098,400,650
2,15,1511,2,1498,159099,100,
2,15,1511,2,1498,159100,200,
2,15,1511,2,1498,159101,,
2,15,1511,2,1498,159102,,
2,15,1511,2,1498,159105,150,
2,15,1511,2,1498,159106,,
2,15,1511,2,1498,159107,,
2,15,1503,2,1076,159111,,500
2,15,1509,2,388,159119,200,500
4,16,1626,2,1546,160003,,200
4,16,1626,2,1546,160006,500,
4,16,1626,2,1546,160008,200,
4,16,1626,2,1546,160009,1700,100
4,16,1620,2,0,160010,,1000
4,16,1624,1,136,160017,150,3400
4,16,1624,1,136,160018,,1300
4,16,1624,1,136,160019,,2500
4,16,1624,1,136,160024,0,400
4,16,1624,1,136,160025,,
4,16,1624,1,136,160032,0,0
4,16,1624,1,136,160033,,600
4,16,1624,1,136,160035,,5000
4,16,1624,1,136,160036,,1200
4,16,1624,1,136,160041,,
4,16,1613,2,440,160051,,2000
4,16,1613,2,440,160053,,
4,16,1613,2,440,160054,,
4,16,1613,2,440,160055,0,200
4,16,1613,2,440,160056,,0
4,16,1613,2,440,160057,,400
4,16,1613,2,440,160058,,0
4,16,1613,2,440,160059,,
4,16,1613,2,440,160060,,
4,16,1605,2,180,160144,,300
4,16,1605,2,180,160145,,600
4,16,1605,2,180,160146,200,
4,16,1605,2,180,160147,,700
4,16,1605,2,180,160150,100,500
4,16,1605,2,180,160151,,200
4,16,1605,2,180,160152,,800
4,16,1605,2,180,160153,,
4,16,1601,2,2484,169001,,150
4,16,1601,2,2484,169002,,200
4,16,1601,2,2484,169003,,
4,16,1601,2,2484,169004,,500
4,16,1601,2,2484,169007,,300
4,16,1601,2,2484,169008,,2500
4,16,1601,2,2484,169009,,
4,16,1601,2,2484,169010,,0
4,16,1601,2,2484,169011,,0
4,16,1601,2,2484,169012,,
4,16,1602,2,234,169013,,1500
4,16,1602,2,234,169014,,4000
4,16,1602,2,234,169016,,
4,16,1602,2,234,169017,,400
4,16,1602,2,234,169018,,
4,16,1602,2,234,169020,,
4,16,1602,2,234,169021,,5000
4,16,1602,2,234,169022,1000,4000
4,16,1602,2,234,169024,,1000
4,16,1607,2,574,169026,,200
4,16,1607,2,574,169027,,500
4,16,1607,2,574,169028,500,500
4,16,1607,2,574,169030,,200
4,16,1607,2,574,169033,0,200
4,16,1607,2,574,169035,,100
4,16,1607,2,574,169036,,2000
4,16,1608,2,1480,169038,1250,2840
4,16,1608,2,1480,169040,500,2500
4,16,1608,2,1480,169041,,
4,16,1608,2,1480,169042,,
4,16,1608,2,1480,169043,,
4,16,1608,2,1480,169044,,
4,16,1608,2,1480,169045,200,
4,16,1608,2,1480,169046,,600
4,16,1608,2,1480,169047,,
4,16,1608,2,1480,169048,,4750
4,16,1610,2,66,169049,,
4,16,1610,2,66,169050,,
4,16,1610,2,66,169051,600,4300
4,16,1610,2,66,169054,,3000
4,16,1610,2,66,169056,,600
4,16,1610,2,66,169057,,600
4,16,1610,2,66,169058,500,2500
4,16,1610,2,66,169059,,2000
4,16,1610,2,66,169060,300,
4,16,1610,2,490,169061,,0
4,16,1610,2,490,169063,,
4,16,1610,2,490,169065,,600
4,16,1610,2,490,169066,0,0
4,16,1610,2,490,169067,,1000
4,16,1610,2,490,169068,,0
4,16,1610,2,490,169069,,1000
4,16,1610,2,490,169071,,
4,16,1610,2,490,169072,,
4,16,1610,2,776,169073,,500
4,16,1610,2,776,169075,15000,2000
4,16,1610,2,776,169076,2000,
4,16,1610,2,776,169077,,300
4,16,1610,2,776,169078,1500,9000
4,16,1610,2,776,169079,,400
4,16,1610,2,776,169080,,800
4,16,1610,2,776,169083,400,800
4,16,1610,2,776,169084,650,
4,16,1611,2,1878,169085,,300
4,16,1611,2,1878,169088,200,200
4,16,1611,2,1878,169089,500,
4,16,1611,2,1878,169091,1000,2000
4,16,1611,2,1878,169092,100,250
4,16,1611,2,1878,169095,300,
4,16,1611,2,1878,169096,,700
4,16,1615,2,220,169097,,600
4,16,1615,2,220,169099,,
4,16,1615,2,220,169101,,200
4,16,1615,2,220,169103,,2500
4,16,1615,2,220,169105,,800
4,16,1615,2,220,169106,200,
4,16,1615,2,220,169107,,500
4,16,1616,2,902,169109,,0
4,16,1616,2,902,169111,,200
4,16,1616,2,902,169112,0,0
4,16,1616,2,902,169113,,4000
4,16,1616,2,902,169114,,300
4,16,1616,2,902,169115,,300
4,16,1616,2,902,169116,,500
4,16,1616,2,902,169117,,140
4,16,1616,2,902,169119,,
4,16,1616,2,902,169120,,
4,16,1627,2,126,169121,,
4,16,1627,2,126,169122,0,800
4,16,1627,2,126,169124,,
4,16,1627,2,126,169125,,3000
4,16,1627,2,126,169126,,
4,16,1627,2,126,169127,,400
4,16,1627,2,126,169128,,450
4,16,1627,2,126,169129,,
4,16,1627,2,126,169130,,400
4,16,1627,2,126,169131,,300
4,16,1622,2,692,169133,,250
4,16,1622,2,692,169134,,300
4,16,1622,2,692,169136,,
4,16,1622,2,692,169137,,300
4,16,1622,2,692,169138,,
4,16,1622,2,692,169139,200,400
4,16,1622,2,692,169141,,3500
4,16,1622,2,692,169142,300,500
4,16,1622,2,692,169144,,1000
4,16,1625,2,210,169150,,28000
4,16,1625,2,210,169153,,300
4,16,1625,2,210,169156,,
4,16,1602,2,234,169160,,1500
4,16,1610,2,66,169166,800,
4,16,1610,2,776,169170,300,5900
4,16,1611,2,1878,169171,,300
4,16,1611,2,1878,169172,200,
4,16,1622,2,692,169179,,200
4,16,1607,2,574,169202,,1800
3,17,1722,2,96,170041,,
3,17,1722,2,96,170042,,
3,17,1722,2,96,170043,,
3,17,1722,2,96,170044,,
3,17,1722,2,96,170045,,500
3,17,1722,2,96,170046,,200
3,17,1722,2,96,170047,200,200
3,17,1722,2,96,170048,,
3,17,1722,2,96,170049,,
3,17,1722,2,96,170050,100,
3,17,1716,2,1452,170081,,
3,17,1716,2,1452,170082,,
3,17,1716,2,1452,170083,,
3,17,1716,2,1452,170084,,200
3,17,1716,2,1452,170085,,
3,17,1716,2,1452,170087,,300
3,17,1716,2,1452,170088,,1000
3,17,1716,2,1452,170089,,1000
3,17,1716,2,1452,170090,1000,
3,17,1701,2,10,179001,,
3,17,1701,2,10,179002,,200
3,17,1701,2,10,179003,,1500
3,17,1701,2,10,179004,,
3,17,1701,2,10,179005,,100
3,17,1701,2,10,179006,,
3,17,1701,2,10,179008,,
3,17,1701,2,10,179010,,
3,17,1701,2,10,179011,,
3,17,1701,2,10,179012,,
3,17,1707,2,284,179013,,
3,17,1707,2,284,179015,100,600
3,17,1707,2,284,179017,,
3,17,1707,2,284,179018,,500
3,17,1707,2,284,179019,,200
3,17,1707,2,284,179020,,200
3,17,1707,2,284,179021,,200
3,17,1707,2,284,179022,,600
3,17,1707,2,284,179024,,
3,17,1712,2,126,179025,,
3,17,1712,2,126,179026,,200
3,17,1712,2,126,179028,,500
3,17,1712,2,126,179030,,150
3,17,1712,2,126,179031,,300
3,17,1712,2,126,179032,,
3,17,1712,2,126,179033,,
3,17,1712,2,126,179034,,200
3,17,1712,2,126,179035,,
3,17,1712,2,126,179036,,200
3,17,1715,2,3064,179037,200,
3,17,1715,2,3064,179039,,
3,17,1715,2,3064,179041,,500
3,17,1715,2,3064,179042,,500
3,17,1715,2,3064,179044,500,1200
3,17,1715,2,3064,179045,,100
3,17,1715,2,3064,179046,,100
3,17,1715,2,3064,179047,,
3,17,1716,2,1344,179049,,500
3,17,1716,2,1344,179050,,
3,17,1716,2,1344,179052,,
3,17,1716,2,1344,179053,,
3,17,1716,2,1344,179054,,100
3,17,1716,2,1344,179055,,5100
3,17,1716,2,1344,179056,,
3,17,1716,2,1344,179058,,
3,17,1716,2,1344,179059,,200
3,17,1716,2,1344,179060,,
3,17,1717,2,378,179061,2000,6000
3,17,1717,2,378,179063,500,
3,17,1717,2,378,179064,,200
3,17,1717,2,378,179065,,200
3,17,1717,2,378,179067,,
3,17,1717,2,378,179068,100,200
3,17,1717,2,378,179069,,100
3,17,1717,2,378,179070,,
3,17,1717,2,378,179072,,
3,17,1721,1,1272,179074,,500
3,17,1721,1,1272,179079,,
3,17,1723,1,668,179086,,2000
3,17,1723,1,668,179089,100,100
3,17,1725,2,200,179097,200,200
3,17,1725,2,200,179098,,
3,17,1725,2,200,179100,,200
3,17,1725,2,200,179101,,
3,17,1725,2,200,179102,,
3,17,1725,2,200,179103,,1200
3,17,1725,2,200,179104,200,200
3,17,1725,2,200,179105,,
3,17,1725,2,200,179106,,
3,17,1725,2,200,179108,,
3,18,1803,2,840,180031,70,70
3,18,1803,2,840,180032,100,
3,18,1803,2,840,180033,,100
3,18,1803,2,840,180034,,
3,18,1803,2,840,180035,200,
3,18,1803,2,840,180036,,180
3,18,1803,2,840,180037,,
3,18,1803,2,840,180038,,400
3,18,1803,2,840,180039,,300
3,18,1803,2,0,180040,100,
3,18,1816,1,378,180041,,800
3,18,1816,1,378,180042,,200
3,18,1816,1,378,180043,,100
3,18,1816,1,378,180044,,
3,18,1816,1,378,180045,100,
3,18,1816,1,378,180047,,500
3,18,1816,1,378,180049,,
3,18,1816,1,378,180050,,
3,18,1820,2,450,180091,,
3,18,1820,2,450,180092,,
3,18,1820,2,450,180093,,
3,18,1820,2,450,180094,,
3,18,1820,2,450,180095,,
3,18,1820,2,450,180096,,
3,18,1820,2,450,180097,,600
3,18,1820,2,450,180098,,600
3,18,1820,2,450,180099,100,
3,18,1820,2,450,180100,0,
3,18,1802,2,1040,189003,,
3,18,1802,2,1040,189005,,500
3,18,1802,2,1040,189006,,
3,18,1802,2,1040,189007,,500
3,18,1802,2,1040,189008,200,300
3,18,1802,2,1040,189009,,100
3,18,1802,2,1040,189010,,
3,18,1802,2,1040,189011,,
3,18,1802,2,1040,189012,,
3,18,1802,2,1554,189014,,
3,18,1802,2,1554,189015,500,
3,18,1802,2,1554,189016,,
3,18,1802,2,1554,189017,700,
3,18,1802,2,1554,189018,300,
3,18,1802,2,1554,189019,,
3,18,1802,2,1554,189020,,150
3,18,1802,2,1554,189021,,
3,18,1802,2,1554,189023,,
3,18,1802,2,1554,189024,100,
3,18,1802,1,3204,189029,,60
3,18,1805,2,674,189037,,400
3,18,1805,2,674,189038,,1500
3,18,1805,2,674,189039,,700
3,18,1805,2,674,189040,100,200
3,18,1805,2,674,189041,,300
3,18,1805,2,674,189042,,200
3,18,1805,2,674,189043,200,
3,18,1805,2,674,189045,,
3,18,1805,2,674,189047,,100
3,18,1805,2,674,189048,,70
3,18,1805,2,792,189049,,
3,18,1805,2,792,189051,,
3,18,1805,2,792,189052,,400
3,18,1805,2,792,189053,,13000
3,18,1805,2,792,189054,,3000
3,18,1805,2,792,189055,,9000
3,18,1805,2,792,189056,,
3,18,1805,2,792,189057,,
3,18,1805,2,792,189058,,700
3,18,1805,2,792,189060,,
3,18,1807,2,1754,189062,,1200
3,18,1807,2,1754,189064,,1500
3,18,1807,2,1754,189065,,
3,18,1807,2,1754,189066,200,400
3,18,1807,2,1754,189067,,
3,18,1807,2,1754,189068,,
3,18,1807,2,1754,189069,0,
3,18,1807,2,1754,189070,,
3,18,1807,2,1754,189071,0,
3,18,1807,2,1754,189072,,
3,18,1809,1,1098,189075,,300
3,18,1809,1,1098,189080,,500
3,18,1809,1,1756,189085,1200,1000
3,18,1812,2,42,189109,,
3,18,1812,2,42,189110,,500
3,18,1812,2,42,189112,,
3,18,1812,2,42,189116,,100
3,18,1812,2,42,189117,,
3,18,1812,2,42,189118,,500
3,18,1812,2,42,189119,,200
3,18,1812,2,42,189120,100,
3,18,1813,2,522,189121,,200
3,18,1813,2,522,189122,,
3,18,1813,2,522,189125,,500
3,18,1813,2,522,189126,,
3,18,1813,2,522,189127,600,600
3,18,1813,2,522,189128,,
3,18,1813,2,522,189129,,250
3,18,1813,2,522,189130,,
3,18,1813,2,522,189131,200,400
3,18,1813,2,522,189132,,300
3,18,1817,2,572,189133,100,
3,18,1817,2,572,189134,,
3,18,1817,2,572,189136,,200
3,18,1817,2,572,189137,,
3,18,1817,2,572,189139,,
3,18,1817,2,572,189140,,
3,18,1817,2,572,189141,,
3,18,1817,2,572,189142,,600
3,18,1817,2,572,189143,,
3,18,1817,2,572,189144,,
3,18,1817,2,726,189147,,1150
3,18,1817,2,726,189148,,200
3,18,1817,2,726,189149,,200
3,18,1817,2,726,189150,,500
3,18,1817,2,726,189151,,
3,18,1817,2,726,189154,100,150
3,18,1817,2,726,189155,,100
3,18,1817,2,726,189156,,
3,18,1817,2,880,189157,,400
3,18,1817,2,880,189158,,
3,18,1817,2,880,189159,,200
3,18,1817,2,880,189160,,100
3,18,1817,2,880,189162,,
3,18,1817,2,880,189164,,
3,18,1817,2,880,189165,,
3,18,1817,2,880,189167,2000,100
3,18,1817,2,880,189168,,1000
3,18,1818,2,76,189169,,400
3,18,1818,2,76,189170,,400
3,18,1818,2,76,189171,,14000
3,18,1818,2,76,189173,8500,8500
3,18,1818,2,76,189174,,200
3,18,1818,2,76,189175,,13000
3,18,1818,2,76,189176,100,350
3,18,1818,2,76,189178,200,
3,18,1818,2,76,189179,,
3,18,1818,2,76,189180,,
3,18,1819,1,818,189181,,500
3,18,1819,1,818,189184,,500
3,18,1819,1,818,189188,,100
3,18,1819,1,818,189192,,200
3,18,1821,2,24,189193,,800
3,18,1821,2,24,189194,,
3,18,1821,2,24,189195,,850
3,18,1821,2,24,189196,,
3,18,1821,2,24,189197,100,300
3,18,1821,2,24,189199,100,200
3,18,1821,2,24,189200,300,300
3,18,1821,2,24,189202,,150
3,18,1821,2,24,189203,,400
3,18,1821,2,24,189204,,
3,18,1822,2,1898,189205,,1200
3,18,1822,2,1898,189206,200,
3,18,1822,2,1898,189209,,200
3,18,1822,2,1898,189210,,100
3,18,1822,2,1898,189212,,
3,18,1822,2,1898,189213,500,100
3,18,1822,2,1898,189214,,300
3,18,1822,2,1898,189216,,
3,18,1802,2,1040,189218,,
3,18,1812,2,42,189235,,
3,18,1812,2,42,189236,,
3,18,1822,2,1898,189252,,
3,19,1921,1,842,190011,,1100
3,19,1914,2,934,190081,,100
3,19,1914,2,934,190082,,
3,19,1914,2,934,190083,,
3,19,1914,2,934,190084,200,
3,19,1914,2,934,190085,,
3,19,1914,2,934,190086,,100
3,19,1914,2,934,190087,,
3,19,1914,2,934,190088,,400
3,19,1914,2,934,190089,,
3,19,1914,2,934,190090,,300
3,19,1912,1,1510,190112,,200
3,19,1912,1,1510,190114,,100
3,19,1912,1,1510,190116,5000,5000
3,19,1910,2,808,190131,,
3,19,1910,2,808,190132,,
3,19,1910,2,808,190133,,1200
3,19,1910,2,808,190134,,1000
3,19,1910,2,808,190135,,
3,19,1910,2,808,190136,,250
3,19,1910,2,808,190137,,100
3,19,1910,2,808,190138,100,100
3,19,1910,2,808,190139,100,100
3,19,1910,2,808,190140,100,100
3,19,1919,2,366,190161,,100
3,19,1919,2,366,190162,,250
3,19,1919,2,366,190163,,200
3,19,1919,2,366,190164,,3000
3,19,1919,2,366,190165,,500
3,19,1919,2,366,190166,,3000
3,19,1919,2,366,190167,,
3,19,1919,2,366,190168,,100
3,19,1919,2,366,190169,,
3,19,1919,2,366,190170,,400
3,19,1928,2,526,190171,,200
3,19,1928,2,526,190172,,1800
3,19,1928,2,526,190173,,500
3,19,1928,2,526,190174,0,140
3,19,1928,2,526,190175,,300
3,19,1928,2,526,190176,,
3,19,1928,2,526,190177,,
3,19,1928,2,0,190178,,300
3,19,1928,2,526,190179,,
3,19,1928,2,526,190180,100,300
3,19,1923,2,284,190192,,600
3,19,1923,2,284,190193,,500
3,19,1923,2,284,190194,,
3,19,1923,2,284,190195,,60
3,19,1923,2,284,190196,,100
3,19,1923,2,284,190197,,1200
3,19,1923,2,284,190199,,0
3,19,1923,2,284,190200,,
3,19,1909,2,1684,199001,,
3,19,1909,2,1684,199002,,200
3,19,1909,2,1684,199004,,150
3,19,1909,2,1684,199005,,
3,19,1909,2,1684,199006,,150
3,19,1909,2,1684,199007,300,
3,19,1909,2,1684,199008,,
3,19,1909,2,1684,199012,,0
3,19,1919,2,596,199013,,500
3,19,1919,2,596,199014,,200
3,19,1919,2,596,199015,,100
3,19,1919,2,596,199016,100,100
3,19,1919,2,596,199018,,100
3,19,1919,2,596,199019,100,
3,19,1919,2,596,199021,,100
3,19,1919,2,596,199022,,
3,19,1919,2,596,199023,,100
3,19,1919,2,596,199024,,100
3,19,1924,2,356,199025,,500
3,19,1924,2,356,199026,800,800
3,19,1924,2,356,199027,,500
3,19,1924,2,356,199030,,
3,19,1924,2,356,199031,200,100
3,19,1924,2,356,199032,,
3,19,1924,2,356,199033,100,
3,19,1924,2,356,199034,,200
3,19,1924,2,356,199035,,100
3,19,1924,2,356,199036,,200
3,19,1927,2,622,199037,,
3,19,1927,2,622,199038,,200
3,19,1927,2,622,199041,,
3,19,1927,2,622,199042,,200
3,19,1927,2,622,199044,,
3,19,1927,2,622,199046,,
3,19,1927,2,622,199047,,
3,19,1927,2,622,199048,,1000
3,19,1929,2,108,199051,2000,
3,19,1929,2,108,199052,,100
3,19,1929,2,108,199053,500,
3,19,1929,2,108,199054,100,100
3,19,1929,2,108,199055,,
3,19,1929,2,108,199056,,200
3,19,1929,2,108,199058,,200
3,19,1929,2,108,199059,,7000
3,19,1929,2,108,199060,,
3,19,1933,2,330,199061,,100
3,19,1933,2,330,199062,,100
3,19,1933,2,330,199064,,100
3,19,1933,2,330,199065,,100
3,19,1933,2,330,199066,,200
3,19,1933,2,330,199067,,
3,19,1933,2,330,199068,,
3,19,1933,2,330,199069,,200
3,19,1933,2,330,199071,,100
3,19,1933,2,330,199072,0,0
3,19,1940,2,648,199073,,60
3,19,1940,2,648,199074,1000,500
3,19,1940,2,648,199075,500,500
3,19,1940,2,648,199077,,200
3,19,1940,2,648,199078,,
3,19,1940,2,648,199080,,200
3,19,1940,2,648,199081,,150
3,19,1940,2,648,199082,,400
3,19,1940,2,648,199083,,0
3,19,1941,2,1112,199085,,1500
3,19,1941,2,1112,199086,,
3,19,1941,2,1112,199087,,
3,19,1941,2,1112,199088,,
3,19,1941,2,1112,199090,,
3,19,1941,2,1112,199091,,
3,19,1941,2,1112,199092,,800
3,19,1941,2,1112,199093,,
3,19,1941,2,1112,199094,,800
3,19,1941,2,1112,199095,,800
3,19,1909,2,1684,199097,,
3,20,2018,2,1134,200011,,
3,20,2018,2,1134,200013,,
3,20,2018,2,1134,200014,,
3,20,2018,2,1134,200016,,2000
3,20,2018,2,0,200017,,
3,20,2018,2,1134,200020,,
3,20,2015,2,1746,200071,,
3,20,2015,2,1746,200072,,500
3,20,2015,2,1746,200074,,900
3,20,2015,2,1746,200075,,
3,20,2015,2,1746,200076,,
3,20,2015,2,1746,200077,,
3,20,2015,2,1746,200078,2000,2000
3,20,2015,2,1746,200079,,3380
3,20,2025,2,760,200101,,
3,20,2025,2,760,200103,,150
3,20,2025,2,760,200104,,
3,20,2025,2,760,200105,,
3,20,2025,2,760,200107,,
3,20,2025,2,760,200108,,
3,20,2025,2,760,200109,,100
3,20,2025,2,760,200110,,1000
3,20,2028,2,498,200161,,700
3,20,2028,2,498,200162,,1000
1,26,2606,1,0,200164,,
3,20,2028,2,498,200165,,300
3,20,2028,2,498,200166,,700
3,20,2028,2,498,200167,,
3,20,2028,2,498,200168,,200
3,20,2021,1,0,200169,,
3,20,2028,2,498,200170,,
3,20,2012,1,844,200181,,
3,20,2012,1,844,200182,,200
3,20,2012,1,844,200183,,
3,20,2012,1,844,200185,,200
3,20,2012,1,844,200186,,500
3,20,2012,1,844,200187,,
3,20,2012,1,844,200189,,
3,20,2003,2,1390,209001,,
3,20,2003,2,1390,209002,,300
3,20,2003,2,1390,209005,,1500
3,20,2003,2,1390,209006,,500
3,20,2003,2,1390,209007,200,
3,20,2003,2,1390,209009,,1300
3,20,2003,2,1390,209010,,
3,20,2003,2,1390,209011,,
3,20,2003,2,1390,209012,,
3,20,2009,2,144,209014,,300
3,20,2009,2,144,209015,,1000
3,20,2009,2,144,209016,,150
3,20,2009,2,144,209017,,900
3,20,2009,2,144,209018,,
3,20,2009,2,144,209019,,1500
3,20,2009,2,144,209020,,
3,20,2009,2,144,209021,,
3,20,2009,2,144,209022,,
3,20,2009,2,144,209023,,
3,20,2010,2,946,209029,,200
3,20,2010,2,946,209036,,
3,20,2016,1,408,209037,,200
3,20,2016,1,408,209038,,100
3,20,2016,1,408,209041,,
3,20,2016,1,408,209044,,250
3,20,2016,1,408,209045,,
3,20,2016,1,408,209048,,
3,20,2016,2,2102,209049,,
3,20,2016,2,2102,209050,,
3,20,2016,2,2102,209051,,
3,20,2016,2,2102,209052,,
3,20,2016,2,2102,209053,,
3,20,2016,2,2102,209055,,
3,20,2016,2,2102,209056,,
3,20,2016,2,2102,209058,,400
3,20,2016,2,2102,209059,,400
3,20,2016,2,2102,209060,200,400
3,20,2021,1,2086,209062,,
3,20,2021,1,2086,209063,,
3,20,2021,1,2086,209068,,200
3,20,2021,1,2086,209069,,
3,20,2021,1,2086,209071,,
3,20,2021,1,2556,209077,,
3,20,2021,1,2556,209079,,60
3,20,2025,2,2222,209085,,
3,20,2025,2,2222,209086,,100
3,20,2025,2,2222,209087,,1100
3,20,2025,2,2222,209088,200,2000
3,20,2025,2,2222,209089,,
3,20,2025,2,2222,209090,,1200
3,20,2025,2,2222,209091,,3000
3,20,2025,2,2222,209094,,1000
3,20,2025,2,2222,209095,,1500
3,20,2025,2,2222,209096,,
3,20,2026,2,1216,209098,,
3,20,2026,2,1216,209099,,500
3,20,2026,2,1216,209100,,600
3,20,2026,2,1216,209101,100,1200
3,20,2026,2,1216,209102,,
3,20,2026,2,1216,209103,,2000
3,20,2026,2,1216,209105,100,
3,20,2026,2,1216,209106,,
3,20,2026,2,1216,209107,,
3,20,2026,2,1216,209108,,
3,20,2032,2,50,209111,,400
3,20,2032,2,50,209112,,1000
3,20,2032,2,50,209113,,300
3,20,2032,2,50,209114,100,
3,20,2032,2,50,209115,,
3,20,2032,2,50,209116,,100
3,20,2032,2,50,209117,,
3,20,2032,2,50,209118,,
3,20,2032,2,50,209119,,
3,20,2032,2,50,209120,,
3,20,2034,2,908,209121,,1500
3,20,2034,2,908,209122,1000,200
3,20,2034,2,908,209123,,
3,20,2034,2,908,209124,,
3,20,2034,2,908,209125,,3000
3,20,2034,2,908,209126,,5000
3,20,2034,2,908,209127,,
3,20,2034,2,908,209128,,
3,20,2034,2,908,209130,,200
3,20,2034,2,908,209131,,300
3,21,2106,2,2822,210004,,
3,21,2106,2,2822,210005,,3500
3,21,2106,2,2822,210006,,
3,21,2119,2,3956,210031,,
3,21,2119,2,3956,210032,,
3,21,2119,2,3956,210033,,
3,21,2119,2,3956,210034,,
3,21,2119,2,3956,210035,,
3,21,2109,2,3956,210036,,
3,21,2119,2,3956,210037,,
3,21,2119,2,3956,210038,,300
3,21,2119,2,3956,210039,,
3,21,2119,2,3956,210040,,
3,21,2115,2,926,210052,,
3,21,2115,2,926,210053,,
3,21,2115,2,926,210054,,
3,21,2115,2,926,210055,,
3,21,2115,2,926,210056,,
3,21,2115,2,926,210057,,
3,21,2115,2,926,210058,,
3,21,2115,2,926,210060,,
3,21,2101,1,148,219001,,1500
3,21,2101,1,148,219002,,
3,21,2101,1,148,219003,,
3,21,2101,1,148,219004,,100
3,21,2101,1,148,219005,,100
3,21,2101,1,148,219009,,100
3,21,2101,1,148,219010,,100
3,21,2105,2,1606,219014,100,
3,21,2105,2,1606,219015,200,
3,21,2105,2,1606,219017,,250
3,21,2105,2,1606,219018,,150
3,21,2105,2,1606,219020,100,100
3,21,2105,2,1606,219021,,150
3,21,2105,2,1606,219022,,100
3,21,2105,2,1606,219023,100,
3,21,2105,2,1606,219024,,100
3,21,2111,2,260,219025,,
3,21,2111,2,260,219026,,
3,21,2111,2,260,219027,,
3,21,2111,2,260,219028,,200
3,21,2111,2,260,219031,,200
3,21,2111,2,260,219032,,150
3,21,2111,2,260,219033,,600
3,21,2111,2,260,219034,,
3,21,2111,2,260,219035,100,
3,21,2111,2,260,219036,,100
3,21,2112,2,442,219038,,
3,21,2112,2,442,219040,,
3,21,2112,2,442,219041,,
3,21,2112,2,442,219042,100,
3,21,2112,2,442,219043,,
3,21,2112,2,442,219044,,
3,21,2112,2,442,219045,,
3,21,2112,2,442,219047,,
3,21,2115,2,548,219051,,
3,21,2115,2,548,219052,,100
3,21,2115,2,548,219057,,
3,21,2115,2,548,219058,,200
3,21,2115,2,548,219059,,1200
3,21,2119,2,3992,219061,,
3,21,2119,2,3992,219062,,
3,21,2119,2,3992,219063,200,
3,21,2119,2,3992,219064,,
3,21,2119,2,3992,219065,,
3,21,2119,2,3992,219066,,
3,21,2119,2,3992,219067,,
3,21,2119,2,3992,219069,,
