"zone","state","lga","ea","sector","hhid","plotid","s11aq4aa","s11aq4b","s11aq4a","s11aq4b1","s11aq4b1_os","s11aq4b2","s11aq4c","s11b1q27","s11aq6a","s11aq6b","s11aq6c","s11aq6d"
3,17,1716,1452,2,170089,3,50,2,1,,,,1158.2,1,1,,,
3,17,1716,1452,2,170089,4,150,2,1,,,,9226.8,1,1,,,
3,17,1716,1452,2,170090,1,1,5,,,,,,2,,,,
3,17,1716,1452,2,170090,2,150,2,1,,,,4848.3,1,1,,,
3,17,1716,1452,2,170090,3,250,2,1,,,,13816,1,1,,,
3,17,1716,1452,2,170090,4,120,2,1,,,,23674,1,1,,,
3,17,1716,1452,2,170090,5,25,2,1,,,,1369.8,1,1,,,
3,17,1716,1452,2,170090,6,150,2,1,,,,7488,1,1,,,
3,17,1701,10,2,179001,1,100,2,,,,,,2,,,,
3,17,1701,10,2,179001,3,150,2,1,,,,20257,1,1,,,
3,17,1701,10,2,179001,4,80,2,1,,,,7305.5,1,1,,,
3,17,1701,10,2,179001,5,100,2,,,,,,2,,,,
3,17,1701,10,2,179002,1,0.5,5,,,,,,2,,,,
3,17,1701,10,2,179002,2,200,2,1,,,,12963,1,2,,,
3,17,1701,10,2,179002,3,4,5,,,,,,2,,,,
3,17,1701,10,2,179002,4,10,5,1,,,,36991,1,2,,,
3,17,1701,10,2,179002,5,3,5,1,,,,4497.6,1,2,,,
3,17,1701,10,2,179003,1,600,7,,,,,,2,,,,
3,17,1701,10,2,179003,2,400,2,1,,,,26442,1,1,,,
3,17,1701,10,2,179004,1,1500,7,,,,,,2,,,,
3,17,1701,10,2,179004,2,150,2,1,,,,7620.6,1,1,,,
3,17,1701,10,2,179005,1,650,7,,,,,,2,,,,
3,17,1701,10,2,179005,2,200,2,1,,,,5560.6,1,1,,,
3,17,1701,10,2,179006,1,200,2,1,,,,26039,1,1,,,
3,17,1701,10,2,179006,2,200,2,1,,,,22116,1,1,,,
3,17,1701,10,2,179006,3,350,7,,,,,,2,,,,
3,17,1701,10,2,179008,1,400,2,1,,,,38202,1,1,,,
3,17,1701,10,2,179008,2,400,2,1,,,,24861,1,1,,,
3,17,1701,10,2,179008,3,300,2,1,,,,19959,1,1,,,
3,17,1701,10,2,179008,4,100,2,1,,,,5256.9,1,1,,,
3,17,1701,10,2,179008,5,350,7,,,,,,2,,,,
3,17,1701,10,2,179010,1,326,1,1,,,,5005.9,1,1,,,
3,17,1701,10,2,179010,2,366,7,,,,,,2,,,,
3,17,1701,10,2,179011,1,300,2,1,,,,6708.8,1,1,,,
3,17,1701,10,2,179011,2,290,2,1,,,,10249,1,1,,,
3,17,1701,10,2,179011,3,120,2,1,,,,3629.6,1,1,,,
3,17,1701,10,2,179011,4,385.6,7,,,,,,2,,,,
3,17,1701,10,2,179012,1,200,2,1,,,,4313.5,1,1,,,
3,17,1701,10,2,179012,2,250,2,1,,,,29751,1,1,,,
3,17,1701,10,2,179012,3,160,2,1,,,,8996.9,1,1,,,
3,17,1701,10,2,179012,4,180,2,1,,,,19974,1,1,,,
3,17,1701,10,2,179012,5,458,7,,,,,,2,,,,
3,17,1707,284,2,179013,1,50,7,,,,,,2,,,,
3,17,1707,284,2,179013,2,100,2,1,,,,6376.6,1,1,,,
3,17,1707,284,2,179013,3,150,2,1,,,,9576.2,1,1,,,
3,17,1707,284,2,179013,4,100,2,1,,,,6138.8,1,1,,,
3,17,1707,284,2,179013,5,80,2,1,,,,5314.2,1,1,,,
3,17,1707,284,2,179013,6,200,2,1,,,,9380.2,1,1,,,
3,17,1707,284,2,179013,7,70,2,1,,,,2560.8,1,1,,,
3,17,1707,284,2,179015,1,40,2,,,,,,2,,,,
3,17,1707,284,2,179015,3,2,6,1,,,,15318,1,1,,,
3,17,1707,284,2,179015,4,50,2,1,,,,1570.7,1,1,,,
3,17,1707,284,2,179017,1,800,7,,,,,,2,,,,
3,17,1707,284,2,179017,2,300,2,1,,,,4468.4,1,1,,,
3,17,1707,284,2,179017,3,350,2,1,,,,12988,1,1,,,
3,17,1707,284,2,179018,1,480,7,,,,,,2,,,,
3,17,1707,284,2,179018,2,400,2,1,,,,10814,1,1,,,
3,17,1707,284,2,179019,1,300,2,1,,,,17080,1,1,,,
3,17,1707,284,2,179019,2,150,2,1,,,,7411.6,1,1,,,
3,17,1707,284,2,179019,3,150,2,1,,,,5424.6,1,1,,,
3,17,1707,284,2,179019,4,600,2,1,,,,17230,1,1,,,
3,17,1707,284,2,179019,5,500,2,1,,,,3408.4,1,1,,,
3,17,1707,284,2,179019,6,400,7,,,,,,2,,,,
3,17,1707,284,2,179020,1,100,2,1,,,,5997.4,1,1,,,
3,17,1707,284,2,179020,2,300,2,1,,,,55685,1,1,,,
3,17,1707,284,2,179020,3,300,7,,,,,,2,,,,
3,17,1707,284,2,179021,1,600,2,1,,,,14357,1,1,,,
3,17,1707,284,2,179021,2,400,7,,,,,,2,,,,
3,17,1707,284,2,179022,1,368,2,1,,,,11652,1,1,,,
3,17,1707,284,2,179022,2,400,2,1,,,,5415,1,1,,,
3,17,1707,284,2,179022,3,560,7,,,,,,2,,,,
3,17,1707,284,2,179023,1,456.8,7,,,,,,2,,,,
3,17,1707,284,2,179024,1,350,2,1,,,,13685,1,1,,,
3,17,1707,284,2,179024,2,480,2,1,,,,21244,1,1,,,
3,17,1707,284,2,179024,3,400,2,1,,,,11816,1,1,,,
3,17,1707,284,2,179024,4,625,7,,,,,,2,,,,
3,17,1712,126,2,179025,1,60,2,1,,,,5030,1,1,4,5,6
3,17,1712,126,2,179025,2,120,2,1,,,,8381.8,1,1,4,5,6
3,17,1712,126,2,179025,3,25,2,,,,,,2,,,,
3,17,1712,126,2,179026,1,3,5,1,,,,6009.4,1,1,,,
3,17,1712,126,2,179026,2,1,5,,,,,,2,,,,
3,17,1712,126,2,179026,3,20,2,,,,,,2,,,,
3,17,1712,126,2,179026,4,1,5,1,,,,1784.5,1,1,,,
3,17,1712,126,2,179028,1,450,7,,,,,,2,,,,
3,17,1712,126,2,179028,2,100,1,1,,,,22779,1,1,,,
3,17,1712,126,2,179030,1,200,1,1,,,,12413,1,1,,,
3,17,1712,126,2,179030,2,1,5,,,,,,2,,,,
3,17,1712,126,2,179031,1,500,7,,,,,,2,,,,
3,17,1712,126,2,179031,2,300,2,1,,,,21207,1,1,,,
3,17,1712,126,2,179031,3,60,2,1,,,,5014.9,1,1,,,
3,17,1712,126,2,179032,1,300,2,1,,,,8362.6,1,1,,,
3,17,1712,126,2,179033,1,200,2,1,,,,6240.3,1,1,,,
3,17,1712,126,2,179033,2,1,5,,,,,,2,,,,
3,17,1712,126,2,179033,3,200,2,1,,,,5660.4,1,1,,,
3,17,1712,126,2,179034,1,300,2,1,,,,8926.4,1,1,,,
3,17,1712,126,2,179034,2,240,7,,,,,,2,,,,
3,17,1712,126,2,179035,1,300,2,1,,,,2492.2,1,1,,,
3,17,1712,126,2,179035,3,241,7,,,,,,2,,,,
3,17,1712,126,2,179036,1,65,2,1,,,,4140.6,1,1,,,
3,17,1712,126,2,179036,2,45,2,1,,,,5051.2,1,1,,,
3,17,1712,126,2,179036,3,58,2,1,,,,3205.7,1,1,,,
3,17,1712,126,2,179036,4,200,7,,,,,,2,,,,
3,17,1715,3064,2,179037,1,0.25,5,,,,,,2,,,,
3,17,1715,3064,2,179037,2,60,2,1,,,,3247.9,1,3,1,,
3,17,1715,3064,2,179039,1,200,7,,,,,,2,,,,
3,17,1715,3064,2,179039,2,150,2,1,,,,10150,1,1,,,
3,17,1715,3064,2,179041,1,750,7,,,,,,2,,,,
3,17,1715,3064,2,179041,2,200,2,1,,,,11728,1,1,,,
3,17,1715,3064,2,179041,3,120,2,1,,,,2562.3,1,1,,,
3,17,1715,3064,2,179042,1,650,7,,,,,,2,,,,
3,17,1715,3064,2,179042,2,200,2,1,,,,4525.1,1,1,,,
3,17,1715,3064,2,179044,1,500,7,,,,,,2,,,,
3,17,1715,3064,2,179044,2,200,2,1,,,,4542.6,1,1,,,
3,17,1715,3064,2,179044,3,300,2,1,,,,7740.5,1,1,,,
3,17,1715,3064,2,179045,1,100,2,1,,,,1998.5,1,1,,,
3,17,1715,3064,2,179045,2,150,2,1,,,,5765.5,1,1,,,
3,17,1715,3064,2,179045,3,200,7,,,,,,2,,,,
3,17,1715,3064,2,179046,1,60,2,1,,,,2010.7,1,1,,,
3,17,1715,3064,2,179046,2,100,2,1,,,,4823.4,1,1,,,
3,17,1715,3064,2,179046,3,200,7,,,,,,2,,,,
3,17,1715,3064,2,179047,1,100,2,1,,,,3577.6,1,1,,,
3,17,1715,3064,2,179047,2,477.8,7,,,,,,2,,,,
3,17,1715,3064,2,179048,1,415.8,7,,,,,,2,,,,
3,17,1716,1344,2,179049,1,25,2,,,,,,2,,,,
3,17,1716,1344,2,179049,2,90,2,1,,,,3540.3,1,1,,,
3,17,1716,1344,2,179049,3,150,2,1,,,,5825.2,1,1,,,
3,17,1716,1344,2,179049,4,70,2,1,,,,2041.9,1,1,,,
3,17,1716,1344,2,179049,6,50,2,1,,,,805.99,1,1,,,
3,17,1716,1344,2,179049,7,80,2,1,,,,1141.5,1,1,,,
3,17,1716,1344,2,179050,1,650,7,,,,,,2,,,,
3,17,1716,1344,2,179050,2,300,2,1,,,,3292.4,1,1,,,
3,17,1716,1344,2,179052,1,500,7,,,,,,2,,,,
3,17,1716,1344,2,179052,2,600,2,1,,,,7205.1,1,1,,,
3,17,1716,1344,2,179053,1,300,2,1,,,,2992.6,1,1,,,
3,17,1716,1344,2,179053,2,300,7,,,,,,2,,,,
3,17,1716,1344,2,179054,1,200,2,1,,,,7848.9,1,1,,,
3,17,1716,1344,2,179054,2,200,7,,,,,,2,,,,
3,17,1716,1344,2,179055,1,350,2,1,,,,12933,1,1,,,
3,17,1716,1344,2,179055,2,370,2,1,,,,11041,1,1,,,
3,17,1716,1344,2,179055,3,270,2,1,,,,8342.3,1,1,,,
3,17,1716,1344,2,179055,4,250,2,1,,,,5516.9,1,1,,,
3,17,1716,1344,2,179055,5,30,2,1,,,,816.78,1,1,,,
3,17,1716,1344,2,179055,6,350,7,,,,,,2,,,,
3,17,1716,1344,2,179056,1,30,2,,,,,,2,,,,
3,17,1716,1344,2,179056,2,5,5,1,,,,21904,1,1,,,
3,17,1716,1344,2,179056,3,1,5,1,,,,1380.2,1,1,,,
3,17,1716,1344,2,179056,4,2,5,1,,,,2094.6,1,1,,,
3,17,1716,1344,2,179058,1,280,2,1,,,,7413.5,1,1,,,
3,17,1716,1344,2,179058,2,385,7,,,,,,2,,,,
3,17,1716,1344,2,179059,1,238,2,1,,,,1212.6,1,1,,,
3,17,1716,1344,2,179059,2,300,2,1,,,,6288.9,1,1,,,
3,17,1716,1344,2,179059,3,360,2,1,,,,24216,1,1,,,
3,17,1716,1344,2,179059,4,200,2,1,,,,7555,1,1,,,
3,17,1716,1344,2,179059,5,100,2,1,,,,2169.3,1,1,,,
3,17,1716,1344,2,179059,6,300,1,,,,,,2,,,,
3,17,1716,1344,2,179059,7,400,7,,,,,,2,,,,
3,17,1716,1344,2,179060,1,250,2,1,,,,1835.5,1,1,,,
3,17,1716,1344,2,179060,2,399,7,,,,,,2,,,,
3,17,1717,378,2,179061,1,50,2,,,,,,2,,,,
3,17,1717,378,2,179061,2,400,2,1,,,,41485,1,1,,,
3,17,1717,378,2,179061,3,350,2,1,,,,11135,1,1,,,
3,17,1717,378,2,179061,4,120,2,1,,,,5680.1,1,1,,,
3,17,1717,378,2,179061,5,120,2,,,,,,2,,,,
3,17,1717,378,2,179061,6,80,2,,,,,,2,,,,
3,17,1717,378,2,179061,7,100,2,,,,,,2,,,,
3,17,1717,378,2,179062,1,30,2,,,,,,2,,,,
3,17,1717,378,2,179062,2,100,2,,,,,,2,,,,
3,17,1717,378,2,179063,1,60,2,,,,,,2,,,,
3,17,1717,378,2,179063,2,1,5,1,,,,1060.1,1,1,,,
3,17,1717,378,2,179063,3,1,5,1,,,,1122.8,1,1,,,
3,17,1717,378,2,179063,4,10,5,1,,,,29756,1,1,,,
3,17,1717,378,2,179063,6,20,2,,,,,,2,,,,
3,17,1717,378,2,179064,1,500,7,,,,,,2,,,,
3,17,1717,378,2,179064,2,200,2,1,,,,16043,1,1,,,
3,17,1717,378,2,179065,1,450,7,,,,,,2,,,,
3,17,1717,378,2,179065,2,200,2,1,,,,5575.3,1,1,,,
3,17,1717,378,2,179067,1,800,7,,,,,,2,,,,
3,17,1717,378,2,179067,2,1200,7,1,,,,2129.3,1,1,,,
3,17,1717,378,2,179067,3,900,7,1,,,,1907.6,1,1,,,
3,17,1717,378,2,179067,4,1000,7,1,,,,1992.8,1,1,,,
3,17,1717,378,2,179068,1,150,2,1,,,,13370,1,1,,,
3,17,1717,378,2,179068,2,70,2,1,,,,2755.2,1,1,,,
3,17,1717,378,2,179068,3,1,5,,,,,,2,,,,
3,17,1717,378,2,179069,1,150,2,1,,,,13006,1,1,,,
3,17,1717,378,2,179069,2,1,5,,,,,,2,,,,
3,17,1717,378,2,179070,1,230,2,1,,,,10158,1,1,,,
3,17,1717,378,2,179070,2,278,7,,,,,,2,,,,
3,17,1717,378,2,179072,1,400,2,1,,,,15295,1,1,,,
3,17,1717,378,2,179072,2,250,7,,,,,,2,,,,
3,17,1721,1272,1,179073,1,1825,7,,,,,,2,,,,
3,17,1721,1272,1,179074,1,70,7,,,,,,2,,,,
3,17,1721,1272,1,179074,2,200,2,1,,,,10217,1,1,,,
3,17,1721,1272,1,179075,1,1250,7,,,,,,2,,,,
3,17,1721,1272,1,179079,1,200,2,1,,,,8358.1,1,1,,,
3,17,1721,1272,1,179079,2,300,2,1,,,,13566,1,1,,,
3,17,1721,1272,1,179079,3,250,7,,,,,,2,,,,
3,17,1721,1272,1,179081,1,225.5,7,,,,,,2,,,,
3,17,1721,1272,1,179082,1,500,7,,,,,,2,,,,
3,17,1723,668,1,179085,1,500,7,,,,,,2,,,,
3,17,1723,668,1,179086,1,1700,7,,,,,,2,,,,
3,17,1723,668,1,179086,2,1,6,1,,,,8969.6,1,1,,,
3,17,1723,668,1,179086,3,45,2,1,,,,351.43,1,1,,,
3,17,1723,668,1,179089,1,250,2,2,5,"FLOODING","12:10:5112:10:5112:10:5112:10:5112:10:5112:",,1,1,,,
3,17,1723,668,1,179089,2,200,2,1,,,,6334.2,1,1,,,
3,17,1723,668,1,179089,3,250,7,,,,,,2,,,,
3,17,1723,668,1,179091,1,50,2,,,,,,2,,,,
3,17,1723,668,1,179091,2,250,7,,,,,,2,,,,
3,17,1723,668,1,179092,1,2,5,,,,,,2,,,,
3,17,1723,668,1,179092,2,300,7,,,,,,2,,,,
3,17,1725,200,2,179097,1,80,2,,,,,,2,,,,
3,17,1725,200,2,179097,2,60,2,1,,,,14378,1,1,,,
3,17,1725,200,2,179098,1,600,7,,,,,,2,,,,
3,17,1725,200,2,179098,2,150,2,1,,,,19073,1,1,,,
3,17,1725,200,2,179098,3,30,2,1,,,,4006.1,1,1,,,
3,17,1725,200,2,179100,1,100,2,1,,,,8783,1,1,,,
3,17,1725,200,2,179100,2,200,2,1,,,,3067,1,1,,,
3,17,1725,200,2,179100,3,50,2,1,,,,5105.8,1,1,,,
3,17,1725,200,2,179100,4,80,2,1,,,,19377,1,1,,,
3,17,1725,200,2,179100,5,60,2,1,,,,7830.1,1,1,,,
3,17,1725,200,2,179100,6,1,5,,,,,,2,,,,
3,17,1725,200,2,179101,1,200,2,1,,,,29158,1,1,,,
3,17,1725,200,2,179101,2,1,5,,,,,,2,,,,
3,17,1725,200,2,179102,1,500,7,,,,,,2,,,,
3,17,1725,200,2,179102,2,200,2,1,,,,10684,1,1,,,
3,17,1725,200,2,179103,1,100,7,,,,,,2,,,,
3,17,1725,200,2,179103,2,250,2,1,,,,19825,1,1,,,
3,17,1725,200,2,179104,1,20,2,,,,,,2,,,,
3,17,1725,200,2,179104,2,100,2,1,,,,19538,1,1,,,
3,17,1725,200,2,179105,1,120,2,1,,,,11479,1,1,,,
3,17,1725,200,2,179105,2,300,7,,,,,,2,,,,
3,17,1725,200,2,179106,1,300,2,1,,,,15350,1,1,5,,
3,17,1725,200,2,179106,2,120,2,1,,,,7922.6,1,1,,,
3,17,1725,200,2,179106,4,270,7,,,,,,2,,,,
3,17,1725,200,2,179108,1,326,2,1,,,,14984,1,1,,,
3,17,1725,200,2,179108,2,300,2,1,,,,16061,1,1,,,
3,17,1725,200,2,179108,3,270,7,,,,,,2,,,,
3,18,1803,840,2,180031,1,750.5,7,1,,,,1503.1,1,1,,,
3,18,1803,840,2,180031,2,1,5,1,,,,2748.5,1,1,,,
3,18,1803,840,2,180031,3,1,5,1,,,,1997.9,1,1,7,,
3,18,1803,840,2,180032,1,2,5,1,,,,1405.4,1,1,,,
3,18,1803,840,2,180032,2,1,6,1,,,,2397,1,1,,,
3,18,1803,840,2,180033,1,2,5,1,,,,4257.9,1,1,2,,
3,18,1803,840,2,180033,2,1,5,,,,,,2,,,,
3,18,1803,840,2,180034,1,2,5,1,,,,2423.9,1,1,,,
3,18,1803,840,2,180034,2,1,5,,,,,,2,,,,
3,18,1803,840,2,180035,1,1,6,2,2,,,,1,1,,,
3,18,1803,840,2,180035,2,0.5,6,2,2,,,,1,1,,,
3,18,1803,840,2,180036,1,400,2,1,,,,9112.9,1,1,,,
3,18,1803,840,2,180036,2,1,6,1,,,,3517.2,1,1,,,
3,18,1803,840,2,180036,3,70,2,1,,,,6434.6,1,1,,,
3,18,1803,840,2,180037,1,5,5,1,,,,78894,1,11,1,,
3,18,1803,840,2,180037,2,1,6,1,,,,4783.6,1,11,1,,
3,18,1803,840,2,180038,1,1,6,1,,,,6257.9,1,1,,,
3,18,1803,840,2,180038,3,1,6,1,,,,3887.1,1,1,,,
3,18,1803,840,2,180038,4,1.5,6,1,,,,13474,1,1,,,
3,18,1803,840,2,180039,1,1,5,1,,,,2697.9,1,1,,,
3,18,1803,840,2,180039,2,50,2,1,,,,4752.9,1,1,,,
3,18,1803,0,2,180040,1,1,5,1,,,,16198,1,1,,,
3,18,1803,0,2,180040,3,1,5,1,,,,1360,1,1,,,
3,18,1816,378,1,180041,1,2,5,1,,,,5357.3,1,1,,,
3,18,1816,378,1,180041,2,1,5,1,,,,2723.5,1,1,,,
3,18,1816,378,1,180041,4,1,5,1,,,,2229.1,1,1,,,
3,18,1816,378,1,180041,6,1,5,1,,,,2143.3,1,1,3,,
3,18,1816,378,1,180041,7,568.9,7,1,,,,2486.5,1,1,3,,
3,18,1816,378,1,180041,8,435.6,7,1,,,,2201.8,1,1,,,
3,18,1816,378,1,180041,9,1,5,1,,,,545.8,1,1,3,,
3,18,1816,378,1,180042,1,2,5,1,,,,7242.1,1,1,,,
3,18,1816,378,1,180042,2,1,5,1,,,,3514.4,1,1,,,
3,18,1816,378,1,180042,3,1,5,1,,,,904.98,1,1,,,
3,18,1816,378,1,180042,4,2,5,1,,,,2422.5,1,1,,,
3,18,1816,378,1,180043,1,1,5,1,,,,547.22,1,1,,,
3,18,1816,378,1,180044,1,1,5,1,,,,1517.5,1,1,,,
3,18,1816,378,1,180044,2,1,5,1,,,,2276.5,1,1,,,
3,18,1816,378,1,180045,1,1,6,1,,,,2844.5,1,1,,,
3,18,1816,378,1,180046,1,1,6,,,,,,2,,,,
3,18,1816,378,1,180047,1,2,5,1,,,,6232.6,1,1,,,
3,18,1816,378,1,180047,2,2,5,1,,,,7569.8,1,1,,,
3,18,1816,378,1,180047,3,40,7,,,,,,2,,,,
3,18,1816,378,1,180049,1,2,5,1,,,,1961,1,1,,,
3,18,1816,378,1,180049,2,1,5,1,,,,1474,1,1,,,
3,18,1816,378,1,180050,1,0.5,6,1,,,,652.49,1,1,,,
3,18,1816,378,1,180050,2,1,6,1,,,,1458.2,1,1,,,
3,18,1820,450,2,180091,1,7000,7,1,,,,7011.7,1,1,,,
3,18,1820,450,2,180091,2,4300,7,1,,,,4392.6,1,1,,,
3,18,1820,450,2,180091,3,2,5,,,,,,2,,,,
3,18,1820,450,2,180092,1,1,6,1,,,,35366,1,1,2,,
3,18,1820,450,2,180093,1,2400,7,1,,,,2494.1,1,1,,,
3,18,1820,450,2,180093,2,1900,7,1,,,,1988.9,1,1,,,
3,18,1820,450,2,180094,1,2500,7,1,,,,2537.1,1,1,,,
3,18,1820,450,2,180094,2,3400,7,1,,,,3443,1,1,,,
3,18,1820,450,2,180095,1,5,5,1,,,,11772,1,1,,,
3,18,1820,450,2,180096,1,180,2,1,,,,2321.1,1,1,,,
3,18,1820,450,2,180097,1,1,5,1,,,,4356.2,1,1,,,
3,18,1820,450,2,180098,1,3415,7,1,,,,3415,1,1,,,
3,18,1820,450,2,180099,1,1000,7,1,,,,7487.9,1,1,2,,
3,18,1820,450,2,180100,1,1,6,1,,,,7541.8,1,2,,,
3,18,1820,450,2,180100,2,2,6,1,,,,3158.5,1,2,,,
3,18,1802,1040,2,189003,1,1400,7,1,,,,1406.9,1,1,,,
3,18,1802,1040,2,189003,2,1.5,5,2,5,"CANT CROSS THE RIVER","11:33:5511:33:5511:33:5511:33:5511:33:5511:",,1,1,,,
3,18,1802,1040,2,189003,3,0.5,5,2,4,,,,1,1,,,
3,18,1802,1040,2,189005,1,80,2,2,5,"FARM IS LOCATED ACROSS A RIVER, CANT CROSS THE RIVER","13:38:2513:38:2513:38:2513:38:2513:38:2513:",,1,1,,,
3,18,1802,1040,2,189006,1,78,2,1,,,,1171.4,1,1,,,
3,18,1802,1040,2,189006,2,3,6,2,2,,,,1,1,,,
3,18,1802,1040,2,189007,1,40,2,1,,,,1000,1,1,,,
3,18,1802,1040,2,189007,2,115,2,1,,,,2168.8,1,1,,,
3,18,1802,1040,2,189007,4,42000,7,1,,,,42597,1,1,,,
3,18,1802,1040,2,189008,1,1,5,1,,,,4220.2,1,1,,,
3,18,1802,1040,2,189008,2,1,6,2,2,,,,1,1,,,
3,18,1802,1040,2,189009,1,46,2,1,,,,872.98,1,1,,,
3,18,1802,1040,2,189010,1,2,6,2,2,,,,1,1,,,
3,18,1802,1040,2,189011,1,58,2,1,,,,615.14,1,1,,,
3,18,1802,1040,2,189011,2,2,6,2,2,,,,1,1,,,
3,18,1802,1040,2,189012,1,2,5,1,,,,1113.2,1,1,,,
3,18,1802,1554,2,189014,1,4000,7,1,,,,4851.8,1,1,,,
3,18,1802,1554,2,189015,1,3,6,1,,,,16074,1,1,,,
3,18,1802,1554,2,189016,2,1,6,2,2,,,,1,1,2,,
3,18,1802,1554,2,189016,3,720,2,1,,,,2710,1,1,2,,
3,18,1802,1554,2,189017,1,120,2,1,,,,2936.5,1,1,,,
3,18,1802,1554,2,189018,1,10,6,1,,,,3985.6,1,1,2,,
3,18,1802,1554,2,189018,2,4,6,2,2,,,,1,1,2,,
3,18,1802,1554,2,189018,3,2,6,2,2,,,,1,1,2,,
3,18,1802,1554,2,189019,1,3,5,1,,,,2114.6,1,1,,,
3,18,1802,1554,2,189020,1,2,5,1,,,,930.62,1,1,2,,
3,18,1802,1554,2,189021,1,850,2,1,,,,5717,1,1,,,
3,18,1802,1554,2,189021,2,520,2,1,,,,3584.9,1,1,8,,
3,18,1802,1554,2,189023,1,1,6,1,,,,3827.3,1,1,,,
3,18,1802,1554,2,189023,2,1,6,1,,,,5496.3,1,1,,,
3,18,1802,1554,2,189024,1,1,6,1,,,,4410.9,1,1,,,
3,18,1802,1554,2,189024,2,3,6,2,2,,,,1,1,,,
3,18,1802,3204,1,189029,1,72,2,1,,,,1316.3,1,1,,,
3,18,1805,674,2,189037,1,158.6,7,,,,,,2,,,,
3,18,1805,674,2,189037,2,295.4,7,1,,,,532.95,1,1,,,
3,18,1805,674,2,189037,3,324.5,7,1,,,,956.34,1,1,,,
3,18,1805,674,2,189037,4,322.4,7,1,,,,2675,1,1,,,
3,18,1805,674,2,189037,5,198.6,7,1,,,,1439.1,1,1,,,
3,18,1805,674,2,189038,1,2,5,1,,,,4633.9,1,1,,,
3,18,1805,674,2,189038,2,1,5,1,,,,1118.9,1,1,7,,
3,18,1805,674,2,189038,3,2,5,1,,,,1758.9,1,1,7,,
3,18,1805,674,2,189038,4,2,5,1,,,,1953.3,1,1,7,,
3,18,1805,674,2,189039,1,300,2,1,,,,1025.8,1,1,,,
3,18,1805,674,2,189039,2,600,2,1,,,,1670.3,1,1,,,
3,18,1805,674,2,189040,1,45,2,1,,,,7619.9,1,1,15,,
3,18,1805,674,2,189040,2,70,2,1,,,,2733.3,1,1,,,
3,18,1805,674,2,189040,3,40,2,1,,,,1339.9,1,1,15,,
3,18,1805,674,2,189041,1,1,6,1,,,,5434.9,1,1,,,
3,18,1805,674,2,189041,2,215.6,7,1,,,,793.46,1,1,,,
3,18,1805,674,2,189042,1,100,2,1,,,,3693.7,1,3,1,,
3,18,1805,674,2,189043,1,130,2,1,,,,3236.4,1,1,,,
3,18,1805,674,2,189045,1,70,2,1,,,,1741.5,1,1,4,5,6
3,18,1805,674,2,189045,2,100,1,2,4,,,,1,1,4,5,6
3,18,1805,674,2,189045,3,80,1,1,,,,3216.6,1,1,4,5,6
3,18,1805,674,2,189047,1,50,2,1,,,,10554.1,1,1,,,
3,18,1805,674,2,189047,2,70,2,1,,,,2003.3,1,1,,,
3,18,1805,674,2,189048,1,60,2,1,,,,3098.7,1,11,1,,
3,18,1805,674,2,189048,2,90,2,1,,,,1608.4,1,1,,,
3,18,1805,674,2,189048,3,60,2,1,,,,1381,1,1,,,
3,18,1805,792,2,189049,1,2,5,1,,,,4512.3,1,1,,,
3,18,1805,792,2,189049,2,2,5,1,,,,1841.1,1,1,,,
3,18,1805,792,2,189049,3,1,5,1,,,,1191.1,1,1,,,
3,18,1805,792,2,189049,4,1,5,,,,,,2,,,,
3,18,1805,792,2,189051,1,200,2,1,,,,1584.6,1,1,,,
3,18,1805,792,2,189051,2,1,5,1,,,,1929.6,1,1,,,
3,18,1805,792,2,189052,1,186.7,7,,,,,,2,,,,
3,18,1805,792,2,189052,2,1,5,1,,,,1540.6,1,1,,,
3,18,1805,792,2,189052,3,1,5,1,,,,1876.8,1,1,,,
3,18,1805,792,2,189052,4,245.8,7,1,,,,811.54,1,1,,,
3,18,1805,792,2,189052,5,246.4,7,1,,,,190.22,1,1,,,
3,18,1805,792,2,189053,1,40,2,1,,,,736.03,1,1,,,
3,18,1805,792,2,189054,1,50,2,1,,,,2111.5,1,1,,,
3,18,1805,792,2,189054,3,30,2,1,,,,2287,1,1,,,
3,18,1805,792,2,189055,1,45,2,1,,,,3116.7,1,1,,,
3,18,1805,792,2,189056,1,100,2,1,,,,3813.9,1,1,,,
3,18,1805,792,2,189057,1,2,5,1,,,,1281.3,1,1,,,
3,18,1805,792,2,189057,2,2,5,1,,,,874.79,1,1,,,
3,18,1805,792,2,189058,1,220.8,7,1,,,,832.22,1,1,,,
3,18,1805,792,2,189058,2,1,5,1,,,,838.84,1,1,,,
3,18,1805,792,2,189058,3,198.7,7,1,,,,599.72,1,1,,,
3,18,1805,792,2,189058,4,1,5,1,,,,1538,1,1,,,
3,18,1805,792,2,189058,5,118.4,7,,,,,,2,,,,
3,18,1805,792,2,189058,6,513.55,7,1,,,,513.55,1,1,,,
3,18,1805,792,2,189060,1,1,5,1,,,,864.39,1,1,,,
3,18,1805,792,2,189060,2,1,5,1,,,,909.88,1,1,,,
3,18,1807,1754,2,189062,1,1.5,6,1,,,,4044.3,1,1,,,
3,18,1807,1754,2,189062,2,2,5,1,,,,30831,1,1,,,
3,18,1807,1754,2,189062,3,3,5,2,5,"NOT ACCESSIBLE BECAUSE IT IS LOCATED ACCROSS A RIVER, CANT CROSS OVER","15:28:2915:28:2915:28:2915:28:2915:28:2915:",,1,1,,,
3,18,1807,1754,2,189064,1,3000,7,1,,,,3078.3,1,1,,,
