"zone","state","lga","ea","sector","hhid","plotid","s11aq4aa","s11aq4b","s11aq4a","s11aq4b1","s11aq4b1_os","s11aq4b2","s11aq4c","s11b1q27","s11aq6a","s11aq6b","s11aq6c","s11aq6d"
2,5,502,3878,2,50034,4,2,6,1,,,,17144,1,1,6,,
2,5,502,3878,2,50034,5,1000,7,,,,,,2,,,,
2,5,502,3878,2,50035,1,50,2,1,,,,191.46,1,1,,,
2,5,502,3878,2,50035,2,30,2,1,,,,976.21,1,1,,,
2,5,502,3878,2,50035,3,1,5,1,,,,4204.4,1,1,,,
2,5,502,3878,2,50035,4,300,2,1,,,,17050,1,1,,,
2,5,502,3878,2,50035,5,200,2,1,,,,29825,1,1,,,
2,5,502,3878,2,50035,6,2,6,,,,,,2,,,,
2,5,502,3878,2,50035,7,30,5,,,,,,2,,,,
2,5,502,3878,2,50036,1,300,2,1,,,,9590.6,1,1,,,
2,5,502,3878,2,50036,2,200,2,1,,,,18774,1,1,,,
2,5,502,3878,2,50036,3,100,2,1,,,,8506.3,1,1,,,
2,5,502,3878,2,50036,4,300,2,1,,,,2800.7,1,1,,,
2,5,502,3878,2,50036,5,30,2,,,,,,2,,,,
2,5,502,3878,2,50036,6,35,2,,,,,,2,,,,
2,5,502,3878,2,50036,7,30,2,,,,,,2,,,,
2,5,502,0,2,50037,1,30,2,1,,,,2245.5,1,10,,,
2,5,502,0,2,50037,2,20,2,1,,,,279.68,1,10,,,
2,5,502,0,2,50037,3,100,2,1,,,,1617.1,1,10,,,
2,5,502,0,2,50037,4,1,6,1,,,,1034.7,1,2,,,
2,5,502,3878,2,50038,1,1,6,1,,,,7127.9,1,1,,,
2,5,502,3878,2,50038,2,2,6,1,,,,4748.8,1,1,,,
2,5,502,3878,2,50038,3,1,6,1,,,,2529.6,1,1,,,
2,5,502,3878,2,50038,4,1,6,1,,,,286.64,1,1,,,
2,5,502,3878,2,50038,5,500,7,,,,,,2,,,,
2,5,502,3878,2,50039,1,20,6,,,,,,2,,,,
2,5,502,3878,2,50039,2,150,2,1,,,,9904.9,1,1,,,
2,5,502,3878,2,50039,3,250,2,1,,,,9442.5,1,1,,,
2,5,502,3878,2,50040,1,3,6,1,,,,26570,1,1,,,
2,5,502,3878,2,50040,2,2,6,1,,,,7307.5,1,1,,,
2,5,502,3878,2,50040,3,3,6,1,,,,9199.5,1,1,,,
2,5,502,3878,2,50040,4,3,6,1,,,,6307.1,1,1,,,
2,5,502,3878,2,50040,5,150,2,1,,,,1907.6,1,1,,,
2,5,502,3878,2,50040,7,1000,7,,,,,,2,,,,
2,5,513,348,2,50051,1,50,2,1,,,,2764.4,1,1,,,
2,5,513,348,2,50051,2,120,2,1,,,,3489.3,1,1,,,
2,5,513,348,2,50051,3,50,2,1,,,,4069.5,1,1,,,
2,5,513,348,2,50051,4,200,2,1,,,,16921,1,1,,,
2,5,513,348,2,50051,5,100,2,1,,,,2514.7,1,1,,,
2,5,513,348,2,50051,6,60,2,1,,,,2740,1,1,,,
2,5,513,348,2,50051,7,50,2,1,,,,2757.4,1,1,,,
2,5,513,348,2,50051,8,30,2,,,,,,2,,,,
2,5,513,348,2,50052,1,250,2,1,,,,10311,1,1,,,
2,5,513,348,2,50052,2,150,2,1,,,,6467.8,1,1,,,
2,5,513,348,2,50052,3,200,2,1,,,,6890.3,1,1,,,
2,5,513,348,2,50052,4,50,2,,,,,,2,,,,
2,5,513,348,2,50052,5,200,2,,,,,,2,,,,
2,5,513,348,2,50053,1,50,7,,,,,,2,,,,
2,5,513,348,2,50053,2,230,2,1,,,,9869.9,1,1,,,
2,5,513,348,2,50053,3,200,2,2,1,,,,1,1,,,
2,5,513,348,2,50053,4,300,2,1,,,,13370,1,1,,,
2,5,513,348,2,50053,5,175,2,1,,,,1473.2,1,1,,,
2,5,513,348,2,50053,6,175,2,1,,,,2425.7,1,1,,,
2,5,513,348,2,50054,1,2,6,1,,,,14128,1,1,,,
2,5,513,348,2,50054,2,200,2,1,,,,8179.4,1,1,,,
2,5,513,348,2,50054,3,100,2,1,,,,5916,1,1,,,
2,5,513,348,2,50054,4,150,2,1,,,,1221.1,1,1,,,
2,5,513,348,2,50054,5,100,2,1,,,,634.99,1,1,,,
2,5,513,348,2,50055,1,200,2,1,,,,4783,1,8,,,
2,5,513,348,2,50055,2,150,2,1,,,,2940,1,8,,,
2,5,513,348,2,50055,4,50,2,,,,,,2,,,,
2,5,513,348,2,50055,5,150,2,1,,,,1661.4,1,8,,,
2,5,513,348,2,50056,1,2,6,1,,,,4041.6,1,1,,,
2,5,513,348,2,50056,2,3,6,1,,,,9875.4,1,1,,,
2,5,513,348,2,50056,3,2,6,1,,,,2686.8,1,1,,,
2,5,513,348,2,50056,4,2,6,1,,,,1716.1,1,1,,,
2,5,513,348,2,50056,5,75,7,,,,,,2,,,,
2,5,513,348,2,50056,6,198.87,7,1,,,,198.87,1,1,3,,
2,5,513,348,2,50057,1,80,2,1,,,,1283.8,1,1,,,
2,5,513,348,2,50057,2,150,2,1,,,,6037.4,1,1,,,
2,5,513,348,2,50057,3,200,2,1,,,,9479.4,1,1,,,
2,5,513,348,2,50057,4,100,2,1,,,,1782.5,1,1,,,
2,5,513,348,2,50057,5,25,2,1,,,,561.98,1,1,,,
2,5,513,348,2,50057,6,170,2,1,,,,6538.8,1,1,,,
2,5,513,348,2,50057,7,50,2,1,,,,1158.7,1,1,,,
2,5,513,348,2,50057,8,20,2,1,,,,170.09,1,1,,,
2,5,513,348,2,50057,9,50,2,1,,,,1058.4,1,1,,,
2,5,513,348,2,50058,1,2965.5,7,1,,,,2965.5,1,1,,,
2,5,513,348,2,50058,2,1,6,1,,,,3680.3,1,1,,,
2,5,513,348,2,50058,3,100,7,,,,,,2,,,,
2,5,513,348,2,50059,1,100,7,,,,,,2,,,,
2,5,513,348,2,50059,2,5,6,1,,,,11375,1,1,,,
2,5,513,348,2,50059,3,4,6,1,,,,7362.4,1,1,,,
2,5,513,348,2,50059,4,6,6,1,,,,13868,1,1,,,
2,5,513,348,2,50059,5,8,6,1,,,,7869.8,1,1,,,
2,5,513,348,2,50059,6,10,6,,,,,,2,,,,
2,5,513,348,2,50060,1,2,6,1,,,,1584.4,1,3,,,
2,5,513,348,2,50060,2,30,2,1,,,,507.72,1,3,,,
2,5,513,348,2,50060,3,200,2,1,,,,821.45,1,3,,,
2,5,513,348,2,50060,6,50,7,,,,,,2,,,,
2,5,513,348,2,50060,7,1000,7,1,,,,1348.4,1,3,,,
2,5,513,348,2,50060,8,1,6,1,,,,985.17,1,3,,,
2,5,508,984,2,50091,1,100,2,1,,,,3725.6,1,1,,,
2,5,508,984,2,50091,2,150,2,1,,,,10209,1,1,,,
2,5,508,984,2,50091,3,120,2,1,,,,6784.8,1,1,,,
2,5,508,984,2,50091,4,150,2,1,,,,6225.9,1,1,,,
2,5,508,984,2,50091,5,300,2,1,,,,24014,1,1,,,
2,5,508,984,2,50091,6,50,2,,,,,,2,,,,
2,5,508,984,2,50091,7,450,2,,,,,,2,,,,
2,5,508,984,2,50092,1,300,2,1,,,,16780,1,1,3,,
2,5,508,984,2,50092,2,400,2,1,,,,16904,1,1,3,,
2,5,508,984,2,50092,3,200,2,1,,,,6707.7,1,1,3,,
2,5,508,984,2,50092,4,100,2,1,,,,2527,1,1,,,
2,5,508,984,2,50092,5,500,2,,,,,,2,,,,
2,5,508,984,2,50092,6,350,2,,,,,,2,,,,
2,5,508,984,2,50092,7,30,2,,,,,,2,,,,
2,5,508,984,2,50093,1,250,2,1,,,,25478,1,1,,,
2,5,508,984,2,50093,2,150,2,1,,,,5364.1,1,1,,,
2,5,508,984,2,50093,3,150,2,,,,,,2,,,,
2,5,508,984,2,50093,4,25,2,,,,,,2,,,,
2,5,508,984,2,50094,1,250,2,1,,,,29535,1,1,,,
2,5,508,984,2,50094,2,200,2,1,,,,10464,1,1,,,
2,5,508,984,2,50094,3,100,2,1,,,,5244.6,1,1,,,
2,5,508,984,2,50094,4,30,2,,,,,,2,,,,
2,5,508,984,2,50095,1,100,2,1,,,,4776.1,1,1,,,
2,5,508,984,2,50095,2,100,2,1,,,,4325.8,1,1,,,
2,5,508,984,2,50095,3,200,2,1,,,,5448.3,1,1,,,
2,5,508,984,2,50095,4,1,6,1,,,,2367.2,1,1,,,
2,5,508,984,2,50095,5,1000,7,,,,,,2,,,,
2,5,508,984,2,50097,1,2,6,1,,,,14304,1,5,,,
2,5,508,984,2,50097,2,2,6,1,,,,7369.6,1,5,,,
2,5,508,984,2,50097,3,3107.8,7,1,,,,3107.8,1,5,,,
2,5,508,984,2,50097,4,1000,7,,,,,,2,,,,
2,5,508,984,2,50097,5,1941.3,7,1,,,,1941.3,1,5,,,
2,5,508,984,2,50097,6,100,2,1,,,,5026.3,1,5,,,
2,5,508,984,2,50097,7,150,2,1,,,,3375.3,1,5,,,
2,5,508,984,2,50097,8,100,2,1,,,,3386.8,1,5,,,
2,5,508,984,2,50097,9,120,2,1,,,,5494.5,1,5,,,
2,5,508,984,2,50097,10,150,2,1,,,,7824.2,1,5,,,
2,5,508,984,2,50098,1,250,2,,,,,,2,,,,
2,5,508,984,2,50098,2,150,2,,,,,,2,,,,
2,5,508,984,2,50099,1,10000,7,,,,,,2,,,,
2,5,508,984,2,50099,2,2,6,1,,,,22013,1,1,,,
2,5,508,984,2,50099,3,100,2,1,,,,12898,1,1,,,
2,5,508,984,2,50099,5,100,2,1,,,,8190.7,1,1,,,
2,5,508,984,2,50099,6,300,2,1,,,,31006,1,1,,,
2,5,508,984,2,50099,7,200,2,1,,,,7255.1,1,1,,,
2,5,508,984,2,50099,8,150,2,,,,,,2,,,,
2,5,508,984,2,50099,9,100,2,1,,,,2484.8,1,1,,,
2,5,508,984,2,50100,1,20000,7,,,,,,2,,,,
2,5,508,984,2,50100,2,100,2,1,,,,8860.3,1,1,,,
2,5,508,984,2,50100,3,120,2,1,,,,8706.7,1,1,,,
2,5,508,984,2,50100,4,120,7,1,,,,3753.1,1,1,,,
2,5,508,984,2,50100,5,100,2,1,,,,1170.6,1,1,,,
2,5,518,1588,2,50131,1,625,7,,,,,,2,,,,
2,5,518,1588,2,50131,2,30,2,1,,,,886.67,1,1,3,,
2,5,518,1588,2,50131,3,50,2,1,,,,2882.2,1,1,3,,
2,5,518,1588,2,50131,4,120,2,1,,,,15377,1,1,3,,
2,5,518,1588,2,50132,1,2500,7,,,,,,2,,,,
2,5,518,1588,2,50132,2,1,5,1,,,,3610.8,1,1,,,
2,5,518,1588,2,50132,3,1,5,1,,,,4702.4,1,1,,,
2,5,518,1588,2,50132,4,2,5,1,,,,9562.4,1,1,,,
2,5,518,1588,2,50132,5,1,5,1,,,,4062.9,1,1,,,
2,5,518,1588,2,50132,7,40,2,1,,,,2768.7,1,1,,,
2,5,518,1588,2,50133,1,400,2,1,,,,19284,1,1,,,
2,5,518,1588,2,50133,2,100,2,1,,,,8708,1,1,,,
2,5,518,1588,2,50133,3,800,2,1,,,,33965,1,1,,,
2,5,518,1588,2,50133,4,300,2,1,,,,10292,1,1,,,
2,5,518,1588,2,50133,5,150,2,1,,,,5635.07,1,1,,,
2,5,518,1588,2,50133,6,30,2,,,,,,2,,,,
2,5,518,1588,2,50134,1,250,2,1,,,,16406,1,1,,,
2,5,518,1588,2,50134,2,300,2,1,,,,16420,1,1,,,
2,5,518,1588,2,50134,3,100,2,1,,,,4560.06,1,1,,,
2,5,518,1588,2,50134,4,100,2,1,,,,3726.09,1,1,,,
2,5,518,1588,2,50134,5,500,2,,,,,,2,,,,
2,5,518,1588,2,50134,6,400,2,,,,,,2,,,,
2,5,518,1588,2,50135,1,200,2,1,,,,16640,1,1,,,
2,5,518,1588,2,50135,2,40,2,1,,,,2167.09,1,1,,,
2,5,518,1588,2,50135,3,30,2,1,,,,2930.09,1,1,,,
2,5,518,1588,2,50135,4,500,2,,,,,,2,,,,
2,5,518,1588,2,50135,5,30,2,,,,,,2,,,,
2,5,518,1588,2,50136,1,1,5,1,,,,5217.8,1,1,,,
2,5,518,1588,2,50136,2,1.5,5,1,,,,7425.3,1,1,,,
2,5,518,1588,2,50136,3,3,5,1,,,,14140,1,1,,,
2,5,518,1588,2,50136,4,2,5,1,,,,8086.5,1,1,,,
2,5,518,1588,2,50136,5,2,5,1,,,,8853.2,1,1,,,
2,5,518,1588,2,50136,6,800,7,,,,,,2,,,,
2,5,518,1588,2,50137,1,1000,7,1,,,,1204,1,3,,,
2,5,518,1588,2,50137,2,3000,7,1,,,,7567.3,1,3,,,
2,5,518,1588,2,50137,3,700,7,,,,,,2,,,,
2,5,518,1588,2,50138,1,625,7,,,,,,2,,,,
2,5,518,1588,2,50138,2,100,2,1,,,,5139.9,1,1,,,
2,5,518,1588,2,50138,3,2,6,1,,,,20352,1,1,,,
2,5,518,1588,2,50138,4,50,2,1,,,,1967.9,1,1,,,
2,5,518,1588,2,50139,1,1,5,1,,,,3795.2,1,1,,,
2,5,518,1588,2,50139,2,0.5,5,1,,,,3609.7,1,1,,,
2,5,518,1588,2,50139,3,3,5,1,,,,11494,1,1,,,
2,5,518,1588,2,50139,4,850,7,,,,,,2,,,,
1,31,3105,0,1,50140,1,2,5,2,1,,,,1,1,,,
2,5,518,1304,2,50151,1,60,2,1,,,,2901.04,1,3,,,
2,5,518,1304,2,50151,2,70,2,1,,,,5410.07,1,3,,,
2,5,518,1304,2,50151,3,25,2,,,,,,2,,,,
2,5,518,1304,2,50152,1,100,2,1,,,,3477.02,1,1,,,
2,5,518,1304,2,50152,2,100,2,1,,,,10711,1,1,,,
2,5,518,1304,2,50152,3,50,2,1,,,,2922.04,1,1,,,
2,5,518,1304,2,50152,4,35,2,1,,,,2870.01,1,1,,,
2,5,518,1304,2,50153,1,80,2,1,,,,3441.01,1,1,,,
2,5,518,1304,2,50153,2,200,2,1,,,,8951.05,1,1,,,
2,5,518,1304,2,50153,3,250,2,,,,,,2,,,,
2,5,518,1304,2,50153,4,300,2,,,,,,2,,,,
2,5,518,1304,2,50153,5,25,2,,,,,,2,,,,
2,5,518,1304,2,50154,1,500,7,,,,,,2,,,,
2,5,518,1304,2,50154,2,50,2,1,,,,2691.3,1,3,,,
2,5,518,1304,2,50154,3,40,2,1,,,,2205.1,1,3,,,
2,5,518,1304,2,50154,4,200,2,,,,,,2,,,,
2,5,518,1304,2,50155,1,2,6,1,,,,8779.5,1,1,,,
2,5,518,1304,2,50155,2,1,6,1,,,,6185.8,1,1,,,
2,5,518,1304,2,50155,3,1,6,1,,,,1212.8,1,1,,,
2,5,518,1304,2,50155,4,650,7,,,,,,2,,,,
2,5,518,1304,2,50155,5,1,6,1,,,,11364,1,1,,,
2,5,518,1304,2,50156,1,1,6,1,,,,12978,1,7,1,,
2,5,518,1304,2,50156,2,2000,7,1,,,,4360.8,1,7,1,,
2,5,518,1304,2,50156,3,750,7,,,,,,2,,,,
2,5,518,1304,2,50157,1,100,7,,,,,,2,,,,
2,5,518,1304,2,50157,2,20,2,1,,,,1792.9,1,1,,,
2,5,518,1304,2,50157,3,80,2,1,,,,3696.3,1,1,,,
2,5,518,1304,2,50157,4,50,2,1,,,,2498.7,1,1,,,
2,5,518,1304,2,50158,1,700,7,1,,,,706.12,1,1,,,
2,5,518,1304,2,50158,2,2000,7,1,,,,2931.5,1,1,,,
2,5,518,1304,2,50159,1,625,7,,,,,,2,,,,
2,5,518,1304,2,50159,2,250,2,1,,,,38661,1,1,,,
2,5,518,1304,2,50159,3,100,2,1,,,,8000.1,1,1,,,
2,5,518,1304,2,50159,4,150,2,1,,,,7781.9,1,1,,,
2,5,518,1304,2,50159,5,60,2,1,,,,5335,1,1,,,
2,5,518,1304,2,50159,6,120,2,1,,,,13246,1,1,,,
2,5,518,1304,2,50159,7,100,2,,,,,,2,,,,
2,5,518,1304,2,50160,1,220,2,1,,,,966.93,1,1,,,
2,5,518,1304,2,50160,2,700,7,,,,,,2,,,,
2,5,518,1304,2,50160,3,500,7,,,,,,2,,,,
2,5,520,1756,2,50161,1,150,2,1,,,,13567,1,1,,,
2,5,520,1756,2,50161,2,100,2,1,,,,12786,1,1,,,
2,5,520,1756,2,50161,3,100,2,1,,,,9898.3,1,1,,,
2,5,520,1756,2,50161,4,50,2,1,,,,5982.9,1,1,,,
2,5,520,1756,2,50161,5,100,7,,,,,,2,,,,
2,5,520,1756,2,50162,1,160,2,1,,,,12361,1,1,,,
2,5,520,1756,2,50162,2,230,2,1,,,,13210,1,1,,,
2,5,520,1756,2,50163,1,200,2,1,,,,10802,1,1,,,
2,5,520,1756,2,50163,2,150,2,1,,,,4131.9,1,1,,,
2,5,520,1756,2,50163,3,50,7,,,,,,2,,,,
2,5,520,1756,2,50164,1,200,2,1,,,,5951,1,1,,,
2,5,520,1756,2,50164,2,150,2,1,,,,4503.5,1,1,,,
2,5,520,1756,2,50164,3,50,7,,,,,,2,,,,
2,5,520,1756,2,50165,2,163,2,1,,,,3558.1,1,2,,,
2,5,520,1756,2,50165,3,50,7,,,,,,2,,,,
2,5,520,1756,2,50166,1,200,2,1,,,,4802.6,1,1,,,
2,5,520,1756,2,50166,2,100,2,1,,,,8433.7,1,1,,,
2,5,520,1756,2,50166,3,50,7,,,,,,2,,,,
2,5,520,1756,2,50167,1,150,2,1,,,,8164.3,1,1,,,
2,5,520,1756,2,50167,2,120,2,1,,,,7898.7,1,1,,,
2,5,520,1756,2,50167,3,130,2,1,,,,6631.7,1,1,,,
2,5,520,1756,2,50167,4,110,2,1,,,,5861.7,1,1,,,
2,5,520,1756,2,50167,5,100,7,,,,,,2,,,,
2,5,520,1756,2,50168,1,130,2,1,,,,5797,1,1,,,
2,5,520,1756,2,50168,2,100,2,1,,,,5185,1,1,,,
2,5,520,1756,2,50168,3,100,7,,,,,,2,,,,
2,5,520,1756,2,50169,1,100,7,,,,,,2,,,,
2,5,520,1756,2,50169,2,120,2,1,,,,14811,1,1,,,
2,5,520,1756,2,50169,3,150,2,1,,,,4898.9,1,1,,,
2,5,520,1756,2,50170,1,50,7,,,,,,2,,,,
2,5,520,1756,2,50170,2,150,2,1,,,,9077.4,1,1,,,
2,5,520,1756,2,50170,3,120,2,1,,,,3264,1,1,,,
2,5,520,1756,2,50170,4,100,2,1,,,,8937.9,1,1,,,
2,5,502,562,1,59002,1,3000,7,,,,,,2,,,,
2,5,502,562,1,59003,1,2000,7,,,,,,2,,,,
2,5,502,562,1,59005,1,5000,7,,,,,,2,,,,
2,5,502,562,1,59005,2,3,6,,,,,,2,,,,
2,5,502,562,1,59005,3,2,6,1,,,,3121.8,1,1,,,
2,5,502,562,1,59005,4,1,6,1,,,,2439.7,1,1,,,
2,5,502,562,1,59005,5,2000,7,1,,,,2217.9,1,1,,,
2,5,502,562,1,59005,6,1200,7,1,,,,2021.2,1,1,,,
2,5,502,562,1,59005,7,1700,7,1,,,,1871.6,1,1,,,
2,5,502,562,1,59006,1,1,6,2,4,,,,1,1,,,
2,5,502,562,1,59006,2,1,6,2,4,,,,1,1,,,
2,5,502,562,1,59006,3,5000,7,,,,,,2,,,,
2,5,502,562,1,59006,4,5000,7,,,,,,2,,,,
2,5,502,562,1,59009,1,10000,7,,,,,,2,,,,
2,5,502,562,1,59009,2,20000,7,,,,,,2,,,,
2,5,502,562,1,59011,1,1000,7,,,,,,2,,,,
2,5,502,562,1,59012,1,130,2,1,,,,4713.3,1,1,2,,
2,5,502,562,1,59012,2,50,2,1,,,,1243.3,1,1,2,,
2,5,503,246,2,59013,1,100,2,1,,,,7842.5,1,1,,,
2,5,503,246,2,59013,2,50,2,1,,,,1115.2,1,1,,,
2,5,503,246,2,59013,3,45,2,1,,,,2349.5,1,1,2,,
2,5,503,246,2,59013,4,25,2,,,,,,2,,,,
2,5,503,246,2,59014,1,100,2,1,,,,3252.1,1,1,2,,
2,5,503,246,2,59014,2,15,2,,,,,,2,,,,
2,5,503,246,2,59015,1,100,2,1,,,,6469.4,1,1,,,
2,5,503,246,2,59015,2,85,2,1,,,,4803.9,1,1,,,
2,5,503,246,2,59015,3,50,2,1,,,,2238.6,1,1,,,
2,5,503,246,2,59015,4,20,2,,,,,,2,,,,
2,5,503,246,2,59015,5,300,2,,,,,,2,,,,
2,5,503,246,2,59016,1,1588.9,7,1,,,,1588.9,1,1,,,
2,5,503,246,2,59016,2,2165.8,7,1,,,,2165.8,1,1,,,
2,5,503,246,2,59016,3,8132,7,1,,,,8132,1,1,,,
2,5,503,246,2,59016,4,5962.4,7,1,,,,5962.4,1,1,,,
2,5,503,246,2,59016,5,7191,7,1,,,,7191,1,1,,,
2,5,503,246,2,59016,6,700,7,,,,,,2,,,,
2,5,503,246,2,59016,7,918.48,7,1,,,,918.48,1,1,,,
2,5,503,246,2,59016,8,14429,7,1,,,,14429,1,1,,,
2,5,503,246,2,59017,1,6151.5,7,1,,,,6151.5,1,2,1,,
2,5,503,246,2,59017,2,646.37,7,1,,,,646.37,1,3,,,
2,5,503,246,2,59017,3,288.55,7,1,,,,288.55,1,1,,,
2,5,503,246,2,59017,6,800,7,,,,,,2,,,,
2,5,503,246,2,59017,7,2740.4,7,1,,,,2740.4,1,2,,,
2,5,503,246,2,59017,8,4189.9,7,1,,,,4189.9,1,1,,,
2,5,503,246,2,59018,1,2003.9,7,1,,,,2003.9,1,2,,,
2,5,503,246,2,59018,2,6160.5,7,1,,,,6160.5,1,2,,,
2,5,503,246,2,59018,3,812.13,7,1,,,,1551.3,1,1,2,,
2,5,503,246,2,59018,4,2365.3,7,1,,,,2365.3,1,1,2,,
2,5,503,246,2,59018,5,2961.5,7,1,,,,2961.5,1,1,2,,
2,5,503,246,2,59018,6,812.3,7,1,,,,812.13,1,1,2,,
2,5,503,246,2,59018,7,700,7,,,,,,2,,,,
2,5,503,246,2,59018,8,2848.1,7,1,,,,2848.1,1,1,2,,
2,5,503,246,2,59021,1,10000,7,,,,,,2,,,,
2,5,503,246,2,59021,2,60,2,1,,,,3832.6,1,1,,,
2,5,503,246,2,59021,3,35,2,1,,,,1779.1,1,1,,,
2,5,503,246,2,59022,1,10000,7,,,,,,2,,,,
2,5,503,246,2,59022,2,30,2,1,,,,3354.5,1,1,,,
2,5,503,246,2,59022,3,40,2,1,,,,3341.2,1,1,,,
2,5,503,246,2,59022,4,50,2,1,,,,971.86,1,1,,,
2,5,503,246,2,59022,5,60,2,1,,,,3405.2,1,1,,,
2,5,503,246,2,59022,6,30,2,1,,,,936.51,1,1,,,
2,5,503,246,2,59022,7,30,2,1,,,,5058.5,1,1,,,
2,5,503,246,2,59023,1,20000,7,,,,,,2,,,,
2,5,503,246,2,59023,2,200,2,1,,,,5404.6,1,1,,,
2,5,503,246,2,59023,3,150,2,1,,,,1695.3,1,1,,,
2,5,503,246,2,59023,6,250,2,1,,,,1695.8,1,1,,,
2,5,503,246,2,59023,7,100,2,1,,,,2351.9,1,1,,,
2,5,503,246,2,59023,8,200,2,1,,,,4428.8,1,1,,,
2,5,503,246,2,59024,1,20000,7,,,,,,2,,,,
2,5,503,246,2,59024,2,70,2,1,,,,3755.1,1,1,,,
2,5,503,246,2,59024,3,100,2,1,,,,5302.9,1,1,,,
2,5,503,246,2,59024,4,30,2,1,,,,1148.6,1,1,,,
2,5,503,246,2,59024,5,25,2,1,,,,1216.6,1,1,,,
2,5,503,246,2,59024,6,70,2,1,,,,1115.7,1,1,,,
2,5,503,246,2,59024,7,80,2,1,,,,2446.6,1,1,,,
2,5,504,406,2,59025,1,300,2,1,,,,26866,1,1,,,
2,5,504,406,2,59025,2,500,2,1,,,,14287,1,1,,,
2,5,504,406,2,59025,3,300,2,1,,,,13225,1,1,,,
2,5,504,406,2,59025,4,100,7,,,,,,2,,,,
2,5,504,406,2,59026,1,500,2,1,,,,29582,1,1,,,
2,5,504,406,2,59026,2,400,2,1,,,,16339,1,1,,,
2,5,504,406,2,59027,1,150,2,1,,,,11715,1,1,,,
2,5,504,406,2,59027,2,300,2,1,,,,14308,1,1,,,
2,5,504,406,2,59027,3,50,7,,,,,,2,,,,
2,5,504,406,2,59028,1,120,2,1,,,,6697.1,1,1,,,
2,5,504,406,2,59028,2,300,2,1,,,,16344,1,1,,,
2,5,504,406,2,59028,3,100,2,1,,,,2078.4,1,1,,,
2,5,504,406,2,59028,4,150,2,1,,,,7001.4,1,1,,,
2,5,504,406,2,59030,1,100,7,,,,,,2,,,,
2,5,504,406,2,59030,2,250,2,1,,,,19334,1,1,,,
2,5,504,406,2,59030,3,110,2,1,,,,8703.7,1,1,,,
2,5,504,406,2,59030,4,80,2,1,,,,8463.1,1,1,,,
2,5,504,406,2,59031,1,100,7,,,,,,2,,,,
2,5,504,406,2,59031,2,280,2,1,,,,14348,1,1,,,
2,5,504,406,2,59031,3,280,2,1,,,,13486,1,1,,,
2,5,504,406,2,59031,4,300,2,1,,,,12924,1,1,,,
2,5,504,406,2,59032,1,100,7,,,,,,2,,,,
2,5,504,406,2,59032,2,260,2,1,,,,5142.3,1,1,,,
2,5,504,406,2,59032,3,200,2,1,,,,7760,1,1,,,
2,5,504,406,2,59032,4,120,2,1,,,,23041,1,1,,,
2,5,504,406,2,59034,1,150,2,1,,,,8318.1,1,1,,,
2,5,504,406,2,59034,2,250,2,1,,,,20665,1,1,,,
2,5,504,406,2,59034,3,400,2,1,,,,13339,1,1,,,
2,5,504,406,2,59034,4,100,7,,,,,,2,,,,
2,5,504,406,2,59035,1,120,2,1,,,,4623.1,1,1,,,
2,5,504,406,2,59035,2,100,2,1,,,,10711,1,1,,,
2,5,504,406,2,59035,3,50,7,,,,,,2,,,,
2,5,504,406,2,59036,1,100,7,,,,,,2,,,,
2,5,504,406,2,59036,2,250,2,1,,,,6731.7,1,1,,,
2,5,504,406,2,59036,3,100,2,1,,,,3976.5,1,1,,,
2,5,504,406,2,59036,4,200,2,1,,,,13182,1,1,,,
2,5,504,1162,2,59037,1,100,2,1,,,,4638.5,1,1,,,
2,5,504,1162,2,59037,2,150,2,1,,,,8284.5,1,1,,,
2,5,504,1162,2,59037,3,200,2,1,,,,18163,1,1,,,
2,5,504,1162,2,59037,4,150,2,1,,,,7577,1,1,,,
2,5,504,1162,2,59037,5,230,2,1,,,,14299,1,1,,,
2,5,504,1162,2,59037,6,70,7,,,,,,2,,,,
2,5,504,1162,2,59039,1,220,2,1,,,,15978,1,1,,,
2,5,504,1162,2,59039,2,100,2,1,,,,1730.3,1,1,,,
2,5,504,1162,2,59039,3,50,7,,,,,,2,,,,
2,5,504,1162,2,59040,1,365,2,1,,,,22949,1,1,,,
2,5,504,1162,2,59040,2,300,2,1,,,,20260,1,1,,,
2,5,504,1162,2,59040,3,50,7,,,,,,2,,,,
2,5,504,1162,2,59041,1,100,7,,,,,,2,,,,
2,5,504,1162,2,59041,2,1000,2,1,,,,34530,1,1,,,
2,5,504,1162,2,59041,3,1500,2,1,,,,34162,1,1,,,
2,5,504,1162,2,59042,1,500000,2,1,,,,24619,1,1,,,
2,5,504,1162,2,59042,2,250000,2,1,,,,15414,1,1,,,
2,5,504,1162,2,59043,1,200,2,1,,,,8358.3,1,1,,,
2,5,504,1162,2,59043,2,200,2,1,,,,15559,1,1,,,
2,5,504,1162,2,59044,1,450000,2,1,,,,15636,1,1,,,
2,5,504,1162,2,59044,2,300,2,1,,,,6876.9,1,1,,,
2,5,504,1162,2,59046,1,150,7,,,,,,2,,,,
2,5,504,1162,2,59046,2,450,2,1,,,,36025,1,1,3,,
2,5,504,1162,2,59046,3,240,2,1,,,,12252,1,1,3,,
2,5,504,1162,2,59046,4,150,2,1,,,,3802.5,1,3,1,,
2,5,504,1162,2,59047,1,150,7,,,,,,2,,,,
2,5,504,1162,2,59047,2,240,2,1,,,,14092,1,1,,,
2,5,504,1162,2,59047,3,320,2,1,,,,10073,1,1,,,
