"zone","state","lga","sector","ea","hhid","plotid","cropcode","s11fq0","s11fq1","s11fq2a","s11fq3d_1","s11fq3d_2","s11fq3d_2_os","s11fq3d_3","s11fq3b","s11fq3aa","s11fq3c","s11fq3e","s11fq3f","s11fq3_1","s11fq3_2","s11fq4aa","s11fq4","s11fq5aa","s11fq6","s11fq7","s11fq7a","s11fq8aa","s11fq8a","s11fq8b","s11fq8c","s11fq8d","s11fq9","s11fq10","s11fq10_os","s11fq11a","s11fq11b","s11fq11b_os","s11fq11c","s11fq11d","s11fq12a","s11fq12b","s11fq12b_os","s11fq12c","s11fq12d","s11fq13"
4,16,1615,2,220,169103,3,2190,1,50,2,3,90,"HEAP",1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,20,100,,2,,1
4,16,1615,2,220,169103,3,3180,2,,,,,,,,,,,,,,1,25,20,-99,0,,1,1,2018,7,2018,2,,,7,11,,,,10,11,,,,1
4,16,1615,2,220,169103,4,1020,1,100,2,15,100,,2,1,1,"YELLOW ROOT",2,4,4,2018,,,,,,,2,,,,,,,,,,,,,20,170,,,,1
4,16,1615,2,220,169103,4,1080,1,100,2,8,80,"PIECE",2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,8,130,,10,1,1
4,16,1615,2,220,169103,4,3180,2,,,,,,,,,,,,,,1,25,16,-99,0,,1,1,2018,7,2018,1,1,,16,11,,,,20,11,,,,1
4,16,1615,2,220,169105,1,1020,1,100,2,20,100,,0,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,30,170,,,,1
4,16,1615,2,220,169105,1,1080,1,75,2,10,80,"PIECE",0,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,4,130,,11,1,1
4,16,1615,2,220,169105,1,2190,1,50,2,2,90,"HEAP",0,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,25,100,,1,,1
4,16,1615,2,220,169105,2,1020,1,100,2,15,100,,1,2,,,,,3,2017,,,,,,,2,,,,,,,,,,,,,20,170,,,,1
4,16,1615,2,220,169105,2,3180,2,,,,,,,,,,,,,,1,33,10,-99,0,,1,1,2018,5,2018,1,2,,5,11,,,,10,11,,,,1
4,16,1615,2,220,169106,1,1020,1,100,2,8,100,,2,2,,,,,2,2018,,,,,,,2,,,,,,,,,,,,,15,170,,,,2
4,16,1615,2,220,169106,1,1080,1,100,2,12,80,"UNSHELLED COB",1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,10,,,1,2
4,16,1615,2,220,169106,1,3180,2,,,,,,,,,,,,,,2,,6,-99,0,,2,,,,,,,,,,,,,10,3,,,,2
4,16,1615,2,220,169107,1,1020,1,100,2,5,100,,1,1,-98,"YELLOW ROOT",2,2,5,2018,,,,,,,2,,,,,,,,,,,,,8,170,,,,2
4,16,1615,2,220,169107,1,1040,1,75,2,2,10,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,10,,,,2
4,16,1615,2,220,169107,1,1080,1,50,2,5,80,"PIECE",1,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,7,90,,1,1,2
4,16,1615,2,220,169107,1,2120,1,100,2,3,90,"HEAP",0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,4,140,,0,,1
4,16,1615,2,220,169107,1,3180,2,,,,,,,,,,,,,,1,25,4,-99,0,,1,1,2018,7,2018,2,,,1,11,,,,6,11,,,,1
4,16,1615,2,220,169107,2,1020,1,100,2,8,100,,0,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,5,170,,,,1
4,16,1615,2,220,169107,2,1040,1,50,2,2,100,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,5,170,,,,1
4,16,1615,2,220,169107,2,2120,1,25,2,1,90,"HEAP",1,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,3,140,,0,,2
4,16,1615,2,220,169107,2,2170,2,,,,,,,,,,,,,,1,25,5,-99,0,,1,8,2017,12,2017,1,8,,3,110,,1,,7,110,,1,,1
4,16,1616,2,902,169109,1,1020,1,75,2,4,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,6,130,,11,,2
4,16,1616,2,902,169109,1,1080,1,25,2,5,900,"NESCAFE CUP",1,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,1,90,,1,1,2
4,16,1616,2,902,169109,2,1020,1,75,2,2,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,3,130,,11,,2
4,16,1616,2,902,169109,2,2190,1,25,2,1,100,"BUNDLE",0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,1,100,,0,,2
4,16,1616,2,902,169109,3,1020,1,75,2,2,100,,2,2,,,,,6,2018,,,,,,,2,,,,,,,,,,,,,2,130,,11,,2
4,16,1616,2,902,169109,3,1080,1,25,2,2,80,"PIECES",1,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,1,90,,0,1,2
4,16,1616,2,902,169109,4,1020,1,75,2,1,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,4,130,,11,,2
4,16,1616,2,902,169109,4,1040,1,25,2,1,10,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1,10,,,,2
4,16,1616,2,902,169109,5,1020,1,50,2,1,100,,0,2,,,,,7,2018,,,,,,,2,,,,,,,,,,,,,1,130,,11,,2
4,16,1616,2,902,169109,5,2080,1,25,2,1,70,,0,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,1,140,,1,,2
4,16,1616,2,902,169109,5,2142,1,25,2,1,40,,0,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,1,140,,0,,2
4,16,1616,2,902,169111,1,1020,1,25,2,3,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,6,170,,,,2
4,16,1616,2,902,169111,1,1080,1,10,2,2,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,4,130,,11,1,2
4,16,1616,2,902,169111,1,1121,1,25,2,45,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,5,170,,,,2
4,16,1616,2,902,169111,1,3180,2,,,,,,,,,,,,,,2,,5,-99,0,,1,99,,,,2,,,3,3,,,,4,3,,,,2
4,16,1616,2,902,169112,1,1020,1,100,1,7,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,10,130,,11,,1
4,16,1616,2,902,169112,2,1020,1,75,2,4,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,6,130,,11,,1
4,16,1616,2,902,169112,2,1121,1,25,2,200,211,,,1,1,"NWAGBA and JI EGWE",1,,3,2018,,,,,,,,,,,,,,,,,,,,3,170,,,,2
4,16,1616,2,902,169112,2,2190,1,25,2,4,100,"BUNDLE",2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,4,100,,1,,1
4,16,1616,2,902,169112,3,1020,1,100,1,7,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,5,130,,11,,1
4,16,1616,2,902,169112,4,1020,1,50,2,2,100,,2,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,5,130,,11,,1
4,16,1616,2,902,169112,4,1040,1,25,2,1,90,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,2,140,,2,,2
4,16,1616,2,902,169112,4,1121,1,25,2,40,211,"SEEDS",1,1,1,"NWAGBA",1,,3,2018,,,,,,,,,,,,,,,,,,,,1,170,,,,2
4,16,1616,2,902,169112,4,2190,1,25,2,50,260,"SEEDS",0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,100,,1,,2
4,16,1616,2,902,169113,1,1040,1,25,2,1,10,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1,140,,1,,2
4,16,1616,2,902,169113,1,1121,1,50,2,15,211,"PIECES",1,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1,170,,,,2
4,16,1616,2,902,169113,1,2080,1,25,2,1,70,,0,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2,70,,1,,2
4,16,1616,2,902,169113,2,1020,1,75,2,10,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,10,130,,11,,2
4,16,1616,2,902,169113,2,1121,1,25,2,30,211,"PIECES",1,1,1,"Special seed",1,,3,2018,,,,,,,,,,,,,,,,,,,,2,90,,1,,2
4,16,1616,2,902,169113,2,2190,1,25,2,1,100,"BUNDLE",2,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2,100,,1,,2
4,16,1616,2,902,169113,3,1020,1,50,2,14,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,5,130,,11,,2
4,16,1616,2,902,169113,3,1121,1,25,2,40,211,"PIECES",1,1,-98,"SPECIAL SEED",1,,3,2018,,,,,,,,,,,,,,,,,,,,2,90,,1,,2
4,16,1616,2,902,169113,3,2190,1,25,2,2,100,"BUNDLE",1,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2,100,,1,,2
4,16,1616,2,902,169113,5,1020,1,75,2,3,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,10,170,,,,2
4,16,1616,2,902,169113,5,3180,2,,,,,,,,,,,,,,2,,26,2015,12,2,2,,,,,,,,,,,,,0,,,,,
4,16,1616,2,902,169114,1,1020,1,100,2,3,100,,0,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,4,130,,11,,2
4,16,1616,2,902,169114,1,1040,1,33,2,1,10,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,4,10,,,,2
4,16,1616,2,902,169114,1,1080,1,75,2,1,12,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2,10,,,1,2
4,16,1616,2,902,169114,2,1020,1,100,2,2,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,3,130,,11,,2
4,16,1616,2,902,169114,2,1040,1,33,2,1,10,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,10,,,,2
4,16,1616,2,902,169114,3,1020,1,100,2,3,100,,0,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,4,130,,11,,2
4,16,1616,2,902,169114,3,1080,1,75,2,1,12,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2,10,,,1,2
4,16,1616,2,902,169114,4,1020,1,100,2,2,100,,2,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,4,130,,11,,2
4,16,1616,2,902,169114,4,1080,1,75,2,1,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,10,,,1,2
4,16,1616,2,902,169115,1,1020,1,100,2,3,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,3,130,,11,,2
4,16,1616,2,902,169115,1,1080,1,33,2,1,12,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,20,80,,0,1,2
4,16,1616,2,902,169115,2,1020,1,100,1,2,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,4,130,,11,,2
4,16,1616,2,902,169116,1,1020,1,100,2,4,100,,0,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,4,170,,,,2
4,16,1616,2,902,169116,1,1040,1,50,2,2,10,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,4,10,,,,1
4,16,1616,2,902,169116,1,1080,1,66,2,1,12,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1,170,,,1,2
4,16,1616,2,902,169116,1,2030,2,,,,,,,,,,,,,,1,10,8,-99,0,,1,99,,,,2,,,5,110,,0,,6,110,,0,,1
4,16,1616,2,902,169116,4,1020,1,100,2,3,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,4,170,,,,2
4,16,1616,2,902,169116,4,1121,1,75,2,100,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,150,211,,,,1
4,16,1616,2,902,169116,4,2170,2,,,,,,,,,,,,,,1,25,10,-99,0,,1,99,,,,2,,,7,110,,1,,10,110,,1,,1
4,16,1616,2,902,169116,5,1020,1,100,1,5,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,3,170,,,,2
4,16,1616,2,902,169116,6,1020,1,100,2,2,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,2,170,,,,2
4,16,1616,2,902,169116,6,1080,1,33,2,1,12,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1,170,,,1,2
4,16,1616,2,902,169116,6,3180,2,,,,,,,,,,,,,,1,25,9,-99,0,,1,99,,,,2,,,15,100,,1,,20,100,,1,,2
4,16,1616,2,902,169117,1,1020,1,50,2,3,100,,2,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,7,170,,,,1
4,16,1616,2,902,169117,1,1060,1,25,2,5,13,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,3,130,,11,1,1
4,16,1616,2,902,169117,1,3180,2,,,,,,,,,,,,,,2,,6,-99,0,,1,99,,,,2,,,1,190,,4,,3,190,,4,,1
4,16,1616,2,902,169117,2,1020,1,25,2,2,100,,2,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,5,170,,,,1
4,16,1616,2,902,169117,2,1121,1,25,2,35,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,8,170,,,,1
4,16,1616,2,902,169117,2,2170,2,,,,,,,,,,,,,,2,,5,2015,1,2,1,99,,,,2,,,2,100,,2,,3,100,,2,,2
4,16,1616,2,902,169117,2,3180,2,,,,,,,,,,,,,,2,,2,2014,0,,2,,,,,,,,,,,,,2,190,,4,,2
4,16,1616,2,902,169119,1,1020,1,75,2,3,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,5,130,,11,,1
4,16,1616,2,902,169119,1,3180,2,,,,,,,,,,,,,,2,,-99,-99,0,,2,,,,,,,,,,,,,0,,,,,
4,16,1616,2,902,169119,2,1020,1,50,2,3,100,,2,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,6,130,,11,,1
4,16,1616,2,902,169119,2,3180,2,,,,,,,,,,,,,,2,,2,-99,0,,2,,,,,,,,,,,,,7,130,,11,,1
4,16,1616,2,902,169119,3,1020,1,50,2,2,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,6,170,,,,1
4,16,1616,2,902,169119,3,1121,1,25,2,10,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,5,130,,10,,1
4,16,1616,2,902,169119,3,3180,2,,,,,,,,,,,,,,2,,1,2011,0,,1,99,,,,2,,,1,3,,,,2,3,,,,2
4,16,1616,2,902,169119,4,1020,1,75,2,4,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,7,130,,11,,1
4,16,1616,2,902,169119,4,1121,1,5,2,4,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,130,,10,,2
4,16,1616,2,902,169120,1,1020,1,50,2,3,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,4,170,,,,1
4,16,1616,2,902,169120,1,1080,1,25,2,1,12,,,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,3,130,,10,1,1
4,16,1616,2,902,169120,1,1123,1,25,2,20,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,3,170,,,,1
4,16,1616,2,902,169120,2,1020,1,75,2,4,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,6,130,,11,,1
4,16,1616,2,902,169120,2,1123,1,25,2,20,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2,130,,11,,1
4,16,1627,2,126,169121,1,1110,1,100,1,4,11,,,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,15,130,,12,1,1
4,16,1627,2,126,169121,3,1020,1,100,1,7,100,,1,2,,,,,11,2017,,,,,,,2,,,,,,,,,,,,,20,170,,,,1
4,16,1627,2,126,169121,7,1020,1,100,2,30,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,40,170,,,,1
4,16,1627,2,126,169121,7,3180,2,,,,,,,,,,,,,,2,,7,-99,0,,1,99,,,,2,,,16,100,,1,,20,100,,1,,1
4,16,1627,2,126,169122,1,1020,1,50,2,7,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,10,130,,11,,1
4,16,1627,2,126,169122,1,1040,1,10,2,1,170,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,170,,,,1
4,16,1627,2,126,169122,1,1080,1,15,2,5,40,,1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,4,130,,11,1,1
4,16,1627,2,126,169122,1,1121,1,10,2,42,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,170,,,,2
4,16,1627,2,126,169122,1,1123,1,10,2,30,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,3,90,,1,,1
4,16,1627,2,126,169122,1,2190,1,10,2,6,100,"BUNDLE",1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,10,100,,1,,1
4,16,1627,2,126,169122,2,1020,1,75,2,15,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,45,170,,,,1
4,16,1627,2,126,169122,2,1040,1,25,2,1,90,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,1,90,,2,,2
4,16,1627,2,126,169122,2,1080,1,25,2,1,40,,3,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,3,130,,10,1,1
4,16,1627,2,126,169122,2,2190,1,25,2,6,100,"BUNDLE",1,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,8,100,,1,,1
4,16,1627,2,126,169122,2,3180,2,,,,,,,,,,,,,,2,,40,-99,0,,1,99,,,,2,,,5,100,,1,,15,100,,1,,1
4,16,1627,2,126,169124,1,1020,1,100,1,30,100,,1,2,,,,,11,2017,,,,,,,2,,,,,,,,,,,,,40,170,,,,1
4,16,1627,2,126,169125,1,1020,1,100,2,5,100,,1,2,,,,,6,2018,,,,,,,2,,,,,,,,,,,,,20,170,,,,1
4,16,1627,2,126,169125,1,3090,2,,,,,,,,,,,,,,2,,2,-99,0,,1,99,,,,2,,,1,10,,,,2,10,,,,1
4,16,1627,2,126,169125,1,3180,2,,,,,,,,,,,,,,2,,9,-99,0,,1,99,,,,2,,,28,100,,1,,54,100,,1,,1
4,16,1627,2,126,169125,2,1020,1,100,2,7,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,60,170,,,,1
4,16,1627,2,126,169125,2,1080,1,100,2,5,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,6,130,,12,1,1
4,16,1627,2,126,169125,2,1121,1,25,2,15,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,35,211,,,,1
4,16,1627,2,126,169125,2,2120,1,100,2,2,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,4,140,,1,,1
4,16,1627,2,126,169126,1,1020,1,100,2,30,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,65,170,,,,1
4,16,1627,2,126,169126,1,1040,1,66,2,12,90,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,20,90,,2,,1
4,16,1627,2,126,169126,1,1080,1,66,2,8,80,"PIECES",1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,25,90,,2,1,1
4,16,1627,2,126,169126,1,2120,1,66,2,8,90,"HEAP",1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,15,11,,,,1
4,16,1627,2,126,169126,2,1020,1,100,1,25,100,,2,2,,,,,11,2017,,,,,,,2,,,,,,,,,,,,,60,170,,,,1
4,16,1627,2,126,169127,1,1020,1,100,2,2,100,,2,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,3,170,,,,1
4,16,1627,2,126,169127,1,1080,1,75,2,2,12,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1,130,,11,1,1
4,16,1627,2,126,169128,1,1020,1,100,2,5,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,15,170,,,,1
4,16,1627,2,126,169128,1,1080,1,75,2,6,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,25,90,,2,2,1
4,16,1627,2,126,169128,1,2120,1,50,2,4,90,"HEAP",1,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,12,11,,,,1
4,16,1627,2,126,169128,1,2190,1,33,2,4,90,"HEAP",1,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,100,,2,,1
4,16,1627,2,126,169128,2,1020,1,100,2,7,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,20,170,,,,1
4,16,1627,2,126,169128,2,1080,1,75,2,8,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,15,90,,2,2,1
4,16,1627,2,126,169128,2,1121,1,25,2,40,211,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,70,211,,,,2
4,16,1627,2,126,169128,2,2120,1,50,2,3,90,"HEAP",2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,11,,,,1
4,16,1627,2,126,169128,2,2190,1,33,2,4,90,"HEAP",1,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,20,100,,2,,1
4,16,1627,2,126,169129,1,1020,1,50,2,5,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,12,170,,,,1
4,16,1627,2,126,169129,1,2170,2,,,,,,,,,,,,,,2,,4,2017,0,,1,99,,,,2,,,1,100,,1,,2,100,,2,,2
4,16,1627,2,126,169129,1,3180,2,,,,,,,,,,,,,,2,,3,-99,0,,1,99,,,,2,,,1,3,,,,2,3,,,,2
4,16,1627,2,126,169129,2,1020,1,50,2,4,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,8,170,,,,1
4,16,1627,2,126,169129,2,1040,1,25,2,1,10,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,4,140,,2,,2
4,16,1627,2,126,169129,2,3180,2,,,,,,,,,,,,,,2,,2,-99,0,,2,,,,,,,,,,,,,1,190,,4,,2
4,16,1627,2,126,169130,1,1020,1,50,2,6,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,14,170,,,,1
4,16,1627,2,126,169130,1,1080,1,25,2,3,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,8,130,,11,1,1
4,16,1627,2,126,169130,1,1123,1,10,2,5,90,,1,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1,130,,11,,2
4,16,1627,2,126,169130,1,3180,2,,,,,,,,,,,,,,2,,5,-99,0,,1,99,,,,2,,,3,3,,,,5,3,,,,2
4,16,1627,2,126,169130,2,1020,1,75,2,4,90,,2,2,,,,,2,2018,,,,,,,2,,,,,,,,,,,,,12,170,,,,1
4,16,1627,2,126,169130,2,3180,2,,,,,,,,,,,,,,2,,1,-99,0,,1,99,,,,2,,,1,3,,,,3,3,,,,2
4,16,1627,2,126,169131,1,1020,1,75,2,13,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,10,130,,12,,1
4,16,1627,2,126,169131,1,1080,1,25,2,5,40,,1,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2,130,,10,1,1
4,16,1627,2,126,169131,1,1121,1,25,2,15,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2,170,,,,2
4,16,1627,2,126,169131,1,2060,1,25,2,1,40,,0,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,12,80,,1,,2
4,16,1627,2,126,169131,1,2190,1,25,2,10,100,"BUNDLE",1,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,7,100,,1,,1
4,16,1627,2,126,169131,2,1020,1,75,2,1,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,3,130,,11,,2
4,16,1627,2,126,169131,2,1121,1,25,2,10,211,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,1,90,,2,,2
4,16,1627,2,126,169131,2,2160,2,,,,,,,,,,,,,,2,,15,2014,0,,1,99,,,,2,,,4,80,,1,,5,80,,1,,2
4,16,1627,2,126,169131,2,2170,2,,,,,,,,,,,,,,2,,5,2008,0,,1,99,,,,2,,,2,110,,1,,2,110,,1,,2
4,16,1627,2,126,169131,2,2230,1,25,2,3,210,"STEM",1,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,5,80,,1,,2
4,16,1627,2,126,169131,3,1020,1,75,2,2,100,,1,2,,,,,6,2018,,,,,,,2,,,,,,,,,,,,,2,170,,,,2
4,16,1627,2,126,169131,3,1080,1,25,2,1,40,,1,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,1,90,,1,1,2
4,16,1627,2,126,169131,3,2080,1,25,2,3,40,,1,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,3,11,,,,1
4,16,1622,2,692,169133,1,1020,1,75,2,2,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,8,170,,,,1
4,16,1622,2,692,169133,1,3180,2,,,,,,,,,,,,,,2,,4,-99,0,,2,,,,,,,,,,,,,0,,,,,
4,16,1622,2,692,169133,2,1020,1,25,2,1,100,,0,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,1,170,,,,2
4,16,1622,2,692,169133,2,1040,1,25,2,15,80,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,60,80,,1,,1
4,16,1622,2,692,169133,2,1121,1,25,2,40,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,60,211,,,,2
4,16,1622,2,692,169133,2,1124,1,75,2,50,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,200,211,,,,1
4,16,1622,2,692,169133,2,2030,2,,,,,,,,,,,,,,2,,5,-99,0,,1,3,2017,7,2018,2,,,6,100,,1,,10,100,,1,,2
4,16,1622,2,692,169133,2,2160,2,,,,,,,,,,,,,,2,,5,2017,5,2,2,,,,,,,,,,,,,3,80,,1,,2
4,16,1622,2,692,169133,2,2170,2,,,,,,,,,,,,,,2,,12,-99,0,,1,3,2017,2,2018,1,7,,8,110,,1,,9,110,,2,,1
4,16,1622,2,692,169133,2,2190,1,25,2,1,900,"STALK CONTAING MANY SEED",0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,30,100,,0,,2
4,16,1622,2,692,169133,3,1020,1,75,2,1,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,12,170,,,,1
4,16,1622,2,692,169133,3,1080,1,33,2,3,80,"SHELLED COB",1,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,5,130,,11,1,1
4,16,1622,2,692,169133,3,3180,2,,,,,,,,,,,,,,2,,11,-99,0,,2,,,,,,,,,,,,,12,100,,1,,1
4,16,1622,2,692,169133,4,1020,1,100,1,3,100,,2,2,,,,,6,2018,,,,,,,2,,,,,,,,,,,,,30,130,,11,,1
4,16,1622,2,692,169134,2,1020,1,25,2,1,100,,0,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,1,150,,0,,2
4,16,1622,2,692,169134,2,2170,2,,,,,,,,,,,,,,2,,16,2002,0,,1,8,2017,4,2018,2,,,12,100,,1,,14,100,,1,,1
4,16,1622,2,692,169134,2,3210,2,,,,,,,,,,,,,,2,,1,2017,0,,2,,,,,,,,,,,,,20,1,,,,2
4,16,1622,2,692,169134,3,1020,1,50,2,5,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,5,170,,,,2
4,16,1622,2,692,169134,3,1040,1,25,2,2,90,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,6,90,,0,,2
4,16,1622,2,692,169134,3,1121,1,25,2,100,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,130,211,,,,1
4,16,1622,2,692,169134,3,1124,1,50,2,40,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,150,211,,,,2
