"zone","state","lga","sector","ea","hhid","plotid","cropcode","s11fq0","s11fq1","s11fq2a","s11fq3d_1","s11fq3d_2","s11fq3d_2_os","s11fq3d_3","s11fq3b","s11fq3aa","s11fq3c","s11fq3e","s11fq3f","s11fq3_1","s11fq3_2","s11fq4aa","s11fq4","s11fq5aa","s11fq6","s11fq7","s11fq7a","s11fq8aa","s11fq8a","s11fq8b","s11fq8c","s11fq8d","s11fq9","s11fq10","s11fq10_os","s11fq11a","s11fq11b","s11fq11b_os","s11fq11c","s11fq11d","s11fq12a","s11fq12b","s11fq12b_os","s11fq12c","s11fq12d","s11fq13"
5,6,608,2,1288,69037,4,1020,1,100,2,400,210,,,2,,,,,3,2017,,,,,,,2,,,,,,,,,,,,,500,90,,0,,1
5,6,608,2,1288,69037,4,1040,1,66,2,50,80,,0,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,100,80,,0,,2
5,6,608,2,1288,69037,4,1123,1,66,2,250,211,,,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,500,211,,,,2
5,6,608,2,1288,69037,4,2170,2,,,,,,,,,,,,,,1,75,250,2018,250,2,2,,,,,,,,,,,,,600,110,,1,,1
5,6,608,2,1288,69037,5,2170,2,,,,,,,,,,,,,,2,100,250,2018,250,2,2,,,,,,,,,,,,,500,110,,1,,1
5,6,608,2,1288,69037,6,1123,1,100,1,200,211,,,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,500,211,,,,2
5,6,608,2,1288,69037,8,2170,2,,,,,,,,,,,,,,2,100,300,2017,300,2,2,,,,,,,,,,,,,500,110,,0,,1
5,6,608,2,1288,69038,1,1020,1,75,2,75,210,,,2,,,,,1,2018,,,,,,,1,6,2018,6,2018,1,2,,2,130,,11,,5,130,,11,,1
5,6,608,2,1288,69038,1,2170,2,,,,,,,,,,,,,,2,,15,2006,15,2,2,,,,,,,,,,,,,35,110,,1,,1
5,6,608,2,1288,69038,1,2230,1,25,2,25,1,,,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,30,80,,1,,1
5,6,608,2,1288,69038,2,1123,1,100,1,230,211,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,230,90,,1,,2
5,6,608,2,1288,69038,3,2170,2,,,,,,,,,,,,,,2,100,150,2006,150,2,1,3,2017,7,2018,1,2,,12,110,,1,,69,110,,1,,1
5,6,608,2,1288,69038,4,1020,1,100,1,80,210,,,2,,,,,1,2018,,,,,,,2,,,,,,,,,,,,,5,130,,11,,2
5,6,608,2,1288,69038,5,2170,2,,,,,,,,,,,,,,2,100,89,2016,0,,1,12,2017,1,2018,1,7,,50,110,,1,,50,110,,1,,1
5,6,608,2,1288,69038,6,1020,1,75,2,75,90,,1,2,,,,,1,2018,,,,,,,2,,,,,,,,,,,,,10,130,,11,,1
5,6,608,2,1288,69038,6,2170,2,,,,,,,,,,,,,,2,,79,2016,30,2,2,,,,,,,,,,,,,56,110,,1,,1
5,6,608,2,1288,69040,1,1020,1,66,2,76,900,"STAND",1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,3,150,,1,,2
5,6,608,2,1288,69040,1,2170,2,,,,,,,,,,,,,,2,,30,2016,0,,1,6,2018,6,2018,1,10,,8,80,,1,,10,80,,1,,2
5,6,608,2,1288,69040,1,2181,1,25,2,50,900,"STAND",1,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,10,130,,11,,2
5,6,608,2,1288,69041,1,2170,2,,,,,,,,,,,,,,2,100,20,2018,20,2,2,,,,,,,,,,,,,28,110,,2,,2
5,6,608,2,1288,69042,1,1020,1,100,1,15,100,,2,2,,,,,1,2018,,,,,,,2,,,,,,,,,,,,,50,130,,11,,1
5,6,608,2,1288,69042,2,1123,1,100,2,6,130,,11,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,50,130,,11,,1
5,6,608,2,1288,69042,2,2170,2,,,,,,,,,,,,,,1,100,200,2018,200,2,2,,,,,,,,,,,,,40,110,,2,,1
5,6,608,2,1288,69042,3,2170,2,,,,,,,,,,,,,,1,,1500,2016,0,,1,4,2018,7,2018,1,11,"WIND",50,110,,2,,70,110,,2,,1
5,6,608,2,1288,69043,1,2170,2,,,,,,,,,,,,,,1,,500,2018,500,2,2,,,,,,,,,,,,,400,110,,2,,1
5,6,608,2,1288,69045,1,1020,1,100,1,10,100,,1,2,,,,,11,2017,,,,,,,2,,,,,,,,,,,,,30,130,,11,,1
5,6,608,2,1288,69045,2,1040,1,100,2,40,90,,0,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,2,130,,10,,1
5,6,608,2,1288,69045,2,1080,1,100,2,10,130,,10,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,10,130,,10,2,2
5,6,608,2,1288,69045,2,1123,1,100,2,50,211,,,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,20,130,,10,,2
5,6,608,2,1288,69045,3,2170,2,,,,,,,,,,,,,,1,,98,2016,30,2,1,6,2018,7,2018,1,5,,7,110,,1,,20,110,,1,,1
5,6,608,2,1288,69045,4,1020,1,100,1,40,90,,0,2,,,,,11,2017,,,,,,,2,,,,,,,,,,,,,12,130,,10,,1
5,6,608,2,1288,69045,6,2142,1,100,1,1,11,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,15,150,,2,,1
5,6,608,2,1288,69046,1,1123,1,75,2,150,211,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,5,170,,,,1
5,6,608,2,1288,69046,1,2170,2,,,,,,,,,,,,,,1,25,-99,2018,50,2,2,,,,,,,,,,,,,3,170,,,,1
5,6,608,2,1288,69046,2,1020,1,50,2,12,100,,1,2,,,,,1,2018,,,,,,,2,,,,,,,,,,,,,25,170,,,,1
5,6,608,2,1288,69046,2,2170,2,,,,,,,,,,,,,,1,50,-99,2017,0,,1,12,2017,7,2018,1,11,"WIND",50,110,,1,,100,110,,1,,1
5,6,608,2,1288,69046,3,1020,1,100,1,8,100,,1,2,,,,,1,2018,,,,,,,1,6,2018,10,2018,2,,,4,130,,11,,20,130,,11,,1
5,6,608,2,1288,69047,2,1020,1,100,2,5,100,,1,2,,,,,1,2018,,,,,,,1,7,2018,10,2018,2,,,3,130,,11,,17,130,,11,,1
5,6,608,2,1288,69047,2,1080,1,100,2,1,12,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,2,130,,11,1,1
5,6,608,2,1288,69047,3,1020,1,100,1,6,100,,1,2,,,,,1,2018,,,,,,,2,,,,,,,,,,,,,15,170,,,,1
5,6,608,2,1288,69048,1,2170,2,,,,,,,,,,,,,,1,,-99,2017,0,,2,,,,,,,,,,,,,20,170,,,,1
5,6,608,2,1288,69048,2,2170,2,,,,,,,,,,,,,,2,100,-99,2018,0,,1,3,2018,7,2018,2,,,5,110,,1,,8,110,,1,,2
5,6,608,2,1288,69048,3,1020,1,100,1,1000,210,,,2,,,,,2,2018,,,,,,,2,,,,,,,,,,,,,10,130,,11,,2
5,6,608,2,1288,69048,4,2170,2,,,,,,,,,,,,,,1,,-99,2017,0,,1,2,2018,7,2018,2,,,25,110,,1,,15,110,,1,,1
5,6,608,2,1288,69048,5,1123,1,100,1,90,211,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,5,170,,,,2
5,6,608,2,1288,69048,6,2170,2,,,,,,,,,,,,,,1,,-99,2018,0,,2,,,,,,,,,,,,,15,110,,1,,1
1,7,708,2,754,70011,1,1121,1,100,1,2100,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2300,211,,,,2
1,7,708,2,754,70011,2,1020,1,100,1,200,210,,,2,,,,,6,2017,,,,,,,1,7,2018,12,2018,2,,,20,170,,,,60,170,,,,2
1,7,708,2,754,70011,3,1060,1,100,1,30,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,5,130,,12,2,1
1,7,708,2,754,70012,1,1121,1,100,1,100,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,400,211,,,,1
1,7,708,2,754,70012,2,1060,1,100,1,3,130,,11,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,5,130,,12,2,1
1,7,708,2,754,70012,3,1020,1,100,1,100,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,3,180,,,,1
1,7,708,2,754,70013,2,1070,1,100,2,4,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,6,130,,12,,1
1,7,708,2,754,70013,2,1080,1,100,2,15,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,20,130,,12,2,1
1,7,708,2,754,70013,3,1121,1,100,1,150,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,3000,211,,,,1
1,7,708,2,754,70013,4,1110,1,100,1,25,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,2,1
1,7,708,2,754,70015,1,1020,1,100,1,20,140,,0,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,400,211,,,,1
1,7,708,2,754,70015,2,1080,1,100,1,3,130,,11,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,250,130,,12,2,1
1,7,708,2,754,70015,4,1070,1,100,1,2,11,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,50,130,,11,,1
1,7,708,2,754,70015,5,1060,1,100,1,3,20,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,2,1
1,7,708,2,754,70016,3,1060,1,100,1,2,150,"BASIN",2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,4,130,,12,2,1
1,7,708,2,754,70016,4,1080,1,100,1,2,11,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,20,130,,11,2,2
1,7,708,2,754,70016,6,1121,1,100,1,400,211,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,400,90,,2,,2
1,7,708,2,754,70017,1,1121,1,50,2,60,211,,,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,700,211,,,,1
1,7,708,2,754,70017,1,2142,1,33,2,50,40,,0,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,50,10,,,,2
1,7,708,2,754,70017,3,1070,1,100,1,1,50,,2,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,15,130,,11,,2
1,7,708,2,754,70018,1,1020,1,100,1,12,100,,1,2,,,,,6,2018,,,,,,,2,,,,,,,,,,,,,25,130,,12,,1
1,7,708,2,754,70018,2,1070,1,100,1,2,30,,2,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,,1
1,7,708,2,754,70018,3,1121,1,100,1,6000,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,8000,211,,,,1
1,7,708,2,754,70018,4,1060,1,100,1,1,130,,11,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,1,1
1,7,708,2,754,70019,1,1060,1,100,2,2,70,,2,1,1,"Agric",2,3,5,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,1,1
1,7,708,2,754,70019,1,1080,1,100,2,1,30,,0,1,1,"Agric maize",1,,5,2018,,,,,,,,,,,,,,,,,,,,2,130,,12,2,1
1,7,708,2,754,70020,1,1060,1,100,1,24,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,56,130,,11,1,1
1,7,708,2,754,70020,2,1110,1,100,1,1,130,,11,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,28,130,,12,1,1
1,7,708,2,754,70020,3,1121,1,100,1,6000,211,,,2,,,,,11,2017,,,,,,,,,,,,,,,,,,,,7000,211,,,,1
1,7,711,2,2532,70062,1,1020,1,100,2,30,210,,,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,1,130,,12,,1
1,7,711,2,2532,70062,1,1080,1,100,2,10,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,30,30,,0,2,1
1,7,711,2,2532,70062,1,1121,1,100,2,40,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,100,211,,,,1
1,7,711,2,2532,70062,2,1110,1,100,1,1,70,,1,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,2,1
1,7,711,2,2532,70062,3,1020,1,100,1,10,210,,,2,,,,,8,2017,,,,,,,2,,,,,,,,,,,,,4,130,,12,,1
1,7,711,2,2532,70063,1,1020,1,100,2,100,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,1,130,,12,,1
1,7,711,2,2532,70063,1,1121,1,100,2,200,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,200,211,,,,1
1,7,711,2,2532,70063,2,1110,1,100,1,2,70,,1,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,8,130,,12,2,1
1,7,711,2,2532,70063,3,1020,1,100,1,200,210,,,2,,,,,7,2018,,,,,,,2,,,,,,,,,,,,,3,130,,12,,1
1,7,711,2,2532,70064,1,1020,1,100,1,3,140,,1,2,,,,,6,2018,,,,,,,2,,,,,,,,,,,,,30,140,,1,,1
1,7,711,2,2532,70064,2,2180,1,100,1,250,211,,,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,20,130,,12,,1
1,7,711,2,2532,70066,1,1020,1,100,1,20,90,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,100,130,,12,,1
1,7,711,2,2532,70066,2,1060,1,100,1,5,30,,2,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,10,10,,,2,1
1,7,711,2,2532,70067,1,1020,1,100,2,50,1,,,2,,,,,6,2018,,,,,,,2,,,,,,,,,,,,,20,130,,10,,1
1,7,711,2,2532,70067,1,2180,1,75,2,1,130,,11,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,20,140,,1,,1
1,7,711,2,2532,70067,2,1110,1,100,1,1,11,,,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,30,130,,11,2,1
1,7,711,2,2532,70068,1,1020,1,100,1,8,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,7,711,2,2532,70068,2,2181,1,100,1,10,100,,1,1,-98,"Banada",2,4,7,2018,,,,,,,,,,,,,,,,,,,,1,180,"PICKUP",2,,1
1,7,711,2,2532,70069,1,1121,1,100,1,2100,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2500,211,,,,1
1,7,711,2,2532,70069,2,1020,1,100,1,35,100,,2,2,,,,,4,2017,,,,,,,1,7,2018,12,2018,2,,,2,150,,1,,15,130,,12,,1
1,7,711,2,2532,70069,3,1060,1,100,1,1,150,"BESIN",2,1,1,"Banada",1,,4,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,1,1
1,7,711,2,2532,70070,1,1020,1,100,1,7,100,,1,2,,,,,7,2017,,,,,,,2,,,,,,,,,,,,,15,130,,12,,1
1,7,711,2,2532,70070,2,2181,1,100,1,8,100,,1,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,,1
1,7,709,2,1226,70071,1,1121,1,100,1,5000,211,"SEEDYAM",1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,8000,211,,,,1
1,7,709,2,1226,70071,2,1060,1,100,2,1,130,,12,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,20,130,,12,1,1
1,7,709,2,1226,70071,2,1070,1,100,2,4,30,,2,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,,1
1,7,709,2,1226,70071,4,1020,1,100,1,50,100,,2,2,,,,,4,2017,,,,,,,1,7,2018,12,2018,2,,,1,150,,0,,6,180,,,,1
1,7,709,2,1226,70072,1,1121,1,100,1,2000,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2500,211,,,,1
1,7,709,2,1226,70072,2,2040,1,100,1,1,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,1,130,,12,,1
1,7,709,2,1226,70072,3,1070,1,100,2,3,30,,0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,2,130,,12,,1
1,7,709,2,1226,70072,3,2220,1,100,2,4,30,,2,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,2,130,,12,2,1
1,7,709,2,1226,70072,4,1070,1,100,1,2,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,,1
1,7,709,2,1226,70073,1,1121,1,100,1,10400,211,"SEED YAMS",0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,10800,211,,,,1
1,7,709,2,1226,70073,2,1060,1,100,1,1,130,,12,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,1,1
1,7,709,2,1226,70073,3,1020,1,100,1,13,100,,2,2,,,,,7,2017,,,,,,,1,5,2010,12,2018,2,,,1,180,,,,3,180,,,,1
1,7,709,2,1226,70074,1,1020,1,100,2,50,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,20,130,,12,,1
1,7,709,2,1226,70074,1,1121,1,100,2,4000,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,5000,211,,,,1
1,7,709,2,1226,70074,2,1060,1,100,2,150,1,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,40,130,,12,2,1
1,7,709,2,1226,70074,2,1070,1,100,2,10,30,,0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,4,130,,12,,1
1,7,709,2,1226,70074,3,1020,1,100,2,100,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,30,130,,12,,1
1,7,709,2,1226,70074,3,2142,1,100,2,200,210,"STEMS",99,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,4,130,,12,,1
1,7,709,2,1226,70074,4,1070,1,100,2,6,30,,0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,,1
1,7,709,2,1226,70074,4,2220,1,100,2,25,1,,,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,7,130,,12,2,1
1,7,709,2,1226,70075,1,1121,1,100,1,2000,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,4000,211,,,,1
1,7,709,2,1226,70075,2,2142,1,100,1,1,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,2,130,,12,,1
1,7,709,2,1226,70075,3,2020,1,100,1,5,30,,0,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,,1
1,7,709,2,1226,70076,1,1121,1,100,1,300,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,3000,211,,,,1
1,7,709,2,1226,70076,2,1060,1,100,2,30,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,15,130,,12,2,1
1,7,709,2,1226,70076,2,1070,1,100,2,2,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,130,,12,,1
1,7,709,2,1226,70076,3,1020,1,100,1,100,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,10,130,,12,,1
1,7,709,2,1226,70077,1,1060,1,50,2,15,10,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,50,10,,,2,1
1,7,709,2,1226,70077,1,1121,1,100,2,150,211,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,1,180,,,,1
1,7,709,2,1226,70077,2,2142,1,100,1,2,30,,2,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,3,130,,11,,1
1,7,709,2,1226,70078,1,1060,1,100,1,50,10,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,2,1
1,7,709,2,1226,70078,2,1070,1,50,2,5,30,,0,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,,1
1,7,709,2,1226,70078,2,1121,1,100,2,100,170,,,2,,,,,7,2017,,,,,,,,,,,,,,,,,,,,1200,130,,12,,1
1,7,709,2,1226,70078,6,1060,1,100,2,20,10,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,50,130,,11,2,1
1,7,709,2,1226,70078,6,1080,1,100,2,100,1,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,2,1
1,7,709,2,1226,70078,7,2142,1,100,1,1,30,,2,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,1,130,,11,,2
1,7,709,2,1226,70079,1,1121,1,100,2,250,211,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,1,180,,,,1
1,7,709,2,1226,70079,1,1123,1,100,2,500,211,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,1,180,,,,1
1,7,709,2,1226,70079,2,1070,1,100,1,1,130,,12,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,20,130,,11,,1
1,7,709,2,1226,70080,1,1121,1,100,1,7200,211,"SEEDYAM",1,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,9000,211,,,,1
1,7,709,2,1226,70080,2,1060,1,100,1,1,130,,11,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,8,130,,11,1,1
1,7,718,2,1640,70121,1,1020,1,100,1,4000,210,,,2,,,,,4,2018,,,,,,,1,2,2018,4,2018,2,,,3,180,,,,3,180,,,,1
1,7,718,2,1640,70121,2,1121,1,100,1,400,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1,180,,,,1
1,7,718,2,1640,70121,3,1070,1,100,1,5,12,,,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,12,130,,12,,2
1,7,718,2,1640,70122,1,1020,1,100,1,500,210,,,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,1,180,,,,1
1,7,718,2,1640,70122,2,1020,1,100,2,500,210,,,2,,,,,3,2018,,,,,,,1,11,2017,3,2018,2,,,2,180,,,,3,180,,,,1
1,7,718,2,1640,70122,2,1080,1,100,2,3,70,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,10,170,,,1,1
1,7,718,2,1640,70123,1,1020,1,100,1,2800,210,,,2,,,,,4,2018,,,,,,,1,11,2017,2,2018,2,,,14,180,,,,14,180,,,,1
1,7,718,2,1640,70123,2,1121,1,100,1,400,211,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,500,211,,,,1
1,7,718,2,1640,70124,1,1080,1,100,2,5,20,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,1,150,,2,1,2
1,7,718,2,1640,70124,1,1121,1,100,2,800,211,"PIECE",0,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,1600,211,,,,2
1,7,718,2,1640,70124,1,1123,1,100,2,800,211,"PIECE",0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,1600,211,,,,2
1,7,718,2,1640,70124,2,1020,1,100,2,5,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,3,180,,,,2
1,7,718,2,1640,70124,2,1080,1,100,2,5,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,150,,1,1,2
1,7,718,2,1640,70124,3,1020,1,100,2,10,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,3,180,,,,1
1,7,718,2,1640,70124,3,1080,1,100,2,7,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,4,150,,1,1,2
1,7,718,2,1640,70125,1,1020,1,100,2,20,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,18,180,,,,1
1,7,718,2,1640,70125,1,1080,1,100,2,25,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,5,150,,1,1,1
1,7,718,2,1640,70125,2,1020,1,100,2,3,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,7,718,2,1640,70125,2,1121,1,100,2,800,211,"PIECE",0,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1700,211,,,,1
1,7,718,2,1640,70125,2,1123,1,100,2,800,211,"PIECE",0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,1800,211,,,,1
1,7,718,2,1640,70125,3,1020,1,100,2,15,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,5,180,,,,1
1,7,718,2,1640,70125,3,1060,1,100,2,2,11,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,2,150,,2,1,1
1,7,718,2,1640,70125,3,1080,1,100,2,15,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,7,150,,1,1,1
1,7,718,2,1640,70126,1,1020,1,100,1,20,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,5,180,,,,1
1,7,718,2,1640,70126,2,1121,1,100,2,1600,211,"PIECE",0,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,3100,211,,,,1
1,7,718,2,1640,70126,2,1123,1,100,2,1600,211,"PIECE",0,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,3000,211,,,,1
1,7,718,2,1640,70126,3,1020,1,100,2,5,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,7,718,2,1640,70126,3,1080,1,100,2,40,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,2,130,,11,1,1
1,7,718,2,1640,70127,1,1020,1,100,2,30,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,13,180,,,,1
1,7,718,2,1640,70127,1,1080,1,100,2,6,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,18,130,,11,1,1
1,7,718,2,1640,70127,2,1121,1,100,2,300,211,"PIECE",0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,500,211,,,,2
1,7,718,2,1640,70127,2,1123,1,100,2,300,211,"PIECE",0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,600,211,,,,1
1,7,718,2,1640,70127,3,1020,1,100,2,33,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,13,180,,,,1
1,7,718,2,1640,70127,3,1080,1,100,2,7,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,11,130,,11,1,1
1,7,718,2,1640,70128,1,1020,1,100,2,18,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,3,180,,,,1
1,7,718,2,1640,70128,1,1060,1,100,2,1,11,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,5,150,,1,1,1
1,7,718,2,1640,70128,1,1080,1,100,2,4,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,14,150,,2,1,1
1,7,718,2,1640,70128,2,1020,1,100,2,1,100,,2,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,6,150,,2,,1
1,7,718,2,1640,70128,2,1080,1,100,2,0.5,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,2,150,,1,1,2
1,7,718,2,1640,70128,2,1121,1,100,2,400,211,"PIECE",0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,900,211,,,,2
1,7,718,2,1640,70128,2,1123,1,100,2,400,211,"PIECE",0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,800,211,,,,1
1,7,718,2,1640,70129,1,1020,1,100,2,13,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,8,180,,,,1
1,7,718,2,1640,70129,1,1080,1,100,2,4,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,9,150,,1,1,1
1,7,718,2,1640,70129,2,1020,1,100,2,2,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,5,150,,2,,1
1,7,718,2,1640,70129,2,1121,1,100,2,600,211,"PIECE",0,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1300,211,,,,1
1,7,718,2,1640,70129,2,1123,1,100,2,600,211,"PIECE",0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,1200,211,,,,1
1,7,718,2,1640,70129,3,1020,1,100,2,5,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,16,150,,2,,1
