"zone","state","lga","sector","ea","hhid","livestock_cd","s11jq1a","s11jq2_1","s11jq2_2","s11jq2_3","s11jq2_4","s11jq2_5","s11jq2_6","s11jq2_7","s11jq2_8","s11jq2_9","s11jq2_10","s11jq2_11","s11jq2_os","s11jq3","s11jq4","s11jq5_1","s11jq5_2","s11jq5_3","s11jq5_4","s11jq5_5","s11jq5_6","s11jq5_7","s11jq5_8","s11jq5_9","s11jq5_10","s11jq5_11","s11jq5_os","s11jq6","s11jq7","s11jq8","s11jq11","s11jq11_os","s11jq12","s11jq13","s11jq14","s11jq15_1","s11jq15_2","s11jq15_3","s11jq15_4","s11jq15_5","s11jq15_6","s11jq15_7","s11jq15_8","s11jq15_9","s11jq15_10","s11jq16","s11jq17","s11jq18","s11jq19","s11jq20","s11jq21","s11jq22","s11jq23"
3,18,1821,2,24,189193,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,18,1821,2,24,189194,1,1,0,0,0,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,,800,2,,1,,2,,2,8,,,,,,,,,,2,,2,,2,,2,
3,18,1821,2,24,189194,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,18,1821,2,24,189194,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,3,,,,,,,,,,2,,2,,2,,2,
3,18,1821,2,24,189195,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,6,7,8,,,,,,1,2000,2,,2,,2,
3,18,1821,2,24,189196,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,5000,7,,2,,3,1,,,,,,,,,,1,7000,2,,2,,2,
3,18,1821,2,24,189197,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,18,1821,2,24,189197,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,,,,,,,,,,2,,2,,2,,2,
3,18,1821,2,24,189200,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,18,1821,2,24,189202,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,5,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,18,1821,2,24,189204,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,18,1821,2,24,189204,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,4,,,,,,,,,,2,,2,,2,,2,
3,18,1822,2,1898,189206,4,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,3,,2,,4,3,4,,,,,,,,,1,1200,2,,2,,2,
3,18,1822,2,1898,189212,4,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,,3000,2,,5,,2,,2,1,2,,,,,,,,,2,,2,,2,,2,
3,18,1822,2,1898,189212,5,1,1,0,0,0,0,0,0,0,0,0,0,,0,2,,,,,,,,,,,,,,2,,5,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,18,1822,2,1898,189216,4,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,,1000,2,,5,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
3,18,1822,2,1898,189216,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,500,5,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,18,1812,2,42,189235,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,2,2,3,6,,,,,,,,2,,2,,2,,2,
3,18,1817,2,726,189242,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,5,,,,,,,,,1,1000,2,,2,,2,
3,19,1921,1,842,190011,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,4,2,,,,,,,,,,1,5000,2,,2,,2,
3,19,1921,1,842,190011,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,5,,2,,4,2,,,,,,,,,,1,2000,2,,2,,2,
3,19,1918,1,0,190012,5,1,1,0,0,0,0,0,0,0,0,0,0,,3,1,1,0,0,0,0,0,0,0,0,0,0,,200,2,,5,,2,,4,2,7,,,,,,,,,1,500,2,,2,,2,
3,19,1921,1,842,190017,2,1,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,,20000,1,5000,4,,2,,4,1,,,,,,,,,,1,800000,2,,2,,1,120000
3,19,1921,1,842,190020,5,2,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,,8000,2,,5,,2,,3,4,,,,,,,,,,1,6000,2,,2,,2,
3,19,1921,1,842,190020,7,1,0,0,0,0,0,0,0,0,0,0,1,"FOUL POX",2,1,0,0,0,0,0,0,0,0,0,0,1,"FOUL POX",500,2,,7,,2,,4,4,,,,,,,,,,1,8000,2,,2,,2,
3,19,1914,2,934,190081,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,1,,,,,,,,,,1,2000,2,,2,,2,
3,19,1914,2,934,190081,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,3,1,2,3,,,,,,,,1,5000,2,,2,,2,
3,19,1914,2,934,190082,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,3,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190082,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,2,1,,,,,,,,,,1,5000,2,,2,,2,
3,19,1914,2,934,190082,5,1,1,0,0,0,0,0,0,0,0,0,0,,20,1,1,0,0,0,0,0,0,0,0,0,0,,1200,2,,7,,2,,4,1,2,5,11,,,,,,,1,15000,2,,2,,2,
3,19,1914,2,934,190083,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1914,2,934,190084,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190084,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190084,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190085,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190085,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190086,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,,3000,1,800,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190086,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190086,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,2500,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190087,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,3,2,,,,,,,,,,1,12000,2,,2,,2,
3,19,1914,2,934,190087,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,6,,2,,3,2,3,,,,,,,,,1,2000,2,,2,,2,
3,19,1914,2,934,190088,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,5,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190088,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1914,2,934,190089,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,7,,,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190089,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1914,2,934,190090,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,,1500,2,,1,,2,,3,1,3,4,7,,,,,,,1,8000,2,,2,,2,
3,19,1914,2,934,190090,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,3,4,7,,,,,,,2,,2,,2,,2,
3,19,1914,2,934,190090,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1912,1,1510,190114,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,5000,1,1200,7,,1,2200,1,,,,,,,,,,,,,2,,2,,2,
3,19,1912,1,1510,190115,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,2,,,,,,,,,,2,,2,,2,,2,
3,19,1912,1,1510,190115,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,2,,,,,,,,,,2,,2,,2,,2,
3,19,1912,1,1510,190116,1,2,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,,10000,1,3000,7,,1,12000,4,1,,,,,,,,,,1,44000,2,,2,,2,
3,19,1912,1,1510,190116,3,2,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,1,0,0,0,,5000,1,3000,7,,1,6000,4,1,,,,,,,,,,1,22000,2,,2,,2,
3,19,1912,1,1510,190117,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1400,2,,2,,4,1,2,,,,,,,,,1,16400,2,,2,,2,
3,19,1912,1,1510,190117,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,2,,,,,,,,,1,500,2,,2,,2,
3,19,1912,1,1510,190119,3,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,,3000,2,,7,,1,7000,4,11,13,,,,,,,,,1,5000,2,,2,,2,
3,19,1910,2,808,190131,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,500,1,1000,4,,2,,3,1,,,,,,,,,,1,30000,2,,2,,2,
3,19,1910,2,808,190131,5,1,1,0,0,0,0,0,0,0,0,0,0,,15,1,1,0,0,0,0,0,0,0,0,0,0,,3000,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1910,2,808,190132,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,2,6,,,,,,,,2,,2,,2,,2,
3,19,1910,2,808,190132,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,6,,,,,,,,2,,2,,2,,2,
3,19,1910,2,808,190136,3,1,0,0,0,0,0,0,0,1,0,0,0,,0,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,6,,,,,,,,2,,2,,2,,2,
3,19,1910,2,808,190136,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1910,2,808,190137,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,4,5,,,,,,,,1,1200,2,,2,,2,
3,19,1910,2,808,190138,3,1,0,0,0,0,0,0,0,0,0,0,1,"BEATEN BY RAIN",2,2,,,,,,,,,,,,,,1,200,7,,2,,2,1,2,,,,,,,,,1,5000,2,,2,,2,
3,19,1910,2,808,190138,5,1,0,0,0,0,0,0,0,0,0,0,1,"OWNER DOESNT KNOW",20,2,,,,,,,,,,,,,,2,,1,,2,,2,1,2,,,,,,,,,2,,2,,2,,2,
3,19,1910,2,808,190139,3,1,0,0,0,0,0,0,0,0,0,0,1,"FOOD POISONING",7,2,,,,,,,,,,,,,,2,,2,,2,,4,1,,,,,,,,,,1,14000,2,,2,,2,
3,19,1910,2,808,190140,3,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,"ZAZZABI FEVER",2000,2,,7,,2,,3,1,,,,,,,,,,1,30000,2,,2,,2,
3,19,1910,2,808,190140,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,6,,2,,3,1,2,,,,,,,,,1,1500,2,,2,,2,
3,19,1919,2,366,190161,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,2,,2,,2,,1,3500
3,19,1919,2,366,190161,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,6,11,,,,,,,2,,2,,2,,2,
3,19,1919,2,366,190161,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,2,,,,,,,,,,2,,2,,2,,2,
3,19,1919,2,366,190162,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,9,,,,,,,,1,2000,2,,2,,2,
3,19,1919,2,366,190162,5,1,1,0,0,0,0,0,0,0,0,0,0,,7,1,1,0,0,0,0,0,0,0,0,0,0,,350,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1919,2,366,190163,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,,,,,,,,,2,,2,,2,,2,
3,19,1919,2,366,190164,3,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,,800,2,,4,,2,,2,2,,,,,,,,,,1,30000,2,,2,,2,
3,19,1919,2,366,190165,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,,500,2,,4,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1919,2,366,190165,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1919,2,366,190166,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,,2000,2,,4,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1919,2,366,190166,3,1,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,,500,1,500,4,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1919,2,366,190167,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1919,2,366,190168,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,4,6,,,,,,,,,2,,2,,2,,2,
3,19,1919,2,366,190168,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,6,,,,,,,,,,2,,2,,2,,2,
3,19,1919,2,366,190169,3,1,0,0,0,0,0,0,0,0,0,0,1,"DIARHEA",0,2,,,,,,,,,,,,,,1,300,2,,2,,3,1,2,7,,,,,,,,1,15000,2,,2,,2,
3,19,1919,2,366,190169,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,7,,,,,,,,,1,5000,2,,2,,2,
3,19,1919,2,366,190170,1,2,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,,2300,1,1200,4,,2,,3,1,,,,,,,,,,1,20000,2,,2,,2,
3,19,1919,2,366,190170,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,3,1,2,5,,,,,,,,1,20000,2,,2,,2,
3,19,1919,2,366,190170,5,2,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,,600,2,,6,,2,,2,2,5,,,,,,,,,1,5000,2,,2,,2,
3,19,1928,2,526,190171,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,3,,,,,,,,,,2,,2,,2,,2,
3,19,1928,2,526,190172,3,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,,1000,2,,4,,2,,2,2,3,,,,,,,,,2,,2,,2,,2,
3,19,1928,2,526,190173,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,2,1,,,,,,,,,,1,9000,2,,2,,2,
3,19,1928,2,526,190174,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,2,7,,,,,,,,,1,1800,2,,2,,2,
3,19,1928,2,526,190174,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1928,2,526,190175,3,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,500,2,,2,,2,,3,1,2,,,,,,,,,1,10000,2,,2,,2,
3,19,1928,2,526,190175,5,1,0,0,0,0,0,0,0,0,0,0,1,"DIARRHEA",4,2,,,,,,,,,,,,,,1,300,6,,2,,2,1,2,,,,,,,,,1,2000,2,,2,,2,
3,19,1928,2,526,190177,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1200,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1928,2,526,190177,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
3,19,1928,2,0,190178,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,,1000,2,,4,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1928,2,526,190179,1,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,700,2,,3,,2,,3,1,2,,,,,,,,,1,17000,2,,2,,2,
3,19,1928,2,526,190179,3,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,1200,2,,2,,2,,3,1,2,,,,,,,,,1,20000,2,,2,,2,
3,19,1928,2,526,190179,5,1,0,0,0,0,0,0,0,0,0,0,1,"DIARRHEA",3,1,0,0,0,0,0,0,0,0,0,0,1,"DIARRHEA",500,2,,6,,2,,2,1,2,,,,,,,,,1,3000,2,,2,,2,
3,19,1928,2,526,190180,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,2000,2,,2,,3,2,5,7,,,,,,,,1,15000,2,,2,,2,
3,19,1928,2,526,190180,5,2,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,,1000,2,,6,,2,,2,2,,,,,,,,,,1,3000,2,,2,,2,
3,19,1923,2,284,190192,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,1,1000,3,1,,,,,,,,,,1,13440,2,,2,,2,
3,19,1923,2,284,190196,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,3,1,,,,,,,,,,1,14500,2,,2,,2,
3,19,1923,2,284,190196,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,6,,2,,2,1,10,,,,,,,,,1,3000,2,,2,,2,
3,19,1923,2,284,190198,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,,,,,,,,,1,15000,2,,2,,2,
3,19,1923,2,284,190198,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1923,2,284,190199,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,2,,,,,,,,,1,12000,2,,2,,2,
3,19,1923,2,284,190200,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,3,1,2,,,,,,,,,2,,2,,2,,2,
3,19,1923,2,284,190200,5,1,0,0,0,0,0,0,0,0,0,0,1,"DIARHEA",6,2,,,,,,,,,,,,,,2,,1,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
3,19,1909,2,1684,199001,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,3,,2,,2,2,,,,,,,,,,1,10000,2,,2,,2,
3,19,1909,2,1684,199002,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,3,1,,,,,,,,,,1,12000,2,,2,,2,
3,19,1909,2,1684,199002,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,1,,,,,,,,,,1,2000,2,,2,,2,
3,19,1909,2,1684,199004,3,1,0,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,,1200,1,1500,2,,2,,3,1,2,,,,,,,,,1,15000,2,,2,,2,
3,19,1909,2,1684,199005,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,1,1000,3,1,,,,,,,,,,1,33600,2,,2,,2,
3,19,1909,2,1684,199006,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,1,1500,1,,,,,,,,,,,,,2,,2,,2,
3,19,1909,2,1684,199006,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,1,1500,2,1,,,,,,,,,,1,30000,2,,2,,2,
3,19,1909,2,1684,199007,3,1,0,0,0,0,0,0,0,0,1,0,0,,14,1,0,0,0,0,0,0,0,0,1,0,0,,6500,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1909,2,1684,199007,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1909,2,1684,199008,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
3,19,1909,2,1684,199008,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
3,19,1919,2,596,199014,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,,4500,2,,4,,2,,2,1,,,,,,,,,,1,100000,2,,2,,2,
3,19,1919,2,596,199015,3,1,0,0,0,0,0,0,0,0,0,0,1,"LIVER DISEASE",0,2,,,,,,,,,,,,,,1,2000,2,,2,,3,1,2,3,,,,,,,,1,20000,2,,2,,2,
3,19,1919,2,596,199015,5,1,0,0,0,0,0,0,0,0,0,0,1,"PAKAT",10,2,,,,,,,,,,,,,,1,500,6,,2,,3,2,3,,,,,,,,,1,1500,2,,2,,2,
3,19,1919,2,596,199019,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1919,2,596,199019,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1919,2,596,199021,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,450,2,,7,,2,,3,1,2,,,,,,,,,2,,2,,2,,2,
3,19,1919,2,596,199021,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,,,,,,,,,2,,2,,2,,2,
3,19,1919,2,596,199022,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,2,,,,,,,,,1,2500,2,,2,,2,
3,19,1919,2,596,199024,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,2,,,,,,,,,,,,,,1,3000,1,,2,,3,1,,,,,,,,,,1,10000,2,,2,,2,
3,19,1919,2,596,199024,3,1,0,0,0,0,0,0,0,0,0,0,1,"LIVER DISEASE",0,1,0,0,0,0,0,0,0,0,1,0,1,"LIVER DISEASE",2000,2,,2,,2,,3,1,,,,,,,,,,1,5000,2,,2,,2,
3,19,1924,2,356,199025,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,,3000,2,,4,,2,,3,1,,,,,,,,,,1,96000,2,,2,,2,
3,19,1924,2,356,199025,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,,,,,,,,,,2,,2,,2,,2,
3,19,1924,2,356,199027,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,2,1,,,,,,,,,,1,10000,2,,2,,2,
3,19,1924,2,356,199030,3,1,0,0,0,0,0,0,0,0,0,0,1,"DIARRHEA",1,1,0,0,0,0,0,0,0,0,0,0,1,"DIARRHEA",2000,1,1500,2,,2,,3,1,,,,,,,,,,1,15000,2,,2,,2,
3,19,1924,2,356,199030,5,1,1,0,0,0,0,0,0,0,0,0,1,"DIARRHEA",4,1,1,0,0,0,0,0,0,0,0,0,0,,500,1,500,6,,2,,2,1,2,7,,,,,,,,1,2000,2,,2,,2,
3,19,1924,2,356,199031,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1924,2,356,199032,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1924,2,356,199032,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,,,,,,,,,,2,,2,,2,,2,
3,19,1924,2,356,199033,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1924,2,356,199033,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
3,19,1924,2,356,199033,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1924,2,356,199034,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,4,5,,,,,,,1,5000,2,,2,,2,
3,19,1924,2,356,199034,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1924,2,356,199035,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,,,,,,,,,1,2500,2,,2,,2,
3,19,1924,2,356,199035,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
3,19,1924,2,356,199036,3,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,1,"LIVER DISEASE",500,2,,2,,2,,3,1,,,,,,,,,,1,4000,2,,2,,2,
3,19,1924,2,356,199036,5,1,0,0,0,0,0,0,0,0,0,0,1,"DIARRHEA",8,1,0,0,0,0,0,0,0,0,0,0,1,"DIARRHEA",200,2,,7,,2,,2,1,,,,,,,,,,1,2000,2,,2,,2,
3,19,1927,2,622,199038,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,2500,2,,4,,2,,3,1,,,,,,,,,,1,42000,2,,2,,2,
3,19,1927,2,622,199040,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1927,2,622,199041,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
3,19,1927,2,622,199042,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,5,,,,,,,,1,2500,2,,2,,2,
