"zone","state","lga","sector","ea","hhid","livestock_cd","s11jq1a","s11jq2_1","s11jq2_2","s11jq2_3","s11jq2_4","s11jq2_5","s11jq2_6","s11jq2_7","s11jq2_8","s11jq2_9","s11jq2_10","s11jq2_11","s11jq2_os","s11jq3","s11jq4","s11jq5_1","s11jq5_2","s11jq5_3","s11jq5_4","s11jq5_5","s11jq5_6","s11jq5_7","s11jq5_8","s11jq5_9","s11jq5_10","s11jq5_11","s11jq5_os","s11jq6","s11jq7","s11jq8","s11jq11","s11jq11_os","s11jq12","s11jq13","s11jq14","s11jq15_1","s11jq15_2","s11jq15_3","s11jq15_4","s11jq15_5","s11jq15_6","s11jq15_7","s11jq15_8","s11jq15_9","s11jq15_10","s11jq16","s11jq17","s11jq18","s11jq19","s11jq20","s11jq21","s11jq22","s11jq23"
2,5,502,2,3878,50039,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,3000,2,,3,,2,,4,5,6,,,,,,,,,2,,2,,2,,2,
2,5,502,2,3878,50040,1,2,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,,6000,1,4000,7,,2,,2,1,6,7,,,,,,,,1,13000,2,,2,,2,
2,5,502,2,3878,50040,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1500,7,,2,,2,1,5,6,7,,,,,,,1,4000,2,,2,,2,
2,5,513,2,348,50051,1,2,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,2000,2,,5,,2,,2,8,9,10,,,,,,,,1,5000,2,,2,,2,
2,5,513,2,348,50051,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,8,9,10,,,,,,,,1,1000,2,,2,,2,
2,5,513,2,348,50052,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,5,,,,,,,,1,3000,2,,2,,2,
2,5,513,2,348,50053,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,,2000,1,500,2,,2,,3,4,,,,,,,,,,1,30000,2,,2,,2,
2,5,513,2,348,50053,3,1,0,0,0,0,0,1,0,0,0,0,1,"YINBEL",0,1,0,0,0,0,0,1,0,0,0,0,0,,1000,2,,2,,2,,2,4,,,,,,,,,,2,,2,,2,,2,
2,5,513,2,348,50053,5,1,1,0,0,0,0,0,0,0,0,0,0,,19,2,,,,,,,,,,,,,,2,,1,,2,,2,4,,,,,,,,,,2,,2,,2,,2,
2,5,513,2,348,50054,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,,1600,2,,5,,2,,2,1,5,,,,,,,,,1,6000,2,,2,,2,
2,5,513,2,348,50054,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,4,5,,,,,,,1,1000,2,,2,,2,
2,5,513,2,348,50054,5,1,1,0,0,0,0,0,0,0,0,0,0,,6,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
2,5,513,2,348,50055,1,2,,,,,,,,,,,,,,1,0,0,0,0,1,1,1,0,0,0,0,,2000,2,,7,,2,,2,3,5,6,8,,,,,,,1,4500,2,,2,,2,
2,5,513,2,348,50055,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,3,5,6,,,,,,,1,1500,2,,2,,2,
2,5,513,2,348,50056,1,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,1,0,,7000,1,2000,7,,2,,2,1,3,,,,,,,,,1,10000,2,,2,,2,
2,5,513,2,348,50057,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,2000,2,,1,,2,,2,2,3,4,5,,,,,,,1,10000,2,,2,,2,
2,5,513,2,348,50058,1,2,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,1,0,0,,8000,1,2000,7,,2,,2,1,5,,,,,,,,,1,35000,2,,2,,2,
2,5,513,2,348,50058,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1000,7,,2,,2,1,5,,,,,,,,,1,5000,2,,2,,2,
2,5,513,2,348,50058,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
2,5,513,2,348,50059,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1000,7,,2,,2,10,11,,,,,,,,,2,,2,,2,,2,
2,5,513,2,348,50059,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,10,11,,,,,,,,,2,,2,,2,,2,
2,5,513,2,348,50059,5,1,1,0,0,0,0,0,0,0,0,0,0,,15,2,,,,,,,,,,,,,,2,,6,,2,,2,10,11,,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50091,1,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,,1000,2,,7,,2,,2,1,3,5,6,7,10,,,,,1,15000,1,20000,2,,2,
2,5,508,2,984,50091,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,3,5,6,7,8,10,,,2,,2,,2,,2,
2,5,508,2,984,50092,1,1,0,0,0,0,1,0,0,1,0,0,0,,0,1,0,0,0,0,1,0,0,1,0,0,0,,2000,2,,7,,2,,2,1,3,9,,,,,,,,1,6000,2,,2,,2,
2,5,508,2,984,50092,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,7,12,,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50093,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,5,,,,,,,,,1,1000,2,,2,,2,
2,5,508,2,984,50094,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,4,5,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50094,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,4,5,7,,,,,,2,,2,,2,,2,
2,5,508,2,984,50095,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50097,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,2000,7,,2,,2,5,,,,,,,,,,2,,2,,2,,1,1000
2,5,508,2,984,50097,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,5,,,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50098,3,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,500,2,,2,,2,,2,2,4,,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50098,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,6,,2,,2,4,,,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50099,1,1,0,0,0,0,1,1,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,,2000,2,,1,,2,,2,1,4,5,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50099,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,,500,2,,2,,2,,3,2,4,5,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50100,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,1,0,1,0,0,0,0,0,,1500,2,,1,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50100,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,1,5,6,,,,,,,,2,,2,,2,,2,
2,5,508,2,984,50100,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,1,2,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50131,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,,3500,2,,1,,2,,2,10,,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50131,3,1,0,0,0,0,0,1,0,0,0,0,0,,8,2,,,,,,,,,,,,,,2,,1,,2,,3,10,,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50131,5,1,0,0,0,0,0,0,0,0,1,0,0,,5,2,,,,,,,,,,,,,,2,,7,,2,,3,3,8,16,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50132,3,1,0,0,0,0,0,0,0,0,0,0,1,"BAURU",0,2,,,,,,,,,,,,,,2,,2,,2,,3,2,6,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50133,1,2,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,0,0,,2500,2,,7,,2,,2,1,3,,,,,,,,,2,,1,6000,2,,2,
2,5,518,2,1588,50133,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,3,5,6,8,9,,,,2,,2,,2,,2,
2,5,518,2,1588,50134,1,2,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,,1800,2,,7,,2,,2,1,,,,,,,,,,1,10000,1,5000,2,,2,
2,5,518,2,1588,50134,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50135,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,3,4,5,6,7,,,,1,2000,2,,2,,2,
2,5,518,2,1588,50136,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,1,5,6,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50136,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,2,1,4,5,6,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50137,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,2,3,4,5,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50137,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,2,3,4,5,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50137,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,2,17,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50138,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,,2000,2,,1,,2,,2,1,7,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50138,3,1,0,0,0,0,1,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,2,,2,,2,,3,2,7,8,,,,,,,,2,,2,,2,,2,
2,5,518,2,1588,50139,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,3,9,,,,,,,,2,,2,,2,,1,2000
2,5,518,2,1304,50151,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,,,,,,,,,,1,500,2,,2,,2,
2,5,518,2,1304,50152,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,3,11,,,,,,,,1,10000,2,,2,,2,
2,5,518,2,1304,50152,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,3,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50153,1,2,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,,1500,2,,7,,2,,2,1,4,,,,,,,,,1,10000,2,,2,,2,
2,5,518,2,1304,50153,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,4,10,,,,,,,1,2000,2,,2,,2,
2,5,518,2,1304,50154,3,1,0,0,0,0,0,0,0,0,1,0,0,,5,2,,,,,,,,,,,,,,1,1000,2,,2,,3,3,,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50155,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50155,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50156,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50157,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,,800,2,,1,,2,,2,11,12,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50157,3,1,0,0,0,0,0,1,0,0,0,0,0,,0,2,,,,,,,,,,,,,,1,500,2,,2,,3,4,11,12,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50157,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,2,,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50158,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,2,1,7,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50158,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,7,,,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50159,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,2,,,,,,,,,,,,,,1,3000,1,,2,,2,1,18,20,21,,,,,,,2,,2,,2,,2,
2,5,518,2,1304,50159,3,1,0,0,0,0,1,0,0,0,0,0,0,,0,2,,,,,,,,,,,,,,1,1000,2,,2,,3,11,18,20,21,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50161,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,5,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50161,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,5,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50161,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,2,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50162,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,1,5000,2,,2,,2,
2,5,520,2,1756,50162,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,1,3000,2,,2,,2,
2,5,520,2,1756,50162,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,,,,,,,,,,1,2000,2,,2,,2,
2,5,520,2,1756,50163,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,1,3500,2,,2,,2,
2,5,520,2,1756,50163,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50164,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,4,1,,,,,,,,,,1,5000,2,,2,,2,
2,5,520,2,1756,50164,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,1,3000,2,,2,,2,
2,5,520,2,1756,50164,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50165,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,8,,,,,,,,,2,,2,,2,,1,1000
2,5,520,2,1756,50165,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50166,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,3,,,,,,,,,1,3500,2,,2,,1,1000
2,5,520,2,1756,50166,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,2,,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50167,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,6,,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50167,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,6,7,9,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50167,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,5,12,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50168,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,,1000,1,500,7,,2,,2,1,3,,,,,,,,,1,20000,2,,2,,2,
2,5,520,2,1756,50168,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,700,1,500,7,,2,,2,1,3,,,,,,,,,1,6000,2,,2,,2,
2,5,520,2,1756,50168,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,2,6,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50169,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,2000,7,,2,,2,1,3,,,,,,,,,1,5000,2,,2,,2,
2,5,520,2,1756,50169,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1500,7,,2,,2,1,3,,,,,,,,,1,3000,2,,2,,2,
2,5,520,2,1756,50169,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,2,3,6,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50170,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,2300,7,,2,,2,3,4,,,,,,,,,2,,2,,2,,2,
2,5,520,2,1756,50170,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,4,5,,,,,,,,,2,,2,,2,,2,
2,5,502,1,562,59005,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,5,,2,,4,2,9,,,,,,,,,2,,2,,2,,2,
2,5,502,1,562,59007,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,5,,2,,3,6,,,,,,,,,,2,,2,,2,,2,
2,5,502,1,562,59010,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,5,,2,,4,2,,,,,,,,,,1,4500,2,,2,,2,
2,5,503,2,246,59015,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,2,3,,,,,,,,1,5000,2,,2,,2,
2,5,503,2,246,59015,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,3,,,,,,,,,2,,2,,2,,2,
2,5,503,2,246,59016,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,1,,,,,,,,,,,,,2,,2,,2,
2,5,503,2,246,59016,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,1,,,,,,,,,,,,,2,,2,,2,
2,5,503,2,246,59017,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,2,,1,,,,,,,,,,,,,2,,2,,2,
2,5,503,2,246,59021,3,1,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,,100,2,,2,,2,,3,1,2,,,,,,,,,2,,2,,2,,2,
2,5,503,2,246,59021,5,1,1,0,0,0,0,0,0,0,0,0,0,,5,2,,,,,,,,,,,,,,2,,1,,2,,3,1,2,,,,,,,,,2,,2,,2,,1,2000
2,5,503,2,246,59022,3,1,0,0,0,0,0,0,1,0,0,0,0,,6,2,,,,,,,,,,,,,,1,1000,2,,2,,3,1,4,,,,,,,,,2,,2,,2,,2,
2,5,503,2,246,59022,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,3,1,4,5,,,,,,,,2,,2,,2,,2,
2,5,503,2,246,59023,3,1,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,1,0,1,1,0,0,,2000,2,,2,,2,,3,1,2,3,,,,,,,,2,,2,,2,,2,
2,5,503,2,246,59023,5,1,1,0,0,0,0,0,0,0,0,0,0,,0,2,,,,,,,,,,,,,,1,500,1,,2,,3,1,2,,,,,,,,,2,,2,,2,,2,
2,5,503,2,246,59024,3,1,0,0,0,0,0,0,1,0,0,0,0,,15,1,0,0,0,0,0,1,1,0,0,0,0,,3000,2,,2,,2,,3,1,2,,,,,,,,,2,,2,,2,,2,
2,5,503,2,246,59024,5,1,1,0,0,0,0,0,0,0,0,0,0,,3,2,,,,,,,,,,,,,,1,2000,7,,2,,3,2,,,,,,,,,,2,,2,,2,,2,
2,5,504,2,406,59025,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,2,1,4,7,10,,,,,,,1,10000,2,,2,,1,3000
2,5,504,2,406,59025,2,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,4,7,10,,,,,,,,2,,2,,2,,2,
2,5,504,2,406,59025,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,3,6,,,,,,,,2,,2,,2,,2,
2,5,504,2,406,59025,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,3,6,,,,,,,,2,,2,,2,,2,
2,5,504,2,406,59026,1,1,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,,2500,2,,7,,2,,3,1,,,,,,,,,,1,6000,2,,2,,2,
2,5,504,2,406,59026,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,1,3000,2,,2,,2,
2,5,504,2,406,59026,5,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,2000,2,,7,,2,,3,1,,,,,,,,,,1,3000,2,,2,,2,
2,5,504,2,406,59027,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,,2500,2,,7,,2,,3,1,,,,,,,,,,1,5000,2,,2,,2,
2,5,504,2,406,59027,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,1,4000,2,,2,,2,
2,5,504,2,406,59027,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,1,2000,2,,2,,2,
2,5,504,2,406,59028,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,,1500,2,,7,,2,,3,1,,,,,,,,,,1,30000,2,,2,,2,
2,5,504,2,406,59028,3,1,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,,2000,2,,7,,2,,3,1,,,,,,,,,,1,5000,2,,2,,2,
2,5,504,2,406,59028,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,1,2000,2,,2,,2,
2,5,504,2,406,59030,3,1,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,,2000,2,,4,,2,,2,2,3,5,6,10,,,,,,1,12000,2,,2,,2,
2,5,504,2,406,59030,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,2,5,,,,,,,,2,,2,,2,,2,
2,5,504,2,406,59031,1,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,1000,2,,4,,2,,2,3,4,5,7,8,,,,,,1,4400,2,,2,,2,
2,5,504,2,406,59031,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,500,4,,2,,2,3,4,5,7,8,,,,,,1,1500,2,,2,,2,
2,5,504,2,406,59031,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,2,6,,,,,,,,,2,,2,,2,,2,
2,5,504,2,406,59032,1,1,0,0,0,0,0,0,0,1,1,0,0,,0,1,0,0,0,0,0,0,0,1,1,0,0,,1500,2,,4,,2,,2,3,4,6,7,13,14,16,,,,1,6500,2,,2,,2,
2,5,504,2,406,59032,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1000,4,,2,,2,2,7,9,11,12,13,15,17,,,1,3000,2,,2,,2,
2,5,504,2,406,59032,5,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,500,2,,7,,2,,3,2,5,8,11,12,13,14,17,,,2,,2,,2,,2,
2,5,504,2,406,59034,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,3,1,3,,,,,,,,,1,3000,2,,2,,1,1500
2,5,504,2,406,59034,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,2,3,4,,,,,,,,,2,,2,,2,,2,
2,5,504,2,406,59034,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,9,,,,,,,,,2,,2,,2,,2,
2,5,504,2,406,59035,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,2,,2,,2,1,3,,,,,,,,,1,1000,2,,2,,2,
2,5,504,2,406,59036,1,2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,0,0,,2500,2,,4,,2,,2,1,3,4,,,,,,,,1,15000,2,,2,,2,
2,5,504,2,406,59036,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1000,4,,2,,2,2,3,4,,,,,,,,2,,2,,2,,2,
2,5,504,2,406,59036,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,2,3,4,7,8,,,,,,2,,2,,2,,2,
2,5,504,2,1162,59037,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1500,4,,2,,2,1,8,,,,,,,,,1,3500,2,,2,,2,
2,5,504,2,1162,59037,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,3,4,8,,,,,,,2,,2,,2,,2,
2,5,504,2,1162,59039,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,4,,2,,2,1,3,4,,,,,,,,1,2500,2,,2,,2,
2,5,504,2,1162,59039,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,3,4,,,,,,,,2,,2,,2,,2,
2,5,504,2,1162,59039,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,2,,,,,,,,,,2,,2,,2,,2,
2,5,504,2,1162,59040,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,3500,4,,2,,2,1,,,,,,,,,,1,5000,2,,2,,1,1800
2,5,504,2,1162,59040,3,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,2,1,,,,,,,,,,2,,2,,2,,2,
2,5,504,2,1162,59040,5,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,1,,,,,,,,,,,,,2,,2,,2,
2,5,504,2,1162,59042,3,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,2500,2,,7,,2,,3,1,,,,,,,,,,1,20000,2,,2,,2,
2,5,504,2,1162,59043,3,1,0,0,0,0,0,0,0,0,1,0,0,,2,1,0,0,0,0,0,0,0,0,1,0,0,,2000,1,1000,7,,2,,3,1,,,,,,,,,,1,2000,2,,2,,2,
2,5,504,2,1162,59044,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,7,,2,,3,1,,,,,,,,,,1,32000,2,,2,,2,
