"zone","state","lga","sector","ea","hhid","s9q29a_1","s9q29a_2","s9q29a_3","s9q29a_os","s9q29_1","s9q29_2","s9q29_3","s9q29_os","s9q30a","s9q30_1","s9q30_2","s9q30_3","s9q30_os"
1,7,719,2,270,79113,,,,,,,,,2,,,,
1,7,719,2,270,79114,,,,,,,,,2,,,,
1,7,719,2,270,79116,,,,,,,,,2,,,,
1,7,719,2,270,79117,,,,,,,,,2,,,,
1,7,719,2,270,79119,4,7,3,,4,8,3,,,,,,
1,7,719,2,270,79120,,,,,,,,,1,4,6,3,
1,7,721,2,2400,79121,,,,,,,,,2,,,,
1,7,721,2,2400,79122,,,,,,,,,2,,,,
1,7,721,2,2400,79123,,,,,,,,,2,,,,
1,7,721,2,2400,79124,,,,,,,,,2,,,,
1,7,721,2,2400,79125,,,,,,,,,2,,,,
1,7,721,2,2400,79127,,,,,,,,,2,,,,
1,7,721,2,2400,79128,,,,,,,,,2,,,,
1,7,721,2,2400,79129,,,,,,,,,2,,,,
1,7,721,2,2400,79131,1,7,14,,1,14,13,,,,,,
1,7,721,2,2400,79132,,,,,,,,,2,,,,
1,7,723,2,1088,79133,,,,,,,,,2,,,,
1,7,723,2,1088,79134,,,,,,,,,2,,,,
1,7,723,2,1088,79136,,,,,,,,,2,,,,
1,7,723,2,1088,79137,,,,,,,,,2,,,,
1,7,723,2,1088,79138,,,,,,,,,2,,,,
1,7,723,2,1088,79139,,,,,,,,,2,,,,
1,7,723,2,1088,79140,,,,,,,,,2,,,,
1,7,723,2,1088,79141,,,,,,,,,2,,,,
1,7,723,2,1088,79142,,,,,,,,,2,,,,
1,7,723,2,1088,79143,1,3,7,,3,1,8,,,,,,
2,8,821,1,1448,80011,4,8,14,,4,8,14,,,,,,
2,8,821,1,1448,80012,3,4,10,,4,7,2,,,,,,
2,8,821,1,1448,80013,,,,,,,,,2,,,,
2,8,821,1,1448,80014,4,8,1,,1,8,4,,,,,,
2,8,821,1,1448,80015,8,4,14,,4,8,14,,,,,,
2,8,821,1,1448,80016,4,7,3,,4,3,7,,,,,,
2,8,821,1,1448,80017,,,,,,,,,2,,,,
2,8,821,1,1448,80018,4,14,8,,4,8,14,,,,,,
2,8,821,1,1448,80019,,,,,,,,,2,,,,
2,8,821,1,1448,80020,14,8,4,,4,8,14,,,,,,
2,8,805,2,46,80091,,,,,,,,,2,,,,
2,8,805,2,46,80092,7,4,8,,4,8,7,,,,,,
2,8,805,2,46,80095,1,4,7,,3,7,10,,,,,,
2,8,805,2,46,80097,,,,,,,,,2,,,,
2,8,805,2,46,80098,,,,,,,,,2,,,,
2,8,805,2,46,80099,4,8,3,,3,4,8,,,,,,
2,8,805,2,46,80100,,,,,,,,,2,,,,
2,8,827,2,804,80101,3,4,8,,4,3,8,,,,,,
2,8,827,2,804,80102,4,8,3,,3,4,8,,,,,,
2,8,827,2,804,80103,4,7,3,,3,8,4,,,,,,
2,8,827,2,804,80104,4,7,8,,3,4,8,,,,,,
2,8,827,2,804,80105,3,4,8,,8,4,3,,,,,,
2,8,827,2,804,80106,,,,,,,,,2,,,,
2,8,827,2,804,80107,4,3,7,,1,3,,,,,,,
2,8,827,2,804,80108,4,3,7,,2,4,7,,,,,,
2,8,827,2,804,80109,,,,,,,,,2,,,,
2,8,827,2,804,80110,1,3,4,,3,7,10,,,,,,
2,8,821,1,12,89001,12,4,11,,4,8,12,,,,,,
2,8,821,1,12,89002,7,11,12,,4,8,14,,,,,,
2,8,821,1,12,89003,3,7,4,,4,10,3,,,,,,
2,8,821,1,12,89004,4,2,7,,3,9,12,,,,,,
2,8,821,1,12,89005,,,,,,,,,2,,,,
2,8,821,1,12,89006,3,7,12,,1,3,4,,,,,,
2,8,821,1,12,89007,,,,,,,,,2,,,,
2,8,821,1,12,89009,,,,,,,,,2,,,,
2,8,821,1,12,89010,5,3,14,,12,4,9,,,,,,
2,8,821,1,12,89011,7,12,4,,8,12,14,,,,,,
2,8,821,1,1628,89015,4,8,14,,4,8,14,,,,,,
2,8,821,1,1628,89016,14,4,3,,8,7,14,,,,,,
2,8,821,1,1628,89017,4,7,8,,7,8,4,,,,,,
2,8,821,1,1628,89019,4,14,8,,4,14,,,,,,,
2,8,821,1,1628,89020,,,,,,,,,2,,,,
2,8,821,1,1628,89021,5,3,7,,14,9,3,,,,,,
2,8,821,1,1628,89022,4,7,3,,9,8,4,,,,,,
2,8,821,1,1628,89023,3,4,7,,7,3,9,,,,,,
2,8,821,1,1628,89024,4,10,14,,3,7,10,,,,,,
2,8,821,1,1628,89028,14,13,4,,13,14,4,,,,,,
5,9,908,1,278,90001,8,10,,,8,10,,,,,,,
5,9,908,1,278,90002,8,5,,,8,5,6,,,,,,
5,9,908,1,278,90003,1,8,4,,1,8,4,,,,,,
5,9,908,1,278,90004,8,,,,8,,,,,,,,
5,9,908,1,278,90005,,,,,,,,,2,,,,
5,3,312,2,0,90007,,,,,,,,,1,4,3,1,
5,9,908,1,278,90009,,,,,,,,,2,,,,
5,9,908,1,278,90010,,,,,,,,,1,11,13,4,
5,9,915,1,1390,90021,1,3,8,,1,3,5,,,,,,
5,9,915,1,1390,90022,4,8,,,4,8,,,,,,,
5,9,915,1,1390,90025,4,8,10,,4,6,8,,,,,,
5,9,915,1,1390,90026,,,,,,,,,2,,,,
5,9,915,1,1390,90027,,,,,,,,,1,1,4,8,
5,9,915,1,1390,90028,,,,,,,,,2,,,,
5,9,915,1,1390,90029,,,,,,,,,1,5,3,8,
5,9,915,1,1390,90030,,,,,,,,,2,,,,
5,9,901,2,398,90041,,,,,,,,,1,4,,,
5,9,901,2,0,90042,,,,,,,,,1,3,4,12,
5,9,901,2,0,90043,,,,,,,,,1,4,,,
5,9,901,2,398,90044,,,,,,,,,2,,,,
5,9,901,2,398,90046,,,,,,,,,2,,,,
5,9,901,2,398,90047,1,8,4,,1,8,4,,,,,,
5,9,901,2,398,90048,4,8,,,4,8,,,,,,,
5,9,918,2,834,90091,1,2,8,,1,8,,,,,,,
5,9,918,2,834,90092,,,,,,,,,1,4,6,,
5,9,918,2,834,90093,,,,,,,,,2,,,,
5,9,918,2,834,90094,6,8,4,,8,4,,,,,,,
5,9,918,2,834,90095,,,,,,,,,1,3,4,6,
5,9,918,2,834,90096,,,,,,,,,2,,,,
5,9,918,2,834,90097,,,,,,,,,2,,,,
5,9,918,2,0,90098,,,,,,,,,2,,,,
5,9,918,2,834,90099,,,,,,,,,2,,,,
5,9,918,2,834,90100,1,4,8,,1,4,8,,,,,,
5,9,905,2,2128,99001,,,,,,,,,2,,,,
5,9,905,2,2128,99003,,,,,,,,,2,,,,
5,9,905,2,2128,99004,8,,,,8,,,,,,,,
5,9,905,2,2128,99005,,,,,,,,,2,,,,
5,9,905,2,2128,99006,,,,,,,,,2,,,,
5,9,905,2,2128,99008,,,,,,,,,2,,,,
5,9,905,2,2128,99009,1,3,4,,1,3,4,,,,,,
5,9,905,2,2128,99010,,,,,,,,,2,,,,
5,9,905,2,2128,99011,,,,,,,,,1,4,1,8,
5,9,908,1,78,99013,,,,,,,,,1,4,10,6,
5,9,908,1,78,99014,,,,,,,,,2,,,,
5,9,908,1,78,99015,,,,,,,,,1,4,,,
5,9,908,1,78,99016,1,4,8,,1,13,4,,,,,,
5,9,908,1,78,99017,3,7,,,3,7,,,,,,,
5,9,908,1,78,99019,13,,,,13,,,,,,,,
5,9,908,1,78,99020,,,,,,,,,2,,,,
5,9,908,1,78,99021,1,4,8,,1,4,8,,,,,,
5,9,908,1,78,99023,,,,,,,,,2,,,,
5,9,909,1,506,99026,,,,,,,,,2,,,,
5,9,909,1,506,99027,6,1,12,,6,12,1,,,,,,
5,9,909,1,506,99029,12,4,11,,12,4,10,,,,,,
5,9,909,1,506,99030,1,8,3,,1,8,,,,,,,
5,9,909,1,506,99031,3,8,,,3,8,,,,,,,
5,9,909,1,506,99032,1,8,,,1,8,,,,,,,
5,9,909,1,506,99033,,,,,,,,,2,,,,
5,9,909,1,506,99034,1,3,,,1,3,,,,,,,
5,9,909,1,506,99035,,,,,,,,,1,4,7,,
5,9,909,1,506,99036,1,4,12,,1,4,12,,,,,,
5,9,910,2,370,99037,,,,,,,,,2,,,,
5,9,910,2,370,99038,,,,,,,,,2,,,,
5,9,910,2,370,99040,1,8,,,1,8,,,,,,,
5,9,910,2,370,99041,,,,,,,,,2,,,,
5,9,910,2,370,99043,,,,,,,,,1,4,11,12,
5,9,910,2,370,99044,3,,,,3,,,,,,,,
5,9,910,2,370,99045,,,,,,,,,2,,,,
5,9,910,2,370,99046,,,,,,,,,2,,,,
5,9,910,2,370,99048,,,,,,,,,1,4,6,,
5,9,910,2,730,99051,,,,,,,,,2,,,,
5,9,910,2,730,99052,,,,,,,,,2,,,,
5,9,910,2,730,99053,2,3,,,1,2,4,,,,,,
5,9,910,2,730,99054,,,,,,,,,1,1,4,,
5,9,910,2,730,99055,,,,,,,,,2,,,,
5,9,910,2,730,99056,1,2,3,,1,2,3,,,,,,
5,9,910,2,730,99057,,,,,,,,,1,4,10,,
5,9,910,2,730,99058,3,6,4,,3,4,6,,,,,,
5,9,910,2,730,99059,,,,,,,,,2,,,,
5,9,913,2,1510,99061,1,4,10,,1,8,14,,,,,,
5,9,913,2,1510,99062,,,,,,,,,2,,,,
5,9,913,2,1510,99064,,,,,,,,,2,,,,
5,9,913,2,1510,99065,,,,,,,,,2,,,,
5,9,913,2,1510,99066,,,,,,,,,2,,,,
5,9,913,2,1510,99068,4,,,,4,,,,,,,,
5,9,913,2,1510,99070,,,,,,,,,2,,,,
5,9,913,2,1510,99071,,,,,,,,,1,1,3,4,
5,9,913,2,1510,99072,,,,,,,,,2,,,,
5,9,917,2,2282,99074,1,8,4,,8,1,,,,,,,
5,9,917,2,2282,99075,,,,,,,,,1,4,,,
5,9,917,2,2282,99076,,,,,,,,,2,,,,
5,9,917,2,2282,99077,96,,,"TOO MUCH CREDITORS",96,,,"TOO MUCH CREDITORS",,,,,
5,9,917,2,2282,99079,1,8,,,1,8,,,,,,,
5,9,917,2,2282,99080,10,6,,,6,10,,,,,,,
5,9,917,2,2282,99081,,,,,,,,,2,,,,
5,9,917,2,2282,99082,1,12,,,1,,,,,,,,
5,9,917,2,2282,99083,,,,,,,,,1,4,,,
5,9,908,1,78,99088,,,,,,,,,2,,,,
5,9,910,2,730,99094,,,,,,,,,2,,,,
5,9,913,2,1510,99096,,,,,,,,,2,,,,
5,9,917,2,2282,99098,,,,,,,,,2,,,,
5,10,1008,2,1314,100031,3,4,6,,4,11,6,,,,,,
5,10,1008,2,1314,100032,,,,,,,,,1,4,,,
5,10,1008,2,1314,100033,,,,,,,,,2,,,,
5,10,1008,2,1314,100034,3,4,6,,11,6,4,,,,,,
5,10,1008,2,1314,100035,1,6,4,,4,6,11,,,,,,
5,10,1008,2,1314,100036,3,4,6,,4,6,11,,,,,,
5,10,1008,2,1314,100037,,,,,,,,,2,,,,
5,10,1008,2,1314,100038,1,,,,1,,,,,,,,
5,10,1008,2,1314,100039,,,,,,,,,1,11,96,,"UNAVAILABILITY OF FUNDS"
5,10,1008,2,1314,100040,,,,,,,,,2,,,,
5,10,1018,1,634,100111,,,,,,,,,1,4,7,11,
5,10,1018,1,634,100113,7,4,11,,4,7,11,,,,,,
5,10,1018,1,634,100115,,,,,,,,,2,,,,
5,10,1018,1,634,100117,6,11,13,,1,3,96,"SALES ARE SOMETIMES SEASONAL",,,,,
5,10,1018,1,634,100118,8,10,,,8,,,,,,,,
5,10,1018,1,634,100119,8,4,1,,10,8,1,,,,,,
5,10,1018,1,634,100120,1,8,13,,1,8,13,,,,,,
5,10,1025,2,1774,100131,10,3,,,8,10,13,,,,,,
5,10,1025,2,1774,100132,10,3,8,,10,13,,,,,,,
5,10,1025,2,1774,100133,,,,,,,,,1,1,12,13,
5,10,1025,2,1774,100134,4,6,7,,4,10,6,,,,,,
5,10,1025,2,1774,100135,3,8,1,,1,8,3,,,,,,
5,10,1025,2,1774,100136,,,,,,,,,1,4,10,7,
5,10,1025,2,1774,100138,,,,,,,,,1,4,7,11,
5,10,1002,1,114,109002,,,,,,,,,2,,,,
5,10,1002,1,114,109005,96,3,,"FINANCE",96,3,,"FINANCE",,,,,
5,10,1002,1,114,109006,1,4,8,,1,8,4,,,,,,
5,10,1002,1,114,109007,96,1,4,"FINANCE",96,1,4,"FINANCE",,,,,
5,10,1002,1,114,109008,3,,,,3,,,,,,,,
5,10,1002,1,114,109009,6,1,4,,6,1,4,,,,,,
5,10,1002,1,114,109011,4,6,8,,4,6,8,,,,,,
5,10,1002,1,114,109012,3,6,4,,3,6,,,,,,,
5,10,1006,2,474,109013,1,2,,,1,2,,,,,,,
5,10,1006,2,474,109014,4,,,,7,,,,,,,,
5,10,1006,2,474,109016,3,4,,,3,4,,,,,,,
5,10,1006,2,474,109017,,,,,,,,,2,,,,
5,10,1006,2,474,109018,8,96,,"HIGH COST OF FOODSTUFF IN THE MARKET",8,1,96,"HIGH COST OF FOODSTUFF IN THE MARKET",,,,,
5,10,1006,2,474,109019,,,,,,,,,2,,,,
5,10,1006,2,474,109020,1,3,4,,6,4,12,,,,,,
5,10,1006,2,474,109021,4,10,12,,4,6,12,,,,,,
5,10,1006,2,474,109022,1,4,6,,8,10,11,,,,,,
5,10,1006,2,474,109023,4,6,11,,3,4,7,,,,,,
5,10,1006,2,1708,109025,,,,,,,,,1,4,,,
5,10,1006,2,1708,109026,4,6,11,,4,3,1,,,,,,
5,10,1006,2,1708,109028,3,,,,4,,,,,,,,
5,10,1006,2,1708,109029,,,,,,,,,2,,,,
5,10,1006,2,1708,109030,1,4,6,,4,11,6,,,,,,
5,10,1006,2,1708,109031,,,,,,,,,1,4,6,10,
5,10,1006,2,1708,109032,4,,,,4,,,,,,,,
5,10,1006,2,1708,109033,4,,,,4,,,,,,,,
5,10,1006,2,1708,109034,,,,,,,,,2,,,,
5,10,1006,2,1708,109035,,,,,,,,,1,4,12,11,
5,10,1007,1,1026,109037,,,,,,,,,2,,,,
5,10,1007,1,1026,109038,8,,,,8,,,,,,,,
5,10,1007,1,1026,109040,,,,,,,,,2,,,,
5,10,1007,1,1026,109041,8,,,,8,,,,,,,,
5,10,1007,1,1026,109042,4,8,10,,4,6,11,,,,,,
5,10,1007,1,1026,109043,3,4,6,,4,6,11,,,,,,
5,10,1007,1,1026,109046,1,3,4,,4,11,12,,,,,,
5,10,1007,1,1026,109047,4,6,10,,3,11,14,,,,,,
5,10,1012,2,428,109048,4,,,,4,,,,,,,,
5,10,1012,2,428,109049,1,,,,1,,,,,,,,
5,10,1012,2,428,109052,4,8,13,,3,4,8,,,,,,
5,10,1012,2,428,109053,8,96,,"STRESSFUL PROCESSING",3,4,8,,,,,,
5,10,1015,1,0,109054,,,,,,,,,2,,,,
5,10,1012,2,428,109055,5,4,6,,8,4,6,,,,,,
5,10,1012,2,428,109056,,,,,,,,,1,4,6,12,
5,10,1012,2,428,109057,8,5,,,8,,,,,,,,
5,10,1012,2,428,109058,1,8,,,1,8,,,,,,,
5,10,1011,2,0,109059,3,8,7,,3,7,8,,,,,,
5,10,1012,2,1106,109060,,,,,,,,,2,,,,
5,10,1012,2,1106,109061,8,,,,8,,,,,,,,
5,10,1012,2,1106,109062,6,4,3,,10,7,6,,,,,,
5,10,1012,2,1106,109064,,,,,,,,,1,1,4,,
5,10,1011,2,0,109065,3,96,,"INADEQUATE FUNDS",96,,,"INADEQUATE FUNDS",,,,,
5,10,1012,2,1106,109066,96,1,4,"FINANCE FOR PURCHASE OF MACHINES AND OTHER SOPHISTICATED EQUIPMENTS LIKE SCISORS AND TABLES",14,4,8,,,,,,
5,10,1012,2,1106,109067,1,4,6,,1,3,11,,,,,,
5,10,1012,2,1106,109068,,,,,,,,,1,4,1,14,
5,10,1012,2,1106,109069,1,4,3,,1,4,3,,,,,,
5,10,1012,2,1106,109071,4,,,,4,,,,,,,,
5,10,1013,2,88,109073,,,,,,,,,1,1,6,8,
5,10,1013,2,88,109074,,,,,,,,,2,,,,
5,10,1013,2,88,109076,8,,,,1,,,,,,,,
5,10,1013,2,88,109077,1,,,,1,,,,,,,,
5,10,1013,2,88,109078,,,,,,,,,2,,,,
5,10,1013,2,88,109080,,,,,,,,,2,,,,
5,10,1013,2,88,109081,,,,,,,,,2,,,,
5,10,1013,2,88,109082,11,12,,,11,12,,,,,,,
5,10,1013,2,88,109083,1,3,4,,6,12,11,,,,,,
5,10,1013,2,410,109085,8,4,,,3,8,10,,,,,,
5,10,1013,2,410,109086,4,,,,3,11,13,,,,,,
5,10,1013,2,410,109087,6,7,4,,4,6,7,,,,,,
5,10,1013,2,410,109088,13,3,12,,12,13,4,,,,,,
5,10,1013,2,410,109089,8,10,12,,8,6,10,,,,,,
5,10,1013,2,410,109091,,,,,,,,,1,4,,,
5,10,1013,2,410,109092,,,,,,,,,1,4,6,7,
5,10,1013,2,410,109093,8,,,,8,10,14,,,,,,
5,10,1013,2,410,109095,,,,,,,,,1,4,10,,
5,10,1013,2,948,109096,4,6,11,,11,10,13,,,,,,
5,10,1013,2,948,109099,8,13,12,,12,13,8,,,,,,
5,10,1013,2,948,109100,4,6,10,,3,4,7,,,,,,
5,10,1013,2,948,109101,3,10,11,,3,10,11,,,,,,
5,10,1013,2,948,109103,,,,,,,,,1,4,6,10,
5,10,1013,2,948,109104,,,,,,,,,1,4,6,7,
5,10,1013,2,948,109106,4,6,10,,4,10,7,,,,,,
5,10,1013,2,948,109107,,,,,,,,,1,4,6,,
5,10,1013,2,1054,109108,4,,,,3,4,,,,,,,
5,10,1013,2,1054,109110,,,,,,,,,1,3,4,6,
5,10,1013,2,1054,109111,4,96,,"NO ENCOURAGEMENT",3,4,6,,,,,,
5,10,1013,2,1054,109112,4,6,7,,7,4,8,,,,,,
5,10,1013,2,1054,109114,8,1,13,,8,13,1,,,,,,
5,10,1013,2,1054,109115,1,4,6,,1,8,4,,,,,,
5,10,1013,2,1054,109117,13,8,14,,13,8,14,,,,,,
5,10,1013,2,1054,109118,,,,,,,,,1,4,6,3,
5,10,1013,2,1054,109119,4,6,10,,10,4,,,,,,,
5,10,1022,1,30,109121,10,13,,,10,13,5,,,,,,
5,10,1022,1,30,109122,4,8,10,,8,4,10,,,,,,
5,10,1022,1,30,109123,10,6,,,4,8,3,,,,,,
5,10,1022,1,30,109124,4,7,12,,4,7,6,,,,,,
5,10,1022,1,30,109126,,,,,,,,,1,4,7,6,
5,10,1022,1,30,109127,1,8,12,,1,8,13,,,,,,
5,10,1022,1,30,109128,7,4,6,,4,7,10,,,,,,
5,10,1022,1,30,109129,,,,,,,,,2,,,,
5,10,1022,1,30,109130,,,,,,,,,2,,,,
5,10,1022,1,30,109131,10,8,1,,4,10,3,,,,,,
5,10,1022,1,386,109132,10,11,4,,8,10,,,,,,,
5,10,1022,1,386,109133,8,13,,,3,10,8,,,,,,
5,10,1022,1,386,109134,8,10,,,8,4,,,,,,,
5,10,1022,1,386,109135,1,12,8,,1,12,8,,,,,,
5,10,1022,1,386,109136,,,,,,,,,2,,,,
5,10,1022,1,386,109137,8,7,,,1,8,,,,,,,
5,10,1022,1,386,109139,3,8,,,3,8,,,,,,,
5,10,1022,1,386,109141,7,4,8,,4,7,10,,,,,,
5,10,1022,1,386,109142,,,,,,,,,1,7,4,11,
5,10,1023,2,346,109145,3,13,,,3,8,10,,,,,,
5,10,1023,2,346,109147,1,8,12,,1,8,12,,,,,,
5,10,1023,2,346,109148,1,7,3,,1,3,7,,,,,,
5,10,1023,2,346,109149,,,,,,,,,1,4,7,11,
5,10,1023,2,346,109150,,,,,,,,,1,4,7,11,
5,10,1023,2,346,109151,,,,,,,,,1,4,7,11,
5,10,1023,2,346,109152,,,,,,,,,1,5,4,13,
5,10,1023,2,346,109153,8,,,,4,6,,,,,,,
5,10,1023,2,346,109154,8,,,,8,10,,,,,,,
5,10,1023,2,346,109155,,,,,,,,,2,,,,
5,10,1002,1,114,109156,3,4,8,,4,6,10,,,,,,
5,10,1002,1,114,109157,,,,,,,,,1,4,,,
5,10,1013,2,88,109166,,,,,,,,,2,,,,
5,10,1013,2,410,109169,,,,,,,,,1,4,6,1,
5,10,1013,2,948,109170,8,12,14,,8,10,12,,,,,,
5,10,1013,2,948,109171,12,8,13,,8,12,13,,,,,,
5,10,1013,2,1054,109173,8,10,12,,8,13,12,,,,,,
5,10,1022,1,386,109176,4,7,11,,7,4,8,,,,,,
4,11,1104,1,2028,110001,3,,,,3,8,,,,,,,
4,11,1104,1,2028,110002,4,3,6,,5,7,,,,,,,
4,11,1104,1,2028,110003,,,,,,,,,2,,,,
4,11,1104,1,2028,110004,,,,,,,,,2,,,,
4,11,1104,1,2028,110005,,,,,,,,,2,,,,
4,11,1104,1,2028,110006,,,,,,,,,2,,,,
4,11,1104,1,2028,110007,10,,,,10,,,,,,,,
4,11,1104,1,2028,110008,,,,,,,,,2,,,,
4,11,1104,1,2028,110009,,,,,,,,,2,,,,
4,11,1104,1,2028,110010,,,,,,,,,2,,,,
4,11,1112,2,78,110021,,,,,,,,,1,1,4,,
4,11,1112,2,78,110022,,,,,,,,,2,,,,
4,11,1112,2,78,110023,2,3,8,,8,2,,,,,,,
4,11,1112,2,78,110024,,,,,,,,,1,4,3,5,
4,11,1112,2,78,110025,8,3,,,8,,,,,,,,
4,11,1112,2,78,110026,1,10,12,,1,6,,,,,,,
4,11,1112,2,78,110027,,,,,,,,,2,,,,
4,11,1112,2,78,110028,,,,,,,,,2,,,,
4,11,1112,2,78,110029,8,,,,8,,,,,,,,
4,11,1112,2,78,110030,11,12,,,11,12,,,,,,,
4,11,1104,2,434,110081,,,,,,,,,2,,,,
4,11,1104,2,434,110082,3,4,10,,3,4,8,,,,,,
4,11,1104,2,434,110083,4,,,,4,,,,,,,,
4,11,1104,2,434,110084,,,,,,,,,1,4,6,10,
4,11,1104,2,434,110085,,,,,,,,,2,,,,
4,11,1104,2,434,110086,,,,,,,,,2,,,,
4,11,1104,2,434,110087,,,,,,,,,2,,,,
4,11,1104,2,434,110088,,,,,,,,,1,4,5,,
4,11,1104,2,434,110089,3,4,6,,3,4,6,,,,,,
4,11,1104,2,434,110090,,,,,,,,,2,,,,
4,11,1113,2,954,110111,4,,,,4,,,,,,,,
4,11,1113,2,954,110112,,,,,,,,,2,,,,
4,11,1113,2,954,110113,,,,,,,,,2,,,,
4,11,1113,2,954,110114,,,,,,,,,2,,,,
4,11,1113,2,954,110115,4,10,,,4,6,8,,,,,,
4,11,1113,2,954,110116,,,,,,,,,2,,,,
4,11,1113,2,954,110117,,,,,,,,,2,,,,
4,11,1113,2,954,110118,5,10,3,,8,6,10,,,,,,
4,11,1113,2,954,110119,,,,,,,,,2,,,,
4,11,1113,2,954,110120,,,,,,,,,1,4,,,
4,11,1102,2,936,110121,,,,,,,,,1,4,6,10,
4,11,1102,2,936,110122,3,7,,,3,7,,,,,,,
4,11,1102,2,936,110123,,,,,,,,,2,,,,
4,11,1102,2,936,110124,4,6,10,,4,6,10,,,,,,
4,11,1102,2,936,110125,,,,,,,,,2,,,,
4,11,1102,2,936,110126,8,,,,4,14,,,,,,,
4,11,1102,2,936,110127,3,,,,3,,,,,,,,
4,11,1102,2,936,110128,1,4,11,,1,8,4,,,,,,
4,11,1102,2,936,110129,,,,,,,,,2,,,,
4,11,1102,2,936,110130,,,,,,,,,2,,,,
4,11,1101,2,154,110131,1,3,,,1,3,,,,,,,
4,11,1101,2,154,110132,,,,,,,,,1,4,,,
4,11,1101,2,154,110133,,,,,,,,,1,4,6,,
4,11,1101,2,154,110134,,,,,,,,,1,4,6,,
4,11,1101,2,154,110135,,,,,,,,,2,,,,
4,11,1101,2,154,110136,,,,,,,,,2,,,,
4,11,1101,2,154,110137,,,,,,,,,2,,,,
4,11,1101,2,154,110138,11,10,1,,8,1,10,,,,,,
4,11,1101,2,154,110139,,,,,,,,,1,4,,,
4,11,1101,2,154,110140,3,,,,3,,,,,,,,
4,11,1104,2,914,119001,,,,,,,,,1,1,10,6,
4,11,1104,2,914,119002,,,,,,,,,1,1,8,,
4,11,1104,2,914,119003,,,,,,,,,1,4,6,,
4,11,1104,2,914,119005,,,,,,,,,2,,,,
4,11,1104,2,914,119006,,,,,,,,,2,,,,
4,11,1104,2,914,119008,,,,,,,,,2,,,,
4,11,1104,2,914,119009,,,,,,,,,2,,,,
4,11,1104,2,914,119010,,,,,,,,,2,,,,
4,11,1104,2,914,119011,,,,,,,,,1,4,,,
4,11,1104,2,914,119012,,,,,,,,,2,,,,
4,11,1104,2,1610,119013,11,9,,,11,9,,,,,,,
4,11,1104,2,1610,119014,,,,,,,,,2,,,,
4,11,1104,2,1610,119015,3,1,4,,1,3,4,,,,,,
4,11,1104,2,1610,119016,,,,,,,,,2,,,,
4,11,1104,2,1610,119017,,,,,,,,,2,,,,
4,11,1104,2,1610,119019,,,,,,,,,2,,,,
4,11,1104,2,1610,119020,,,,,,,,,2,,,,
4,11,1104,2,1610,119021,,,,,,,,,2,,,,
4,11,1104,2,1610,119022,1,3,,,1,3,,,,,,,
4,11,1104,2,1610,119023,,,,,,,,,2,,,,
4,11,1105,2,1092,119025,,,,,,,,,1,1,7,12,
4,11,1105,2,1092,119026,3,5,,,4,,,,,,,,
4,11,1105,2,1092,119027,,,,,,,,,2,,,,
4,11,1105,2,1092,119028,,,,,,,,,2,,,,
4,11,1105,2,1092,119029,,,,,,,,,2,,,,
4,11,1105,2,1092,119030,,,,,,,,,2,,,,
4,11,1105,2,1092,119031,,,,,,,,,1,1,3,4,
4,11,1105,2,1092,119032,,,,,,,,,1,4,3,6,
4,11,1105,2,1092,119033,,,,,,,,,2,,,,
4,11,1105,2,1092,119034,,,,,,,,,1,4,10,,
4,11,1106,2,1366,119035,,,,,,,,,2,,,,
4,11,1106,2,1366,119036,,,,,,,,,1,4,,,
4,11,1106,2,1366,119037,,,,,,,,,1,3,6,5,
4,11,1106,2,1366,119038,3,7,,,1,3,8,,,,,,
4,11,1106,2,1366,119040,,,,,,,,,2,,,,
4,11,1106,2,1366,119041,,,,,,,,,2,,,,
4,11,1106,2,1366,119043,,,,,,,,,2,,,,
4,11,1106,2,1366,119044,,,,,,,,,2,,,,
4,11,1106,2,1366,119045,1,3,8,,4,1,3,,,,,,
4,11,1106,2,1366,119046,8,13,,,8,13,,,,,,,
4,11,1109,2,1556,119047,,,,,,,,,2,,,,
4,11,1109,2,1556,119048,,,,,,,,,2,,,,
4,11,1109,2,1556,119049,,,,,,,,,2,,,,
4,11,1109,2,1556,119050,,,,,,,,,2,,,,
4,11,1109,2,1556,119052,,,,,,,,,2,,,,
4,11,1109,2,1556,119053,4,3,,,4,,,,,,,,
4,11,1109,2,1556,119054,,,,,,,,,2,,,,
4,11,1109,2,1556,119055,3,1,2,,3,1,2,,,,,,
4,11,1109,2,1556,119057,,,,,,,,,1,4,,,
4,11,1109,2,1556,119058,8,4,6,,1,7,8,,,,,,
5,12,1211,1,2856,120001,,,,,,,,,1,4,7,8,
5,12,1211,1,2856,120002,,,,,,,,,1,1,8,9,
5,12,1211,1,2856,120003,3,4,6,,10,6,4,,,,,,
5,12,1211,1,2856,120004,1,4,6,,1,4,6,,,,,,
5,12,1211,1,2856,120005,,,,,,,,,1,4,12,11,
5,12,1211,1,2856,120006,1,12,8,,1,8,4,,,,,,
5,12,1211,1,2856,120007,1,,,,1,,,,,,,,
5,12,1211,1,0,120008,1,4,8,,1,4,8,,,,,,
5,12,1211,1,2856,120010,7,8,5,,8,7,5,,,,,,
5,12,1208,2,526,120041,3,7,4,,3,4,7,,,,,,
5,12,1208,2,526,120042,1,4,7,,1,3,7,,,,,,
5,12,1208,2,526,120043,1,4,3,,1,2,6,,,,,,
5,12,1208,2,526,120044,,,,,,,,,1,4,,,
