"zone","state","lga","sector","ea","hhid","s9q29a_1","s9q29a_2","s9q29a_3","s9q29a_os","s9q29_1","s9q29_2","s9q29_3","s9q29_os","s9q30a","s9q30_1","s9q30_2","s9q30_3","s9q30_os"
3,17,1715,2,3064,179045,3,8,10,,3,8,10,,,,,,
3,17,1715,2,3064,179046,8,10,1,,1,8,10,,,,,,
3,17,1715,2,3064,179047,8,7,4,,4,8,10,,,,,,
3,17,1715,2,3064,179048,8,5,10,,8,10,7,,,,,,
3,17,1716,2,1344,179049,4,3,13,,4,3,13,,,,,,
3,17,1716,2,1344,179050,,,,,,,,,2,,,,
3,17,1716,2,1344,179052,13,,,,9,4,,,,,,,
3,17,1716,2,1344,179053,3,7,,,3,5,7,,,,,,
3,17,1716,2,1344,179054,3,6,10,,3,6,10,,,,,,
3,17,1716,2,1344,179055,3,10,13,,3,10,13,,,,,,
3,17,1716,2,1344,179056,3,7,13,,3,7,13,,,,,,
3,17,1716,2,1344,179058,,,,,,,,,2,,,,
3,17,1716,2,1344,179059,8,10,,,10,8,7,,,,,,
3,17,1716,2,1344,179060,3,4,8,,3,4,8,,,,,,
3,17,1717,2,378,179061,7,5,,,3,7,5,,,,,,
6,24,2417,1,0,179062,,,,,,,,,2,,,,
3,17,1717,2,378,179063,,,,,,,,,1,4,3,7,
3,17,1717,2,378,179064,,,,,,,,,2,,,,
3,17,1717,2,378,179065,9,4,12,,4,9,12,,,,,,
3,17,1717,2,378,179067,,,,,,,,,2,,,,
3,17,1717,2,378,179068,1,8,10,,1,8,10,,,,,,
3,17,1717,2,378,179069,3,13,10,,10,3,13,,,,,,
3,17,1717,2,378,179070,,,,,,,,,2,,,,
3,17,1717,2,378,179072,8,3,4,,7,8,3,,,,,,
3,17,1721,1,1272,179073,3,13,7,,3,7,13,,,,,,
3,17,1721,1,1272,179074,3,4,13,,3,4,13,,,,,,
3,17,1721,1,1272,179075,1,7,12,,3,5,7,,,,,,
3,17,1721,1,1272,179076,4,9,,,4,7,,,,,,,
3,17,1721,1,1272,179077,7,12,,,14,10,9,,,,,,
3,17,1721,1,1272,179079,3,10,8,,3,8,10,,,,,,
3,17,1718,2,0,179080,1,3,8,,1,3,8,,,,,,
3,17,1721,1,1272,179081,4,5,8,,8,4,5,,,,,,
3,17,1721,1,1272,179082,3,4,1,,1,3,7,,,,,,
3,17,1721,1,1272,179084,,,,,,,,,2,,,,
3,17,1723,1,668,179085,1,4,13,,4,3,1,,,,,,
3,17,1723,1,668,179086,1,4,13,,1,4,13,,,,,,
3,17,1723,1,668,179087,9,,,,9,,,,,,,,
3,17,1723,1,668,179089,1,3,10,,1,3,10,,,,,,
3,17,1723,1,668,179091,1,3,10,,1,3,,,,,,,
3,17,1723,1,668,179092,2,3,4,,2,3,7,,,,,,
3,17,1723,1,668,179093,,,,,,,,,2,,,,
3,17,1723,1,668,179095,,,,,,,,,2,,,,
3,17,1723,1,668,179096,,,,,,,,,1,7,5,2,
3,17,1725,2,200,179097,3,4,7,,3,4,7,,,,,,
3,17,1725,2,200,179098,8,4,,,4,8,,,,,,,
3,17,1725,2,200,179100,3,10,8,,3,8,10,,,,,,
3,17,1725,2,200,179101,8,3,7,,4,7,8,,,,,,
3,17,1725,2,200,179102,8,7,3,,3,4,9,,,,,,
3,17,1725,2,200,179103,1,2,3,,1,2,3,,,,,,
3,17,1725,2,200,179104,4,3,7,,4,3,1,,,,,,
3,17,1725,2,200,179105,7,5,3,,2,7,4,,,,,,
3,17,1725,2,200,179106,3,5,7,,3,7,5,,,,,,
3,17,1725,2,200,179108,3,4,,,3,4,5,,,,,,
3,17,1723,1,668,179124,,,,,,,,,1,4,6,,
3,18,1804,1,2690,180001,4,8,1,,8,5,1,,,,,,
3,18,1804,1,2690,180003,7,14,8,,8,3,14,,,,,,
3,18,1804,1,2690,180004,1,3,4,,3,4,1,,,,,,
3,18,1804,1,2690,180005,3,4,8,,3,8,4,,,,,,
3,18,1804,1,2690,180006,4,8,,,4,8,10,,,,,,
3,18,1804,1,2690,180007,,,,,,,,,2,,,,
3,18,1804,1,2690,180008,4,6,14,,4,6,14,,,,,,
3,18,1804,1,0,180009,,,,,,,,,2,,,,
3,18,1803,2,840,180031,7,3,8,,7,3,8,,,,,,
3,18,1803,2,840,180032,3,6,10,,3,10,,,,,,,
3,18,1803,2,840,180033,3,6,10,,3,6,10,,,,,,
3,18,1803,2,840,180034,10,9,4,,8,3,9,,,,,,
3,18,1803,2,840,180035,4,10,9,,3,8,10,,,,,,
3,18,1803,2,840,180036,,,,,,,,,1,4,1,3,
3,18,1803,2,840,180037,,,,,,,,,1,4,,,
3,18,1803,2,840,180038,3,8,,,3,4,8,,,,,,
3,18,1803,2,840,180039,1,8,,,1,8,4,,,,,,
3,18,1803,2,0,180040,2,3,7,,2,7,8,,,,,,
3,18,1816,1,378,180041,1,2,3,,1,2,3,,,,,,
3,18,1816,1,378,180042,10,9,4,,8,9,10,,,,,,
3,18,1816,1,378,180043,1,2,3,,1,2,3,,,,,,
3,18,1816,1,378,180044,,,,,,,,,2,,,,
3,18,1816,1,378,180045,3,,,,3,,,,,,,,
3,18,1816,1,378,180046,1,10,,,1,10,,,,,,,
3,18,1816,1,378,180047,10,,,,10,,,,,,,,
3,18,1816,1,378,180049,,,,,,,,,2,,,,
3,18,1816,1,378,180050,3,8,,,3,4,,,,,,,
3,18,1820,2,450,180091,7,3,5,,3,4,7,,,,,,
3,18,1820,2,450,180092,,,,,,,,,2,,,,
3,18,1820,2,450,180093,,,,,,,,,2,,,,
3,18,1820,2,450,180094,,,,,,,,,2,,,,
3,18,1820,2,450,180095,4,,,,4,5,7,,,,,,
3,18,1820,2,450,180096,,,,,,,,,1,4,14,6,
3,18,1820,2,450,180097,,,,,,,,,2,,,,
3,18,1820,2,450,180098,,,,,,,,,2,,,,
3,18,1820,2,450,180099,7,8,4,,8,7,4,,,,,,
3,18,1820,2,450,180100,7,8,11,,2,4,11,,,,,,
3,18,1802,2,1040,189003,4,8,5,,4,8,3,,,,,,
3,18,1802,2,1040,189005,4,8,5,,4,5,8,,,,,,
3,18,1802,2,1040,189006,,,,,,,,,1,13,4,5,
3,18,1802,2,1040,189007,,,,,,,,,1,4,8,14,
3,18,1802,2,1040,189008,1,3,,,1,3,,,,,,,
3,18,1802,2,1040,189009,,,,,,,,,2,,,,
3,18,1802,2,1040,189010,1,8,,,1,8,,,,,,,
3,18,1802,2,1040,189011,,,,,,,,,1,1,4,7,
3,18,1802,2,1040,189012,8,14,3,,7,8,14,,,,,,
3,18,1802,2,1554,189014,,,,,,,,,2,,,,
3,18,1802,2,1554,189015,3,4,7,,3,7,,,,,,,
3,18,1802,2,1554,189016,14,8,,,14,8,,,,,,,
3,18,1802,2,1554,189017,3,4,7,,3,5,7,,,,,,
3,18,1802,2,1554,189018,,,,,,,,,2,,,,
3,18,1802,2,1554,189019,1,4,,,2,1,3,,,,,,
3,18,1802,2,1554,189020,,,,,,,,,2,,,,
3,18,1802,2,1554,189021,,,,,,,,,2,,,,
3,18,1802,2,1554,189023,8,3,7,,4,7,8,,,,,,
3,18,1802,2,1554,189024,,,,,,,,,2,,,,
3,18,1802,1,3204,189025,8,4,3,,4,8,6,,,,,,
3,18,1802,1,3204,189028,3,4,8,,3,8,,,,,,,
3,18,1802,1,3204,189029,3,13,14,,13,14,8,,,,,,
3,18,1802,1,3204,189031,,,,,,,,,1,4,5,6,
3,18,1802,1,3204,189032,1,4,6,,1,3,4,,,,,,
3,18,1802,1,3204,189033,1,3,,,3,4,,,,,,,
3,18,1802,1,3204,189034,,,,,,,,,2,,,,
3,18,1802,1,3204,189035,1,11,5,,1,5,,,,,,,
3,18,1802,1,3204,189036,,,,,,,,,2,,,,
3,18,1805,2,674,189037,2,6,7,,2,6,8,,,,,,
3,18,1805,2,674,189038,7,2,1,,7,2,1,,,,,,
3,18,1805,2,674,189039,8,9,10,,6,3,10,,,,,,
3,18,1805,2,674,189040,4,8,9,,3,10,8,,,,,,
3,18,1805,2,674,189041,1,8,3,,1,3,2,,,,,,
3,18,1805,2,674,189042,,,,,,,,,1,1,3,4,
3,18,1805,2,674,189043,3,7,4,,3,7,,,,,,,
3,18,1805,2,674,189045,3,7,,,3,7,,,,,,,
3,18,1805,2,674,189047,4,8,3,,4,8,13,,,,,,
3,18,1805,2,674,189048,8,13,,,8,,,,,,,,
3,18,1805,2,792,189049,2,3,7,,3,7,96,"CREDIT SALE (BASHI)",,,,,
3,18,1805,2,792,189051,8,2,3,,8,,,,,,,,
3,18,1805,2,792,189052,4,8,9,,9,8,10,,,,,,
3,18,1805,2,792,189053,10,9,4,,6,8,3,,,,,,
3,18,1805,2,792,189054,1,3,,,1,3,,,,,,,
3,18,1805,2,792,189055,8,3,,,2,8,,,,,,,
3,18,1805,2,792,189056,1,,,,1,,,,,,,,
3,18,1805,2,792,189057,8,,,,8,,,,,,,,
3,18,1805,2,792,189058,8,4,,,8,5,,,,,,,
3,18,1805,2,792,189060,4,8,13,,1,8,4,,,,,,
3,18,1807,2,1754,189062,4,,,,3,4,,,,,,,
3,18,1807,2,1754,189064,4,8,7,,7,8,11,,,,,,
3,18,1807,2,1754,189065,13,11,5,,11,13,4,,,,,,
3,18,1807,2,1754,189066,,,,,,,,,1,96,,,"NO MONEY"
3,18,1807,2,1754,189067,4,8,,,4,3,14,,,,,,
3,18,1807,2,1754,189068,4,3,14,,3,13,14,,,,,,
3,18,1807,2,1754,189069,,,,,,,,,2,,,,
3,18,1807,2,1754,189070,4,3,8,,3,4,8,,,,,,
3,18,1807,2,1754,189071,8,4,5,,8,4,5,,,,,,
3,18,1807,2,1754,189072,3,4,8,,4,8,3,,,,,,
3,18,1809,1,1098,189073,1,3,7,,1,3,96,"CREDIT SALES",,,,,
3,18,1809,1,1098,189074,2,7,9,,2,3,7,,,,,,
3,20,2026,2,0,189075,,,,,,,,,2,,,,
3,18,1809,1,1098,189076,10,4,8,,8,9,3,,,,,,
3,18,1809,1,1098,189077,1,,,,1,,,,,,,,
3,18,1809,1,1098,189078,,,,,,,,,1,4,6,,
3,18,1809,1,1098,189079,3,,,,3,,,,,,,,
3,18,1809,1,1098,189080,3,,,,3,,,,,,,,
3,18,1809,1,1098,189081,1,8,13,,1,8,13,,,,,,
3,18,1809,1,1098,189082,8,3,13,,2,3,8,,,,,,
3,18,1809,1,1756,189085,,,,,,,,,2,,,,
3,18,1809,1,1756,189086,,,,,,,,,2,,,,
3,18,1809,1,1756,189087,1,8,,,1,8,,,,,,,
3,18,1809,1,1756,189089,,,,,,,,,2,,,,
3,18,1809,1,1756,189090,,,,,,,,,1,4,5,6,
3,18,1809,1,1756,189091,4,8,3,,4,5,8,,,,,,
3,18,1809,1,1756,189093,,,,,,,,,1,4,1,,
3,18,1809,1,1756,189094,8,10,11,,4,6,8,,,,,,
3,18,1809,1,1756,189095,3,4,8,,4,7,8,,,,,,
3,18,1809,1,1756,189096,1,5,,,1,4,,,,,,,
3,18,1810,1,540,189097,1,7,,,1,3,7,,,,,,
3,18,1810,1,540,189099,1,7,11,,1,11,7,,,,,,
3,18,1810,1,540,189100,4,12,8,,4,8,12,,,,,,
3,18,1810,1,540,189101,4,8,1,,8,4,1,,,,,,
3,18,1810,1,540,189102,5,6,,,10,5,4,,,,,,
3,18,1810,1,540,189103,5,6,14,,6,8,4,,,,,,
3,18,1810,1,0,189104,1,4,5,,1,4,5,,,,,,
3,18,1810,1,540,189105,1,3,,,1,3,,,,,,,
3,18,1810,1,540,189106,8,96,1,"FIRE BORN THE FACTORY AS AT 2017,2018",7,8,1,,,,,,
3,18,1810,1,540,189108,1,5,8,,1,4,8,,,,,,
3,18,1812,2,42,189109,4,8,,,4,8,3,,,,,,
3,18,1812,2,42,189110,4,8,3,,4,8,3,,,,,,
3,18,1812,2,42,189112,3,4,,,4,14,,,,,,,
3,18,1812,2,42,189116,4,6,14,,4,5,14,,,,,,
3,18,1812,2,42,189117,1,3,,,1,3,,,,,,,
3,18,1812,2,42,189118,,,,,,,,,2,,,,
3,18,1812,2,42,189119,,,,,,,,,2,,,,
3,18,1812,2,42,189120,,,,,,,,,2,,,,
3,18,1813,2,522,189121,1,7,3,,1,3,7,,,,,,
3,18,1813,2,522,189122,8,9,,,7,2,3,,,,,,
3,18,1813,2,522,189125,1,3,8,,3,8,1,,,,,,
3,18,1813,2,522,189126,3,6,,,3,6,,,,,,,
3,18,1813,2,522,189127,3,7,,,7,3,,,,,,,
3,18,1813,2,522,189128,8,4,13,,8,3,4,,,,,,
3,18,1813,2,522,189129,3,8,9,,4,9,13,,,,,,
3,18,1813,2,522,189130,6,8,7,,7,6,8,,,,,,
3,18,1813,2,522,189131,8,3,,,3,8,,,,,,,
3,18,1813,2,522,189132,8,9,3,,10,3,9,,,,,,
3,18,1817,2,572,189133,,,,,,,,,2,,,,
3,18,1817,2,572,189134,,,,,,,,,1,4,,,
3,18,1817,2,572,189136,9,13,11,,10,11,9,,,,,,
3,18,1817,2,572,189137,,,,,,,,,1,4,,,
3,18,1817,2,572,189139,,,,,,,,,1,10,,,
3,18,1817,2,572,189140,3,6,,,3,6,10,,,,,,
3,18,1817,2,572,189141,10,13,,,10,13,,,,,,,
3,18,1817,2,572,189142,8,,,,8,,,,,,,,
3,18,1817,2,572,189143,8,,,,1,8,,,,,,,
3,18,1817,2,572,189144,3,8,4,,7,3,10,,,,,,
3,18,1817,2,726,189147,4,8,,,4,,,,,,,,
3,18,1817,2,726,189148,10,9,8,,9,3,10,,,,,,
3,18,1817,2,726,189149,,,,,,,,,1,4,13,,
3,18,1817,2,726,189150,8,4,,,7,8,4,,,,,,
3,18,1817,2,726,189151,,,,,,,,,1,4,6,12,
3,18,1817,2,726,189152,4,8,9,,10,9,8,,,,,,
3,18,1817,2,726,189154,1,8,4,,1,4,8,,,,,,
3,18,1817,2,726,189155,8,,,,7,,,,,,,,
3,18,1817,2,726,189156,10,1,6,,1,6,10,,,,,,
3,18,1817,2,880,189157,,,,,,,,,2,,,,
3,18,1817,2,880,189158,3,4,8,,4,5,8,,,,,,
3,18,1817,2,880,189159,,,,,,,,,1,4,6,12,
3,18,1817,2,880,189160,,,,,,,,,2,,,,
3,18,1817,2,880,189161,,,,,,,,,2,,,,
3,18,1817,2,880,189162,,,,,,,,,1,6,4,,
3,18,1817,2,880,189164,,,,,,,,,2,,,,
3,18,1817,2,880,189165,,,,,,,,,1,1,3,8,
3,18,1817,2,880,189167,3,8,7,,3,4,7,,,,,,
3,18,1817,2,880,189168,,,,,,,,,1,8,4,3,
3,18,1818,2,76,189169,3,4,96,"CREDIT SALES",2,4,7,,,,,,
3,18,1818,2,76,189170,2,3,7,,2,3,7,,,,,,
3,18,1818,2,76,189171,4,10,9,,3,8,10,,,,,,
3,18,1818,2,76,189173,10,4,9,,8,9,10,,,,,,
3,18,1818,2,76,189174,4,,,,4,,,,,,,,
3,18,1818,2,76,189175,8,7,,,8,7,,,,,,,
3,18,1818,2,76,189176,3,10,,,3,10,,,,,,,
3,18,1818,2,76,189178,3,10,,,3,10,,,,,,,
3,18,1818,2,76,189179,3,4,8,,2,3,8,,,,,,
3,18,1818,2,76,189180,8,5,,,8,,,,,,,,
3,18,1819,1,818,189181,3,7,8,,4,3,7,,,,,,
3,18,1819,1,818,189183,2,3,9,,2,7,,,,,,,
3,18,1819,1,818,189184,10,9,4,,3,8,9,,,,,,
3,18,1819,1,818,189185,10,9,8,,8,9,3,,,,,,
3,18,1819,1,818,189186,1,3,8,,1,2,,,,,,,
3,18,1819,1,818,189187,,,,,,,,,2,,,,
3,18,1819,1,818,189188,3,10,,,3,10,,,,,,,
3,18,1819,1,818,189189,3,10,,,3,10,,,,,,,
3,18,1819,1,818,189191,1,8,4,,1,4,8,,,,,,
3,18,1819,1,818,189192,1,8,13,,1,8,13,,,,,,
3,18,1821,2,24,189193,1,2,3,,1,7,96,"CREDIT SALES",,,,,
3,18,1821,2,24,189194,1,2,3,,1,3,4,,,,,,
3,18,1821,2,24,189195,4,10,9,,8,9,3,,,,,,
3,18,1821,2,24,189196,8,9,3,,10,3,8,,,,,,
3,18,1821,2,24,189197,,,,,,,,,2,,,,
3,18,1821,2,24,189199,,,,,,,,,2,,,,
3,18,1821,2,24,189200,3,10,,,3,10,,,,,,,
3,18,1821,2,24,189202,3,10,,,3,10,,,,,,,
3,18,1821,2,24,189203,8,4,,,8,,,,,,,,
3,18,1821,2,24,189204,1,8,7,,8,1,,,,,,,
3,18,1822,2,1898,189205,4,12,8,,4,8,12,,,,,,
3,18,1822,2,1898,189206,3,7,8,,3,4,8,,,,,,
1,37,3706,1,0,189207,,,,,,,,,1,6,9,11,
3,18,1822,2,1898,189209,,,,,,,,,1,4,12,8,
3,18,1822,2,1898,189210,,,,,,,,,1,4,6,5,
3,18,1822,2,1898,189212,1,8,5,,3,7,8,,,,,,
3,18,1822,2,1898,189213,1,4,,,1,4,,,,,,,
3,18,1822,2,1898,189214,1,3,14,,1,4,3,,,,,,
3,18,1822,2,1898,189216,,,,,,,,,2,,,,
3,18,1802,2,1040,189218,3,12,14,,3,12,13,,,,,,
3,18,1802,1,3204,189222,1,4,8,,1,4,8,,,,,,
3,18,1812,2,42,189235,3,8,5,,5,8,14,,,,,,
3,18,1812,2,42,189236,3,8,14,,7,8,,,,,,,
3,18,1817,2,726,189242,3,,,,3,,,,,,,,
3,18,1822,2,1898,189252,3,4,6,,1,3,,,,,,,
3,19,1921,1,842,190011,7,4,8,,7,8,,,,,,,
3,19,1918,1,0,190012,,,,,,,,,2,,,,
3,19,1921,1,842,190013,4,8,7,,4,8,7,,,,,,
3,19,1921,1,842,190014,7,8,6,,7,6,8,,,,,,
3,19,1925,2,0,190015,2,4,3,,2,3,5,,,,,,
3,19,1925,2,0,190016,3,4,5,,3,4,5,,,,,,
3,19,1921,1,842,190017,10,7,5,,10,8,7,,,,,,
3,19,1921,1,842,190018,1,6,7,,1,8,6,,,,,,
3,19,1921,1,842,190019,4,7,8,,4,7,8,,,,,,
3,19,1921,1,842,190020,,,,,,,,,1,4,5,,
3,19,1914,2,934,190081,8,,,,8,7,,,,,,,
3,19,1914,2,934,190082,4,5,,,4,5,,,,,,,
3,19,1914,2,934,190083,8,,,,8,7,,,,,,,
3,19,1914,2,934,190084,3,4,7,,3,7,4,,,,,,
3,19,1914,2,934,190085,4,8,7,,3,4,7,,,,,,
3,19,1914,2,934,190086,3,4,7,,3,4,7,,,,,,
3,19,1914,2,934,190087,4,8,,,7,8,,,,,,,
3,19,1914,2,934,190088,,,,,,,,,2,,,,
3,19,1914,2,934,190089,4,5,3,,4,5,7,,,,,,
3,19,1914,2,934,190090,4,5,3,,4,5,3,,,,,,
3,19,1912,1,1510,190111,5,8,,,4,8,,,,,,,
3,19,1912,1,1510,190112,8,12,,,12,11,13,,,,,,
3,19,1912,1,1510,190113,1,2,4,,1,4,5,,,,,,
3,19,1912,1,1510,190114,4,8,,,4,8,,,,,,,
3,19,1912,1,1510,190115,5,1,8,,4,8,,,,,,,
3,19,1912,1,1510,190116,1,3,4,,1,2,3,,,,,,
3,19,1912,1,1510,190117,4,5,6,,4,5,6,,,,,,
3,19,1912,1,1510,190118,4,8,7,,4,8,7,,,,,,
3,19,1912,1,1510,190119,1,,,,1,,,,,,,,
3,19,1910,2,808,190131,,,,,,,,,2,,,,
3,19,1910,2,808,190132,4,7,,,8,7,,,,,,,
3,19,1910,2,808,190133,4,8,,,5,7,6,,,,,,
3,19,1910,2,808,190134,4,3,,,5,3,6,,,,,,
3,19,1910,2,808,190135,1,8,7,,8,1,3,,,,,,
3,19,1910,2,808,190136,7,8,,,7,4,3,,,,,,
3,19,1910,2,808,190137,8,4,7,,7,3,8,,,,,,
3,19,1910,2,808,190138,,,,,,,,,1,1,3,4,
3,19,1910,2,808,190139,,,,,,,,,2,,,,
3,19,1910,2,808,190140,,,,,,,,,2,,,,
3,19,1919,2,366,190161,4,8,3,,5,3,6,,,,,,
3,19,1919,2,366,190162,3,8,13,,13,8,3,,,,,,
3,19,1919,2,366,190163,3,4,13,,3,13,4,,,,,,
3,19,1919,2,366,190164,3,8,10,,1,,,,,,,,
3,19,1919,2,366,190165,,,,,,,,,1,4,5,7,
3,19,1919,2,366,190166,,,,,,,,,2,,,,
3,19,1919,2,366,190167,4,8,,,4,8,,,,,,,
3,19,1919,2,366,190168,4,8,,,5,8,,,,,,,
3,19,1919,2,366,190169,,,,,,,,,2,,,,
3,19,1919,2,366,190170,3,4,5,,4,5,3,,,,,,
3,19,1928,2,526,190171,,,,,,,,,1,4,5,3,
3,19,1928,2,526,190172,4,5,12,,4,5,13,,,,,,
3,19,1928,2,526,190173,3,4,8,,3,8,,,,,,,
3,19,1928,2,526,190174,,,,,,,,,2,,,,
3,19,1928,2,526,190175,7,,,,8,,,,,,,,
3,19,1928,2,526,190176,3,4,8,,3,4,8,,,,,,
3,19,1928,2,526,190177,3,4,8,,4,8,3,,,,,,
3,19,1928,2,0,190178,3,7,,,3,7,,,,,,,
3,19,1928,2,526,190179,4,5,,,4,5,,,,,,,
3,19,1928,2,526,190180,7,,,,8,7,,,,,,,
3,19,1923,2,284,190192,,,,,,,,,1,4,5,6,
3,19,1923,2,284,190193,3,7,8,,3,8,7,,,,,,
3,19,1923,2,284,190194,,,,,,,,,2,,,,
3,19,1923,2,284,190195,10,3,8,,8,3,,,,,,,
3,19,1923,2,284,190196,1,4,7,,1,10,7,,,,,,
3,19,1923,2,284,190197,3,4,9,,3,9,,,,,,,
3,19,1923,2,284,190198,,,,,,,,,2,,,,
3,19,1923,2,284,190199,,,,,,,,,1,4,5,7,
3,19,1923,2,284,190200,4,10,,,4,,,,,,,,
3,19,1909,2,1684,199001,,,,,,,,,1,4,5,3,
3,19,1909,2,1684,199002,4,3,8,,4,3,,,,,,,
3,19,1909,2,1684,199004,4,3,,,4,3,8,,,,,,
3,19,1909,2,1684,199005,1,3,4,,1,3,4,,,,,,
3,19,1909,2,1684,199006,3,4,8,,3,4,8,,,,,,
3,19,1909,2,1684,199007,3,4,7,,3,7,8,,,,,,
3,19,1909,2,1684,199008,1,3,12,,3,1,12,,,,,,
3,19,1909,2,1684,199011,,,,,,,,,1,4,5,3,
3,19,1909,2,1684,199012,,,,,,,,,1,4,5,7,
3,19,1919,2,596,199013,4,8,7,,5,8,7,,,,,,
3,19,1919,2,596,199014,,,,,,,,,1,3,4,5,
3,19,1919,2,596,199015,7,8,1,,8,1,,,,,,,
3,19,1919,2,596,199016,4,1,8,,1,8,,,,,,,
3,19,1919,2,596,199018,1,4,8,,4,8,,,,,,,
3,19,1919,2,596,199019,3,7,11,,3,11,13,,,,,,
3,19,1919,2,596,199021,7,8,,,7,8,,,,,,,
3,19,1919,2,596,199022,3,4,8,,3,7,8,,,,,,
3,19,1919,2,596,199023,1,3,4,,1,4,5,,,,,,
3,19,1919,2,596,199024,,,,,,,,,2,,,,
3,19,1924,2,356,199025,8,,,,7,8,,,,,,,
3,19,1924,2,356,199026,,,,,,,,,2,,,,
3,19,1924,2,356,199027,,,,,,,,,1,4,5,3,
3,19,1924,2,356,199030,4,5,,,4,5,,,,,,,
3,19,1924,2,356,199031,,,,,,,,,1,3,7,,
3,19,1924,2,356,199032,3,4,8,,3,4,8,,,,,,
3,19,1924,2,356,199033,,,,,,,,,2,,,,
3,19,1924,2,356,199034,,,,,,,,,2,,,,
3,19,1924,2,356,199035,3,4,5,,3,4,5,,,,,,
3,19,1924,2,356,199036,8,7,,,8,3,,,,,,,
3,19,1927,2,622,199037,4,5,7,,8,7,4,,,,,,
3,19,1927,2,622,199038,4,7,3,,3,4,7,,,,,,
3,19,1927,2,622,199040,3,4,7,,3,4,7,,,,,,
3,19,1927,2,622,199041,3,8,7,,8,7,3,,,,,,
3,19,1927,2,622,199042,3,4,5,,3,4,5,,,,,,
3,19,1927,2,622,199044,3,7,,,4,3,8,,,,,,
3,19,1927,2,622,199045,,,,,,,,,2,,,,
3,19,1927,2,622,199046,,,,,,,,,1,4,5,6,
3,19,1927,2,622,199047,4,7,8,,8,7,,,,,,,
3,19,1927,2,622,199048,3,4,7,,3,4,7,,,,,,
3,19,1929,2,108,199051,,,,,,,,,1,1,4,,
3,19,1929,2,108,199052,4,6,,,5,7,,,,,,,
3,19,1929,2,108,199053,,,,,,,,,2,,,,
3,19,1929,2,108,199054,,,,,,,,,2,,,,
3,19,1929,2,108,199055,8,1,13,,8,1,13,,,,,,
3,19,1929,2,108,199056,3,8,,,3,8,,,,,,,
3,19,1929,2,108,199057,3,4,11,,3,5,7,,,,,,
3,19,1929,2,108,199058,3,8,4,,3,4,,,,,,,
3,19,1929,2,108,199059,3,4,,,3,7,13,,,,,,
3,19,1929,2,108,199060,,,,,,,,,1,3,4,7,
3,19,1933,2,330,199061,3,4,5,,3,4,,,,,,,
3,19,1933,2,330,199062,,,,,,,,,2,,,,
3,19,1933,2,330,199064,,,,,,,,,2,,,,
3,19,1933,2,330,199065,9,8,,,7,8,,,,,,,
3,19,1933,2,330,199066,5,8,7,,4,6,,,,,,,
3,19,1933,2,330,199067,7,8,1,,4,7,8,,,,,,
3,19,1933,2,330,199068,5,6,,,4,6,,,,,,,
3,19,1933,2,330,199069,3,7,8,,8,13,3,,,,,,
3,19,1933,2,330,199071,,,,,,,,,2,,,,
3,19,1933,2,330,199072,3,8,,,7,8,,,,,,,
3,19,1940,2,648,199073,4,,,,5,,,,,,,,
3,19,1940,2,648,199074,4,6,8,,4,7,,,,,,,
3,19,1940,2,648,199075,4,6,,,3,6,7,,,,,,
3,19,1940,2,648,199077,3,4,,,3,,,,,,,,
3,19,1940,2,648,199078,1,3,7,,1,4,5,,,,,,
3,19,1940,2,648,199079,3,8,,,8,3,,,,,,,
3,19,1940,2,648,199080,,,,,,,,,1,1,4,6,
3,19,1940,2,648,199081,3,8,12,,3,6,7,,,,,,
3,19,1940,2,648,199082,3,4,5,,8,5,4,,,,,,
3,19,1940,2,648,199083,,,,,,,,,2,,,,
3,19,1941,2,1112,199085,,,,,,,,,2,,,,
3,19,1941,2,1112,199086,7,,,,8,7,,,,,,,
3,19,1941,2,1112,199087,4,8,,,3,4,8,,,,,,
3,19,1941,2,1112,199088,14,8,3,,8,14,3,,,,,,
3,19,1941,2,1112,199090,3,4,8,,8,3,4,,,,,,
3,19,1941,2,1112,199091,3,4,8,,3,8,,,,,,,
3,19,1941,2,1112,199092,,,,,,,,,2,,,,
3,19,1941,2,1112,199093,7,4,,,7,8,,,,,,,
3,19,1941,2,1112,199094,,,,,,,,,2,,,,
3,19,1941,2,1112,199095,,,,,,,,,2,,,,
3,19,1909,2,1684,199097,5,4,3,,8,4,5,,,,,,
3,20,2018,2,1134,200011,4,7,8,,5,7,8,,,,,,
3,20,2018,2,1134,200013,8,7,5,,5,7,8,,,,,,
3,20,2018,2,1134,200014,3,5,7,,5,7,,,,,,,
3,20,2018,2,1134,200015,,,,,,,,,2,,,,
3,20,2018,2,1134,200016,2,7,6,,2,3,7,,,,,,
3,20,2018,2,1134,200020,3,4,7,,2,7,8,,,,,,
3,20,2015,2,1746,200071,7,5,4,,4,5,7,,,,,,
3,20,2015,2,1746,200072,4,8,5,,5,4,8,,,,,,
3,20,2015,2,1746,200074,10,4,7,,4,7,8,,,,,,
3,20,2015,2,1746,200075,,,,,,,,,2,,,,
3,20,2015,2,1746,200076,8,5,,,8,5,,,,,,,
3,20,2015,2,1746,200077,8,7,2,,7,2,8,,,,,,
3,20,2015,2,1746,200078,7,8,12,,6,7,2,,,,,,
3,20,2015,2,1746,200079,8,2,,,2,8,,,,,,,
3,20,2025,2,760,200101,1,7,6,,3,8,7,,,,,,
3,20,2025,2,760,200102,,,,,,,,,2,,,,
3,20,2025,2,760,200103,1,4,7,,1,8,7,,,,,,
